	Saccharomyces_arboricola	Saccharomyces_cerevisiae
OG0002559	augustus_masked-NC_026181.1-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-5.95&CDS=1-5907	YKR095W
OG0002560	genemark-NC_026181.1-processed-gene-5.174-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.174&CDS=1-1644	YKR097W
OG0002561	augustus_masked-NC_026181.1-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NC_026181.1-processed-gene-5.123&CDS=1-2109	YKR098C
OG0002562	genemark-NC_026181.1-processed-gene-5.175-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.175&CDS=1-2427	YKR099W
OG0002563	genemark-NC_026181.1-processed-gene-5.207-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.207&CDS=1-1071	YKR100C
OG0002564	genemark-NC_026181.1-processed-gene-5.176-mRNA-1_1&gene=genemark-NC_026181.1-processed-gene-5.176&CDS=1-1947	YKR101W
OG0002565	snap_masked-NC_026181.1-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NC_026181.1-processed-gene-5.63&CDS=1-1197	YAL064W-B
OG0002566	maker-NC_026182.1-snap-gene-0.65-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-0.65&CDS=1-1104	YLL063C
OG0002567	genemark-NC_026182.1-processed-gene-0.72-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.72&CDS=1-1725	YLL058W
OG0002568	genemark-NC_026182.1-processed-gene-0.85-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.85&CDS=1-1236	YLL057C
OG0002569	genemark-NC_026182.1-processed-gene-0.86-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.86&CDS=1-894	YLL056C
OG0002570	genemark-NC_026182.1-processed-gene-0.73-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.73&CDS=1-1593	YLL055W
OG0002571	genemark-NC_026182.1-processed-gene-0.88-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.88&CDS=1-2307	YLL054C
OG0002572	genemark-NC_026182.1-processed-gene-0.90-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.90&CDS=1-2139	YLL051C
OG0002573	maker-NC_026182.1-snap-gene-0.68-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-0.68&CDS=1-450	YLL050C
OG0002574	genemark-NC_026182.1-processed-gene-0.74-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.74&CDS=1-537	YLL049W
OG0002575	snap_masked-NC_026182.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-0.18&CDS=1-762	YLL046C
OG0002576	genemark-NC_026182.1-processed-gene-0.75-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.75&CDS=1-1989	YLL043W
OG0002577	genemark-NC_026182.1-processed-gene-0.93-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.93&CDS=1-510	YLL042C
OG0002578	genemark-NC_026182.1-processed-gene-0.94-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.94&CDS=1-798	YLL041C
OG0002579	genemark-NC_026182.1-processed-gene-0.95-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.95&CDS=1-9432	YLL040C
OG0002580	maker-NC_026182.1-snap-gene-0.69-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-0.69&CDS=1-2262	YLL036C
OG0002581	genemark-NC_026182.1-processed-gene-0.76-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.76&CDS=1-1887	YLL035W
OG0002582	genemark-NC_026182.1-processed-gene-0.98-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.98&CDS=1-2511	YLL034C
OG0002583	genemark-NC_026182.1-processed-gene-0.77-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.77&CDS=1-693	YLL033W
OG0002584	genemark-NC_026182.1-processed-gene-0.99-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.99&CDS=1-2499	YLL032C
OG0002585	genemark-NC_026182.1-processed-gene-0.100-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.100&CDS=1-3054	YLL031C
OG0002586	genemark-NC_026182.1-processed-gene-0.78-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.78&CDS=1-2253	YLL029W
OG0002587	genemark-NC_026182.1-processed-gene-0.79-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.79&CDS=1-1761	YLL028W
OG0002588	genemark-NC_026182.1-processed-gene-0.80-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.80&CDS=1-648	YLL027W
OG0002589	genemark-NC_026182.1-processed-gene-0.81-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.81&CDS=1-2724	YLL026W
OG0002590	genemark-NC_026182.1-processed-gene-0.103-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-0.103&CDS=1-1110	YLL022C
OG0002591	snap_masked-NC_026182.1-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-1.90&CDS=1-4251	YLL021W
OG0002592	genemark-NC_026182.1-processed-gene-1.37-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.37&CDS=1-2199	YLL019C
OG0002593	genemark-NC_026182.1-processed-gene-1.38-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.38&CDS=1-306	YLL018C-A
OG0002594	genemark-NC_026182.1-processed-gene-1.39-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.39&CDS=1-1671	YLL018C
OG0002595	genemark-NC_026182.1-processed-gene-1.59-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.59&CDS=1-2619	YLL013C
OG0002596	genemark-NC_026182.1-processed-gene-1.42-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.42&CDS=1-1722	YLL012W
OG0002597	genemark-NC_026182.1-processed-gene-1.43-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.43&CDS=1-1470	YLL011W
OG0002598	snap_masked-NC_026182.1-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-1.115&CDS=1-207	YLL009C
OG0002599	genemark-NC_026182.1-processed-gene-1.44-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.44&CDS=1-2241	YLL008W
OG0002600	genemark-NC_026182.1-processed-gene-1.61-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.61&CDS=1-1983	YLL007C
OG0002601	genemark-NC_026182.1-processed-gene-1.45-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.45&CDS=1-1278	YLL006W
OG0002602	augustus_masked-NC_026182.1-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-1.23&CDS=1-2205	YLL005C
OG0002603	augustus_masked-NC_026182.1-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-1.9&CDS=1-8223	YLL001W
OG0002604	maker-NC_026182.1-augustus-gene-1.86-mRNA-1_1&gene=maker-NC_026182.1-augustus-gene-1.86&CDS=1-4359	YLR001C
OG0002605	maker-NC_026182.1-snap-gene-1.79-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-1.79&CDS=1-858	YLR003C
OG0002606	genemark-NC_026182.1-processed-gene-1.64-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.64&CDS=1-1563	YLR004C
OG0002607	genemark-NC_026182.1-processed-gene-1.50-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.50&CDS=1-1389	YLR005W
OG0002608	genemark-NC_026182.1-processed-gene-1.65-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.65&CDS=1-2109	YLR006C
OG0002609	genemark-NC_026182.1-processed-gene-1.51-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.51&CDS=1-1008	YLR007W
OG0002610	genemark-NC_026182.1-processed-gene-1.66-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.66&CDS=1-498	YLR008C
OG0002611	snap_masked-NC_026182.1-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-1.107&CDS=1-600	YLR009W
OG0002612	maker-NC_026182.1-snap-gene-1.80-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-1.80&CDS=1-549	YLR010C
OG0002613	genemark-NC_026182.1-processed-gene-1.68-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.68&CDS=1-300	YLR012C
OG0002614	genemark-NC_026182.1-processed-gene-1.53-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.53&CDS=1-477	YLR013W
OG0002615	genemark-NC_026182.1-processed-gene-1.69-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.69&CDS=1-2697	YLR014C
OG0002616	genemark-NC_026182.1-processed-gene-1.54-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.54&CDS=1-1506	YLR015W
OG0002617	genemark-NC_026182.1-processed-gene-1.70-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.70&CDS=1-609	YLR016C
OG0002618	snap_masked-NC_026182.1-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-1.110&CDS=1-1011	YLR017W
OG0002619	genemark-NC_026182.1-processed-gene-1.71-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.71&CDS=1-900	YLR018C
OG0002620	genemark-NC_026182.1-processed-gene-1.72-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.72&CDS=1-1614	YLR020C
OG0002621	genemark-NC_026182.1-processed-gene-1.57-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.57&CDS=1-540	YLR021W
OG0002622	snap_masked-NC_026182.1-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-1.130&CDS=1-750	YLR022C
OG0002623	snap_masked-NC_026182.1-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-1.131&CDS=1-1623	YLR023C
OG0002624	snap_masked-NC_026182.1-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-1.132&CDS=1-5598	YLR024C
OG0002625	genemark-NC_026182.1-processed-gene-1.58-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-1.58&CDS=1-717	YLR025W
OG0002626	augustus_masked-NC_026182.1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-1.35&CDS=1-2235	YLR027C
OG0002627	snap_masked-NC_026182.1-processed-gene-2.0-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-2.0&CDS=1-1374	YLR030W
OG0002628	genemark-NC_026182.1-processed-gene-2.69-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.69&CDS=1-3510	YLR032W
OG0002629	genemark-NC_026182.1-processed-gene-2.70-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.70&CDS=1-1479	YLR033W
OG0002630	snap_masked-NC_026182.1-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-2.5&CDS=1-1419	YLR034C
OG0002631	snap_masked-NC_026182.1-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-2.27&CDS=1-2085	YLR035C
OG0002632	genemark-NC_026182.1-processed-gene-2.93-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.93&CDS=1-3276	YLR039C
OG0002633	snap_masked-NC_026182.1-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-2.31&CDS=1-1119	YLR040C
OG0002634	genemark-NC_026182.1-processed-gene-2.96-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.96&CDS=1-309	YLR043C
OG0002635	genemark-NC_026182.1-processed-gene-2.98-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.98&CDS=1-2676	YLR045C
OG0002636	maker-NC_026182.1-snap-gene-2.64-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-2.64&CDS=1-2052	YLR047C
OG0002637	genemark-NC_026182.1-processed-gene-2.100-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.100&CDS=1-1269	YLR049C
OG0002638	augustus_masked-NC_026182.1-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-2.150&CDS=1-1068	YLR050C
OG0002639	genemark-NC_026182.1-processed-gene-2.77-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.77&CDS=1-750	YLR052W
OG0002640	augustus_masked-NC_026182.1-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-2.151&CDS=1-4221	YLR054C
OG0002641	genemark-NC_026182.1-processed-gene-2.78-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.78&CDS=1-1095	YLR056W
OG0002642	genemark-NC_026182.1-processed-gene-2.79-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.79&CDS=1-2538	YLR057W
OG0002643	maker-NC_026182.1-snap-gene-2.66-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-2.66&CDS=1-1512	YLR058C
OG0002644	genemark-NC_026182.1-processed-gene-2.106-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.106&CDS=1-699	YLR059C
OG0002645	snap_masked-NC_026182.1-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-2.13&CDS=1-1785	YLR060W
OG0002646	maker-NC_026182.1-augustus-gene-2.54-mRNA-1_1&gene=maker-NC_026182.1-augustus-gene-2.54&CDS=1-1341	YLR063W
OG0002647	genemark-NC_026182.1-processed-gene-2.82-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.82&CDS=1-819	YLR064W
OG0002648	genemark-NC_026182.1-processed-gene-2.107-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.107&CDS=1-549	YLR065C
OG0002649	genemark-NC_026182.1-processed-gene-2.83-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.83&CDS=1-552	YLR066W
OG0002650	genemark-NC_026182.1-processed-gene-2.108-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.108&CDS=1-2895	YLR067C
OG0002651	genemark-NC_026182.1-processed-gene-2.84-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.84&CDS=1-429	YLR068W
OG0002652	genemark-NC_026182.1-processed-gene-2.109-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.109&CDS=1-2286	YLR069C
OG0002653	genemark-NC_026182.1-processed-gene-2.110-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.110&CDS=1-3249	YLR071C
OG0002654	augustus_masked-NC_026182.1-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-2.135&CDS=1-2085	YLR072W
OG0002655	genemark-NC_026182.1-processed-gene-2.111-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.111&CDS=1-585	YLR073C
OG0002656	genemark-NC_026182.1-processed-gene-2.112-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.112&CDS=1-507	YLR074C
OG0002657	genemark-NC_026182.1-processed-gene-2.86-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.86&CDS=1-663	YLR075W
OG0002658	genemark-NC_026182.1-processed-gene-2.87-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.87&CDS=1-1773	YLR077W
OG0002659	snap_masked-NC_026182.1-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-2.48&CDS=1-735	YLR078C
OG0002660	genemark-NC_026182.1-processed-gene-2.88-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.88&CDS=1-846	YLR079W
OG0002661	genemark-NC_026182.1-processed-gene-2.89-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.89&CDS=1-1263	YLR080W
OG0002662	genemark-NC_026182.1-processed-gene-2.114-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.114&CDS=1-1176	YLR082C
OG0002663	genemark-NC_026182.1-processed-gene-2.116-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.116&CDS=1-3657	YLR084C
OG0002664	genemark-NC_026182.1-processed-gene-2.117-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.117&CDS=1-1314	YLR085C
OG0002665	genemark-NC_026182.1-processed-gene-2.91-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-2.91&CDS=1-4122	YLR086W
OG0002666	genemark-NC_026182.1-processed-gene-3.76-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.76&CDS=1-8874	YLR087C
OG0002667	genemark-NC_026182.1-processed-gene-3.75-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.75&CDS=1-1842	YLR088W
OG0002668	genemark-NC_026182.1-processed-gene-3.93-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.93&CDS=1-2253	YLR094C
OG0002669	genemark-NC_026182.1-processed-gene-3.94-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.94&CDS=1-2403	YLR095C
OG0002670	augustus_masked-NC_026182.1-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-3.53&CDS=1-3045	YLR098C
OG0002671	genemark-NC_026182.1-processed-gene-3.97-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.97&CDS=1-1182	YLR099C
OG0002672	genemark-NC_026182.1-processed-gene-3.81-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.81&CDS=1-1296	YLR100W
OG0002673	augustus_masked-NC_026182.1-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-3.55&CDS=1-2766	YLR103C
OG0002674	genemark-NC_026182.1-processed-gene-3.82-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.82&CDS=1-396	YLR104W
OG0002675	genemark-NC_026182.1-processed-gene-3.100-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.100&CDS=1-1131	YLR105C
OG0002676	snap_masked-NC_026182.1-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-3.26&CDS=1-14706	YLR106C
OG0002677	genemark-NC_026182.1-processed-gene-3.83-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.83&CDS=1-1209	YLR107W
OG0002678	augustus_masked-NC_026182.1-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-3.58&CDS=1-1419	YLR108C
OG0002679	genemark-NC_026182.1-processed-gene-3.84-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.84&CDS=1-528	YLR109W
OG0002680	genemark-NC_026182.1-processed-gene-3.85-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.85&CDS=1-1293	YLR113W
OG0002681	genemark-NC_026182.1-processed-gene-3.104-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.104&CDS=1-2106	YLR114C
OG0002682	augustus_masked-NC_026182.1-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-3.46&CDS=1-3936	YLR115W
OG0002683	augustus_masked-NC_026182.1-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-3.61&CDS=1-2763	YLR117C
OG0002684	genemark-NC_026182.1-processed-gene-3.88-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.88&CDS=1-546	YLR119W
OG0002685	genemark-NC_026182.1-processed-gene-3.89-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.89&CDS=1-399	YLR125W
OG0002686	genemark-NC_026182.1-processed-gene-3.107-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.107&CDS=1-753	YLR126C
OG0002687	genemark-NC_026182.1-processed-gene-3.108-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.108&CDS=1-2490	YLR127C
OG0002688	genemark-NC_026182.1-processed-gene-3.90-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.90&CDS=1-933	YLR128W
OG0002689	genemark-NC_026182.1-processed-gene-3.91-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.91&CDS=1-2829	YLR129W
OG0002690	genemark-NC_026182.1-processed-gene-3.109-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.109&CDS=1-1263	YLR130C
OG0002691	genemark-NC_026182.1-processed-gene-3.110-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-3.110&CDS=1-2256	YLR131C
OG0002692	genemark-NC_026182.1-processed-gene-4.46-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.46&CDS=1-870	YLR132C
OG0002693	genemark-NC_026182.1-processed-gene-4.42-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.42&CDS=1-1743	YLR133W
OG0002694	genemark-NC_026182.1-processed-gene-4.44-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.44&CDS=1-2223	YLR135W
OG0002695	genemark-NC_026182.1-processed-gene-4.47-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.47&CDS=1-867	YLR136C
OG0002696	genemark-NC_026182.1-processed-gene-4.45-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.45&CDS=1-1113	YLR137W
OG0002697	genemark-NC_026182.1-processed-gene-4.48-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.48&CDS=1-2994	YLR138W
OG0002698	genemark-NC_026182.1-processed-gene-4.67-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.67&CDS=1-1920	YLR139C
OG0002699	snap_masked-NC_026182.1-processed-gene-4.7-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-4.7&CDS=1-1128	YLR141W
OG0002700	genemark-NC_026182.1-processed-gene-4.50-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.50&CDS=1-1431	YLR142W
OG0002701	genemark-NC_026182.1-processed-gene-4.51-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.51&CDS=1-2022	YLR143W
OG0002702	genemark-NC_026182.1-processed-gene-4.68-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.68&CDS=1-2331	YLR144C
OG0002703	genemark-NC_026182.1-processed-gene-4.52-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.52&CDS=1-597	YLR145W
OG0002704	genemark-NC_026182.1-processed-gene-4.69-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.69&CDS=1-900	YLR146C
OG0002705	snap_masked-NC_026182.1-processed-gene-4.11-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-4.11&CDS=1-183	YLR146W-A
OG0002706	genemark-NC_026182.1-processed-gene-4.70-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.70&CDS=1-297	YLR147C
OG0002707	genemark-NC_026182.1-processed-gene-4.53-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.53&CDS=1-2757	YLR148W
OG0002708	genemark-NC_026182.1-processed-gene-4.71-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.71&CDS=1-2202	YLR149C
OG0002709	genemark-NC_026182.1-processed-gene-4.54-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.54&CDS=1-846	YLR150W
OG0002710	augustus_masked-NC_026182.1-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-4.120&CDS=1-2514	YLR152C
OG0002711	genemark-NC_026182.1-processed-gene-4.74-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.74&CDS=1-2049	YLR153C
OG0002712	genemark-NC_026182.1-processed-gene-4.75-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.75&CDS=1-327	YLR154C
OG0002713	genemark-NC_026182.1-processed-gene-4.77-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.77&CDS=1-1386	YLR163C
OG0002714	genemark-NC_026182.1-processed-gene-4.55-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.55&CDS=1-516	YLR164W
OG0002715	genemark-NC_026182.1-processed-gene-4.78-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.78&CDS=1-759	YLR165C
OG0002716	genemark-NC_026182.1-processed-gene-4.79-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.79&CDS=1-2610	YLR166C
OG0002717	augustus_masked-NC_026182.1-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-NC_026182.1-processed-gene-4.126&CDS=1-2043	YLR172C
OG0002718	genemark-NC_026182.1-processed-gene-4.83-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.83&CDS=1-2334	YLR176C
OG0002719	genemark-NC_026182.1-processed-gene-4.60-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.60&CDS=1-1854	YLR177W
OG0002720	maker-NC_026182.1-snap-gene-4.90-mRNA-1_1&gene=maker-NC_026182.1-snap-gene-4.90&CDS=1-1260	YLR178C
OG0002721	genemark-NC_026182.1-processed-gene-4.86-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.86&CDS=1-993	YLR181C
OG0002722	genemark-NC_026182.1-processed-gene-4.62-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.62&CDS=1-2475	YLR182W
OG0002723	genemark-NC_026182.1-processed-gene-4.87-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.87&CDS=1-1449	YLR183C
OG0002724	snap_masked-NC_026182.1-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NC_026182.1-processed-gene-4.21&CDS=1-264	YLR185W
OG0002725	genemark-NC_026182.1-processed-gene-4.64-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.64&CDS=1-756	YLR186W
OG0002726	genemark-NC_026182.1-processed-gene-4.65-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.65&CDS=1-3045	YLR187W
OG0002727	genemark-NC_026182.1-processed-gene-4.66-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-4.66&CDS=1-1992	YLR188W
OG0002728	genemark-NC_026182.1-processed-gene-5.17-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-5.17&CDS=1-3609	YLR189C
OG0002729	genemark-NC_026182.1-processed-gene-5.15-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-5.15&CDS=1-1485	YLR190W
OG0002730	genemark-NC_026182.1-processed-gene-5.16-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-5.16&CDS=1-1173	YLR191W
OG0002731	genemark-NC_026182.1-processed-gene-5.18-mRNA-1_1&gene=genemark-NC_026182.1-processed-gene-5.18&CDS=1-795	YLR192C
OG0002732	maker-NC_026182.1-augustus-gene-5.8-mRNA-1_1&gene=maker-NC_026182.1-augustus-gene-5.8&CDS=1-1284	YLR193C
