	Saccharomyces_cerevisiae	yHMPu5000034918_Nakazawaea_holstii
OG0002049	YJL194W	snap_masked-flattened_line_58-processed-gene-0.232-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.232&CDS=1-1602
OG0002050	YJL197W	snap_masked-flattened_line_83-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.51&CDS=1-2997
OG0002051	YJL200C	snap_masked-flattened_line_212-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_212-processed-gene-0.15&CDS=1-2373
OG0002052	YJL201W	snap_masked-flattened_line_26-processed-gene-0.234-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.234&CDS=1-1563
OG0002053	YJL204C	snap_masked-flattened_line_26-processed-gene-0.239-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.239&CDS=1-2958
OG0002054	YJL205C	genemark-flattened_line_26-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.142&CDS=1-165
OG0002055	YJL207C	snap_masked-flattened_line_26-processed-gene-0.245-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.245&CDS=1-6336
OG0002056	YJL208C	genemark-flattened_line_26-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.148&CDS=1-987
OG0002057	YJL209W	snap_masked-flattened_line_250-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_250-processed-gene-0.5&CDS=1-2367
OG0002058	YJL212C	augustus_masked-flattened_line_72-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.100&CDS=1-3849
OG0002059	YJL213W	genemark-flattened_line_300-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_300-processed-gene-0.0&CDS=1-1368
OG0002060	YJR001W	snap_masked-flattened_line_207-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_207-processed-gene-0.6&CDS=1-1815
OG0002061	YJR003C	snap_masked-flattened_line_201-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_201-processed-gene-0.29&CDS=1-1656
OG0002062	YJR005W	genemark-flattened_line_70-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.57&CDS=1-1935
OG0002063	YJR006W	maker-flattened_line_153-augustus-gene-0.38-mRNA-1_1&gene=maker-flattened_line_153-augustus-gene-0.38&CDS=1-3138
OG0002064	YJR007W	snap_masked-flattened_line_70-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.124&CDS=1-927
OG0002065	YJR008W	genemark-flattened_line_70-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.58&CDS=1-942
OG0002066	YJR010C-A	snap_masked-flattened_line_105-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.76&CDS=1-228
OG0002067	YJR010W	genemark-flattened_line_207-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_207-processed-gene-0.50&CDS=1-1644
OG0002068	YJR012C	snap_masked-flattened_line_28-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.122&CDS=1-567
OG0002069	YJR014W	augustus_masked-flattened_line_28-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.4&CDS=1-999
OG0002070	YJR016C	snap_masked-flattened_line_167-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.39&CDS=1-1776
OG0002071	YJR017C	augustus_masked-flattened_line_143-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_143-processed-gene-0.15&CDS=1-492
OG0002072	YJR019C	snap_masked-flattened_line_143-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.41&CDS=1-993
OG0002073	YJR025C	snap_masked-flattened_line_30-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.60&CDS=1-519
OG0002074	YJR032W	snap_masked-flattened_line_64-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.101&CDS=1-1152
OG0002075	YJR033C	genemark-flattened_line_18-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.44&CDS=1-4521
OG0002076	YJR034W	genemark-flattened_line_18-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.16&CDS=1-324
OG0002077	YJR035W	snap_masked-flattened_line_18-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.79&CDS=1-3348
OG0002078	YJR036C	snap_masked-flattened_line_18-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.122&CDS=1-2676
OG0002079	YJR040W	snap_masked-flattened_line_18-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.87&CDS=1-2325
OG0002080	YJR041C	augustus_masked-flattened_line_121-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_121-processed-gene-0.26&CDS=1-3507
OG0002081	YJR042W	snap_masked-flattened_line_6-processed-gene-2.158-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.158&CDS=1-2373
OG0002082	YJR044C	maker-flattened_line_123-snap-gene-0.121-mRNA-1_1&gene=maker-flattened_line_123-snap-gene-0.121&CDS=1-402
OG0002083	YJR045C	snap_masked-flattened_line_123-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.40&CDS=1-1935
OG0002084	YJR047C	snap_masked-flattened_line_163-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.68&CDS=1-474
OG0002085	YJR048W	snap_masked-flattened_line_16-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.31&CDS=1-330
OG0002086	YJR050W	snap_masked-flattened_line_16-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.25&CDS=1-792
OG0002087	YJR052W	snap_masked-flattened_line_52-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.145&CDS=1-1632
OG0002088	YJR053W	augustus_masked-flattened_line_91-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.50&CDS=1-1887
OG0002089	YJR056C	snap_masked-flattened_line_163-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.72&CDS=1-705
OG0002090	YJR057W	snap_masked-flattened_line_222-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_222-processed-gene-0.17&CDS=1-630
OG0002091	YJR058C	snap_masked-flattened_line_163-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.57&CDS=1-435
OG0002092	YJR060W	genemark-flattened_line_216-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.9&CDS=1-798
OG0002093	YJR062C	genemark-flattened_line_216-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.17&CDS=1-1050
OG0002094	YJR063W	genemark-flattened_line_262-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_262-processed-gene-0.29&CDS=1-375
OG0002095	YJR064W	snap_masked-flattened_line_262-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_262-processed-gene-0.17&CDS=1-1671
OG0002096	YJR065C	snap_masked-flattened_line_4-processed-gene-2.88-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.88&CDS=1-1257
OG0002097	YJR068W	genemark-flattened_line_18-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.24&CDS=1-1179
OG0002098	YJR069C	maker-flattened_line_42-snap-gene-0.81-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.81&CDS=1-588
OG0002099	YJR070C	snap_masked-flattened_line_262-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_262-processed-gene-0.25&CDS=1-936
OG0002100	YJR072C	snap_masked-flattened_line_260-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_260-processed-gene-0.1&CDS=1-1164
OG0002101	YJR073C	snap_masked-flattened_line_189-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_189-processed-gene-0.64&CDS=1-630
OG0002102	YJR074W	maker-flattened_line_189-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_189-snap-gene-0.0&CDS=1-609
OG0002103	YJR075W	snap_masked-flattened_line_189-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_189-processed-gene-0.66&CDS=1-1191
OG0002104	YJR077C	snap_masked-flattened_line_10-processed-gene-1.211-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.211&CDS=1-933
OG0002105	YJR078W	snap_masked-flattened_line_14-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.17&CDS=1-1422
OG0002106	YJR082C	snap_masked-flattened_line_14-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.53&CDS=1-411
OG0002107	YJR086W	snap_masked-flattened_line_149-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.47&CDS=1-333
OG0002108	YJR088C	snap_masked-flattened_line_149-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.30&CDS=1-939
OG0002109	YJR089W	snap_masked-flattened_line_149-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.50&CDS=1-4038
OG0002110	YJR090C	snap_masked-flattened_line_149-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.34&CDS=1-1995
OG0002111	YJR092W	augustus_masked-flattened_line_232-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_232-processed-gene-0.44&CDS=1-3984
OG0002112	YJR093C	snap_masked-flattened_line_232-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_232-processed-gene-0.23&CDS=1-1053
OG0002113	YJR095W	genemark-flattened_line_125-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_125-processed-gene-0.92&CDS=1-957
OG0002114	YJR096W	snap_masked-flattened_line_80-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.48&CDS=1-852
OG0002115	YJR097W	snap_masked-flattened_line_139-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.25&CDS=1-519
OG0002116	YJR098C	snap_masked-flattened_line_139-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.10&CDS=1-1905
OG0002117	YJR099W	augustus_masked-flattened_line_278-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_278-processed-gene-0.0&CDS=1-930
OG0002118	YJR100C	snap_masked-flattened_line_22-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.95&CDS=1-987
OG0002119	YJR101W	snap_masked-flattened_line_22-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.69&CDS=1-774
OG0002120	YJR102C	snap_masked-flattened_line_22-processed-gene-1.70-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.70&CDS=1-591
OG0002121	YJR104C	genemark-flattened_line_22-processed-gene-1.153-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.153&CDS=1-462
OG0002122	YJR105W	snap_masked-flattened_line_2-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.63&CDS=1-1023
OG0002123	YJR109C	snap_masked-flattened_line_36-processed-gene-0.219-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.219&CDS=1-3444
OG0002124	YJR110W	genemark-flattened_line_0-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.89&CDS=1-2094
OG0002125	YJR111C	snap_masked-flattened_line_143-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.49&CDS=1-804
OG0002126	YJR113C	genemark-flattened_line_32-processed-gene-0.226-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.226&CDS=1-732
OG0002127	YJR116W	snap_masked-flattened_line_2-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.62&CDS=1-825
OG0002128	YJR117W	snap_masked-flattened_line_2-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.86&CDS=1-1344
OG0002129	YJR118C	maker-flattened_line_2-snap-gene-1.98-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.98&CDS=1-558
OG0002130	YJR119C	snap_masked-flattened_line_2-processed-gene-1.91-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.91&CDS=1-2430
OG0002131	YJR121W	maker-flattened_line_2-snap-gene-1.101-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.101&CDS=1-1509
OG0002132	YJR122W	genemark-flattened_line_10-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.42&CDS=1-1566
OG0002133	YJR123W	snap_masked-flattened_line_95-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.29&CDS=1-687
OG0002134	YJR124C	snap_masked-flattened_line_95-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.30&CDS=1-1392
OG0002135	YJR125C	snap_masked-flattened_line_36-processed-gene-0.247-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.247&CDS=1-1464
OG0002136	YJR132W	snap_masked-flattened_line_62-processed-gene-0.206-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.206&CDS=1-3108
OG0002137	YJR133W	snap_masked-flattened_line_0-processed-gene-2.118-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.118&CDS=1-636
OG0002138	YJR137C	snap_masked-flattened_line_4-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.80&CDS=1-4332
OG0002139	YJR138W	snap_masked-flattened_line_0-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.11&CDS=1-4656
OG0002140	YJR139C	snap_masked-flattened_line_0-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.29&CDS=1-1089
OG0002141	YJR140C	snap_masked-flattened_line_0-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.13&CDS=1-5286
OG0002142	YJR141W	augustus_masked-flattened_line_0-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.78&CDS=1-1005
OG0002143	YJR142W	genemark-flattened_line_48-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.170&CDS=1-912
OG0002144	YJR143C	snap_masked-flattened_line_48-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.125&CDS=1-2259
OG0002145	YJR144W	snap_masked-flattened_line_48-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.86&CDS=1-837
OG0002146	YKL001C	maker-flattened_line_201-snap-gene-0.31-mRNA-1_1&gene=maker-flattened_line_201-snap-gene-0.31&CDS=1-600
OG0002147	YKL002W	snap_masked-flattened_line_26-processed-gene-0.279-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.279&CDS=1-708
OG0002148	YKL003C	snap_masked-flattened_line_26-processed-gene-0.231-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.231&CDS=1-354
OG0002149	YKL004W	genemark-flattened_line_40-processed-gene-0.203-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.203&CDS=1-1341
OG0002150	YKL005C	snap_masked-flattened_line_40-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.83&CDS=1-2070
OG0002151	YKL006C-A	genemark-flattened_line_40-processed-gene-0.165-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.165&CDS=1-291
OG0002152	YKL007W	snap_masked-flattened_line_40-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.121&CDS=1-783
OG0002153	YKL009W	snap_masked-flattened_line_201-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_201-processed-gene-0.17&CDS=1-687
OG0002154	YKL010C	snap_masked-flattened_line_201-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_201-processed-gene-0.26&CDS=1-5445
OG0002155	YKL012W	snap_masked-flattened_line_149-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.54&CDS=1-1578
OG0002156	YKL013C	genemark-flattened_line_149-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_149-processed-gene-0.9&CDS=1-507
OG0002157	YKL014C	genemark-flattened_line_6-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.51&CDS=1-4872
OG0002158	YKL015W	snap_masked-flattened_line_6-processed-gene-2.181-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.181&CDS=1-2688
OG0002159	YKL017C	maker-flattened_line_6-augustus-gene-2.198-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.198&CDS=1-2691
OG0002160	YKL018W	snap_masked-flattened_line_6-processed-gene-2.148-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.148&CDS=1-1023
OG0002161	YKL019W	maker-flattened_line_38-augustus-gene-0.88-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.88&CDS=1-1836
OG0002162	YKL021C	snap_masked-flattened_line_52-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.104&CDS=1-1104
OG0002163	YKL022C	snap_masked-flattened_line_52-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.105&CDS=1-1965
OG0002164	YKL024C	snap_masked-flattened_line_244-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_244-processed-gene-0.38&CDS=1-876
OG0002165	YKL025C	snap_masked-flattened_line_32-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.143&CDS=1-2022
OG0002166	YKL027W	snap_masked-flattened_line_175-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.79&CDS=1-1311
OG0002167	YKL028W	snap_masked-flattened_line_6-processed-gene-2.141-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.141&CDS=1-1272
OG0002168	YKL034W	genemark-flattened_line_68-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.3&CDS=1-2949
OG0002169	YKL035W	snap_masked-flattened_line_30-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.5&CDS=1-3351
OG0002170	YKL040C	snap_masked-flattened_line_58-processed-gene-0.227-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.227&CDS=1-747
OG0002171	YKL041W	genemark-flattened_line_58-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.119&CDS=1-678
OG0002172	YKL043W	snap_masked-flattened_line_64-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.80&CDS=1-1719
OG0002173	YKL045W	snap_masked-flattened_line_123-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.58&CDS=1-1464
OG0002174	YKL047W	snap_masked-flattened_line_62-processed-gene-0.236-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.236&CDS=1-1677
OG0002175	YKL051W	snap_masked-flattened_line_2-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.31&CDS=1-759
OG0002176	YKL053C-A	augustus_masked-flattened_line_85-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.29&CDS=1-837
OG0002177	YKL054C	snap_masked-flattened_line_4-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.100&CDS=1-2145
OG0002178	YKL055C	snap_masked-flattened_line_26-processed-gene-0.207-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.207&CDS=1-849
OG0002179	YKL056C	snap_masked-flattened_line_26-processed-gene-0.208-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.208&CDS=1-501
OG0002180	YKL057C	snap_masked-flattened_line_83-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.70&CDS=1-3162
OG0002181	YKL058W	maker-flattened_line_210-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_210-snap-gene-0.46&CDS=1-333
OG0002182	YKL059C	genemark-flattened_line_210-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_210-processed-gene-0.1&CDS=1-1221
OG0002183	YKL060C	snap_masked-flattened_line_4-processed-gene-2.99-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.99&CDS=1-1080
OG0002184	YKL064W	augustus_masked-flattened_line_64-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.41&CDS=1-4167
OG0002185	YKL067W	maker-flattened_line_288-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_288-snap-gene-0.0&CDS=1-2379
OG0002186	YKL069W	genemark-flattened_line_173-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_173-processed-gene-0.56&CDS=1-531
OG0002187	YKL073W	augustus_masked-flattened_line_145-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.42&CDS=1-2658
OG0002188	YKL074C	snap_masked-flattened_line_105-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.82&CDS=1-1890
OG0002189	YKL077W	snap_masked-flattened_line_62-processed-gene-0.191-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.191&CDS=1-1275
