	Candida_sojae	Saccharomyces_cerevisiae
OG0001903	genemark-LMTL01000112.1-processed-gene-0.66-mRNA-1_1&gene=genemark-LMTL01000112.1-processed-gene-0.66&CDS=1-2190	YHR205W
OG0001904	augustus_masked-LMTL01000112.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000112.1-processed-gene-0.22&CDS=1-1098	YKL193C
OG0001905	snap_masked-LMTL01000112.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LMTL01000112.1-processed-gene-0.53&CDS=1-330	YKL192C
OG0001906	maker-LMTL01000112.1-snap-gene-0.92-mRNA-1_1&gene=maker-LMTL01000112.1-snap-gene-0.92&CDS=1-10887	YLR422W
OG0001907	snap_masked-LMTL01000112.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-LMTL01000112.1-processed-gene-0.56&CDS=1-2658	YDR160W
OG0001908	augustus_masked-LMTL01000112.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000112.1-processed-gene-0.9&CDS=1-933	YLR283W
OG0001909	augustus_masked-LMTL01000112.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000112.1-processed-gene-0.10&CDS=1-255	YMR194C-B
OG0001910	augustus_masked-LMTL01000112.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000112.1-processed-gene-0.26&CDS=1-930	YML110C
OG0001911	augustus_masked-LMTL01000112.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LMTL01000112.1-processed-gene-0.27&CDS=1-1512	YAL038W
OG0001912	augustus_masked-LMTL01000112.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000112.1-processed-gene-0.11&CDS=1-441	YNL328C
OG0001913	augustus_masked-LMTL01000112.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LMTL01000112.1-processed-gene-0.28&CDS=1-2871	YNL329C
OG0001914	augustus_masked-LMTL01000113.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000113.1-processed-gene-0.32&CDS=1-1299	YNL277W
OG0001915	augustus_masked-LMTL01000113.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000113.1-processed-gene-0.33&CDS=1-4620	YLR189C
OG0001916	augustus_masked-LMTL01000113.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LMTL01000113.1-processed-gene-0.34&CDS=1-2070	YLR188W
OG0001917	augustus_masked-LMTL01000113.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000113.1-processed-gene-0.35&CDS=1-744	YGR152C
OG0001918	augustus_masked-LMTL01000113.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000113.1-processed-gene-0.37&CDS=1-2652	YGL201C
OG0001919	augustus_masked-LMTL01000113.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LMTL01000113.1-processed-gene-0.38&CDS=1-2670	YBL066C
OG0001920	augustus_masked-LMTL01000113.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LMTL01000113.1-processed-gene-0.39&CDS=1-1092	YER095W
OG0001921	augustus_masked-LMTL01000113.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LMTL01000113.1-processed-gene-0.41&CDS=1-1644	YPL228W
OG0001922	augustus_masked-LMTL01000114.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000114.1-processed-gene-0.19&CDS=1-1041	YGR058W
OG0001923	augustus_masked-LMTL01000114.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000114.1-processed-gene-0.21&CDS=1-6600	YFL007W
OG0001924	augustus_masked-LMTL01000114.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000114.1-processed-gene-0.20&CDS=1-1827	YER036C
OG0001925	augustus_masked-LMTL01000114.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000114.1-processed-gene-0.22&CDS=1-1092	YPL096W
OG0001926	augustus_masked-LMTL01000114.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LMTL01000114.1-processed-gene-0.23&CDS=1-987	YOL093W
OG0001927	augustus_masked-LMTL01000115.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000115.1-processed-gene-0.7&CDS=1-2196	YPL147W
OG0001928	augustus_masked-LMTL01000115.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000115.1-processed-gene-0.8&CDS=1-2334	YGL009C
OG0001929	augustus_masked-LMTL01000115.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000115.1-processed-gene-0.1&CDS=1-2397	YGR003W
OG0001930	augustus_masked-LMTL01000115.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000115.1-processed-gene-0.2&CDS=1-1266	YKR048C
OG0001931	augustus_masked-LMTL01000115.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000115.1-processed-gene-0.10&CDS=1-972	YGR161C
OG0001932	maker-LMTL01000115.1-augustus-gene-0.37-mRNA-1_1&gene=maker-LMTL01000115.1-augustus-gene-0.37&CDS=1-294	YDR377W
OG0001933	maker-LMTL01000115.1-augustus-gene-0.38-mRNA-1_1&gene=maker-LMTL01000115.1-augustus-gene-0.38&CDS=1-5841	YJL039C
OG0001934	augustus_masked-LMTL01000117.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000117.1-processed-gene-0.26&CDS=1-1362	YNL216W
OG0001935	augustus_masked-LMTL01000117.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000117.1-processed-gene-0.31&CDS=1-1293	YNR015W
OG0001936	snap_masked-LMTL01000117.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-LMTL01000117.1-processed-gene-0.16&CDS=1-651	YNR017W
OG0001937	snap_masked-LMTL01000117.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LMTL01000117.1-processed-gene-0.17&CDS=1-189	YDL232W
OG0001938	augustus_masked-LMTL01000117.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000117.1-processed-gene-0.32&CDS=1-492	YNL213C
OG0001939	augustus_masked-LMTL01000117.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000117.1-processed-gene-0.43&CDS=1-708	YEL001C
OG0001940	augustus_masked-LMTL01000117.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LMTL01000117.1-processed-gene-0.44&CDS=1-921	YDR280W
OG0001941	augustus_masked-LMTL01000117.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LMTL01000117.1-processed-gene-0.47&CDS=1-2394	YBR202W
OG0001942	augustus_masked-LMTL01000117.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-LMTL01000117.1-processed-gene-0.48&CDS=1-1710	YDR169C
OG0001943	augustus_masked-LMTL01000118.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000118.1-processed-gene-0.21&CDS=1-1332	YBR029C
OG0001944	augustus_masked-LMTL01000118.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LMTL01000118.1-processed-gene-0.17&CDS=1-327	YNL244C
OG0001945	snap_masked-LMTL01000118.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-LMTL01000118.1-processed-gene-0.9&CDS=1-699	YNL245C
OG0001946	maker-LMTL01000118.1-augustus-gene-0.24-mRNA-1_1&gene=maker-LMTL01000118.1-augustus-gene-0.24&CDS=1-7278	YBR136W
OG0001947	augustus_masked-LMTL01000118.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000118.1-processed-gene-0.22&CDS=1-2760	YPR091C
OG0001948	augustus_masked-LMTL01000118.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000118.1-processed-gene-0.19&CDS=1-1002	YNL290W
OG0001949	augustus_masked-LMTL01000119.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.34&CDS=1-690	YHR008C
OG0001950	augustus_masked-LMTL01000119.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.35&CDS=1-1866	YDR341C
OG0001951	augustus_masked-LMTL01000119.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.22&CDS=1-1932	YOR138C
OG0001952	augustus_masked-LMTL01000119.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.23&CDS=1-1560	YOR132W
OG0001953	augustus_masked-LMTL01000119.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.36&CDS=1-519	YDR404C
OG0001954	augustus_masked-LMTL01000119.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.25&CDS=1-528	YOR150W
OG0001955	augustus_masked-LMTL01000119.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.37&CDS=1-3717	YOR151C
OG0001956	augustus_masked-LMTL01000119.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.26&CDS=1-873	YDR405W
OG0001957	augustus_masked-LMTL01000119.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.29&CDS=1-1338	YOR155C
OG0001958	augustus_masked-LMTL01000119.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.40&CDS=1-4500	YGR098C
OG0001959	augustus_masked-LMTL01000119.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.41&CDS=1-495	YHR059W
OG0001960	augustus_masked-LMTL01000119.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.42&CDS=1-969	YOR142W
OG0001961	genemark-LMTL01000119.1-processed-gene-0.53-mRNA-1_1&gene=genemark-LMTL01000119.1-processed-gene-0.53&CDS=1-2703	YOR141C
OG0001962	augustus_masked-LMTL01000119.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000119.1-processed-gene-0.32&CDS=1-1113	YDR346C
OG0001963	augustus_masked-LMTL01000120.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000120.1-processed-gene-0.31&CDS=1-1107	YCL044C
OG0001964	maker-LMTL01000120.1-augustus-gene-0.21-mRNA-1_1&gene=maker-LMTL01000120.1-augustus-gene-0.21&CDS=1-441	YHR051W
OG0001965	augustus_masked-LMTL01000120.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000120.1-processed-gene-0.24&CDS=1-963	YJR062C
OG0001966	augustus_masked-LMTL01000120.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000120.1-processed-gene-0.29&CDS=1-3153	YKL176C
OG0001967	augustus_masked-LMTL01000120.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LMTL01000120.1-processed-gene-0.30&CDS=1-1701	YGL160W
OG0001968	augustus_masked-LMTL01000121.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000121.1-processed-gene-0.7&CDS=1-696	YDR162C
OG0001969	augustus_masked-LMTL01000121.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000121.1-processed-gene-0.5&CDS=1-774	YDR152W
OG0001970	augustus_masked-LMTL01000122.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000122.1-processed-gene-0.19&CDS=1-5637	YER172C
OG0001971	augustus_masked-LMTL01000122.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000122.1-processed-gene-0.20&CDS=1-1086	YDR354W
OG0001972	augustus_masked-LMTL01000122.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000122.1-processed-gene-0.26&CDS=1-939	YPR061C
OG0001973	augustus_masked-LMTL01000123.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000123.1-processed-gene-0.10&CDS=1-2331	YAL053W
OG0001974	augustus_masked-LMTL01000123.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000123.1-processed-gene-0.11&CDS=1-5748	YLR305C
OG0001975	augustus_masked-LMTL01000124.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000124.1-processed-gene-0.6&CDS=1-645	YLR262C
OG0001976	augustus_masked-LMTL01000124.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000124.1-processed-gene-0.1&CDS=1-420	YMR074C
OG0001977	snap_masked-LMTL01000124.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-LMTL01000124.1-processed-gene-0.9&CDS=1-2559	YEL061C
OG0001978	snap_masked-LMTL01000125.1-processed-gene-0.117-mRNA-1_1&gene=snap_masked-LMTL01000125.1-processed-gene-0.117&CDS=1-336	YHR178W
OG0001979	augustus_masked-LMTL01000125.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.49&CDS=1-1377	YHR176W
OG0001980	snap_masked-LMTL01000125.1-processed-gene-0.95-mRNA-1_1&gene=snap_masked-LMTL01000125.1-processed-gene-0.95&CDS=1-1821	YIL072W
OG0001981	augustus_masked-LMTL01000125.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.51&CDS=1-801	YOL142W
OG0001982	augustus_masked-LMTL01000125.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.52&CDS=1-2046	YOL141W
OG0001983	augustus_masked-LMTL01000125.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.72&CDS=1-2064	YIL046W
OG0001984	augustus_masked-LMTL01000125.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.54&CDS=1-1533	YGR211W
OG0001985	augustus_masked-LMTL01000125.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.73&CDS=1-6930	YGR217W
OG0001986	augustus_masked-LMTL01000125.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.55&CDS=1-306	YGR215W
OG0001987	augustus_masked-LMTL01000125.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.75&CDS=1-450	YOR298C-A
OG0001988	augustus_masked-LMTL01000125.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.57&CDS=1-936	YDL015C
OG0001989	genemark-LMTL01000125.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LMTL01000125.1-processed-gene-0.30&CDS=1-378	YCL033C
OG0001990	augustus_masked-LMTL01000125.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.77&CDS=1-1017	YBR034C
OG0001991	augustus_masked-LMTL01000125.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.58&CDS=1-1680	YFR021W
OG0001992	augustus_masked-LMTL01000125.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.60&CDS=1-1140	YAL061W
OG0001993	augustus_masked-LMTL01000125.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.78&CDS=1-2943	YIL047C
OG0001994	augustus_masked-LMTL01000125.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.79&CDS=1-1173	YLR056W
OG0001995	augustus_masked-LMTL01000125.1-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.80&CDS=1-2640	YGL083W
OG0001996	augustus_masked-LMTL01000125.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.61&CDS=1-618	YPL178W
OG0001997	augustus_masked-LMTL01000125.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.83&CDS=1-243	YPL183W-A
OG0001998	augustus_masked-LMTL01000125.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.63&CDS=1-2808	YNL287W
OG0001999	augustus_masked-LMTL01000125.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.84&CDS=1-921	YPR079W
OG0002000	augustus_masked-LMTL01000125.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.64&CDS=1-2565	YPR089W
OG0002001	augustus_masked-LMTL01000125.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.85&CDS=1-348	YBR268W
OG0002002	augustus_masked-LMTL01000125.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.66&CDS=1-1188	YBR025C
OG0002003	augustus_masked-LMTL01000125.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.88&CDS=1-1992	YML088W
OG0002004	augustus_masked-LMTL01000125.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.68&CDS=1-3978	YMR012W
OG0002005	augustus_masked-LMTL01000125.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.69&CDS=1-2664	YJL062W
OG0002006	augustus_masked-LMTL01000125.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.92&CDS=1-1230	YBR267W
OG0002007	augustus_masked-LMTL01000125.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-LMTL01000125.1-processed-gene-0.70&CDS=1-2355	YOR001W
OG0002008	augustus_masked-LMTL01000126.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LMTL01000126.1-processed-gene-0.17&CDS=1-576	YLR251W
OG0002009	augustus_masked-LMTL01000126.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000126.1-processed-gene-0.24&CDS=1-4194	YAL024C
OG0002010	augustus_masked-LMTL01000126.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LMTL01000126.1-processed-gene-0.18&CDS=1-3717	YPR104C
OG0002011	snap_masked-LMTL01000126.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LMTL01000126.1-processed-gene-0.34&CDS=1-861	YPR103W
OG0002012	augustus_masked-LMTL01000126.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000126.1-processed-gene-0.26&CDS=1-348	YPR094W
OG0002013	augustus_masked-LMTL01000126.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LMTL01000126.1-processed-gene-0.27&CDS=1-1077	YGR080W
OG0002014	augustus_masked-LMTL01000127.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000127.1-processed-gene-0.11&CDS=1-3165	YDL215C
OG0002015	augustus_masked-LMTL01000127.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LMTL01000127.1-processed-gene-0.12&CDS=1-1062	YBR246W
OG0002016	maker-LMTL01000127.1-snap-gene-0.22-mRNA-1_1&gene=maker-LMTL01000127.1-snap-gene-0.22&CDS=1-1905	YLR337C
OG0002017	augustus_masked-LMTL01000127.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LMTL01000127.1-processed-gene-0.17&CDS=1-1482	YBR243C
OG0002018	augustus_masked-LMTL01000127.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LMTL01000127.1-processed-gene-0.13&CDS=1-855	YGL100W
OG0002019	augustus_masked-LMTL01000127.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LMTL01000127.1-processed-gene-0.18&CDS=1-1239	YGL111W
OG0002020	augustus_masked-LMTL01000127.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000127.1-processed-gene-0.19&CDS=1-891	YGR096W
OG0002021	augustus_masked-LMTL01000127.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LMTL01000127.1-processed-gene-0.15&CDS=1-909	YJR046W
OG0002022	augustus_masked-LMTL01000127.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000127.1-processed-gene-0.20&CDS=1-3708	YEL031W
OG0002023	augustus_masked-LMTL01000127.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000127.1-processed-gene-0.21&CDS=1-1527	YCR098C
OG0002024	snap_masked-LMTL01000128.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-LMTL01000128.1-processed-gene-0.14&CDS=1-2001	YER113C
OG0002025	augustus_masked-LMTL01000128.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000128.1-processed-gene-0.5&CDS=1-2460	YBL084C
OG0002026	augustus_masked-LMTL01000128.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000128.1-processed-gene-0.6&CDS=1-3051	YER114C
OG0002027	augustus_masked-LMTL01000128.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000128.1-processed-gene-0.0&CDS=1-5208	YKL010C
OG0002028	augustus_masked-LMTL01000128.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000128.1-processed-gene-0.1&CDS=1-783	YKL007W
OG0002029	augustus_masked-LMTL01000128.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000128.1-processed-gene-0.7&CDS=1-294	YKL006C-A
OG0002030	augustus_masked-LMTL01000128.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000128.1-processed-gene-0.8&CDS=1-1443	YHL002W
OG0002031	maker-LMTL01000129.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LMTL01000129.1-augustus-gene-0.0&CDS=1-2997	YLR378C
OG0002032	augustus_masked-LMTL01000129.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LMTL01000129.1-processed-gene-0.4&CDS=1-1110	YCL029C
OG0002033	snap_masked-LMTL01000129.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LMTL01000129.1-processed-gene-0.17&CDS=1-1347	YHR196W
OG0002034	augustus_masked-LMTL01000129.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000129.1-processed-gene-0.8&CDS=1-2007	YJR134C
OG0002035	augustus_masked-LMTL01000130.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000130.1-processed-gene-0.19&CDS=1-2163	YDR320C
OG0002036	augustus_masked-LMTL01000130.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LMTL01000130.1-processed-gene-0.13&CDS=1-1182	YNL092W
OG0002037	augustus_masked-LMTL01000130.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000130.1-processed-gene-0.21&CDS=1-615	YOR089C
OG0002038	snap_masked-LMTL01000130.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-LMTL01000130.1-processed-gene-0.26&CDS=1-3861	YML059C
OG0002039	augustus_masked-LMTL01000130.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000130.1-processed-gene-0.22&CDS=1-852	YML015C
OG0002040	augustus_masked-LMTL01000130.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LMTL01000130.1-processed-gene-0.15&CDS=1-3588	YBL022C
OG0002041	augustus_masked-LMTL01000130.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000130.1-processed-gene-0.24&CDS=1-1023	YJL053W
OG0002042	augustus_masked-LMTL01000131.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LMTL01000131.1-processed-gene-0.18&CDS=1-873	YLR348C
OG0002043	augustus_masked-LMTL01000131.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000131.1-processed-gene-0.26&CDS=1-378	YDR529C
OG0002044	augustus_masked-LMTL01000131.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LMTL01000131.1-processed-gene-0.28&CDS=1-4776	YOR093C
OG0002045	augustus_masked-LMTL01000131.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000131.1-processed-gene-0.20&CDS=1-2277	YGR150C
OG0002046	augustus_masked-LMTL01000131.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000131.1-processed-gene-0.29&CDS=1-2721	YLR382C
OG0002047	augustus_masked-LMTL01000131.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000131.1-processed-gene-0.22&CDS=1-1806	YLR380W
OG0002048	augustus_masked-LMTL01000131.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LMTL01000131.1-processed-gene-0.23&CDS=1-1398	YPL181W
OG0002049	augustus_masked-LMTL01000131.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000131.1-processed-gene-0.24&CDS=1-864	YHR029C
OG0002050	genemark-LMTL01000131.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LMTL01000131.1-processed-gene-0.13&CDS=1-2721	YPR097W
OG0002051	augustus_masked-LMTL01000131.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000131.1-processed-gene-0.32&CDS=1-2022	YEL011W
OG0002052	augustus_masked-LMTL01000131.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000131.1-processed-gene-0.33&CDS=1-1323	YJL081C
OG0002053	augustus_masked-LMTL01000133.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-LMTL01000133.1-processed-gene-0.75&CDS=1-702	YGR271C-A
OG0002054	augustus_masked-LMTL01000133.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LMTL01000133.1-processed-gene-0.51&CDS=1-1104	YGR173W
