	Metschnikowia_lockheadii	Saccharomyces_cerevisiae
OG0001742	genemark-loc-_s325-processed-gene-0.2-mRNA-1_1&gene=genemark-loc-_s325-processed-gene-0.2&CDS=1-420	YPR073C
OG0001743	genemark-loc-_s328-processed-gene-0.0-mRNA-1_1&gene=genemark-loc-_s328-processed-gene-0.0&CDS=1-888	YDR432W
OG0001744	snap_masked-loc-_s328-processed-gene-0.9-mRNA-1_1&gene=snap_masked-loc-_s328-processed-gene-0.9&CDS=1-753	YDR428C
OG0001745	snap_masked-loc-_s328-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s328-processed-gene-0.10&CDS=1-780	YDR429C
OG0001746	snap_masked-loc-_s328-processed-gene-0.14-mRNA-1_1&gene=snap_masked-loc-_s328-processed-gene-0.14&CDS=1-3588	YIL026C
OG0001747	snap_masked-loc-_s328-processed-gene-0.12-mRNA-1_1&gene=snap_masked-loc-_s328-processed-gene-0.12&CDS=1-1710	YFR037C
OG0001748	snap_masked-loc-_s328-processed-gene-0.13-mRNA-1_1&gene=snap_masked-loc-_s328-processed-gene-0.13&CDS=1-1215	YDL033C
OG0001749	snap_masked-loc-_s329-processed-gene-0.13-mRNA-1_1&gene=snap_masked-loc-_s329-processed-gene-0.13&CDS=1-432	YHR051W
OG0001750	snap_masked-loc-_s329-processed-gene-0.11-mRNA-1_1&gene=snap_masked-loc-_s329-processed-gene-0.11&CDS=1-1047	YDR322W
OG0001751	augustus_masked-loc-_s33-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-loc-_s33-processed-gene-0.77&CDS=1-1392	YPL235W
OG0001752	genemark-loc-_s33-processed-gene-0.0-mRNA-1_1&gene=genemark-loc-_s33-processed-gene-0.0&CDS=1-1155	YMR203W
OG0001753	genemark-loc-_s33-processed-gene-0.17-mRNA-1_1&gene=genemark-loc-_s33-processed-gene-0.17&CDS=1-810	YPL246C
OG0001754	genemark-loc-_s33-processed-gene-0.2-mRNA-1_1&gene=genemark-loc-_s33-processed-gene-0.2&CDS=1-1062	YPL236C
OG0001755	snap_masked-loc-_s33-processed-gene-0.59-mRNA-1_1&gene=snap_masked-loc-_s33-processed-gene-0.59&CDS=1-819	YPL237W
OG0001756	genemark-loc-_s33-processed-gene-0.23-mRNA-1_1&gene=genemark-loc-_s33-processed-gene-0.23&CDS=1-642	YPL239W
OG0001757	snap_masked-loc-_s33-processed-gene-0.35-mRNA-1_1&gene=snap_masked-loc-_s33-processed-gene-0.35&CDS=1-3090	YMR185W
OG0001758	snap_masked-loc-_s33-processed-gene-0.62-mRNA-1_1&gene=snap_masked-loc-_s33-processed-gene-0.62&CDS=1-2103	YMR186W
OG0001759	genemark-loc-_s330-processed-gene-0.3-mRNA-1_1&gene=genemark-loc-_s330-processed-gene-0.3&CDS=1-555	YLR306W
OG0001760	snap_masked-loc-_s330-processed-gene-0.43-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.43&CDS=1-831	YCR076C
OG0001761	genemark-loc-_s330-processed-gene-0.15-mRNA-1_1&gene=genemark-loc-_s330-processed-gene-0.15&CDS=1-1617	YMR223W
OG0001762	snap_masked-loc-_s330-processed-gene-0.45-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.45&CDS=1-759	YOR281C
OG0001763	snap_masked-loc-_s330-processed-gene-0.34-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.34&CDS=1-480	YCR090C
OG0001764	augustus_masked-loc-_s330-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-loc-_s330-processed-gene-0.62&CDS=1-2541	YER077C
OG0001765	snap_masked-loc-_s330-processed-gene-0.36-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.36&CDS=1-903	YGR277C
OG0001766	snap_masked-loc-_s330-processed-gene-0.48-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.48&CDS=1-3894	YMR304W
OG0001767	snap_masked-loc-_s330-processed-gene-0.37-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.37&CDS=1-270	YDR424C
OG0001768	snap_masked-loc-_s330-processed-gene-0.49-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.49&CDS=1-549	YML022W
OG0001769	snap_masked-loc-_s330-processed-gene-0.38-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.38&CDS=1-3138	YML010W
OG0001770	genemark-loc-_s330-processed-gene-0.22-mRNA-1_1&gene=genemark-loc-_s330-processed-gene-0.22&CDS=1-1491	YLR005W
OG0001771	snap_masked-loc-_s330-processed-gene-0.52-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.52&CDS=1-873	YJL035C
OG0001772	snap_masked-loc-_s330-processed-gene-0.40-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.40&CDS=1-1074	YHR075C
OG0001773	snap_masked-loc-_s330-processed-gene-0.53-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.53&CDS=1-2142	YHR074W
OG0001774	genemark-loc-_s330-processed-gene-0.28-mRNA-1_1&gene=genemark-loc-_s330-processed-gene-0.28&CDS=1-2691	YOR353C
OG0001775	snap_masked-loc-_s330-processed-gene-0.56-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.56&CDS=1-744	YMR038C
OG0001776	snap_masked-loc-_s330-processed-gene-0.41-mRNA-1_1&gene=snap_masked-loc-_s330-processed-gene-0.41&CDS=1-978	YNL288W
OG0001777	snap_masked-loc-_s331-processed-gene-0.83-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.83&CDS=1-1638	YNL275W
OG0001778	genemark-loc-_s331-processed-gene-0.2-mRNA-1_1&gene=genemark-loc-_s331-processed-gene-0.2&CDS=1-1494	YLR116W
OG0001779	snap_masked-loc-_s331-processed-gene-0.108-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.108&CDS=1-2556	YJL061W
OG0001780	snap_masked-loc-_s331-processed-gene-0.85-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.85&CDS=1-1155	YGL213C
OG0001781	snap_masked-loc-_s331-processed-gene-0.87-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.87&CDS=1-2763	YLR382C
OG0001782	snap_masked-loc-_s331-processed-gene-0.111-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.111&CDS=1-2265	YGR150C
OG0001783	snap_masked-loc-_s331-processed-gene-0.112-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.112&CDS=1-1926	YLR143W
OG0001784	snap_masked-loc-_s331-processed-gene-0.88-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.88&CDS=1-567	YBR189W
OG0001785	snap_masked-loc-_s331-processed-gene-0.89-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.89&CDS=1-1983	YKL179C
OG0001786	snap_masked-loc-_s331-processed-gene-0.114-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.114&CDS=1-945	YOL093W
OG0001787	snap_masked-loc-_s331-processed-gene-0.91-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.91&CDS=1-1353	YPL083C
OG0001788	snap_masked-loc-_s331-processed-gene-0.92-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.92&CDS=1-1428	YOL072W
OG0001789	snap_masked-loc-_s331-processed-gene-0.121-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.121&CDS=1-2181	YLR047C
OG0001790	snap_masked-loc-_s331-processed-gene-0.123-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.123&CDS=1-516	YMR071C
OG0001791	snap_masked-loc-_s331-processed-gene-0.96-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.96&CDS=1-1233	YGR210C
OG0001792	snap_masked-loc-_s331-processed-gene-0.97-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.97&CDS=1-1056	YJL145W
OG0001793	snap_masked-loc-_s331-processed-gene-0.99-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.99&CDS=1-2910	YKL165C
OG0001794	snap_masked-loc-_s331-processed-gene-0.100-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.100&CDS=1-1506	YKL211C
OG0001795	snap_masked-loc-_s331-processed-gene-0.102-mRNA-1_1&gene=snap_masked-loc-_s331-processed-gene-0.102&CDS=1-1833	YKL212W
OG0001796	snap_masked-loc-_s334-processed-gene-0.21-mRNA-1_1&gene=snap_masked-loc-_s334-processed-gene-0.21&CDS=1-606	YBL057C
OG0001797	genemark-loc-_s334-processed-gene-0.17-mRNA-1_1&gene=genemark-loc-_s334-processed-gene-0.17&CDS=1-1125	YBL058W
OG0001798	snap_masked-loc-_s334-processed-gene-0.39-mRNA-1_1&gene=snap_masked-loc-_s334-processed-gene-0.39&CDS=1-2301	YER091C
OG0001799	maker-loc-_s335-augustus-gene-0.33-mRNA-1_1&gene=maker-loc-_s335-augustus-gene-0.33&CDS=1-3711	YCR023C
OG0001800	genemark-loc-_s335-processed-gene-0.9-mRNA-1_1&gene=genemark-loc-_s335-processed-gene-0.9&CDS=1-1443	YLR359W
OG0001801	snap_masked-loc-_s335-processed-gene-0.21-mRNA-1_1&gene=snap_masked-loc-_s335-processed-gene-0.21&CDS=1-312	YBR233W-A
OG0001802	snap_masked-loc-_s335-processed-gene-0.22-mRNA-1_1&gene=snap_masked-loc-_s335-processed-gene-0.22&CDS=1-3786	YBR235W
OG0001803	snap_masked-loc-_s336-processed-gene-0.11-mRNA-1_1&gene=snap_masked-loc-_s336-processed-gene-0.11&CDS=1-1419	YJL002C
OG0001804	snap_masked-loc-_s337-processed-gene-0.5-mRNA-1_1&gene=snap_masked-loc-_s337-processed-gene-0.5&CDS=1-1866	YDR425W
OG0001805	genemark-loc-_s337-processed-gene-0.13-mRNA-1_1&gene=genemark-loc-_s337-processed-gene-0.13&CDS=1-1221	YDR427W
OG0001806	augustus_masked-loc-_s338-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-loc-_s338-processed-gene-0.14&CDS=1-1416	YJR124C
OG0001807	genemark-loc-_s338-processed-gene-0.17-mRNA-1_1&gene=genemark-loc-_s338-processed-gene-0.17&CDS=1-2613	YLR451W
OG0001808	maker-loc-_s338-snap-gene-0.16-mRNA-1_1&gene=maker-loc-_s338-snap-gene-0.16&CDS=1-231	YDR320C-A
OG0001809	snap_masked-loc-_s338-processed-gene-0.7-mRNA-1_1&gene=snap_masked-loc-_s338-processed-gene-0.7&CDS=1-177	YHR072W-A
OG0001810	snap_masked-loc-_s338-processed-gene-0.3-mRNA-1_1&gene=snap_masked-loc-_s338-processed-gene-0.3&CDS=1-2358	YDR320C
OG0001811	snap_masked-loc-_s338-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s338-processed-gene-0.4&CDS=1-528	YMR295C
OG0001812	genemark-loc-_s338-processed-gene-0.22-mRNA-1_1&gene=genemark-loc-_s338-processed-gene-0.22&CDS=1-591	YGL200C
OG0001813	snap_masked-loc-_s339-processed-gene-0.3-mRNA-1_1&gene=snap_masked-loc-_s339-processed-gene-0.3&CDS=1-912	YJR008W
OG0001814	snap_masked-loc-_s34-processed-gene-0.26-mRNA-1_1&gene=snap_masked-loc-_s34-processed-gene-0.26&CDS=1-1914	YDR386W
OG0001815	snap_masked-loc-_s34-processed-gene-0.27-mRNA-1_1&gene=snap_masked-loc-_s34-processed-gene-0.27&CDS=1-918	YOR158W
OG0001816	snap_masked-loc-_s34-processed-gene-0.28-mRNA-1_1&gene=snap_masked-loc-_s34-processed-gene-0.28&CDS=1-2256	YML031W
OG0001817	snap_masked-loc-_s34-processed-gene-0.35-mRNA-1_1&gene=snap_masked-loc-_s34-processed-gene-0.35&CDS=1-1935	YDR456W
OG0001818	snap_masked-loc-_s34-processed-gene-0.30-mRNA-1_1&gene=snap_masked-loc-_s34-processed-gene-0.30&CDS=1-1362	YOR307C
OG0001819	snap_masked-loc-_s34-processed-gene-0.36-mRNA-1_1&gene=snap_masked-loc-_s34-processed-gene-0.36&CDS=1-912	YMR241W
OG0001820	genemark-loc-_s34-processed-gene-0.10-mRNA-1_1&gene=genemark-loc-_s34-processed-gene-0.10&CDS=1-708	YDR410C
OG0001821	snap_masked-loc-_s342-processed-gene-0.74-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.74&CDS=1-312	YGL080W
OG0001822	maker-loc-_s342-augustus-gene-0.229-mRNA-1_1&gene=maker-loc-_s342-augustus-gene-0.229&CDS=1-1578	YPL196W
OG0001823	augustus_masked-loc-_s342-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-loc-_s342-processed-gene-0.3&CDS=1-3513	YGR047C
OG0001824	snap_masked-loc-_s342-processed-gene-0.80-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.80&CDS=1-1410	YMR283C
OG0001825	snap_masked-loc-_s342-processed-gene-0.81-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.81&CDS=1-762	YHR049W
OG0001826	snap_masked-loc-_s342-processed-gene-0.82-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.82&CDS=1-1611	YBR236C
OG0001827	snap_masked-loc-_s342-processed-gene-0.115-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.115&CDS=1-1275	YOL065C
OG0001828	augustus_masked-loc-_s342-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-loc-_s342-processed-gene-0.8&CDS=1-3312	YOL066C
OG0001829	snap_masked-loc-_s342-processed-gene-0.116-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.116&CDS=1-1554	YNL294C
OG0001830	snap_masked-loc-_s342-processed-gene-0.119-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.119&CDS=1-2277	YDL040C
OG0001831	snap_masked-loc-_s342-processed-gene-0.120-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.120&CDS=1-1740	YOR027W
OG0001832	snap_masked-loc-_s342-processed-gene-0.121-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.121&CDS=1-1014	YHL009C
OG0001833	genemark-loc-_s342-processed-gene-0.199-mRNA-1_1&gene=genemark-loc-_s342-processed-gene-0.199&CDS=1-915	YER053C
OG0001834	snap_masked-loc-_s342-processed-gene-0.125-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.125&CDS=1-1434	YLR004C
OG0001835	snap_masked-loc-_s342-processed-gene-0.126-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.126&CDS=1-318	YBL001C
OG0001836	snap_masked-loc-_s342-processed-gene-0.127-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.127&CDS=1-1095	YCR002C
OG0001837	snap_masked-loc-_s342-processed-gene-0.90-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.90&CDS=1-588	YCR003W
OG0001838	snap_masked-loc-_s342-processed-gene-0.92-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.92&CDS=1-675	YBR035C
OG0001839	snap_masked-loc-_s342-processed-gene-0.130-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.130&CDS=1-1449	YPL011C
OG0001840	snap_masked-loc-_s342-processed-gene-0.131-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.131&CDS=1-573	YPL010W
OG0001841	snap_masked-loc-_s342-processed-gene-0.96-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.96&CDS=1-1626	YPL020C
OG0001842	snap_masked-loc-_s342-processed-gene-0.133-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.133&CDS=1-2604	YMR302C
OG0001843	snap_masked-loc-_s342-processed-gene-0.134-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.134&CDS=1-1077	YGR028W
OG0001844	snap_masked-loc-_s342-processed-gene-0.97-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.97&CDS=1-2973	YLR336C
OG0001845	snap_masked-loc-_s342-processed-gene-0.136-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.136&CDS=1-3696	YFL008W
OG0001846	snap_masked-loc-_s342-processed-gene-0.98-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.98&CDS=1-1011	YEL037C
OG0001847	snap_masked-loc-_s342-processed-gene-0.138-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.138&CDS=1-690	YEL038W
OG0001848	snap_masked-loc-_s342-processed-gene-0.100-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.100&CDS=1-1176	YGR012W
OG0001849	snap_masked-loc-_s342-processed-gene-0.141-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.141&CDS=1-1356	YPL112C
OG0001850	snap_masked-loc-_s342-processed-gene-0.142-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.142&CDS=1-1296	YDR531W
OG0001851	snap_masked-loc-_s342-processed-gene-0.145-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.145&CDS=1-2490	YJL087C
OG0001852	snap_masked-loc-_s342-processed-gene-0.101-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.101&CDS=1-1812	YJL085W
OG0001853	snap_masked-loc-_s342-processed-gene-0.103-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.103&CDS=1-591	YGL096W
OG0001854	snap_masked-loc-_s342-processed-gene-0.107-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.107&CDS=1-825	YLR284C
OG0001855	snap_masked-loc-_s342-processed-gene-0.108-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.108&CDS=1-2265	YHL023C
OG0001856	snap_masked-loc-_s342-processed-gene-0.148-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.148&CDS=1-7299	YHR165C
OG0001857	snap_masked-loc-_s342-processed-gene-0.110-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.110&CDS=1-1692	YMR296C
OG0001858	snap_masked-loc-_s342-processed-gene-0.149-mRNA-1_1&gene=snap_masked-loc-_s342-processed-gene-0.149&CDS=1-1719	YHR166C
OG0001859	snap_masked-loc-_s344-processed-gene-0.8-mRNA-1_1&gene=snap_masked-loc-_s344-processed-gene-0.8&CDS=1-2496	YHR073W
OG0001860	snap_masked-loc-_s345-processed-gene-0.16-mRNA-1_1&gene=snap_masked-loc-_s345-processed-gene-0.16&CDS=1-711	YGR095C
OG0001861	snap_masked-loc-_s345-processed-gene-0.11-mRNA-1_1&gene=snap_masked-loc-_s345-processed-gene-0.11&CDS=1-1644	YGR091W
OG0001862	genemark-loc-_s348-processed-gene-0.7-mRNA-1_1&gene=genemark-loc-_s348-processed-gene-0.7&CDS=1-1698	YOR378W
OG0001863	snap_masked-loc-_s348-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s348-processed-gene-0.1&CDS=1-1074	YPL254W
OG0001864	snap_masked-loc-_s35-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s35-processed-gene-0.4&CDS=1-1407	YLR324W
OG0001865	snap_masked-loc-_s350-processed-gene-0.2-mRNA-1_1&gene=snap_masked-loc-_s350-processed-gene-0.2&CDS=1-2532	YKL064W
OG0001866	genemark-loc-_s350-processed-gene-0.17-mRNA-1_1&gene=genemark-loc-_s350-processed-gene-0.17&CDS=1-429	YMR039C
OG0001867	snap_masked-loc-_s351-processed-gene-0.9-mRNA-1_1&gene=snap_masked-loc-_s351-processed-gene-0.9&CDS=1-789	YLR186W
OG0001868	snap_masked-loc-_s351-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s351-processed-gene-0.10&CDS=1-1239	YPR025C
OG0001869	maker-loc-_s355-snap-gene-0.28-mRNA-1_1&gene=maker-loc-_s355-snap-gene-0.28&CDS=1-2022	YKL162C
OG0001870	snap_masked-loc-_s357-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s357-processed-gene-0.10&CDS=1-2253	YBR112C
OG0001871	snap_masked-loc-_s357-processed-gene-0.17-mRNA-1_1&gene=snap_masked-loc-_s357-processed-gene-0.17&CDS=1-828	YBR111C
OG0001872	augustus_masked-loc-_s357-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-loc-_s357-processed-gene-0.6&CDS=1-288	YBR111W-A
OG0001873	augustus_masked-loc-_s36-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-loc-_s36-processed-gene-0.32&CDS=1-957	YNR003C
OG0001874	snap_masked-loc-_s36-processed-gene-0.17-mRNA-1_1&gene=snap_masked-loc-_s36-processed-gene-0.17&CDS=1-993	YJL088W
OG0001875	snap_masked-loc-_s36-processed-gene-0.23-mRNA-1_1&gene=snap_masked-loc-_s36-processed-gene-0.23&CDS=1-783	YEL009C
OG0001876	maker-loc-_s36-augustus-gene-0.35-mRNA-1_1&gene=maker-loc-_s36-augustus-gene-0.35&CDS=1-1191	YMR067C
OG0001877	maker-loc-_s360-snap-gene-0.23-mRNA-1_1&gene=maker-loc-_s360-snap-gene-0.23&CDS=1-1113	YOL116W
OG0001878	snap_masked-loc-_s360-processed-gene-0.5-mRNA-1_1&gene=snap_masked-loc-_s360-processed-gene-0.5&CDS=1-3444	YPL154C
OG0001879	snap_masked-loc-_s360-processed-gene-0.6-mRNA-1_1&gene=snap_masked-loc-_s360-processed-gene-0.6&CDS=1-1506	YBR056W
OG0001880	maker-loc-_s360-snap-gene-0.25-mRNA-1_1&gene=maker-loc-_s360-snap-gene-0.25&CDS=1-3432	YDR291W
OG0001881	snap_masked-loc-_s360-processed-gene-0.7-mRNA-1_1&gene=snap_masked-loc-_s360-processed-gene-0.7&CDS=1-2055	YJR005W
OG0001882	snap_masked-loc-_s361-processed-gene-0.59-mRNA-1_1&gene=snap_masked-loc-_s361-processed-gene-0.59&CDS=1-1116	YLR244C
OG0001883	snap_masked-loc-_s361-processed-gene-0.60-mRNA-1_1&gene=snap_masked-loc-_s361-processed-gene-0.60&CDS=1-522	YLR245C
OG0001884	snap_masked-loc-_s361-processed-gene-0.64-mRNA-1_1&gene=snap_masked-loc-_s361-processed-gene-0.64&CDS=1-717	YDR196C
OG0001885	snap_masked-loc-_s361-processed-gene-0.49-mRNA-1_1&gene=snap_masked-loc-_s361-processed-gene-0.49&CDS=1-1032	YHR063C
OG0001886	genemark-loc-_s361-processed-gene-0.16-mRNA-1_1&gene=genemark-loc-_s361-processed-gene-0.16&CDS=1-1284	YDR198C
OG0001887	snap_masked-loc-_s361-processed-gene-0.50-mRNA-1_1&gene=snap_masked-loc-_s361-processed-gene-0.50&CDS=1-1863	YLR234W
OG0001888	snap_masked-loc-_s361-processed-gene-0.52-mRNA-1_1&gene=snap_masked-loc-_s361-processed-gene-0.52&CDS=1-1041	YLR242C
OG0001889	snap_masked-loc-_s361-processed-gene-0.67-mRNA-1_1&gene=snap_masked-loc-_s361-processed-gene-0.67&CDS=1-327	YDR382W
OG0001890	snap_masked-loc-_s361-processed-gene-0.56-mRNA-1_1&gene=snap_masked-loc-_s361-processed-gene-0.56&CDS=1-426	YOL040C
OG0001891	snap_masked-loc-_s361-processed-gene-0.57-mRNA-1_1&gene=snap_masked-loc-_s361-processed-gene-0.57&CDS=1-990	YOR130C
OG0001892	snap_masked-loc-_s361-processed-gene-0.68-mRNA-1_1&gene=snap_masked-loc-_s361-processed-gene-0.68&CDS=1-939	YDL237W
OG0001893	genemark-loc-_s361-processed-gene-0.22-mRNA-1_1&gene=genemark-loc-_s361-processed-gene-0.22&CDS=1-618	YLR312W-A
OG0001894	snap_masked-loc-_s361-processed-gene-0.58-mRNA-1_1&gene=snap_masked-loc-_s361-processed-gene-0.58&CDS=1-1680	YGL171W
OG0001895	genemark-loc-_s365-processed-gene-0.4-mRNA-1_1&gene=genemark-loc-_s365-processed-gene-0.4&CDS=1-1863	YML042W
OG0001896	snap_masked-loc-_s368-processed-gene-0.83-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.83&CDS=1-855	YJR046W
OG0001897	snap_masked-loc-_s368-processed-gene-0.107-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.107&CDS=1-3627	YEL031W
OG0001898	snap_masked-loc-_s368-processed-gene-0.108-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.108&CDS=1-906	YGR096W
OG0001899	snap_masked-loc-_s368-processed-gene-0.90-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.90&CDS=1-2103	YLR396C
OG0001900	snap_masked-loc-_s368-processed-gene-0.109-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.109&CDS=1-183	YDL067C
OG0001901	snap_masked-loc-_s368-processed-gene-0.91-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.91&CDS=1-249	YLR395C
OG0001902	snap_masked-loc-_s368-processed-gene-0.93-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.93&CDS=1-1578	YIL101C
OG0001903	snap_masked-loc-_s368-processed-gene-0.94-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.94&CDS=1-2292	YNL041C
OG0001904	augustus_masked-loc-_s368-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-loc-_s368-processed-gene-0.70&CDS=1-1314	YIL103W
OG0001905	snap_masked-loc-_s368-processed-gene-0.96-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.96&CDS=1-1518	YIL104C
OG0001906	snap_masked-loc-_s368-processed-gene-0.111-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.111&CDS=1-1482	YNL042W
OG0001907	snap_masked-loc-_s368-processed-gene-0.99-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.99&CDS=1-2253	YFR009W
OG0001908	snap_masked-loc-_s368-processed-gene-0.100-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.100&CDS=1-1284	YPL103C
OG0001909	snap_masked-loc-_s368-processed-gene-0.113-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.113&CDS=1-303	YPL098C
OG0001910	genemark-loc-_s368-processed-gene-0.18-mRNA-1_1&gene=genemark-loc-_s368-processed-gene-0.18&CDS=1-444	YFR011C
OG0001911	snap_masked-loc-_s368-processed-gene-0.102-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.102&CDS=1-1743	YFR021W
OG0001912	genemark-loc-_s368-processed-gene-0.21-mRNA-1_1&gene=genemark-loc-_s368-processed-gene-0.21&CDS=1-2511	YOR249C
OG0001913	snap_masked-loc-_s368-processed-gene-0.116-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.116&CDS=1-654	YPR113W
OG0001914	snap_masked-loc-_s368-processed-gene-0.106-mRNA-1_1&gene=snap_masked-loc-_s368-processed-gene-0.106&CDS=1-966	YLR354C
OG0001915	maker-loc-_s368-snap-gene-0.41-mRNA-1_1&gene=maker-loc-_s368-snap-gene-0.41&CDS=1-564	YDR236C
OG0001916	augustus_masked-loc-_s368-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-loc-_s368-processed-gene-0.80&CDS=1-1272	YOR303W
OG0001917	snap_masked-loc-_s369-processed-gene-0.8-mRNA-1_1&gene=snap_masked-loc-_s369-processed-gene-0.8&CDS=1-2127	YJL036W
OG0001918	snap_masked-loc-_s37-processed-gene-0.23-mRNA-1_1&gene=snap_masked-loc-_s37-processed-gene-0.23&CDS=1-525	YOL129W
OG0001919	snap_masked-loc-_s37-processed-gene-0.34-mRNA-1_1&gene=snap_masked-loc-_s37-processed-gene-0.34&CDS=1-1116	YNL307C
OG0001920	snap_masked-loc-_s37-processed-gene-0.24-mRNA-1_1&gene=snap_masked-loc-_s37-processed-gene-0.24&CDS=1-639	YNL306W
