	Lachancea_cidri	Saccharomyces_cerevisiae
OG0002296	augustus_masked-LACI0G-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-1.17&CDS=1-4686	YML080W
OG0002297	snap_masked-LACI0G-processed-gene-1.64-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-1.64&CDS=1-663	YML079W
OG0002298	augustus_masked-LACI0G-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-1.37&CDS=1-2337	YML076C
OG0002299	snap_masked-LACI0G-processed-gene-1.86-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-1.86&CDS=1-3144	YML075C
OG0002300	snap_masked-LACI0G-processed-gene-1.87-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-1.87&CDS=1-1254	YLR449W
OG0002301	genemark-LACI0G-processed-gene-1.138-mRNA-1_1&gene=genemark-LACI0G-processed-gene-1.138&CDS=1-4941	YML072C
OG0002302	snap_masked-LACI0G-processed-gene-1.90-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-1.90&CDS=1-1284	YML071C
OG0002303	snap_masked-LACI0G-processed-gene-1.69-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-1.69&CDS=1-1041	YLR447C
OG0002304	snap_masked-LACI0G-processed-gene-1.71-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-1.71&CDS=1-1854	YKR093W
OG0002305	snap_masked-LACI0G-processed-gene-1.92-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-1.92&CDS=1-1251	YLR446W
OG0002306	snap_masked-LACI0G-processed-gene-1.72-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-1.72&CDS=1-645	YGR201C
OG0002307	snap_masked-LACI0G-processed-gene-2.101-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.101&CDS=1-1386	YML068W
OG0002308	snap_masked-LACI0G-processed-gene-2.102-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.102&CDS=1-492	YLR445W
OG0002309	snap_masked-LACI0G-processed-gene-2.103-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.103&CDS=1-1020	YML067C
OG0002310	snap_masked-LACI0G-processed-gene-2.120-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.120&CDS=1-1152	YML066C
OG0002311	snap_masked-LACI0G-processed-gene-2.121-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.121&CDS=1-1119	YLR443W
OG0002312	maker-LACI0G-snap-gene-2.92-mRNA-1_1&gene=maker-LACI0G-snap-gene-2.92&CDS=1-2721	YML065W
OG0002313	snap_masked-LACI0G-processed-gene-2.122-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.122&CDS=1-651	YML064C
OG0002314	snap_masked-LACI0G-processed-gene-2.105-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.105&CDS=1-768	YLR441C
OG0002315	snap_masked-LACI0G-processed-gene-2.123-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.123&CDS=1-1125	YML062C
OG0002316	snap_masked-LACI0G-processed-gene-2.106-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.106&CDS=1-2079	YLR440C
OG0002317	snap_masked-LACI0G-processed-gene-2.107-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.107&CDS=1-1146	YML060W
OG0002318	snap_masked-LACI0G-processed-gene-2.125-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.125&CDS=1-951	YLR439W
OG0002319	snap_masked-LACI0G-processed-gene-2.108-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.108&CDS=1-249	YLR438C-A
OG0002320	snap_masked-LACI0G-processed-gene-2.126-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.126&CDS=1-4668	YML059C
OG0002321	snap_masked-LACI0G-processed-gene-2.110-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.110&CDS=1-429	YML058W
OG0002322	snap_masked-LACI0G-processed-gene-2.111-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.111&CDS=1-3720	YLR436C
OG0002323	snap_masked-LACI0G-processed-gene-2.129-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.129&CDS=1-636	YLR435W
OG0002324	snap_masked-LACI0G-processed-gene-2.112-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.112&CDS=1-1674	YLR433C
OG0002325	snap_masked-LACI0G-processed-gene-2.113-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.113&CDS=1-1305	YLR431C
OG0002326	snap_masked-LACI0G-processed-gene-2.132-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.132&CDS=1-6543	YLR430W
OG0002327	snap_masked-LACI0G-processed-gene-2.133-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.133&CDS=1-3777	YLR429W
OG0002328	snap_masked-LACI0G-processed-gene-2.114-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.114&CDS=1-504	YML055W
OG0002329	maker-LACI0G-augustus-gene-2.49-mRNA-1_1&gene=maker-LACI0G-augustus-gene-2.49&CDS=1-4914	YLR425W
OG0002330	snap_masked-LACI0G-processed-gene-2.136-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.136&CDS=1-1767	YML054C
OG0002331	snap_masked-LACI0G-processed-gene-2.137-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.137&CDS=1-600	YKL196C
OG0002332	snap_masked-LACI0G-processed-gene-2.115-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.115&CDS=1-867	YKL195W
OG0002333	snap_masked-LACI0G-processed-gene-2.138-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.138&CDS=1-2055	YLR424W
OG0002334	snap_masked-LACI0G-processed-gene-2.116-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.116&CDS=1-1239	YLR423C
OG0002335	augustus_masked-LACI0G-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-2.83&CDS=1-1359	YKL194C
OG0002336	snap_masked-LACI0G-processed-gene-2.140-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.140&CDS=1-1335	YNL040W
OG0002337	snap_masked-LACI0G-processed-gene-2.141-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.141&CDS=1-1059	YKL193C
OG0002338	snap_masked-LACI0G-processed-gene-2.142-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.142&CDS=1-369	YKL192C
OG0002339	snap_masked-LACI0G-processed-gene-2.143-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.143&CDS=1-5814	YLR422W
OG0002340	maker-LACI0G-snap-gene-2.93-mRNA-1_1&gene=maker-LACI0G-snap-gene-2.93&CDS=1-879	YLR421C
OG0002341	snap_masked-LACI0G-processed-gene-2.145-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.145&CDS=1-1086	YLR420W
OG0002342	augustus_masked-LACI0G-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-2.68&CDS=1-2184	YKL191W
OG0002343	snap_masked-LACI0G-processed-gene-2.147-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-2.147&CDS=1-1092	YLR418C
OG0002344	snap_masked-LACI0G-processed-gene-3.43-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.43&CDS=1-4254	YLR419W
OG0002345	snap_masked-LACI0G-processed-gene-3.44-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.44&CDS=1-1089	YKL189W
OG0002346	augustus_masked-LACI0G-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-3.3&CDS=1-3888	YKL188C
OG0002347	augustus_masked-LACI0G-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-3.4&CDS=1-789	YLR414C
OG0002348	snap_masked-LACI0G-processed-gene-3.71-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.71&CDS=1-507	YKL186C
OG0002349	augustus_masked-LACI0G-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-3.5&CDS=1-1569	YKL185W
OG0002350	snap_masked-LACI0G-processed-gene-3.48-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.48&CDS=1-1344	YKL184W
OG0002351	snap_masked-LACI0G-processed-gene-3.49-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.49&CDS=1-927	YKL183W
OG0002352	snap_masked-LACI0G-processed-gene-3.51-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.51&CDS=1-6165	YKL182W
OG0002353	snap_masked-LACI0G-processed-gene-3.72-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.72&CDS=1-810	YLR412W
OG0002354	snap_masked-LACI0G-processed-gene-3.52-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.52&CDS=1-1275	YKL181W
OG0002355	snap_masked-LACI0G-processed-gene-3.73-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.73&CDS=1-735	YLR411W
OG0002356	snap_masked-LACI0G-processed-gene-3.74-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.74&CDS=1-3333	YLR410W
OG0002357	snap_masked-LACI0G-processed-gene-3.53-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.53&CDS=1-2826	YLR409C
OG0002358	snap_masked-LACI0G-processed-gene-3.75-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.75&CDS=1-3048	YDL077C
OG0002359	snap_masked-LACI0G-processed-gene-3.54-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.54&CDS=1-330	YLR408C
OG0002360	snap_masked-LACI0G-processed-gene-3.76-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.76&CDS=1-693	YLR407W
OG0002361	snap_masked-LACI0G-processed-gene-3.77-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.77&CDS=1-828	YDL076C
OG0002362	augustus_masked-LACI0G-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-3.33&CDS=1-3018	YLR405W
OG0002363	snap_masked-LACI0G-processed-gene-3.56-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.56&CDS=1-3156	YDL073W
OG0002364	snap_masked-LACI0G-processed-gene-3.80-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.80&CDS=1-834	YLR404W
OG0002365	snap_masked-LACI0G-processed-gene-3.81-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.81&CDS=1-2130	YLR403W
OG0002366	snap_masked-LACI0G-processed-gene-3.57-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.57&CDS=1-1986	YLR401C
OG0002367	snap_masked-LACI0G-processed-gene-3.82-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.82&CDS=1-507	YDL072C
OG0002368	snap_masked-LACI0G-processed-gene-3.58-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.58&CDS=1-1875	YLR399C
OG0002369	snap_masked-LACI0G-processed-gene-3.59-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.59&CDS=1-3834	YLR398C
OG0002370	snap_masked-LACI0G-processed-gene-3.60-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.60&CDS=1-2328	YLR397C
OG0002371	snap_masked-LACI0G-processed-gene-3.61-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.61&CDS=1-1956	YLR396C
OG0002372	snap_masked-LACI0G-processed-gene-3.84-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.84&CDS=1-180	YDL067C
OG0002373	snap_masked-LACI0G-processed-gene-3.62-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.62&CDS=1-219	YLR395C
OG0002374	snap_masked-LACI0G-processed-gene-3.86-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.86&CDS=1-828	YLR393W
OG0002375	genemark-LACI0G-processed-gene-3.131-mRNA-1_1&gene=genemark-LACI0G-processed-gene-3.131&CDS=1-699	YLR390W-A
OG0002376	snap_masked-LACI0G-processed-gene-3.87-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.87&CDS=1-870	YDL065C
OG0002377	maker-LACI0G-snap-gene-3.41-mRNA-1_1&gene=maker-LACI0G-snap-gene-3.41&CDS=1-471	YDL064W
OG0002378	snap_masked-LACI0G-processed-gene-3.88-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.88&CDS=1-1851	YDL063C
OG0002379	snap_masked-LACI0G-processed-gene-3.89-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.89&CDS=1-267	YLR390W
OG0002380	snap_masked-LACI0G-processed-gene-3.66-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-3.66&CDS=1-2895	YLR389C
OG0002381	maker-LACI0G-snap-gene-3.42-mRNA-1_1&gene=maker-LACI0G-snap-gene-3.42&CDS=1-3621	YDL060W
OG0002382	snap_masked-LACI0G-processed-gene-4.3-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.3&CDS=1-2655	YLR386W
OG0002383	augustus_masked-LACI0G-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-4.49&CDS=1-4227	YLR384C
OG0002384	augustus_masked-LACI0G-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-4.52&CDS=1-609	YDL059C
OG0002385	snap_masked-LACI0G-processed-gene-4.2-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.2&CDS=1-4962	YDL058W
OG0002386	snap_masked-LACI0G-processed-gene-4.24-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.24&CDS=1-3303	YLR383W
OG0002387	snap_masked-LACI0G-processed-gene-4.5-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.5&CDS=1-2640	YLR382C
OG0002388	snap_masked-LACI0G-processed-gene-4.25-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.25&CDS=1-2100	YLR381W
OG0002389	snap_masked-LACI0G-processed-gene-4.26-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.26&CDS=1-1299	YLR380W
OG0002390	snap_masked-LACI0G-processed-gene-4.6-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.6&CDS=1-1839	YDL057W
OG0002391	snap_masked-LACI0G-processed-gene-4.7-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.7&CDS=1-2226	YDL056W
OG0002392	snap_masked-LACI0G-processed-gene-4.27-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.27&CDS=1-1083	YDL055C
OG0002393	maker-LACI0G-augustus-gene-4.137-mRNA-1_1&gene=maker-LACI0G-augustus-gene-4.137&CDS=1-2778	YLR378C
OG0002394	snap_masked-LACI0G-processed-gene-4.32-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.32&CDS=1-381	YDL053C
OG0002395	snap_masked-LACI0G-processed-gene-4.9-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.9&CDS=1-1041	YLR377C
OG0002396	snap_masked-LACI0G-processed-gene-4.33-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.33&CDS=1-768	YDL052C
OG0002397	snap_masked-LACI0G-processed-gene-4.10-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.10&CDS=1-567	YLR376C
OG0002398	snap_masked-LACI0G-processed-gene-4.11-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.11&CDS=1-762	YDL051W
OG0002399	snap_masked-LACI0G-processed-gene-4.34-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.34&CDS=1-804	YDL049C
OG0002400	augustus_masked-LACI0G-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-4.78&CDS=1-1056	YLR375W
OG0002401	snap_masked-LACI0G-processed-gene-4.36-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.36&CDS=1-1029	YLR372W
OG0002402	snap_masked-LACI0G-processed-gene-4.37-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.37&CDS=1-3735	YLR371W
OG0002403	snap_masked-LACI0G-processed-gene-4.14-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.14&CDS=1-528	YLR370C
OG0002404	snap_masked-LACI0G-processed-gene-4.38-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.38&CDS=1-1935	YLR369W
OG0002405	snap_masked-LACI0G-processed-gene-4.39-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.39&CDS=1-1740	YLR368W
OG0002406	snap_masked-LACI0G-processed-gene-4.15-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.15&CDS=1-2073	YGR068C
OG0002407	snap_masked-LACI0G-processed-gene-4.16-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.16&CDS=1-2715	YGR067C
OG0002408	snap_masked-LACI0G-processed-gene-4.17-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.17&CDS=1-1785	YGR065C
OG0002409	snap_masked-LACI0G-processed-gene-4.41-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.41&CDS=1-327	YLR364W
OG0002410	snap_masked-LACI0G-processed-gene-4.18-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.18&CDS=1-384	YGR063C
OG0002411	snap_masked-LACI0G-processed-gene-4.19-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.19&CDS=1-996	YGR062C
OG0002412	snap_masked-LACI0G-processed-gene-4.42-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.42&CDS=1-258	YLR363W-A
OG0002413	snap_masked-LACI0G-processed-gene-4.20-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.20&CDS=1-4047	YGR061C
OG0002414	snap_masked-LACI0G-processed-gene-4.43-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.43&CDS=1-927	YGR060W
OG0002415	snap_masked-LACI0G-processed-gene-4.21-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.21&CDS=1-669	YLR363C
OG0002416	genemark-LACI0G-processed-gene-4.133-mRNA-1_1&gene=genemark-LACI0G-processed-gene-4.133&CDS=1-1005	YGR058W
OG0002417	augustus_masked-LACI0G-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-4.67&CDS=1-990	YOR292C
OG0002418	augustus_masked-LACI0G-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-4.87&CDS=1-4398	YOR291W
OG0002419	snap_masked-LACI0G-processed-gene-4.22-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.22&CDS=1-5157	YMR229C
OG0002420	snap_masked-LACI0G-processed-gene-4.47-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.47&CDS=1-1017	YMR228W
OG0002421	snap_masked-LACI0G-processed-gene-4.23-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-4.23&CDS=1-1644	YMR227C
OG0002422	augustus_masked-LACI0G-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-5.70&CDS=1-873	YMR226C
OG0002423	snap_masked-LACI0G-processed-gene-5.121-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.121&CDS=1-699	YOR289W
OG0002424	augustus_masked-LACI0G-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-5.69&CDS=1-2124	YOR288C
OG0002425	maker-LACI0G-snap-gene-5.67-mRNA-1_1&gene=maker-LACI0G-snap-gene-5.67&CDS=1-1602	YOR283W
OG0002426	snap_masked-LACI0G-processed-gene-5.122-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.122&CDS=1-2013	YMR224C
OG0002427	snap_masked-LACI0G-processed-gene-5.123-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.123&CDS=1-834	YOR281C
OG0002428	snap_masked-LACI0G-processed-gene-5.148-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.148&CDS=1-1140	YMR223W
OG0002429	snap_masked-LACI0G-processed-gene-5.124-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.124&CDS=1-771	YOR280C
OG0002430	snap_masked-LACI0G-processed-gene-5.125-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.125&CDS=1-1587	YMR221C
OG0002431	snap_masked-LACI0G-processed-gene-5.126-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.126&CDS=1-1077	YOR279C
OG0002432	snap_masked-LACI0G-processed-gene-5.149-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.149&CDS=1-1338	YMR220W
OG0002433	snap_masked-LACI0G-processed-gene-5.150-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.150&CDS=1-4650	YMR219W
OG0002434	augustus_masked-LACI0G-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-5.77&CDS=1-3288	YMR218C
OG0002435	maker-LACI0G-augustus-gene-5.2-mRNA-1_1&gene=maker-LACI0G-augustus-gene-5.2&CDS=1-2322	YMR217W
OG0002436	snap_masked-LACI0G-processed-gene-5.129-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.129&CDS=1-1743	YMR216C
OG0002437	snap_masked-LACI0G-processed-gene-5.153-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.153&CDS=1-1521	YMR215W
OG0002438	snap_masked-LACI0G-processed-gene-5.154-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.154&CDS=1-1119	YMR214W
OG0002439	augustus_masked-LACI0G-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-5.101&CDS=1-2193	YMR213W
OG0002440	snap_masked-LACI0G-processed-gene-5.130-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.130&CDS=1-2160	YMR212C
OG0002441	snap_masked-LACI0G-processed-gene-5.131-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.131&CDS=1-1977	YOR275C
OG0002442	snap_masked-LACI0G-processed-gene-5.157-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.157&CDS=1-1260	YOR274W
OG0002443	snap_masked-LACI0G-processed-gene-5.158-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.158&CDS=1-1425	YMR211W
OG0002444	snap_masked-LACI0G-processed-gene-5.132-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.132&CDS=1-1749	YOR273C
OG0002445	snap_masked-LACI0G-processed-gene-5.133-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.133&CDS=1-1290	YMR209C
OG0002446	snap_masked-LACI0G-processed-gene-5.159-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.159&CDS=1-1338	YOR272W
OG0002447	snap_masked-LACI0G-processed-gene-5.134-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.134&CDS=1-981	YOR271C
OG0002448	snap_masked-LACI0G-processed-gene-5.160-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.160&CDS=1-1245	YMR208W
OG0002449	snap_masked-LACI0G-processed-gene-5.161-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.161&CDS=1-1377	YOR269W
OG0002450	maker-LACI0G-snap-gene-5.66-mRNA-1_1&gene=maker-LACI0G-snap-gene-5.66&CDS=1-1617	YOR267C
OG0002451	augustus_masked-LACI0G-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-5.107&CDS=1-1197	YOR266W
OG0002452	snap_masked-LACI0G-processed-gene-5.163-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.163&CDS=1-321	YOR265W
OG0002453	augustus_masked-LACI0G-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-5.109&CDS=1-1239	YOR264W
OG0002454	snap_masked-LACI0G-processed-gene-5.165-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.165&CDS=1-1041	YOR262W
OG0002455	augustus_masked-LACI0G-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-5.87&CDS=1-993	YOR261C
OG0002456	snap_masked-LACI0G-processed-gene-5.138-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.138&CDS=1-1320	YPL172C
OG0002457	snap_masked-LACI0G-processed-gene-5.166-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.166&CDS=1-1506	YOR260W
OG0002458	snap_masked-LACI0G-processed-gene-5.139-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.139&CDS=1-1281	YOR259C
OG0002459	maker-LACI0G-augustus-gene-5.5-mRNA-1_1&gene=maker-LACI0G-augustus-gene-5.5&CDS=1-1377	YPL173W
OG0002460	snap_masked-LACI0G-processed-gene-5.169-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.169&CDS=1-969	YPL175W
OG0002461	snap_masked-LACI0G-processed-gene-5.141-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.141&CDS=1-2343	YOR256C
OG0002462	snap_masked-LACI0G-processed-gene-5.142-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.142&CDS=1-453	YPL170W
OG0002463	snap_masked-LACI0G-processed-gene-5.170-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.170&CDS=1-885	YOR255W
OG0002464	snap_masked-LACI0G-processed-gene-5.171-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.171&CDS=1-1920	YPL169C
OG0002465	snap_masked-LACI0G-processed-gene-5.143-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.143&CDS=1-1962	YOR254C
OG0002466	snap_masked-LACI0G-processed-gene-5.172-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-5.172&CDS=1-495	YOR253W
OG0002467	augustus_masked-LACI0G-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-5.94&CDS=1-1188	YPL168W
OG0002468	maker-LACI0G-augustus-gene-6.0-mRNA-1_1&gene=maker-LACI0G-augustus-gene-6.0&CDS=1-4623	YPL167C
OG0002469	snap_masked-LACI0G-processed-gene-6.63-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-6.63&CDS=1-525	YPL166W
OG0002470	genemark-LACI0G-processed-gene-6.9-mRNA-1_1&gene=genemark-LACI0G-processed-gene-6.9&CDS=1-999	YPL165C
OG0002471	augustus_masked-LACI0G-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-6.126&CDS=1-906	YOR251C
OG0002472	snap_masked-LACI0G-processed-gene-6.65-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-6.65&CDS=1-1323	YOR250C
OG0002473	snap_masked-LACI0G-processed-gene-6.66-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-6.66&CDS=1-2049	YOR249C
OG0002474	augustus_masked-LACI0G-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-6.129&CDS=1-2748	YPL164C
OG0002475	snap_masked-LACI0G-processed-gene-6.92-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-6.92&CDS=1-828	YPL162C
OG0002476	augustus_masked-LACI0G-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-6.149&CDS=1-1182	YPL161C
OG0002477	snap_masked-LACI0G-processed-gene-6.70-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-6.70&CDS=1-969	YOR246C
