	Saccharomyces_cerevisiae	yHAB164_Kazachstania_aerobia
OG0002185	YJL062W	genemark-scf7180000020067-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020067-processed-gene-0.7&CDS=1-4227
OG0002186	YJL062W-A	genemark-scf7180000020113-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000020113-processed-gene-0.49&CDS=1-297
OG0002187	YJL063C	genemark-scf7180000020113-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000020113-processed-gene-0.36&CDS=1-849
OG0002188	YJL065C	genemark-scf7180000020136-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000020136-processed-gene-0.4&CDS=1-558
OG0002189	YJL066C	augustus_masked-scf7180000020136-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000020136-processed-gene-0.29&CDS=1-840
OG0002190	YJL068C	genemark-scf7180000020136-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000020136-processed-gene-0.6&CDS=1-912
OG0002191	YJL069C	genemark-scf7180000020136-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020136-processed-gene-0.7&CDS=1-1824
OG0002192	YJL070C	genemark-scf7180000020148-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000020148-processed-gene-0.15&CDS=1-2577
OG0002193	YJL071W	genemark-scf7180000020148-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000020148-processed-gene-0.13&CDS=1-1758
OG0002194	YJL072C	genemark-scf7180000020148-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000020148-processed-gene-0.14&CDS=1-699
OG0002195	YJL073W	genemark-scf7180000020148-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000020148-processed-gene-0.12&CDS=1-2004
OG0002196	YJL074C	genemark-scf7180000020219-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000020219-processed-gene-0.26&CDS=1-3633
OG0002197	YJL076W	genemark-scf7180000020113-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000020113-processed-gene-0.54&CDS=1-4428
OG0002198	YJL079C	genemark-scf7180000020155-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.97&CDS=1-1023
OG0002199	YJL080C	genemark-scf7180000020155-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.98&CDS=1-3648
OG0002200	YJL081C	genemark-scf7180000020155-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.99&CDS=1-1488
OG0002201	YJL084C	maker-scf7180000020155-snap-gene-0.87-mRNA-1_1&gene=maker-scf7180000020155-snap-gene-0.87&CDS=1-2910
OG0002202	YJL085W	genemark-scf7180000020155-processed-gene-0.117-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.117&CDS=1-1836
OG0002203	YJL087C	genemark-scf7180000020155-processed-gene-0.101-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.101&CDS=1-2496
OG0002204	YJL088W	genemark-scf7180000020155-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.118&CDS=1-972
OG0002205	YJL089W	genemark-scf7180000020155-processed-gene-0.119-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.119&CDS=1-3588
OG0002206	YJL091C	genemark-scf7180000020155-processed-gene-0.103-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.103&CDS=1-1461
OG0002207	YJL092W	maker-scf7180000020155-snap-gene-0.88-mRNA-1_1&gene=maker-scf7180000020155-snap-gene-0.88&CDS=1-3147
OG0002208	YJL093C	genemark-scf7180000020155-processed-gene-0.104-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.104&CDS=1-2079
OG0002209	YJL094C	genemark-scf7180000020155-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.105&CDS=1-2616
OG0002210	YJL095W	genemark-scf7180000020155-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.121&CDS=1-5034
OG0002211	YJL096W	genemark-scf7180000020155-processed-gene-0.122-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.122&CDS=1-525
OG0002212	YJL097W	genemark-scf7180000020155-processed-gene-0.123-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.123&CDS=1-648
OG0002213	YJL099W	snap_masked-scf7180000020155-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scf7180000020155-processed-gene-0.78&CDS=1-2217
OG0002214	YJL101C	genemark-scf7180000019986-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000019986-processed-gene-0.16&CDS=1-2010
OG0002215	YJL102W	genemark-scf7180000020155-processed-gene-0.126-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.126&CDS=1-2487
OG0002216	YJL103C	genemark-scf7180000020155-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.106&CDS=1-1827
OG0002217	YJL104W	genemark-scf7180000020155-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.127&CDS=1-441
OG0002218	YJL106W	genemark-scf7180000020155-processed-gene-0.129-mRNA-1_1&gene=genemark-scf7180000020155-processed-gene-0.129&CDS=1-2259
OG0002219	YJL111W	snap_masked-scf7180000020195-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scf7180000020195-processed-gene-0.104&CDS=1-1656
OG0002220	YJL115W	genemark-scf7180000019972-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000019972-processed-gene-0.13&CDS=1-954
OG0002221	YJL117W	genemark-scf7180000019972-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000019972-processed-gene-0.14&CDS=1-903
OG0002222	YJL121C	genemark-scf7180000020170-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000020170-processed-gene-0.28&CDS=1-708
OG0002223	YJL122W	genemark-scf7180000020170-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000020170-processed-gene-0.42&CDS=1-486
OG0002224	YJL123C	genemark-scf7180000020170-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000020170-processed-gene-0.29&CDS=1-1323
OG0002225	YJL124C	genemark-scf7180000020170-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000020170-processed-gene-0.30&CDS=1-570
OG0002226	YJL125C	genemark-scf7180000020170-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000020170-processed-gene-0.31&CDS=1-1290
OG0002227	YJL127C	genemark-scf7180000020170-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000020170-processed-gene-0.32&CDS=1-2271
OG0002228	YJL128C	maker-scf7180000020142-snap-gene-0.58-mRNA-1_1&gene=maker-scf7180000020142-snap-gene-0.58&CDS=1-2160
OG0002229	YJL130C	augustus_masked-scf7180000020142-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000020142-processed-gene-0.2&CDS=1-6645
OG0002230	YJL131C	snap_masked-scf7180000020142-processed-gene-0.124-mRNA-1_1&gene=snap_masked-scf7180000020142-processed-gene-0.124&CDS=1-879
OG0002231	YJL132W	snap_masked-scf7180000020142-processed-gene-0.156-mRNA-1_1&gene=snap_masked-scf7180000020142-processed-gene-0.156&CDS=1-2223
OG0002232	YJL140W	genemark-scf7180000020142-processed-gene-0.96-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.96&CDS=1-663
OG0002233	YJL141C	genemark-scf7180000020142-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.68&CDS=1-2673
OG0002234	YJL143W	genemark-scf7180000020142-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.97&CDS=1-474
OG0002235	YJL144W	snap_masked-scf7180000020142-processed-gene-0.159-mRNA-1_1&gene=snap_masked-scf7180000020142-processed-gene-0.159&CDS=1-342
OG0002236	YJL145W	genemark-scf7180000020142-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.99&CDS=1-879
OG0002237	YJL146W	snap_masked-scf7180000020142-processed-gene-0.161-mRNA-1_1&gene=snap_masked-scf7180000020142-processed-gene-0.161&CDS=1-1719
OG0002238	YJL147C	snap_masked-scf7180000020142-processed-gene-0.130-mRNA-1_1&gene=snap_masked-scf7180000020142-processed-gene-0.130&CDS=1-1236
OG0002239	YJL148W	snap_masked-scf7180000020195-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scf7180000020195-processed-gene-0.91&CDS=1-678
OG0002240	YJL149W	genemark-scf7180000020142-processed-gene-0.101-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.101&CDS=1-2067
OG0002241	YJL153C	maker-scf7180000020142-augustus-gene-0.119-mRNA-1_1&gene=maker-scf7180000020142-augustus-gene-0.119&CDS=1-3669
OG0002242	YJL154C	genemark-scf7180000020195-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000020195-processed-gene-0.73&CDS=1-2823
OG0002243	YJL155C	genemark-scf7180000020195-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000020195-processed-gene-0.72&CDS=1-1095
OG0002244	YJL157C	augustus_masked-scf7180000020142-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000020142-processed-gene-0.11&CDS=1-2535
OG0002245	YJL158C	genemark-scf7180000020195-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000020195-processed-gene-0.71&CDS=1-702
OG0002246	YJL162C	genemark-scf7180000020142-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.75&CDS=1-1611
OG0002247	YJL166W	augustus_masked-scf7180000020142-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000020142-processed-gene-0.39&CDS=1-282
OG0002248	YJL167W	genemark-scf7180000020223-processed-gene-1.28-mRNA-1_1&gene=genemark-scf7180000020223-processed-gene-1.28&CDS=1-1038
OG0002249	YJL168C	genemark-scf7180000020142-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.78&CDS=1-2145
OG0002250	YJL171C	genemark-scf7180000020142-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.80&CDS=1-1191
OG0002251	YJL172W	genemark-scf7180000020142-processed-gene-0.104-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.104&CDS=1-1743
OG0002252	YJL173C	genemark-scf7180000020142-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.81&CDS=1-348
OG0002253	YJL174W	genemark-scf7180000020142-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.105&CDS=1-768
OG0002254	YJL176C	genemark-scf7180000020142-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.82&CDS=1-3276
OG0002255	YJL178C	genemark-scf7180000020142-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.83&CDS=1-834
OG0002256	YJL179W	genemark-scf7180000020142-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.107&CDS=1-348
OG0002257	YJL180C	snap_masked-scf7180000020142-processed-gene-0.144-mRNA-1_1&gene=snap_masked-scf7180000020142-processed-gene-0.144&CDS=1-927
OG0002258	YJL183W	genemark-scf7180000020142-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.108&CDS=1-1248
OG0002259	YJL184W	genemark-scf7180000020142-processed-gene-0.109-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.109&CDS=1-375
OG0002260	YJL187C	genemark-scf7180000020142-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.85&CDS=1-2787
OG0002261	YJL192C	genemark-scf7180000020142-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.87&CDS=1-687
OG0002262	YJL193W	genemark-scf7180000020142-processed-gene-0.112-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.112&CDS=1-1218
OG0002263	YJL194W	genemark-scf7180000020142-processed-gene-0.113-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.113&CDS=1-1587
OG0002264	YJL197W	augustus_masked-scf7180000020142-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000020142-processed-gene-0.50&CDS=1-3753
OG0002265	YJL200C	genemark-scf7180000020142-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.89&CDS=1-2328
OG0002266	YJL201W	genemark-scf7180000020142-processed-gene-0.116-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.116&CDS=1-1998
OG0002267	YJL203W	augustus_masked-scf7180000020142-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000020142-processed-gene-0.53&CDS=1-909
OG0002268	YJL204C	genemark-scf7180000020142-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000020142-processed-gene-0.91&CDS=1-2247
OG0002269	YJL206C	genemark-scf7180000020211-processed-gene-1.4-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.4&CDS=1-2247
OG0002270	YJL207C	augustus_masked-scf7180000020165-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000020165-processed-gene-0.35&CDS=1-5982
OG0002271	YJL208C	genemark-scf7180000019971-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000019971-processed-gene-0.17&CDS=1-957
OG0002272	YJL209W	snap_masked-scf7180000020165-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scf7180000020165-processed-gene-0.65&CDS=1-1806
OG0002273	YJL210W	augustus_masked-scf7180000020081-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000020081-processed-gene-0.0&CDS=1-780
OG0002274	YJL212C	genemark-scf7180000020152-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000020152-processed-gene-0.69&CDS=1-2388
OG0002275	YJR001W	genemark-scf7180000020130-processed-gene-0.143-mRNA-1_1&gene=genemark-scf7180000020130-processed-gene-0.143&CDS=1-1917
OG0002276	YJR002W	genemark-scf7180000020182-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000020182-processed-gene-0.15&CDS=1-1854
OG0002277	YJR003C	snap_masked-scf7180000020130-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000020130-processed-gene-0.30&CDS=1-1563
OG0002278	YJR004C	augustus_masked-scf7180000020182-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000020182-processed-gene-0.7&CDS=1-2289
OG0002279	YJR005C-A	augustus_masked-scf7180000020118-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000020118-processed-gene-0.54&CDS=1-264
OG0002280	YJR005W	genemark-scf7180000020182-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000020182-processed-gene-0.17&CDS=1-2112
OG0002281	YJR006W	genemark-scf7180000020118-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000020118-processed-gene-0.26&CDS=1-1500
OG0002282	YJR007W	genemark-scf7180000020086-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020086-processed-gene-0.7&CDS=1-909
OG0002283	YJR008W	genemark-scf7180000020178-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000020178-processed-gene-0.48&CDS=1-1032
OG0002284	YJR010C-A	snap_masked-scf7180000020178-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000020178-processed-gene-0.30&CDS=1-255
OG0002285	YJR010W	genemark-scf7180000020145-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000020145-processed-gene-0.14&CDS=1-1509
OG0002286	YJR011C	augustus_masked-scf7180000019981-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000019981-processed-gene-0.31&CDS=1-831
OG0002287	YJR014W	genemark-scf7180000019981-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000019981-processed-gene-0.4&CDS=1-603
OG0002288	YJR016C	genemark-scf7180000020232-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000020232-processed-gene-0.44&CDS=1-1749
OG0002289	YJR019C	genemark-scf7180000019981-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000019981-processed-gene-0.11&CDS=1-1050
OG0002290	YJR021C	snap_masked-scf7180000019981-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000019981-processed-gene-0.24&CDS=1-936
OG0002291	YJR022W	snap_masked-scf7180000019981-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000019981-processed-gene-0.16&CDS=1-360
OG0002292	YJR024C	genemark-scf7180000019981-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000019981-processed-gene-0.13&CDS=1-681
OG0002293	YJR030C	augustus_masked-scf7180000020223-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-scf7180000020223-processed-gene-1.114&CDS=1-2538
OG0002294	YJR032W	genemark-scf7180000020211-processed-gene-1.15-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.15&CDS=1-1197
OG0002295	YJR033C	genemark-scf7180000020211-processed-gene-1.31-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.31&CDS=1-4125
OG0002296	YJR034W	genemark-scf7180000020211-processed-gene-1.16-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.16&CDS=1-324
OG0002297	YJR035W	genemark-scf7180000020211-processed-gene-1.17-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.17&CDS=1-3240
OG0002298	YJR036C	genemark-scf7180000020211-processed-gene-1.32-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.32&CDS=1-2604
OG0002299	YJR039W	augustus_masked-scf7180000020211-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-scf7180000020211-processed-gene-1.114&CDS=1-3240
OG0002300	YJR040W	genemark-scf7180000020211-processed-gene-1.19-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.19&CDS=1-2475
OG0002301	YJR042W	maker-scf7180000020214-augustus-gene-0.134-mRNA-1_1&gene=maker-scf7180000020214-augustus-gene-0.134&CDS=1-3255
OG0002302	YJR043C	snap_masked-scf7180000020211-processed-gene-1.86-mRNA-1_1&gene=snap_masked-scf7180000020211-processed-gene-1.86&CDS=1-1098
OG0002303	YJR044C	genemark-scf7180000020211-processed-gene-1.36-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.36&CDS=1-441
OG0002304	YJR045C	genemark-scf7180000020211-processed-gene-1.37-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.37&CDS=1-1971
OG0002305	YJR046W	snap_masked-scf7180000020211-processed-gene-1.70-mRNA-1_1&gene=snap_masked-scf7180000020211-processed-gene-1.70&CDS=1-1707
OG0002306	YJR048W	genemark-scf7180000020211-processed-gene-1.22-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.22&CDS=1-324
OG0002307	YJR052W	genemark-scf7180000020202-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000020202-processed-gene-0.23&CDS=1-1707
OG0002308	YJR054W	genemark-scf7180000020214-processed-gene-0.113-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.113&CDS=1-1092
OG0002309	YJR055W	genemark-scf7180000020202-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000020202-processed-gene-0.26&CDS=1-468
OG0002310	YJR058C	genemark-scf7180000020109-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000020109-processed-gene-0.73&CDS=1-438
OG0002311	YJR059W	genemark-scf7180000020202-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000020202-processed-gene-0.27&CDS=1-2811
OG0002312	YJR060W	genemark-scf7180000020202-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000020202-processed-gene-0.28&CDS=1-1065
OG0002313	YJR062C	genemark-scf7180000020088-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.2&CDS=1-1251
OG0002314	YJR063W	genemark-scf7180000020088-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.7&CDS=1-375
OG0002315	YJR064W	genemark-scf7180000020088-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.6&CDS=1-1677
OG0002316	YJR065C	genemark-scf7180000020088-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.1&CDS=1-1365
OG0002317	YJR067C	genemark-scf7180000020088-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.0&CDS=1-423
OG0002318	YJR068W	genemark-scf7180000020109-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000020109-processed-gene-0.64&CDS=1-984
OG0002319	YJR069C	genemark-scf7180000020109-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000020109-processed-gene-0.75&CDS=1-564
OG0002320	YJR070C	genemark-scf7180000020109-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000020109-processed-gene-0.76&CDS=1-963
OG0002321	YJR072C	genemark-scf7180000019971-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000019971-processed-gene-0.18&CDS=1-2730
OG0002322	YJR073C	genemark-scf7180000020088-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.9&CDS=1-663
OG0002323	YJR074W	genemark-scf7180000020088-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.3&CDS=1-618
OG0002324	YJR075W	genemark-scf7180000020088-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.4&CDS=1-1251
OG0002325	YJR076C	genemark-scf7180000019971-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000019971-processed-gene-0.20&CDS=1-1278
OG0002326	YJR077C	genemark-scf7180000020088-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.10&CDS=1-927
OG0002327	YJR080C	snap_masked-scf7180000020150-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000020150-processed-gene-0.21&CDS=1-1059
OG0002328	YJR082C	genemark-scf7180000020150-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.66&CDS=1-408
OG0002329	YJR084W	snap_masked-scf7180000020150-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000020150-processed-gene-0.3&CDS=1-996
OG0002330	YJR086W	genemark-scf7180000020150-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.47&CDS=1-318
OG0002331	YJR088C	genemark-scf7180000020192-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000020192-processed-gene-0.82&CDS=1-876
OG0002332	YJR089W	augustus_masked-scf7180000020150-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scf7180000020150-processed-gene-0.97&CDS=1-2931
OG0002333	YJR090C	augustus_masked-scf7180000020150-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scf7180000020150-processed-gene-0.118&CDS=1-3156
