	Kluyveromyces_marxianus	Saccharomyces_cerevisiae
OG0002075	snap_masked-BBIL01000005.1-processed-gene-13.142-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-13.142&CDS=1-1125	YDR415C
OG0002076	genemark-BBIL01000005.1-processed-gene-13.96-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-13.96&CDS=1-879	YEL051W
OG0002077	genemark-BBIL01000005.1-processed-gene-14.0-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.0&CDS=1-2499	YDR416W
OG0002078	genemark-BBIL01000005.1-processed-gene-14.4-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.4&CDS=1-1452	YEL052W
OG0002079	snap_masked-BBIL01000005.1-processed-gene-14.72-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.72&CDS=1-2340	YEL053C
OG0002080	snap_masked-BBIL01000005.1-processed-gene-14.76-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.76&CDS=1-1899	YDR419W
OG0002081	genemark-BBIL01000005.1-processed-gene-14.6-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.6&CDS=1-2772	YDR421W
OG0002082	genemark-BBIL01000005.1-processed-gene-14.7-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.7&CDS=1-1599	YML006C
OG0002083	genemark-BBIL01000005.1-processed-gene-14.39-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.39&CDS=1-1857	YML007W
OG0002084	genemark-BBIL01000005.1-processed-gene-14.8-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.8&CDS=1-1125	YML008C
OG0002085	genemark-BBIL01000005.1-processed-gene-14.40-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.40&CDS=1-1053	YGL212W
OG0002086	genemark-BBIL01000005.1-processed-gene-14.11-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.11&CDS=1-1206	YGL213C
OG0002087	snap_masked-BBIL01000005.1-processed-gene-14.114-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.114&CDS=1-1401	YGL215W
OG0002088	genemark-BBIL01000005.1-processed-gene-14.42-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.42&CDS=1-2505	YGL216W
OG0002089	genemark-BBIL01000005.1-processed-gene-14.12-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.12&CDS=1-1686	YGL219C
OG0002090	snap_masked-BBIL01000005.1-processed-gene-14.116-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.116&CDS=1-255	YGL220W
OG0002091	augustus_masked-BBIL01000005.1-processed-gene-14.158-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-14.158&CDS=1-861	YGL221C
OG0002092	snap_masked-BBIL01000005.1-processed-gene-14.85-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.85&CDS=1-555	YER034W
OG0002093	genemark-BBIL01000005.1-processed-gene-14.43-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.43&CDS=1-1821	YER036C
OG0002094	snap_masked-BBIL01000005.1-processed-gene-14.87-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.87&CDS=1-1167	YGL223C
OG0002095	genemark-BBIL01000005.1-processed-gene-14.17-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.17&CDS=1-840	YGL224C
OG0002096	snap_masked-BBIL01000005.1-processed-gene-14.118-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.118&CDS=1-1122	YER038C
OG0002097	genemark-BBIL01000005.1-processed-gene-14.45-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.45&CDS=1-1011	YGL225W
OG0002098	genemark-BBIL01000005.1-processed-gene-14.18-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.18&CDS=1-2391	YER040W
OG0002099	snap_masked-BBIL01000005.1-processed-gene-14.90-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.90&CDS=1-1776	YER041W
OG0002100	genemark-BBIL01000005.1-processed-gene-14.20-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.20&CDS=1-552	YER042W
OG0002101	genemark-BBIL01000005.1-processed-gene-14.46-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.46&CDS=1-426	YGL226W
OG0002102	snap_masked-BBIL01000005.1-processed-gene-14.92-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.92&CDS=1-291	YGL226C-A
OG0002103	genemark-BBIL01000005.1-processed-gene-14.47-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.47&CDS=1-2628	YGL227W
OG0002104	genemark-BBIL01000005.1-processed-gene-14.48-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.48&CDS=1-1347	YER043C
OG0002105	genemark-BBIL01000005.1-processed-gene-14.49-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.49&CDS=1-1950	YGL228W
OG0002106	genemark-BBIL01000005.1-processed-gene-14.21-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.21&CDS=1-2934	YFR040W
OG0002107	genemark-BBIL01000005.1-processed-gene-14.50-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.50&CDS=1-819	YFR041C
OG0002108	genemark-BBIL01000005.1-processed-gene-14.22-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.22&CDS=1-330	YFR042W
OG0002109	genemark-BBIL01000005.1-processed-gene-14.51-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.51&CDS=1-744	YFR043C
OG0002110	snap_masked-BBIL01000005.1-processed-gene-14.95-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.95&CDS=1-540	YGL231C
OG0002111	genemark-BBIL01000005.1-processed-gene-14.52-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.52&CDS=1-906	YGL232W
OG0002112	genemark-BBIL01000005.1-processed-gene-14.53-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.53&CDS=1-2580	YGL233W
OG0002113	genemark-BBIL01000005.1-processed-gene-14.54-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.54&CDS=1-1458	YFR044C
OG0002114	genemark-BBIL01000005.1-processed-gene-14.24-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.24&CDS=1-1029	YFR045W
OG0002115	genemark-BBIL01000005.1-processed-gene-14.55-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.55&CDS=1-2379	YGL234W
OG0002116	maker-BBIL01000005.1-snap-gene-14.143-mRNA-1_1&gene=maker-BBIL01000005.1-snap-gene-14.143&CDS=1-2775	YGL236C
OG0002117	genemark-BBIL01000005.1-processed-gene-14.57-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.57&CDS=1-2880	YGL238W
OG0002118	genemark-BBIL01000005.1-processed-gene-14.58-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.58&CDS=1-762	YGL240W
OG0002119	augustus_masked-BBIL01000005.1-processed-gene-14.205-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-14.205&CDS=1-3330	YGL241W
OG0002120	genemark-BBIL01000005.1-processed-gene-14.27-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.27&CDS=1-513	YGL242C
OG0002121	genemark-BBIL01000005.1-processed-gene-14.60-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.60&CDS=1-1143	YGL243W
OG0002122	genemark-BBIL01000005.1-processed-gene-14.61-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.61&CDS=1-1707	YGL244W
OG0002123	genemark-BBIL01000005.1-processed-gene-14.28-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.28&CDS=1-1797	YFR048W
OG0002124	genemark-BBIL01000005.1-processed-gene-14.62-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.62&CDS=1-2118	YGL245W
OG0002125	snap_masked-BBIL01000005.1-processed-gene-14.100-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.100&CDS=1-1539	YIL146C
OG0002126	maker-BBIL01000005.1-snap-gene-14.144-mRNA-1_1&gene=maker-BBIL01000005.1-snap-gene-14.144&CDS=1-3447	YIL147C
OG0002127	snap_masked-BBIL01000005.1-processed-gene-14.102-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.102&CDS=1-5244	YKR095W
OG0002128	snap_masked-BBIL01000005.1-processed-gene-14.103-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.103&CDS=1-1746	YIL150C
OG0002129	snap_masked-BBIL01000005.1-processed-gene-14.104-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.104&CDS=1-258	YKR095W-A
OG0002130	snap_masked-BBIL01000005.1-processed-gene-14.105-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.105&CDS=1-3693	YKR096W
OG0002131	genemark-BBIL01000005.1-processed-gene-14.33-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.33&CDS=1-1629	YKR097W
OG0002132	genemark-BBIL01000005.1-processed-gene-14.66-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.66&CDS=1-1101	YIL153W
OG0002133	snap_masked-BBIL01000005.1-processed-gene-14.107-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-14.107&CDS=1-1089	YIL154C
OG0002134	genemark-BBIL01000005.1-processed-gene-14.35-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.35&CDS=1-1926	YIL155C
OG0002135	genemark-BBIL01000005.1-processed-gene-14.67-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.67&CDS=1-3054	YIL156W
OG0002136	genemark-BBIL01000005.1-processed-gene-14.37-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-14.37&CDS=1-3672	YJL074C
OG0002137	genemark-BBIL01000008.1-processed-gene-0.61-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.61&CDS=1-1056	YMR315W
OG0002138	genemark-BBIL01000008.1-processed-gene-0.45-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.45&CDS=1-909	YNR054C
OG0002139	maker-BBIL01000008.1-snap-gene-0.103-mRNA-1_1&gene=maker-BBIL01000008.1-snap-gene-0.103&CDS=1-1548	YNR053C
OG0002140	genemark-BBIL01000008.1-processed-gene-0.47-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.47&CDS=1-1359	YNR052C
OG0002141	snap_masked-BBIL01000008.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-0.13&CDS=1-1518	YNR051C
OG0002142	genemark-BBIL01000008.1-processed-gene-0.49-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.49&CDS=1-1080	YCR095C
OG0002143	genemark-BBIL01000008.1-processed-gene-0.50-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.50&CDS=1-1335	YNR050C
OG0002144	snap_masked-BBIL01000008.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-0.16&CDS=1-621	YNR049C
OG0002145	genemark-BBIL01000008.1-processed-gene-0.62-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.62&CDS=1-675	YDR177W
OG0002146	maker-BBIL01000008.1-augustus-gene-0.1-mRNA-1_1&gene=maker-BBIL01000008.1-augustus-gene-0.1&CDS=1-7593	YCR093W
OG0002147	genemark-BBIL01000008.1-processed-gene-0.53-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.53&CDS=1-3117	YCR092C
OG0002148	augustus_masked-BBIL01000008.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-0.98&CDS=1-2340	YNR047W
OG0002149	genemark-BBIL01000008.1-processed-gene-0.66-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.66&CDS=1-396	YNR046W
OG0002150	genemark-BBIL01000008.1-processed-gene-0.54-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.54&CDS=1-1053	YGL001C
OG0002151	snap_masked-BBIL01000008.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-0.34&CDS=1-3597	YAL002W
OG0002152	genemark-BBIL01000008.1-processed-gene-0.68-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.68&CDS=1-624	YAL003W
OG0002153	genemark-BBIL01000008.1-processed-gene-0.55-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.55&CDS=1-1311	YLR321C
OG0002154	genemark-BBIL01000008.1-processed-gene-0.69-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-0.69&CDS=1-987	YLR316C
OG0002155	augustus_masked-BBIL01000008.1-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-1.0&CDS=1-2577	YLR318W
OG0002156	genemark-BBIL01000008.1-processed-gene-1.107-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.107&CDS=1-2247	YLR319C
OG0002157	augustus_masked-BBIL01000008.1-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-1.1&CDS=1-4395	YLR320W
OG0002158	genemark-BBIL01000008.1-processed-gene-1.108-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.108&CDS=1-1536	YGR002C
OG0002159	augustus_masked-BBIL01000008.1-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-1.2&CDS=1-2205	YGR003W
OG0002160	genemark-BBIL01000008.1-processed-gene-1.133-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.133&CDS=1-699	YLR323C
OG0002161	genemark-BBIL01000008.1-processed-gene-1.109-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.109&CDS=1-1635	YLR324W
OG0002162	maker-BBIL01000008.1-snap-gene-1.54-mRNA-1_1&gene=maker-BBIL01000008.1-snap-gene-1.54&CDS=1-1374	YGR005C
OG0002163	maker-BBIL01000008.1-augustus-gene-1.52-mRNA-1_1&gene=maker-BBIL01000008.1-augustus-gene-1.52&CDS=1-2049	YGR007W
OG0002164	snap_masked-BBIL01000008.1-processed-gene-1.86-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-1.86&CDS=1-225	YGR008C
OG0002165	genemark-BBIL01000008.1-processed-gene-1.114-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.114&CDS=1-1155	YGR012W
OG0002166	genemark-BBIL01000008.1-processed-gene-1.115-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.115&CDS=1-1716	YGR013W
OG0002167	genemark-BBIL01000008.1-processed-gene-1.136-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.136&CDS=1-921	YGR015C
OG0002168	snap_masked-BBIL01000008.1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-1.67&CDS=1-396	YGR016W
OG0002169	augustus_masked-BBIL01000008.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-1.30&CDS=1-615	YLR329W
OG0002170	augustus_masked-BBIL01000008.1-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-1.32&CDS=1-1140	YMR139W
OG0002171	snap_masked-BBIL01000008.1-processed-gene-1.90-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-1.90&CDS=1-1014	YDL078C
OG0002172	snap_masked-BBIL01000008.1-processed-gene-1.91-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-1.91&CDS=1-594	YMR138W
OG0002173	augustus_masked-BBIL01000008.1-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-1.11&CDS=1-1497	YMR137C
OG0002174	augustus_masked-BBIL01000008.1-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-1.36&CDS=1-1224	YMR136W
OG0002175	genemark-BBIL01000008.1-processed-gene-1.119-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.119&CDS=1-1080	YMR135C
OG0002176	snap_masked-BBIL01000008.1-processed-gene-1.93-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-1.93&CDS=1-720	YMR134W
OG0002177	genemark-BBIL01000008.1-processed-gene-1.120-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.120&CDS=1-609	YLR040C
OG0002178	snap_masked-BBIL01000008.1-processed-gene-1.94-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-1.94&CDS=1-1044	YMR133W
OG0002179	genemark-BBIL01000008.1-processed-gene-1.121-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.121&CDS=1-627	YMR132C
OG0002180	genemark-BBIL01000008.1-processed-gene-1.122-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.122&CDS=1-1569	YMR131C
OG0002181	augustus_masked-BBIL01000008.1-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-1.16&CDS=1-3021	YLR039C
OG0002182	snap_masked-BBIL01000008.1-processed-gene-1.73-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-1.73&CDS=1-246	YLR038C
OG0002183	genemark-BBIL01000008.1-processed-gene-1.143-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.143&CDS=1-927	YMR130W
OG0002184	augustus_masked-BBIL01000008.1-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-1.40&CDS=1-3891	YMR129W
OG0002185	genemark-BBIL01000008.1-processed-gene-1.145-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.145&CDS=1-5286	YMR128W
OG0002186	genemark-BBIL01000008.1-processed-gene-1.127-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.127&CDS=1-972	YMR127C
OG0002187	genemark-BBIL01000008.1-processed-gene-1.146-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.146&CDS=1-3393	YLR032W
OG0002188	genemark-BBIL01000008.1-processed-gene-1.128-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.128&CDS=1-975	YMR126C
OG0002189	genemark-BBIL01000008.1-processed-gene-1.147-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.147&CDS=1-2574	YMR125W
OG0002190	genemark-BBIL01000008.1-processed-gene-1.149-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.149&CDS=1-375	YMR123W
OG0002191	genemark-BBIL01000008.1-processed-gene-1.150-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.150&CDS=1-486	YMR122W-A
OG0002192	genemark-BBIL01000008.1-processed-gene-1.131-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.131&CDS=1-1770	YMR120C
OG0002193	snap_masked-BBIL01000008.1-processed-gene-1.103-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-1.103&CDS=1-1989	YMR119W
OG0002194	genemark-BBIL01000008.1-processed-gene-1.132-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-1.132&CDS=1-1284	YLR027C
OG0002195	genemark-BBIL01000008.1-processed-gene-2.0-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.0&CDS=1-972	YLR026C
OG0002196	genemark-BBIL01000008.1-processed-gene-2.4-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.4&CDS=1-744	YLR025W
OG0002197	snap_masked-BBIL01000008.1-processed-gene-2.51-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-2.51&CDS=1-1089	YIL023C
OG0002198	genemark-BBIL01000008.1-processed-gene-2.7-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.7&CDS=1-684	YLR118C
OG0002199	genemark-BBIL01000008.1-processed-gene-2.8-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.8&CDS=1-5094	YDR141C
OG0002200	genemark-BBIL01000008.1-processed-gene-2.27-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.27&CDS=1-666	YDR140W
OG0002201	augustus_masked-BBIL01000008.1-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-2.103&CDS=1-2067	YLR117C
OG0002202	genemark-BBIL01000008.1-processed-gene-2.28-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.28&CDS=1-1368	YLR116W
OG0002203	maker-BBIL01000008.1-snap-gene-2.93-mRNA-1_1&gene=maker-BBIL01000008.1-snap-gene-2.93&CDS=1-810	YDR064W
OG0002204	genemark-BBIL01000008.1-processed-gene-2.10-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.10&CDS=1-1728	YLL028W
OG0002205	genemark-BBIL01000008.1-processed-gene-2.11-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.11&CDS=1-2178	YLL029W
OG0002206	genemark-BBIL01000008.1-processed-gene-2.12-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.12&CDS=1-687	YLL027W
OG0002207	genemark-BBIL01000008.1-processed-gene-2.14-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.14&CDS=1-2694	YLL026W
OG0002208	genemark-BBIL01000008.1-processed-gene-2.15-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.15&CDS=1-2127	YHL024W
OG0002209	genemark-BBIL01000008.1-processed-gene-2.32-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.32&CDS=1-2592	YHL023C
OG0002210	snap_masked-BBIL01000008.1-processed-gene-2.62-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-2.62&CDS=1-2679	YGR157W
OG0002211	genemark-BBIL01000008.1-processed-gene-2.34-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.34&CDS=1-696	YGR158C
OG0002212	genemark-BBIL01000008.1-processed-gene-2.17-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.17&CDS=1-1467	YBR056W
OG0002213	genemark-BBIL01000008.1-processed-gene-2.18-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.18&CDS=1-1116	YDR035W
OG0002214	genemark-BBIL01000008.1-processed-gene-2.35-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.35&CDS=1-909	YBR057C
OG0002215	genemark-BBIL01000008.1-processed-gene-2.36-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.36&CDS=1-2328	YBR058C
OG0002216	genemark-BBIL01000008.1-processed-gene-2.37-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.37&CDS=1-1506	YDR036C
OG0002217	genemark-BBIL01000008.1-processed-gene-2.38-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.38&CDS=1-2574	YBR059C
OG0002218	snap_masked-BBIL01000008.1-processed-gene-2.86-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-2.86&CDS=1-1740	YBR060C
OG0002219	augustus_masked-BBIL01000008.1-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-2.115&CDS=1-336	YDR045C
OG0002220	genemark-BBIL01000008.1-processed-gene-2.40-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.40&CDS=1-969	YDR044W
OG0002221	genemark-BBIL01000008.1-processed-gene-2.22-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.22&CDS=1-900	YBR065C
OG0002222	genemark-BBIL01000008.1-processed-gene-2.24-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.24&CDS=1-420	YBR062C
OG0002223	genemark-BBIL01000008.1-processed-gene-2.41-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.41&CDS=1-612	YDR041W
OG0002224	genemark-BBIL01000008.1-processed-gene-2.25-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.25&CDS=1-912	YBR061C
OG0002225	genemark-BBIL01000008.1-processed-gene-2.42-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.42&CDS=1-1950	YDR037W
OG0002226	genemark-BBIL01000008.1-processed-gene-2.26-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-2.26&CDS=1-1059	YDR051C
OG0002227	genemark-BBIL01000008.1-processed-gene-3.37-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-3.37&CDS=1-744	YDR050C
OG0002228	genemark-BBIL01000008.1-processed-gene-3.41-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-3.41&CDS=1-687	YBR070C
OG0002229	genemark-BBIL01000008.1-processed-gene-3.39-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-3.39&CDS=1-579	YBR072W
OG0002230	genemark-BBIL01000008.1-processed-gene-3.40-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-3.40&CDS=1-1956	YDR108W
OG0002231	augustus_masked-BBIL01000008.1-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-3.20&CDS=1-3612	YLR084C
OG0002232	genemark-BBIL01000008.1-processed-gene-3.59-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-3.59&CDS=1-2337	YDR109C
OG0002233	genemark-BBIL01000008.1-processed-gene-3.60-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-3.60&CDS=1-1284	YLR085C
OG0002234	snap_masked-BBIL01000008.1-processed-gene-3.82-mRNA-1_1&gene=snap_masked-BBIL01000008.1-processed-gene-3.82&CDS=1-4143	YLR086W
OG0002235	augustus_masked-BBIL01000008.1-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-BBIL01000008.1-processed-gene-3.24&CDS=1-8841	YLR087C
OG0002236	genemark-BBIL01000008.1-processed-gene-3.44-mRNA-1_1&gene=genemark-BBIL01000008.1-processed-gene-3.44&CDS=1-1740	YLR088W
