	Saccharomyces_cerevisiae	yHMPu5000035252_Yamadazyma_nakazawae
OG0001860	YJL140W	genemark-NODE_51_length_50188_cov_13.2165_ID_8443-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_51_length_50188_cov_13.2165_ID_8443-processed-gene-0.84&CDS=1-570
OG0001861	YJL141C	genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.224-mRNA-1_1&gene=genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.224&CDS=1-2199
OG0001862	YJL143W	genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.225-mRNA-1_1&gene=genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.225&CDS=1-456
OG0001863	YJL145W	genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.11&CDS=1-1014
OG0001864	YJL148W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.16-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.16&CDS=1-612
OG0001865	YJL153C	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.196-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.196&CDS=1-1563
OG0001866	YJL154C	augustus_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.124&CDS=1-4416
OG0001867	YJL155C	snap_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.49&CDS=1-1377
OG0001868	YJL156C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.148-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.148&CDS=1-2400
OG0001869	YJL157C	genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.161&CDS=1-2949
OG0001870	YJL166W	snap_masked-NODE_51_length_50188_cov_13.2165_ID_8443-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_51_length_50188_cov_13.2165_ID_8443-processed-gene-0.19&CDS=1-285
OG0001871	YJL167W	genemark-NODE_51_length_50188_cov_13.2165_ID_8443-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_51_length_50188_cov_13.2165_ID_8443-processed-gene-0.64&CDS=1-1044
OG0001872	YJL168C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.39&CDS=1-2193
OG0001873	YJL171C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.38&CDS=1-1161
OG0001874	YJL176C	genemark-NODE_51_length_50188_cov_13.2165_ID_8443-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_51_length_50188_cov_13.2165_ID_8443-processed-gene-0.65&CDS=1-2547
OG0001875	YJL178C	genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.157-mRNA-1_1&gene=genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.157&CDS=1-759
OG0001876	YJL179W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.123&CDS=1-366
OG0001877	YJL183W	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.47&CDS=1-1287
OG0001878	YJL184W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.128&CDS=1-330
OG0001879	YJL187C	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.58&CDS=1-2772
OG0001880	YJL194W	genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.190-mRNA-1_1&gene=genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.190&CDS=1-1425
OG0001881	YJL197W	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.73&CDS=1-3597
OG0001882	YJL201W	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.46&CDS=1-1458
OG0001883	YJL204C	augustus_masked-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.82&CDS=1-4062
OG0001884	YJL208C	maker-NODE_15_length_229255_cov_12.734_ID_17634-augustus-gene-1.84-mRNA-1_1&gene=maker-NODE_15_length_229255_cov_12.734_ID_17634-augustus-gene-1.84&CDS=1-2508
OG0001885	YJL218W	maker-NODE_35_length_98507_cov_12.8027_ID_9595-augustus-gene-0.138-mRNA-1_1&gene=maker-NODE_35_length_98507_cov_12.8027_ID_9595-augustus-gene-0.138&CDS=1-5493
OG0001886	YJR001W	maker-NODE_5_length_413661_cov_12.9644_ID_12948-augustus-gene-3.116-mRNA-1_1&gene=maker-NODE_5_length_413661_cov_12.9644_ID_12948-augustus-gene-3.116&CDS=1-5250
OG0001887	YJR003C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.105-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.105&CDS=1-1338
OG0001888	YJR005W	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.58&CDS=1-2106
OG0001889	YJR006W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-0.126-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-0.126&CDS=1-1413
OG0001890	YJR007W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.36&CDS=1-897
OG0001891	YJR008W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.52&CDS=1-972
OG0001892	YJR010W	genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.56&CDS=1-1581
OG0001893	YJR013W	snap_masked-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.56&CDS=1-1221
OG0001894	YJR014W	augustus_masked-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-0.44&CDS=1-3147
OG0001895	YJR016C	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.114&CDS=1-1749
OG0001896	YJR024C	genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.223-mRNA-1_1&gene=genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.223&CDS=1-765
OG0001897	YJR032W	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.75&CDS=1-1134
OG0001898	YJR033C	maker-NODE_32_length_120119_cov_12.2487_ID_7593-augustus-gene-0.51-mRNA-1_1&gene=maker-NODE_32_length_120119_cov_12.2487_ID_7593-augustus-gene-0.51&CDS=1-4800
OG0001899	YJR034W	maker-NODE_32_length_120119_cov_12.2487_ID_7593-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_32_length_120119_cov_12.2487_ID_7593-augustus-gene-0.47&CDS=1-1809
OG0001900	YJR035W	augustus_masked-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.205&CDS=1-5157
OG0001901	YJR036C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.60-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.60&CDS=1-2646
OG0001902	YJR040W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.62-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.62&CDS=1-2238
OG0001903	YJR041C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.34-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.34&CDS=1-3327
OG0001904	YJR042W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.32-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.32&CDS=1-2229
OG0001905	YJR044C	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.115&CDS=1-420
OG0001906	YJR045C	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.227-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.227&CDS=1-1929
OG0001907	YJR052W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.118&CDS=1-1872
OG0001908	YJR056C	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.190-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.190&CDS=1-735
OG0001909	YJR057W	genemark-NODE_49_length_59667_cov_11.8515_ID_8696-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_49_length_59667_cov_11.8515_ID_8696-processed-gene-0.98&CDS=1-660
OG0001910	YJR058C	genemark-NODE_49_length_59667_cov_11.8515_ID_8696-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_49_length_59667_cov_11.8515_ID_8696-processed-gene-0.73&CDS=1-435
OG0001911	YJR060W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.103&CDS=1-729
OG0001912	YJR063W	genemark-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.212-mRNA-1_1&gene=genemark-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.212&CDS=1-369
OG0001913	YJR064W	genemark-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.211-mRNA-1_1&gene=genemark-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.211&CDS=1-1650
OG0001914	YJR068W	snap_masked-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.161-mRNA-1_1&gene=snap_masked-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.161&CDS=1-2097
OG0001915	YJR069C	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-0.28&CDS=1-558
OG0001916	YJR070C	genemark-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.171&CDS=1-909
OG0001917	YJR072C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.158-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.158&CDS=1-1128
OG0001918	YJR073C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.37-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.37&CDS=1-615
OG0001919	YJR074W	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.224-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.224&CDS=1-519
OG0001920	YJR076C	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-1.54&CDS=1-1194
OG0001921	YJR077C	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.92&CDS=1-924
OG0001922	YJR078W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.241-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.241&CDS=1-1335
OG0001923	YJR082C	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.123&CDS=1-375
OG0001924	YJR085C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.6&CDS=1-321
OG0001925	YJR088C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.35&CDS=1-906
OG0001926	YJR089W	augustus_masked-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.119&CDS=1-4278
OG0001927	YJR090C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.8&CDS=1-2103
OG0001928	YJR092W	maker-NODE_10_length_282863_cov_12.4527_ID_7779-snap-gene-0.44-mRNA-1_1&gene=maker-NODE_10_length_282863_cov_12.4527_ID_7779-snap-gene-0.44&CDS=1-4806
OG0001929	YJR093C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.6&CDS=1-708
OG0001930	YJR095W	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.15&CDS=1-951
OG0001931	YJR096W	genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.180&CDS=1-846
OG0001932	YJR097W	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.91&CDS=1-489
OG0001933	YJR098C	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.119&CDS=1-1950
OG0001934	YJR099W	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.81&CDS=1-723
OG0001935	YJR100C	genemark-NODE_38_length_84095_cov_12.2823_ID_6850-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_38_length_84095_cov_12.2823_ID_6850-processed-gene-0.95&CDS=1-969
OG0001936	YJR101W	maker-NODE_10_length_282863_cov_12.4527_ID_7779-augustus-gene-0.54-mRNA-1_1&gene=maker-NODE_10_length_282863_cov_12.4527_ID_7779-augustus-gene-0.54&CDS=1-2058
OG0001937	YJR102C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-0.10&CDS=1-573
OG0001938	YJR104C	snap_masked-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.149&CDS=1-462
OG0001939	YJR105W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.120&CDS=1-1038
OG0001940	YJR107W	augustus_masked-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.76&CDS=1-2442
OG0001941	YJR110W	maker-NODE_24_length_164848_cov_13.2072_ID_10893-snap-gene-0.181-mRNA-1_1&gene=maker-NODE_24_length_164848_cov_13.2072_ID_10893-snap-gene-0.181&CDS=1-3789
OG0001942	YJR111C	genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.99&CDS=1-1008
OG0001943	YJR112W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.51-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-2.51&CDS=1-588
OG0001944	YJR113C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.20&CDS=1-774
OG0001945	YJR116W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.99&CDS=1-930
OG0001946	YJR117W	maker-NODE_2_length_730450_cov_12.7368_ID_12397-snap-gene-1.167-mRNA-1_1&gene=maker-NODE_2_length_730450_cov_12.7368_ID_12397-snap-gene-1.167&CDS=1-1362
OG0001947	YJR118C	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.121&CDS=1-495
OG0001948	YJR121W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.155&CDS=1-1515
OG0001949	YJR122W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.111-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.111&CDS=1-1320
OG0001950	YJR123W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.117-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.117&CDS=1-657
OG0001951	YJR124C	snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.60-mRNA-1_1&gene=snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.60&CDS=1-1332
OG0001952	YJR125C	snap_masked-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.64&CDS=1-1377
OG0001953	YJR126C	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.124&CDS=1-2448
OG0001954	YJR131W	snap_masked-NODE_68_length_21022_cov_15.1364_ID_14032-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_68_length_21022_cov_15.1364_ID_14032-processed-gene-0.4&CDS=1-3231
OG0001955	YJR132W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.235-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.235&CDS=1-3036
OG0001956	YJR133W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.236-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.236&CDS=1-624
OG0001957	YJR137C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.31-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.31&CDS=1-4332
OG0001958	YJR138W	genemark-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.58&CDS=1-4704
OG0001959	YJR140C	snap_masked-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.191-mRNA-1_1&gene=snap_masked-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.191&CDS=1-5673
OG0001960	YJR141W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.35&CDS=1-1029
OG0001961	YJR142W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.36&CDS=1-960
OG0001962	YJR143C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.62&CDS=1-2253
OG0001963	YJR144W	augustus_masked-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.35&CDS=1-762
OG0001964	YJR149W	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.18&CDS=1-1077
OG0001965	YKL001C	genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.16&CDS=1-594
OG0001966	YKL003C	genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.57&CDS=1-348
OG0001967	YKL004W	genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.15&CDS=1-1386
OG0001968	YKL005C	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.62&CDS=1-2067
OG0001969	YKL006C-A	snap_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.17&CDS=1-288
OG0001970	YKL007W	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.118&CDS=1-780
OG0001971	YKL009W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.31-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.31&CDS=1-693
OG0001972	YKL010C	snap_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.39&CDS=1-4761
OG0001973	YKL013C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.156-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.156&CDS=1-2247
OG0001974	YKL014C	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.14-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.14&CDS=1-4113
OG0001975	YKL015W	snap_masked-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.168-mRNA-1_1&gene=snap_masked-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.168&CDS=1-2661
