	Metschnikowia_bicuspidata	Saccharomyces_cerevisiae
OG0001934	genemark-scaffold_3-processed-gene-5.62-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.62&CDS=1-1449	YGR255C
OG0001935	genemark-scaffold_3-processed-gene-5.64-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.64&CDS=1-768	YNL246W
OG0001936	genemark-scaffold_3-processed-gene-5.65-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.65&CDS=1-1239	YNL248C
OG0001937	genemark-scaffold_3-processed-gene-5.54-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.54&CDS=1-513	YJR097W
OG0001938	genemark-scaffold_3-processed-gene-5.66-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.66&CDS=1-1941	YJR098C
OG0001939	genemark-scaffold_3-processed-gene-5.56-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.56&CDS=1-1359	YMR091C
OG0001940	snap_masked-scaffold_3-processed-gene-5.18-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.18&CDS=1-1428	YKL140W
OG0001941	genemark-scaffold_3-processed-gene-5.57-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.57&CDS=1-960	YJL208C
OG0001942	genemark-scaffold_3-processed-gene-5.58-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.58&CDS=1-6183	YKL182W
OG0001943	genemark-scaffold_3-processed-gene-5.69-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.69&CDS=1-3336	YLR410W
OG0001944	genemark-scaffold_3-processed-gene-5.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.70&CDS=1-1215	YKL181W
OG0001945	genemark-scaffold_3-processed-gene-5.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.73&CDS=1-2793	YBR229C
OG0001946	genemark-scaffold_3-processed-gene-6.47-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.47&CDS=1-2037	YDL074C
OG0001947	genemark-scaffold_3-processed-gene-6.48-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.48&CDS=1-2016	YLR399C
OG0001948	maker-scaffold_3-snap-gene-6.26-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.26&CDS=1-1914	YLR405W
OG0001949	genemark-scaffold_3-processed-gene-6.60-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.60&CDS=1-4461	YLR086W
OG0001950	genemark-scaffold_3-processed-gene-6.50-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.50&CDS=1-336	YDR115W
OG0001951	snap_masked-scaffold_3-processed-gene-6.14-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.14&CDS=1-8751	YLR087C
OG0001952	genemark-scaffold_3-processed-gene-6.52-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.52&CDS=1-429	YLL050C
OG0001953	maker-scaffold_3-snap-gene-6.27-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.27&CDS=1-2583	YIR029W
OG0001954	genemark-scaffold_3-processed-gene-6.56-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.56&CDS=1-183	YML081C-A
OG0001955	genemark-scaffold_3-processed-gene-6.57-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.57&CDS=1-489	YML077W
OG0001956	genemark-scaffold_3-processed-gene-6.58-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.58&CDS=1-1533	YOR378W
OG0001957	genemark-scaffold_3-processed-gene-6.59-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.59&CDS=1-1212	YPL254W
OG0001958	augustus_masked-scaffold_3-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.45&CDS=1-486	YPL252C
OG0001959	genemark-scaffold_3-processed-gene-6.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.70&CDS=1-657	YMR197C
OG0001960	genemark-scaffold_3-processed-gene-7.53-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.53&CDS=1-3180	YMR196W
OG0001961	maker-scaffold_3-snap-gene-7.19-mRNA-1_1&gene=maker-scaffold_3-snap-gene-7.19&CDS=1-1320	YJL097W
OG0001962	snap_masked-scaffold_3-processed-gene-7.37-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.37&CDS=1-5595	YJL005W
OG0001963	genemark-scaffold_3-processed-gene-7.57-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.57&CDS=1-1107	YPR035W
OG0001964	genemark-scaffold_3-processed-gene-7.66-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.66&CDS=1-1368	YIL090W
OG0001965	genemark-scaffold_3-processed-gene-7.59-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.59&CDS=1-2148	YIL091C
OG0001966	maker-scaffold_3-snap-gene-7.22-mRNA-1_1&gene=maker-scaffold_3-snap-gene-7.22&CDS=1-372	YNL024C-A
OG0001967	genemark-scaffold_3-processed-gene-7.60-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.60&CDS=1-1056	YML095C
OG0001968	genemark-scaffold_3-processed-gene-7.68-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.68&CDS=1-447	YML094W
OG0001969	genemark-scaffold_3-processed-gene-7.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.70&CDS=1-1920	YML127W
OG0001970	snap_masked-scaffold_3-processed-gene-7.44-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.44&CDS=1-5835	YMR176W
OG0001971	genemark-scaffold_3-processed-gene-8.0-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.0&CDS=1-2076	YJL090C
OG0001972	genemark-scaffold_3-processed-gene-8.19-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.19&CDS=1-642	YML001W
OG0001973	genemark-scaffold_3-processed-gene-8.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.4&CDS=1-960	YJR096W
OG0001974	genemark-scaffold_3-processed-gene-8.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.5&CDS=1-1296	YBR279W
OG0001975	genemark-scaffold_3-processed-gene-8.21-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.21&CDS=1-1335	YHR190W
OG0001976	genemark-scaffold_3-processed-gene-8.22-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.22&CDS=1-990	YML121W
OG0001977	genemark-scaffold_3-processed-gene-8.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.24&CDS=1-558	YPL178W
OG0001978	genemark-scaffold_3-processed-gene-8.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.7&CDS=1-393	YNL149C
OG0001979	genemark-scaffold_3-processed-gene-8.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.8&CDS=1-1548	YPR137W
OG0001980	genemark-scaffold_3-processed-gene-8.25-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.25&CDS=1-648	YNL151C
OG0001981	genemark-scaffold_3-processed-gene-8.10-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.10&CDS=1-1572	YNL152W
OG0001982	genemark-scaffold_3-processed-gene-8.11-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.11&CDS=1-540	YKR085C
OG0001983	genemark-scaffold_3-processed-gene-8.26-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.26&CDS=1-1908	YIL144W
OG0001984	genemark-scaffold_3-processed-gene-8.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.13&CDS=1-1002	YKR071C
OG0001985	genemark-scaffold_3-processed-gene-8.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.28&CDS=1-927	YIL145C
OG0001986	genemark-scaffold_3-processed-gene-8.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.18&CDS=1-1011	YKR092C
OG0001987	genemark-scaffold_3-processed-gene-9.71-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.71&CDS=1-2604	YIL143C
OG0001988	genemark-scaffold_3-processed-gene-9.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.80&CDS=1-525	YBL090W
OG0001989	maker-scaffold_3-augustus-gene-9.64-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-9.64&CDS=1-7437	YCR093W
OG0001990	augustus_masked-scaffold_3-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.9&CDS=1-1803	YAR018C
OG0001991	genemark-scaffold_3-processed-gene-9.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.84&CDS=1-918	YAR015W
OG0001992	genemark-scaffold_3-processed-gene-9.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.75&CDS=1-597	YKL001C
OG0001993	augustus_masked-scaffold_3-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.26&CDS=1-7566	YJL207C
OG0001994	genemark-scaffold_3-processed-gene-9.91-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.91&CDS=1-2124	YDR026C
OG0001995	snap_masked-scaffold_3-processed-gene-9.38-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.38&CDS=1-3111	YDR166C
OG0001996	snap_masked-scaffold_3-processed-gene-9.40-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.40&CDS=1-252	YLR038C
OG0001997	genemark-scaffold_3-processed-gene-9.92-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.92&CDS=1-699	YMR132C
OG0001998	genemark-scaffold_3-processed-gene-9.93-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.93&CDS=1-816	YMR312W
OG0001999	maker-scaffold_3-augustus-gene-9.67-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-9.67&CDS=1-2772	YLR191W
OG0002000	augustus_masked-scaffold_3-processed-gene-9.16-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.16&CDS=1-1629	YDR103W
OG0002001	maker-scaffold_3-snap-gene-10.24-mRNA-1_1&gene=maker-scaffold_3-snap-gene-10.24&CDS=1-3138	YDR104C
OG0002002	augustus_masked-scaffold_3-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.28&CDS=1-2448	YGL241W
OG0002003	snap_masked-scaffold_3-processed-gene-10.60-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.60&CDS=1-1116	YGL169W
OG0002004	genemark-scaffold_3-processed-gene-10.10-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.10&CDS=1-2784	YGL167C
OG0002005	snap_masked-scaffold_3-processed-gene-10.76-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.76&CDS=1-477	YLR290C
OG0002006	snap_masked-scaffold_3-processed-gene-10.65-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.65&CDS=1-927	YJR142W
OG0002007	snap_masked-scaffold_3-processed-gene-10.66-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.66&CDS=1-3186	YKL197C
OG0002008	augustus_masked-scaffold_3-processed-gene-10.46-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.46&CDS=1-1056	YOL009C
OG0002009	genemark-scaffold_3-processed-gene-10.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.16&CDS=1-357	YMR112C
OG0002010	augustus_masked-scaffold_3-processed-gene-10.36-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.36&CDS=1-2604	YDL156W
OG0002011	genemark-scaffold_3-processed-gene-10.17-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.17&CDS=1-951	YMR116C
OG0002012	snap_masked-scaffold_3-processed-gene-10.67-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.67&CDS=1-924	YKR026C
OG0002013	augustus_masked-scaffold_3-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.49&CDS=1-1665	YDR062W
OG0002014	augustus_masked-scaffold_3-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.50&CDS=1-1578	YDR061W
OG0002015	snap_masked-scaffold_3-processed-gene-10.69-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.69&CDS=1-1044	YDR068W
OG0002016	snap_masked-scaffold_3-processed-gene-10.70-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.70&CDS=1-660	YER146W
OG0002017	snap_masked-scaffold_3-processed-gene-10.71-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.71&CDS=1-789	YER143W
OG0002018	genemark-scaffold_3-processed-gene-10.19-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.19&CDS=1-1551	YER136W
OG0002019	augustus_masked-scaffold_3-processed-gene-10.53-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.53&CDS=1-978	YHR083W
OG0002020	maker-scaffold_3-augustus-gene-10.5-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-10.5&CDS=1-2751	YEL056W
OG0002021	genemark-scaffold_3-processed-gene-10.14-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.14&CDS=1-990	YPR004C
OG0002022	snap_masked-scaffold_3-processed-gene-10.88-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.88&CDS=1-2178	YKL015W
OG0002023	maker-scaffold_3-snap-gene-10.27-mRNA-1_1&gene=maker-scaffold_3-snap-gene-10.27&CDS=1-276	YIL156W-B
OG0002024	augustus_masked-scaffold_3-processed-gene-10.56-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.56&CDS=1-4671	YKL014C
OG0002025	augustus_masked-scaffold_3-processed-gene-10.57-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.57&CDS=1-480	YPL059W
OG0002026	snap_masked-scaffold_3-processed-gene-11.33-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.33&CDS=1-2973	YKL205W
OG0002027	snap_masked-scaffold_3-processed-gene-11.34-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.34&CDS=1-1281	YJL069C
OG0002028	snap_masked-scaffold_3-processed-gene-11.35-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.35&CDS=1-261	YJL062W-A
OG0002029	genemark-scaffold_3-processed-gene-11.68-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.68&CDS=1-2139	YAL043C
OG0002030	augustus_masked-scaffold_3-processed-gene-11.6-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.6&CDS=1-3516	YBR276C
OG0002031	augustus_masked-scaffold_3-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.16&CDS=1-1044	YJR068W
OG0002032	snap_masked-scaffold_3-processed-gene-11.49-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.49&CDS=1-1053	YOR043W
OG0002033	maker-scaffold_3-snap-gene-11.32-mRNA-1_1&gene=maker-scaffold_3-snap-gene-11.32&CDS=1-1959	YMR004W
OG0002034	genemark-scaffold_3-processed-gene-11.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.70&CDS=1-840	YDR284C
OG0002035	augustus_masked-scaffold_3-processed-gene-11.19-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.19&CDS=1-5076	YDR283C
OG0002036	genemark-scaffold_3-processed-gene-11.72-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.72&CDS=1-1992	YMR224C
OG0002037	augustus_masked-scaffold_3-processed-gene-11.20-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.20&CDS=1-1449	YNL315C
OG0002038	augustus_masked-scaffold_3-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.21&CDS=1-1659	YDR266C
OG0002039	genemark-scaffold_3-processed-gene-11.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.73&CDS=1-621	YHR100C
OG0002040	snap_masked-scaffold_3-processed-gene-11.55-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.55&CDS=1-11409	YHR099W
OG0002041	genemark-scaffold_3-processed-gene-11.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.85&CDS=1-585	YBR040W
OG0002042	genemark-scaffold_3-processed-gene-11.86-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.86&CDS=1-1110	YBR042C
OG0002043	snap_masked-scaffold_3-processed-gene-11.58-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.58&CDS=1-2292	YBR102C
OG0002044	genemark-scaffold_3-processed-gene-11.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.75&CDS=1-1683	YBR103W
OG0002045	genemark-scaffold_3-processed-gene-11.88-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.88&CDS=1-396	YPR063C
OG0002046	genemark-scaffold_3-processed-gene-11.89-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.89&CDS=1-1182	YPR056W
OG0002047	augustus_masked-scaffold_3-processed-gene-11.29-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.29&CDS=1-4938	YBR097W
OG0002048	snap_masked-scaffold_3-processed-gene-12.36-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.36&CDS=1-3735	YOR330C
OG0002049	maker-scaffold_3-snap-gene-12.28-mRNA-1_1&gene=maker-scaffold_3-snap-gene-12.28&CDS=1-1362	YLR455W
OG0002050	genemark-scaffold_3-processed-gene-12.68-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.68&CDS=1-2955	YPR163C
OG0002051	genemark-scaffold_3-processed-gene-12.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.70&CDS=1-1692	YPL260W
OG0002052	genemark-scaffold_3-processed-gene-12.71-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.71&CDS=1-936	YIR011C
OG0002053	genemark-scaffold_3-processed-gene-12.81-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.81&CDS=1-1605	YER082C
OG0002054	genemark-scaffold_3-processed-gene-12.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.73&CDS=1-1287	YKL216W
OG0002055	genemark-scaffold_3-processed-gene-12.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.75&CDS=1-945	YER083C
OG0002056	genemark-scaffold_3-processed-gene-12.83-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.83&CDS=1-1017	YGR112W
OG0002057	genemark-scaffold_3-processed-gene-12.76-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.76&CDS=1-1488	YLR197W
OG0002058	augustus_masked-scaffold_3-processed-gene-12.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.21&CDS=1-2256	YDL170W
OG0002059	snap_masked-scaffold_3-processed-gene-12.49-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.49&CDS=1-441	YDR059C
OG0002060	genemark-scaffold_3-processed-gene-12.78-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.78&CDS=1-3207	YBR081C
OG0002061	genemark-scaffold_3-processed-gene-12.88-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.88&CDS=1-1278	YLR203C
OG0002062	augustus_masked-scaffold_3-processed-gene-13.7-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.7&CDS=1-2181	YMR240C
OG0002063	genemark-scaffold_3-processed-gene-13.66-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.66&CDS=1-714	YOR305W
OG0002064	genemark-scaffold_3-processed-gene-13.67-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.67&CDS=1-1551	YJL153C
OG0002065	augustus_masked-scaffold_3-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.27&CDS=1-3252	YOR349W
OG0002066	snap_masked-scaffold_3-processed-gene-13.40-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.40&CDS=1-282	YMR286W
OG0002067	genemark-scaffold_3-processed-gene-13.78-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.78&CDS=1-3663	YPL217C
OG0002068	snap_masked-scaffold_3-processed-gene-14.68-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.68&CDS=1-300	YDR377W
OG0002069	genemark-scaffold_3-processed-gene-14.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.6&CDS=1-405	YDR378C
OG0002070	genemark-scaffold_3-processed-gene-14.3-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.3&CDS=1-1059	YNL080C
OG0002071	genemark-scaffold_3-processed-gene-14.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.7&CDS=1-363	YNL081C
OG0002072	genemark-scaffold_3-processed-gene-14.22-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.22&CDS=1-1539	YDR299W
OG0002073	genemark-scaffold_3-processed-gene-14.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.23&CDS=1-453	YLR074C
OG0002074	genemark-scaffold_3-processed-gene-14.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.8&CDS=1-660	YLR075W
OG0002075	genemark-scaffold_3-processed-gene-14.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.9&CDS=1-753	YFL045C
OG0002076	genemark-scaffold_3-processed-gene-14.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.24&CDS=1-1932	YLR077W
OG0002077	genemark-scaffold_3-processed-gene-14.10-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.10&CDS=1-576	YFL046W
OG0002078	genemark-scaffold_3-processed-gene-14.11-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.11&CDS=1-636	YLR078C
OG0002079	genemark-scaffold_3-processed-gene-14.27-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.27&CDS=1-1068	YCR044C
OG0002080	genemark-scaffold_3-processed-gene-14.17-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.17&CDS=1-2562	YPR091C
OG0002081	augustus_masked-scaffold_3-processed-gene-14.61-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.61&CDS=1-7404	YBR136W
OG0002082	genemark-scaffold_3-processed-gene-14.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.18&CDS=1-1062	YBR133C
OG0002083	genemark-scaffold_3-processed-gene-14.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.30&CDS=1-501	YNL245C
OG0002084	augustus_masked-scaffold_3-processed-gene-14.63-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.63&CDS=1-336	YNL244C
OG0002085	genemark-scaffold_3-processed-gene-14.20-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.20&CDS=1-1284	YBR029C
OG0002086	genemark-scaffold_3-processed-gene-14.21-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.21&CDS=1-1968	YGL028C
OG0002087	genemark-scaffold_3-processed-gene-15.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.34&CDS=1-1197	YKL172W
OG0002088	genemark-scaffold_3-processed-gene-15.36-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.36&CDS=1-1050	YJL167W
OG0002089	snap_masked-scaffold_3-processed-gene-15.82-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.82&CDS=1-282	YJL166W
OG0002090	genemark-scaffold_3-processed-gene-15.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.37&CDS=1-2709	YJL176C
OG0002091	genemark-scaffold_3-processed-gene-15.52-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.52&CDS=1-576	YJL140W
OG0002092	augustus_masked-scaffold_3-processed-gene-15.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.21&CDS=1-456	YJL143W
OG0002093	genemark-scaffold_3-processed-gene-15.56-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.56&CDS=1-2025	YKL174C
OG0002094	genemark-scaffold_3-processed-gene-15.57-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.57&CDS=1-867	YKR060W
OG0002095	maker-scaffold_3-snap-gene-15.0-mRNA-1_1&gene=maker-scaffold_3-snap-gene-15.0&CDS=1-1269	YPL078C
OG0002096	genemark-scaffold_3-processed-gene-15.58-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.58&CDS=1-1341	YBR195C
OG0002097	genemark-scaffold_3-processed-gene-15.41-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.41&CDS=1-792	YIL064W
OG0002098	genemark-scaffold_3-processed-gene-15.60-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.60&CDS=1-1113	YIL063C
OG0002099	maker-scaffold_3-snap-gene-15.1-mRNA-1_1&gene=maker-scaffold_3-snap-gene-15.1&CDS=1-960	YOL054W
OG0002100	snap_masked-scaffold_3-processed-gene-15.77-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.77&CDS=1-177	YMR256C
OG0002101	maker-scaffold_3-snap-gene-15.2-mRNA-1_1&gene=maker-scaffold_3-snap-gene-15.2&CDS=1-2718	YMR258C
OG0002102	genemark-scaffold_3-processed-gene-15.61-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.61&CDS=1-525	YKL016C
OG0002103	genemark-scaffold_3-processed-gene-15.47-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.47&CDS=1-2922	YBL037W
OG0002104	snap_masked-scaffold_3-processed-gene-15.95-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.95&CDS=1-1047	YKL018W
OG0002105	genemark-scaffold_3-processed-gene-16.48-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.48&CDS=1-3426	YJL020C
OG0002106	genemark-scaffold_3-processed-gene-16.49-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.49&CDS=1-2667	YBR086C
