	Dekkera_bruxellensis	Saccharomyces_cerevisiae
OG0002086	genemark-scaffold_3-processed-gene-3.93-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.93&CDS=1-1485	YGR175C
OG0002087	genemark-scaffold_3-processed-gene-3.94-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.94&CDS=1-2787	YCR030C
OG0002088	augustus_masked-scaffold_3-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.77&CDS=1-2418	YNL054W
OG0002089	genemark-scaffold_3-processed-gene-3.97-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.97&CDS=1-798	YGR026W
OG0002090	maker-scaffold_3-snap-gene-4.130-mRNA-1_1&gene=maker-scaffold_3-snap-gene-4.130&CDS=1-4200	YPL128C
OG0002091	genemark-scaffold_3-processed-gene-4.3-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.3&CDS=1-2172	YLR274W
OG0002092	genemark-scaffold_3-processed-gene-4.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.6&CDS=1-1434	YFR006W
OG0002093	genemark-scaffold_3-processed-gene-4.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.7&CDS=1-1410	YFR005C
OG0002094	genemark-scaffold_3-processed-gene-4.31-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.31&CDS=1-933	YFR004W
OG0002095	genemark-scaffold_3-processed-gene-4.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.8&CDS=1-1101	YBR234C
OG0002096	genemark-scaffold_3-processed-gene-4.32-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.32&CDS=1-366	YBR233W-A
OG0002097	genemark-scaffold_3-processed-gene-4.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.9&CDS=1-1548	YHR170W
OG0002098	genemark-scaffold_3-processed-gene-4.10-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.10&CDS=1-1959	YHR171W
OG0002099	genemark-scaffold_3-processed-gene-4.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.34&CDS=1-1773	YDR292C
OG0002100	genemark-scaffold_3-processed-gene-4.11-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.11&CDS=1-1335	YHR169W
OG0002101	genemark-scaffold_3-processed-gene-4.35-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.35&CDS=1-2307	YGR245C
OG0002102	genemark-scaffold_3-processed-gene-4.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.12&CDS=1-2412	YHR172W
OG0002103	genemark-scaffold_3-processed-gene-4.36-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.36&CDS=1-1524	YHR168W
OG0002104	genemark-scaffold_3-processed-gene-4.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.37&CDS=1-1695	YOR128C
OG0002105	genemark-scaffold_3-processed-gene-4.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.13&CDS=1-1194	YCR035C
OG0002106	genemark-scaffold_3-processed-gene-4.38-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.38&CDS=1-1026	YCR034W
OG0002107	snap_masked-scaffold_3-processed-gene-4.118-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.118&CDS=1-1017	YDL144C
OG0002108	snap_masked-scaffold_3-processed-gene-4.119-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.119&CDS=1-1257	YER022W
OG0002109	genemark-scaffold_3-processed-gene-4.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.40&CDS=1-1227	YBR271W
OG0002110	genemark-scaffold_3-processed-gene-4.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.16&CDS=1-834	YJL072C
OG0002111	genemark-scaffold_3-processed-gene-4.17-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.17&CDS=1-969	YBR185C
OG0002112	maker-scaffold_3-snap-gene-4.128-mRNA-1_1&gene=maker-scaffold_3-snap-gene-4.128&CDS=1-6888	YKL134C
OG0002113	genemark-scaffold_3-processed-gene-4.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.23&CDS=1-594	YPR153W
OG0002114	genemark-scaffold_3-processed-gene-4.42-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.42&CDS=1-2103	YIL046W
OG0002115	genemark-scaffold_3-processed-gene-4.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.43&CDS=1-432	YKR074W
OG0002116	snap_masked-scaffold_3-processed-gene-4.104-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.104&CDS=1-1245	YGL143C
OG0002117	snap_masked-scaffold_3-processed-gene-4.105-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.105&CDS=1-303	YOL147C
OG0002118	genemark-scaffold_3-processed-gene-4.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.28&CDS=1-1323	YDL097C
OG0002119	genemark-scaffold_3-processed-gene-4.45-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.45&CDS=1-2334	YDL116W
OG0002120	snap_masked-scaffold_3-processed-gene-4.108-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.108&CDS=1-1827	YLR330W
OG0002121	genemark-scaffold_3-processed-gene-4.46-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.46&CDS=1-369	YGR020C
OG0002122	snap_masked-scaffold_3-processed-gene-4.109-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.109&CDS=1-816	YGR021W
OG0002123	genemark-scaffold_3-processed-gene-5.48-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.48&CDS=1-2505	YGR178C
OG0002124	maker-scaffold_3-augustus-gene-5.0-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.0&CDS=1-840	YIR026C
OG0002125	augustus_masked-scaffold_3-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.87&CDS=1-1959	YPL172C
OG0002126	genemark-scaffold_3-processed-gene-5.50-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.50&CDS=1-1761	YNL169C
OG0002127	genemark-scaffold_3-processed-gene-5.53-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.53&CDS=1-5070	YNL172W
OG0002128	genemark-scaffold_3-processed-gene-5.54-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.54&CDS=1-1002	YFL034C-B
OG0002129	genemark-scaffold_3-processed-gene-5.69-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.69&CDS=1-4131	YFL036W
OG0002130	genemark-scaffold_3-processed-gene-5.71-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.71&CDS=1-1416	YGR019W
OG0002131	genemark-scaffold_3-processed-gene-5.72-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.72&CDS=1-960	YGR017W
OG0002132	genemark-scaffold_3-processed-gene-5.55-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.55&CDS=1-4302	YDR443C
OG0002133	genemark-scaffold_3-processed-gene-5.56-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.56&CDS=1-603	YML011C
OG0002134	genemark-scaffold_3-processed-gene-5.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.73&CDS=1-648	YML012W
OG0002135	genemark-scaffold_3-processed-gene-5.74-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.74&CDS=1-3087	YML010W
OG0002136	maker-scaffold_3-snap-gene-5.46-mRNA-1_1&gene=maker-scaffold_3-snap-gene-5.46&CDS=1-405	YML009C
OG0002137	genemark-scaffold_3-processed-gene-5.60-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.60&CDS=1-2463	YDL117W
OG0002138	genemark-scaffold_3-processed-gene-5.76-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.76&CDS=1-1551	YMR171C
OG0002139	maker-scaffold_3-augustus-gene-5.1-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.1&CDS=1-2058	YDL108W
OG0002140	genemark-scaffold_3-processed-gene-5.63-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.63&CDS=1-564	YOL146W
OG0002141	genemark-scaffold_3-processed-gene-5.64-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.64&CDS=1-660	YDR408C
OG0002142	genemark-scaffold_3-processed-gene-5.77-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.77&CDS=1-810	YOR157C
OG0002143	genemark-scaffold_3-processed-gene-5.78-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.78&CDS=1-1998	YKR008W
OG0002144	snap_masked-scaffold_3-processed-gene-5.38-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.38&CDS=1-219	YHR143W-A
OG0002145	genemark-scaffold_3-processed-gene-5.79-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.79&CDS=1-495	YMR071C
OG0002146	snap_masked-scaffold_3-processed-gene-5.28-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.28&CDS=1-345	YJR095W
OG0002147	augustus_masked-scaffold_3-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.46&CDS=1-6663	YJL207C
OG0002148	maker-scaffold_3-snap-gene-6.124-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.124&CDS=1-3582	YNL219C
OG0002149	genemark-scaffold_3-processed-gene-6.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.6&CDS=1-903	YDL236W
OG0002150	genemark-scaffold_3-processed-gene-6.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.7&CDS=1-444	YDL235C
OG0002151	genemark-scaffold_3-processed-gene-6.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.8&CDS=1-1164	YFL030W
OG0002152	genemark-scaffold_3-processed-gene-6.26-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.26&CDS=1-1410	YLR058C
OG0002153	genemark-scaffold_3-processed-gene-6.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.28&CDS=1-333	YDL081C
OG0002154	genemark-scaffold_3-processed-gene-6.29-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.29&CDS=1-1572	YNL083W
OG0002155	genemark-scaffold_3-processed-gene-6.10-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.10&CDS=1-1584	YIL142W
OG0002156	augustus_masked-scaffold_3-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.53&CDS=1-3027	YDR430C
OG0002157	snap_masked-scaffold_3-processed-gene-6.90-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.90&CDS=1-597	YFL010C
OG0002158	genemark-scaffold_3-processed-gene-6.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.12&CDS=1-921	YDL119C
OG0002159	augustus_masked-scaffold_3-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.71&CDS=1-5280	YGL156W
OG0002160	maker-scaffold_3-snap-gene-6.122-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.122&CDS=1-3408	YGL122C
OG0002161	genemark-scaffold_3-processed-gene-6.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.34&CDS=1-792	YGL123W
OG0002162	genemark-scaffold_3-processed-gene-6.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.16&CDS=1-2892	YIL075C
OG0002163	genemark-scaffold_3-processed-gene-6.35-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.35&CDS=1-1557	YER082C
OG0002164	genemark-scaffold_3-processed-gene-6.36-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.36&CDS=1-2022	YKL216W
OG0002165	genemark-scaffold_3-processed-gene-6.19-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.19&CDS=1-1179	YDL104C
OG0002166	genemark-scaffold_3-processed-gene-6.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.37&CDS=1-1233	YDL105W
OG0002167	genemark-scaffold_3-processed-gene-6.38-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.38&CDS=1-1668	YDL106C
OG0002168	genemark-scaffold_3-processed-gene-6.39-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.39&CDS=1-1668	YPL007C
OG0002169	genemark-scaffold_3-processed-gene-6.21-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.21&CDS=1-975	YHR144C
OG0002170	genemark-scaffold_3-processed-gene-6.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.40&CDS=1-1497	YJL049W
OG0002171	maker-scaffold_3-augustus-gene-6.2-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-6.2&CDS=1-4371	YJL050W
OG0002172	genemark-scaffold_3-processed-gene-6.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.43&CDS=1-2142	YER151C
OG0002173	genemark-scaffold_3-processed-gene-6.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.24&CDS=1-1071	YHR176W
OG0002174	genemark-scaffold_3-processed-gene-7.62-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.62&CDS=1-1152	YBL021C
OG0002175	genemark-scaffold_3-processed-gene-7.63-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.63&CDS=1-1359	YKL046C
OG0002176	genemark-scaffold_3-processed-gene-7.92-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.92&CDS=1-642	YNR018W
OG0002177	genemark-scaffold_3-processed-gene-7.64-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.64&CDS=1-1749	YER086W
OG0002178	genemark-scaffold_3-processed-gene-7.65-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.65&CDS=1-2310	YOL023W
OG0002179	genemark-scaffold_3-processed-gene-7.66-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.66&CDS=1-2328	YJL168C
OG0002180	genemark-scaffold_3-processed-gene-7.67-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.67&CDS=1-648	YDL043C
OG0002181	genemark-scaffold_3-processed-gene-7.94-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.94&CDS=1-1404	YOL069W
OG0002182	genemark-scaffold_3-processed-gene-7.68-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.68&CDS=1-966	YBR228W
OG0002183	genemark-scaffold_3-processed-gene-7.69-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.69&CDS=1-1041	YIL033C
OG0002184	genemark-scaffold_3-processed-gene-7.97-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.97&CDS=1-426	YER044C
OG0002185	genemark-scaffold_3-processed-gene-7.72-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.72&CDS=1-2472	YJL141C
OG0002186	genemark-scaffold_3-processed-gene-7.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.73&CDS=1-483	YJL143W
OG0002187	genemark-scaffold_3-processed-gene-7.74-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.74&CDS=1-576	YJL140W
OG0002188	genemark-scaffold_3-processed-gene-7.99-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.99&CDS=1-843	YKR060W
OG0002189	genemark-scaffold_3-processed-gene-7.76-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.76&CDS=1-852	YJL178C
OG0002190	maker-scaffold_3-augustus-gene-7.53-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-7.53&CDS=1-366	YJL179W
OG0002191	genemark-scaffold_3-processed-gene-7.77-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.77&CDS=1-1302	YJL183W
OG0002192	genemark-scaffold_3-processed-gene-7.102-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.102&CDS=1-1137	YOL107W
OG0002193	genemark-scaffold_3-processed-gene-7.78-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.78&CDS=1-303	YOL108C
OG0002194	genemark-scaffold_3-processed-gene-7.103-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.103&CDS=1-1437	YJR122W
OG0002195	genemark-scaffold_3-processed-gene-7.104-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.104&CDS=1-354	YJL184W
OG0002196	genemark-scaffold_3-processed-gene-7.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.80&CDS=1-987	YGR101W
OG0002197	genemark-scaffold_3-processed-gene-7.81-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.81&CDS=1-966	YFR025C
OG0002198	genemark-scaffold_3-processed-gene-7.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.84&CDS=1-456	YKL067W
OG0002199	genemark-scaffold_3-processed-gene-7.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.85&CDS=1-1896	YGR054W
OG0002200	genemark-scaffold_3-processed-gene-7.86-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.86&CDS=1-870	YBR039W
OG0002201	genemark-scaffold_3-processed-gene-7.87-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.87&CDS=1-1380	YDR023W
OG0002202	genemark-scaffold_3-processed-gene-7.109-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.109&CDS=1-1188	YDR021W
OG0002203	genemark-scaffold_3-processed-gene-7.90-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.90&CDS=1-750	YLR022C
OG0002204	genemark-scaffold_3-processed-gene-8.0-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.0&CDS=1-480	YLR021W
OG0002205	genemark-scaffold_3-processed-gene-8.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.5&CDS=1-1890	YKL174C
OG0002206	genemark-scaffold_3-processed-gene-8.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.23&CDS=1-963	YKL172W
OG0002207	genemark-scaffold_3-processed-gene-8.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.6&CDS=1-1098	YJL167W
OG0002208	genemark-scaffold_3-processed-gene-8.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.7&CDS=1-816	YJR060W
OG0002209	genemark-scaffold_3-processed-gene-8.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.24&CDS=1-1020	YJR062C
OG0002210	genemark-scaffold_3-processed-gene-8.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.8&CDS=1-783	YKL207W
OG0002211	genemark-scaffold_3-processed-gene-8.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.9&CDS=1-981	YMR281W
OG0002212	genemark-scaffold_3-processed-gene-8.26-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.26&CDS=1-1734	YMR282C
OG0002213	genemark-scaffold_3-processed-gene-8.27-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.27&CDS=1-1038	YGL159W
OG0002214	genemark-scaffold_3-processed-gene-8.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.28&CDS=1-693	YMR069W
OG0002215	snap_masked-scaffold_3-processed-gene-8.96-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.96&CDS=1-1215	YIL116W
OG0002216	genemark-scaffold_3-processed-gene-8.29-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.29&CDS=1-879	YPR069C
OG0002217	genemark-scaffold_3-processed-gene-8.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.30&CDS=1-642	YBR111C
OG0002218	augustus_masked-scaffold_3-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.56&CDS=1-294	YBR111W-A
OG0002219	augustus_masked-scaffold_3-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.72&CDS=1-2466	YBR112C
OG0002220	snap_masked-scaffold_3-processed-gene-8.117-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.117&CDS=1-3717	YPL082C
OG0002221	maker-scaffold_3-snap-gene-8.132-mRNA-1_1&gene=maker-scaffold_3-snap-gene-8.132&CDS=1-1695	YBR288C
OG0002222	genemark-scaffold_3-processed-gene-8.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.34&CDS=1-699	YOR131C
OG0002223	genemark-scaffold_3-processed-gene-8.36-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.36&CDS=1-444	YBR255C-A
OG0002224	maker-scaffold_3-snap-gene-8.136-mRNA-1_1&gene=maker-scaffold_3-snap-gene-8.136&CDS=1-402	YMR022W
OG0002225	genemark-scaffold_3-processed-gene-8.38-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.38&CDS=1-1446	YMR020W
OG0002226	genemark-scaffold_3-processed-gene-8.39-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.39&CDS=1-1161	YAL032C
OG0002227	genemark-scaffold_3-processed-gene-8.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.40&CDS=1-486	YLR074C
OG0002228	genemark-scaffold_3-processed-gene-8.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.18&CDS=1-654	YLR075W
OG0002229	genemark-scaffold_3-processed-gene-8.42-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.42&CDS=1-4470	YOR336W
OG0002230	genemark-scaffold_3-processed-gene-8.19-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.19&CDS=1-1668	YBR227C
OG0002231	snap_masked-scaffold_3-processed-gene-8.108-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.108&CDS=1-1548	YNL152W
OG0002232	genemark-scaffold_3-processed-gene-8.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.43&CDS=1-672	YNL151C
OG0002233	genemark-scaffold_3-processed-gene-8.44-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.44&CDS=1-354	YNL149C
OG0002234	genemark-scaffold_3-processed-gene-8.45-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.45&CDS=1-744	YPL174C
OG0002235	augustus_masked-scaffold_3-processed-gene-9.37-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.37&CDS=1-768	YCR063W
OG0002236	genemark-scaffold_3-processed-gene-9.2-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.2&CDS=1-2142	YMR108W
OG0002237	genemark-scaffold_3-processed-gene-9.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.5&CDS=1-2631	YJL029C
OG0002238	genemark-scaffold_3-processed-gene-9.3-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.3&CDS=1-1668	YJL008C
OG0002239	genemark-scaffold_3-processed-gene-9.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.7&CDS=1-1047	YHR034C
OG0002240	genemark-scaffold_3-processed-gene-9.22-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.22&CDS=1-687	YHR181W
OG0002241	genemark-scaffold_3-processed-gene-9.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.9&CDS=1-1419	YHR075C
OG0002242	augustus_masked-scaffold_3-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.58&CDS=1-4809	YHR074W
OG0002243	genemark-scaffold_3-processed-gene-9.10-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.10&CDS=1-8172	YGL195W
OG0002244	genemark-scaffold_3-processed-gene-9.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.13&CDS=1-1455	YMR140W
OG0002245	genemark-scaffold_3-processed-gene-9.15-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.15&CDS=1-1803	YPL169C
OG0002246	augustus_masked-scaffold_3-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.63&CDS=1-11019	YKR031C
OG0002247	genemark-scaffold_3-processed-gene-9.32-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.32&CDS=1-366	YCR071C
OG0002248	genemark-scaffold_3-processed-gene-9.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.16&CDS=1-915	YDR051C
OG0002249	genemark-scaffold_3-processed-gene-9.17-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.17&CDS=1-741	YDR050C
OG0002250	genemark-scaffold_3-processed-gene-9.33-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.33&CDS=1-546	YAL033W
OG0002251	genemark-scaffold_3-processed-gene-9.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.18&CDS=1-2910	YOR335C
OG0002252	genemark-scaffold_3-processed-gene-9.19-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.19&CDS=1-1485	YNL291C
OG0002253	genemark-scaffold_3-processed-gene-9.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.34&CDS=1-1161	YNL292W
OG0002254	genemark-scaffold_3-processed-gene-9.20-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.20&CDS=1-5031	YNL297C
OG0002255	genemark-scaffold_3-processed-gene-10.19-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.19&CDS=1-3483	YBR023C
OG0002256	snap_masked-scaffold_3-processed-gene-10.121-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.121&CDS=1-951	YLR017W
OG0002257	genemark-scaffold_3-processed-gene-10.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.37&CDS=1-759	YMR156C
OG0002258	genemark-scaffold_3-processed-gene-10.38-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.38&CDS=1-468	YMR158W
OG0002259	genemark-scaffold_3-processed-gene-10.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.23&CDS=1-1032	YMR157C
OG0002260	genemark-scaffold_3-processed-gene-10.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.40&CDS=1-591	YDL098C
