	Lachancea_meyersii	Saccharomyces_cerevisiae
OG0002549	augustus_masked-LAME0F-processed-gene-15.55-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.55&CDS=1-2130	YNL311C
OG0002550	augustus_masked-LAME0F-processed-gene-15.74-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.74&CDS=1-1458	YOL132W
OG0002551	maker-LAME0F-augustus-gene-15.1-mRNA-1_1&gene=maker-LAME0F-augustus-gene-15.1&CDS=1-867	YNL312W
OG0002552	genemark-LAME0F-processed-gene-15.13-mRNA-1_1&gene=genemark-LAME0F-processed-gene-15.13&CDS=1-2715	YNL313C
OG0002553	augustus_masked-LAME0F-processed-gene-15.76-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.76&CDS=1-885	YNL314W
OG0002554	augustus_masked-LAME0F-processed-gene-15.78-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.78&CDS=1-1956	YLR135W
OG0002555	augustus_masked-LAME0F-processed-gene-15.58-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.58&CDS=1-1179	YDL237W
OG0002556	augustus_masked-LAME0F-processed-gene-15.79-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.79&CDS=1-2541	YNL221C
OG0002557	augustus_masked-LAME0F-processed-gene-15.59-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.59&CDS=1-1296	YNL220W
OG0002558	augustus_masked-LAME0F-processed-gene-15.80-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.80&CDS=1-1647	YNL219C
OG0002559	augustus_masked-LAME0F-processed-gene-15.60-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.60&CDS=1-924	YDL236W
OG0002560	augustus_masked-LAME0F-processed-gene-15.61-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.61&CDS=1-1662	YNL218W
OG0002561	augustus_masked-LAME0F-processed-gene-15.81-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.81&CDS=1-414	YDL235C
OG0002562	augustus_masked-LAME0F-processed-gene-15.62-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.62&CDS=1-933	YNL217W
OG0002563	augustus_masked-LAME0F-processed-gene-15.63-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.63&CDS=1-2178	YNL216W
OG0002564	augustus_masked-LAME0F-processed-gene-15.82-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.82&CDS=1-2244	YDL234C
OG0002565	augustus_masked-LAME0F-processed-gene-15.64-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.64&CDS=1-747	YNL215W
OG0002566	augustus_masked-LAME0F-processed-gene-15.65-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.65&CDS=1-1701	YDL233W
OG0002567	augustus_masked-LAME0F-processed-gene-15.66-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.66&CDS=1-627	YNL214W
OG0002568	augustus_masked-LAME0F-processed-gene-15.83-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.83&CDS=1-648	YNL213C
OG0002569	augustus_masked-LAME0F-processed-gene-15.67-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.67&CDS=1-2433	YNL212W
OG0002570	snap_masked-LAME0F-processed-gene-15.129-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-15.129&CDS=1-258	YNL211C
OG0002571	augustus_masked-LAME0F-processed-gene-15.84-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.84&CDS=1-3210	YDL231C
OG0002572	genemark-LAME0F-processed-gene-15.25-mRNA-1_1&gene=genemark-LAME0F-processed-gene-15.25&CDS=1-975	YDL230W
OG0002573	snap_masked-LAME0F-processed-gene-15.111-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-15.111&CDS=1-972	YNL210W
OG0002574	augustus_masked-LAME0F-processed-gene-15.85-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.85&CDS=1-894	YLL056C
OG0002575	augustus_masked-LAME0F-processed-gene-16.91-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.91&CDS=1-1260	YNL207W
OG0002576	augustus_masked-LAME0F-processed-gene-16.93-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.93&CDS=1-1326	YNL206C
OG0002577	augustus_masked-LAME0F-processed-gene-16.94-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.94&CDS=1-1089	YDL226C
OG0002578	genemark-LAME0F-processed-gene-16.46-mRNA-1_1&gene=genemark-LAME0F-processed-gene-16.46&CDS=1-870	YNL202W
OG0002579	augustus_masked-LAME0F-processed-gene-16.95-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.95&CDS=1-2373	YNL201C
OG0002580	augustus_masked-LAME0F-processed-gene-16.96-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.96&CDS=1-729	YNL200C
OG0002581	snap_masked-LAME0F-processed-gene-16.23-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-16.23&CDS=1-1545	YNL199C
OG0002582	augustus_masked-LAME0F-processed-gene-16.97-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.97&CDS=1-1641	YDL225W
OG0002583	augustus_masked-LAME0F-processed-gene-16.116-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.116&CDS=1-1875	YNL197C
OG0002584	snap_masked-LAME0F-processed-gene-16.27-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-16.27&CDS=1-2736	YDL220C
OG0002585	snap_masked-LAME0F-processed-gene-16.7-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-16.7&CDS=1-1557	YNL193W
OG0002586	augustus_masked-LAME0F-processed-gene-16.100-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.100&CDS=1-1257	YDL218W
OG0002587	augustus_masked-LAME0F-processed-gene-16.102-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.102&CDS=1-1623	YNL189W
OG0002588	augustus_masked-LAME0F-processed-gene-16.119-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.119&CDS=1-588	YDL217C
OG0002589	augustus_masked-LAME0F-processed-gene-16.104-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.104&CDS=1-1284	YNL187W
OG0002590	augustus_masked-LAME0F-processed-gene-16.120-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.120&CDS=1-1179	YDL216C
OG0002591	augustus_masked-LAME0F-processed-gene-16.121-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.121&CDS=1-3147	YDL215C
OG0002592	augustus_masked-LAME0F-processed-gene-16.105-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.105&CDS=1-2262	YNL186W
OG0002593	augustus_masked-LAME0F-processed-gene-16.122-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.122&CDS=1-447	YNL185C
OG0002594	augustus_masked-LAME0F-processed-gene-16.123-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.123&CDS=1-2313	YNL183C
OG0002595	augustus_masked-LAME0F-processed-gene-16.124-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.124&CDS=1-630	YDL213C
OG0002596	augustus_masked-LAME0F-processed-gene-16.125-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.125&CDS=1-1506	YNL182C
OG0002597	augustus_masked-LAME0F-processed-gene-16.107-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.107&CDS=1-1164	YNL181W
OG0002598	augustus_masked-LAME0F-processed-gene-16.126-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.126&CDS=1-780	YNL180C
OG0002599	augustus_masked-LAME0F-processed-gene-16.109-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.109&CDS=1-747	YNL178W
OG0002600	augustus_masked-LAME0F-processed-gene-16.110-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.110&CDS=1-585	YDL212W
OG0002601	augustus_masked-LAME0F-processed-gene-16.127-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.127&CDS=1-903	YNL177C
OG0002602	augustus_masked-LAME0F-processed-gene-16.129-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.129&CDS=1-1197	YNL175C
OG0002603	genemark-LAME0F-processed-gene-16.66-mRNA-1_1&gene=genemark-LAME0F-processed-gene-16.66&CDS=1-5169	YNL172W
OG0002604	snap_masked-LAME0F-processed-gene-16.39-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-16.39&CDS=1-1494	YNL169C
OG0002605	augustus_masked-LAME0F-processed-gene-16.112-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.112&CDS=1-969	YHR144C
OG0002606	snap_masked-LAME0F-processed-gene-16.40-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-16.40&CDS=1-2094	YNL167C
OG0002607	augustus_masked-LAME0F-processed-gene-16.133-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.133&CDS=1-210	YHR143W-A
OG0002608	snap_masked-LAME0F-processed-gene-16.42-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-16.42&CDS=1-1638	YNL166C
OG0002609	augustus_masked-LAME0F-processed-gene-16.114-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.114&CDS=1-1107	YNL165W
OG0002610	augustus_masked-LAME0F-processed-gene-16.135-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-16.135&CDS=1-837	YHR143W
OG0002611	augustus_masked-LAME0F-processed-gene-17.103-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.103&CDS=1-927	YNL164C
OG0002612	augustus_masked-LAME0F-processed-gene-17.104-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.104&CDS=1-3306	YNL163C
OG0002613	augustus_masked-LAME0F-processed-gene-17.105-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.105&CDS=1-957	YHR142W
OG0002614	genemark-LAME0F-processed-gene-17.57-mRNA-1_1&gene=genemark-LAME0F-processed-gene-17.57&CDS=1-2292	YNL161W
OG0002615	augustus_masked-LAME0F-processed-gene-17.123-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.123&CDS=1-675	YHR140W
OG0002616	augustus_masked-LAME0F-processed-gene-17.107-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.107&CDS=1-1482	YNL142W
OG0002617	augustus_masked-LAME0F-processed-gene-17.108-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.108&CDS=1-342	YHR138C
OG0002618	augustus_masked-LAME0F-processed-gene-17.125-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.125&CDS=1-387	YNL153C
OG0002619	augustus_masked-LAME0F-processed-gene-17.126-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.126&CDS=1-1605	YHR137W
OG0002620	augustus_masked-LAME0F-processed-gene-17.131-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.131&CDS=1-1008	YDL078C
OG0002621	augustus_masked-LAME0F-processed-gene-17.132-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.132&CDS=1-564	YMR138W
OG0002622	augustus_masked-LAME0F-processed-gene-17.109-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.109&CDS=1-1917	YMR137C
OG0002623	augustus_masked-LAME0F-processed-gene-17.110-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.110&CDS=1-1170	YMR135C
OG0002624	augustus_masked-LAME0F-processed-gene-17.134-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.134&CDS=1-768	YMR134W
OG0002625	snap_masked-LAME0F-processed-gene-17.36-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-17.36&CDS=1-1488	YMR133W
OG0002626	augustus_masked-LAME0F-processed-gene-17.112-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.112&CDS=1-573	YMR132C
OG0002627	augustus_masked-LAME0F-processed-gene-17.113-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.113&CDS=1-1578	YMR131C
OG0002628	augustus_masked-LAME0F-processed-gene-17.114-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.114&CDS=1-3129	YLR039C
OG0002629	augustus_masked-LAME0F-processed-gene-17.115-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.115&CDS=1-246	YLR038C
OG0002630	maker-LAME0F-augustus-gene-17.99-mRNA-1_1&gene=maker-LAME0F-augustus-gene-17.99&CDS=1-912	YMR130W
OG0002631	augustus_masked-LAME0F-processed-gene-17.137-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.137&CDS=1-3876	YMR129W
OG0002632	augustus_masked-LAME0F-processed-gene-17.138-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.138&CDS=1-5154	YMR128W
OG0002633	augustus_masked-LAME0F-processed-gene-17.117-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.117&CDS=1-978	YMR127C
OG0002634	augustus_masked-LAME0F-processed-gene-17.139-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.139&CDS=1-3417	YLR032W
OG0002635	augustus_masked-LAME0F-processed-gene-17.118-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.118&CDS=1-972	YMR126C
OG0002636	snap_masked-LAME0F-processed-gene-17.42-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-17.42&CDS=1-2562	YMR125W
OG0002637	snap_masked-LAME0F-processed-gene-17.43-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-17.43&CDS=1-2991	YMR124W
OG0002638	augustus_masked-LAME0F-processed-gene-17.141-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.141&CDS=1-384	YMR123W
OG0002639	augustus_masked-LAME0F-processed-gene-17.121-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.121&CDS=1-1773	YMR120C
OG0002640	augustus_masked-LAME0F-processed-gene-17.143-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.143&CDS=1-1941	YMR119W
OG0002641	augustus_masked-LAME0F-processed-gene-17.144-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.144&CDS=1-573	YGR016W
OG0002642	augustus_masked-LAME0F-processed-gene-17.122-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.122&CDS=1-939	YGR015C
OG0002643	augustus_masked-LAME0F-processed-gene-18.3-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.3&CDS=1-1668	YGR013W
OG0002644	augustus_masked-LAME0F-processed-gene-18.4-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.4&CDS=1-1167	YGR012W
OG0002645	augustus_masked-LAME0F-processed-gene-18.5-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.5&CDS=1-2184	YJL056C
OG0002646	augustus_masked-LAME0F-processed-gene-18.25-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.25&CDS=1-1254	YBR271W
OG0002647	snap_masked-LAME0F-processed-gene-18.101-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-18.101&CDS=1-1782	YJL057C
OG0002648	augustus_masked-LAME0F-processed-gene-18.26-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.26&CDS=1-1233	YJL059W
OG0002649	augustus_masked-LAME0F-processed-gene-18.27-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.27&CDS=1-1302	YJL060W
OG0002650	snap_masked-LAME0F-processed-gene-18.103-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-18.103&CDS=1-390	YBR269C
OG0002651	snap_masked-LAME0F-processed-gene-18.124-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-18.124&CDS=1-2055	YJL061W
OG0002652	maker-LAME0F-augustus-gene-18.0-mRNA-1_1&gene=maker-LAME0F-augustus-gene-18.0&CDS=1-2853	YJL062W
OG0002653	augustus_masked-LAME0F-processed-gene-18.30-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.30&CDS=1-1206	YBR267W
OG0002654	augustus_masked-LAME0F-processed-gene-18.31-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.31&CDS=1-933	YBR265W
OG0002655	augustus_masked-LAME0F-processed-gene-18.32-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.32&CDS=1-267	YJL062W-A
OG0002656	augustus_masked-LAME0F-processed-gene-18.9-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.9&CDS=1-714	YJL063C
OG0002657	augustus_masked-LAME0F-processed-gene-18.33-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.33&CDS=1-2217	YBR276C
OG0002658	augustus_masked-LAME0F-processed-gene-18.11-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.11&CDS=1-669	YJL065C
OG0002659	snap_masked-LAME0F-processed-gene-18.107-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-18.107&CDS=1-876	YJL066C
OG0002660	augustus_masked-LAME0F-processed-gene-18.13-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.13&CDS=1-1254	YBR279W
OG0002661	augustus_masked-LAME0F-processed-gene-18.14-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.14&CDS=1-906	YJL068C
OG0002662	augustus_masked-LAME0F-processed-gene-18.34-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.34&CDS=1-1734	YBR280C
OG0002663	augustus_masked-LAME0F-processed-gene-18.35-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.35&CDS=1-2571	YBR281C
OG0002664	augustus_masked-LAME0F-processed-gene-18.15-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.15&CDS=1-1746	YJL069C
OG0002665	augustus_masked-LAME0F-processed-gene-18.16-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.16&CDS=1-435	YBR282W
OG0002666	augustus_masked-LAME0F-processed-gene-18.36-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.36&CDS=1-1479	YBR283C
OG0002667	augustus_masked-LAME0F-processed-gene-18.17-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.17&CDS=1-288	YBR262C
OG0002668	augustus_masked-LAME0F-processed-gene-18.18-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.18&CDS=1-693	YBR261C
OG0002669	augustus_masked-LAME0F-processed-gene-18.19-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.19&CDS=1-2106	YBR260C
OG0002670	snap_masked-LAME0F-processed-gene-18.134-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-18.134&CDS=1-2325	YJL047C
OG0002671	snap_masked-LAME0F-processed-gene-18.116-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-18.116&CDS=1-396	YBR258C
OG0002672	augustus_masked-LAME0F-processed-gene-18.39-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.39&CDS=1-819	YBR257W
OG0002673	augustus_masked-LAME0F-processed-gene-18.21-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.21&CDS=1-1236	YJL046W
OG0002674	augustus_masked-LAME0F-processed-gene-18.40-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.40&CDS=1-2016	YFR029W
OG0002675	snap_masked-LAME0F-processed-gene-18.119-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-18.119&CDS=1-2454	YFR013W
OG0002676	snap_masked-LAME0F-processed-gene-18.138-mRNA-1_1&gene=snap_masked-LAME0F-processed-gene-18.138&CDS=1-867	YNL286W
OG0002677	augustus_masked-LAME0F-processed-gene-18.42-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.42&CDS=1-2799	YNL287W
OG0002678	augustus_masked-LAME0F-processed-gene-18.43-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.43&CDS=1-1053	YNL288W
OG0002679	augustus_masked-LAME0F-processed-gene-18.46-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-18.46&CDS=1-789	YNL289W
OG0002680	augustus_masked-LAME0F-processed-gene-19.8-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.8&CDS=1-987	YNL290W
OG0002681	augustus_masked-LAME0F-processed-gene-19.6-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.6&CDS=1-1500	YNL291C
OG0002682	maker-LAME0F-augustus-gene-19.3-mRNA-1_1&gene=maker-LAME0F-augustus-gene-19.3&CDS=1-1956	YNL292W
OG0002683	augustus_masked-LAME0F-processed-gene-19.7-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.7&CDS=1-600	YOL111C
OG0002684	augustus_masked-LAME0F-processed-gene-19.10-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.10&CDS=1-1665	YNL293W
OG0002685	augustus_masked-LAME0F-processed-gene-19.11-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.11&CDS=1-1557	YNL294C
OG0002686	augustus_masked-LAME0F-processed-gene-19.35-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.35&CDS=1-1404	YNL295W
OG0002687	augustus_masked-LAME0F-processed-gene-19.12-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.12&CDS=1-4839	YNL297C
OG0002688	augustus_masked-LAME0F-processed-gene-19.13-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.13&CDS=1-549	YOL114C
OG0002689	augustus_masked-LAME0F-processed-gene-19.37-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.37&CDS=1-2046	YOL115W
OG0002690	augustus_masked-LAME0F-processed-gene-19.39-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.39&CDS=1-1749	YOL117W
OG0002691	augustus_masked-LAME0F-processed-gene-19.14-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.14&CDS=1-480	YLR109W
OG0002692	maker-LAME0F-snap-gene-19.102-mRNA-1_1&gene=maker-LAME0F-snap-gene-19.102&CDS=1-255	YPR170W-B
OG0002693	augustus_masked-LAME0F-processed-gene-19.17-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.17&CDS=1-1959	YPR171W
OG0002694	augustus_masked-LAME0F-processed-gene-19.18-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.18&CDS=1-993	YLR455W
OG0002695	augustus_masked-LAME0F-processed-gene-19.19-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.19&CDS=1-645	YPR172W
OG0002696	augustus_masked-LAME0F-processed-gene-19.40-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.40&CDS=1-1293	YPR173C
OG0002697	augustus_masked-LAME0F-processed-gene-19.41-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.41&CDS=1-963	YPR174C
OG0002698	augustus_masked-LAME0F-processed-gene-19.20-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.20&CDS=1-2067	YPR175W
OG0002699	augustus_masked-LAME0F-processed-gene-19.42-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.42&CDS=1-1017	YPR176C
OG0002700	augustus_masked-LAME0F-processed-gene-19.21-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.21&CDS=1-1401	YPR178W
OG0002701	augustus_masked-LAME0F-processed-gene-19.43-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.43&CDS=1-1947	YPR179C
OG0002702	augustus_masked-LAME0F-processed-gene-19.22-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.22&CDS=1-1041	YPR180W
OG0002703	augustus_masked-LAME0F-processed-gene-19.23-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.23&CDS=1-1170	YLR459W
OG0002704	augustus_masked-LAME0F-processed-gene-19.24-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.24&CDS=1-363	YPR182W
OG0002705	augustus_masked-LAME0F-processed-gene-19.25-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.25&CDS=1-795	YPR183W
OG0002706	augustus_masked-LAME0F-processed-gene-19.26-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.26&CDS=1-4563	YPR184W
OG0002707	augustus_masked-LAME0F-processed-gene-19.27-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.27&CDS=1-2043	YPR185W
OG0002708	genemark-LAME0F-processed-gene-19.94-mRNA-1_1&gene=genemark-LAME0F-processed-gene-19.94&CDS=1-1320	YPR186C
OG0002709	augustus_masked-LAME0F-processed-gene-19.28-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.28&CDS=1-468	YPR187W
OG0002710	augustus_masked-LAME0F-processed-gene-19.46-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.46&CDS=1-468	YPR188C
OG0002711	augustus_masked-LAME0F-processed-gene-19.29-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.29&CDS=1-4227	YPR189W
OG0002712	augustus_masked-LAME0F-processed-gene-19.47-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.47&CDS=1-1866	YPR190C
OG0002713	augustus_masked-LAME0F-processed-gene-19.30-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-19.30&CDS=1-1095	YPR191W
OG0002714	augustus_masked-LAME0G-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-0.76&CDS=1-1329	YCL063W
OG0002715	augustus_masked-LAME0G-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-0.90&CDS=1-3066	YCL061C
OG0002716	augustus_masked-LAME0G-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-0.91&CDS=1-1005	YCL059C
