	Saccharomyces_cerevisiae	yHMPu5000034967_Candida_freyschussii
OG0001436	YFL054C	genemark-flattened_line_20-processed-gene-2.21-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.21&CDS=1-1164
OG0001437	YFL055W	genemark-flattened_line_2-processed-gene-1.144-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.144&CDS=1-1605
OG0001438	YFR001W	genemark-flattened_line_50-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.42&CDS=1-630
OG0001439	YFR002W	maker-flattened_line_8-augustus-gene-1.178-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.178&CDS=1-4911
OG0001440	YFR005C	genemark-flattened_line_28-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.111&CDS=1-1386
OG0001441	YFR006W	augustus_masked-flattened_line_0-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.9&CDS=1-1398
OG0001442	YFR007W	genemark-flattened_line_14-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.57&CDS=1-1086
OG0001443	YFR009W	genemark-flattened_line_10-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.42&CDS=1-2259
OG0001444	YFR010W	genemark-flattened_line_42-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.152&CDS=1-1425
OG0001445	YFR011C	genemark-flattened_line_42-processed-gene-0.189-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.189&CDS=1-456
OG0001446	YFR015C	genemark-flattened_line_6-processed-gene-3.114-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.114&CDS=1-2055
OG0001447	YFR016C	genemark-flattened_line_22-processed-gene-1.159-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.159&CDS=1-2136
OG0001448	YFR018C	genemark-flattened_line_42-processed-gene-0.184-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.184&CDS=1-1026
OG0001449	YFR019W	genemark-flattened_line_42-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.149&CDS=1-5778
OG0001450	YFR021W	genemark-flattened_line_42-processed-gene-0.187-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.187&CDS=1-1518
OG0001451	YFR025C	augustus_masked-flattened_line_20-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.183&CDS=1-963
OG0001452	YFR027W	augustus_masked-flattened_line_4-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.159&CDS=1-795
OG0001453	YFR028C	genemark-flattened_line_20-processed-gene-2.47-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.47&CDS=1-1590
OG0001454	YFR029W	genemark-flattened_line_8-processed-gene-3.91-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.91&CDS=1-1806
OG0001455	YFR030W	genemark-flattened_line_10-processed-gene-5.196-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.196&CDS=1-3213
OG0001456	YFR031C	genemark-flattened_line_10-processed-gene-5.164-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.164&CDS=1-3510
OG0001457	YFR032C	genemark-flattened_line_10-processed-gene-5.162-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.162&CDS=1-936
OG0001458	YFR032C-A	snap_masked-flattened_line_10-processed-gene-5.24-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.24&CDS=1-186
OG0001459	YFR034C	genemark-flattened_line_10-processed-gene-5.159-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.159&CDS=1-1443
OG0001460	YFR037C	augustus_masked-flattened_line_0-processed-gene-11.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.19&CDS=1-3024
OG0001461	YFR041C	genemark-flattened_line_0-processed-gene-10.44-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.44&CDS=1-885
OG0001462	YFR043C	genemark-flattened_line_0-processed-gene-10.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.45&CDS=1-696
OG0001463	YFR044C	genemark-flattened_line_0-processed-gene-11.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.80&CDS=1-1437
OG0001464	YFR045W	genemark-flattened_line_0-processed-gene-9.159-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.159&CDS=1-1053
OG0001465	YFR047C	maker-flattened_line_42-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-0.1&CDS=1-1512
OG0001466	YFR048W	genemark-flattened_line_0-processed-gene-7.135-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.135&CDS=1-1602
OG0001467	YFR049W	genemark-flattened_line_0-processed-gene-7.138-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.138&CDS=1-315
OG0001468	YFR050C	genemark-flattened_line_0-processed-gene-7.139-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.139&CDS=1-798
OG0001469	YFR051C	genemark-flattened_line_0-processed-gene-7.166-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.166&CDS=1-1569
OG0001470	YFR052W	snap_masked-flattened_line_26-processed-gene-1.205-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.205&CDS=1-852
OG0001471	YGL001C	genemark-flattened_line_2-processed-gene-7.119-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.119&CDS=1-1047
OG0001472	YGL003C	genemark-flattened_line_0-processed-gene-3.109-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.109&CDS=1-1524
OG0001473	YGL004C	genemark-flattened_line_75-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.4&CDS=1-1170
OG0001474	YGL005C	genemark-flattened_line_58-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.48&CDS=1-843
OG0001475	YGL006W	genemark-flattened_line_58-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.49&CDS=1-3603
OG0001476	YGL008C	genemark-flattened_line_2-processed-gene-6.50-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.50&CDS=1-2685
OG0001477	YGL009C	genemark-flattened_line_12-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.3&CDS=1-2340
OG0001478	YGL011C	genemark-flattened_line_0-processed-gene-12.96-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.96&CDS=1-729
OG0001479	YGL012W	genemark-flattened_line_0-processed-gene-12.135-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.135&CDS=1-1362
OG0001480	YGL016W	genemark-flattened_line_75-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.1&CDS=1-3072
OG0001481	YGL017W	maker-flattened_line_16-augustus-gene-1.69-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.69&CDS=1-1371
OG0001482	YGL018C	genemark-flattened_line_16-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.97&CDS=1-552
OG0001483	YGL019W	genemark-flattened_line_16-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.122&CDS=1-705
OG0001484	YGL020C	genemark-flattened_line_16-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.98&CDS=1-555
OG0001485	YGL022W	genemark-flattened_line_0-processed-gene-12.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.90&CDS=1-2175
OG0001486	YGL026C	genemark-flattened_line_10-processed-gene-5.198-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.198&CDS=1-2085
OG0001487	YGL027C	augustus_masked-flattened_line_12-processed-gene-4.217-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.217&CDS=1-4998
OG0001488	YGL028C	genemark-flattened_line_12-processed-gene-4.103-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.103&CDS=1-1425
OG0001489	YGL030W	genemark-flattened_line_12-processed-gene-3.21-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.21&CDS=1-1875
OG0001490	YGL033W	augustus_masked-flattened_line_12-processed-gene-4.218-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.218&CDS=1-621
OG0001491	YGL036W	genemark-flattened_line_58-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.43&CDS=1-2481
OG0001492	YGL037C	genemark-flattened_line_58-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.57&CDS=1-684
OG0001493	YGL040C	genemark-flattened_line_0-processed-gene-3.70-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.70&CDS=1-1026
OG0001494	YGL043W	augustus_masked-flattened_line_16-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.6&CDS=1-1098
OG0001495	YGL044C	maker-flattened_line_16-augustus-gene-1.62-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.62&CDS=1-771
OG0001496	YGL045W	genemark-flattened_line_58-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.41&CDS=1-1869
OG0001497	YGL047W	genemark-flattened_line_34-processed-gene-0.257-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.257&CDS=1-537
OG0001498	YGL048C	genemark-flattened_line_34-processed-gene-0.304-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.304&CDS=1-1191
OG0001499	YGL050W	snap_masked-flattened_line_0-processed-gene-3.55-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.55&CDS=1-792
OG0001500	YGL054C	genemark-flattened_line_68-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.34&CDS=1-408
OG0001501	YGL058W	genemark-flattened_line_8-processed-gene-5.20-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.20&CDS=1-486
OG0001502	YGL064C	augustus_masked-flattened_line_10-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.115&CDS=1-1650
OG0001503	YGL065C	genemark-flattened_line_12-processed-gene-4.123-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.123&CDS=1-1485
OG0001504	YGL066W	genemark-flattened_line_12-processed-gene-4.162-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.162&CDS=1-1143
OG0001505	YGL068W	genemark-flattened_line_4-processed-gene-6.209-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.209&CDS=1-534
OG0001506	YGL073W	genemark-flattened_line_36-processed-gene-0.281-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.281&CDS=1-1698
OG0001507	YGL077C	augustus_masked-flattened_line_10-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.15&CDS=1-1650
OG0001508	YGL078C	genemark-flattened_line_30-processed-gene-0.202-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.202&CDS=1-1590
OG0001509	YGL079W	genemark-flattened_line_30-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.199&CDS=1-507
OG0001510	YGL080W	genemark-flattened_line_36-processed-gene-0.246-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.246&CDS=1-381
OG0001511	YGL083W	augustus_masked-flattened_line_16-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.62&CDS=1-2928
OG0001512	YGL084C	genemark-flattened_line_14-processed-gene-4.34-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.34&CDS=1-1725
OG0001513	YGL085W	maker-flattened_line_14-augustus-gene-4.324-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-4.324&CDS=1-2535
OG0001514	YGL087C	genemark-flattened_line_14-processed-gene-4.35-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.35&CDS=1-414
OG0001515	YGL091C	augustus_masked-flattened_line_20-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.106&CDS=1-975
OG0001516	YGL094C	genemark-flattened_line_6-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.65&CDS=1-3249
OG0001517	YGL095C	genemark-flattened_line_6-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.64&CDS=1-1809
OG0001518	YGL097W	genemark-flattened_line_4-processed-gene-2.134-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.134&CDS=1-1428
OG0001519	YGL098W	genemark-flattened_line_0-processed-gene-10.14-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.14&CDS=1-732
OG0001520	YGL099W	genemark-flattened_line_14-processed-gene-4.74-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.74&CDS=1-1851
OG0001521	YGL100W	genemark-flattened_line_20-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.72&CDS=1-1011
OG0001522	YGL103W	genemark-flattened_line_20-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.68&CDS=1-447
OG0001523	YGL106W	genemark-flattened_line_20-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.59&CDS=1-444
OG0001524	YGL110C	genemark-flattened_line_20-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.77&CDS=1-1722
OG0001525	YGL111W	genemark-flattened_line_20-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.53&CDS=1-1188
OG0001526	YGL112C	genemark-flattened_line_0-processed-gene-2.147-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.147&CDS=1-1413
OG0001527	YGL113W	genemark-flattened_line_0-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.121&CDS=1-1842
OG0001528	YGL114W	genemark-flattened_line_44-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.1&CDS=1-1995
OG0001529	YGL115W	genemark-flattened_line_44-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.0&CDS=1-1008
OG0001530	YGL116W	genemark-flattened_line_44-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.37&CDS=1-1473
OG0001531	YGL119W	snap_masked-flattened_line_8-processed-gene-3.172-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.172&CDS=1-1665
OG0001532	YGL122C	genemark-flattened_line_0-processed-gene-12.124-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.124&CDS=1-1428
OG0001533	YGL123W	genemark-flattened_line_0-processed-gene-12.172-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.172&CDS=1-774
OG0001534	YGL124C	augustus_masked-flattened_line_0-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.108&CDS=1-2655
OG0001535	YGL125W	genemark-flattened_line_22-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.5&CDS=1-1791
OG0001536	YGL126W	genemark-flattened_line_0-processed-gene-12.110-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.110&CDS=1-804
OG0001537	YGL129C	genemark-flattened_line_10-processed-gene-4.145-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.145&CDS=1-1287
OG0001538	YGL130W	genemark-flattened_line_10-processed-gene-4.143-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.143&CDS=1-1287
OG0001539	YGL131C	genemark-flattened_line_10-processed-gene-4.168-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.168&CDS=1-3807
OG0001540	YGL136C	genemark-flattened_line_10-processed-gene-4.136-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.136&CDS=1-909
OG0001541	YGL137W	genemark-flattened_line_10-processed-gene-4.162-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.162&CDS=1-2472
OG0001542	YGL139W	genemark-flattened_line_10-processed-gene-4.163-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.163&CDS=1-2286
OG0001543	YGL140C	genemark-flattened_line_10-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.1&CDS=1-3051
OG0001544	YGL141W	genemark-flattened_line_44-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.15&CDS=1-2871
OG0001545	YGL142C	genemark-flattened_line_83-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.13&CDS=1-1590
OG0001546	YGL145W	genemark-flattened_line_54-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.94&CDS=1-2118
OG0001547	YGL148W	maker-flattened_line_4-augustus-gene-6.112-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-6.112&CDS=1-2700
OG0001548	YGL150C	genemark-flattened_line_4-processed-gene-3.149-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.149&CDS=1-3948
OG0001549	YGL151W	genemark-flattened_line_4-processed-gene-3.129-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.129&CDS=1-2718
OG0001550	YGL153W	genemark-flattened_line_0-processed-gene-10.4-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.4&CDS=1-1173
OG0001551	YGL154C	maker-flattened_line_0-augustus-gene-10.168-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-10.168&CDS=1-858
OG0001552	YGL156W	genemark-flattened_line_0-processed-gene-10.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.5&CDS=1-4524
OG0001553	YGL161C	genemark-flattened_line_2-processed-gene-7.149-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.149&CDS=1-885
OG0001554	YGL163C	maker-flattened_line_6-augustus-gene-5.336-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-5.336&CDS=1-3975
OG0001555	YGL167C	genemark-flattened_line_2-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.74&CDS=1-2751
OG0001556	YGL169W	genemark-flattened_line_2-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.51&CDS=1-1089
OG0001557	YGL171W	genemark-flattened_line_2-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.128&CDS=1-1689
OG0001558	YGL172W	genemark-flattened_line_0-processed-gene-4.3-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.3&CDS=1-1587
OG0001559	YGL173C	genemark-flattened_line_0-processed-gene-4.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.1&CDS=1-4404
OG0001560	YGL174W	genemark-flattened_line_0-processed-gene-4.4-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.4&CDS=1-864
OG0001561	YGL175C	genemark-flattened_line_0-processed-gene-3.112-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.112&CDS=1-1473
OG0001562	YGL178W	genemark-flattened_line_16-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.102&CDS=1-1860
OG0001563	YGL180W	genemark-flattened_line_14-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.50&CDS=1-2427
OG0001564	YGL181W	genemark-flattened_line_14-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.66&CDS=1-1209
OG0001565	YGL183C	genemark-flattened_line_14-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.49&CDS=1-645
OG0001566	YGL184C	genemark-flattened_line_16-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.151&CDS=1-1194
OG0001567	YGL187C	maker-flattened_line_16-snap-gene-2.2-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-2.2&CDS=1-825
OG0001568	YGL190C	genemark-flattened_line_16-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.128&CDS=1-1347
OG0001569	YGL192W	maker-flattened_line_16-augustus-gene-1.63-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.63&CDS=1-1839
OG0001570	YGL194C	genemark-flattened_line_0-processed-gene-12.133-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.133&CDS=1-1335
OG0001571	YGL195W	genemark-flattened_line_14-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.43&CDS=1-8046
OG0001572	YGL196W	genemark-flattened_line_14-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.42&CDS=1-1305
OG0001573	YGL200C	augustus_masked-flattened_line_38-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.146&CDS=1-597
OG0001574	YGL201C	genemark-flattened_line_2-processed-gene-7.111-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.111&CDS=1-2811
OG0001575	YGL202W	genemark-flattened_line_18-processed-gene-3.249-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.249&CDS=1-1467
OG0001576	YGL203C	genemark-flattened_line_0-processed-gene-7.153-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.153&CDS=1-1866
OG0001577	YGL206C	genemark-flattened_line_4-processed-gene-4.84-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.84&CDS=1-4986
OG0001578	YGL207W	genemark-flattened_line_4-processed-gene-3.141-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.141&CDS=1-3042
OG0001579	YGL211W	genemark-flattened_line_4-processed-gene-4.101-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.101&CDS=1-1065
