	Saccharomyces_cerevisiae	yHMPu5000035673_Candida_orba
OG0002052	YJL163C	augustus_masked-NODE_17_length_197840_cov_118.389_ID_6131-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_17_length_197840_cov_118.389_ID_6131-processed-gene-0.142&CDS=1-1710
OG0002053	YJL166W	augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.14&CDS=1-285
OG0002054	YJL167W	augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.57&CDS=1-1056
OG0002055	YJL168C	augustus_masked-NODE_33_length_85342_cov_99.4067_ID_5149-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_33_length_85342_cov_99.4067_ID_5149-processed-gene-0.55&CDS=1-2334
OG0002056	YJL171C	augustus_masked-NODE_33_length_85342_cov_99.4067_ID_5149-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_33_length_85342_cov_99.4067_ID_5149-processed-gene-0.58&CDS=1-1251
OG0002057	YJL178C	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.32&CDS=1-789
OG0002058	YJL179W	genemark-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.107&CDS=1-369
OG0002059	YJL180C	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.33&CDS=1-912
OG0002060	YJL183W	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.114&CDS=1-1224
OG0002061	YJL184W	snap_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.188-mRNA-1_1&gene=snap_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.188&CDS=1-333
OG0002062	YJL187C	augustus_masked-NODE_33_length_85342_cov_99.4067_ID_5149-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_33_length_85342_cov_99.4067_ID_5149-processed-gene-0.80&CDS=1-2619
OG0002063	YJL189W	genemark-NODE_33_length_85342_cov_99.4067_ID_5149-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_33_length_85342_cov_99.4067_ID_5149-processed-gene-0.121&CDS=1-153
OG0002064	YJL192C	snap_masked-NODE_33_length_85342_cov_99.4067_ID_5149-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_33_length_85342_cov_99.4067_ID_5149-processed-gene-0.13&CDS=1-651
OG0002065	YJL194W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.320-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-8.320&CDS=1-1833
OG0002066	YJL197W	augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-1.113&CDS=1-3717
OG0002067	YJL201W	augustus_masked-NODE_19_length_157058_cov_101.046_ID_5644-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_19_length_157058_cov_101.046_ID_5644-processed-gene-0.136&CDS=1-1542
OG0002068	YJL203W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.88&CDS=1-1221
OG0002069	YJL204C	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.102&CDS=1-2304
OG0002070	YJL207C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.69&CDS=1-5664
OG0002071	YJL208C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.70&CDS=1-972
OG0002072	YJL210W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-7.62&CDS=1-1092
OG0002073	YJL212C	augustus_masked-NODE_27_length_98002_cov_109.544_ID_4797-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-NODE_27_length_98002_cov_109.544_ID_4797-processed-gene-0.177&CDS=1-2355
OG0002074	YJL218W	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.68&CDS=1-672
OG0002075	YJR001W	augustus_masked-NODE_37_length_74221_cov_107.007_ID_6329-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_37_length_74221_cov_107.007_ID_6329-processed-gene-0.76&CDS=1-1746
OG0002076	YJR002W	augustus_masked-NODE_37_length_74221_cov_107.007_ID_6329-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_37_length_74221_cov_107.007_ID_6329-processed-gene-0.75&CDS=1-1761
OG0002077	YJR003C	augustus_masked-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.13&CDS=1-1599
OG0002078	YJR004C	augustus_masked-NODE_37_length_74221_cov_107.007_ID_6329-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_37_length_74221_cov_107.007_ID_6329-processed-gene-0.70&CDS=1-2169
OG0002079	YJR005W	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-0.70&CDS=1-2034
OG0002080	YJR006W	snap_masked-NODE_42_length_67509_cov_97.0814_ID_15312-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_42_length_67509_cov_97.0814_ID_15312-processed-gene-0.68&CDS=1-1296
OG0002081	YJR007W	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-0.42&CDS=1-906
OG0002082	YJR008W	maker-NODE_7_length_434895_cov_99.951_ID_2823-augustus-gene-0.129-mRNA-1_1&gene=maker-NODE_7_length_434895_cov_99.951_ID_2823-augustus-gene-0.129&CDS=1-957
OG0002083	YJR010W	augustus_masked-NODE_37_length_74221_cov_107.007_ID_6329-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_37_length_74221_cov_107.007_ID_6329-processed-gene-0.54&CDS=1-1527
OG0002084	YJR013W	augustus_masked-NODE_30_length_89228_cov_111.197_ID_4989-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_30_length_89228_cov_111.197_ID_4989-processed-gene-0.100&CDS=1-1104
OG0002085	YJR014W	augustus_masked-NODE_30_length_89228_cov_111.197_ID_4989-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_30_length_89228_cov_111.197_ID_4989-processed-gene-0.73&CDS=1-579
OG0002086	YJR016C	augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-2.20&CDS=1-1767
OG0002087	YJR017C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-0.35&CDS=1-510
OG0002088	YJR019C	genemark-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-0.80&CDS=1-1008
OG0002089	YJR024C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-2.30&CDS=1-768
OG0002090	YJR025C	maker-NODE_56_length_30191_cov_165.813_ID_7253-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_56_length_30191_cov_165.813_ID_7253-augustus-gene-0.5&CDS=1-510
OG0002091	YJR033C	augustus_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.92&CDS=1-3930
OG0002092	YJR034W	augustus_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.113&CDS=1-324
OG0002093	YJR035W	snap_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.25&CDS=1-3075
OG0002094	YJR036C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.140&CDS=1-2598
OG0002095	YJR041C	snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.20-mRNA-1_1&gene=snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.20&CDS=1-3498
OG0002096	YJR042W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.142&CDS=1-2361
OG0002097	YJR044C	maker-NODE_4_length_747051_cov_106.202_ID_3507-augustus-gene-2.103-mRNA-1_1&gene=maker-NODE_4_length_747051_cov_106.202_ID_3507-augustus-gene-2.103&CDS=1-411
OG0002098	YJR048W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.55&CDS=1-330
OG0002099	YJR050W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.27&CDS=1-837
OG0002100	YJR052W	snap_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.168&CDS=1-1779
OG0002101	YJR054W	augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.42&CDS=1-1461
OG0002102	YJR055W	snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.145-mRNA-1_1&gene=snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.145&CDS=1-420
OG0002103	YJR056C	augustus_masked-NODE_69_length_12284_cov_91.2424_ID_8058-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_69_length_12284_cov_91.2424_ID_8058-processed-gene-0.9&CDS=1-690
OG0002104	YJR057W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.137&CDS=1-618
OG0002105	YJR058C	maker-NODE_4_length_747051_cov_106.202_ID_3507-snap-gene-5.50-mRNA-1_1&gene=maker-NODE_4_length_747051_cov_106.202_ID_3507-snap-gene-5.50&CDS=1-384
OG0002106	YJR060W	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.92&CDS=1-675
OG0002107	YJR062C	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-1.126&CDS=1-1041
OG0002108	YJR063W	maker-NODE_44_length_60991_cov_88.2388_ID_5719-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_44_length_60991_cov_88.2388_ID_5719-augustus-gene-0.1&CDS=1-411
OG0002109	YJR064W	augustus_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.31&CDS=1-1647
OG0002110	YJR065C	augustus_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.15&CDS=1-1275
OG0002111	YJR068W	augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.57&CDS=1-2037
OG0002112	YJR070C	augustus_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_44_length_60991_cov_88.2388_ID_5719-processed-gene-0.32&CDS=1-951
OG0002113	YJR072C	maker-NODE_44_length_60991_cov_88.2388_ID_5719-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_44_length_60991_cov_88.2388_ID_5719-augustus-gene-0.2&CDS=1-1890
OG0002114	YJR073C	augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.54&CDS=1-636
OG0002115	YJR074W	augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_38_length_73655_cov_93.8303_ID_5433-processed-gene-0.33&CDS=1-636
OG0002116	YJR076C	augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-0.94&CDS=1-1182
OG0002117	YJR077C	augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-0.92&CDS=1-903
OG0002118	YJR078W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.92&CDS=1-1422
OG0002119	YJR080C	snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.23&CDS=1-1041
OG0002120	YJR082C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.91&CDS=1-366
OG0002121	YJR084W	snap_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.237-mRNA-1_1&gene=snap_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.237&CDS=1-1248
OG0002122	YJR085C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.166&CDS=1-321
OG0002123	YJR086W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.123&CDS=1-288
OG0002124	YJR088C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.169&CDS=1-879
OG0002125	YJR089W	snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.1-mRNA-1_1&gene=snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.1&CDS=1-2760
OG0002126	YJR090C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-3.6&CDS=1-2193
OG0002127	YJR092W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-3.13&CDS=1-4815
OG0002128	YJR093C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-3.30&CDS=1-1032
OG0002129	YJR095W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-3.15&CDS=1-969
OG0002130	YJR097W	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-2.12&CDS=1-480
OG0002131	YJR098C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-2.31&CDS=1-2055
OG0002132	YJR099W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-8.43&CDS=1-663
OG0002133	YJR100C	augustus_masked-NODE_36_length_74520_cov_107.726_ID_6622-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_36_length_74520_cov_107.726_ID_6622-processed-gene-0.32&CDS=1-819
OG0002134	YJR101W	augustus_masked-NODE_36_length_74520_cov_107.726_ID_6622-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_36_length_74520_cov_107.726_ID_6622-processed-gene-0.13&CDS=1-711
OG0002135	YJR104C	augustus_masked-NODE_36_length_74520_cov_107.726_ID_6622-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_36_length_74520_cov_107.726_ID_6622-processed-gene-0.34&CDS=1-462
OG0002136	YJR105W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-6.17&CDS=1-1038
OG0002137	YJR107W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.11&CDS=1-975
OG0002138	YJR110W	genemark-NODE_39_length_72524_cov_94.9443_ID_5361-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_39_length_72524_cov_94.9443_ID_5361-processed-gene-0.76&CDS=1-1914
OG0002139	YJR111C	augustus_masked-NODE_39_length_72524_cov_94.9443_ID_5361-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_39_length_72524_cov_94.9443_ID_5361-processed-gene-0.100&CDS=1-885
OG0002140	YJR112W	snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.122&CDS=1-588
OG0002141	YJR113C	genemark-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.90-mRNA-1_1&gene=genemark-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.90&CDS=1-762
OG0002142	YJR117W	maker-NODE_2_length_988990_cov_98.9605_ID_6788-augustus-gene-6.2-mRNA-1_1&gene=maker-NODE_2_length_988990_cov_98.9605_ID_6788-augustus-gene-6.2&CDS=1-2118
OG0002143	YJR118C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-6.22&CDS=1-528
OG0002144	YJR119C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-6.21&CDS=1-2187
OG0002145	YJR121W	maker-NODE_2_length_988990_cov_98.9605_ID_6788-augustus-gene-6.3-mRNA-1_1&gene=maker-NODE_2_length_988990_cov_98.9605_ID_6788-augustus-gene-6.3&CDS=1-1512
OG0002146	YJR122W	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-1.53&CDS=1-1368
OG0002147	YJR123W	augustus_masked-NODE_57_length_28241_cov_109.051_ID_7223-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_57_length_28241_cov_109.051_ID_7223-processed-gene-0.4&CDS=1-687
OG0002148	YJR124C	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-5.32&CDS=1-1281
OG0002149	YJR125C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.141&CDS=1-1554
OG0002150	YJR126C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.51&CDS=1-2298
OG0002151	YJR129C	maker-NODE_51_length_35058_cov_114.576_ID_7027-augustus-gene-0.16-mRNA-1_1&gene=maker-NODE_51_length_35058_cov_114.576_ID_7027-augustus-gene-0.16&CDS=1-846
OG0002152	YJR130C	augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.34&CDS=1-1635
OG0002153	YJR134C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.87&CDS=1-2544
OG0002154	YJR135W-A	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.95&CDS=1-1053
OG0002155	YJR136C	snap_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-3.213-mRNA-1_1&gene=snap_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-3.213&CDS=1-1488
OG0002156	YJR137C	augustus_masked-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.6&CDS=1-4203
OG0002157	YJR138W	genemark-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.43&CDS=1-4401
OG0002158	YJR139C	maker-NODE_53_length_33435_cov_99.4918_ID_3219-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_53_length_33435_cov_99.4918_ID_3219-augustus-gene-0.2&CDS=1-1083
OG0002159	YJR140C	augustus_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_32_length_86984_cov_121.358_ID_5533-processed-gene-0.125&CDS=1-4932
OG0002160	YJR141W	augustus_masked-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.7&CDS=1-1089
OG0002161	YJR143C	maker-NODE_32_length_86984_cov_121.358_ID_5533-augustus-gene-0.136-mRNA-1_1&gene=maker-NODE_32_length_86984_cov_121.358_ID_5533-augustus-gene-0.136&CDS=1-3021
