	Debaryomyces_hansenii	Saccharomyces_cerevisiae
OG0002120	augustus_masked-Deha2E-processed-gene-13.61-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.61&CDS=1-3948	YDR216W
OG0002121	maker-Deha2E-snap-gene-13.51-mRNA-1_1&gene=maker-Deha2E-snap-gene-13.51&CDS=1-4362	YER169W
OG0002122	augustus_masked-Deha2E-processed-gene-13.80-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.80&CDS=1-1791	YPR018W
OG0002123	augustus_masked-Deha2E-processed-gene-13.82-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.82&CDS=1-2226	YDR109C
OG0002124	augustus_masked-Deha2E-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.83&CDS=1-408	YER159C
OG0002125	augustus_masked-Deha2E-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.84&CDS=1-1107	YLR105C
OG0002126	augustus_masked-Deha2E-processed-gene-13.64-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.64&CDS=1-1416	YPL120W
OG0002127	augustus_masked-Deha2E-processed-gene-13.68-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.68&CDS=1-588	YHR026W
OG0002128	augustus_masked-Deha2E-processed-gene-13.88-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.88&CDS=1-2901	YHR027C
OG0002129	augustus_masked-Deha2E-processed-gene-13.69-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.69&CDS=1-1692	YJL201W
OG0002130	augustus_masked-Deha2E-processed-gene-13.90-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.90&CDS=1-942	YLR146C
OG0002131	augustus_masked-Deha2E-processed-gene-13.91-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.91&CDS=1-717	YLR145W
OG0002132	snap_masked-Deha2E-processed-gene-13.120-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-13.120&CDS=1-1197	YDR161W
OG0002133	augustus_masked-Deha2E-processed-gene-13.93-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.93&CDS=1-4473	YLL021W
OG0002134	augustus_masked-Deha2E-processed-gene-13.94-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.94&CDS=1-687	YLR312W-A
OG0002135	augustus_masked-Deha2E-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.73&CDS=1-1650	YGL171W
OG0002136	augustus_masked-Deha2E-processed-gene-13.95-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.95&CDS=1-369	YPR020W
OG0002137	augustus_masked-Deha2E-processed-gene-13.96-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.96&CDS=1-1437	YDR105C
OG0002138	augustus_masked-Deha2E-processed-gene-13.74-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.74&CDS=1-1302	YPL101W
OG0002139	maker-Deha2E-augustus-gene-13.154-mRNA-1_1&gene=maker-Deha2E-augustus-gene-13.154&CDS=1-3690	YPR019W
OG0002140	augustus_masked-Deha2E-processed-gene-13.99-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.99&CDS=1-2055	YDR108W
OG0002141	augustus_masked-Deha2E-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.77&CDS=1-3987	YLR084C
OG0002142	augustus_masked-Deha2E-processed-gene-13.78-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.78&CDS=1-2472	YKL013C
OG0002143	augustus_masked-Deha2E-processed-gene-13.102-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-13.102&CDS=1-3081	YIR023W
OG0002144	genemark-Deha2E-processed-gene-14.6-mRNA-1_1&gene=genemark-Deha2E-processed-gene-14.6&CDS=1-1131	YDR126W
OG0002145	augustus_masked-Deha2E-processed-gene-14.108-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.108&CDS=1-252	YLR099W-A
OG0002146	augustus_masked-Deha2E-processed-gene-14.106-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.106&CDS=1-1608	YDR120C
OG0002147	augustus_masked-Deha2E-processed-gene-14.130-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.130&CDS=1-1782	YKL088W
OG0002148	augustus_masked-Deha2E-processed-gene-14.110-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.110&CDS=1-501	YIR022W
OG0002149	augustus_masked-Deha2E-processed-gene-14.111-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.111&CDS=1-783	YKL055C
OG0002150	augustus_masked-Deha2E-processed-gene-14.112-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.112&CDS=1-1470	YDR221W
OG0002151	augustus_masked-Deha2E-processed-gene-14.132-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.132&CDS=1-1455	YMR014W
OG0002152	augustus_masked-Deha2E-processed-gene-14.113-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.113&CDS=1-1371	YOL125W
OG0002153	augustus_masked-Deha2E-processed-gene-14.133-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.133&CDS=1-501	YKL056C
OG0002154	augustus_masked-Deha2E-processed-gene-14.134-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.134&CDS=1-2610	YHR028C
OG0002155	augustus_masked-Deha2E-processed-gene-14.135-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.135&CDS=1-3687	YIL147C
OG0002156	genemark-Deha2E-processed-gene-14.12-mRNA-1_1&gene=genemark-Deha2E-processed-gene-14.12&CDS=1-1815	YDR349C
OG0002157	augustus_masked-Deha2E-processed-gene-14.136-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.136&CDS=1-1341	YML038C
OG0002158	augustus_masked-Deha2E-processed-gene-14.115-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.115&CDS=1-2211	YDR164C
OG0002159	augustus_masked-Deha2E-processed-gene-14.137-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.137&CDS=1-3555	YLR114C
OG0002160	augustus_masked-Deha2E-processed-gene-14.138-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.138&CDS=1-486	YDR155C
OG0002161	snap_masked-Deha2E-processed-gene-14.90-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-14.90&CDS=1-1893	YLR141W
OG0002162	augustus_masked-Deha2E-processed-gene-14.140-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.140&CDS=1-726	YDR162C
OG0002163	augustus_masked-Deha2E-processed-gene-14.118-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.118&CDS=1-708	YDR152W
OG0002164	maker-Deha2E-augustus-gene-14.154-mRNA-1_1&gene=maker-Deha2E-augustus-gene-14.154&CDS=1-2691	YML034W
OG0002165	augustus_masked-Deha2E-processed-gene-14.142-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.142&CDS=1-4614	YLR222C
OG0002166	augustus_masked-Deha2E-processed-gene-14.143-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.143&CDS=1-2427	YLR139C
OG0002167	augustus_masked-Deha2E-processed-gene-14.121-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.121&CDS=1-1485	YLR142W
OG0002168	snap_masked-Deha2E-processed-gene-14.97-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-14.97&CDS=1-3195	YDR217C
OG0002169	augustus_masked-Deha2E-processed-gene-14.145-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.145&CDS=1-2046	YKL005C
OG0002170	augustus_masked-Deha2E-processed-gene-14.146-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.146&CDS=1-2805	YLR223C
OG0002171	augustus_masked-Deha2E-processed-gene-14.149-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-14.149&CDS=1-1017	YLR165C
OG0002172	augustus_masked-Deha2E-processed-gene-15.40-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-15.40&CDS=1-1509	YHR030C
OG0002173	augustus_masked-Deha2E-processed-gene-15.41-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-15.41&CDS=1-3048	YFL024C
OG0002174	augustus_masked-Deha2E-processed-gene-15.44-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-15.44&CDS=1-2064	YHR031C
OG0002175	augustus_masked-Deha2E-processed-gene-15.45-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-15.45&CDS=1-5028	YMR247C
OG0002176	augustus_masked-Deha2E-processed-gene-15.58-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-15.58&CDS=1-1323	YIL153W
OG0002177	augustus_masked-Deha2E-processed-gene-15.59-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-15.59&CDS=1-2520	YER041W
OG0002178	augustus_masked-Deha2E-processed-gene-15.48-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-15.48&CDS=1-1659	YKR097W
OG0002179	augustus_masked-Deha2E-processed-gene-15.63-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-15.63&CDS=1-4086	YOR048C
OG0002180	maker-Deha2E-snap-gene-15.3-mRNA-1_1&gene=maker-Deha2E-snap-gene-15.3&CDS=1-3597	YAL067C
OG0002181	genemark-Deha2E-processed-gene-15.33-mRNA-1_1&gene=genemark-Deha2E-processed-gene-15.33&CDS=1-300	YKR095W-A
OG0002182	augustus_masked-Deha2E-processed-gene-15.66-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-15.66&CDS=1-1620	YJL111W
OG0002183	augustus_masked-Deha2E-processed-gene-15.54-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-15.54&CDS=1-516	YBR122C
OG0002184	genemark-Deha2E-processed-gene-15.36-mRNA-1_1&gene=genemark-Deha2E-processed-gene-15.36&CDS=1-2397	YJL204C
OG0002185	snap_masked-Deha2E-processed-gene-16.3-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-16.3&CDS=1-537	YCR097W
OG0002186	augustus_masked-Deha2E-processed-gene-16.57-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.57&CDS=1-5640	YHR023W
OG0002187	augustus_masked-Deha2E-processed-gene-16.60-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.60&CDS=1-1524	YHR024C
OG0002188	augustus_masked-Deha2E-processed-gene-16.83-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.83&CDS=1-1302	YDR465C
OG0002189	augustus_masked-Deha2E-processed-gene-16.61-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.61&CDS=1-807	YOR032C
OG0002190	augustus_masked-Deha2E-processed-gene-16.62-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.62&CDS=1-1569	YHR007C
OG0002191	maker-Deha2E-augustus-gene-16.0-mRNA-1_1&gene=maker-Deha2E-augustus-gene-16.0&CDS=1-2556	YHR025W
OG0002192	augustus_masked-Deha2E-processed-gene-16.64-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.64&CDS=1-1476	YJL044C
OG0002193	augustus_masked-Deha2E-processed-gene-16.65-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.65&CDS=1-360	YKL160W
OG0002194	augustus_masked-Deha2E-processed-gene-16.84-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.84&CDS=1-3846	YJL042W
OG0002195	augustus_masked-Deha2E-processed-gene-16.85-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.85&CDS=1-1704	YPR088C
OG0002196	augustus_masked-Deha2E-processed-gene-16.87-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.87&CDS=1-1746	YKL100C
OG0002197	augustus_masked-Deha2E-processed-gene-16.67-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.67&CDS=1-1041	YBL032W
OG0002198	augustus_masked-Deha2E-processed-gene-16.88-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.88&CDS=1-528	YKL069W
OG0002199	augustus_masked-Deha2E-processed-gene-16.68-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.68&CDS=1-4317	YKL089W
OG0002200	augustus_masked-Deha2E-processed-gene-16.89-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.89&CDS=1-696	YKL009W
OG0002201	genemark-Deha2E-processed-gene-16.147-mRNA-1_1&gene=genemark-Deha2E-processed-gene-16.147&CDS=1-1932	YDR129C
OG0002202	augustus_masked-Deha2E-processed-gene-16.69-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.69&CDS=1-3333	YLR148W
OG0002203	augustus_masked-Deha2E-processed-gene-16.70-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.70&CDS=1-2493	YCL054W
OG0002204	maker-Deha2E-augustus-gene-16.1-mRNA-1_1&gene=maker-Deha2E-augustus-gene-16.1&CDS=1-378	YDR529C
OG0002205	augustus_masked-Deha2E-processed-gene-16.91-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.91&CDS=1-870	YLR348C
OG0002206	augustus_masked-Deha2E-processed-gene-16.92-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.92&CDS=1-3126	YNL325C
OG0002207	augustus_masked-Deha2E-processed-gene-16.73-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.73&CDS=1-747	YKL117W
OG0002208	augustus_masked-Deha2E-processed-gene-16.74-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.74&CDS=1-1404	YHL004W
OG0002209	augustus_masked-Deha2E-processed-gene-16.75-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.75&CDS=1-1536	YHL002W
OG0002210	snap_masked-Deha2E-processed-gene-16.23-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-16.23&CDS=1-294	YKL006C-A
OG0002211	augustus_masked-Deha2E-processed-gene-16.97-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.97&CDS=1-798	YKL007W
OG0002212	augustus_masked-Deha2E-processed-gene-16.98-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.98&CDS=1-4914	YKL010C
OG0002213	augustus_masked-Deha2E-processed-gene-16.99-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.99&CDS=1-1122	YBL016W
OG0002214	augustus_masked-Deha2E-processed-gene-16.77-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.77&CDS=1-1038	YLR100W
OG0002215	augustus_masked-Deha2E-processed-gene-16.100-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.100&CDS=1-4791	YDR128W
OG0002216	augustus_masked-Deha2E-processed-gene-16.78-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.78&CDS=1-669	YDR167W
OG0002217	augustus_masked-Deha2E-processed-gene-16.79-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-16.79&CDS=1-1305	YER019W
OG0002218	genemark-Deha2E-processed-gene-16.135-mRNA-1_1&gene=genemark-Deha2E-processed-gene-16.135&CDS=1-393	YLR104W
OG0002219	snap_masked-Deha2E-processed-gene-16.31-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-16.31&CDS=1-3885	YLR103C
OG0002220	augustus_masked-Deha2E-processed-gene-17.59-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.59&CDS=1-2013	YDR323C
OG0002221	augustus_masked-Deha2E-processed-gene-17.60-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.60&CDS=1-279	YDR322C-A
OG0002222	augustus_masked-Deha2E-processed-gene-17.57-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.57&CDS=1-1044	YHR076W
OG0002223	augustus_masked-Deha2E-processed-gene-17.61-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.61&CDS=1-3036	YHR077C
OG0002224	augustus_masked-Deha2E-processed-gene-17.62-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.62&CDS=1-1155	YDR322W
OG0002225	maker-Deha2E-augustus-gene-17.110-mRNA-1_1&gene=maker-Deha2E-augustus-gene-17.110&CDS=1-441	YHR051W
OG0002226	augustus_masked-Deha2E-processed-gene-17.65-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.65&CDS=1-1026	YCL044C
OG0002227	augustus_masked-Deha2E-processed-gene-17.66-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.66&CDS=1-2466	YOR035C
OG0002228	augustus_masked-Deha2E-processed-gene-17.90-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.90&CDS=1-2961	YHR098C
OG0002229	augustus_masked-Deha2E-processed-gene-17.68-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.68&CDS=1-2403	YDR258C
OG0002230	augustus_masked-Deha2E-processed-gene-17.91-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.91&CDS=1-4347	YIR006C
OG0002231	augustus_masked-Deha2E-processed-gene-17.93-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.93&CDS=1-2238	YML035C
OG0002232	augustus_masked-Deha2E-processed-gene-17.95-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.95&CDS=1-1161	YLR113W
OG0002233	augustus_masked-Deha2E-processed-gene-17.96-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.96&CDS=1-1824	YGL116W
OG0002234	augustus_masked-Deha2E-processed-gene-17.69-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.69&CDS=1-648	YMR077C
OG0002235	maker-Deha2E-augustus-gene-17.112-mRNA-1_1&gene=maker-Deha2E-augustus-gene-17.112&CDS=1-972	YGL040C
OG0002236	augustus_masked-Deha2E-processed-gene-17.99-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.99&CDS=1-2400	YJL041W
OG0002237	augustus_masked-Deha2E-processed-gene-17.100-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.100&CDS=1-744	YKL152C
OG0002238	augustus_masked-Deha2E-processed-gene-17.70-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.70&CDS=1-690	YKL159C
OG0002239	augustus_masked-Deha2E-processed-gene-17.71-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.71&CDS=1-1176	YHR052W
OG0002240	snap_masked-Deha2E-processed-gene-17.45-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-17.45&CDS=1-1581	YMR065W
OG0002241	augustus_masked-Deha2E-processed-gene-17.103-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.103&CDS=1-1095	YMR063W
OG0002242	snap_masked-Deha2E-processed-gene-17.15-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-17.15&CDS=1-1098	YOL064C
OG0002243	augustus_masked-Deha2E-processed-gene-17.104-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.104&CDS=1-1476	YPL097W
OG0002244	snap_masked-Deha2E-processed-gene-17.17-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-17.17&CDS=1-2523	YKL078W
OG0002245	augustus_masked-Deha2E-processed-gene-17.105-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.105&CDS=1-1125	YPL096W
OG0002246	snap_masked-Deha2E-processed-gene-17.18-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-17.18&CDS=1-1725	YOR002W
OG0002247	augustus_masked-Deha2E-processed-gene-17.80-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.80&CDS=1-909	YCL009C
OG0002248	augustus_masked-Deha2E-processed-gene-17.82-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-17.82&CDS=1-1776	YBR200W
OG0002249	genemark-Deha2E-processed-gene-17.165-mRNA-1_1&gene=genemark-Deha2E-processed-gene-17.165&CDS=1-3372	YER176W
OG0002250	augustus_masked-Deha2E-processed-gene-18.7-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.7&CDS=1-2406	YJL200C
OG0002251	augustus_masked-Deha2E-processed-gene-18.8-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.8&CDS=1-1533	YBR127C
OG0002252	augustus_masked-Deha2E-processed-gene-18.10-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.10&CDS=1-1017	YBR125C
OG0002253	augustus_masked-Deha2E-processed-gene-18.11-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.11&CDS=1-1596	YPR083W
OG0002254	augustus_masked-Deha2E-processed-gene-18.26-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.26&CDS=1-1440	YBR126C
OG0002255	maker-Deha2E-augustus-gene-18.0-mRNA-1_1&gene=maker-Deha2E-augustus-gene-18.0&CDS=1-7632	YNL262W
OG0002256	snap_masked-Deha2E-processed-gene-18.51-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-18.51&CDS=1-1479	YNL261W
OG0002257	augustus_masked-Deha2E-processed-gene-18.27-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.27&CDS=1-1230	YHR156C
OG0002258	augustus_masked-Deha2E-processed-gene-18.14-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.14&CDS=1-516	YNL260C
OG0002259	augustus_masked-Deha2E-processed-gene-18.15-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.15&CDS=1-213	YNL259C
OG0002260	augustus_masked-Deha2E-processed-gene-18.29-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.29&CDS=1-2130	YNL258C
OG0002261	augustus_masked-Deha2E-processed-gene-18.32-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.32&CDS=1-3237	YHL007C
OG0002262	augustus_masked-Deha2E-processed-gene-18.33-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.33&CDS=1-3036	YKL090W
OG0002263	genemark-Deha2E-processed-gene-18.120-mRNA-1_1&gene=genemark-Deha2E-processed-gene-18.120&CDS=1-969	YBR129C
OG0002264	snap_masked-Deha2E-processed-gene-18.75-mRNA-1_1&gene=snap_masked-Deha2E-processed-gene-18.75&CDS=1-2421	YNL290W
OG0002265	augustus_masked-Deha2E-processed-gene-18.35-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.35&CDS=1-1485	YGL028C
OG0002266	augustus_masked-Deha2E-processed-gene-18.36-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.36&CDS=1-1320	YBR029C
OG0002267	maker-Deha2E-augustus-gene-18.2-mRNA-1_1&gene=maker-Deha2E-augustus-gene-18.2&CDS=1-327	YNL244C
OG0002268	augustus_masked-Deha2E-processed-gene-18.19-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.19&CDS=1-732	YNL245C
OG0002269	augustus_masked-Deha2E-processed-gene-18.37-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.37&CDS=1-1572	YBR133C
OG0002270	augustus_masked-Deha2E-processed-gene-18.20-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.20&CDS=1-7290	YBR136W
OG0002271	augustus_masked-Deha2E-processed-gene-18.38-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.38&CDS=1-3156	YPR091C
OG0002272	maker-Deha2E-augustus-gene-18.5-mRNA-1_1&gene=maker-Deha2E-augustus-gene-18.5&CDS=1-2436	YPL227C
OG0002273	augustus_masked-Deha2E-processed-gene-18.41-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.41&CDS=1-1206	YCL055W
OG0002274	augustus_masked-Deha2E-processed-gene-18.23-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.23&CDS=1-246	YCL057C-A
OG0002275	augustus_masked-Deha2E-processed-gene-18.43-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-18.43&CDS=1-1119	YKR038C
OG0002276	augustus_masked-Deha2E-processed-gene-19.69-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.69&CDS=1-330	YGL030W
OG0002277	augustus_masked-Deha2E-processed-gene-19.75-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.75&CDS=1-1632	YCL043C
OG0002278	augustus_masked-Deha2E-processed-gene-19.104-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.104&CDS=1-2247	YCL039W
OG0002279	genemark-Deha2E-processed-gene-19.49-mRNA-1_1&gene=genemark-Deha2E-processed-gene-19.49&CDS=1-1458	YNL277W
OG0002280	augustus_masked-Deha2E-processed-gene-19.106-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.106&CDS=1-4722	YLR189C
OG0002281	augustus_masked-Deha2E-processed-gene-19.107-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.107&CDS=1-1875	YLR188W
OG0002282	augustus_masked-Deha2E-processed-gene-19.110-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.110&CDS=1-2421	YPL070W
OG0002283	augustus_masked-Deha2E-processed-gene-19.77-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.77&CDS=1-1038	YPL069C
OG0002284	augustus_masked-Deha2E-processed-gene-19.78-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.78&CDS=1-900	YLR172C
OG0002285	augustus_masked-Deha2E-processed-gene-19.112-mRNA-1_1&gene=augustus_masked-Deha2E-processed-gene-19.112&CDS=1-1026	YCR044C
OG0002286	augustus_masked-Deha2F-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-0.98&CDS=1-1512	YOR374W
OG0002287	augustus_masked-Deha2F-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-0.99&CDS=1-270	YJR135W-A
OG0002288	augustus_masked-Deha2F-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-0.101&CDS=1-891	YHR198C
OG0002289	augustus_masked-Deha2F-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-Deha2F-processed-gene-1.2&CDS=1-1086	YDL055C
