	Nakaseomyces_nivariensis	Saccharomyces_cerevisiae
OG0002006	snap_masked-CANI0S15-processed-gene-0.101-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-0.101&CDS=1-3873	YML049C
OG0002007	augustus_masked-CANI0S15-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-1.41&CDS=1-924	YML050W
OG0002008	snap_masked-CANI0S15-processed-gene-1.83-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.83&CDS=1-927	YML052W
OG0002009	snap_masked-CANI0S15-processed-gene-1.85-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.85&CDS=1-603	YFR008W
OG0002010	snap_masked-CANI0S15-processed-gene-1.86-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.86&CDS=1-1029	YFR007W
OG0002011	snap_masked-CANI0S15-processed-gene-1.80-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.80&CDS=1-606	YFR001W
OG0002012	snap_masked-CANI0S15-processed-gene-1.108-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.108&CDS=1-453	YFR003C
OG0002013	augustus_masked-CANI0S15-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-1.48&CDS=1-2694	YFL003C
OG0002014	snap_masked-CANI0S15-processed-gene-1.109-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.109&CDS=1-2472	YFL004W
OG0002015	snap_masked-CANI0S15-processed-gene-1.110-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.110&CDS=1-645	YFL005W
OG0002016	augustus_masked-CANI0S15-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-1.50&CDS=1-1011	YPL018W
OG0002017	snap_masked-CANI0S15-processed-gene-1.113-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.113&CDS=1-627	YFL010C
OG0002018	snap_masked-CANI0S15-processed-gene-1.93-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.93&CDS=1-543	YLR050C
OG0002019	snap_masked-CANI0S15-processed-gene-1.95-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.95&CDS=1-1317	YEL036C
OG0002020	snap_masked-CANI0S15-processed-gene-1.96-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.96&CDS=1-1179	YEL037C
OG0002021	snap_masked-CANI0S15-processed-gene-1.115-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.115&CDS=1-747	YEL038W
OG0002022	snap_masked-CANI0S15-processed-gene-1.117-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.117&CDS=1-1626	YEL042W
OG0002023	snap_masked-CANI0S15-processed-gene-1.118-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.118&CDS=1-2928	YEL043W
OG0002024	snap_masked-CANI0S15-processed-gene-1.119-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.119&CDS=1-375	YEL044W
OG0002025	snap_masked-CANI0S15-processed-gene-1.98-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.98&CDS=1-456	YEL048C
OG0002026	snap_masked-CANI0S15-processed-gene-1.120-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.120&CDS=1-1011	YEL029C
OG0002027	snap_masked-CANI0S15-processed-gene-1.101-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.101&CDS=1-1125	YJR043C
OG0002028	snap_masked-CANI0S15-processed-gene-1.102-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.102&CDS=1-378	YEL026W
OG0002029	snap_masked-CANI0S15-processed-gene-1.103-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.103&CDS=1-627	YEL024W
OG0002030	augustus_masked-CANI0S15-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-1.74&CDS=1-1821	YEL023C
OG0002031	snap_masked-CANI0S15-processed-gene-2.4-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.4&CDS=1-4377	YEL022W
OG0002032	snap_masked-CANI0S15-processed-gene-2.5-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.5&CDS=1-801	YEL021W
OG0002033	snap_masked-CANI0S15-processed-gene-2.7-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.7&CDS=1-585	YJL024C
OG0002034	snap_masked-CANI0S15-processed-gene-2.23-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.23&CDS=1-1593	YJL025W
OG0002035	snap_masked-CANI0S15-processed-gene-2.24-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.24&CDS=1-1200	YJL026W
OG0002036	snap_masked-CANI0S15-processed-gene-2.25-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.25&CDS=1-1104	YGR173W
OG0002037	snap_masked-CANI0S15-processed-gene-2.9-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.9&CDS=1-5334	YLR024C
OG0002038	snap_masked-CANI0S15-processed-gene-2.10-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.10&CDS=1-1539	YLR023C
OG0002039	snap_masked-CANI0S15-processed-gene-2.11-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.11&CDS=1-738	YLR022C
OG0002040	snap_masked-CANI0S15-processed-gene-2.31-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.31&CDS=1-465	YLR021W
OG0002041	snap_masked-CANI0S15-processed-gene-2.13-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.13&CDS=1-912	YLR018C
OG0002042	genemark-CANI0S15-processed-gene-2.100-mRNA-1_1&gene=genemark-CANI0S15-processed-gene-2.100&CDS=1-993	YLR017W
OG0002043	genemark-CANI0S15-processed-gene-2.84-mRNA-1_1&gene=genemark-CANI0S15-processed-gene-2.84&CDS=1-6162	YJL005W
OG0002044	snap_masked-CANI0S15-processed-gene-2.34-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.34&CDS=1-567	YJL004C
OG0002045	augustus_masked-CANI0S15-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-2.56&CDS=1-5094	YLL008W
OG0002046	augustus_masked-CANI0S15-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-2.57&CDS=1-1833	YJR001W
OG0002047	maker-CANI0S15-augustus-gene-2.2-mRNA-1_1&gene=maker-CANI0S15-augustus-gene-2.2&CDS=1-2649	YJL008C
OG0002048	augustus_masked-CANI0S15-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-2.58&CDS=1-636	YLR016C
OG0002049	snap_masked-CANI0S15-processed-gene-2.38-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.38&CDS=1-1398	YLR015W
OG0002050	snap_masked-CANI0S15-processed-gene-2.21-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.21&CDS=1-2550	YLR014C
OG0002051	snap_masked-CANI0S15-processed-gene-2.22-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.22&CDS=1-1992	YLR006C
OG0002052	snap_masked-CANI0S15-processed-gene-2.39-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-2.39&CDS=1-1281	YLR005W
OG0002053	snap_masked-CANI0S15-processed-gene-3.5-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.5&CDS=1-1566	YLR004C
OG0002054	snap_masked-CANI0S15-processed-gene-3.8-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.8&CDS=1-2166	YJR005W
OG0002055	augustus_masked-CANI0S15-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.98&CDS=1-2043	YJR004C
OG0002056	snap_masked-CANI0S15-processed-gene-3.9-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.9&CDS=1-549	YDR305C
OG0002057	snap_masked-CANI0S15-processed-gene-3.10-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.10&CDS=1-1527	YDR306C
OG0002058	snap_masked-CANI0S15-processed-gene-3.7-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.7&CDS=1-2190	YDR307W
OG0002059	snap_masked-CANI0S15-processed-gene-3.47-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.47&CDS=1-705	YDR308C
OG0002060	augustus_masked-CANI0S15-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.141&CDS=1-1392	YDR310C
OG0002061	augustus_masked-CANI0S15-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.103&CDS=1-1824	YDR311W
OG0002062	augustus_masked-CANI0S15-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.142&CDS=1-1455	YHR065C
OG0002063	augustus_masked-CANI0S15-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.105&CDS=1-762	YHR067W
OG0002064	snap_masked-CANI0S15-processed-gene-3.13-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.13&CDS=1-567	YHR071W
OG0002065	maker-CANI0S15-augustus-gene-3.0-mRNA-1_1&gene=maker-CANI0S15-augustus-gene-3.0&CDS=1-2379	YHR072W
OG0002066	snap_masked-CANI0S15-processed-gene-3.15-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.15&CDS=1-3024	YHR073W
OG0002067	snap_masked-CANI0S15-processed-gene-3.16-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.16&CDS=1-2139	YHR074W
OG0002068	snap_masked-CANI0S15-processed-gene-3.51-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.51&CDS=1-1155	YHR075C
OG0002069	snap_masked-CANI0S15-processed-gene-3.17-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.17&CDS=1-1074	YHR076W
OG0002070	snap_masked-CANI0S15-processed-gene-3.53-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.53&CDS=1-3240	YHR077C
OG0002071	augustus_masked-CANI0S15-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.111&CDS=1-1623	YHR078W
OG0002072	genemark-CANI0S15-processed-gene-3.198-mRNA-1_1&gene=genemark-CANI0S15-processed-gene-3.198&CDS=1-438	YDR437W
OG0002073	augustus_masked-CANI0S15-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.146&CDS=1-1335	YML017W
OG0002074	augustus_masked-CANI0S15-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.112&CDS=1-810	YDR439W
OG0002075	snap_masked-CANI0S15-processed-gene-3.21-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.21&CDS=1-1701	YDR440W
OG0002076	snap_masked-CANI0S15-processed-gene-3.56-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.56&CDS=1-4017	YDR443C
OG0002077	augustus_masked-CANI0S15-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.115&CDS=1-3327	YKL092C
OG0002078	augustus_masked-CANI0S15-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.150&CDS=1-1077	YKL093W
OG0002079	augustus_masked-CANI0S15-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.151&CDS=1-2286	YKL094W
OG0002080	snap_masked-CANI0S15-processed-gene-3.61-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.61&CDS=1-1278	YKL098W
OG0002081	augustus_masked-CANI0S15-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.116&CDS=1-753	YKL099C
OG0002082	augustus_masked-CANI0S15-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.153&CDS=1-2682	YMR164C
OG0002083	augustus_masked-CANI0S15-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.154&CDS=1-3441	YMR165C
OG0002084	snap_masked-CANI0S15-processed-gene-3.27-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.27&CDS=1-2187	YMR167W
OG0002085	snap_masked-CANI0S15-processed-gene-3.64-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.64&CDS=1-1797	YMR168C
OG0002086	snap_masked-CANI0S15-processed-gene-3.66-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.66&CDS=1-4401	YMR171C
OG0002087	snap_masked-CANI0S15-processed-gene-3.67-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.67&CDS=1-2004	YGL145W
OG0002088	augustus_masked-CANI0S15-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.160&CDS=1-1128	YGL148W
OG0002089	snap_masked-CANI0S15-processed-gene-3.31-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.31&CDS=1-4389	YGL150C
OG0002090	snap_masked-CANI0S15-processed-gene-3.70-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.70&CDS=1-3315	YGL151W
OG0002091	snap_masked-CANI0S15-processed-gene-3.71-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.71&CDS=1-1038	YGL153W
OG0002092	snap_masked-CANI0S15-processed-gene-3.32-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.32&CDS=1-768	YGL154C
OG0002093	snap_masked-CANI0S15-processed-gene-3.72-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.72&CDS=1-1080	YGL155W
OG0002094	snap_masked-CANI0S15-processed-gene-3.73-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.73&CDS=1-3240	YGL156W
OG0002095	augustus_masked-CANI0S15-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.122&CDS=1-282	YBR268W
OG0002096	snap_masked-CANI0S15-processed-gene-3.77-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.77&CDS=1-408	YBR269C
OG0002097	snap_masked-CANI0S15-processed-gene-3.78-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.78&CDS=1-1671	YBR270C
OG0002098	augustus_masked-CANI0S15-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.123&CDS=1-1179	YBR271W
OG0002099	maker-CANI0S15-augustus-gene-3.4-mRNA-1_1&gene=maker-CANI0S15-augustus-gene-3.4&CDS=1-2709	YBR273C
OG0002100	snap_masked-CANI0S15-processed-gene-3.34-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.34&CDS=1-1587	YBR274W
OG0002101	snap_masked-CANI0S15-processed-gene-3.35-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.35&CDS=1-882	YGL128C
OG0002102	snap_masked-CANI0S15-processed-gene-3.36-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.36&CDS=1-1323	YGL129C
OG0002103	snap_masked-CANI0S15-processed-gene-3.82-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.82&CDS=1-1338	YGL130W
OG0002104	augustus_masked-CANI0S15-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.128&CDS=1-3156	YGL131C
OG0002105	snap_masked-CANI0S15-processed-gene-3.38-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.38&CDS=1-1185	YOR303W
OG0002106	snap_masked-CANI0S15-processed-gene-3.40-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.40&CDS=1-1434	YGL038C
OG0002107	snap_masked-CANI0S15-processed-gene-3.84-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.84&CDS=1-264	YOR304C-A
OG0002108	snap_masked-CANI0S15-processed-gene-3.41-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.41&CDS=1-723	YOR305W
OG0002109	snap_masked-CANI0S15-processed-gene-3.86-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.86&CDS=1-1398	YOR307C
OG0002110	augustus_masked-CANI0S15-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.176&CDS=1-1506	YOR308C
OG0002111	snap_masked-CANI0S15-processed-gene-3.88-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.88&CDS=1-1542	YOR310C
OG0002112	snap_masked-CANI0S15-processed-gene-3.42-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.42&CDS=1-3213	YGL016W
OG0002113	snap_masked-CANI0S15-processed-gene-3.43-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.43&CDS=1-2358	YGL009C
OG0002114	snap_masked-CANI0S15-processed-gene-3.89-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.89&CDS=1-537	YGL010W
OG0002115	snap_masked-CANI0S15-processed-gene-3.90-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.90&CDS=1-1593	YGL017W
OG0002116	snap_masked-CANI0S15-processed-gene-3.44-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.44&CDS=1-603	YGL018C
OG0002117	snap_masked-CANI0S15-processed-gene-3.91-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.91&CDS=1-825	YGL019W
OG0002118	snap_masked-CANI0S15-processed-gene-3.45-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.45&CDS=1-681	YGL020C
OG0002119	snap_masked-CANI0S15-processed-gene-3.93-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.93&CDS=1-2181	YGL022W
OG0002120	snap_masked-CANI0S15-processed-gene-3.46-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-3.46&CDS=1-2676	YGL023C
OG0002121	snap_masked-CANI0S16-processed-gene-0.0-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.0&CDS=1-1344	YOR042W
OG0002122	snap_masked-CANI0S16-processed-gene-0.1-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.1&CDS=1-1425	YOR043W
OG0002123	snap_masked-CANI0S16-processed-gene-0.3-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.3&CDS=1-183	YOR045W
OG0002124	snap_masked-CANI0S16-processed-gene-0.10-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.10&CDS=1-1485	YOR046C
OG0002125	snap_masked-CANI0S16-processed-gene-0.12-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.12&CDS=1-3102	YOR048C
OG0002126	snap_masked-CANI0S16-processed-gene-0.13-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.13&CDS=1-1143	YOR049C
OG0002127	snap_masked-CANI0S16-processed-gene-0.14-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.14&CDS=1-1206	YOR051C
OG0002128	snap_masked-CANI0S16-processed-gene-0.15-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.15&CDS=1-492	YOR052C
OG0002129	snap_masked-CANI0S16-processed-gene-0.4-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.4&CDS=1-1155	YOR057W
OG0002130	snap_masked-CANI0S16-processed-gene-0.17-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.17&CDS=1-2532	YOR058C
OG0002131	snap_masked-CANI0S16-processed-gene-0.19-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.19&CDS=1-1359	YOR059C
OG0002132	snap_masked-CANI0S16-processed-gene-0.20-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.20&CDS=1-840	YOR060C
OG0002133	snap_masked-CANI0S16-processed-gene-0.21-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.21&CDS=1-789	YKR075C
OG0002134	snap_masked-CANI0S16-processed-gene-0.22-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.22&CDS=1-588	YOR064C
OG0002135	snap_masked-CANI0S16-processed-gene-0.5-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.5&CDS=1-900	YOR065W
OG0002136	snap_masked-CANI0S16-processed-gene-0.6-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.6&CDS=1-1746	YOR066W
OG0002137	snap_masked-CANI0S16-processed-gene-0.23-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.23&CDS=1-1659	YOR067C
OG0002138	snap_masked-CANI0S16-processed-gene-0.7-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.7&CDS=1-1935	YOR069W
OG0002139	snap_masked-CANI0S16-processed-gene-0.24-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.24&CDS=1-1914	YOR070C
OG0002140	snap_masked-CANI0S16-processed-gene-0.25-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.25&CDS=1-1050	YKR081C
OG0002141	snap_masked-CANI0S16-processed-gene-0.26-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.26&CDS=1-1131	YHR063C
OG0002142	snap_masked-CANI0S16-processed-gene-0.27-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.27&CDS=1-1608	YHR064C
OG0002143	snap_masked-CANI0S16-processed-gene-0.8-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.8&CDS=1-2592	YER162C
OG0002144	augustus_masked-CANI0S16-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-0.48&CDS=1-1029	YER161C
OG0002145	augustus_masked-CANI0S16-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-0.68&CDS=1-4374	YOR116C
OG0002146	snap_masked-CANI0S16-processed-gene-0.29-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.29&CDS=1-1854	YDR365C
OG0002147	snap_masked-CANI0S16-processed-gene-0.9-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.9&CDS=1-1641	YOR118W
OG0002148	snap_masked-CANI0S16-processed-gene-0.30-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.30&CDS=1-1470	YOR119C
OG0002149	snap_masked-CANI0S16-processed-gene-0.32-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-0.32&CDS=1-3303	YHR102W
OG0002150	augustus_masked-CANI0S16-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-0.50&CDS=1-927	YHR101C
OG0002151	augustus_masked-CANI0S16-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-0.73&CDS=1-3165	YML075C
OG0002152	augustus_masked-CANI0S16-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-1.85&CDS=1-528	YML073C
OG0002153	snap_masked-CANI0S16-processed-gene-1.2-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.2&CDS=1-4572	YML072C
OG0002154	snap_masked-CANI0S16-processed-gene-1.3-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.3&CDS=1-1650	YML071C
OG0002155	snap_masked-CANI0S16-processed-gene-1.0-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.0&CDS=1-1752	YML070W
OG0002156	snap_masked-CANI0S16-processed-gene-1.4-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.4&CDS=1-1629	YML069W
OG0002157	augustus_masked-CANI0S16-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-1.89&CDS=1-1395	YML068W
OG0002158	snap_masked-CANI0S16-processed-gene-1.24-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.24&CDS=1-1056	YML067C
OG0002159	snap_masked-CANI0S16-processed-gene-1.25-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.25&CDS=1-1068	YML066C
OG0002160	augustus_masked-CANI0S16-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-1.90&CDS=1-3075	YML065W
OG0002161	augustus_masked-CANI0S16-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-1.111&CDS=1-750	YML064C
OG0002162	snap_masked-CANI0S16-processed-gene-1.26-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.26&CDS=1-1266	YML062C
OG0002163	augustus_masked-CANI0S16-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-1.113&CDS=1-2583	YML061C
OG0002164	snap_masked-CANI0S16-processed-gene-1.7-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.7&CDS=1-1077	YML060W
OG0002165	snap_masked-CANI0S16-processed-gene-1.28-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.28&CDS=1-5142	YML059C
OG0002166	snap_masked-CANI0S16-processed-gene-1.8-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.8&CDS=1-291	YML058W
OG0002167	augustus_masked-CANI0S16-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-1.115&CDS=1-699	YOR283W
OG0002168	snap_masked-CANI0S16-processed-gene-1.10-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.10&CDS=1-837	YOR281C
OG0002169	snap_masked-CANI0S16-processed-gene-1.11-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.11&CDS=1-825	YOR280C
OG0002170	snap_masked-CANI0S16-processed-gene-1.12-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.12&CDS=1-861	YOR279C
OG0002171	augustus_masked-CANI0S16-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-1.116&CDS=1-807	YOR278W
OG0002172	augustus_masked-CANI0S16-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-1.117&CDS=1-462	YOR276W
OG0002173	snap_masked-CANI0S16-processed-gene-1.14-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.14&CDS=1-2067	YOR275C
OG0002174	snap_masked-CANI0S16-processed-gene-1.29-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.29&CDS=1-1293	YOR274W
OG0002175	snap_masked-CANI0S16-processed-gene-1.15-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.15&CDS=1-1905	YOR273C
OG0002176	snap_masked-CANI0S16-processed-gene-1.30-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.30&CDS=1-1365	YOR272W
OG0002177	snap_masked-CANI0S16-processed-gene-1.16-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.16&CDS=1-981	YOR271C
OG0002178	snap_masked-CANI0S16-processed-gene-1.17-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.17&CDS=1-819	YCR047C
OG0002179	snap_masked-CANI0S16-processed-gene-1.18-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.18&CDS=1-528	YCR046C
OG0002180	snap_masked-CANI0S16-processed-gene-1.19-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.19&CDS=1-6693	YNR016C
OG0002181	augustus_masked-CANI0S16-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-CANI0S16-processed-gene-1.104&CDS=1-1002	YMR204C
OG0002182	snap_masked-CANI0S16-processed-gene-1.34-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.34&CDS=1-666	YMR202W
