	Candida_intermedia	Saccharomyces_cerevisiae
OG0001533	-processed-gene-1.89-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-1.89&CDS=1-618	YOR021C
OG0001534	-processed-gene-1.72-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-1.72&CDS=1-666	YDR408C
OG0001535	-processed-gene-1.93-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-1.93&CDS=1-1092	YOR136W
OG0001536	-processed-gene-1.94-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-1.94&CDS=1-1140	YDL168W
OG0001537	-processed-gene-2.79-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.79&CDS=1-1029	YDR214W
OG0001538	-processed-gene-2.80-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.80&CDS=1-807	YOR157C
OG0001539	-processed-gene-2.77-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.77&CDS=1-3984	YDR407C
OG0001540	-processed-gene-2.81-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.81&CDS=1-315	YMR244C-A
OG0001541	-processed-gene-2.78-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.78&CDS=1-1134	YDR321W
OG0001542	-processed-gene-2.82-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.82&CDS=1-2088	YOR317W
OG0001543	-processed-gene-2.97-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.97&CDS=1-1551	YJL153C
OG0001544	-processed-gene-2.21-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.21&CDS=1-1575	YMR240C
OG0001545	-processed-gene-2.88-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.88&CDS=1-1266	YLR203C
OG0001546	-processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.24&CDS=1-3183	YBR081C
OG0001547	-processed-gene-2.25-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.25&CDS=1-441	YBR082C
OG0001548	-processed-gene-2.101-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.101&CDS=1-1512	YLR197W
OG0001549	-processed-gene-2.94-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.94&CDS=1-1113	YGR112W
OG0001550	-processed-gene-2.103-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.103&CDS=1-954	YER083C
OG0001551	-processed-gene-2.105-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.105&CDS=1-1308	YKL216W
OG0001552	-processed-gene-2.95-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.95&CDS=1-1557	YER082C
OG0001553	-processed-gene-2.106-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.106&CDS=1-942	YIR011C
OG0001554	-processed-gene-2.107-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.107&CDS=1-1674	YPL260W
OG0001555	-processed-gene-2.108-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.108&CDS=1-1032	YOR008C
OG0001556	-processed-gene-2.38-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-2.38&CDS=1-1326	YLR455W
OG0001557	-processed-gene-3.50-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.50&CDS=1-3984	YOR330C
OG0001558	-processed-gene-3.51-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.51&CDS=1-1995	YKR095W-A
OG0001559	-processed-gene-3.53-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.53&CDS=1-4455	YBR097W
OG0001560	-processed-gene-3.55-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.55&CDS=1-453	YPR062W
OG0001561	-processed-gene-3.56-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.56&CDS=1-1083	YPR056W
OG0001562	-processed-gene-3.58-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.58&CDS=1-1140	YMR201C
OG0001563	-processed-gene-3.59-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.59&CDS=1-2106	YMR186W
OG0001564	-processed-gene-3.84-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.84&CDS=1-2970	YMR185W
OG0001565	-processed-gene-3.60-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.60&CDS=1-606	YPL239W
OG0001566	-processed-gene-3.61-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.61&CDS=1-831	YPL237W
OG0001567	-processed-gene-3.86-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.86&CDS=1-1059	YPL236C
OG0001568	-processed-gene-3.63-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.63&CDS=1-825	YPL246C
OG0001569	-processed-gene-3.87-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.87&CDS=1-1152	YMR203W
OG0001570	-processed-gene-3.67-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.67&CDS=1-1857	YDR380W
OG0001571	-processed-gene-3.69-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.69&CDS=1-1464	YPL235W
OG0001572	-processed-gene-3.88-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.88&CDS=1-483	YPL234C
OG0001573	-processed-gene-3.71-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.71&CDS=1-4731	YPL242C
OG0001574	-processed-gene-3.135-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.135&CDS=1-1917	YLR429W
OG0001575	-processed-gene-3.90-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.90&CDS=1-2007	YNR008W
OG0001576	-processed-gene-3.91-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.91&CDS=1-867	YNR007C
OG0001577	-processed-gene-3.73-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.73&CDS=1-909	YDL124W
OG0001578	-processed-gene-3.74-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.74&CDS=1-648	YMR202W
OG0001579	-processed-gene-3.77-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.77&CDS=1-663	YMR200W
OG0001580	-processed-gene-3.78-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.78&CDS=1-2571	YNR006W
OG0001581	-processed-gene-3.79-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.79&CDS=1-1335	YKL184W
OG0001582	-augustus-gene-3.5-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-augustus-gene-3.5&CDS=1-2481	YLR433C
OG0001583	-processed-gene-3.93-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.93&CDS=1-609	YLR435W
OG0001584	-processed-gene-3.94-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.94&CDS=1-2361	YML065W
OG0001585	-processed-gene-3.95-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-3.95&CDS=1-591	YML064C
OG0001586	-snap-gene-4.127-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-snap-gene-4.127&CDS=1-4764	YML072C
OG0001587	-processed-gene-4.21-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.21&CDS=1-1278	YDR393W
OG0001588	-processed-gene-4.4-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.4&CDS=1-1284	YJL026W
OG0001589	-processed-gene-4.7-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.7&CDS=1-1014	YOR007C
OG0001590	-processed-gene-4.8-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.8&CDS=1-2475	YGL216W
OG0001591	-processed-gene-4.25-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.25&CDS=1-1791	YBL061C
OG0001592	-processed-gene-4.26-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.26&CDS=1-702	YER100W
OG0001593	-processed-gene-4.29-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.29&CDS=1-822	YNL155W
OG0001594	-processed-gene-4.10-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.10&CDS=1-924	YHR062C
OG0001595	-processed-gene-4.30-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.30&CDS=1-1020	YNL230C
OG0001596	-processed-gene-4.31-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.31&CDS=1-927	YBR176W
OG0001597	-processed-gene-4.12-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.12&CDS=1-1020	YML004C
OG0001598	-processed-gene-4.14-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.14&CDS=1-1296	YCR079W
OG0001599	-processed-gene-4.79-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.79&CDS=1-273	YNR037C
OG0001600	-processed-gene-4.15-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.15&CDS=1-1965	YNR038W
OG0001601	-processed-gene-4.33-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.33&CDS=1-753	YPL157W
OG0001602	-processed-gene-4.17-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.17&CDS=1-807	YFR050C
OG0001603	-processed-gene-4.18-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.18&CDS=1-1071	YGL248W
OG0001604	-processed-gene-4.34-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.34&CDS=1-1737	YFR051C
OG0001605	-processed-gene-4.66-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.66&CDS=1-1503	YDL159W
OG0001606	-processed-gene-4.37-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-4.37&CDS=1-1353	YMR140W
OG0001607	-processed-gene-5.96-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.96&CDS=1-1008	YDR297W
OG0001608	-processed-gene-5.44-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.44&CDS=1-573	YKR068C
OG0001609	-processed-gene-5.97-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.97&CDS=1-513	YOR052C
OG0001610	-processed-gene-5.114-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.114&CDS=1-1263	YOR051C
OG0001611	-processed-gene-5.98-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.98&CDS=1-1602	YKR069W
OG0001612	-processed-gene-5.99-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.99&CDS=1-1146	YKR070W
OG0001613	-processed-gene-5.102-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.102&CDS=1-999	YOR042W
OG0001614	-processed-gene-5.118-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.118&CDS=1-4314	YNL088W
OG0001615	-processed-gene-5.122-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.122&CDS=1-1143	YFL030W
OG0001616	-processed-gene-5.123-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.123&CDS=1-1266	YBR130C
OG0001617	-processed-gene-5.106-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.106&CDS=1-684	YGL085W
OG0001618	-processed-gene-5.126-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.126&CDS=1-1587	YEL058W
OG0001619	-processed-gene-5.80-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.80&CDS=1-2079	YPL269W
OG0001620	-processed-gene-5.109-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.109&CDS=1-966	YPL266W
OG0001621	-augustus-gene-5.91-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-augustus-gene-5.91&CDS=1-3189	YPL263C
OG0001622	-processed-gene-5.110-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.110&CDS=1-2502	YGL163C
OG0001623	-processed-gene-5.133-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.133&CDS=1-1128	YFL039C
OG0001624	-processed-gene-5.112-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.112&CDS=1-333	YOR327C
OG0001625	-processed-gene-5.134-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.134&CDS=1-510	YAL044C
OG0001626	-processed-gene-5.135-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-5.135&CDS=1-2061	YDL206W
OG0001627	-processed-gene-6.90-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.90&CDS=1-1686	YGL084C
OG0001628	-processed-gene-6.47-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.47&CDS=1-411	YGL087C
OG0001629	-processed-gene-6.91-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.91&CDS=1-2034	YGL086W
OG0001630	-processed-gene-6.94-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.94&CDS=1-2528	YBR055C
OG0001631	-processed-gene-6.92-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.92&CDS=1-1515	YMR131C
OG0001632	-processed-gene-6.95-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.95&CDS=1-1737	YGL166W
OG0001633	-processed-gene-6.97-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.97&CDS=1-4692	YOR326W
OG0001634	-processed-gene-6.69-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.69&CDS=1-339	YAL044W-A
OG0001635	-processed-gene-6.115-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.115&CDS=1-552	YLR065C
OG0001636	-processed-gene-6.116-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.116&CDS=1-822	YLR064W
OG0001637	-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.12&CDS=1-2613	YPL072W
OG0001638	-processed-gene-6.72-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.72&CDS=1-309	YER183C
OG0001639	-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.28&CDS=1-1455	YHR207C
OG0001640	-processed-gene-6.119-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.119&CDS=1-864	YER182W
OG0001641	-augustus-gene-6.1-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-augustus-gene-6.1&CDS=1-1782	YDR005C
OG0001642	-processed-gene-6.120-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.120&CDS=1-1614	YNL124W
OG0001643	-processed-gene-6.121-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.121&CDS=1-852	YBR011C
OG0001644	-processed-gene-6.122-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.122&CDS=1-1518	YCR098C
OG0001645	-processed-gene-6.105-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.105&CDS=1-387	YNR046W
OG0001646	-processed-gene-6.106-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.106&CDS=1-963	YEL051W
OG0001647	-processed-gene-6.107-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.107&CDS=1-1887	YKL148C
OG0001648	-processed-gene-6.124-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.124&CDS=1-2505	YGL083W
OG0001649	-processed-gene-6.108-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.108&CDS=1-585	YPL178W
OG0001650	-processed-gene-6.109-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.109&CDS=1-990	YML121W
OG0001651	-processed-gene-6.110-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.110&CDS=1-1344	YHR190W
OG0001652	-processed-gene-6.128-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.128&CDS=1-1311	YBR279W
OG0001653	-processed-gene-6.129-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.129&CDS=1-594	YDR032C
OG0001654	-processed-gene-6.112-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.112&CDS=1-642	YML001W
OG0001655	-processed-gene-6.131-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.131&CDS=1-699	YPL199C
OG0001656	-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-6.43&CDS=1-2043	YJL090C
OG0001657	-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.77&CDS=1-5763	YMR176W
OG0001658	-processed-gene-7.4-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.4&CDS=1-1869	YML127W
OG0001659	-processed-gene-7.21-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.21&CDS=1-1356	YIL090W
OG0001660	-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.82&CDS=1-2142	YIL091C
OG0001661	-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.100&CDS=1-213	YNL024C-A
OG0001662	-processed-gene-7.6-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.6&CDS=1-1041	YML095C
OG0001663	-processed-gene-7.22-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.22&CDS=1-441	YML094W
OG0001664	-processed-gene-7.25-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.25&CDS=1-1107	YPR035W
OG0001665	-processed-gene-7.49-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.49&CDS=1-5799	YJL005W
OG0001666	-processed-gene-7.26-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.26&CDS=1-657	YJL097W
OG0001667	-processed-gene-7.10-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.10&CDS=1-2442	YHR204W
OG0001668	-processed-gene-7.11-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.11&CDS=1-1176	YJR148W
OG0001669	-processed-gene-7.29-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.29&CDS=1-1008	YKL189W
OG0001670	-processed-gene-7.12-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.12&CDS=1-1917	YLR417W
OG0001671	-processed-gene-7.13-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.13&CDS=1-2163	YHL016C
OG0001672	-processed-gene-7.14-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.14&CDS=1-5484	YBR208C
OG0001673	-processed-gene-7.17-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.17&CDS=1-567	YDL046W
OG0001674	-processed-gene-7.31-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-7.31&CDS=1-2925	YGR125W
OG0001675	-processed-gene-8.89-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.89&CDS=1-2169	YAR014C
OG0001676	-processed-gene-8.90-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.90&CDS=1-2745	YBR017C
OG0001677	-processed-gene-8.91-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.91&CDS=1-3432	YJR109C
OG0001678	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.94&CDS=1-879	YBL050W
OG0001679	-processed-gene-8.92-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.92&CDS=1-462	YJR112W
OG0001680	-processed-gene-8.95-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.95&CDS=1-921	YDR337W
OG0001681	-processed-gene-8.97-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.97&CDS=1-1632	YKR034W
OG0001682	-processed-gene-8.117-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.117&CDS=1-954	YBR141C
OG0001683	-processed-gene-8.98-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.98&CDS=1-2427	YBR142W
OG0001684	-processed-gene-8.119-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.119&CDS=1-1308	YBR143C
OG0001685	-processed-gene-8.99-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.99&CDS=1-3258	YOL145C
OG0001686	-processed-gene-8.120-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.120&CDS=1-522	YOL146W
OG0001687	-processed-gene-8.100-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.100&CDS=1-738	YBR261C
OG0001688	-processed-gene-8.101-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.101&CDS=1-1308	YKL027W
OG0001689	-processed-gene-8.102-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.102&CDS=1-621	YGR147C
OG0001690	-processed-gene-8.121-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.121&CDS=1-1182	YHR002W
OG0001691	-processed-gene-8.104-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.104&CDS=1-1083	YML048W
OG0001692	-processed-gene-8.105-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.105&CDS=1-2301	YER091C
OG0001693	-processed-gene-8.59-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.59&CDS=1-1089	YBL058W
OG0001694	-processed-gene-8.60-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.60&CDS=1-4230	YER090W
OG0001695	-processed-gene-8.107-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.107&CDS=1-1560	YBL054W
OG0001696	-processed-gene-8.125-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.125&CDS=1-603	YBL057C
OG0001697	-processed-gene-8.109-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.109&CDS=1-1371	YGR229C
OG0001698	-processed-gene-8.80-mRNA-1_1&gene=snap_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.80&CDS=1-1335	YGR227W
OG0001699	-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.21&CDS=1-1350	YGR225W
OG0001700	-processed-gene-8.111-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.111&CDS=1-1023	YGR163W
OG0001701	-processed-gene-8.130-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-8.130&CDS=1-363	YIL027C
OG0001702	-processed-gene-9.1-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.1&CDS=1-1626	YIL099W
OG0001703	-snap-gene-9.163-mRNA-1_1&gene=maker-gi|1002316279|dbj|BCGD01000004.1|-snap-gene-9.163&CDS=1-2919	YFR038W
OG0001704	-processed-gene-9.0-mRNA-1_1&gene=genemark-gi|1002316279|dbj|BCGD01000004.1|-processed-gene-9.0&CDS=1-894	YNL036W
