	Hanseniaspora_vinae	Saccharomyces_cerevisiae
OG0002089	augustus_masked-JFAV02000185.1-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.226&CDS=1-4026	YPL030W
OG0002090	augustus_masked-JFAV02000185.1-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.191&CDS=1-471	YPL037C
OG0002091	maker-JFAV02000185.1-snap-gene-0.4-mRNA-1_1&gene=maker-JFAV02000185.1-snap-gene-0.4&CDS=1-3387	YPL040C
OG0002092	augustus_masked-JFAV02000185.1-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.194&CDS=1-2406	YPL042C
OG0002093	augustus_masked-JFAV02000185.1-processed-gene-0.229-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.229&CDS=1-2037	YPL043W
OG0002094	snap_masked-JFAV02000185.1-processed-gene-0.152-mRNA-1_1&gene=snap_masked-JFAV02000185.1-processed-gene-0.152&CDS=1-4017	YPL045W
OG0002095	augustus_masked-JFAV02000185.1-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.195&CDS=1-309	YPL046C
OG0002096	snap_masked-JFAV02000185.1-processed-gene-0.153-mRNA-1_1&gene=snap_masked-JFAV02000185.1-processed-gene-0.153&CDS=1-582	YPL047W
OG0002097	augustus_masked-JFAV02000185.1-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.197&CDS=1-609	YPL051W
OG0002098	augustus_masked-JFAV02000185.1-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.198&CDS=1-1713	YDR481C
OG0002099	augustus_masked-JFAV02000185.1-processed-gene-0.234-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.234&CDS=1-1167	YPL050C
OG0002100	snap_masked-JFAV02000186.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-JFAV02000186.1-processed-gene-0.28&CDS=1-447	YDR482C
OG0002101	augustus_masked-JFAV02000186.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000186.1-processed-gene-0.18&CDS=1-2079	YBR156C
OG0002102	augustus_masked-JFAV02000186.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000186.1-processed-gene-0.20&CDS=1-909	YPL054W
OG0002103	snap_masked-JFAV02000186.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-JFAV02000186.1-processed-gene-0.24&CDS=1-1503	YBR158W
OG0002104	snap_masked-JFAV02000187.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-JFAV02000187.1-processed-gene-0.26&CDS=1-1110	YEL019C
OG0002105	augustus_masked-JFAV02000187.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.2&CDS=1-1455	YCR024C
OG0002106	augustus_masked-JFAV02000187.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.15&CDS=1-261	YEL020W-A
OG0002107	augustus_masked-JFAV02000187.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.16&CDS=1-798	YEL021W
OG0002108	augustus_masked-JFAV02000187.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.17&CDS=1-4302	YEL022W
OG0002109	augustus_masked-JFAV02000187.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.4&CDS=1-1200	YJR032W
OG0002110	augustus_masked-JFAV02000187.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.18&CDS=1-4140	YJR033C
OG0002111	augustus_masked-JFAV02000187.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.5&CDS=1-324	YJR034W
OG0002112	augustus_masked-JFAV02000187.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.6&CDS=1-3333	YJR035W
OG0002113	augustus_masked-JFAV02000187.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.19&CDS=1-636	YEL024W
OG0002114	augustus_masked-JFAV02000187.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.20&CDS=1-381	YEL026W
OG0002115	augustus_masked-JFAV02000187.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.8&CDS=1-477	YFR011C
OG0002116	augustus_masked-JFAV02000187.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.21&CDS=1-1542	YFR010W
OG0002117	augustus_masked-JFAV02000187.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.9&CDS=1-3036	YOL021C
OG0002118	augustus_masked-JFAV02000187.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.22&CDS=1-2256	YFR009W
OG0002119	augustus_masked-JFAV02000187.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.10&CDS=1-1329	YOL022C
OG0002120	augustus_masked-JFAV02000187.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.23&CDS=1-2208	YOL023W
OG0002121	augustus_masked-JFAV02000187.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.11&CDS=1-1251	YCR012W
OG0002122	snap_masked-JFAV02000187.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-JFAV02000187.1-processed-gene-0.49&CDS=1-2139	YCR015C
OG0002123	augustus_masked-JFAV02000187.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.12&CDS=1-900	YCR016W
OG0002124	genemark-JFAV02000187.1-processed-gene-0.78-mRNA-1_1&gene=genemark-JFAV02000187.1-processed-gene-0.78&CDS=1-3069	YCR017C
OG0002125	augustus_masked-JFAV02000187.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.25&CDS=1-2100	YEL011W
OG0002126	augustus_masked-JFAV02000190.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.13&CDS=1-333	YBR091C
OG0002127	augustus_masked-JFAV02000190.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.0&CDS=1-2373	YBR094W
OG0002128	augustus_masked-JFAV02000190.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.14&CDS=1-1533	YBR095C
OG0002129	augustus_masked-JFAV02000190.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.1&CDS=1-687	YBR096W
OG0002130	augustus_masked-JFAV02000190.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.2&CDS=1-1350	YPR054W
OG0002131	augustus_masked-JFAV02000190.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.3&CDS=1-4341	YBR097W
OG0002132	snap_masked-JFAV02000190.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-JFAV02000190.1-processed-gene-0.25&CDS=1-3060	YPR055W
OG0002133	snap_masked-JFAV02000190.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-JFAV02000190.1-processed-gene-0.26&CDS=1-2013	YBR098W
OG0002134	augustus_masked-JFAV02000190.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.15&CDS=1-879	YBR101C
OG0002135	snap_masked-JFAV02000190.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-JFAV02000190.1-processed-gene-0.37&CDS=1-2508	YBR102C
OG0002136	augustus_masked-JFAV02000190.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.7&CDS=1-1848	YBR103W
OG0002137	augustus_masked-JFAV02000190.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.8&CDS=1-1218	YPR056W
OG0002138	snap_masked-JFAV02000190.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-JFAV02000190.1-processed-gene-0.30&CDS=1-1023	YPR057W
OG0002139	augustus_masked-JFAV02000190.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.17&CDS=1-774	YPR060C
OG0002140	augustus_masked-JFAV02000190.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.18&CDS=1-1224	YPR061C
OG0002141	augustus_masked-JFAV02000190.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.11&CDS=1-474	YPR062W
OG0002142	augustus_masked-JFAV02000190.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.19&CDS=1-348	YPR063C
OG0002143	snap_masked-JFAV02000191.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-JFAV02000191.1-processed-gene-0.30&CDS=1-2778	YPL180W
OG0002144	augustus_masked-JFAV02000191.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.17&CDS=1-3234	YGL094C
OG0002145	augustus_masked-JFAV02000191.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.4&CDS=1-3009	YPL183C
OG0002146	snap_masked-JFAV02000191.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-JFAV02000191.1-processed-gene-0.32&CDS=1-2508	YGL093W
OG0002147	augustus_masked-JFAV02000191.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.6&CDS=1-3669	YGL092W
OG0002148	augustus_masked-JFAV02000191.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.18&CDS=1-975	YGL091C
OG0002149	augustus_masked-JFAV02000191.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.20&CDS=1-1326	YPL188W
OG0002150	augustus_masked-JFAV02000191.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.21&CDS=1-411	YGL087C
OG0002151	augustus_masked-JFAV02000191.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.10&CDS=1-1992	YGL086W
OG0002152	augustus_masked-JFAV02000191.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.11&CDS=1-855	YGL085W
OG0002153	snap_masked-JFAV02000191.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-JFAV02000191.1-processed-gene-0.38&CDS=1-2565	YGL083W
OG0002154	snap_masked-JFAV02000191.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-JFAV02000191.1-processed-gene-0.39&CDS=1-195	YPL189C-A
OG0002155	augustus_masked-JFAV02000191.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.13&CDS=1-2157	YPL190C
OG0002156	snap_masked-JFAV02000191.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-JFAV02000191.1-processed-gene-0.52&CDS=1-1515	YPL193W
OG0002157	augustus_masked-JFAV02000191.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.16&CDS=1-447	YGL080W
OG0002158	snap_masked-JFAV02000191.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-JFAV02000191.1-processed-gene-0.53&CDS=1-2052	YPL194W
OG0002159	genemark-JFAV02000191.1-processed-gene-0.79-mRNA-1_1&gene=genemark-JFAV02000191.1-processed-gene-0.79&CDS=1-3693	YPL195W
OG0002160	augustus_masked-JFAV02000191.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.25&CDS=1-1608	YGL078C
OG0002161	augustus_masked-JFAV02000191.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.26&CDS=1-1653	YGL077C
OG0002162	augustus_masked-JFAV02000192.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000192.1-processed-gene-0.20&CDS=1-2184	YPL072W
OG0002163	augustus_masked-JFAV02000192.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000192.1-processed-gene-0.21&CDS=1-1887	YBR200W
OG0002164	augustus_masked-JFAV02000192.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-JFAV02000192.1-processed-gene-0.22&CDS=1-1659	YPL070W
OG0002165	augustus_masked-JFAV02000192.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-JFAV02000192.1-processed-gene-0.24&CDS=1-1071	YPL069C
OG0002166	augustus_masked-JFAV02000192.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-JFAV02000192.1-processed-gene-0.27&CDS=1-2652	YBR203W
OG0002167	maker-JFAV02000193.1-augustus-gene-0.33-mRNA-1_1&gene=maker-JFAV02000193.1-augustus-gene-0.33&CDS=1-2145	YPL063W
OG0002168	augustus_masked-JFAV02000193.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.16&CDS=1-1689	YPL066W
OG0002169	augustus_masked-JFAV02000193.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.17&CDS=1-2580	YBR202W
OG0002170	augustus_masked-JFAV02000193.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.12&CDS=1-1275	YBR207W
OG0002171	augustus_masked-JFAV02000193.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.18&CDS=1-5559	YBR208C
OG0002172	augustus_masked-JFAV02000193.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.13&CDS=1-453	YPL059W
OG0002173	augustus_masked-JFAV02000193.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.19&CDS=1-1797	YBR163W
OG0002174	augustus_masked-JFAV02000193.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.20&CDS=1-1590	YBR162C
OG0002175	snap_masked-JFAV02000193.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-JFAV02000193.1-processed-gene-0.25&CDS=1-201	YBR162W-A
OG0002176	augustus_masked-JFAV02000195.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.14&CDS=1-2226	YBL049W
OG0002177	augustus_masked-JFAV02000195.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.4&CDS=1-1203	YJR093C
OG0002178	augustus_masked-JFAV02000195.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.15&CDS=1-3762	YJR092W
OG0002179	augustus_masked-JFAV02000195.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.5&CDS=1-4380	YJR091C
OG0002180	augustus_masked-JFAV02000195.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.6&CDS=1-3519	YJR090C
OG0002181	augustus_masked-JFAV02000195.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.17&CDS=1-1212	YPR041W
OG0002182	augustus_masked-JFAV02000195.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.7&CDS=1-978	YJR088C
OG0002183	augustus_masked-JFAV02000195.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.18&CDS=1-1161	YPR040W
OG0002184	augustus_masked-JFAV02000195.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.8&CDS=1-651	YPR037C
OG0002185	genemark-JFAV02000195.1-processed-gene-0.71-mRNA-1_1&gene=genemark-JFAV02000195.1-processed-gene-0.71&CDS=1-321	YJR086W
OG0002186	augustus_masked-JFAV02000195.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.9&CDS=1-318	YJR085C
OG0002187	augustus_masked-JFAV02000195.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.19&CDS=1-1521	YJR084W
OG0002188	snap_masked-JFAV02000195.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-JFAV02000195.1-processed-gene-0.47&CDS=1-1443	YPR036W
OG0002189	augustus_masked-JFAV02000195.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.21&CDS=1-1116	YPR035W
OG0002190	maker-JFAV02000195.1-snap-gene-0.0-mRNA-1_1&gene=maker-JFAV02000195.1-snap-gene-0.0&CDS=1-1326	YPR034W
OG0002191	augustus_masked-JFAV02000195.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.11&CDS=1-1494	YJR080C
OG0002192	augustus_masked-JFAV02000195.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.12&CDS=1-1578	YPR033C
OG0002193	augustus_masked-JFAV02000195.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.23&CDS=1-636	YBL107C
OG0002194	maker-JFAV02000195.1-augustus-gene-0.2-mRNA-1_1&gene=maker-JFAV02000195.1-augustus-gene-0.2&CDS=1-5085	YBL104C
OG0002195	augustus_masked-JFAV02000195.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.25&CDS=1-1935	YPR031W
OG0002196	augustus_masked-JFAV02000195.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.26&CDS=1-1758	YBL103C
OG0002197	augustus_masked-JFAV02000195.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.13&CDS=1-633	YBL102W
OG0002198	augustus_masked-JFAV02000196.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000196.1-processed-gene-0.3&CDS=1-570	YER112W
OG0002199	genemark-JFAV02000197.1-processed-gene-0.4-mRNA-1_1&gene=genemark-JFAV02000197.1-processed-gene-0.4&CDS=1-2916	YBL084C
OG0002200	augustus_masked-JFAV02000197.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000197.1-processed-gene-0.3&CDS=1-3504	YER114C
OG0002201	augustus_masked-JFAV02000200.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.40&CDS=1-1458	YGL055W
OG0002202	snap_masked-JFAV02000200.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-JFAV02000200.1-processed-gene-0.8&CDS=1-873	YBR213W
OG0002203	augustus_masked-JFAV02000200.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.49&CDS=1-2325	YBR212W
OG0002204	augustus_masked-JFAV02000200.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.50&CDS=1-405	YGL054C
OG0002205	augustus_masked-JFAV02000200.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.43&CDS=1-921	YGL057C
OG0002206	augustus_masked-JFAV02000200.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.52&CDS=1-516	YGL058W
OG0002207	augustus_masked-JFAV02000200.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.53&CDS=1-1458	YGL059W
OG0002208	snap_masked-JFAV02000200.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-JFAV02000200.1-processed-gene-0.4&CDS=1-1656	YBR215W
OG0002209	augustus_masked-JFAV02000200.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.45&CDS=1-867	YBR217W
OG0002210	augustus_masked-JFAV02000200.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.46&CDS=1-747	YGL061C
OG0002211	augustus_masked-JFAV02000200.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.55&CDS=1-3528	YGL062W
OG0002212	genemark-JFAV02000200.1-processed-gene-0.36-mRNA-1_1&gene=genemark-JFAV02000200.1-processed-gene-0.36&CDS=1-471	YGL127C
OG0002213	snap_masked-JFAV02000200.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-JFAV02000200.1-processed-gene-0.6&CDS=1-546	YGL126W
OG0002214	augustus_masked-JFAV02000200.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.56&CDS=1-1749	YBR220C
OG0002215	augustus_masked-JFAV02000200.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.57&CDS=1-1065	YBR221C
OG0002216	augustus_masked-JFAV02000201.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.0&CDS=1-2115	YGL125W
OG0002217	genemark-JFAV02000201.1-processed-gene-0.43-mRNA-1_1&gene=genemark-JFAV02000201.1-processed-gene-0.43&CDS=1-1500	YBR227C
OG0002218	augustus_masked-JFAV02000201.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.3&CDS=1-1044	YBR228W
OG0002219	augustus_masked-JFAV02000201.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.11&CDS=1-2958	YBR229C
OG0002220	augustus_masked-JFAV02000201.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.12&CDS=1-2457	YGL124C
OG0002221	augustus_masked-JFAV02000201.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.13&CDS=1-705	YBR230C
OG0002222	augustus_masked-JFAV02000201.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.4&CDS=1-777	YGL123W
OG0002223	augustus_masked-JFAV02000201.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.14&CDS=1-1641	YGL122C
OG0002224	genemark-JFAV02000201.1-processed-gene-0.39-mRNA-1_1&gene=genemark-JFAV02000201.1-processed-gene-0.39&CDS=1-1209	YGL119W
OG0002225	genemark-JFAV02000201.1-processed-gene-0.40-mRNA-1_1&gene=genemark-JFAV02000201.1-processed-gene-0.40&CDS=1-3663	YPL249C
OG0002226	augustus_masked-JFAV02000201.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.16&CDS=1-753	YLR118C
OG0002227	snap_masked-JFAV02000201.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-JFAV02000201.1-processed-gene-0.32&CDS=1-288	YMR194C-B
OG0002228	maker-JFAV02000202.1-snap-gene-0.54-mRNA-1_1&gene=maker-JFAV02000202.1-snap-gene-0.54&CDS=1-3375	YMR196W
OG0002229	augustus_masked-JFAV02000202.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000202.1-processed-gene-0.12&CDS=1-675	YMR197C
OG0002230	augustus_masked-JFAV02000202.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000202.1-processed-gene-0.3&CDS=1-516	YPL252C
OG0002231	maker-JFAV02000202.1-snap-gene-0.55-mRNA-1_1&gene=maker-JFAV02000202.1-snap-gene-0.55&CDS=1-1371	YPL254W
OG0002232	augustus_masked-JFAV02000202.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000202.1-processed-gene-0.6&CDS=1-870	YMR200W
OG0002233	snap_masked-JFAV02000202.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-JFAV02000202.1-processed-gene-0.42&CDS=1-1881	YNR006W
OG0002234	maker-JFAV02000202.1-augustus-gene-0.0-mRNA-1_1&gene=maker-JFAV02000202.1-augustus-gene-0.0&CDS=1-2133	YMR201C
OG0002235	augustus_masked-JFAV02000202.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000202.1-processed-gene-0.8&CDS=1-2187	YNR008W
OG0002236	genemark-JFAV02000202.1-processed-gene-0.27-mRNA-1_1&gene=genemark-JFAV02000202.1-processed-gene-0.27&CDS=1-669	YMR202W
OG0002237	snap_masked-JFAV02000202.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-JFAV02000202.1-processed-gene-0.46&CDS=1-585	YNR010W
OG0002238	augustus_masked-JFAV02000202.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000202.1-processed-gene-0.11&CDS=1-1158	YMR203W
OG0002239	snap_masked-JFAV02000203.1-processed-gene-0.97-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.97&CDS=1-1167	YNR021W
OG0002240	snap_masked-JFAV02000203.1-processed-gene-0.119-mRNA-1_1&gene=snap_masked-JFAV02000203.1-processed-gene-0.119&CDS=1-441	YNR022C
OG0002241	augustus_masked-JFAV02000203.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.1&CDS=1-1479	YNR023W
OG0002242	augustus_masked-JFAV02000203.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000203.1-processed-gene-0.2&CDS=1-1533	YCR053W
