	Saccharomyces_cerevisiae	yHMPu5000034890_Ogataea_ramenticola
OG0001806	YHR109W	snap_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.94&CDS=1-1764
OG0001807	YHR111W	augustus_masked-NODE_36_length_89563_cov_110.668_ID_71-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_36_length_89563_cov_110.668_ID_71-processed-gene-0.82&CDS=1-1911
OG0001808	YHR112C	augustus_masked-NODE_36_length_89563_cov_110.668_ID_71-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_36_length_89563_cov_110.668_ID_71-processed-gene-0.101&CDS=1-1140
OG0001809	YHR113W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.159-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.159&CDS=1-1473
OG0001810	YHR114W	augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-0.37&CDS=1-1896
OG0001811	YHR116W	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.65&CDS=1-402
OG0001812	YHR118C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.31&CDS=1-1230
OG0001813	YHR119W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.33&CDS=1-3621
OG0001814	YHR120W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.35&CDS=1-2853
OG0001815	YHR122W	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.52&CDS=1-705
OG0001816	YHR124W	snap_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.204-mRNA-1_1&gene=snap_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.204&CDS=1-1782
OG0001817	YHR128W	augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.86&CDS=1-645
OG0001818	YHR132C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.11&CDS=1-1677
OG0001819	YHR134W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-3.96&CDS=1-948
OG0001820	YHR137W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.117&CDS=1-1479
OG0001821	YHR140W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.9&CDS=1-702
OG0001822	YHR142W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.18&CDS=1-924
OG0001823	YHR143W-A	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-0.81&CDS=1-216
OG0001824	YHR144C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.3&CDS=1-960
OG0001825	YHR146W	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.112&CDS=1-762
OG0001826	YHR147C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.138&CDS=1-681
OG0001827	YHR148W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.113&CDS=1-549
OG0001828	YHR151C	snap_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-4.61-mRNA-1_1&gene=snap_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-4.61&CDS=1-1674
OG0001829	YHR154W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.85&CDS=1-2415
OG0001830	YHR163W	augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.70&CDS=1-753
OG0001831	YHR164C	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.39&CDS=1-4515
OG0001832	YHR165C	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.90&CDS=1-9000
OG0001833	YHR168W	augustus_masked-NODE_41_length_44430_cov_481.06_ID_81-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_41_length_44430_cov_481.06_ID_81-processed-gene-0.17&CDS=1-1896
OG0001834	YHR169W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.85&CDS=1-1350
OG0001835	YHR170W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.87&CDS=1-1542
OG0001836	YHR171W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.86&CDS=1-1932
OG0001837	YHR172W	genemark-NODE_41_length_44430_cov_481.06_ID_81-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_41_length_44430_cov_481.06_ID_81-processed-gene-0.52&CDS=1-2403
OG0001838	YHR175W	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.42&CDS=1-498
OG0001839	YHR177W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.20&CDS=1-1926
OG0001840	YHR181W	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.82&CDS=1-738
OG0001841	YHR183W	maker-NODE_7_length_538164_cov_135.673_ID_13-augustus-gene-4.145-mRNA-1_1&gene=maker-NODE_7_length_538164_cov_135.673_ID_13-augustus-gene-4.145&CDS=1-1476
OG0001842	YHR186C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-3.17&CDS=1-4257
OG0001843	YHR187W	augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.70&CDS=1-906
OG0001844	YHR188C	augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.79&CDS=1-1875
OG0001845	YHR189W	snap_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-0.69&CDS=1-729
OG0001846	YHR190W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-0.41&CDS=1-1419
OG0001847	YHR191C	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.59&CDS=1-528
OG0001848	YHR192W	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.79&CDS=1-831
OG0001849	YHR193C	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.58&CDS=1-537
OG0001850	YHR194W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.125&CDS=1-1764
OG0001851	YHR197W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.59&CDS=1-2265
OG0001852	YHR198C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.79&CDS=1-963
OG0001853	YHR200W	genemark-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-2.122-mRNA-1_1&gene=genemark-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-2.122&CDS=1-834
OG0001854	YHR201C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.71&CDS=1-1122
OG0001855	YHR204W	augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.8&CDS=1-2838
OG0001856	YHR205W	genemark-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.108&CDS=1-2397
OG0001857	YHR207C	snap_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.89&CDS=1-2058
OG0001858	YIL001W	maker-NODE_15_length_375730_cov_128.345_ID_29-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_15_length_375730_cov_128.345_ID_29-snap-gene-2.0&CDS=1-1395
OG0001859	YIL004C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.15&CDS=1-558
OG0001860	YIL005W	maker-NODE_6_length_541680_cov_107.521_ID_11-augustus-gene-1.49-mRNA-1_1&gene=maker-NODE_6_length_541680_cov_107.521_ID_11-augustus-gene-1.49&CDS=1-2517
OG0001861	YIL007C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.123&CDS=1-645
OG0001862	YIL008W	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.144&CDS=1-303
OG0001863	YIL010W	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.43&CDS=1-639
OG0001864	YIL016W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.8&CDS=1-756
OG0001865	YIL017C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.65&CDS=1-2478
OG0001866	YIL019W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.131&CDS=1-726
OG0001867	YIL020C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.187-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.187&CDS=1-804
OG0001868	YIL021W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.186-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.186&CDS=1-969
OG0001869	YIL022W	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.135&CDS=1-1239
OG0001870	YIL023C	maker-NODE_15_length_375730_cov_128.345_ID_29-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_15_length_375730_cov_128.345_ID_29-snap-gene-2.2&CDS=1-2040
OG0001871	YIL026C	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-1.73&CDS=1-3621
OG0001872	YIL027C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.14&CDS=1-414
OG0001873	YIL031W	snap_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.71-mRNA-1_1&gene=snap_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.71&CDS=1-4191
OG0001874	YIL033C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.63&CDS=1-1440
OG0001875	YIL034C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.64&CDS=1-855
OG0001876	YIL039W	genemark-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.21-mRNA-1_1&gene=genemark-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.21&CDS=1-5751
OG0001877	YIL041W	augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.146&CDS=1-987
OG0001878	YIL042C	snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-6.113-mRNA-1_1&gene=snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-6.113&CDS=1-1119
OG0001879	YIL044C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.125&CDS=1-1056
OG0001880	YIL046W	augustus_masked-NODE_37_length_88767_cov_205.948_ID_73-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_37_length_88767_cov_205.948_ID_73-processed-gene-0.9&CDS=1-1956
OG0001881	YIL047C	snap_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.94&CDS=1-3462
OG0001882	YIL048W	maker-NODE_12_length_456140_cov_104.9_ID_23-snap-gene-0.46-mRNA-1_1&gene=maker-NODE_12_length_456140_cov_104.9_ID_23-snap-gene-0.46&CDS=1-4359
OG0001883	YIL061C	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.162&CDS=1-948
OG0001884	YIL062C	augustus_masked-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.51&CDS=1-447
OG0001885	YIL063C	augustus_masked-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.47&CDS=1-1188
OG0001886	YIL064W	maker-NODE_44_length_34901_cov_98.1484_ID_87-augustus-gene-0.34-mRNA-1_1&gene=maker-NODE_44_length_34901_cov_98.1484_ID_87-augustus-gene-0.34&CDS=1-786
OG0001887	YIL065C	genemark-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.15&CDS=1-474
OG0001888	YIL067C	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-1.72&CDS=1-2202
OG0001889	YIL068C	augustus_masked-NODE_21_length_225364_cov_160.608_ID_41-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_21_length_225364_cov_160.608_ID_41-processed-gene-0.55&CDS=1-2274
OG0001890	YIL070C	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.63&CDS=1-807
OG0001891	YIL072W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-3.103&CDS=1-1941
OG0001892	YIL073C	snap_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.92&CDS=1-2730
OG0001893	YIL075C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.48&CDS=1-3036
OG0001894	YIL083C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.225-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.225&CDS=1-1050
OG0001895	YIL084C	maker-NODE_13_length_439646_cov_107.886_ID_25-augustus-gene-2.47-mRNA-1_1&gene=maker-NODE_13_length_439646_cov_107.886_ID_25-augustus-gene-2.47&CDS=1-1050
OG0001896	YIL087C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.176-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.176&CDS=1-423
OG0001897	YIL090W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.178-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.178&CDS=1-1560
OG0001898	YIL091C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.223-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.223&CDS=1-2427
OG0001899	YIL093C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.40&CDS=1-747
OG0001900	YIL094C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.167-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.167&CDS=1-1131
OG0001901	YIL096C	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.195&CDS=1-1068
OG0001902	YIL098C	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.73&CDS=1-420
OG0001903	YIL099W	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.192&CDS=1-1815
OG0001904	YIL101C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.72&CDS=1-2112
OG0001905	YIL102C-A	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.68&CDS=1-249
OG0001906	YIL103W	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.36&CDS=1-1353
OG0001907	YIL104C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.70&CDS=1-1554
OG0001908	YIL106W	maker-NODE_6_length_541680_cov_107.521_ID_11-augustus-gene-3.96-mRNA-1_1&gene=maker-NODE_6_length_541680_cov_107.521_ID_11-augustus-gene-3.96&CDS=1-792
OG0001909	YIL108W	snap_masked-NODE_38_length_78519_cov_90.4632_ID_75-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_38_length_78519_cov_90.4632_ID_75-processed-gene-0.82&CDS=1-2085
OG0001910	YIL110W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.5&CDS=1-1209
OG0001911	YIL112W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.7&CDS=1-3597
OG0001912	YIL113W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.6&CDS=1-1416
OG0001913	YIL116W	augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.100&CDS=1-1191
OG0001914	YIL118W	genemark-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.296-mRNA-1_1&gene=genemark-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.296&CDS=1-669
OG0001915	YIL124W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-1.67&CDS=1-918
OG0001916	YIL125W	augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.45&CDS=1-4251
OG0001917	YIL127C	augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-1.156&CDS=1-678
