	Candida_parapsilosis	Saccharomyces_cerevisiae
OG0001700	snap_masked-Contig005807-processed-gene-17.11-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-17.11&CDS=1-5850	YLR430W
OG0001701	snap_masked-Contig005807-processed-gene-17.12-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-17.12&CDS=1-1845	YLR234W
OG0001702	genemark-Contig005807-processed-gene-17.53-mRNA-1_1&gene=genemark-Contig005807-processed-gene-17.53&CDS=1-777	YLR242C
OG0001703	snap_masked-Contig005807-processed-gene-17.26-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-17.26&CDS=1-1482	YOR046C
OG0001704	maker-Contig005807-snap-gene-17.81-mRNA-1_1&gene=maker-Contig005807-snap-gene-17.81&CDS=1-426	YOL040C
OG0001705	snap_masked-Contig005807-processed-gene-17.18-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-17.18&CDS=1-336	YDR382W
OG0001706	augustus_masked-Contig005807-processed-gene-17.96-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-17.96&CDS=1-606	YFR001W
OG0001707	augustus_masked-Contig005807-processed-gene-17.105-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-17.105&CDS=1-984	YGR101W
OG0001708	snap_masked-Contig005807-processed-gene-17.30-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-17.30&CDS=1-2457	YPR112C
OG0001709	augustus_masked-Contig005807-processed-gene-17.107-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-17.107&CDS=1-3903	YNL250W
OG0001710	snap_masked-Contig005807-processed-gene-17.32-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-17.32&CDS=1-1239	YMR235C
OG0001711	maker-Contig005807-snap-gene-18.1-mRNA-1_1&gene=maker-Contig005807-snap-gene-18.1&CDS=1-3186	YDL174C
OG0001712	snap_masked-Contig005807-processed-gene-18.99-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-18.99&CDS=1-633	YBR062C
OG0001713	augustus_masked-Contig005807-processed-gene-18.69-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-18.69&CDS=1-732	YDR041W
OG0001714	augustus_masked-Contig005807-processed-gene-18.58-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-18.58&CDS=1-909	YBR061C
OG0001715	snap_masked-Contig005807-processed-gene-18.112-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-18.112&CDS=1-1797	YDR037W
OG0001716	maker-Contig005807-augustus-gene-18.7-mRNA-1_1&gene=maker-Contig005807-augustus-gene-18.7&CDS=1-2331	YDL054C
OG0001717	snap_masked-Contig005807-processed-gene-18.102-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-18.102&CDS=1-264	YJR135W-A
OG0001718	snap_masked-Contig005807-processed-gene-18.104-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-18.104&CDS=1-933	YHR198C
OG0001719	snap_masked-Contig005807-processed-gene-18.116-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-18.116&CDS=1-1086	YDL055C
OG0001720	genemark-Contig005807-processed-gene-18.35-mRNA-1_1&gene=genemark-Contig005807-processed-gene-18.35&CDS=1-1551	YML115C
OG0001721	snap_masked-Contig005807-processed-gene-18.117-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-18.117&CDS=1-1875	YMR278W
OG0001722	snap_masked-Contig005807-processed-gene-18.118-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-18.118&CDS=1-1488	YLL036C
OG0001723	snap_masked-Contig005807-processed-gene-18.120-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-18.120&CDS=1-2358	YMR277W
OG0001724	augustus_masked-Contig005807-processed-gene-18.64-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-18.64&CDS=1-900	YMR262W
OG0001725	maker-Contig005807-augustus-gene-18.9-mRNA-1_1&gene=maker-Contig005807-augustus-gene-18.9&CDS=1-1752	YDR050C
OG0001726	snap_masked-Contig005807-processed-gene-18.123-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-18.123&CDS=1-1335	YCL029C
OG0001727	snap_masked-Contig005807-processed-gene-18.124-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-18.124&CDS=1-3384	YIL115C
OG0001728	maker-Contig005807-snap-gene-18.4-mRNA-1_1&gene=maker-Contig005807-snap-gene-18.4&CDS=1-2100	YLR378C
OG0001729	snap_masked-Contig005807-processed-gene-18.127-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-18.127&CDS=1-1026	YLR377C
OG0001730	augustus_masked-Contig005807-processed-gene-18.92-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-18.92&CDS=1-2331	YBR236C
OG0001731	snap_masked-Contig005807-processed-gene-19.175-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.175&CDS=1-6093	YDR090C
OG0001732	genemark-Contig005807-processed-gene-19.87-mRNA-1_1&gene=genemark-Contig005807-processed-gene-19.87&CDS=1-2427	YER162C
OG0001733	genemark-Contig005807-processed-gene-19.89-mRNA-1_1&gene=genemark-Contig005807-processed-gene-19.89&CDS=1-1371	YMR283C
OG0001734	snap_masked-Contig005807-processed-gene-19.177-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.177&CDS=1-933	YCR015C
OG0001735	genemark-Contig005807-processed-gene-19.91-mRNA-1_1&gene=genemark-Contig005807-processed-gene-19.91&CDS=1-1959	YOR205C
OG0001736	snap_masked-Contig005807-processed-gene-19.181-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.181&CDS=1-1332	YNR050C
OG0001737	snap_masked-Contig005807-processed-gene-19.228-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.228&CDS=1-1566	YMR211W
OG0001738	snap_masked-Contig005807-processed-gene-19.184-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.184&CDS=1-2997	YGL113W
OG0001739	snap_masked-Contig005807-processed-gene-19.230-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.230&CDS=1-1497	YGL112C
OG0001740	genemark-Contig005807-processed-gene-19.98-mRNA-1_1&gene=genemark-Contig005807-processed-gene-19.98&CDS=1-2589	YBR237W
OG0001741	snap_masked-Contig005807-processed-gene-19.187-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.187&CDS=1-204	YDR086C
OG0001742	snap_masked-Contig005807-processed-gene-19.188-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.188&CDS=1-843	YDR087C
OG0001743	snap_masked-Contig005807-processed-gene-19.189-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.189&CDS=1-936	YDR088C
OG0001744	augustus_masked-Contig005807-processed-gene-19.59-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-19.59&CDS=1-882	YLR128W
OG0001745	snap_masked-Contig005807-processed-gene-19.191-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.191&CDS=1-2409	YLR127C
OG0001746	snap_masked-Contig005807-processed-gene-19.234-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.234&CDS=1-3981	YLR419W
OG0001747	snap_masked-Contig005807-processed-gene-19.236-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.236&CDS=1-849	YJR096W
OG0001748	maker-Contig005807-augustus-gene-19.168-mRNA-1_1&gene=maker-Contig005807-augustus-gene-19.168&CDS=1-2931	YAL023C
OG0001749	snap_masked-Contig005807-processed-gene-19.237-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.237&CDS=1-1944	YAL016W
OG0001750	snap_masked-Contig005807-processed-gene-19.199-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.199&CDS=1-2730	YDR089W
OG0001751	snap_masked-Contig005807-processed-gene-19.200-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.200&CDS=1-2580	YPL244C
OG0001752	snap_masked-Contig005807-processed-gene-19.240-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.240&CDS=1-306	YBR111W-A
OG0001753	augustus_masked-Contig005807-processed-gene-19.28-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-19.28&CDS=1-2571	YBR111C
OG0001754	snap_masked-Contig005807-processed-gene-19.241-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.241&CDS=1-3417	YBR112C
OG0001755	snap_masked-Contig005807-processed-gene-19.242-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.242&CDS=1-1299	YPL188W
OG0001756	snap_masked-Contig005807-processed-gene-19.246-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.246&CDS=1-2217	YBR212W
OG0001757	snap_masked-Contig005807-processed-gene-19.204-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.204&CDS=1-3276	YOR373W
OG0001758	augustus_masked-Contig005807-processed-gene-19.32-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-19.32&CDS=1-411	YGL054C
OG0001759	snap_masked-Contig005807-processed-gene-19.248-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.248&CDS=1-417	YOR369C
OG0001760	snap_masked-Contig005807-processed-gene-19.249-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.249&CDS=1-1923	YOR370C
OG0001761	augustus_masked-Contig005807-processed-gene-19.33-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-19.33&CDS=1-834	YBR213W
OG0001762	snap_masked-Contig005807-processed-gene-19.250-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.250&CDS=1-1302	YOR323C
OG0001763	snap_masked-Contig005807-processed-gene-19.207-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.207&CDS=1-3819	YAL026C
OG0001764	snap_masked-Contig005807-processed-gene-19.208-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.208&CDS=1-1452	YGR083C
OG0001765	snap_masked-Contig005807-processed-gene-19.209-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.209&CDS=1-5394	YHL030W
OG0001766	augustus_masked-Contig005807-processed-gene-19.37-mRNA-1_1&gene=augustus_masked-Contig005807-processed-gene-19.37&CDS=1-1914	YHL029C
OG0001767	snap_masked-Contig005807-processed-gene-19.212-mRNA-1_1&gene=snap_masked-Contig005807-processed-gene-19.212&CDS=1-1002	YNL175C
OG0001768	snap_masked-Contig005809-processed-gene-0.135-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.135&CDS=1-384	YJL003W
OG0001769	snap_masked-Contig005809-processed-gene-0.112-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.112&CDS=1-396	YCR087C-A
OG0001770	genemark-Contig005809-processed-gene-0.28-mRNA-1_1&gene=genemark-Contig005809-processed-gene-0.28&CDS=1-1632	YOL095C
OG0001771	snap_masked-Contig005809-processed-gene-0.113-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.113&CDS=1-1500	YDR484W
OG0001772	augustus_masked-Contig005809-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-0.87&CDS=1-960	YOL094C
OG0001773	snap_masked-Contig005809-processed-gene-0.138-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.138&CDS=1-726	YNL282W
OG0001774	snap_masked-Contig005809-processed-gene-0.139-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.139&CDS=1-5238	YDL140C
OG0001775	snap_masked-Contig005809-processed-gene-0.114-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.114&CDS=1-1122	YLR216C
OG0001776	augustus_masked-Contig005809-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-0.90&CDS=1-993	YIL035C
OG0001777	snap_masked-Contig005809-processed-gene-0.142-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.142&CDS=1-630	YHR034C
OG0001778	augustus_masked-Contig005809-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-0.94&CDS=1-1257	YDR300C
OG0001779	maker-Contig005809-augustus-gene-0.62-mRNA-1_1&gene=maker-Contig005809-augustus-gene-0.62&CDS=1-4818	YNL321W
OG0001780	snap_masked-Contig005809-processed-gene-0.118-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.118&CDS=1-354	YGR074W
OG0001781	snap_masked-Contig005809-processed-gene-0.149-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.149&CDS=1-483	YDL004W
OG0001782	augustus_masked-Contig005809-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-0.72&CDS=1-1536	YDL003W
OG0001783	snap_masked-Contig005809-processed-gene-0.120-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.120&CDS=1-699	YDR489W
OG0001784	snap_masked-Contig005809-processed-gene-0.152-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.152&CDS=1-3012	YOL138C
OG0001785	snap_masked-Contig005809-processed-gene-0.121-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.121&CDS=1-888	YNL320W
OG0001786	snap_masked-Contig005809-processed-gene-0.153-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.153&CDS=1-639	YOL139C
OG0001787	snap_masked-Contig005809-processed-gene-0.122-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.122&CDS=1-1539	YDR299W
OG0001788	snap_masked-Contig005809-processed-gene-0.123-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.123&CDS=1-984	YDR392W
OG0001789	snap_masked-Contig005809-processed-gene-0.155-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.155&CDS=1-2619	YOR144C
OG0001790	augustus_masked-Contig005809-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-0.78&CDS=1-777	YOR145C
OG0001791	maker-Contig005809-augustus-gene-0.64-mRNA-1_1&gene=maker-Contig005809-augustus-gene-0.64&CDS=1-1149	YHR013C
OG0001792	snap_masked-Contig005809-processed-gene-0.159-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.159&CDS=1-843	YLR192C
OG0001793	augustus_masked-Contig005809-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-0.80&CDS=1-915	YHR109W
OG0001794	maker-Contig005809-augustus-gene-0.60-mRNA-1_1&gene=maker-Contig005809-augustus-gene-0.60&CDS=1-3045	YDR398W
OG0001795	snap_masked-Contig005809-processed-gene-0.163-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.163&CDS=1-1137	YDL168W
OG0001796	snap_masked-Contig005809-processed-gene-0.132-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.132&CDS=1-756	YGL136C
OG0001797	snap_masked-Contig005809-processed-gene-0.164-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.164&CDS=1-1020	YDR214W
OG0001798	snap_masked-Contig005809-processed-gene-0.165-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-0.165&CDS=1-804	YOR157C
OG0001799	augustus_masked-Contig005809-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-1.38&CDS=1-3789	YDR407C
OG0001800	augustus_masked-Contig005809-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-1.40&CDS=1-1431	YDR321W
OG0001801	snap_masked-Contig005809-processed-gene-1.3-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-1.3&CDS=1-2052	YOR317W
OG0001802	snap_masked-Contig005809-processed-gene-1.20-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-1.20&CDS=1-1560	YJL153C
OG0001803	augustus_masked-Contig005809-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-1.57&CDS=1-699	YOR305W
OG0001804	snap_masked-Contig005809-processed-gene-1.21-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-1.21&CDS=1-1533	YMR240C
OG0001805	snap_masked-Contig005809-processed-gene-1.7-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-1.7&CDS=1-1434	YDR057W
OG0001806	augustus_masked-Contig005809-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-1.46&CDS=1-1269	YLR203C
OG0001807	augustus_masked-Contig005809-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-1.60&CDS=1-3816	YBR081C
OG0001808	maker-Contig005809-snap-gene-1.114-mRNA-1_1&gene=maker-Contig005809-snap-gene-1.114&CDS=1-2313	YDL170W
OG0001809	snap_masked-Contig005809-processed-gene-1.12-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-1.12&CDS=1-1503	YLR197W
OG0001810	snap_masked-Contig005809-processed-gene-1.27-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-1.27&CDS=1-2085	YDR124W
OG0001811	snap_masked-Contig005809-processed-gene-1.13-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-1.13&CDS=1-804	YLR201C
OG0001812	snap_masked-Contig005809-processed-gene-1.29-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-1.29&CDS=1-354	YLR200W
OG0001813	snap_masked-Contig005809-processed-gene-1.31-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-1.31&CDS=1-573	YLR193C
OG0001814	snap_masked-Contig005809-processed-gene-1.18-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-1.18&CDS=1-2172	YER047C
OG0001815	snap_masked-Contig005809-processed-gene-1.33-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-1.33&CDS=1-999	YPR176C
OG0001816	snap_masked-Contig005809-processed-gene-1.34-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-1.34&CDS=1-2007	YPR175W
OG0001817	augustus_masked-Contig005809-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-2.121&CDS=1-3396	YPR122W
OG0001818	snap_masked-Contig005809-processed-gene-2.70-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.70&CDS=1-1368	YPR178W
OG0001819	augustus_masked-Contig005809-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-2.124&CDS=1-1941	YPR179C
OG0001820	augustus_masked-Contig005809-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-2.146&CDS=1-5076	YGR207C
OG0001821	snap_masked-Contig005809-processed-gene-2.74-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.74&CDS=1-882	YOR292C
OG0001822	snap_masked-Contig005809-processed-gene-2.77-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.77&CDS=1-1314	YLR191W
OG0001823	snap_masked-Contig005809-processed-gene-2.105-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.105&CDS=1-1197	YPR108W
OG0001824	snap_masked-Contig005809-processed-gene-2.106-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.106&CDS=1-492	YJL124C
OG0001825	snap_masked-Contig005809-processed-gene-2.80-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.80&CDS=1-2136	YDL029W
OG0001826	augustus_masked-Contig005809-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-2.156&CDS=1-1653	YDL028C
OG0001827	snap_masked-Contig005809-processed-gene-2.108-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.108&CDS=1-2736	YOL087C
OG0001828	maker-Contig005809-snap-gene-2.64-mRNA-1_1&gene=maker-Contig005809-snap-gene-2.64&CDS=1-642	YBR154C
OG0001829	maker-Contig005809-snap-gene-2.66-mRNA-1_1&gene=maker-Contig005809-snap-gene-2.66&CDS=1-954	YBR153W
OG0001830	augustus_masked-Contig005809-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-2.135&CDS=1-984	YCR034W
OG0001831	augustus_masked-Contig005809-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-2.159&CDS=1-933	YCR036W
OG0001832	snap_masked-Contig005809-processed-gene-2.110-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.110&CDS=1-2637	YBR079C
OG0001833	snap_masked-Contig005809-processed-gene-2.111-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.111&CDS=1-897	YDR361C
OG0001834	snap_masked-Contig005809-processed-gene-2.85-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.85&CDS=1-1347	YDR364C
OG0001835	augustus_masked-Contig005809-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-2.164&CDS=1-2019	YBL029W
OG0001836	snap_masked-Contig005809-processed-gene-2.87-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.87&CDS=1-1593	YOR378W
OG0001837	snap_masked-Contig005809-processed-gene-2.88-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.88&CDS=1-900	YLR351C
OG0001838	snap_masked-Contig005809-processed-gene-2.115-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.115&CDS=1-948	YGR031W
OG0001839	augustus_masked-Contig005809-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-Contig005809-processed-gene-2.141&CDS=1-339	YAL044W-A
OG0001840	snap_masked-Contig005809-processed-gene-2.116-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.116&CDS=1-4620	YOR326W
OG0001841	snap_masked-Contig005809-processed-gene-2.90-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.90&CDS=1-1698	YML054C
OG0001842	snap_masked-Contig005809-processed-gene-2.91-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.91&CDS=1-1788	YGL166W
OG0001843	snap_masked-Contig005809-processed-gene-2.118-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.118&CDS=1-1269	YGL164C
OG0001844	snap_masked-Contig005809-processed-gene-2.92-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.92&CDS=1-2508	YGL163C
OG0001845	snap_masked-Contig005809-processed-gene-2.119-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-2.119&CDS=1-558	YAL044C
OG0001846	maker-Contig005809-snap-gene-2.67-mRNA-1_1&gene=maker-Contig005809-snap-gene-2.67&CDS=1-327	YOR327C
OG0001847	snap_masked-Contig005809-processed-gene-3.43-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-3.43&CDS=1-1128	YFL039C
OG0001848	snap_masked-Contig005809-processed-gene-3.47-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-3.47&CDS=1-276	YDR016C
OG0001849	snap_masked-Contig005809-processed-gene-3.44-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-3.44&CDS=1-1923	YPL263C
OG0001850	snap_masked-Contig005809-processed-gene-3.48-mRNA-1_1&gene=snap_masked-Contig005809-processed-gene-3.48&CDS=1-978	YPL266W
