	Saccharomyces_cerevisiae	yHAB158_Kazachstania_viticola
OG0001818	YGR119C	augustus_masked-scf7180000050354-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scf7180000050354-processed-gene-0.118&CDS=1-1590
OG0001819	YGR120C	augustus_masked-scf7180000050391-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.38&CDS=1-843
OG0001820	YGR122W	snap_masked-scf7180000050391-processed-gene-0.80-mRNA-1_1&gene=snap_masked-scf7180000050391-processed-gene-0.80&CDS=1-1275
OG0001821	YGR125W	augustus_masked-scf7180000050391-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.10&CDS=1-4740
OG0001822	YGR128C	snap_masked-scf7180000050391-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scf7180000050391-processed-gene-0.113&CDS=1-1887
OG0001823	YGR130C	snap_masked-scf7180000050391-processed-gene-0.114-mRNA-1_1&gene=snap_masked-scf7180000050391-processed-gene-0.114&CDS=1-1869
OG0001824	YGR132C	augustus_masked-scf7180000050391-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.41&CDS=1-843
OG0001825	YGR133W	augustus_masked-scf7180000050391-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.13&CDS=1-450
OG0001826	YGR134W	augustus_masked-scf7180000050391-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.14&CDS=1-3408
OG0001827	YGR140W	augustus_masked-scf7180000049438-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000049438-processed-gene-0.53&CDS=1-2322
OG0001828	YGR141W	augustus_masked-scf7180000049438-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000049438-processed-gene-0.54&CDS=1-1308
OG0001829	YGR142W	snap_masked-scf7180000049438-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000049438-processed-gene-0.29&CDS=1-1254
OG0001830	YGR145W	augustus_masked-scf7180000050367-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.25&CDS=1-2106
OG0001831	YGR146C	augustus_masked-scf7180000050367-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.36&CDS=1-510
OG0001832	YGR147C	augustus_masked-scf7180000050195-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000050195-processed-gene-0.72&CDS=1-705
OG0001833	YGR149W	augustus_masked-scf7180000050195-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000050195-processed-gene-0.86&CDS=1-1206
OG0001834	YGR150C	augustus_masked-scf7180000050195-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000050195-processed-gene-0.70&CDS=1-2520
OG0001835	YGR152C	augustus_masked-scf7180000050367-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.23&CDS=1-975
OG0001836	YGR155W	augustus_masked-scf7180000050360-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000050360-processed-gene-0.46&CDS=1-1506
OG0001837	YGR156W	genemark-scf7180000050360-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000050360-processed-gene-0.12&CDS=1-1245
OG0001838	YGR157W	genemark-scf7180000050360-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000050360-processed-gene-0.13&CDS=1-2553
OG0001839	YGR158C	augustus_masked-scf7180000050400-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.124&CDS=1-678
OG0001840	YGR159C	augustus_masked-scf7180000050400-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.126&CDS=1-1239
OG0001841	YGR161C	augustus_masked-scf7180000050360-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000050360-processed-gene-0.64&CDS=1-678
OG0001842	YGR163W	maker-scf7180000050360-augustus-gene-0.34-mRNA-1_1&gene=maker-scf7180000050360-augustus-gene-0.34&CDS=1-1002
OG0001843	YGR165W	augustus_masked-scf7180000049506-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000049506-processed-gene-0.32&CDS=1-1041
OG0001844	YGR166W	augustus_masked-scf7180000049506-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000049506-processed-gene-0.33&CDS=1-1521
OG0001845	YGR167W	augustus_masked-scf7180000049506-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000049506-processed-gene-0.34&CDS=1-687
OG0001846	YGR169C	genemark-scf7180000049506-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000049506-processed-gene-0.10&CDS=1-1428
OG0001847	YGR170W	genemark-scf7180000049506-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000049506-processed-gene-0.5&CDS=1-3504
OG0001848	YGR171C	maker-scf7180000049506-augustus-gene-0.12-mRNA-1_1&gene=maker-scf7180000049506-augustus-gene-0.12&CDS=1-2403
OG0001849	YGR173W	augustus_masked-scf7180000049506-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000049506-processed-gene-0.36&CDS=1-1104
OG0001850	YGR174C	augustus_masked-scf7180000050365-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000050365-processed-gene-0.28&CDS=1-435
OG0001851	YGR175C	augustus_masked-scf7180000050365-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000050365-processed-gene-0.29&CDS=1-1467
OG0001852	YGR177C	augustus_masked-scf7180000050365-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000050365-processed-gene-0.30&CDS=1-1644
OG0001853	YGR178C	augustus_masked-scf7180000050365-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000050365-processed-gene-0.31&CDS=1-2253
OG0001854	YGR179C	snap_masked-scf7180000050365-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000050365-processed-gene-0.87&CDS=1-1005
OG0001855	YGR180C	augustus_masked-scf7180000050365-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000050365-processed-gene-0.33&CDS=1-1038
OG0001856	YGR181W	augustus_masked-scf7180000050365-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000050365-processed-gene-0.27&CDS=1-312
OG0001857	YGR184C	augustus_masked-scf7180000050365-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000050365-processed-gene-0.4&CDS=1-5865
OG0001858	YGR185C	augustus_masked-scf7180000049361-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049361-processed-gene-0.6&CDS=1-1188
OG0001859	YGR186W	augustus_masked-scf7180000050365-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000050365-processed-gene-0.26&CDS=1-2079
OG0001860	YGR187C	augustus_masked-scf7180000050365-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000050365-processed-gene-0.3&CDS=1-1125
OG0001861	YGR188C	augustus_masked-scf7180000049506-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000049506-processed-gene-0.31&CDS=1-2646
OG0001862	YGR191W	augustus_masked-scf7180000050320-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.62&CDS=1-1791
OG0001863	YGR193C	augustus_masked-scf7180000050320-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.86&CDS=1-1191
OG0001864	YGR194C	augustus_masked-scf7180000050320-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.87&CDS=1-1758
OG0001865	YGR195W	augustus_masked-scf7180000050348-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.42&CDS=1-726
OG0001866	YGR196C	augustus_masked-scf7180000050320-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.88&CDS=1-2367
OG0001867	YGR197C	augustus_masked-scf7180000050320-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.89&CDS=1-1479
OG0001868	YGR198W	augustus_masked-scf7180000050320-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.65&CDS=1-2340
OG0001869	YGR199W	augustus_masked-scf7180000050320-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.66&CDS=1-2247
OG0001870	YGR200C	augustus_masked-scf7180000050320-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.91&CDS=1-2361
OG0001871	YGR202C	augustus_masked-scf7180000050348-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.5&CDS=1-1221
OG0001872	YGR203W	augustus_masked-scf7180000050320-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.67&CDS=1-492
OG0001873	YGR207C	augustus_masked-scf7180000050320-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.93&CDS=1-768
OG0001874	YGR208W	augustus_masked-scf7180000050320-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.70&CDS=1-903
OG0001875	YGR210C	maker-scf7180000050320-augustus-gene-0.105-mRNA-1_1&gene=maker-scf7180000050320-augustus-gene-0.105&CDS=1-693
OG0001876	YGR211W	augustus_masked-scf7180000050320-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.71&CDS=1-1404
OG0001877	YGR212W	augustus_masked-scf7180000050320-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.72&CDS=1-1470
OG0001878	YGR215W	augustus_masked-scf7180000050320-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.74&CDS=1-321
OG0001879	YGR216C	augustus_masked-scf7180000050320-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.97&CDS=1-1875
OG0001880	YGR217W	augustus_masked-scf7180000050320-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.75&CDS=1-6027
OG0001881	YGR218W	augustus_masked-scf7180000050348-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.8&CDS=1-3252
OG0001882	YGR220C	augustus_masked-scf7180000050348-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.44&CDS=1-810
OG0001883	YGR227W	maker-scf7180000050348-augustus-gene-0.166-mRNA-1_1&gene=maker-scf7180000050348-augustus-gene-0.166&CDS=1-3093
OG0001884	YGR229C	augustus_masked-scf7180000050348-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.47&CDS=1-2001
OG0001885	YGR230W	augustus_masked-scf7180000050348-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.34&CDS=1-408
OG0001886	YGR231C	augustus_masked-scf7180000050348-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.48&CDS=1-927
OG0001887	YGR232W	augustus_masked-scf7180000050348-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.11&CDS=1-690
OG0001888	YGR233C	augustus_masked-scf7180000050348-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.49&CDS=1-3432
OG0001889	YGR234W	augustus_masked-scf7180000050294-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000050294-processed-gene-0.23&CDS=1-1194
OG0001890	YGR235C	augustus_masked-scf7180000050294-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000050294-processed-gene-0.7&CDS=1-531
OG0001891	YGR236C	augustus_masked-scf7180000050294-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000050294-processed-gene-0.6&CDS=1-294
OG0001892	YGR237C	augustus_masked-scf7180000050294-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000050294-processed-gene-0.5&CDS=1-2337
OG0001893	YGR239C	augustus_masked-scf7180000050294-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000050294-processed-gene-0.3&CDS=1-813
OG0001894	YGR240C	augustus_masked-scf7180000050294-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000050294-processed-gene-0.2&CDS=1-2982
OG0001895	YGR244C	augustus_masked-scf7180000050294-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000050294-processed-gene-0.1&CDS=1-1251
OG0001896	YGR245C	augustus_masked-scf7180000050294-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000050294-processed-gene-0.0&CDS=1-2316
OG0001897	YGR246C	augustus_masked-scf7180000050099-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000050099-processed-gene-0.10&CDS=1-1803
OG0001898	YGR249W	augustus_masked-scf7180000050333-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.82&CDS=1-753
OG0001899	YGR250C	snap_masked-scf7180000050333-processed-gene-0.107-mRNA-1_1&gene=snap_masked-scf7180000050333-processed-gene-0.107&CDS=1-1530
OG0001900	YGR252W	augustus_masked-scf7180000050333-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.67&CDS=1-1383
OG0001901	YGR253C	augustus_masked-scf7180000050213-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000050213-processed-gene-0.85&CDS=1-786
OG0001902	YGR255C	augustus_masked-scf7180000050213-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000050213-processed-gene-0.94&CDS=1-1680
OG0001903	YGR257C	augustus_masked-scf7180000050333-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.63&CDS=1-1122
OG0001904	YGR258C	maker-scf7180000050333-snap-gene-0.43-mRNA-1_1&gene=maker-scf7180000050333-snap-gene-0.43&CDS=1-2526
OG0001905	YGR260W	augustus_masked-scf7180000050333-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.78&CDS=1-1608
OG0001906	YGR261C	augustus_masked-scf7180000050333-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.60&CDS=1-2424
OG0001907	YGR262C	augustus_masked-scf7180000050333-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.59&CDS=1-804
OG0001908	YGR263C	augustus_masked-scf7180000050333-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.58&CDS=1-996
OG0001909	YGR264C	augustus_masked-scf7180000050361-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000050361-processed-gene-0.26&CDS=1-2247
OG0001910	YGR266W	augustus_masked-scf7180000050333-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.77&CDS=1-2112
OG0001911	YGR267C	augustus_masked-scf7180000050333-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.56&CDS=1-1278
OG0001912	YGR271C-A	augustus_masked-scf7180000050333-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.55&CDS=1-651
OG0001913	YGR271W	maker-scf7180000050333-augustus-gene-0.40-mRNA-1_1&gene=maker-scf7180000050333-augustus-gene-0.40&CDS=1-9759
OG0001914	YGR274C	augustus_masked-scf7180000050368-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000050368-processed-gene-0.46&CDS=1-3222
OG0001915	YGR275W	augustus_masked-scf7180000050333-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.75&CDS=1-408
OG0001916	YGR276C	augustus_masked-scf7180000050333-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.52&CDS=1-2223
OG0001917	YGR278W	augustus_masked-scf7180000050333-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.74&CDS=1-1626
OG0001918	YGR279C	augustus_masked-scf7180000050333-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.51&CDS=1-1086
OG0001919	YGR280C	augustus_masked-scf7180000050333-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.50&CDS=1-747
OG0001920	YGR281W	augustus_masked-scf7180000050333-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.72&CDS=1-4347
OG0001921	YGR282C	augustus_masked-scf7180000050333-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.48&CDS=1-933
OG0001922	YGR284C	augustus_masked-scf7180000050333-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000050333-processed-gene-0.47&CDS=1-933
OG0001923	YGR285C	augustus_masked-scf7180000050368-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000050368-processed-gene-0.56&CDS=1-1299
OG0001924	YHL004W	augustus_masked-scf7180000050391-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.45&CDS=1-1209
OG0001925	YHL006C	snap_masked-scf7180000050391-processed-gene-0.89-mRNA-1_1&gene=snap_masked-scf7180000050391-processed-gene-0.89&CDS=1-516
OG0001926	YHL008C	augustus_masked-scf7180000050347-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000050347-processed-gene-0.44&CDS=1-1686
OG0001927	YHL009C	augustus_masked-scf7180000050347-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000050347-processed-gene-0.31&CDS=1-885
OG0001928	YHL010C	augustus_masked-scf7180000049385-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000049385-processed-gene-0.63&CDS=1-1737
OG0001929	YHL011C	augustus_masked-scf7180000049385-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000049385-processed-gene-0.64&CDS=1-963
OG0001930	YHL013C	augustus_masked-scf7180000049385-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000049385-processed-gene-0.65&CDS=1-870
OG0001931	YHL015W	augustus_masked-scf7180000049385-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scf7180000049385-processed-gene-0.90&CDS=1-357
OG0001932	YHL016C	augustus_masked-scf7180000050151-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.39&CDS=1-2238
OG0001933	YHL018W	augustus_masked-scf7180000049385-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000049385-processed-gene-0.91&CDS=1-369
OG0001934	YHL019C	augustus_masked-scf7180000049385-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000049385-processed-gene-0.67&CDS=1-1698
OG0001935	YHL020C	augustus_masked-scf7180000049385-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000049385-processed-gene-0.68&CDS=1-1278
OG0001936	YHL021C	snap_masked-scf7180000050382-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scf7180000050382-processed-gene-0.51&CDS=1-1917
OG0001937	YHL022C	snap_masked-scf7180000050382-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000050382-processed-gene-0.50&CDS=1-1089
OG0001938	YHL024W	augustus_masked-scf7180000050400-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.132&CDS=1-2112
OG0001939	YHL025W	augustus_masked-scf7180000050345-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000050345-processed-gene-0.62&CDS=1-1044
OG0001940	YHL026C	augustus_masked-scf7180000050345-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scf7180000050345-processed-gene-0.80&CDS=1-882
OG0001941	YHL029C	augustus_masked-scf7180000050345-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000050345-processed-gene-0.79&CDS=1-2055
OG0001942	YHL030W	augustus_masked-scf7180000050345-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000050345-processed-gene-0.60&CDS=1-5640
OG0001943	YHL031C	augustus_masked-scf7180000050345-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000050345-processed-gene-0.77&CDS=1-669
OG0001944	YHL032C	augustus_masked-scf7180000050345-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000050345-processed-gene-0.76&CDS=1-2127
OG0001945	YHL034C	augustus_masked-scf7180000050345-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000050345-processed-gene-0.74&CDS=1-804
OG0001946	YHL036W	augustus_masked-scf7180000050345-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000050345-processed-gene-0.58&CDS=1-1668
OG0001947	YHL038C	snap_masked-scf7180000050345-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000050345-processed-gene-0.45&CDS=1-1797
OG0001948	YHL039W	augustus_masked-scf7180000050345-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000050345-processed-gene-0.57&CDS=1-1764
OG0001949	YHL040C	augustus_masked-scf7180000050345-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000050345-processed-gene-0.71&CDS=1-1878
OG0001950	YHR001W-A	snap_masked-scf7180000049873-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000049873-processed-gene-0.3&CDS=1-231
OG0001951	YHR002W	augustus_masked-scf7180000050324-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000050324-processed-gene-0.34&CDS=1-1065
OG0001952	YHR004C	augustus_masked-scf7180000050324-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000050324-processed-gene-0.41&CDS=1-1218
OG0001953	YHR005C	augustus_masked-scf7180000050273-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.51&CDS=1-1446
