	Saccharomyces_cerevisiae	yHMPu5000026124_Ogataea_henricii
OG0001767	YIL090W	genemark-flattened_line_32-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.101&CDS=1-1653
OG0001768	YIL091C	genemark-flattened_line_32-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.123&CDS=1-2397
OG0001769	YIL093C	genemark-flattened_line_8-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.99&CDS=1-801
OG0001770	YIL094C	genemark-flattened_line_8-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.99&CDS=1-1116
OG0001771	YIL096C	genemark-flattened_line_26-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.5&CDS=1-1035
OG0001772	YIL098C	genemark-flattened_line_44-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.88&CDS=1-420
OG0001773	YIL099W	genemark-flattened_line_26-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.10&CDS=1-1773
OG0001774	YIL103W	genemark-flattened_line_22-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.80&CDS=1-1281
OG0001775	YIL104C	genemark-flattened_line_22-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.59&CDS=1-1458
OG0001776	YIL106W	genemark-flattened_line_106-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.22&CDS=1-783
OG0001777	YIL108W	genemark-flattened_line_12-processed-gene-3.91-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.91&CDS=1-2022
OG0001778	YIL110W	augustus_masked-flattened_line_36-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.74&CDS=1-1080
OG0001779	YIL112W	genemark-flattened_line_36-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.110&CDS=1-3030
OG0001780	YIL113W	genemark-flattened_line_36-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.111&CDS=1-1167
OG0001781	YIL116W	genemark-flattened_line_34-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.6&CDS=1-1215
OG0001782	YIL118W	genemark-flattened_line_8-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.48&CDS=1-672
OG0001783	YIL125W	genemark-flattened_line_36-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.35&CDS=1-3024
OG0001784	YIL126W	genemark-flattened_line_6-processed-gene-2.50-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.50&CDS=1-3798
OG0001785	YIL128W	genemark-flattened_line_14-processed-gene-2.168-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.168&CDS=1-3162
OG0001786	YIL129C	augustus_masked-flattened_line_28-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.67&CDS=1-8550
OG0001787	YIL130W	genemark-flattened_line_4-processed-gene-3.24-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.24&CDS=1-3177
OG0001788	YIL134W	genemark-flattened_line_10-processed-gene-3.80-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.80&CDS=1-951
OG0001789	YIL137C	genemark-flattened_line_10-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.6&CDS=1-2766
OG0001790	YIL140W	genemark-flattened_line_40-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.105&CDS=1-2409
OG0001791	YIL142W	genemark-flattened_line_22-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.125&CDS=1-1578
OG0001792	YIL143C	genemark-flattened_line_78-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.8&CDS=1-2580
OG0001793	YIL144W	genemark-flattened_line_78-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.24&CDS=1-2145
OG0001794	YIL145C	genemark-flattened_line_14-processed-gene-2.194-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.194&CDS=1-846
OG0001795	YIL147C	genemark-flattened_line_2-processed-gene-5.103-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.103&CDS=1-3732
OG0001796	YIL150C	genemark-flattened_line_2-processed-gene-5.129-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.129&CDS=1-1725
OG0001797	YIL153W	genemark-flattened_line_76-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.135&CDS=1-1386
OG0001798	YIL155C	genemark-flattened_line_72-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.53&CDS=1-1977
OG0001799	YIL156W-B	genemark-flattened_line_132-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.5&CDS=1-219
OG0001800	YIL157C	genemark-flattened_line_16-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.102&CDS=1-621
OG0001801	YIL158W	augustus_masked-flattened_line_16-processed-gene-2.180-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.180&CDS=1-1083
OG0001802	YIL160C	genemark-flattened_line_16-processed-gene-2.160-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.160&CDS=1-1266
OG0001803	YIL166C	genemark-flattened_line_60-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.68&CDS=1-1659
OG0001804	YIR001C	genemark-flattened_line_4-processed-gene-4.55-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.55&CDS=1-609
OG0001805	YIR002C	genemark-flattened_line_24-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.125&CDS=1-3657
OG0001806	YIR004W	genemark-flattened_line_12-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.47&CDS=1-1356
OG0001807	YIR005W	genemark-flattened_line_22-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.114&CDS=1-546
OG0001808	YIR006C	genemark-flattened_line_4-processed-gene-2.28-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.28&CDS=1-4830
OG0001809	YIR007W	genemark-flattened_line_90-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.48&CDS=1-2325
OG0001810	YIR008C	genemark-flattened_line_30-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.56&CDS=1-1452
OG0001811	YIR009W	genemark-flattened_line_2-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.31&CDS=1-363
OG0001812	YIR012W	genemark-flattened_line_8-processed-gene-2.65-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.65&CDS=1-1254
OG0001813	YIR015W	genemark-flattened_line_44-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.73&CDS=1-486
OG0001814	YIR022W	genemark-flattened_line_90-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.70&CDS=1-549
OG0001815	YIR023W	genemark-flattened_line_46-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.130&CDS=1-2889
OG0001816	YIR026C	augustus_masked-flattened_line_36-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.49&CDS=1-1041
OG0001817	YIR027C	genemark-flattened_line_80-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.3&CDS=1-1602
OG0001818	YIR029W	augustus_masked-flattened_line_96-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.37&CDS=1-4815
OG0001819	YIR030C	genemark-flattened_line_22-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.96&CDS=1-693
OG0001820	YIR032C	genemark-flattened_line_18-processed-gene-2.15-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.15&CDS=1-618
OG0001821	YIR034C	genemark-flattened_line_52-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.20&CDS=1-1101
OG0001822	YIR035C	genemark-flattened_line_22-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.57&CDS=1-762
OG0001823	YIR037W	genemark-flattened_line_28-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.141&CDS=1-483
OG0001824	YJL001W	genemark-flattened_line_34-processed-gene-1.71-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.71&CDS=1-648
OG0001825	YJL002C	genemark-flattened_line_16-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.126&CDS=1-1413
OG0001826	YJL003W	maker-flattened_line_271-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_271-snap-gene-0.8&CDS=1-816
OG0001827	YJL004C	genemark-flattened_line_2-processed-gene-2.47-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.47&CDS=1-588
OG0001828	YJL005W	snap_masked-flattened_line_24-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.78&CDS=1-5703
OG0001829	YJL006C	genemark-flattened_line_16-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.34&CDS=1-1332
OG0001830	YJL008C	genemark-flattened_line_4-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.142&CDS=1-1665
OG0001831	YJL010C	genemark-flattened_line_24-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.96&CDS=1-2100
OG0001832	YJL011C	genemark-flattened_line_4-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.141&CDS=1-567
OG0001833	YJL012C	genemark-flattened_line_20-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.84&CDS=1-2133
OG0001834	YJL014W	augustus_masked-flattened_line_48-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.59&CDS=1-1584
OG0001835	YJL024C	genemark-flattened_line_84-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.0&CDS=1-531
OG0001836	YJL025W	augustus_masked-flattened_line_48-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.22&CDS=1-1494
OG0001837	YJL026W	genemark-flattened_line_2-processed-gene-4.29-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.29&CDS=1-1209
OG0001838	YJL029C	genemark-flattened_line_4-processed-gene-2.0-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.0&CDS=1-2556
OG0001839	YJL030W	genemark-flattened_line_16-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.33&CDS=1-651
OG0001840	YJL031C	genemark-flattened_line_16-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.8&CDS=1-996
OG0001841	YJL033W	genemark-flattened_line_4-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.92&CDS=1-2292
OG0001842	YJL034W	genemark-flattened_line_64-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.61&CDS=1-1995
OG0001843	YJL035C	genemark-flattened_line_6-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.53&CDS=1-699
OG0001844	YJL036W	genemark-flattened_line_6-processed-gene-2.70-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.70&CDS=1-1908
OG0001845	YJL039C	augustus_masked-flattened_line_70-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.80&CDS=1-5379
OG0001846	YJL041W	genemark-flattened_line_32-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.94&CDS=1-2259
OG0001847	YJL042W	genemark-flattened_line_90-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.65&CDS=1-3861
OG0001848	YJL046W	augustus_masked-flattened_line_76-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.64&CDS=1-1695
OG0001849	YJL049W	genemark-flattened_line_54-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.40&CDS=1-1317
OG0001850	YJL050W	genemark-flattened_line_54-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.41&CDS=1-3213
OG0001851	YJL053W	genemark-flattened_line_10-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.34&CDS=1-936
OG0001852	YJL054W	genemark-flattened_line_4-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.97&CDS=1-1362
OG0001853	YJL057C	augustus_masked-flattened_line_10-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.22&CDS=1-1770
OG0001854	YJL059W	genemark-flattened_line_74-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.156&CDS=1-1248
OG0001855	YJL060W	genemark-flattened_line_30-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.63&CDS=1-1275
OG0001856	YJL062W	genemark-flattened_line_52-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.51&CDS=1-2571
OG0001857	YJL062W-A	genemark-flattened_line_118-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.19&CDS=1-276
OG0001858	YJL063C	genemark-flattened_line_0-processed-gene-3.147-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.147&CDS=1-663
OG0001859	YJL065C	genemark-flattened_line_30-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.76&CDS=1-495
OG0001860	YJL066C	genemark-flattened_line_0-processed-gene-6.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.91&CDS=1-1020
OG0001861	YJL068C	genemark-flattened_line_0-processed-gene-6.161-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.161&CDS=1-876
OG0001862	YJL069C	genemark-flattened_line_118-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.16&CDS=1-1788
OG0001863	YJL071W	genemark-flattened_line_12-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.60&CDS=1-1833
OG0001864	YJL072C	genemark-flattened_line_12-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.77&CDS=1-657
OG0001865	YJL074C	maker-flattened_line_32-snap-gene-1.217-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.217&CDS=1-4719
OG0001866	YJL080C	genemark-flattened_line_34-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.95&CDS=1-3075
OG0001867	YJL081C	genemark-flattened_line_126-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.19&CDS=1-1497
OG0001868	YJL084C	snap_masked-flattened_line_76-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.34&CDS=1-2655
OG0001869	YJL085W	genemark-flattened_line_76-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.112&CDS=1-1812
OG0001870	YJL087C	genemark-flattened_line_4-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.137&CDS=1-2457
OG0001871	YJL088W	snap_masked-flattened_line_2-processed-gene-2.113-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.113&CDS=1-960
OG0001872	YJL091C	genemark-flattened_line_94-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.1&CDS=1-1521
OG0001873	YJL092W	genemark-flattened_line_18-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.48&CDS=1-2460
OG0001874	YJL093C	genemark-flattened_line_38-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.60&CDS=1-2157
OG0001875	YJL095W	augustus_masked-flattened_line_12-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.9&CDS=1-5034
OG0001876	YJL097W	genemark-flattened_line_12-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.50&CDS=1-702
OG0001877	YJL101C	genemark-flattened_line_16-processed-gene-2.171-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.171&CDS=1-1959
OG0001878	YJL102W	genemark-flattened_line_0-processed-gene-6.105-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.105&CDS=1-2586
OG0001879	YJL104W	genemark-flattened_line_26-processed-gene-1.207-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.207&CDS=1-405
OG0001880	YJL106W	genemark-flattened_line_26-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.158&CDS=1-2007
OG0001881	YJL109C	augustus_masked-flattened_line_8-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.57&CDS=1-5355
OG0001882	YJL111W	genemark-flattened_line_18-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.42&CDS=1-1650
OG0001883	YJL112W	genemark-flattened_line_18-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.41&CDS=1-1932
OG0001884	YJL115W	maker-flattened_line_22-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-0.0&CDS=1-2991
OG0001885	YJL117W	genemark-flattened_line_68-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.107&CDS=1-867
OG0001886	YJL121C	genemark-flattened_line_44-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.99&CDS=1-702
OG0001887	YJL123C	genemark-flattened_line_12-processed-gene-3.97-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.97&CDS=1-1329
OG0001888	YJL125C	genemark-flattened_line_44-processed-gene-1.71-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.71&CDS=1-1095
OG0001889	YJL126W	augustus_masked-flattened_line_12-processed-gene-3.201-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.201&CDS=1-1362
OG0001890	YJL127C	genemark-flattened_line_32-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.107&CDS=1-1602
OG0001891	YJL127C-B	genemark-flattened_line_40-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.84&CDS=1-165
OG0001892	YJL128C	genemark-flattened_line_12-processed-gene-3.122-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.122&CDS=1-2058
OG0001893	YJL130C	augustus_masked-flattened_line_20-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.90&CDS=1-6705
OG0001894	YJL131C	genemark-flattened_line_40-processed-gene-1.109-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.109&CDS=1-894
OG0001895	YJL132W	genemark-flattened_line_26-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.8&CDS=1-2229
OG0001896	YJL140W	genemark-flattened_line_34-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.21&CDS=1-567
OG0001897	YJL145W	maker-flattened_line_2-augustus-gene-2.155-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.155&CDS=1-4200
OG0001898	YJL148W	genemark-flattened_line_8-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.39&CDS=1-657
OG0001899	YJL153C	genemark-flattened_line_2-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.13&CDS=1-1575
OG0001900	YJL154C	genemark-flattened_line_38-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.70&CDS=1-2514
OG0001901	YJL155C	genemark-flattened_line_78-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.10&CDS=1-1359
OG0001902	YJL156C	genemark-flattened_line_78-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.11&CDS=1-2538
OG0001903	YJL157C	genemark-flattened_line_22-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.126&CDS=1-2847
OG0001904	YJL163C	genemark-flattened_line_20-processed-gene-2.180-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.180&CDS=1-1605
OG0001905	YJL166W	genemark-flattened_line_104-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.47&CDS=1-279
OG0001906	YJL167W	genemark-flattened_line_34-processed-gene-1.46-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.46&CDS=1-1053
OG0001907	YJL168C	genemark-flattened_line_34-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.12&CDS=1-2274
OG0001908	YJL171C	genemark-flattened_line_64-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.110&CDS=1-1281
OG0001909	YJL174W	genemark-flattened_line_28-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.66&CDS=1-804
OG0001910	YJL176C	augustus_masked-flattened_line_8-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.17&CDS=1-2631
OG0001911	YJL178C	genemark-flattened_line_34-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.24&CDS=1-792
