	Saccharomyces_cerevisiae	yHMPu5000034886_Ogataea_trehalophila
OG0001410	YFR032C-A	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.45&CDS=1-216
OG0001411	YFR033C	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.169-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.169&CDS=1-390
OG0001412	YFR034C	snap_masked-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.157&CDS=1-2733
OG0001413	YFR037C	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.44&CDS=1-1671
OG0001414	YFR041C	genemark-NODE_64_length_66220_cov_12.4351_ID_127-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_64_length_66220_cov_12.4351_ID_127-processed-gene-0.4&CDS=1-1107
OG0001415	YFR044C	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-1.86&CDS=1-1440
OG0001416	YFR047C	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-0.47&CDS=1-915
OG0001417	YFR048W	genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.11&CDS=1-2277
OG0001418	YFR049W	genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.121&CDS=1-276
OG0001419	YFR050C	genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.86&CDS=1-840
OG0001420	YFR051C	genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.4-mRNA-1_1&gene=genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.4&CDS=1-1593
OG0001421	YFR052W	genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.27&CDS=1-801
OG0001422	YGL001C	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.101-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.101&CDS=1-1050
OG0001423	YGL005C	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.64&CDS=1-1059
OG0001424	YGL006W	snap_masked-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.169-mRNA-1_1&gene=snap_masked-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.169&CDS=1-3657
OG0001425	YGL009C	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.63&CDS=1-2349
OG0001426	YGL010W	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.77&CDS=1-564
OG0001427	YGL011C	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.126-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.126&CDS=1-747
OG0001428	YGL012W	maker-NODE_2_length_488514_cov_13.1886_ID_3-snap-gene-3.89-mRNA-1_1&gene=maker-NODE_2_length_488514_cov_13.1886_ID_3-snap-gene-3.89&CDS=1-4140
OG0001429	YGL016W	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.65&CDS=1-3066
OG0001430	YGL017W	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-0.53&CDS=1-1572
OG0001431	YGL018C	genemark-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.80&CDS=1-681
OG0001432	YGL019W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.50&CDS=1-891
OG0001433	YGL020C	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.7&CDS=1-630
OG0001434	YGL022W	genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.77&CDS=1-2277
OG0001435	YGL026C	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.128&CDS=1-2103
OG0001436	YGL027C	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.130&CDS=1-2424
OG0001437	YGL028C	genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.72&CDS=1-1698
OG0001438	YGL030W	genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.35&CDS=1-324
OG0001439	YGL033W	maker-NODE_13_length_297526_cov_12.7474_ID_25-augustus-gene-1.92-mRNA-1_1&gene=maker-NODE_13_length_297526_cov_12.7474_ID_25-augustus-gene-1.92&CDS=1-633
OG0001440	YGL037C	genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.64&CDS=1-708
OG0001441	YGL040C	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.11&CDS=1-1038
OG0001442	YGL043W	genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.56&CDS=1-903
OG0001443	YGL044C	maker-NODE_42_length_110448_cov_14.655_ID_83-augustus-gene-0.41-mRNA-1_1&gene=maker-NODE_42_length_110448_cov_14.655_ID_83-augustus-gene-0.41&CDS=1-2373
OG0001444	YGL045W	genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.18&CDS=1-1965
OG0001445	YGL047W	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.105&CDS=1-585
OG0001446	YGL048C	genemark-NODE_50_length_87668_cov_15.6136_ID_99-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_50_length_87668_cov_15.6136_ID_99-processed-gene-0.47&CDS=1-1194
OG0001447	YGL054C	genemark-NODE_46_length_95177_cov_16.3073_ID_91-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_46_length_95177_cov_16.3073_ID_91-processed-gene-0.51&CDS=1-411
OG0001448	YGL055W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-1.108&CDS=1-1455
OG0001449	YGL058W	genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.204-mRNA-1_1&gene=genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.204&CDS=1-519
OG0001450	YGL059W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.75&CDS=1-1407
OG0001451	YGL064C	genemark-NODE_41_length_110995_cov_15.2803_ID_81-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_41_length_110995_cov_15.2803_ID_81-processed-gene-0.65&CDS=1-1731
OG0001452	YGL065C	genemark-NODE_21_length_214908_cov_18.2348_ID_41-processed-gene-1.148-mRNA-1_1&gene=genemark-NODE_21_length_214908_cov_18.2348_ID_41-processed-gene-1.148&CDS=1-1398
OG0001453	YGL067W	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.173-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.173&CDS=1-1356
OG0001454	YGL068W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.100&CDS=1-543
OG0001455	YGL070C	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.86&CDS=1-333
OG0001456	YGL073W	genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.37&CDS=1-2472
OG0001457	YGL077C	genemark-NODE_43_length_108954_cov_12.3396_ID_85-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_43_length_108954_cov_12.3396_ID_85-processed-gene-0.82&CDS=1-1659
OG0001458	YGL078C	maker-NODE_55_length_82496_cov_27.738_ID_109-snap-gene-0.33-mRNA-1_1&gene=maker-NODE_55_length_82496_cov_27.738_ID_109-snap-gene-0.33&CDS=1-2718
OG0001459	YGL080W	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.45&CDS=1-354
OG0001460	YGL083W	genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.39&CDS=1-2661
OG0001461	YGL084C	genemark-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-1.70&CDS=1-1737
OG0001462	YGL085W	genemark-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-1.101&CDS=1-702
OG0001463	YGL086W	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.78&CDS=1-2163
OG0001464	YGL087C	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.80&CDS=1-417
OG0001465	YGL091C	maker-NODE_40_length_112905_cov_13.4601_ID_79-snap-gene-0.48-mRNA-1_1&gene=maker-NODE_40_length_112905_cov_13.4601_ID_79-snap-gene-0.48&CDS=1-3276
OG0001466	YGL092W	genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.33&CDS=1-3954
OG0001467	YGL094C	genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.5&CDS=1-3288
OG0001468	YGL095C	genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.6&CDS=1-1785
OG0001469	YGL097W	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.23-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.23&CDS=1-1494
OG0001470	YGL098W	genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.207-mRNA-1_1&gene=genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.207&CDS=1-780
OG0001471	YGL099W	genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.71&CDS=1-2274
OG0001472	YGL100W	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.75&CDS=1-957
OG0001473	YGL103W	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.53&CDS=1-441
OG0001474	YGL106W	augustus_masked-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.3&CDS=1-426
OG0001475	YGL110C	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.55&CDS=1-2037
OG0001476	YGL111W	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.74&CDS=1-1188
OG0001477	YGL112C	genemark-NODE_61_length_72254_cov_12.639_ID_121-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_61_length_72254_cov_12.639_ID_121-processed-gene-0.36&CDS=1-1545
OG0001478	YGL114W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-2.27-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-2.27&CDS=1-2280
OG0001479	YGL115W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-2.28-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-2.28&CDS=1-1005
OG0001480	YGL119W	genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.53&CDS=1-1779
OG0001481	YGL123W	genemark-NODE_64_length_66220_cov_12.4351_ID_127-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_64_length_66220_cov_12.4351_ID_127-processed-gene-0.28&CDS=1-753
OG0001482	YGL124C	genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.112&CDS=1-2235
OG0001483	YGL125W	genemark-NODE_81_length_48773_cov_11.9544_ID_161-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_81_length_48773_cov_11.9544_ID_161-processed-gene-0.10&CDS=1-1833
OG0001484	YGL126W	genemark-NODE_101_length_17587_cov_12.3458_ID_201-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_101_length_17587_cov_12.3458_ID_201-processed-gene-0.2&CDS=1-915
OG0001485	YGL127C	genemark-NODE_101_length_17587_cov_12.3458_ID_201-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_101_length_17587_cov_12.3458_ID_201-processed-gene-0.6&CDS=1-564
OG0001486	YGL129C	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.203-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.203&CDS=1-1419
OG0001487	YGL130W	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.171&CDS=1-1464
OG0001488	YGL131C	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.202-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.202&CDS=1-4848
OG0001489	YGL136C	genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.35&CDS=1-1017
OG0001490	YGL137W	genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.74&CDS=1-2649
OG0001491	YGL140C	genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.54&CDS=1-3357
OG0001492	YGL141W	genemark-NODE_25_length_183651_cov_12.6735_ID_49-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_25_length_183651_cov_12.6735_ID_49-processed-gene-0.87&CDS=1-3183
OG0001493	YGL142C	genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.72&CDS=1-1644
OG0001494	YGL143C	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.5&CDS=1-1254
OG0001495	YGL148W	augustus_masked-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.144&CDS=1-3678
OG0001496	YGL153W	genemark-NODE_25_length_183651_cov_12.6735_ID_49-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_25_length_183651_cov_12.6735_ID_49-processed-gene-0.127&CDS=1-1161
OG0001497	YGL154C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-0.51&CDS=1-915
OG0001498	YGL155W	genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-1.109&CDS=1-1140
OG0001499	YGL156W	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.198-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.198&CDS=1-3426
OG0001500	YGL159W	augustus_masked-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.65&CDS=1-1473
OG0001501	YGL160W	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-0.40&CDS=1-1644
OG0001502	YGL161C	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.68&CDS=1-873
OG0001503	YGL164C	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-0.52&CDS=1-1257
OG0001504	YGL166W	maker-NODE_1_length_559938_cov_12.5074_ID_1-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_1_length_559938_cov_12.5074_ID_1-snap-gene-0.3&CDS=1-2226
OG0001505	YGL167C	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.95&CDS=1-2778
OG0001506	YGL169W	genemark-NODE_47_length_94609_cov_23.3353_ID_93-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_47_length_94609_cov_23.3353_ID_93-processed-gene-0.51&CDS=1-1152
OG0001507	YGL171W	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-2.118-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-2.118&CDS=1-1695
OG0001508	YGL172W	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.178-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.178&CDS=1-1734
OG0001509	YGL173C	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.146-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.146&CDS=1-4536
OG0001510	YGL174W	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.179-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.179&CDS=1-858
OG0001511	YGL178W	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.60&CDS=1-2142
OG0001512	YGL179C	genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.34&CDS=1-3759
OG0001513	YGL180W	genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.110&CDS=1-2739
OG0001514	YGL181W	genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.111&CDS=1-1344
OG0001515	YGL184C	genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.95&CDS=1-1167
OG0001516	YGL185C	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.58&CDS=1-1110
OG0001517	YGL186C	genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.8&CDS=1-1596
OG0001518	YGL187C	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.59&CDS=1-474
OG0001519	YGL190C	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.60&CDS=1-1458
OG0001520	YGL192W	maker-NODE_14_length_283870_cov_12.4382_ID_27-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_14_length_283870_cov_12.4382_ID_27-snap-gene-0.6&CDS=1-2070
OG0001521	YGL195W	genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.13&CDS=1-8139
OG0001522	YGL196W	genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.1&CDS=1-1248
OG0001523	YGL198W	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-1.59&CDS=1-1137
OG0001524	YGL200C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.98&CDS=1-609
OG0001525	YGL201C	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-1.75&CDS=1-2874
OG0001526	YGL203C	genemark-NODE_63_length_67103_cov_12.8034_ID_125-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_63_length_67103_cov_12.8034_ID_125-processed-gene-0.29&CDS=1-1980
OG0001527	YGL205W	genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.59&CDS=1-2091
OG0001528	YGL206C	genemark-NODE_90_length_38710_cov_12.7964_ID_179-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_90_length_38710_cov_12.7964_ID_179-processed-gene-0.50&CDS=1-4998
OG0001529	YGL207W	genemark-NODE_60_length_72684_cov_14.121_ID_119-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_60_length_72684_cov_14.121_ID_119-processed-gene-0.72&CDS=1-3045
OG0001530	YGL211W	genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.40&CDS=1-1143
