	Nakaseomyces_bracarensis	Saccharomyces_cerevisiae
OG0001985	snap_masked-CABR0S21-processed-gene-5.45-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-5.45&CDS=1-429	YKL160W
OG0001986	genemark-CABR0S21-processed-gene-5.150-mRNA-1_1&gene=genemark-CABR0S21-processed-gene-5.150&CDS=1-1914	YKL155C
OG0001987	snap_masked-CABR0S21-processed-gene-5.21-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-5.21&CDS=1-759	YKL154W
OG0001988	snap_masked-CABR0S21-processed-gene-5.47-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-5.47&CDS=1-741	YKL152C
OG0001989	snap_masked-CABR0S21-processed-gene-5.48-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-5.48&CDS=1-987	YKL151C
OG0001990	snap_masked-CABR0S21-processed-gene-5.49-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-5.49&CDS=1-1191	YKL149C
OG0001991	genemark-CABR0S21-processed-gene-5.128-mRNA-1_1&gene=genemark-CABR0S21-processed-gene-5.128&CDS=1-2058	YKL146W
OG0001992	snap_masked-CABR0S21-processed-gene-5.24-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-5.24&CDS=1-1407	YKL145W
OG0001993	snap_masked-CABR0S21-processed-gene-5.25-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-5.25&CDS=1-633	YKL142W
OG0001994	snap_masked-CABR0S21-processed-gene-5.50-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-5.50&CDS=1-1962	YJL010C
OG0001995	snap_masked-CABR0S21-processed-gene-5.26-mRNA-1_1&gene=snap_masked-CABR0S21-processed-gene-5.26&CDS=1-1302	YER019W
OG0001996	snap_masked-CABR0S26-processed-gene-0.77-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.77&CDS=1-477	YCL063W
OG0001997	snap_masked-CABR0S26-processed-gene-0.96-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.96&CDS=1-3600	YCL061C
OG0001998	snap_masked-CABR0S26-processed-gene-0.97-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.97&CDS=1-1008	YCL059C
OG0001999	snap_masked-CABR0S26-processed-gene-0.79-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.79&CDS=1-372	YCL058W-A
OG0002000	augustus_masked-CABR0S26-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-0.61&CDS=1-261	YCL057C-A
OG0002001	genemark-CABR0S26-processed-gene-0.6-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-0.6&CDS=1-2214	YCL057W
OG0002002	snap_masked-CABR0S26-processed-gene-0.83-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.83&CDS=1-987	YCL055W
OG0002003	snap_masked-CABR0S26-processed-gene-0.84-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.84&CDS=1-2514	YCL054W
OG0002004	snap_masked-CABR0S26-processed-gene-0.98-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.98&CDS=1-1248	YCL052C
OG0002005	snap_masked-CABR0S26-processed-gene-0.85-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.85&CDS=1-2010	YCL051W
OG0002006	genemark-CABR0S26-processed-gene-0.26-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-0.26&CDS=1-816	YCL047C
OG0002007	snap_masked-CABR0S26-processed-gene-0.100-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.100&CDS=1-2238	YCL045C
OG0002008	snap_masked-CABR0S26-processed-gene-0.101-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.101&CDS=1-1404	YCL044C
OG0002009	snap_masked-CABR0S26-processed-gene-0.88-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.88&CDS=1-2427	YCL039W
OG0002010	snap_masked-CABR0S26-processed-gene-0.104-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.104&CDS=1-1617	YCL038C
OG0002011	snap_masked-CABR0S26-processed-gene-0.105-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.105&CDS=1-1341	YCL037C
OG0002012	snap_masked-CABR0S26-processed-gene-0.89-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.89&CDS=1-1086	YCL034W
OG0002013	genemark-CABR0S26-processed-gene-0.33-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-0.33&CDS=1-498	YCL033C
OG0002014	snap_masked-CABR0S26-processed-gene-0.90-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.90&CDS=1-933	YCL032W
OG0002015	snap_masked-CABR0S26-processed-gene-0.107-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.107&CDS=1-903	YCL031C
OG0002016	snap_masked-CABR0S26-processed-gene-0.108-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.108&CDS=1-2409	YCL030C
OG0002017	snap_masked-CABR0S26-processed-gene-0.109-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.109&CDS=1-1302	YCL029C
OG0002018	snap_masked-CABR0S26-processed-gene-0.91-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.91&CDS=1-1302	YCL028W
OG0002019	augustus_masked-CABR0S26-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-0.56&CDS=1-1179	YCL027W
OG0002020	snap_masked-CABR0S26-processed-gene-0.110-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-0.110&CDS=1-579	YCL026C-B
OG0002021	snap_masked-CABR0S26-processed-gene-1.95-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.95&CDS=1-591	YLR178C
OG0002022	augustus_masked-CABR0S26-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-1.4&CDS=1-1227	YLR181C
OG0002023	genemark-CABR0S26-processed-gene-1.48-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-1.48&CDS=1-2340	YLR182W
OG0002024	snap_masked-CABR0S26-processed-gene-1.118-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.118&CDS=1-1581	YLR183C
OG0002025	genemark-CABR0S26-processed-gene-1.50-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-1.50&CDS=1-687	YLR186W
OG0002026	snap_masked-CABR0S26-processed-gene-1.120-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.120&CDS=1-999	YCR036W
OG0002027	snap_masked-CABR0S26-processed-gene-1.101-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.101&CDS=1-1197	YCR035C
OG0002028	snap_masked-CABR0S26-processed-gene-1.121-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.121&CDS=1-1053	YCR034W
OG0002029	augustus_masked-CABR0S26-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-1.29&CDS=1-4227	YCR033W
OG0002030	snap_masked-CABR0S26-processed-gene-1.123-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.123&CDS=1-6357	YCR032W
OG0002031	genemark-CABR0S26-processed-gene-1.53-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-1.53&CDS=1-405	YCR031C
OG0002032	genemark-CABR0S26-processed-gene-1.54-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-1.54&CDS=1-177	YJL189W
OG0002033	maker-CABR0S26-snap-gene-1.90-mRNA-1_1&gene=maker-CABR0S26-snap-gene-1.90&CDS=1-396	YCR028C-A
OG0002034	snap_masked-CABR0S26-processed-gene-1.105-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.105&CDS=1-1446	YCR028C
OG0002035	snap_masked-CABR0S26-processed-gene-1.126-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.126&CDS=1-1398	YCR024C
OG0002036	snap_masked-CABR0S26-processed-gene-1.128-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.128&CDS=1-201	YCR020W-B
OG0002037	snap_masked-CABR0S26-processed-gene-1.107-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.107&CDS=1-273	YCR020C-A
OG0002038	snap_masked-CABR0S26-processed-gene-1.108-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.108&CDS=1-648	YCR020C
OG0002039	genemark-CABR0S26-processed-gene-1.77-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-1.77&CDS=1-1002	YCR019W
OG0002040	snap_masked-CABR0S26-processed-gene-1.109-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.109&CDS=1-2922	YCR017C
OG0002041	snap_masked-CABR0S26-processed-gene-1.130-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.130&CDS=1-867	YCR016W
OG0002042	snap_masked-CABR0S26-processed-gene-1.110-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.110&CDS=1-1692	YCR008W
OG0002043	snap_masked-CABR0S26-processed-gene-1.131-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.131&CDS=1-795	YCR009C
OG0002044	snap_masked-CABR0S26-processed-gene-1.133-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.133&CDS=1-3144	YCR011C
OG0002045	snap_masked-CABR0S26-processed-gene-1.112-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.112&CDS=1-1248	YCR012W
OG0002046	snap_masked-CABR0S26-processed-gene-1.134-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.134&CDS=1-1704	YCR014C
OG0002047	snap_masked-CABR0S26-processed-gene-1.113-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.113&CDS=1-951	YPL266W
OG0002048	snap_masked-CABR0S26-processed-gene-1.114-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.114&CDS=1-879	YBL050W
OG0002049	snap_masked-CABR0S26-processed-gene-1.115-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.115&CDS=1-495	YBL049W
OG0002050	snap_masked-CABR0S26-processed-gene-1.135-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.135&CDS=1-3933	YBL047C
OG0002051	snap_masked-CABR0S26-processed-gene-1.116-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.116&CDS=1-1032	YBL046W
OG0002052	snap_masked-CABR0S26-processed-gene-1.136-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-1.136&CDS=1-1350	YBL045C
OG0002053	augustus_masked-CABR0S26-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-1.25&CDS=1-840	YBL043W
OG0002054	snap_masked-CABR0S26-processed-gene-2.76-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.76&CDS=1-723	YBL041W
OG0002055	snap_masked-CABR0S26-processed-gene-2.80-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.80&CDS=1-651	YBL040C
OG0002056	snap_masked-CABR0S26-processed-gene-2.81-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.81&CDS=1-1734	YBL039C
OG0002057	snap_masked-CABR0S26-processed-gene-2.77-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.77&CDS=1-642	YBL038W
OG0002058	genemark-CABR0S26-processed-gene-2.2-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-2.2&CDS=1-3021	YBL037W
OG0002059	genemark-CABR0S26-processed-gene-2.18-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-2.18&CDS=1-759	YBL036C
OG0002060	snap_masked-CABR0S26-processed-gene-2.82-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.82&CDS=1-2826	YBR086C
OG0002061	genemark-CABR0S26-processed-gene-2.19-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-2.19&CDS=1-1983	YBL035C
OG0002062	augustus_masked-CABR0S26-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-2.56&CDS=1-4539	YBL034C
OG0002063	snap_masked-CABR0S26-processed-gene-2.100-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.100&CDS=1-888	YBL033C
OG0002064	snap_masked-CABR0S26-processed-gene-2.84-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.84&CDS=1-1041	YBL032W
OG0002065	snap_masked-CABR0S26-processed-gene-2.85-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.85&CDS=1-957	YBL031W
OG0002066	snap_masked-CABR0S26-processed-gene-2.102-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.102&CDS=1-267	YBL029C-A
OG0002067	snap_masked-CABR0S26-processed-gene-2.86-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.86&CDS=1-1206	YBL029W
OG0002068	snap_masked-CABR0S26-processed-gene-2.103-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.103&CDS=1-339	YBL028C
OG0002069	snap_masked-CABR0S26-processed-gene-2.106-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.106&CDS=1-2991	YDR060W
OG0002070	snap_masked-CABR0S26-processed-gene-2.87-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.87&CDS=1-804	YDR087C
OG0002071	snap_masked-CABR0S26-processed-gene-2.88-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.88&CDS=1-216	YDR086C
OG0002072	genemark-CABR0S26-processed-gene-2.28-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-2.28&CDS=1-306	YNR034W-A
OG0002073	snap_masked-CABR0S26-processed-gene-2.108-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.108&CDS=1-978	YNR034W
OG0002074	snap_masked-CABR0S26-processed-gene-2.109-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.109&CDS=1-2301	YNR033W
OG0002075	snap_masked-CABR0S26-processed-gene-2.93-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.93&CDS=1-219	YNR032C-A
OG0002076	genemark-CABR0S26-processed-gene-2.31-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-2.31&CDS=1-1095	YNR032W
OG0002077	snap_masked-CABR0S26-processed-gene-2.94-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.94&CDS=1-5202	YNR031C
OG0002078	snap_masked-CABR0S26-processed-gene-2.111-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.111&CDS=1-1686	YNR030W
OG0002079	snap_masked-CABR0S26-processed-gene-2.95-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.95&CDS=1-1311	YNR029C
OG0002080	snap_masked-CABR0S26-processed-gene-2.112-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.112&CDS=1-945	YNR027W
OG0002081	snap_masked-CABR0S26-processed-gene-2.96-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.96&CDS=1-1539	YNR026C
OG0002082	snap_masked-CABR0S26-processed-gene-2.113-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.113&CDS=1-462	YNR024W
OG0002083	snap_masked-CABR0S26-processed-gene-2.97-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-2.97&CDS=1-408	YNR022C
OG0002084	snap_masked-CABR0S26-processed-gene-3.2-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.2&CDS=1-1230	YNR021W
OG0002085	snap_masked-CABR0S26-processed-gene-3.0-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.0&CDS=1-678	YNR020C
OG0002086	snap_masked-CABR0S26-processed-gene-3.4-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.4&CDS=1-669	YNR018W
OG0002087	maker-CABR0S26-snap-gene-3.46-mRNA-1_1&gene=maker-CABR0S26-snap-gene-3.46&CDS=1-6813	YBL004W
OG0002088	snap_masked-CABR0S26-processed-gene-3.22-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.22&CDS=1-600	YDL002C
OG0002089	snap_masked-CABR0S26-processed-gene-3.5-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.5&CDS=1-1278	YDL001W
OG0002090	genemark-CABR0S26-processed-gene-3.55-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-3.55&CDS=1-1386	YDR004W
OG0002091	snap_masked-CABR0S26-processed-gene-3.26-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.26&CDS=1-1266	YDR005C
OG0002092	snap_masked-CABR0S26-processed-gene-3.7-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.7&CDS=1-354	YKL003C
OG0002093	snap_masked-CABR0S26-processed-gene-3.9-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.9&CDS=1-1824	YKL005C
OG0002094	augustus_masked-CABR0S26-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-3.98&CDS=1-489	YKL006C-A
OG0002095	snap_masked-CABR0S26-processed-gene-3.29-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.29&CDS=1-714	YKL009W
OG0002096	snap_masked-CABR0S26-processed-gene-3.12-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.12&CDS=1-4458	YKL010C
OG0002097	snap_masked-CABR0S26-processed-gene-3.30-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.30&CDS=1-1593	YKL089W
OG0002098	snap_masked-CABR0S26-processed-gene-3.31-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.31&CDS=1-1371	YKL090W
OG0002099	snap_masked-CABR0S26-processed-gene-3.34-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.34&CDS=1-2256	YBL105C
OG0002100	snap_masked-CABR0S26-processed-gene-3.35-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.35&CDS=1-2979	YBL104C
OG0002101	snap_masked-CABR0S26-processed-gene-3.36-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.36&CDS=1-1293	YBL103C
OG0002102	snap_masked-CABR0S26-processed-gene-3.14-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.14&CDS=1-642	YBL102W
OG0002103	snap_masked-CABR0S26-processed-gene-3.37-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.37&CDS=1-3198	YBL101C
OG0002104	genemark-CABR0S26-processed-gene-3.81-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-3.81&CDS=1-363	YMR159C
OG0002105	snap_masked-CABR0S26-processed-gene-3.16-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.16&CDS=1-2076	YMR160W
OG0002106	snap_masked-CABR0S26-processed-gene-3.17-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.17&CDS=1-603	YBL093C
OG0002107	maker-CABR0S26-snap-gene-3.47-mRNA-1_1&gene=maker-CABR0S26-snap-gene-3.47&CDS=1-291	YBL094C
OG0002108	genemark-CABR0S26-processed-gene-3.82-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-3.82&CDS=1-723	YBL095W
OG0002109	snap_masked-CABR0S26-processed-gene-3.39-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.39&CDS=1-2253	YBL097W
OG0002110	snap_masked-CABR0S26-processed-gene-3.40-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.40&CDS=1-1593	YBL099W
OG0002111	snap_masked-CABR0S26-processed-gene-3.41-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.41&CDS=1-468	YMR158W
OG0002112	snap_masked-CABR0S26-processed-gene-3.19-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.19&CDS=1-696	YMR157C
OG0002113	snap_masked-CABR0S26-processed-gene-3.20-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.20&CDS=1-720	YMR156C
OG0002114	snap_masked-CABR0S26-processed-gene-3.42-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.42&CDS=1-1584	YMR155W
OG0002115	snap_masked-CABR0S26-processed-gene-3.21-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-3.21&CDS=1-2139	YMR154C
OG0002116	snap_masked-CABR0S26-processed-gene-4.81-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.81&CDS=1-1107	YMR152W
OG0002117	genemark-CABR0S26-processed-gene-4.0-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-4.0&CDS=1-1341	YLR288C
OG0002118	augustus_masked-CABR0S26-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-4.40&CDS=1-1062	YLR287C
OG0002119	snap_masked-CABR0S26-processed-gene-4.80-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.80&CDS=1-1617	YLR286C
OG0002120	snap_masked-CABR0S26-processed-gene-4.82-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.82&CDS=1-768	YLR285W
OG0002121	snap_masked-CABR0S26-processed-gene-4.83-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.83&CDS=1-3507	YLR410W
OG0002122	snap_masked-CABR0S26-processed-gene-4.84-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.84&CDS=1-2811	YLR409C
OG0002123	genemark-CABR0S26-processed-gene-4.7-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-4.7&CDS=1-318	YLR408C
OG0002124	augustus_masked-CABR0S26-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-4.58&CDS=1-777	YLR407W
OG0002125	genemark-CABR0S26-processed-gene-4.22-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-4.22&CDS=1-1032	YLR405W
OG0002126	augustus_masked-CABR0S26-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-4.60&CDS=1-828	YLR404W
OG0002127	snap_masked-CABR0S26-processed-gene-4.87-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.87&CDS=1-1944	YLR401C
OG0002128	augustus_masked-CABR0S26-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-4.49&CDS=1-1494	YBR138C
OG0002129	snap_masked-CABR0S26-processed-gene-4.100-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.100&CDS=1-2016	YDR444W
OG0002130	genemark-CABR0S26-processed-gene-4.26-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-4.26&CDS=1-1764	YGL095C
OG0002131	snap_masked-CABR0S26-processed-gene-4.102-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.102&CDS=1-3273	YGL094C
OG0002132	snap_masked-CABR0S26-processed-gene-4.90-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.90&CDS=1-2334	YGL093W
OG0002133	snap_masked-CABR0S26-processed-gene-4.91-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.91&CDS=1-3762	YGL092W
OG0002134	snap_masked-CABR0S26-processed-gene-4.103-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.103&CDS=1-978	YGL091C
OG0002135	maker-CABR0S26-augustus-gene-4.113-mRNA-1_1&gene=maker-CABR0S26-augustus-gene-4.113&CDS=1-1461	YLR244C
OG0002136	snap_masked-CABR0S26-processed-gene-4.93-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.93&CDS=1-1647	YDR188W
OG0002137	snap_masked-CABR0S26-processed-gene-4.104-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.104&CDS=1-813	YLR243W
OG0002138	genemark-CABR0S26-processed-gene-4.16-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-4.16&CDS=1-918	YLR242C
OG0002139	snap_masked-CABR0S26-processed-gene-4.105-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.105&CDS=1-2391	YLR241W
OG0002140	snap_masked-CABR0S26-processed-gene-4.106-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.106&CDS=1-2688	YLR240W
OG0002141	snap_masked-CABR0S26-processed-gene-4.94-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.94&CDS=1-1329	YDR195W
OG0002142	snap_masked-CABR0S26-processed-gene-4.95-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.95&CDS=1-993	YLR239C
OG0002143	snap_masked-CABR0S26-processed-gene-4.109-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.109&CDS=1-1959	YLR234W
OG0002144	snap_masked-CABR0S26-processed-gene-4.110-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.110&CDS=1-681	YIL118W
OG0002145	snap_masked-CABR0S26-processed-gene-4.97-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.97&CDS=1-3234	YIL119C
OG0002146	genemark-CABR0S26-processed-gene-4.36-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-4.36&CDS=1-1755	YIL121W
OG0002147	snap_masked-CABR0S26-processed-gene-4.111-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-4.111&CDS=1-1692	YIL122W
OG0002148	snap_masked-CABR0S26-processed-gene-5.0-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-5.0&CDS=1-882	YIL124W
OG0002149	snap_masked-CABR0S26-processed-gene-5.1-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-5.1&CDS=1-3009	YIL125W
OG0002150	snap_masked-CABR0S26-processed-gene-5.4-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-5.4&CDS=1-600	YIL127C
OG0002151	snap_masked-CABR0S26-processed-gene-5.22-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-5.22&CDS=1-3060	YIL128W
OG0002152	snap_masked-CABR0S26-processed-gene-5.5-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-5.5&CDS=1-7020	YIL129C
OG0002153	snap_masked-CABR0S26-processed-gene-5.7-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-5.7&CDS=1-660	YIL132C
OG0002154	snap_masked-CABR0S26-processed-gene-5.24-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-5.24&CDS=1-864	YIL134W
OG0002155	augustus_masked-CABR0S26-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-5.42&CDS=1-1950	YIL135C
OG0002156	augustus_masked-CABR0S26-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-5.60&CDS=1-1401	YIL136W
OG0002157	genemark-CABR0S26-processed-gene-5.96-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-5.96&CDS=1-1794	YPR155C
OG0002158	snap_masked-CABR0S26-processed-gene-5.10-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-5.10&CDS=1-2694	YPR160W
OG0002159	snap_masked-CABR0S26-processed-gene-5.11-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-5.11&CDS=1-2322	YLR274W
OG0002160	augustus_masked-CABR0S26-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-CABR0S26-processed-gene-5.47&CDS=1-339	YLR275W
OG0002161	snap_masked-CABR0S26-processed-gene-5.29-mRNA-1_1&gene=snap_masked-CABR0S26-processed-gene-5.29&CDS=1-1785	YLR276C
OG0002162	genemark-CABR0S26-processed-gene-5.99-mRNA-1_1&gene=genemark-CABR0S26-processed-gene-5.99&CDS=1-2298	YLR277C
