	Ogataea_parapolymorpha	Saccharomyces_cerevisiae
OG0001230	augustus_masked-NC_027861.1-processed-gene-12.156-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-12.156&CDS=1-729	YJR099W
OG0001231	augustus_masked-NC_027861.1-processed-gene-12.157-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-12.157&CDS=1-1635	YBR123C
OG0001232	augustus_masked-NC_027861.1-processed-gene-12.137-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-12.137&CDS=1-2040	YKL005C
OG0001233	augustus_masked-NC_027861.1-processed-gene-12.138-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-12.138&CDS=1-285	YKL006C-A
OG0001234	augustus_masked-NC_027861.1-processed-gene-12.159-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-12.159&CDS=1-795	YKL007W
OG0001235	snap_masked-NC_027861.1-processed-gene-12.87-mRNA-1_1&gene=snap_masked-NC_027861.1-processed-gene-12.87&CDS=1-930	YBL029W
OG0001236	augustus_masked-NC_027861.1-processed-gene-12.140-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-12.140&CDS=1-2892	YKR084C
OG0001237	augustus_masked-NC_027861.1-processed-gene-12.160-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-12.160&CDS=1-978	YOR075W
OG0001238	augustus_masked-NC_027861.1-processed-gene-12.141-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-12.141&CDS=1-1971	YOR069W
OG0001239	augustus_masked-NC_027861.1-processed-gene-13.119-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.119&CDS=1-6093	YGL094C
OG0001240	snap_masked-NC_027861.1-processed-gene-13.66-mRNA-1_1&gene=snap_masked-NC_027861.1-processed-gene-13.66&CDS=1-186	YPL183W-A
OG0001241	augustus_masked-NC_027861.1-processed-gene-13.122-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.122&CDS=1-1077	YPL180W
OG0001242	augustus_masked-NC_027861.1-processed-gene-13.120-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.120&CDS=1-1725	YGL095C
OG0001243	augustus_masked-NC_027861.1-processed-gene-13.145-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.145&CDS=1-1125	YPL181W
OG0001244	augustus_masked-NC_027861.1-processed-gene-13.123-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.123&CDS=1-1143	YBR236C
OG0001245	augustus_masked-NC_027861.1-processed-gene-13.124-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.124&CDS=1-3216	YBR235W
OG0001246	augustus_masked-NC_027861.1-processed-gene-13.125-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.125&CDS=1-660	YGL096W
OG0001247	genemark-NC_027861.1-processed-gene-13.38-mRNA-1_1&gene=genemark-NC_027861.1-processed-gene-13.38&CDS=1-2322	YDL230W
OG0001248	snap_masked-NC_027861.1-processed-gene-13.71-mRNA-1_1&gene=snap_masked-NC_027861.1-processed-gene-13.71&CDS=1-570	YKL117W
OG0001249	augustus_masked-NC_027861.1-processed-gene-13.127-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.127&CDS=1-891	YLR220W
OG0001250	augustus_masked-NC_027861.1-processed-gene-13.150-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.150&CDS=1-2781	YML008C
OG0001251	augustus_masked-NC_027861.1-processed-gene-13.151-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.151&CDS=1-1614	YDR255C
OG0001252	augustus_masked-NC_027861.1-processed-gene-13.128-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.128&CDS=1-2424	YPL084W
OG0001253	snap_masked-NC_027861.1-processed-gene-13.103-mRNA-1_1&gene=snap_masked-NC_027861.1-processed-gene-13.103&CDS=1-297	YPL046C
OG0001254	snap_masked-NC_027861.1-processed-gene-13.75-mRNA-1_1&gene=snap_masked-NC_027861.1-processed-gene-13.75&CDS=1-2397	YPL045W
OG0001255	augustus_masked-NC_027861.1-processed-gene-13.152-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.152&CDS=1-1332	YDR254W
OG0001256	augustus_masked-NC_027861.1-processed-gene-13.130-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.130&CDS=1-2136	YPL043W
OG0001257	augustus_masked-NC_027861.1-processed-gene-13.153-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.153&CDS=1-1686	YPL030W
OG0001258	augustus_masked-NC_027861.1-processed-gene-13.155-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.155&CDS=1-621	YPL067C
OG0001259	augustus_masked-NC_027861.1-processed-gene-13.133-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.133&CDS=1-948	YDR171W
OG0001260	maker-NC_027861.1-snap-gene-13.168-mRNA-1_1&gene=maker-NC_027861.1-snap-gene-13.168&CDS=1-1869	YGL215W
OG0001261	augustus_masked-NC_027861.1-processed-gene-13.158-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.158&CDS=1-708	YMR038C
OG0001262	augustus_masked-NC_027861.1-processed-gene-13.136-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.136&CDS=1-543	YMR035W
OG0001263	augustus_masked-NC_027861.1-processed-gene-13.159-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.159&CDS=1-2007	YMR036C
OG0001264	augustus_masked-NC_027861.1-processed-gene-13.160-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.160&CDS=1-1248	YOR051C
OG0001265	maker-NC_027861.1-snap-gene-13.169-mRNA-1_1&gene=maker-NC_027861.1-snap-gene-13.169&CDS=1-1653	YKR069W
OG0001266	augustus_masked-NC_027861.1-processed-gene-13.138-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.138&CDS=1-522	YOR052C
OG0001267	augustus_masked-NC_027861.1-processed-gene-13.161-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.161&CDS=1-1092	YKR070W
OG0001268	augustus_masked-NC_027861.1-processed-gene-13.162-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.162&CDS=1-2745	YMR213W
OG0001269	augustus_masked-NC_027861.1-processed-gene-13.139-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.139&CDS=1-2361	YMR212C
OG0001270	augustus_masked-NC_027861.1-processed-gene-13.163-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.163&CDS=1-432	YOR276W
OG0001271	augustus_masked-NC_027861.1-processed-gene-13.140-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.140&CDS=1-501	YOR252W
OG0001272	augustus_masked-NC_027861.1-processed-gene-13.141-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-13.141&CDS=1-219	YNL259C
OG0001273	snap_masked-NC_027861.1-processed-gene-13.90-mRNA-1_1&gene=snap_masked-NC_027861.1-processed-gene-13.90&CDS=1-906	YPR011C
OG0001274	maker-NC_027861.1-snap-gene-13.171-mRNA-1_1&gene=maker-NC_027861.1-snap-gene-13.171&CDS=1-1077	YMR214W
OG0001275	maker-NC_027861.1-augustus-gene-13.4-mRNA-1_1&gene=maker-NC_027861.1-augustus-gene-13.4&CDS=1-4980	YGR047C
OG0001276	snap_masked-NC_027861.1-processed-gene-13.95-mRNA-1_1&gene=snap_masked-NC_027861.1-processed-gene-13.95&CDS=1-1101	YGR048W
OG0001277	augustus_masked-NC_027861.1-processed-gene-14.8-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.8&CDS=1-810	YDR116C
OG0001278	augustus_masked-NC_027861.1-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.0&CDS=1-1257	YOR274W
OG0001279	augustus_masked-NC_027861.1-processed-gene-14.1-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.1&CDS=1-1146	YHL004W
OG0001280	augustus_masked-NC_027861.1-processed-gene-14.12-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.12&CDS=1-1905	YJL093C
OG0001281	augustus_masked-NC_027861.1-processed-gene-14.42-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.42&CDS=1-1200	YHL002W
OG0001282	augustus_masked-NC_027861.1-processed-gene-14.43-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.43&CDS=1-909	YNL072W
OG0001283	maker-NC_027861.1-augustus-gene-14.235-mRNA-1_1&gene=maker-NC_027861.1-augustus-gene-14.235&CDS=1-873	YAL025C
OG0001284	augustus_masked-NC_027861.1-processed-gene-14.45-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.45&CDS=1-600	YOR289W
OG0001285	augustus_masked-NC_027861.1-processed-gene-14.17-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.17&CDS=1-2976	YJL154C
OG0001286	augustus_masked-NC_027861.1-processed-gene-14.46-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.46&CDS=1-870	YDL065C
OG0001287	snap_masked-NC_027861.1-processed-gene-14.99-mRNA-1_1&gene=snap_masked-NC_027861.1-processed-gene-14.99&CDS=1-474	YDL064W
OG0001288	augustus_masked-NC_027861.1-processed-gene-14.47-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.47&CDS=1-1692	YDL063C
OG0001289	maker-NC_027861.1-augustus-gene-14.236-mRNA-1_1&gene=maker-NC_027861.1-augustus-gene-14.236&CDS=1-2472	YLR397C
OG0001290	augustus_masked-NC_027861.1-processed-gene-14.49-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.49&CDS=1-1845	YER004W
OG0001291	augustus_masked-NC_027861.1-processed-gene-14.20-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.20&CDS=1-3267	YDL060W
OG0001292	maker-NC_027861.1-snap-gene-14.77-mRNA-1_1&gene=maker-NC_027861.1-snap-gene-14.77&CDS=1-3105	YLR386W
OG0001293	augustus_masked-NC_027861.1-processed-gene-14.52-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.52&CDS=1-777	YHR200W
OG0001294	maker-NC_027861.1-augustus-gene-14.239-mRNA-1_1&gene=maker-NC_027861.1-augustus-gene-14.239&CDS=1-5751	YJR137C
OG0001295	augustus_masked-NC_027861.1-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.23&CDS=1-789	YNL110C
OG0001296	augustus_masked-NC_027861.1-processed-gene-14.24-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.24&CDS=1-3633	YNL071W
OG0001297	augustus_masked-NC_027861.1-processed-gene-14.27-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.27&CDS=1-3240	YLR389C
OG0001298	augustus_masked-NC_027861.1-processed-gene-14.29-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.29&CDS=1-1476	YLR345W
OG0001299	augustus_masked-NC_027861.1-processed-gene-14.58-mRNA-1_1&gene=augustus_masked-NC_027861.1-processed-gene-14.58&CDS=1-1068	YMR234W
OG0001300	augustus_masked-NC_027862.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.98&CDS=1-873	YNR064C
OG0001301	augustus_masked-NC_027862.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.99&CDS=1-1497	YKL217W
OG0001302	augustus_masked-NC_027862.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.100&CDS=1-2229	YGR099W
OG0001303	augustus_masked-NC_027862.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.73&CDS=1-570	YGR036C
OG0001304	augustus_masked-NC_027862.1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.101&CDS=1-1170	YDR517W
OG0001305	augustus_masked-NC_027862.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.74&CDS=1-1140	YGL169W
OG0001306	augustus_masked-NC_027862.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.102&CDS=1-1545	YCL043C
OG0001307	snap_masked-NC_027862.1-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-0.123&CDS=1-1731	YCL039W
OG0001308	augustus_masked-NC_027862.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.103&CDS=1-1677	YCL038C
OG0001309	augustus_masked-NC_027862.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.104&CDS=1-1275	YFR005C
OG0001310	augustus_masked-NC_027862.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.77&CDS=1-1386	YFR006W
OG0001311	augustus_masked-NC_027862.1-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.105&CDS=1-2169	YLR274W
OG0001312	augustus_masked-NC_027862.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.78&CDS=1-3591	YPL128C
OG0001313	augustus_masked-NC_027862.1-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.107&CDS=1-750	YGR026W
OG0001314	snap_masked-NC_027862.1-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-0.132&CDS=1-300	YML108W
OG0001315	augustus_masked-NC_027862.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.84&CDS=1-1743	YBR220C
OG0001316	genemark-NC_027862.1-processed-gene-0.56-mRNA-1_1&gene=genemark-NC_027862.1-processed-gene-0.56&CDS=1-831	YGL126W
OG0001317	genemark-NC_027862.1-processed-gene-0.24-mRNA-1_1&gene=genemark-NC_027862.1-processed-gene-0.24&CDS=1-474	YGL127C
OG0001318	snap_masked-NC_027862.1-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-0.136&CDS=1-1584	YBR234C
OG0001319	augustus_masked-NC_027862.1-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.110&CDS=1-357	YBR233W-A
OG0001320	augustus_masked-NC_027862.1-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.112&CDS=1-606	YMR311C
OG0001321	augustus_masked-NC_027862.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.87&CDS=1-1767	YCR061W
OG0001322	augustus_masked-NC_027862.1-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.113&CDS=1-1194	YNL248C
OG0001323	augustus_masked-NC_027862.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.88&CDS=1-465	YJR097W
OG0001324	augustus_masked-NC_027862.1-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.114&CDS=1-2031	YJR098C
OG0001325	augustus_masked-NC_027862.1-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.115&CDS=1-594	YOR028C
OG0001326	augustus_masked-NC_027862.1-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.116&CDS=1-1863	YGR007W
OG0001327	augustus_masked-NC_027862.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.90&CDS=1-1863	YNL064C
OG0001328	augustus_masked-NC_027862.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.91&CDS=1-546	YCR043C
OG0001329	augustus_masked-NC_027862.1-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.117&CDS=1-1035	YGR111W
OG0001330	augustus_masked-NC_027862.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-0.92&CDS=1-372	YDR511W
OG0001331	augustus_masked-NC_027862.1-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.135&CDS=1-420	YJR044C
OG0001332	augustus_masked-NC_027862.1-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.132&CDS=1-825	YMR314W
OG0001333	augustus_masked-NC_027862.1-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.136&CDS=1-603	YIR032C
OG0001334	augustus_masked-NC_027862.1-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.137&CDS=1-4992	YER155C
OG0001335	augustus_masked-NC_027862.1-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.138&CDS=1-987	YER156C
OG0001336	maker-NC_027862.1-snap-gene-1.126-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-1.126&CDS=1-282	YDR079W
OG0001337	augustus_masked-NC_027862.1-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.140&CDS=1-561	YDR084C
OG0001338	augustus_masked-NC_027862.1-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.167&CDS=1-2646	YDR080W
OG0001339	snap_masked-NC_027862.1-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-1.74&CDS=1-213	YDR079C-A
OG0001340	maker-NC_027862.1-snap-gene-1.129-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-1.129&CDS=1-4242	YER157W
OG0001341	augustus_masked-NC_027862.1-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.169&CDS=1-2574	YER158C
OG0001342	augustus_masked-NC_027862.1-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.170&CDS=1-2472	YCL054W
OG0001343	augustus_masked-NC_027862.1-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.142&CDS=1-2508	YIL061C
OG0001344	augustus_masked-NC_027862.1-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.171&CDS=1-582	YER012W
OG0001345	augustus_masked-NC_027862.1-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.143&CDS=1-1638	YMR313C
OG0001346	augustus_masked-NC_027862.1-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.172&CDS=1-753	YMR312W
OG0001347	augustus_masked-NC_027862.1-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.144&CDS=1-1263	YGR285C
OG0001348	augustus_masked-NC_027862.1-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.173&CDS=1-1242	YOR194C
OG0001349	augustus_masked-NC_027862.1-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.145&CDS=1-2304	YOR195W
OG0001350	augustus_masked-NC_027862.1-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.147&CDS=1-1701	YOR128C
OG0001351	augustus_masked-NC_027862.1-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.148&CDS=1-1569	YHR168W
OG0001352	augustus_masked-NC_027862.1-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.174&CDS=1-2337	YHR172W
OG0001353	augustus_masked-NC_027862.1-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.149&CDS=1-2223	YGR245C
OG0001354	augustus_masked-NC_027862.1-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.175&CDS=1-1284	YHR169W
OG0001355	snap_masked-NC_027862.1-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-1.83&CDS=1-1650	YDR292C
OG0001356	augustus_masked-NC_027862.1-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.176&CDS=1-1884	YHR171W
OG0001357	snap_masked-NC_027862.1-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-1.112&CDS=1-1515	YHR170W
OG0001358	augustus_masked-NC_027862.1-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.153&CDS=1-219	YBL071W-A
OG0001359	augustus_masked-NC_027862.1-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.179&CDS=1-678	YER100W
OG0001360	snap_masked-NC_027862.1-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-1.116&CDS=1-1086	YGR044C
OG0001361	snap_masked-NC_027862.1-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-1.117&CDS=1-1551	YBL061C
OG0001362	maker-NC_027862.1-snap-gene-1.127-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-1.127&CDS=1-3072	YNL237W
OG0001363	augustus_masked-NC_027862.1-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.157&CDS=1-1521	YNL240C
OG0001364	augustus_masked-NC_027862.1-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.158&CDS=1-1515	YNL241C
OG0001365	augustus_masked-NC_027862.1-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.159&CDS=1-1329	YNL239W
OG0001366	augustus_masked-NC_027862.1-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.160&CDS=1-2388	YNL238W
OG0001367	augustus_masked-NC_027862.1-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.181&CDS=1-3105	YDL215C
OG0001368	augustus_masked-NC_027862.1-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.182&CDS=1-1887	YNL054W
OG0001369	augustus_masked-NC_027862.1-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.161&CDS=1-603	YBR072W
OG0001370	augustus_masked-NC_027862.1-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.162&CDS=1-618	YML001W
OG0001371	augustus_masked-NC_027862.1-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.163&CDS=1-1014	YPR086W
OG0001372	augustus_masked-NC_027862.1-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.183&CDS=1-4377	YLR069C
OG0001373	augustus_masked-NC_027862.1-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.184&CDS=1-1548	YMR029C
OG0001374	augustus_masked-NC_027862.1-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.164&CDS=1-912	YDR279W
OG0001375	augustus_masked-NC_027862.1-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-1.165&CDS=1-933	YDR280W
OG0001376	augustus_masked-NC_027862.1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-2.14&CDS=1-1554	YHR007C
OG0001377	augustus_masked-NC_027862.1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-2.15&CDS=1-450	YKL167C
OG0001378	augustus_masked-NC_027862.1-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-2.16&CDS=1-396	YKL170W
OG0001379	augustus_masked-NC_027862.1-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-2.17&CDS=1-801	YJL174W
OG0001380	maker-NC_027862.1-augustus-gene-2.1-mRNA-1_1&gene=maker-NC_027862.1-augustus-gene-2.1&CDS=1-1377	YKL211C
OG0001381	augustus_masked-NC_027862.1-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-2.12&CDS=1-1284	YOR155C
OG0001382	augustus_masked-NC_027862.1-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-2.20&CDS=1-747	YDR405W
OG0001383	augustus_masked-NC_027862.1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-2.21&CDS=1-3825	YOR151C
OG0001384	augustus_masked-NC_027862.1-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-2.50&CDS=1-528	YOR150W
