	Saccharomyces_cerevisiae	yHMPu5000035699_Cyberlindnera_maclurae
OG0002081	YJL140W	augustus_masked-NODE_102_length_26648_cov_97.0519_ID_26459-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_102_length_26648_cov_97.0519_ID_26459-processed-gene-0.62&CDS=1-585
OG0002082	YJL141C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.287-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.287&CDS=1-1914
OG0002083	YJL143W	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.249-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.249&CDS=1-468
OG0002084	YJL145W	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.153&CDS=1-822
OG0002085	YJL148W	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.198&CDS=1-555
OG0002086	YJL149W	augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.5&CDS=1-1545
OG0002087	YJL153C	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.54&CDS=1-1560
OG0002088	YJL154C	augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.160&CDS=1-2337
OG0002089	YJL155C	maker-NODE_4_length_253480_cov_70.786_ID_43483-augustus-gene-1.297-mRNA-1_1&gene=maker-NODE_4_length_253480_cov_70.786_ID_43483-augustus-gene-1.297&CDS=1-1350
OG0002090	YJL156C	genemark-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.70&CDS=1-1830
OG0002091	YJL163C	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.143&CDS=1-1737
OG0002092	YJL166W	augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.50&CDS=1-285
OG0002093	YJL167W	augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.22&CDS=1-1053
OG0002094	YJL168C	augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.36&CDS=1-2187
OG0002095	YJL171C	snap_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.211-mRNA-1_1&gene=snap_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.211&CDS=1-1173
OG0002096	YJL176C	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.203&CDS=1-1500
OG0002097	YJL178C	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.151&CDS=1-798
OG0002098	YJL179W	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.196&CDS=1-357
OG0002099	YJL180C	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.200&CDS=1-915
OG0002100	YJL183W	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.150&CDS=1-1212
OG0002101	YJL184W	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.149&CDS=1-297
OG0002102	YJL187C	augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.74&CDS=1-2463
OG0002103	YJL189W	genemark-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.157-mRNA-1_1&gene=genemark-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.157&CDS=1-159
OG0002104	YJL192C	augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.16&CDS=1-714
OG0002105	YJL194W	maker-NODE_14_length_174934_cov_63.5332_ID_33623-augustus-gene-0.177-mRNA-1_1&gene=maker-NODE_14_length_174934_cov_63.5332_ID_33623-augustus-gene-0.177&CDS=1-4794
OG0002106	YJL197W	snap_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.244-mRNA-1_1&gene=snap_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.244&CDS=1-3606
OG0002107	YJL201W	augustus_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.150&CDS=1-1386
OG0002108	YJL204C	augustus_masked-NODE_66_length_54513_cov_73.645_ID_10902-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_66_length_54513_cov_73.645_ID_10902-processed-gene-0.44&CDS=1-2250
OG0002109	YJL207C	augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.4&CDS=1-5475
OG0002110	YJL208C	augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.33&CDS=1-969
OG0002111	YJL209W	augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.24&CDS=1-1842
OG0002112	YJL218W	augustus_masked-NODE_29_length_116936_cov_67.5382_ID_8641-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_29_length_116936_cov_67.5382_ID_8641-processed-gene-0.188&CDS=1-663
OG0002113	YJR001W	augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.116&CDS=1-1764
OG0002114	YJR002W	augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.84&CDS=1-1758
OG0002115	YJR004C	augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.81&CDS=1-921
OG0002116	YJR005W	snap_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.131&CDS=1-1995
OG0002117	YJR006W	augustus_masked-NODE_59_length_61141_cov_60.361_ID_39550-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_59_length_61141_cov_60.361_ID_39550-processed-gene-0.33&CDS=1-1371
OG0002118	YJR007W	augustus_masked-NODE_73_length_45021_cov_131.984_ID_40679-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_73_length_45021_cov_131.984_ID_40679-processed-gene-0.90&CDS=1-903
OG0002119	YJR008W	snap_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.113&CDS=1-948
OG0002120	YJR010W	augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.34&CDS=1-1515
OG0002121	YJR013W	snap_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.217-mRNA-1_1&gene=snap_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.217&CDS=1-1224
OG0002122	YJR016C	maker-NODE_11_length_189733_cov_60.009_ID_29483-augustus-gene-0.119-mRNA-1_1&gene=maker-NODE_11_length_189733_cov_60.009_ID_29483-augustus-gene-0.119&CDS=1-3972
OG0002123	YJR017C	maker-NODE_57_length_63987_cov_114.909_ID_11616-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_57_length_63987_cov_114.909_ID_11616-augustus-gene-0.0&CDS=1-486
OG0002124	YJR019C	augustus_masked-NODE_57_length_63987_cov_114.909_ID_11616-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_57_length_63987_cov_114.909_ID_11616-processed-gene-0.22&CDS=1-933
OG0002125	YJR024C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.10&CDS=1-720
OG0002126	YJR025C	augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.54&CDS=1-510
OG0002127	YJR032W	augustus_masked-NODE_54_length_66169_cov_92.5799_ID_45299-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_54_length_66169_cov_92.5799_ID_45299-processed-gene-0.111&CDS=1-1167
OG0002128	YJR033C	augustus_masked-NODE_54_length_66169_cov_92.5799_ID_45299-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_54_length_66169_cov_92.5799_ID_45299-processed-gene-0.108&CDS=1-3852
OG0002129	YJR034W	augustus_masked-NODE_54_length_66169_cov_92.5799_ID_45299-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_54_length_66169_cov_92.5799_ID_45299-processed-gene-0.91&CDS=1-324
OG0002130	YJR035W	augustus_masked-NODE_54_length_66169_cov_92.5799_ID_45299-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_54_length_66169_cov_92.5799_ID_45299-processed-gene-0.94&CDS=1-2994
OG0002131	YJR036C	genemark-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.217-mRNA-1_1&gene=genemark-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.217&CDS=1-2487
OG0002132	YJR040W	augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.122&CDS=1-2247
OG0002133	YJR041C	augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.151&CDS=1-3336
OG0002134	YJR042W	augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.123&CDS=1-2235
OG0002135	YJR044C	maker-NODE_73_length_45021_cov_131.984_ID_40679-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_73_length_45021_cov_131.984_ID_40679-augustus-gene-0.2&CDS=1-351
OG0002136	YJR048W	augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.48&CDS=1-330
OG0002137	YJR049C	augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.50&CDS=1-1440
OG0002138	YJR050W	augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.76&CDS=1-828
OG0002139	YJR052W	augustus_masked-NODE_69_length_50010_cov_60.0852_ID_40146-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_69_length_50010_cov_60.0852_ID_40146-processed-gene-0.14&CDS=1-1755
OG0002140	YJR055W	augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.75&CDS=1-441
OG0002141	YJR056C	augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.70&CDS=1-480
OG0002142	YJR058C	maker-NODE_3_length_267281_cov_69.2695_ID_38578-augustus-gene-1.10-mRNA-1_1&gene=maker-NODE_3_length_267281_cov_69.2695_ID_38578-augustus-gene-1.10&CDS=1-432
OG0002143	YJR060W	augustus_masked-NODE_67_length_52534_cov_63.6435_ID_11134-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_67_length_52534_cov_63.6435_ID_11134-processed-gene-0.38&CDS=1-657
OG0002144	YJR062C	augustus_masked-NODE_67_length_52534_cov_63.6435_ID_11134-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_67_length_52534_cov_63.6435_ID_11134-processed-gene-0.39&CDS=1-1029
OG0002145	YJR063W	augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.27&CDS=1-369
OG0002146	YJR064W	augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.10&CDS=1-1641
OG0002147	YJR065C	augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.18&CDS=1-1275
OG0002148	YJR067C	augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.19&CDS=1-417
OG0002149	YJR068W	maker-NODE_5_length_240785_cov_63.9891_ID_41060-augustus-gene-1.166-mRNA-1_1&gene=maker-NODE_5_length_240785_cov_63.9891_ID_41060-augustus-gene-1.166&CDS=1-1044
OG0002150	YJR069C	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.76&CDS=1-564
OG0002151	YJR070C	augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.9&CDS=1-933
OG0002152	YJR072C	augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.25&CDS=1-1146
OG0002153	YJR073C	augustus_masked-NODE_137_length_7815_cov_64.2833_ID_54100-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_137_length_7815_cov_64.2833_ID_54100-processed-gene-0.1&CDS=1-633
OG0002154	YJR074W	augustus_masked-NODE_122_length_11759_cov_62.5272_ID_46424-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_122_length_11759_cov_62.5272_ID_46424-processed-gene-0.2&CDS=1-609
OG0002155	YJR076C	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.135&CDS=1-1197
OG0002156	YJR077C	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.132&CDS=1-918
OG0002157	YJR078W	augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.78&CDS=1-1395
OG0002158	YJR082C	augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.77&CDS=1-315
OG0002159	YJR084W	augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.186&CDS=1-1263
OG0002160	YJR085C	augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.145&CDS=1-321
OG0002161	YJR086W	augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.185&CDS=1-285
OG0002162	YJR088C	augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.143&CDS=1-813
OG0002163	YJR090C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.77&CDS=1-1944
OG0002164	YJR092W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.75&CDS=1-4761
OG0002165	YJR093C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.54&CDS=1-912
OG0002166	YJR095W	augustus_masked-NODE_104_length_24762_cov_65.9696_ID_15482-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_104_length_24762_cov_65.9696_ID_15482-processed-gene-0.10&CDS=1-975
OG0002167	YJR097W	augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-0.31&CDS=1-465
OG0002168	YJR098C	augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-0.7&CDS=1-1509
OG0002169	YJR099W	augustus_masked-NODE_66_length_54513_cov_73.645_ID_10902-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_66_length_54513_cov_73.645_ID_10902-processed-gene-0.27&CDS=1-672
OG0002170	YJR100C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.95&CDS=1-930
OG0002171	YJR101W	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.67&CDS=1-723
OG0002172	YJR102C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.68&CDS=1-582
OG0002173	YJR104C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.91&CDS=1-462
OG0002174	YJR105W	augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.21&CDS=1-1035
OG0002175	YJR107W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.69&CDS=1-1011
OG0002176	YJR110W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.86&CDS=1-1797
OG0002177	YJR112W	maker-NODE_6_length_239611_cov_64.8102_ID_39412-augustus-gene-0.100-mRNA-1_1&gene=maker-NODE_6_length_239611_cov_64.8102_ID_39412-augustus-gene-0.100&CDS=1-576
OG0002178	YJR113C	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.66&CDS=1-705
OG0002179	YJR117W	augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.54&CDS=1-1338
OG0002180	YJR119C	augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.136&CDS=1-2610
OG0002181	YJR121W	maker-NODE_21_length_140531_cov_64.6559_ID_42067-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_21_length_140531_cov_64.6559_ID_42067-augustus-gene-0.2&CDS=1-1509
OG0002182	YJR123W	maker-NODE_17_length_148379_cov_67.242_ID_39380-augustus-gene-0.235-mRNA-1_1&gene=maker-NODE_17_length_148379_cov_67.242_ID_39380-augustus-gene-0.235&CDS=1-1926
OG0002183	YJR129C	maker-NODE_2_length_314945_cov_63.3908_ID_37428-augustus-gene-2.239-mRNA-1_1&gene=maker-NODE_2_length_314945_cov_63.3908_ID_37428-augustus-gene-2.239&CDS=1-1962
OG0002184	YJR133W	augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.50&CDS=1-612
OG0002185	YJR135W-A	augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.67&CDS=1-273
OG0002186	YJR137C	augustus_masked-NODE_48_length_77516_cov_135.219_ID_46182-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_48_length_77516_cov_135.219_ID_46182-processed-gene-0.51&CDS=1-4149
OG0002187	YJR138W	augustus_masked-NODE_62_length_59695_cov_90.733_ID_11102-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_62_length_59695_cov_90.733_ID_11102-processed-gene-0.15&CDS=1-3927
OG0002188	YJR139C	augustus_masked-NODE_62_length_59695_cov_90.733_ID_11102-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_62_length_59695_cov_90.733_ID_11102-processed-gene-0.14&CDS=1-1080
