	Saccharomyces_cerevisiae	yHMPu5000034986_Candida_oregonensis
OG0002028	YJR133W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.172-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.172&CDS=1-606
OG0002029	YJR135W-A	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-0.103&CDS=1-267
OG0002030	YJR137C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.87&CDS=1-4227
OG0002031	YJR138W	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-4.19&CDS=1-4527
OG0002032	YJR139C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.58-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.58&CDS=1-1074
OG0002033	YJR140C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.127-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.127&CDS=1-5814
OG0002034	YJR141W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.90-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.90&CDS=1-1005
OG0002035	YJR142W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-6.113-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-6.113&CDS=1-906
OG0002036	YJR143C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.125&CDS=1-2247
OG0002037	YJR144W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.62-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.62&CDS=1-786
OG0002038	YJR148W	augustus_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.152&CDS=1-1173
OG0002039	YJR149W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-13.14-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-13.14&CDS=1-1131
OG0002040	YKL001C	snap_masked-NODE_17_length_77706_cov_73.9179_ID_33-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_17_length_77706_cov_73.9179_ID_33-processed-gene-0.39&CDS=1-597
OG0002041	YKL003C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.71-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.71&CDS=1-357
OG0002042	YKL004W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.97-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.97&CDS=1-1410
OG0002043	YKL007W	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-11.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-11.60&CDS=1-792
OG0002044	YKL009W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.96&CDS=1-696
OG0002045	YKL010C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-11.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-11.15&CDS=1-4653
OG0002046	YKL013C	maker-NODE_2_length_1008149_cov_54.5014_ID_3-snap-gene-6.99-mRNA-1_1&gene=maker-NODE_2_length_1008149_cov_54.5014_ID_3-snap-gene-6.99&CDS=1-2355
OG0002047	YKL014C	augustus_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.170&CDS=1-4956
OG0002048	YKL015W	snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.76&CDS=1-2970
OG0002049	YKL016C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.37-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.37&CDS=1-519
OG0002050	YKL017C	snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.78&CDS=1-2130
OG0002051	YKL018W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.39-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.39&CDS=1-1020
OG0002052	YKL019W	snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-0.62&CDS=1-837
OG0002053	YKL021C	augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-0.48&CDS=1-1161
OG0002054	YKL022C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-0.7&CDS=1-2031
OG0002055	YKL024C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.124-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.124&CDS=1-813
OG0002056	YKL025C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.158-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.158&CDS=1-1995
OG0002057	YKL027W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.116-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.116&CDS=1-1296
OG0002058	YKL029C	snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.5&CDS=1-1887
OG0002059	YKL033W	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.7&CDS=1-3480
OG0002060	YKL034W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-5.132-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-5.132&CDS=1-2328
OG0002061	YKL035W	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-3.123&CDS=1-1494
OG0002062	YKL041W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.97&CDS=1-648
OG0002063	YKL045W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.113&CDS=1-1503
OG0002064	YKL047W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-2.120&CDS=1-1527
OG0002065	YKL051W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.34&CDS=1-891
OG0002066	YKL053C-A	augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.63&CDS=1-1002
OG0002067	YKL054C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.87&CDS=1-1908
OG0002068	YKL055C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.10-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.10&CDS=1-741
OG0002069	YKL056C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.29-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.29&CDS=1-504
OG0002070	YKL058W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.63&CDS=1-363
OG0002071	YKL059C	augustus_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.37&CDS=1-1326
OG0002072	YKL060C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.6&CDS=1-1071
OG0002073	YKL064W	maker-NODE_5_length_957844_cov_53.4892_ID_9-snap-gene-6.102-mRNA-1_1&gene=maker-NODE_5_length_957844_cov_53.4892_ID_9-snap-gene-6.102&CDS=1-2469
OG0002074	YKL067W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-6.94-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-6.94&CDS=1-453
OG0002075	YKL069W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.95&CDS=1-525
OG0002076	YKL070W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.236-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.236&CDS=1-639
OG0002077	YKL074C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.78&CDS=1-1737
OG0002078	YKL077W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.12&CDS=1-1278
OG0002079	YKL078W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-1.60&CDS=1-2442
OG0002080	YKL080W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.27&CDS=1-1113
OG0002081	YKL082C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.49&CDS=1-1317
OG0002082	YKL086W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-2.33&CDS=1-384
OG0002083	YKL087C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-2.83&CDS=1-711
OG0002084	YKL088W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.7-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.7&CDS=1-1881
OG0002085	YKL089W	augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.120&CDS=1-3696
OG0002086	YKL090W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-5.115-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-5.115&CDS=1-1113
OG0002087	YKL092C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.44&CDS=1-3573
OG0002088	YKL094W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-0.23&CDS=1-894
OG0002089	YKL095W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-2.125&CDS=1-879
OG0002090	YKL098W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.10-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.10&CDS=1-1005
OG0002091	YKL099C	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-0.37&CDS=1-744
OG0002092	YKL100C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.94&CDS=1-1581
OG0002093	YKL104C	augustus_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.112&CDS=1-2052
OG0002094	YKL108W	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-0.12&CDS=1-1224
OG0002095	YKL110C	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-0.10&CDS=1-843
OG0002096	YKL113C	augustus_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.176&CDS=1-4068
OG0002097	YKL114C	snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.89&CDS=1-1149
OG0002098	YKL116C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.111-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.111&CDS=1-1464
OG0002099	YKL117W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-11.35-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-11.35&CDS=1-663
OG0002100	YKL119C	genemark-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.104-mRNA-1_1&gene=genemark-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.104&CDS=1-651
OG0002101	YKL120W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.119-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.119&CDS=1-978
OG0002102	YKL124W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.78-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.78&CDS=1-1176
OG0002103	YKL125W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.24&CDS=1-1890
OG0002104	YKL134C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.103-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.103&CDS=1-2310
OG0002105	YKL137W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.161-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.161&CDS=1-360
OG0002106	YKL138C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.162-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.162&CDS=1-339
OG0002107	YKL140W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.29&CDS=1-1236
OG0002108	YKL143W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.137-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.137&CDS=1-1242
OG0002109	YKL144C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.73&CDS=1-582
OG0002110	YKL145W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.100&CDS=1-1338
OG0002111	YKL148C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.117&CDS=1-1887
OG0002112	YKL149C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.86&CDS=1-1434
OG0002113	YKL150W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.85&CDS=1-876
OG0002114	YKL151C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.116&CDS=1-1044
OG0002115	YKL152C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.85-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.85&CDS=1-744
OG0002116	YKL154W	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.33&CDS=1-801
OG0002117	YKL155C	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.141&CDS=1-2403
OG0002118	YKL157W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.127-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.127&CDS=1-2583
OG0002119	YKL160W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.70&CDS=1-348
OG0002120	YKL162C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.69&CDS=1-1794
OG0002121	YKL165C	maker-NODE_2_length_1008149_cov_54.5014_ID_3-augustus-gene-3.3-mRNA-1_1&gene=maker-NODE_2_length_1008149_cov_54.5014_ID_3-augustus-gene-3.3&CDS=1-4431
OG0002122	YKL170W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.75&CDS=1-396
OG0002123	YKL171W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.106&CDS=1-2058
OG0002124	YKL174C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.33-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.33&CDS=1-1860
OG0002125	YKL175W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.13&CDS=1-1341
OG0002126	YKL178C	snap_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.108&CDS=1-1209
OG0002127	YKL179C	maker-NODE_9_length_451826_cov_59.5865_ID_17-augustus-gene-2.154-mRNA-1_1&gene=maker-NODE_9_length_451826_cov_59.5865_ID_17-augustus-gene-2.154&CDS=1-2682
OG0002128	YKL181W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.33&CDS=1-1185
OG0002129	YKL182W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.12&CDS=1-6174
OG0002130	YKL183W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.74-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.74&CDS=1-750
OG0002131	YKL184W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.76-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.76&CDS=1-1326
OG0002132	YKL185W	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.97&CDS=1-1563
OG0002133	YKL186C	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.116&CDS=1-555
OG0002134	YKL188C	augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-0.33&CDS=1-2502
OG0002135	YKL189W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.32&CDS=1-981
OG0002136	YKL190W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.50&CDS=1-522
OG0002137	YKL191W	maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-1.165-mRNA-1_1&gene=maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-1.165&CDS=1-2622
OG0002138	YKL192C	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.78&CDS=1-339
OG0002139	YKL193C	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.77&CDS=1-1089
OG0002140	YKL194C	maker-NODE_7_length_871080_cov_57.3584_ID_13-snap-gene-1.122-mRNA-1_1&gene=maker-NODE_7_length_871080_cov_57.3584_ID_13-snap-gene-1.122&CDS=1-1785
OG0002141	YKL195W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.77&CDS=1-672
OG0002142	YKL196C	augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.143&CDS=1-597
OG0002143	YKL197C	augustus_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.121&CDS=1-3669
OG0002144	YKL203C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-0.31&CDS=1-7395
OG0002145	YKL206C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.72&CDS=1-726
OG0002146	YKL207W	maker-NODE_13_length_262532_cov_91.7354_ID_25-snap-gene-1.97-mRNA-1_1&gene=maker-NODE_13_length_262532_cov_91.7354_ID_25-snap-gene-1.97&CDS=1-759
