	Metschnikowia_borealis	Saccharomyces_cerevisiae
OG0001540	genemark-bor_s364-processed-gene-0.18-mRNA-1_1&gene=genemark-bor_s364-processed-gene-0.18&CDS=1-1395	YDR306C
OG0001541	augustus_masked-bor_s364-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s364-processed-gene-0.13&CDS=1-480	YDR308C
OG0001542	augustus_masked-bor_s364-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s364-processed-gene-0.6&CDS=1-957	YDR313C
OG0001543	augustus_masked-bor_s365-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s365-processed-gene-0.31&CDS=1-1605	YOR359W
OG0001544	augustus_masked-bor_s365-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s365-processed-gene-0.35&CDS=1-597	YKL196C
OG0001545	augustus_masked-bor_s365-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bor_s365-processed-gene-0.36&CDS=1-825	YKL195W
OG0001546	augustus_masked-bor_s365-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s365-processed-gene-0.33&CDS=1-1068	YLR418C
OG0001547	augustus_masked-bor_s365-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s365-processed-gene-0.39&CDS=1-1383	YKL194C
OG0001548	augustus_masked-bor_s365-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bor_s365-processed-gene-0.41&CDS=1-1647	YHR194W
OG0001549	augustus_masked-bor_s370-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.4&CDS=1-2802	YPL084W
OG0001550	maker-bor_s370-augustus-gene-0.37-mRNA-1_1&gene=maker-bor_s370-augustus-gene-0.37&CDS=1-4974	YDL145C
OG0001551	augustus_masked-bor_s370-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.7&CDS=1-1584	YGR123C
OG0001552	augustus_masked-bor_s370-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.8&CDS=1-216	YLR218C
OG0001553	augustus_masked-bor_s370-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.10&CDS=1-1677	YBR170C
OG0001554	augustus_masked-bor_s370-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.11&CDS=1-2088	YPL106C
OG0001555	augustus_masked-bor_s370-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.12&CDS=1-2409	YMR216C
OG0001556	genemark-bor_s370-processed-gene-0.106-mRNA-1_1&gene=genemark-bor_s370-processed-gene-0.106&CDS=1-1683	YPL086C
OG0001557	genemark-bor_s370-processed-gene-0.90-mRNA-1_1&gene=genemark-bor_s370-processed-gene-0.90&CDS=1-780	YBR185C
OG0001558	augustus_masked-bor_s370-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.28&CDS=1-1188	YPL054W
OG0001559	augustus_masked-bor_s370-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.29&CDS=1-1779	YMR013C
OG0001560	augustus_masked-bor_s370-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.30&CDS=1-3213	YPL195W
OG0001561	augustus_masked-bor_s370-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.16&CDS=1-816	YGL079W
OG0001562	augustus_masked-bor_s370-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.31&CDS=1-2067	YIL108W
OG0001563	augustus_masked-bor_s370-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.18&CDS=1-3582	YJL074C
OG0001564	augustus_masked-bor_s370-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.33&CDS=1-1374	YDR023W
OG0001565	augustus_masked-bor_s370-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.21&CDS=1-1422	YDR030C
OG0001566	augustus_masked-bor_s370-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-0.36&CDS=1-1506	YGL160W
OG0001567	augustus_masked-bor_s370-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.68&CDS=1-513	YJL024C
OG0001568	augustus_masked-bor_s370-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.72&CDS=1-435	YGR174C
OG0001569	augustus_masked-bor_s370-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.69&CDS=1-1764	YDR213W
OG0001570	augustus_masked-bor_s370-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.70&CDS=1-573	YLR229C
OG0001571	maker-bor_s370-snap-gene-1.0-mRNA-1_1&gene=maker-bor_s370-snap-gene-1.0&CDS=1-447	YBL093C
OG0001572	snap_masked-bor_s370-processed-gene-1.9-mRNA-1_1&gene=snap_masked-bor_s370-processed-gene-1.9&CDS=1-387	YBL092W
OG0001573	augustus_masked-bor_s370-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.100&CDS=1-825	YML052W
OG0001574	augustus_masked-bor_s370-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.101&CDS=1-1677	YCR068W
OG0001575	augustus_masked-bor_s370-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.77&CDS=1-1356	YCR066W
OG0001576	augustus_masked-bor_s370-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.78&CDS=1-1467	YHL008C
OG0001577	augustus_masked-bor_s370-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.79&CDS=1-1848	YLR276C
OG0001578	augustus_masked-bor_s370-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.80&CDS=1-435	YNL281W
OG0001579	augustus_masked-bor_s370-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.104&CDS=1-2349	YDR485C
OG0001580	maker-bor_s370-augustus-gene-1.131-mRNA-1_1&gene=maker-bor_s370-augustus-gene-1.131&CDS=1-1059	YOL096C
OG0001581	augustus_masked-bor_s370-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.106&CDS=1-1587	YNL138W
OG0001582	augustus_masked-bor_s370-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.82&CDS=1-2322	YNL059C
OG0001583	genemark-bor_s370-processed-gene-1.154-mRNA-1_1&gene=genemark-bor_s370-processed-gene-1.154&CDS=1-1476	YNL062C
OG0001584	augustus_masked-bor_s370-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.108&CDS=1-2241	YNL137C
OG0001585	augustus_masked-bor_s370-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.110&CDS=1-1650	YEL063C
OG0001586	augustus_masked-bor_s370-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.85&CDS=1-1980	YNL124W
OG0001587	genemark-bor_s370-processed-gene-1.184-mRNA-1_1&gene=genemark-bor_s370-processed-gene-1.184&CDS=1-5826	YHR120W
OG0001588	augustus_masked-bor_s370-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.87&CDS=1-2925	YNL123W
OG0001589	augustus_masked-bor_s370-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.114&CDS=1-270	YNL122C
OG0001590	augustus_masked-bor_s370-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.115&CDS=1-2892	YCR017C
OG0001591	snap_masked-bor_s370-processed-gene-1.24-mRNA-1_1&gene=snap_masked-bor_s370-processed-gene-1.24&CDS=1-819	YBR039W
OG0001592	augustus_masked-bor_s370-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.116&CDS=1-1950	YER113C
OG0001593	augustus_masked-bor_s370-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.117&CDS=1-2088	YBL084C
OG0001594	maker-bor_s370-augustus-gene-1.134-mRNA-1_1&gene=maker-bor_s370-augustus-gene-1.134&CDS=1-720	YHR116W
OG0001595	augustus_masked-bor_s370-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.91&CDS=1-1272	YNL119W
OG0001596	augustus_masked-bor_s370-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.122&CDS=1-999	YIR026C
OG0001597	augustus_masked-bor_s370-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.124&CDS=1-741	YOR258W
OG0001598	augustus_masked-bor_s370-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.125&CDS=1-369	YMR123W
OG0001599	augustus_masked-bor_s370-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.93&CDS=1-1860	YER068W
OG0001600	snap_masked-bor_s370-processed-gene-1.64-mRNA-1_1&gene=snap_masked-bor_s370-processed-gene-1.64&CDS=1-2904	YPL040C
OG0001601	maker-bor_s370-augustus-gene-1.136-mRNA-1_1&gene=maker-bor_s370-augustus-gene-1.136&CDS=1-1386	YNR001C
OG0001602	augustus_masked-bor_s370-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.128&CDS=1-1599	YBR163W
OG0001603	augustus_masked-bor_s372-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s372-processed-gene-0.4&CDS=1-1992	YPL005W
OG0001604	augustus_masked-bor_s372-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s372-processed-gene-0.5&CDS=1-816	YLR192C
OG0001605	augustus_masked-bor_s376-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s376-processed-gene-0.10&CDS=1-4191	YJR033C
OG0001606	augustus_masked-bor_s38-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s38-processed-gene-0.1&CDS=1-978	YBL033C
OG0001607	augustus_masked-bor_s38-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s38-processed-gene-0.6&CDS=1-1110	YLR113W
OG0001608	augustus_masked-bor_s380-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s380-processed-gene-0.2&CDS=1-1836	YMR224C
OG0001609	augustus_masked-bor_s380-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s380-processed-gene-0.1&CDS=1-4905	YDR283C
OG0001610	augustus_masked-bor_s381-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.26&CDS=1-1815	YDR049W
OG0001611	genemark-bor_s381-processed-gene-0.152-mRNA-1_1&gene=genemark-bor_s381-processed-gene-0.152&CDS=1-1110	YDR047W
OG0001612	augustus_masked-bor_s381-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.2&CDS=1-2955	YBR074W
OG0001613	augustus_masked-bor_s381-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.3&CDS=1-294	YHR087W
OG0001614	augustus_masked-bor_s381-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.4&CDS=1-2058	YDR333C
OG0001615	augustus_masked-bor_s381-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.5&CDS=1-1842	YHR039C
OG0001616	augustus_masked-bor_s381-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.28&CDS=1-333	YHR039C-A
OG0001617	augustus_masked-bor_s381-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.29&CDS=1-4572	YDR334W
OG0001618	augustus_masked-bor_s381-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.6&CDS=1-1593	YHR086W
OG0001619	augustus_masked-bor_s381-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.32&CDS=1-735	YLR271W
OG0001620	augustus_masked-bor_s381-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.7&CDS=1-927	YOR174W
OG0001621	augustus_masked-bor_s381-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.33&CDS=1-1149	YOR176W
OG0001622	augustus_masked-bor_s381-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.34&CDS=1-1779	YOR175C
OG0001623	augustus_masked-bor_s381-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.35&CDS=1-3459	YLR272C
OG0001624	augustus_masked-bor_s381-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.36&CDS=1-1617	YMR005W
OG0001625	augustus_masked-bor_s381-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.8&CDS=1-1101	YOL010W
OG0001626	augustus_masked-bor_s381-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.37&CDS=1-7389	YKL203C
OG0001627	augustus_masked-bor_s381-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.38&CDS=1-1260	YJR065C
OG0001628	augustus_masked-bor_s381-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.39&CDS=1-1647	YJR064W
OG0001629	augustus_masked-bor_s381-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.9&CDS=1-951	YJR070C
OG0001630	augustus_masked-bor_s381-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.40&CDS=1-369	YJR063W
OG0001631	augustus_masked-bor_s381-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.10&CDS=1-915	YOR004W
OG0001632	augustus_masked-bor_s381-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.11&CDS=1-3792	YMR076C
OG0001633	augustus_masked-bor_s381-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.42&CDS=1-1461	YDL207W
OG0001634	augustus_masked-bor_s381-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.12&CDS=1-858	YDR237W
OG0001635	augustus_masked-bor_s381-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.13&CDS=1-663	YGR042W
OG0001636	augustus_masked-bor_s381-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.14&CDS=1-1107	YOL001W
OG0001637	augustus_masked-bor_s381-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.15&CDS=1-861	YMR178W
OG0001638	augustus_masked-bor_s381-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.44&CDS=1-2859	YOR335C
OG0001639	augustus_masked-bor_s381-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.16&CDS=1-2883	YGL073W
OG0001640	genemark-bor_s381-processed-gene-0.173-mRNA-1_1&gene=genemark-bor_s381-processed-gene-0.173&CDS=1-1335	YMR065W
OG0001641	augustus_masked-bor_s381-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.48&CDS=1-966	YMR063W
OG0001642	augustus_masked-bor_s381-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.18&CDS=1-1083	YOL064C
OG0001643	augustus_masked-bor_s381-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.49&CDS=1-1572	YPL097W
OG0001644	augustus_masked-bor_s381-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.19&CDS=1-2493	YKL078W
OG0001645	augustus_masked-bor_s381-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.50&CDS=1-1113	YPL096W
OG0001646	augustus_masked-bor_s381-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.20&CDS=1-1662	YOR002W
OG0001647	genemark-bor_s381-processed-gene-0.145-mRNA-1_1&gene=genemark-bor_s381-processed-gene-0.145&CDS=1-1386	YPL120W
OG0001648	augustus_masked-bor_s381-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s381-processed-gene-0.23&CDS=1-981	YDR459C
OG0001649	augustus_masked-bor_s385-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s385-processed-gene-0.8&CDS=1-2604	YPR162C
OG0001650	snap_masked-bor_s389-processed-gene-0.14-mRNA-1_1&gene=snap_masked-bor_s389-processed-gene-0.14&CDS=1-990	YNR007C
OG0001651	augustus_masked-bor_s389-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s389-processed-gene-0.28&CDS=1-2166	YNR008W
OG0001652	augustus_masked-bor_s389-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bor_s389-processed-gene-0.30&CDS=1-1929	YLR429W
OG0001653	augustus_masked-bor_s389-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bor_s389-processed-gene-0.34&CDS=1-4767	YPL242C
OG0001654	augustus_masked-bor_s389-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s389-processed-gene-0.35&CDS=1-609	YJR050W
OG0001655	augustus_masked-bor_s389-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s389-processed-gene-0.31&CDS=1-480	YPL234C
OG0001656	genemark-bor_s390-processed-gene-0.4-mRNA-1_1&gene=genemark-bor_s390-processed-gene-0.4&CDS=1-912	YMR241W
OG0001657	augustus_masked-bor_s390-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s390-processed-gene-0.9&CDS=1-1362	YOR307C
OG0001658	augustus_masked-bor_s396-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s396-processed-gene-0.22&CDS=1-3156	YOL148C
OG0001659	augustus_masked-bor_s396-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s396-processed-gene-0.23&CDS=1-507	YOL149W
OG0001660	genemark-bor_s396-processed-gene-0.3-mRNA-1_1&gene=genemark-bor_s396-processed-gene-0.3&CDS=1-624	YOL114C
OG0001661	snap_masked-bor_s396-processed-gene-0.39-mRNA-1_1&gene=snap_masked-bor_s396-processed-gene-0.39&CDS=1-2106	YJL057C
OG0001662	augustus_masked-bor_s398-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s398-processed-gene-0.11&CDS=1-1713	YGR124W
OG0001663	augustus_masked-bor_s399-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.4&CDS=1-1308	YIL033C
OG0001664	augustus_masked-bor_s399-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.28&CDS=1-3144	YNL014W
OG0001665	augustus_masked-bor_s399-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.31&CDS=1-525	YCR046C
OG0001666	augustus_masked-bor_s399-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.32&CDS=1-2214	YCR047C
OG0001667	augustus_masked-bor_s399-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.33&CDS=1-687	YNR020C
OG0001668	snap_masked-bor_s399-processed-gene-0.57-mRNA-1_1&gene=snap_masked-bor_s399-processed-gene-0.57&CDS=1-648	YCR051W
OG0001669	snap_masked-bor_s399-processed-gene-0.58-mRNA-1_1&gene=snap_masked-bor_s399-processed-gene-0.58&CDS=1-1044	YNR021W
OG0001670	augustus_masked-bor_s399-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.9&CDS=1-1002	YHR040W
OG0001671	augustus_masked-bor_s399-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.10&CDS=1-672	YOR319W
OG0001672	augustus_masked-bor_s399-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.11&CDS=1-1428	YNR023W
OG0001673	augustus_masked-bor_s399-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.12&CDS=1-1737	YLL028W
OG0001674	augustus_masked-bor_s399-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.13&CDS=1-771	YNL312W
OG0001675	augustus_masked-bor_s399-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.14&CDS=1-723	YNL010W
OG0001676	augustus_masked-bor_s399-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.40&CDS=1-300	YGL070C
OG0001677	augustus_masked-bor_s399-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.15&CDS=1-513	YGL068W
OG0001678	augustus_masked-bor_s399-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.16&CDS=1-738	YKL206C
OG0001679	maker-bor_s399-augustus-gene-0.3-mRNA-1_1&gene=maker-bor_s399-augustus-gene-0.3&CDS=1-2001	YDL178W
OG0001680	augustus_masked-bor_s399-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.19&CDS=1-393	YKL170W
OG0001681	augustus_masked-bor_s399-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.20&CDS=1-2175	YIL078W
OG0001682	augustus_masked-bor_s399-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.22&CDS=1-2196	YOR022C
OG0001683	augustus_masked-bor_s399-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.43&CDS=1-618	YOR021C
OG0001684	augustus_masked-bor_s399-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.23&CDS=1-681	YDR408C
OG0001685	augustus_masked-bor_s399-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.47&CDS=1-1095	YOR136W
OG0001686	snap_masked-bor_s399-processed-gene-0.104-mRNA-1_1&gene=snap_masked-bor_s399-processed-gene-0.104&CDS=1-1122	YDL168W
OG0001687	augustus_masked-bor_s399-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.49&CDS=1-1011	YDR214W
OG0001688	augustus_masked-bor_s399-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.50&CDS=1-807	YOR157C
OG0001689	augustus_masked-bor_s399-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.24&CDS=1-3960	YDR407C
OG0001690	augustus_masked-bor_s399-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.51&CDS=1-315	YMR244C-A
OG0001691	augustus_masked-bor_s399-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.25&CDS=1-1137	YDR321W
OG0001692	genemark-bor_s4-processed-gene-0.89-mRNA-1_1&gene=genemark-bor_s4-processed-gene-0.89&CDS=1-3090	YLR001C
OG0001693	augustus_masked-bor_s4-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.7&CDS=1-672	YIR001C
OG0001694	augustus_masked-bor_s4-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.27&CDS=1-630	YKL070W
OG0001695	augustus_masked-bor_s4-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.9&CDS=1-912	YLR220W
OG0001696	augustus_masked-bor_s4-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.10&CDS=1-840	YGR132C
OG0001697	genemark-bor_s4-processed-gene-0.116-mRNA-1_1&gene=genemark-bor_s4-processed-gene-0.116&CDS=1-1539	YER078C
OG0001698	genemark-bor_s4-processed-gene-0.118-mRNA-1_1&gene=genemark-bor_s4-processed-gene-0.118&CDS=1-474	YPR153W
OG0001699	augustus_masked-bor_s4-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.12&CDS=1-744	YGR135W
OG0001700	augustus_masked-bor_s4-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.13&CDS=1-1770	YPR155C
OG0001701	augustus_masked-bor_s4-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.30&CDS=1-2343	YKL034W
OG0001702	augustus_masked-bor_s4-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.16&CDS=1-366	YDR511W
OG0001703	augustus_masked-bor_s4-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.38&CDS=1-453	YPR168W
OG0001704	augustus_masked-bor_s4-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s4-processed-gene-0.20&CDS=1-1548	YNL291C
