	Lachancea_mirantina	Saccharomyces_cerevisiae
OG0002510	genemark-LAMI0F-processed-gene-7.150-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.150&CDS=1-1341	YGL111W
OG0002511	genemark-LAMI0F-processed-gene-7.129-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.129&CDS=1-1125	YBR234C
OG0002512	snap_masked-LAMI0F-processed-gene-7.90-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-7.90&CDS=1-237	YBR233W-A
OG0002513	genemark-LAMI0F-processed-gene-7.130-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.130&CDS=1-1521	YGL112C
OG0002514	augustus_masked-LAMI0F-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-7.36&CDS=1-2199	YGL113W
OG0002515	genemark-LAMI0F-processed-gene-7.152-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.152&CDS=1-1188	YBR233W
OG0002516	genemark-LAMI0F-processed-gene-7.131-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.131&CDS=1-852	YBR231C
OG0002517	snap_masked-LAMI0F-processed-gene-7.93-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-7.93&CDS=1-2223	YGL114W
OG0002518	genemark-LAMI0F-processed-gene-7.154-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.154&CDS=1-960	YGL115W
OG0002519	genemark-LAMI0F-processed-gene-7.155-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.155&CDS=1-1731	YGL116W
OG0002520	maker-LAMI0F-snap-gene-7.109-mRNA-1_1&gene=maker-LAMI0F-snap-gene-7.109&CDS=1-1665	YGL119W
OG0002521	genemark-LAMI0F-processed-gene-7.134-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.134&CDS=1-1449	YGL122C
OG0002522	genemark-LAMI0F-processed-gene-7.159-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.159&CDS=1-771	YGL123W
OG0002523	maker-LAMI0F-augustus-gene-7.105-mRNA-1_1&gene=maker-LAMI0F-augustus-gene-7.105&CDS=1-2424	YGL124C
OG0002524	genemark-LAMI0F-processed-gene-7.137-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.137&CDS=1-2760	YBR229C
OG0002525	snap_masked-LAMI0F-processed-gene-7.100-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-7.100&CDS=1-897	YBR228W
OG0002526	genemark-LAMI0F-processed-gene-7.138-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.138&CDS=1-1509	YBR227C
OG0002527	augustus_masked-LAMI0F-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-7.47&CDS=1-2208	YBR225W
OG0002528	genemark-LAMI0F-processed-gene-7.162-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-7.162&CDS=1-1800	YGL125W
OG0002529	genemark-LAMI0F-processed-gene-8.92-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.92&CDS=1-1407	YLR015W
OG0002530	genemark-LAMI0F-processed-gene-8.91-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.91&CDS=1-2553	YLR014C
OG0002531	genemark-LAMI0F-processed-gene-8.94-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.94&CDS=1-1185	YPR034W
OG0002532	genemark-LAMI0F-processed-gene-8.95-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.95&CDS=1-1494	YJR080C
OG0002533	genemark-LAMI0F-processed-gene-8.96-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.96&CDS=1-1527	YPR033C
OG0002534	genemark-LAMI0F-processed-gene-8.116-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.116&CDS=1-1488	YJR078W
OG0002535	snap_masked-LAMI0F-processed-gene-8.77-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-8.77&CDS=1-585	YBL107C
OG0002536	genemark-LAMI0F-processed-gene-8.118-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.118&CDS=1-3066	YBL106C
OG0002537	snap_masked-LAMI0F-processed-gene-8.79-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-8.79&CDS=1-2286	YBL105C
OG0002538	snap_masked-LAMI0F-processed-gene-8.54-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-8.54&CDS=1-1365	YGR166W
OG0002539	genemark-LAMI0F-processed-gene-8.98-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.98&CDS=1-654	YGR167W
OG0002540	genemark-LAMI0F-processed-gene-8.99-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.99&CDS=1-3264	YJL020C
OG0002541	genemark-LAMI0F-processed-gene-8.121-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.121&CDS=1-1185	YGR169C
OG0002542	snap_masked-LAMI0F-processed-gene-8.57-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-8.57&CDS=1-996	YJL023C
OG0002543	snap_masked-LAMI0F-processed-gene-8.82-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-8.82&CDS=1-267	YJR005C-A
OG0002544	genemark-LAMI0F-processed-gene-8.101-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.101&CDS=1-4437	YGR170W
OG0002545	maker-LAMI0F-snap-gene-8.132-mRNA-1_1&gene=maker-LAMI0F-snap-gene-8.132&CDS=1-1782	YGR171C
OG0002546	genemark-LAMI0F-processed-gene-8.123-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.123&CDS=1-735	YGR172C
OG0002547	genemark-LAMI0F-processed-gene-8.102-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.102&CDS=1-1107	YGR173W
OG0002548	genemark-LAMI0F-processed-gene-8.103-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.103&CDS=1-957	YOR100C
OG0002549	genemark-LAMI0F-processed-gene-8.125-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.125&CDS=1-567	YOR096W
OG0002550	genemark-LAMI0F-processed-gene-8.106-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.106&CDS=1-768	YOR095C
OG0002551	genemark-LAMI0F-processed-gene-8.126-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.126&CDS=1-540	YOR094W
OG0002552	snap_masked-LAMI0F-processed-gene-8.65-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-8.65&CDS=1-4836	YOR093C
OG0002553	snap_masked-LAMI0F-processed-gene-8.67-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-8.67&CDS=1-1812	YNL094W
OG0002554	genemark-LAMI0F-processed-gene-8.127-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.127&CDS=1-1026	YOR091W
OG0002555	genemark-LAMI0F-processed-gene-8.108-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.108&CDS=1-1506	YOR090C
OG0002556	snap_masked-LAMI0F-processed-gene-8.69-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-8.69&CDS=1-636	YOR089C
OG0002557	genemark-LAMI0F-processed-gene-8.128-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.128&CDS=1-2022	YOR087W
OG0002558	snap_masked-LAMI0F-processed-gene-8.70-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-8.70&CDS=1-3744	YNL091W
OG0002559	snap_masked-LAMI0F-processed-gene-8.71-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-8.71&CDS=1-561	YNL090W
OG0002560	genemark-LAMI0F-processed-gene-8.112-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.112&CDS=1-4248	YNL088W
OG0002561	genemark-LAMI0F-processed-gene-8.113-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.113&CDS=1-3501	YOR086C
OG0002562	snap_masked-LAMI0F-processed-gene-8.90-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-8.90&CDS=1-1017	YOR085W
OG0002563	genemark-LAMI0F-processed-gene-8.114-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-8.114&CDS=1-2403	YNL085W
OG0002564	genemark-LAMI0F-processed-gene-9.6-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.6&CDS=1-2436	YIL140W
OG0002565	genemark-LAMI0F-processed-gene-9.4-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.4&CDS=1-1176	YNL084C
OG0002566	augustus_masked-LAMI0F-processed-gene-9.104-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-9.104&CDS=1-1581	YIL142W
OG0002567	augustus_masked-LAMI0F-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-9.105&CDS=1-1473	YMR014W
OG0002568	genemark-LAMI0F-processed-gene-9.5-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.5&CDS=1-1506	YMR013C
OG0002569	genemark-LAMI0F-processed-gene-9.29-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.29&CDS=1-3708	YMR012W
OG0002570	genemark-LAMI0F-processed-gene-9.8-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.8&CDS=1-672	YKL041W
OG0002571	genemark-LAMI0F-processed-gene-9.30-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.30&CDS=1-1062	YHL020C
OG0002572	genemark-LAMI0F-processed-gene-9.31-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.31&CDS=1-1578	YHL019C
OG0002573	genemark-LAMI0F-processed-gene-9.10-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.10&CDS=1-336	YHL018W
OG0002574	genemark-LAMI0F-processed-gene-9.32-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.32&CDS=1-741	YKL040C
OG0002575	genemark-LAMI0F-processed-gene-9.11-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.11&CDS=1-1485	YKL039W
OG0002576	genemark-LAMI0F-processed-gene-9.33-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.33&CDS=1-2148	YHL016C
OG0002577	genemark-LAMI0F-processed-gene-9.12-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.12&CDS=1-354	YHL015W
OG0002578	genemark-LAMI0F-processed-gene-9.13-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.13&CDS=1-2760	YKL038W
OG0002579	genemark-LAMI0F-processed-gene-9.14-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.14&CDS=1-1494	YKL035W
OG0002580	snap_masked-LAMI0F-processed-gene-9.65-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-9.65&CDS=1-2889	YKL034W
OG0002581	genemark-LAMI0F-processed-gene-9.37-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.37&CDS=1-960	YHL011C
OG0002582	genemark-LAMI0F-processed-gene-9.38-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.38&CDS=1-1623	YHL010C
OG0002583	augustus_masked-LAMI0F-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-9.113&CDS=1-3126	YKL033W
OG0002584	genemark-LAMI0F-processed-gene-9.17-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.17&CDS=1-5673	YMR076C
OG0002585	genemark-LAMI0F-processed-gene-9.39-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.39&CDS=1-1893	YMR075W
OG0002586	genemark-LAMI0F-processed-gene-9.18-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.18&CDS=1-387	YMR074C
OG0002587	genemark-LAMI0F-processed-gene-9.20-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.20&CDS=1-594	YMR073C
OG0002588	snap_masked-LAMI0F-processed-gene-9.92-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-9.92&CDS=1-978	YKL032C
OG0002589	genemark-LAMI0F-processed-gene-9.21-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.21&CDS=1-501	YMR071C
OG0002590	genemark-LAMI0F-processed-gene-9.41-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.41&CDS=1-1179	YMR070W
OG0002591	augustus_masked-LAMI0F-processed-gene-9.137-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-9.137&CDS=1-774	YMR069W
OG0002592	snap_masked-LAMI0F-processed-gene-9.73-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-9.73&CDS=1-249	YPR015C
OG0002593	genemark-LAMI0F-processed-gene-9.23-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.23&CDS=1-1245	YHR004C
OG0002594	genemark-LAMI0F-processed-gene-9.24-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.24&CDS=1-2373	YJL212C
OG0002595	genemark-LAMI0F-processed-gene-9.44-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.44&CDS=1-1959	YKL029C
OG0002596	genemark-LAMI0F-processed-gene-9.26-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.26&CDS=1-1347	YKL028W
OG0002597	genemark-LAMI0F-processed-gene-9.27-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.27&CDS=1-1356	YKL027W
OG0002598	genemark-LAMI0F-processed-gene-9.45-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.45&CDS=1-1050	YHR002W
OG0002599	genemark-LAMI0F-processed-gene-9.28-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.28&CDS=1-888	YBR291C
OG0002600	genemark-LAMI0F-processed-gene-9.46-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.46&CDS=1-864	YBR290W
OG0002601	genemark-LAMI0F-processed-gene-9.47-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-9.47&CDS=1-2223	YBR289W
OG0002602	snap_masked-LAMI0F-processed-gene-10.102-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-10.102&CDS=1-1434	YBR288C
OG0002603	genemark-LAMI0F-processed-gene-10.3-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.3&CDS=1-2697	YKR009C
OG0002604	snap_masked-LAMI0F-processed-gene-10.107-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-10.107&CDS=1-237	YHR001W-A
OG0002605	maker-LAMI0F-augustus-gene-10.54-mRNA-1_1&gene=maker-LAMI0F-augustus-gene-10.54&CDS=1-2193	YKR008W
OG0002606	snap_masked-LAMI0F-processed-gene-10.104-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-10.104&CDS=1-714	YKR006C
OG0002607	snap_masked-LAMI0F-processed-gene-10.106-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-10.106&CDS=1-1125	YKR004C
OG0002608	genemark-LAMI0F-processed-gene-10.8-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.8&CDS=1-1314	YHR001W
OG0002609	genemark-LAMI0F-processed-gene-10.33-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.33&CDS=1-1752	YKR002W
OG0002610	genemark-LAMI0F-processed-gene-10.9-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.9&CDS=1-2073	YKR001C
OG0002611	snap_masked-LAMI0F-processed-gene-10.112-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-10.112&CDS=1-3306	YGR134W
OG0002612	snap_masked-LAMI0F-processed-gene-10.138-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-10.138&CDS=1-1305	YPR152C
OG0002613	genemark-LAMI0F-processed-gene-10.12-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.12&CDS=1-747	YGR135W
OG0002614	maker-LAMI0F-snap-gene-10.0-mRNA-1_1&gene=maker-LAMI0F-snap-gene-10.0&CDS=1-468	YPR153W
OG0002615	genemark-LAMI0F-processed-gene-10.13-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.13&CDS=1-723	YPR154W
OG0002616	genemark-LAMI0F-processed-gene-10.35-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.35&CDS=1-1803	YPR155C
OG0002617	snap_masked-LAMI0F-processed-gene-10.120-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-10.120&CDS=1-2472	YGR140W
OG0002618	genemark-LAMI0F-processed-gene-10.17-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.17&CDS=1-1323	YGR141W
OG0002619	genemark-LAMI0F-processed-gene-10.20-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.20&CDS=1-2160	YPR159W
OG0002620	snap_masked-LAMI0F-processed-gene-10.125-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-10.125&CDS=1-3039	YGL201C
OG0002621	genemark-LAMI0F-processed-gene-10.22-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.22&CDS=1-2706	YPR160W
OG0002622	genemark-LAMI0F-processed-gene-10.37-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.37&CDS=1-1494	YGL202W
OG0002623	genemark-LAMI0F-processed-gene-10.24-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.24&CDS=1-2055	YGL203C
OG0002624	genemark-LAMI0F-processed-gene-10.38-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.38&CDS=1-810	YER026C
OG0002625	genemark-LAMI0F-processed-gene-10.39-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.39&CDS=1-2238	YGL205W
OG0002626	genemark-LAMI0F-processed-gene-10.25-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.25&CDS=1-4977	YGL206C
OG0002627	genemark-LAMI0F-processed-gene-10.40-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.40&CDS=1-3111	YGL207W
OG0002628	genemark-LAMI0F-processed-gene-10.41-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.41&CDS=1-1194	YER027C
OG0002629	genemark-LAMI0F-processed-gene-10.26-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.26&CDS=1-1863	YKL146W
OG0002630	genemark-LAMI0F-processed-gene-10.27-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.27&CDS=1-1341	YKL145W
OG0002631	genemark-LAMI0F-processed-gene-10.43-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.43&CDS=1-630	YKL144C
OG0002632	genemark-LAMI0F-processed-gene-10.28-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.28&CDS=1-1389	YKL143W
OG0002633	genemark-LAMI0F-processed-gene-10.29-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.29&CDS=1-654	YKL142W
OG0002634	genemark-LAMI0F-processed-gene-10.44-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.44&CDS=1-2007	YJL010C
OG0002635	genemark-LAMI0F-processed-gene-10.45-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.45&CDS=1-1683	YJL008C
OG0002636	snap_masked-LAMI0F-processed-gene-10.134-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-10.134&CDS=1-2406	YJL029C
OG0002637	genemark-LAMI0F-processed-gene-10.46-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.46&CDS=1-591	YJL030W
OG0002638	genemark-LAMI0F-processed-gene-10.31-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.31&CDS=1-999	YJL031C
OG0002639	genemark-LAMI0F-processed-gene-10.47-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.47&CDS=1-978	YJL006C
OG0002640	genemark-LAMI0F-processed-gene-10.48-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.48&CDS=1-2292	YJL033W
OG0002641	genemark-LAMI0F-processed-gene-10.32-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-10.32&CDS=1-624	YLR016C
OG0002642	genemark-LAMI0F-processed-gene-11.88-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.88&CDS=1-765	YJL035C
OG0002643	genemark-LAMI0F-processed-gene-11.91-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.91&CDS=1-1332	YJL036W
OG0002644	genemark-LAMI0F-processed-gene-11.89-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.89&CDS=1-312	YFL014W
OG0002645	snap_masked-LAMI0F-processed-gene-11.71-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-11.71&CDS=1-1890	YFL013C
OG0002646	genemark-LAMI0F-processed-gene-11.94-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.94&CDS=1-2229	YFL009W
OG0002647	snap_masked-LAMI0F-processed-gene-11.49-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-11.49&CDS=1-3690	YFL008W
OG0002648	snap_masked-LAMI0F-processed-gene-11.50-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-11.50&CDS=1-6396	YFL007W
OG0002649	genemark-LAMI0F-processed-gene-11.97-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.97&CDS=1-639	YFL005W
OG0002650	genemark-LAMI0F-processed-gene-11.98-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.98&CDS=1-2523	YFL004W
OG0002651	genemark-LAMI0F-processed-gene-11.99-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.99&CDS=1-1764	YPL020C
OG0002652	augustus_masked-LAMI0F-processed-gene-11.29-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-11.29&CDS=1-939	YPL015C
OG0002653	snap_masked-LAMI0F-processed-gene-11.55-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-11.55&CDS=1-2991	YPL009C
OG0002654	genemark-LAMI0F-processed-gene-11.120-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.120&CDS=1-579	YPL010W
OG0002655	augustus_masked-LAMI0F-processed-gene-11.12-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-11.12&CDS=1-1071	YPL011C
OG0002656	genemark-LAMI0F-processed-gene-11.121-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.121&CDS=1-3615	YPL012W
OG0002657	genemark-LAMI0F-processed-gene-11.102-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.102&CDS=1-357	YPL013C
OG0002658	augustus_masked-LAMI0F-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-11.32&CDS=1-1209	YPL014W
OG0002659	genemark-LAMI0F-processed-gene-11.103-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.103&CDS=1-2451	YPL008W
OG0002660	genemark-LAMI0F-processed-gene-11.123-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.123&CDS=1-1713	YPL007C
OG0002661	genemark-LAMI0F-processed-gene-11.104-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.104&CDS=1-3504	YPL006W
OG0002662	augustus_masked-LAMI0F-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-11.16&CDS=1-1797	YPL005W
OG0002663	augustus_masked-LAMI0F-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-11.17&CDS=1-1344	YPL003W
OG0002664	genemark-LAMI0F-processed-gene-11.125-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.125&CDS=1-1791	YFL002C
OG0002665	genemark-LAMI0F-processed-gene-11.107-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.107&CDS=1-1311	YFL001W
OG0002666	genemark-LAMI0F-processed-gene-11.126-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.126&CDS=1-705	YPL002C
OG0002667	genemark-LAMI0F-processed-gene-11.108-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.108&CDS=1-1176	YPL001W
OG0002668	genemark-LAMI0F-processed-gene-11.109-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.109&CDS=1-621	YFR001W
OG0002669	genemark-LAMI0F-processed-gene-11.110-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.110&CDS=1-2541	YFR002W
OG0002670	genemark-LAMI0F-processed-gene-11.127-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.127&CDS=1-492	YFR003C
OG0002671	genemark-LAMI0F-processed-gene-11.111-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.111&CDS=1-936	YFR004W
OG0002672	augustus_masked-LAMI0F-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-11.38&CDS=1-1410	YFR005C
OG0002673	genemark-LAMI0F-processed-gene-11.112-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.112&CDS=1-1551	YFR006W
OG0002674	genemark-LAMI0F-processed-gene-11.114-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.114&CDS=1-537	YBR022W
OG0002675	genemark-LAMI0F-processed-gene-11.129-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-11.129&CDS=1-3186	YBR023C
OG0002676	genemark-LAMI0F-processed-gene-12.1-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.1&CDS=1-903	YBR037C
OG0002677	genemark-LAMI0F-processed-gene-12.3-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.3&CDS=1-2787	YNL287W
OG0002678	genemark-LAMI0F-processed-gene-12.4-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.4&CDS=1-984	YNL288W
OG0002679	genemark-LAMI0F-processed-gene-12.6-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.6&CDS=1-726	YNL289W
OG0002680	genemark-LAMI0F-processed-gene-12.7-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.7&CDS=1-1764	YEL065W
OG0002681	genemark-LAMI0F-processed-gene-12.26-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.26&CDS=1-987	YNL290W
OG0002682	snap_masked-LAMI0F-processed-gene-12.80-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-12.80&CDS=1-441	YAL055W
OG0002683	genemark-LAMI0F-processed-gene-12.10-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.10&CDS=1-1170	YOR368W
OG0002684	genemark-LAMI0F-processed-gene-12.28-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.28&CDS=1-417	YOR369C
OG0002685	genemark-LAMI0F-processed-gene-12.29-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.29&CDS=1-1827	YOR370C
OG0002686	snap_masked-LAMI0F-processed-gene-12.83-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-12.83&CDS=1-1383	YOR372C
OG0002687	snap_masked-LAMI0F-processed-gene-12.59-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-12.59&CDS=1-2217	YOR373W
OG0002688	genemark-LAMI0F-processed-gene-12.12-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.12&CDS=1-3156	YDL215C
OG0002689	genemark-LAMI0F-processed-gene-12.13-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.13&CDS=1-1143	YDL216C
OG0002690	genemark-LAMI0F-processed-gene-12.32-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.32&CDS=1-1257	YNL187W
OG0002691	genemark-LAMI0F-processed-gene-12.14-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.14&CDS=1-597	YDL217C
OG0002692	snap_masked-LAMI0F-processed-gene-12.84-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-12.84&CDS=1-939	YNL188W
OG0002693	genemark-LAMI0F-processed-gene-12.34-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-12.34&CDS=1-1623	YNL189W
