	Lachancea_fermentati	Saccharomyces_cerevisiae
OG0002077	snap_masked-LAFE0E-processed-gene-8.6-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.6&CDS=1-675	YMR157C
OG0002078	snap_masked-LAFE0E-processed-gene-8.2-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.2&CDS=1-465	YMR158W
OG0002079	snap_masked-LAFE0E-processed-gene-8.7-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.7&CDS=1-1077	YDL099W
OG0002080	snap_masked-LAFE0E-processed-gene-8.3-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.3&CDS=1-1047	YDL100C
OG0002081	snap_masked-LAFE0E-processed-gene-8.8-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.8&CDS=1-366	YMR159C
OG0002082	snap_masked-LAFE0E-processed-gene-8.4-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.4&CDS=1-2223	YMR160W
OG0002083	augustus_masked-LAFE0E-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-8.57&CDS=1-1509	YDL101C
OG0002084	snap_masked-LAFE0E-processed-gene-8.31-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.31&CDS=1-3336	YDL102W
OG0002085	snap_masked-LAFE0E-processed-gene-8.32-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.32&CDS=1-4824	YMR162C
OG0002086	snap_masked-LAFE0E-processed-gene-8.11-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.11&CDS=1-1416	YDL103C
OG0002087	snap_masked-LAFE0E-processed-gene-8.33-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.33&CDS=1-2058	YMR163C
OG0002088	snap_masked-LAFE0E-processed-gene-8.34-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.34&CDS=1-1686	YMR164C
OG0002089	snap_masked-LAFE0E-processed-gene-8.35-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.35&CDS=1-2295	YMR165C
OG0002090	snap_masked-LAFE0E-processed-gene-8.36-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.36&CDS=1-1059	YMR166C
OG0002091	snap_masked-LAFE0E-processed-gene-8.12-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.12&CDS=1-1209	YDL104C
OG0002092	snap_masked-LAFE0E-processed-gene-8.37-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.37&CDS=1-1164	YDL105W
OG0002093	snap_masked-LAFE0E-processed-gene-8.13-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.13&CDS=1-2193	YMR167W
OG0002094	snap_masked-LAFE0E-processed-gene-8.15-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.15&CDS=1-1494	YDL106C
OG0002095	snap_masked-LAFE0E-processed-gene-8.39-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.39&CDS=1-1569	YMR171C
OG0002096	snap_masked-LAFE0E-processed-gene-8.40-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.40&CDS=1-2736	YGL141W
OG0002097	snap_masked-LAFE0E-processed-gene-8.16-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.16&CDS=1-1785	YGL142C
OG0002098	augustus_masked-LAFE0E-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-8.87&CDS=1-1128	YDL107W
OG0002099	augustus_masked-LAFE0E-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-8.88&CDS=1-921	YDL108W
OG0002100	maker-LAFE0E-snap-gene-8.96-mRNA-1_1&gene=maker-LAFE0E-snap-gene-8.96&CDS=1-3228	YGL144C
OG0002101	snap_masked-LAFE0E-processed-gene-8.42-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.42&CDS=1-2028	YGL145W
OG0002102	snap_masked-LAFE0E-processed-gene-8.20-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.20&CDS=1-462	YDL110C
OG0002103	snap_masked-LAFE0E-processed-gene-8.21-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.21&CDS=1-711	YGL146C
OG0002104	snap_masked-LAFE0E-processed-gene-8.22-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.22&CDS=1-789	YDL111C
OG0002105	snap_masked-LAFE0E-processed-gene-8.43-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.43&CDS=1-4284	YDL112W
OG0002106	snap_masked-LAFE0E-processed-gene-8.23-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.23&CDS=1-1854	YDL113C
OG0002107	maker-LAFE0E-snap-gene-8.97-mRNA-1_1&gene=maker-LAFE0E-snap-gene-8.97&CDS=1-969	YDL115C
OG0002108	snap_masked-LAFE0E-processed-gene-8.44-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.44&CDS=1-2157	YDL116W
OG0002109	snap_masked-LAFE0E-processed-gene-8.45-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.45&CDS=1-2661	YDL117W
OG0002110	snap_masked-LAFE0E-processed-gene-8.46-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.46&CDS=1-1128	YGL148W
OG0002111	snap_masked-LAFE0E-processed-gene-8.27-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.27&CDS=1-450	YPR193C
OG0002112	snap_masked-LAFE0E-processed-gene-8.29-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.29&CDS=1-861	YHR209W
OG0002113	snap_masked-LAFE0E-processed-gene-8.30-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.30&CDS=1-4062	YGL150C
OG0002114	snap_masked-LAFE0E-processed-gene-9.67-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.67&CDS=1-3240	YGL151W
OG0002115	snap_masked-LAFE0E-processed-gene-9.68-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.68&CDS=1-1023	YGL153W
OG0002116	maker-LAFE0E-augustus-gene-9.3-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-9.3&CDS=1-1716	YDL119C
OG0002117	augustus_masked-LAFE0E-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-9.127&CDS=1-4347	YGL156W
OG0002118	snap_masked-LAFE0E-processed-gene-9.71-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.71&CDS=1-228	YNL015W
OG0002119	snap_masked-LAFE0E-processed-gene-9.72-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.72&CDS=1-501	YDL120W
OG0002120	snap_masked-LAFE0E-processed-gene-9.73-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.73&CDS=1-432	YDL121C
OG0002121	snap_masked-LAFE0E-processed-gene-9.100-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.100&CDS=1-2265	YDL122W
OG0002122	snap_masked-LAFE0E-processed-gene-9.101-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.101&CDS=1-1239	YNL016W
OG0002123	snap_masked-LAFE0E-processed-gene-9.75-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.75&CDS=1-1047	YIL083C
OG0002124	snap_masked-LAFE0E-processed-gene-9.102-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.102&CDS=1-1485	YNL026W
OG0002125	snap_masked-LAFE0E-processed-gene-9.103-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.103&CDS=1-1650	YNL027W
OG0002126	snap_masked-LAFE0E-processed-gene-9.104-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.104&CDS=1-1254	YML005W
OG0002127	augustus_masked-LAFE0E-processed-gene-9.157-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-9.157&CDS=1-768	YNL032W
OG0002128	snap_masked-LAFE0E-processed-gene-9.80-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.80&CDS=1-1398	YIL088C
OG0002129	snap_masked-LAFE0E-processed-gene-9.108-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.108&CDS=1-894	YNL025C
OG0002130	snap_masked-LAFE0E-processed-gene-9.109-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.109&CDS=1-1206	YIL090W
OG0002131	snap_masked-LAFE0E-processed-gene-9.81-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.81&CDS=1-2139	YIL091C
OG0002132	snap_masked-LAFE0E-processed-gene-9.82-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.82&CDS=1-783	YIL093C
OG0002133	snap_masked-LAFE0E-processed-gene-9.110-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.110&CDS=1-756	YNL024C
OG0002134	maker-LAFE0E-augustus-gene-9.8-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-9.8&CDS=1-2205	YNL023C
OG0002135	snap_masked-LAFE0E-processed-gene-9.84-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.84&CDS=1-1104	YIL094C
OG0002136	augustus_masked-LAFE0E-processed-gene-9.163-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-9.163&CDS=1-1431	YNL022C
OG0002137	snap_masked-LAFE0E-processed-gene-9.85-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.85&CDS=1-2130	YNL021W
OG0002138	snap_masked-LAFE0E-processed-gene-9.86-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.86&CDS=1-1200	YNL035C
OG0002139	maker-LAFE0E-augustus-gene-9.6-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-9.6&CDS=1-1554	YNL039W
OG0002140	snap_masked-LAFE0E-processed-gene-9.89-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.89&CDS=1-537	YNL038W
OG0002141	snap_masked-LAFE0E-processed-gene-9.90-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.90&CDS=1-1023	YIL096C
OG0002142	maker-LAFE0E-augustus-gene-9.9-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-9.9&CDS=1-2550	YNL037C
OG0002143	snap_masked-LAFE0E-processed-gene-9.91-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.91&CDS=1-492	YIL098C
OG0002144	snap_masked-LAFE0E-processed-gene-9.115-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.115&CDS=1-1833	YIL099W
OG0002145	snap_masked-LAFE0E-processed-gene-9.92-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.92&CDS=1-654	YNL036W
OG0002146	snap_masked-LAFE0E-processed-gene-9.93-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.93&CDS=1-2019	YIL101C
OG0002147	snap_masked-LAFE0E-processed-gene-9.94-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.94&CDS=1-2445	YNL041C
OG0002148	snap_masked-LAFE0E-processed-gene-9.116-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.116&CDS=1-1275	YIL103W
OG0002149	snap_masked-LAFE0E-processed-gene-9.95-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.95&CDS=1-1464	YIL104C
OG0002150	snap_masked-LAFE0E-processed-gene-9.117-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.117&CDS=1-963	YNL042W
OG0002151	genemark-LAFE0E-processed-gene-9.61-mRNA-1_1&gene=genemark-LAFE0E-processed-gene-9.61&CDS=1-2376	YNL045W
OG0002152	snap_masked-LAFE0E-processed-gene-9.96-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.96&CDS=1-1983	YIL105C
OG0002153	snap_masked-LAFE0E-processed-gene-9.120-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.120&CDS=1-1734	YNL048W
OG0002154	snap_masked-LAFE0E-processed-gene-9.121-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.121&CDS=1-717	YIL106W
OG0002155	snap_masked-LAFE0E-processed-gene-9.97-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.97&CDS=1-2211	YIL107C
OG0002156	snap_masked-LAFE0E-processed-gene-9.123-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.123&CDS=1-2067	YIL108W
OG0002157	snap_masked-LAFE0E-processed-gene-9.98-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.98&CDS=1-2673	YIL109C
OG0002158	snap_masked-LAFE0E-processed-gene-9.99-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.99&CDS=1-714	YNL050C
OG0002159	snap_masked-LAFE0E-processed-gene-10.55-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.55&CDS=1-1164	YNL051W
OG0002160	snap_masked-LAFE0E-processed-gene-10.56-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.56&CDS=1-1134	YIL110W
OG0002161	augustus_masked-LAFE0E-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.11&CDS=1-456	YNL052W
OG0002162	snap_masked-LAFE0E-processed-gene-10.58-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.58&CDS=1-3066	YIL112W
OG0002163	snap_masked-LAFE0E-processed-gene-10.59-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.59&CDS=1-1350	YIL113W
OG0002164	augustus_masked-LAFE0E-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.14&CDS=1-2019	YNL054W
OG0002165	snap_masked-LAFE0E-processed-gene-10.53-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.53&CDS=1-843	YNL055C
OG0002166	augustus_masked-LAFE0E-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.8&CDS=1-4854	YIL115C
OG0002167	augustus_masked-LAFE0E-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.31&CDS=1-1641	YIL116W
OG0002168	snap_masked-LAFE0E-processed-gene-10.61-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.61&CDS=1-939	YNL058C
OG0002169	snap_masked-LAFE0E-processed-gene-10.79-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.79&CDS=1-705	YIL118W
OG0002170	snap_masked-LAFE0E-processed-gene-10.63-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.63&CDS=1-2241	YNL059C
OG0002171	snap_masked-LAFE0E-processed-gene-10.80-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.80&CDS=1-1839	YNL061W
OG0002172	snap_masked-LAFE0E-processed-gene-10.64-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.64&CDS=1-1395	YNL062C
OG0002173	snap_masked-LAFE0E-processed-gene-10.81-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.81&CDS=1-879	YNL063W
OG0002174	snap_masked-LAFE0E-processed-gene-10.65-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.65&CDS=1-1218	YNL064C
OG0002175	maker-LAFE0E-snap-gene-10.2-mRNA-1_1&gene=maker-LAFE0E-snap-gene-10.2&CDS=1-3414	YNL065W
OG0002176	augustus_masked-LAFE0E-processed-gene-10.38-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.38&CDS=1-3885	YIL125W
OG0002177	snap_masked-LAFE0E-processed-gene-10.67-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.67&CDS=1-606	YIL127C
OG0002178	snap_masked-LAFE0E-processed-gene-10.88-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.88&CDS=1-3057	YIL128W
OG0002179	snap_masked-LAFE0E-processed-gene-10.68-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.68&CDS=1-7752	YIL129C
OG0002180	maker-LAFE0E-snap-gene-10.0-mRNA-1_1&gene=maker-LAFE0E-snap-gene-10.0&CDS=1-2040	YIL131C
OG0002181	augustus_masked-LAFE0E-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.24&CDS=1-609	YIL132C
OG0002182	augustus_masked-LAFE0E-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.43&CDS=1-924	YIL134W
OG0002183	snap_masked-LAFE0E-processed-gene-10.91-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.91&CDS=1-180	YNL070W
OG0002184	snap_masked-LAFE0E-processed-gene-10.92-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.92&CDS=1-1395	YNL071W
OG0002185	snap_masked-LAFE0E-processed-gene-10.93-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.93&CDS=1-936	YNL072W
OG0002186	snap_masked-LAFE0E-processed-gene-10.94-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.94&CDS=1-1308	YNL073W
OG0002187	augustus_masked-LAFE0E-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.26&CDS=1-1392	YIL135C
OG0002188	snap_masked-LAFE0E-processed-gene-10.95-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.95&CDS=1-849	YNL075W
OG0002189	genemark-LAFE0E-processed-gene-10.143-mRNA-1_1&gene=genemark-LAFE0E-processed-gene-10.143&CDS=1-1794	YNL076W
OG0002190	augustus_masked-LAFE0E-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.49&CDS=1-1647	YIL136W
OG0002191	snap_masked-LAFE0E-processed-gene-10.98-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.98&CDS=1-1317	YNL077W
OG0002192	snap_masked-LAFE0E-processed-gene-10.73-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.73&CDS=1-2700	YIL137C
OG0002193	augustus_masked-LAFE0E-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.51&CDS=1-1581	YNL078W
OG0002194	snap_masked-LAFE0E-processed-gene-10.74-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.74&CDS=1-483	YNL079C
OG0002195	snap_masked-LAFE0E-processed-gene-10.75-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.75&CDS=1-927	YNL080C
OG0002196	snap_masked-LAFE0E-processed-gene-10.76-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.76&CDS=1-435	YNL081C
OG0002197	snap_masked-LAFE0E-processed-gene-10.100-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.100&CDS=1-2649	YNL082W
OG0002198	snap_masked-LAFE0E-processed-gene-11.46-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.46&CDS=1-732	YIL139C
OG0002199	snap_masked-LAFE0E-processed-gene-11.49-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.49&CDS=1-1551	YNL083W
OG0002200	snap_masked-LAFE0E-processed-gene-11.47-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.47&CDS=1-1620	YIL142W
OG0002201	snap_masked-LAFE0E-processed-gene-11.50-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.50&CDS=1-1188	YNL084C
OG0002202	snap_masked-LAFE0E-processed-gene-11.48-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.48&CDS=1-2451	YIL140W
OG0002203	snap_masked-LAFE0E-processed-gene-11.67-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.67&CDS=1-2397	YNL085W
OG0002204	snap_masked-LAFE0E-processed-gene-11.52-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.52&CDS=1-1044	YOR085W
OG0002205	snap_masked-LAFE0E-processed-gene-11.68-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.68&CDS=1-300	YNL086W
OG0002206	snap_masked-LAFE0E-processed-gene-11.69-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.69&CDS=1-3513	YOR086C
OG0002207	snap_masked-LAFE0E-processed-gene-11.70-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.70&CDS=1-4356	YNL088W
OG0002208	snap_masked-LAFE0E-processed-gene-11.71-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.71&CDS=1-561	YNL090W
OG0002209	snap_masked-LAFE0E-processed-gene-11.72-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.72&CDS=1-3633	YNL091W
OG0002210	snap_masked-LAFE0E-processed-gene-11.53-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.53&CDS=1-2028	YOR087W
OG0002211	augustus_masked-LAFE0E-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-11.31&CDS=1-1206	YNL092W
OG0002212	snap_masked-LAFE0E-processed-gene-11.73-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.73&CDS=1-633	YOR089C
OG0002213	snap_masked-LAFE0E-processed-gene-11.74-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.74&CDS=1-1524	YOR090C
OG0002214	snap_masked-LAFE0E-processed-gene-11.54-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.54&CDS=1-1023	YOR091W
OG0002215	snap_masked-LAFE0E-processed-gene-11.75-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.75&CDS=1-1743	YNL094W
OG0002216	snap_masked-LAFE0E-processed-gene-11.76-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.76&CDS=1-1635	YOR092W
OG0002217	snap_masked-LAFE0E-processed-gene-11.77-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.77&CDS=1-4827	YOR093C
OG0002218	snap_masked-LAFE0E-processed-gene-11.55-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.55&CDS=1-543	YOR094W
OG0002219	genemark-LAFE0E-processed-gene-11.123-mRNA-1_1&gene=genemark-LAFE0E-processed-gene-11.123&CDS=1-768	YOR095C
OG0002220	snap_masked-LAFE0E-processed-gene-11.79-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.79&CDS=1-2694	YOR098C
OG0002221	snap_masked-LAFE0E-processed-gene-11.80-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.80&CDS=1-1104	YGR173W
OG0002222	maker-LAFE0E-augustus-gene-11.141-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-11.141&CDS=1-2301	YGR171C
OG0002223	augustus_masked-LAFE0E-processed-gene-11.40-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-11.40&CDS=1-4452	YGR170W
OG0002224	augustus_masked-LAFE0E-processed-gene-11.41-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-11.41&CDS=1-1029	YJL023C
OG0002225	snap_masked-LAFE0E-processed-gene-11.61-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.61&CDS=1-1203	YGR169C
OG0002226	snap_masked-LAFE0E-processed-gene-11.84-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.84&CDS=1-3411	YJL020C
OG0002227	snap_masked-LAFE0E-processed-gene-11.85-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.85&CDS=1-651	YGR167W
OG0002228	snap_masked-LAFE0E-processed-gene-11.86-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.86&CDS=1-1362	YGR166W
OG0002229	maker-LAFE0E-snap-gene-11.139-mRNA-1_1&gene=maker-LAFE0E-snap-gene-11.139&CDS=1-1026	YGR165W
OG0002230	snap_masked-LAFE0E-processed-gene-11.63-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.63&CDS=1-1857	YJL019W
OG0002231	snap_masked-LAFE0E-processed-gene-11.64-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.64&CDS=1-1524	YJL016W
OG0002232	snap_masked-LAFE0E-processed-gene-11.65-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.65&CDS=1-1602	YJL014W
OG0002233	maker-LAFE0E-augustus-gene-11.145-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-11.145&CDS=1-5025	YJL012C
OG0002234	snap_masked-LAFE0E-processed-gene-11.90-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.90&CDS=1-483	YJL011C
OG0002235	snap_masked-LAFE0E-processed-gene-11.91-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.91&CDS=1-1455	YGR189C
OG0002236	genemark-LAFE0E-processed-gene-12.2-mRNA-1_1&gene=genemark-LAFE0E-processed-gene-12.2&CDS=1-4539	YHR186C
OG0002237	snap_masked-LAFE0E-processed-gene-12.143-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.143&CDS=1-882	YHR187W
OG0002238	snap_masked-LAFE0E-processed-gene-12.146-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.146&CDS=1-1956	YHR188C
OG0002239	snap_masked-LAFE0E-processed-gene-12.144-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.144&CDS=1-2892	YMR288W
OG0002240	snap_masked-LAFE0E-processed-gene-12.147-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.147&CDS=1-2418	YGR261C
OG0002241	snap_masked-LAFE0E-processed-gene-12.148-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.148&CDS=1-1143	YMR289W
OG0002242	augustus_masked-LAFE0E-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-12.114&CDS=1-3048	YGR264C
OG0002243	snap_masked-LAFE0E-processed-gene-12.188-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.188&CDS=1-1497	YMR290C
OG0002244	snap_masked-LAFE0E-processed-gene-12.149-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.149&CDS=1-2064	YGR266W
OG0002245	snap_masked-LAFE0E-processed-gene-12.150-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.150&CDS=1-1605	YMR291W
OG0002246	snap_masked-LAFE0E-processed-gene-12.189-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.189&CDS=1-732	YGR267C
OG0002247	snap_masked-LAFE0E-processed-gene-12.190-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.190&CDS=1-651	YGR268C
OG0002248	augustus_masked-LAFE0E-processed-gene-12.88-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-12.88&CDS=1-4476	YGR270W
OG0002249	snap_masked-LAFE0E-processed-gene-12.191-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.191&CDS=1-1383	YMR293C
OG0002250	augustus_masked-LAFE0E-processed-gene-12.89-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-12.89&CDS=1-1104	YMR294W
OG0002251	augustus_masked-LAFE0E-processed-gene-12.119-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-12.119&CDS=1-702	YGR271C-A
OG0002252	snap_masked-LAFE0E-processed-gene-12.193-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.193&CDS=1-576	YMR295C
OG0002253	snap_masked-LAFE0E-processed-gene-12.194-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.194&CDS=1-1653	YMR296C
