	Candida_tenuis	Saccharomyces_cerevisiae
OG0001472	augustus_masked-scaffold_00015-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-5.14&CDS=1-4281	YNL112W
OG0001473	genemark-scaffold_00015-processed-gene-5.56-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.56&CDS=1-369	YNL113W
OG0001474	genemark-scaffold_00015-processed-gene-5.52-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.52&CDS=1-2358	YOR113W
OG0001475	genemark-scaffold_00015-processed-gene-5.53-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.53&CDS=1-1875	YNL169C
OG0001476	genemark-scaffold_00015-processed-gene-5.57-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.57&CDS=1-888	YFL034C-B
OG0001477	genemark-scaffold_00015-processed-gene-5.72-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.72&CDS=1-3900	YFL036W
OG0001478	augustus_masked-scaffold_00015-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-5.30&CDS=1-1596	YLR025W
OG0001479	maker-scaffold_00015-augustus-gene-5.3-mRNA-1_1&gene=maker-scaffold_00015-augustus-gene-5.3&CDS=1-2844	YER065C
OG0001480	genemark-scaffold_00015-processed-gene-5.58-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.58&CDS=1-777	YMR010W
OG0001481	genemark-scaffold_00015-processed-gene-5.59-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.59&CDS=1-636	YPL067C
OG0001482	genemark-scaffold_00015-processed-gene-5.84-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.84&CDS=1-843	YLL023C
OG0001483	genemark-scaffold_00015-processed-gene-5.85-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.85&CDS=1-1893	YLR314C
OG0001484	genemark-scaffold_00015-processed-gene-5.86-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.86&CDS=1-2592	YGL180W
OG0001485	genemark-scaffold_00015-processed-gene-5.63-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.63&CDS=1-9384	YLL040C
OG0001486	genemark-scaffold_00015-processed-gene-5.88-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.88&CDS=1-1008	YBL013W
OG0001487	genemark-scaffold_00015-processed-gene-5.66-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.66&CDS=1-2199	YGL026C
OG0001488	snap_masked-scaffold_00015-processed-gene-5.135-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-5.135&CDS=1-2607	YBL014C
OG0001489	genemark-scaffold_00015-processed-gene-5.67-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.67&CDS=1-2484	YGL027C
OG0001490	genemark-scaffold_00015-processed-gene-5.68-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.68&CDS=1-1155	YMR135C
OG0001491	snap_masked-scaffold_00015-processed-gene-5.136-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-5.136&CDS=1-681	YMR134W
OG0001492	genemark-scaffold_00015-processed-gene-5.91-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.91&CDS=1-1650	YHL036W
OG0001493	genemark-scaffold_00015-processed-gene-5.92-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.92&CDS=1-4926	YLL048C
OG0001494	genemark-scaffold_00015-processed-gene-5.95-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.95&CDS=1-696	YPL051W
OG0001495	genemark-scaffold_00015-processed-gene-5.71-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.71&CDS=1-2769	YIR007W
OG0001496	genemark-scaffold_00015-processed-gene-6.73-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.73&CDS=1-1365	YIR008C
OG0001497	genemark-scaffold_00015-processed-gene-6.74-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.74&CDS=1-1233	YIR012W
OG0001498	genemark-scaffold_00015-processed-gene-6.70-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.70&CDS=1-903	YER055C
OG0001499	snap_masked-scaffold_00015-processed-gene-6.18-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-6.18&CDS=1-1155	YOR008C
OG0001500	genemark-scaffold_00015-processed-gene-6.76-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.76&CDS=1-540	YER116C
OG0001501	maker-scaffold_00015-augustus-gene-6.12-mRNA-1_1&gene=maker-scaffold_00015-augustus-gene-6.12&CDS=1-1323	YDL007W
OG0001502	genemark-scaffold_00015-processed-gene-6.77-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.77&CDS=1-2034	YDR496C
OG0001503	genemark-scaffold_00015-processed-gene-6.78-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.78&CDS=1-1305	YBR143C
OG0001504	genemark-scaffold_00015-processed-gene-6.105-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.105&CDS=1-2427	YBR142W
OG0001505	genemark-scaffold_00015-processed-gene-6.79-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.79&CDS=1-921	YBR141C
OG0001506	genemark-scaffold_00015-processed-gene-6.86-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.86&CDS=1-3153	YPR026W
OG0001507	genemark-scaffold_00015-processed-gene-6.108-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.108&CDS=1-3738	YDL195W
OG0001508	snap_masked-scaffold_00015-processed-gene-6.36-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-6.36&CDS=1-2373	YGR134W
OG0001509	snap_masked-scaffold_00015-processed-gene-6.40-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-6.40&CDS=1-276	YER058W
OG0001510	augustus_masked-scaffold_00015-processed-gene-6.153-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-6.153&CDS=1-2856	YER016W
OG0001511	genemark-scaffold_00015-processed-gene-6.91-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.91&CDS=1-1749	YJR016C
OG0001512	genemark-scaffold_00015-processed-gene-6.92-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.92&CDS=1-1356	YOL030W
OG0001513	genemark-scaffold_00015-processed-gene-6.115-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.115&CDS=1-1347	YDL147W
OG0001514	augustus_masked-scaffold_00015-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-6.141&CDS=1-4749	YNL250W
OG0001515	augustus_masked-scaffold_00015-processed-gene-6.158-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-6.158&CDS=1-939	YOR298W
OG0001516	maker-scaffold_00015-augustus-gene-6.11-mRNA-1_1&gene=maker-scaffold_00015-augustus-gene-6.11&CDS=1-3813	YPR112C
OG0001517	genemark-scaffold_00015-processed-gene-6.118-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.118&CDS=1-603	YFR001W
OG0001518	maker-scaffold_00015-augustus-gene-7.114-mRNA-1_1&gene=maker-scaffold_00015-augustus-gene-7.114&CDS=1-3207	YDR324C
OG0001519	genemark-scaffold_00015-processed-gene-7.5-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.5&CDS=1-1125	YML008C
OG0001520	genemark-scaffold_00015-processed-gene-7.6-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.6&CDS=1-3366	YDR325W
OG0001521	augustus_masked-scaffold_00015-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-7.127&CDS=1-6711	YBR248C
OG0001522	genemark-scaffold_00015-processed-gene-7.12-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.12&CDS=1-1371	YBR247C
OG0001523	snap_masked-scaffold_00015-processed-gene-7.98-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-7.98&CDS=1-1026	YNL288W
OG0001524	genemark-scaffold_00015-processed-gene-7.13-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.13&CDS=1-2361	YPL147W
OG0001525	genemark-scaffold_00015-processed-gene-7.14-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.14&CDS=1-1275	YKR048C
OG0001526	genemark-scaffold_00015-processed-gene-7.42-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.42&CDS=1-891	YLR308W
OG0001527	genemark-scaffold_00015-processed-gene-7.43-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.43&CDS=1-1164	YLL002W
OG0001528	genemark-scaffold_00015-processed-gene-7.45-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.45&CDS=1-2337	YLL001W
OG0001529	genemark-scaffold_00015-processed-gene-7.18-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.18&CDS=1-1407	YJL002C
OG0001530	genemark-scaffold_00015-processed-gene-7.19-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.19&CDS=1-651	YJL001W
OG0001531	genemark-scaffold_00015-processed-gene-7.21-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.21&CDS=1-1662	YIL001W
OG0001532	genemark-scaffold_00015-processed-gene-7.48-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.48&CDS=1-897	YHR085W
OG0001533	genemark-scaffold_00015-processed-gene-7.24-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.24&CDS=1-1746	YOR273C
OG0001534	augustus_masked-scaffold_00015-processed-gene-7.141-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-7.141&CDS=1-6927	YGL130W
OG0001535	genemark-scaffold_00015-processed-gene-7.51-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.51&CDS=1-387	YNL153C
OG0001536	genemark-scaffold_00015-processed-gene-7.30-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.30&CDS=1-1173	YGR111W
OG0001537	genemark-scaffold_00015-processed-gene-7.53-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.53&CDS=1-546	YGL096W
OG0001538	genemark-scaffold_00015-processed-gene-7.54-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.54&CDS=1-1746	YJL085W
OG0001539	genemark-scaffold_00015-processed-gene-7.31-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.31&CDS=1-2409	YJL087C
OG0001540	genemark-scaffold_00015-processed-gene-7.32-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.32&CDS=1-1890	YDL167C
OG0001541	augustus_masked-scaffold_00015-processed-gene-7.145-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-7.145&CDS=1-2823	YDR390C
OG0001542	genemark-scaffold_00015-processed-gene-7.55-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.55&CDS=1-2502	YDL126C
OG0001543	genemark-scaffold_00015-processed-gene-7.37-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.37&CDS=1-447	YDL125C
OG0001544	snap_masked-scaffold_00015-processed-gene-8.109-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-8.109&CDS=1-1416	YOR119C
OG0001545	augustus_masked-scaffold_00015-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-8.0&CDS=1-6396	YHR111W
OG0001546	genemark-scaffold_00015-processed-gene-8.56-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.56&CDS=1-1395	YHR113W
OG0001547	genemark-scaffold_00015-processed-gene-8.57-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.57&CDS=1-912	YHR101C
OG0001548	genemark-scaffold_00015-processed-gene-8.59-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.59&CDS=1-1509	YHR009C
OG0001549	maker-scaffold_00015-augustus-gene-8.154-mRNA-1_1&gene=maker-scaffold_00015-augustus-gene-8.154&CDS=1-2148	YDR448W
OG0001550	snap_masked-scaffold_00015-processed-gene-8.140-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-8.140&CDS=1-1245	YDR449C
OG0001551	augustus_masked-scaffold_00015-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-8.29&CDS=1-465	YHR175W
OG0001552	genemark-scaffold_00015-processed-gene-8.64-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.64&CDS=1-654	YNR018W
OG0001553	maker-scaffold_00015-snap-gene-8.44-mRNA-1_1&gene=maker-scaffold_00015-snap-gene-8.44&CDS=1-3585	YDR211W
OG0001554	genemark-scaffold_00015-processed-gene-8.67-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.67&CDS=1-1254	YDL128W
OG0001555	genemark-scaffold_00015-processed-gene-8.90-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.90&CDS=1-1662	YDR212W
OG0001556	genemark-scaffold_00015-processed-gene-8.70-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.70&CDS=1-423	YGR174C
OG0001557	maker-scaffold_00015-augustus-gene-8.156-mRNA-1_1&gene=maker-scaffold_00015-augustus-gene-8.156&CDS=1-501	YJL024C
OG0001558	genemark-scaffold_00015-processed-gene-8.71-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.71&CDS=1-1350	YLR231C
OG0001559	genemark-scaffold_00015-processed-gene-8.94-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.94&CDS=1-1317	YGR254W
OG0001560	genemark-scaffold_00015-processed-gene-8.72-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.72&CDS=1-414	YJR082C
OG0001561	genemark-scaffold_00015-processed-gene-8.95-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.95&CDS=1-402	YDR462W
OG0001562	augustus_masked-scaffold_00015-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-8.18&CDS=1-4755	YBL104C
OG0001563	genemark-scaffold_00015-processed-gene-8.98-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.98&CDS=1-3003	YDR060W
OG0001564	genemark-scaffold_00015-processed-gene-8.77-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.77&CDS=1-2037	YPR031W
OG0001565	genemark-scaffold_00015-processed-gene-8.78-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.78&CDS=1-1893	YBR083W
OG0001566	genemark-scaffold_00015-processed-gene-8.79-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.79&CDS=1-1689	YOR128C
OG0001567	snap_masked-scaffold_00015-processed-gene-8.150-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-8.150&CDS=1-276	YBL028C
OG0001568	genemark-scaffold_00015-processed-gene-8.100-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.100&CDS=1-1398	YOR301W
OG0001569	genemark-scaffold_00015-processed-gene-8.83-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.83&CDS=1-840	YJR096W
OG0001570	genemark-scaffold_00015-processed-gene-9.6-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.6&CDS=1-570	YPR067W
OG0001571	genemark-scaffold_00015-processed-gene-9.25-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.25&CDS=1-1929	YAL016W
OG0001572	augustus_masked-scaffold_00015-processed-gene-9.118-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-9.118&CDS=1-2673	YNL292W
OG0001573	genemark-scaffold_00015-processed-gene-9.29-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.29&CDS=1-819	YAL039C
OG0001574	genemark-scaffold_00015-processed-gene-9.30-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.30&CDS=1-888	YHL013C
OG0001575	genemark-scaffold_00015-processed-gene-9.12-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.12&CDS=1-1521	YOR355W
OG0001576	snap_masked-scaffold_00015-processed-gene-9.77-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-9.77&CDS=1-2751	YOR356W
OG0001577	genemark-scaffold_00015-processed-gene-9.32-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.32&CDS=1-1320	YMR034C
OG0001578	genemark-scaffold_00015-processed-gene-9.14-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.14&CDS=1-1068	YMR041C
OG0001579	genemark-scaffold_00015-processed-gene-9.15-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.15&CDS=1-318	YMR039C
OG0001580	genemark-scaffold_00015-processed-gene-9.16-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.16&CDS=1-2565	YKL064W
OG0001581	snap_masked-scaffold_00015-processed-gene-9.79-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-9.79&CDS=1-1008	YKL043W
OG0001582	maker-scaffold_00015-augustus-gene-9.1-mRNA-1_1&gene=maker-scaffold_00015-augustus-gene-9.1&CDS=1-4947	YJR035W
OG0001583	snap_masked-scaffold_00015-processed-gene-9.66-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-9.66&CDS=1-270	YNR037C
OG0001584	genemark-scaffold_00015-processed-gene-9.39-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.39&CDS=1-1446	YIL104C
OG0001585	genemark-scaffold_00015-processed-gene-9.21-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.21&CDS=1-1248	YIL103W
OG0001586	genemark-scaffold_00015-processed-gene-9.40-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.40&CDS=1-2253	YNL041C
OG0001587	genemark-scaffold_00015-processed-gene-9.41-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.41&CDS=1-1518	YIL101C
OG0001588	snap_masked-scaffold_00015-processed-gene-9.89-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-9.89&CDS=1-246	YLR395C
OG0001589	snap_masked-scaffold_00015-processed-gene-9.70-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-9.70&CDS=1-183	YDL067C
OG0001590	snap_masked-scaffold_00015-processed-gene-9.90-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-9.90&CDS=1-1845	YLR396C
OG0001591	genemark-scaffold_00015-processed-gene-9.23-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.23&CDS=1-6561	YGR217W
OG0001592	genemark-scaffold_00015-processed-gene-9.48-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.48&CDS=1-1500	YGR211W
OG0001593	snap_masked-scaffold_00015-processed-gene-9.72-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-9.72&CDS=1-1800	YIL046W
OG0001594	genemark-scaffold_00015-processed-gene-10.3-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.3&CDS=1-1902	YOL141W
OG0001595	augustus_masked-scaffold_00015-processed-gene-10.157-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-10.157&CDS=1-2724	YOL142W
OG0001596	genemark-scaffold_00015-processed-gene-10.1-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.1&CDS=1-1851	YER080W
OG0001597	genemark-scaffold_00015-processed-gene-10.44-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.44&CDS=1-456	YBR254C
OG0001598	snap_masked-scaffold_00015-processed-gene-10.124-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-10.124&CDS=1-1791	YBR255W
OG0001599	augustus_masked-scaffold_00015-processed-gene-10.160-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-10.160&CDS=1-2490	YOL027C
OG0001600	augustus_masked-scaffold_00015-processed-gene-10.195-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-10.195&CDS=1-3306	YKR056W
OG0001601	genemark-scaffold_00015-processed-gene-10.53-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.53&CDS=1-1743	YOL116W
OG0001602	genemark-scaffold_00015-processed-gene-10.10-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.10&CDS=1-1314	YBR162C
OG0001603	genemark-scaffold_00015-processed-gene-10.14-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.14&CDS=1-1941	YBR041W
OG0001604	genemark-scaffold_00015-processed-gene-10.55-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.55&CDS=1-1248	YCR012W
OG0001605	genemark-scaffold_00015-processed-gene-10.15-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.15&CDS=1-864	YBR101C
OG0001606	snap_masked-scaffold_00015-processed-gene-10.135-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-10.135&CDS=1-1398	YBR098W
OG0001607	genemark-scaffold_00015-processed-gene-10.16-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.16&CDS=1-3042	YPR055W
OG0001608	augustus_masked-scaffold_00015-processed-gene-10.200-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-10.200&CDS=1-2964	YPR124W
OG0001609	genemark-scaffold_00015-processed-gene-10.60-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.60&CDS=1-519	YOR253W
OG0001610	genemark-scaffold_00015-processed-gene-10.20-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.20&CDS=1-444	YPL170W
OG0001611	genemark-scaffold_00015-processed-gene-10.21-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.21&CDS=1-1800	YPL169C
OG0001612	genemark-scaffold_00015-processed-gene-10.22-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.22&CDS=1-1317	YPL175W
OG0001613	genemark-scaffold_00015-processed-gene-10.23-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.23&CDS=1-486	YOR257W
OG0001614	genemark-scaffold_00015-processed-gene-10.24-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.24&CDS=1-975	YPL173W
OG0001615	genemark-scaffold_00015-processed-gene-10.62-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.62&CDS=1-1242	YOR259C
OG0001616	genemark-scaffold_00015-processed-gene-10.25-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.25&CDS=1-1410	YOR260W
OG0001617	augustus_masked-scaffold_00015-processed-gene-10.174-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-10.174&CDS=1-2337	YLR268W
OG0001618	genemark-scaffold_00015-processed-gene-10.64-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.64&CDS=1-744	YHR038W
OG0001619	genemark-scaffold_00015-processed-gene-10.33-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.33&CDS=1-1374	YMR033W
OG0001620	genemark-scaffold_00015-processed-gene-10.34-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.34&CDS=1-2145	YDL164C
OG0001621	genemark-scaffold_00015-processed-gene-10.66-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.66&CDS=1-1908	YOL124C
OG0001622	genemark-scaffold_00015-processed-gene-10.35-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.35&CDS=1-1434	YOL123W
OG0001623	genemark-scaffold_00015-processed-gene-10.67-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.67&CDS=1-2730	YDL031W
OG0001624	genemark-scaffold_00015-processed-gene-10.37-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.37&CDS=1-465	YLR170C
OG0001625	genemark-scaffold_00015-processed-gene-10.38-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.38&CDS=1-1074	YDR017C
OG0001626	snap_masked-scaffold_00015-processed-gene-10.119-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-10.119&CDS=1-252	YDR016C
OG0001627	genemark-scaffold_00015-processed-gene-10.75-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.75&CDS=1-582	YLR011W
