	Lachancea_waltii	Saccharomyces_cerevisiae
OG0001678	snap_masked-AADM01000102.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000102.1-processed-gene-0.23&CDS=1-1422	YOR198C
OG0001679	snap_masked-AADM01000102.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AADM01000102.1-processed-gene-0.13&CDS=1-828	YPL117C
OG0001680	snap_masked-AADM01000102.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AADM01000102.1-processed-gene-0.24&CDS=1-1182	YOR201C
OG0001681	snap_masked-AADM01000102.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AADM01000102.1-processed-gene-0.14&CDS=1-681	YOR202W
OG0001682	snap_masked-AADM01000102.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000102.1-processed-gene-0.25&CDS=1-1053	YPL118W
OG0001683	snap_masked-AADM01000104.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000104.1-processed-gene-0.5&CDS=1-960	YPL122C
OG0001684	snap_masked-AADM01000104.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000104.1-processed-gene-0.4&CDS=1-3432	YOR207C
OG0001685	snap_masked-AADM01000104.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000104.1-processed-gene-0.6&CDS=1-642	YPL121C
OG0001686	snap_masked-AADM01000104.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000104.1-processed-gene-0.7&CDS=1-2151	YOR206W
OG0001687	augustus_masked-AADM01000105.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-AADM01000105.1-processed-gene-0.0&CDS=1-1083	YOR205C
OG0001688	snap_masked-AADM01000105.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000105.1-processed-gene-0.3&CDS=1-1371	YPL120W
OG0001689	snap_masked-AADM01000106.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000106.1-processed-gene-0.4&CDS=1-1173	YPL123C
OG0001690	snap_masked-AADM01000108.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.0&CDS=1-369	YOR208W
OG0001691	maker-AADM01000108.1-augustus-gene-0.145-mRNA-1_1&gene=maker-AADM01000108.1-augustus-gene-0.145&CDS=1-4392	YPL125W
OG0001692	snap_masked-AADM01000108.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.30&CDS=1-2601	YPL126W
OG0001693	snap_masked-AADM01000108.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.1&CDS=1-210	YOR210W
OG0001694	augustus_masked-AADM01000108.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-AADM01000108.1-processed-gene-0.72&CDS=1-2583	YOR211C
OG0001695	genemark-AADM01000108.1-processed-gene-0.95-mRNA-1_1&gene=genemark-AADM01000108.1-processed-gene-0.95&CDS=1-480	YPL127C
OG0001696	snap_masked-AADM01000108.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.3&CDS=1-1554	YPL128C
OG0001697	snap_masked-AADM01000108.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.4&CDS=1-1236	YOR212W
OG0001698	augustus_masked-AADM01000108.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-AADM01000108.1-processed-gene-0.73&CDS=1-1929	YPL129W
OG0001699	snap_masked-AADM01000108.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.34&CDS=1-1341	YOR216C
OG0001700	snap_masked-AADM01000108.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.5&CDS=1-2586	YOR217W
OG0001701	snap_masked-AADM01000108.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.36&CDS=1-885	YPL131W
OG0001702	snap_masked-AADM01000108.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.6&CDS=1-639	YOR220W
OG0001703	snap_masked-AADM01000108.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.37&CDS=1-747	YPL132W
OG0001704	snap_masked-AADM01000108.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.7&CDS=1-1065	YPL133C
OG0001705	snap_masked-AADM01000108.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.9&CDS=1-888	YOR222W
OG0001706	snap_masked-AADM01000108.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.10&CDS=1-756	YOR223W
OG0001707	snap_masked-AADM01000108.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.11&CDS=1-3264	YOR227W
OG0001708	snap_masked-AADM01000108.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.41&CDS=1-864	YOR228C
OG0001709	snap_masked-AADM01000108.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.12&CDS=1-996	YPL138C
OG0001710	maker-AADM01000108.1-snap-gene-0.90-mRNA-1_1&gene=maker-AADM01000108.1-snap-gene-0.90&CDS=1-4242	YPL141C
OG0001711	snap_masked-AADM01000108.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.19&CDS=1-1335	YPL146C
OG0001712	genemark-AADM01000108.1-processed-gene-0.111-mRNA-1_1&gene=genemark-AADM01000108.1-processed-gene-0.111&CDS=1-720	YOR238W
OG0001713	augustus_masked-AADM01000108.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-AADM01000108.1-processed-gene-0.83&CDS=1-2421	YPL147W
OG0001714	snap_masked-AADM01000108.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.22&CDS=1-396	YPL148C
OG0001715	snap_masked-AADM01000108.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.23&CDS=1-1728	YOR239W
OG0001716	snap_masked-AADM01000108.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.43&CDS=1-867	YPL149W
OG0001717	snap_masked-AADM01000108.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.44&CDS=1-2544	YPL150W
OG0001718	snap_masked-AADM01000108.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.25&CDS=1-1452	YOR241W
OG0001719	snap_masked-AADM01000108.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.45&CDS=1-1167	YOR242C
OG0001720	snap_masked-AADM01000108.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.46&CDS=1-2055	YOR243C
OG0001721	maker-AADM01000108.1-snap-gene-0.91-mRNA-1_1&gene=maker-AADM01000108.1-snap-gene-0.91&CDS=1-2727	YOR244W
OG0001722	snap_masked-AADM01000108.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.47&CDS=1-1065	YPL152W
OG0001723	snap_masked-AADM01000108.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-AADM01000108.1-processed-gene-0.48&CDS=1-1203	YOR245C
OG0001724	snap_masked-AADM01000109.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.69&CDS=1-2388	YPL153C
OG0001725	snap_masked-AADM01000109.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.70&CDS=1-1236	YPL154C
OG0001726	snap_masked-AADM01000109.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.71&CDS=1-1947	YPL155C
OG0001727	snap_masked-AADM01000109.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.72&CDS=1-825	YPL156C
OG0001728	snap_masked-AADM01000109.1-processed-gene-0.102-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.102&CDS=1-897	YPL157W
OG0001729	snap_masked-AADM01000109.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.73&CDS=1-1800	YPL158C
OG0001730	snap_masked-AADM01000109.1-processed-gene-0.103-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.103&CDS=1-1407	YMR210W
OG0001731	snap_masked-AADM01000109.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.74&CDS=1-669	YPL159C
OG0001732	maker-AADM01000109.1-snap-gene-0.66-mRNA-1_1&gene=maker-AADM01000109.1-snap-gene-0.66&CDS=1-3249	YPL160W
OG0001733	snap_masked-AADM01000109.1-processed-gene-0.107-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.107&CDS=1-969	YOR246C
OG0001734	augustus_masked-AADM01000109.1-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-AADM01000109.1-processed-gene-0.137&CDS=1-1827	YPL161C
OG0001735	snap_masked-AADM01000109.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.76&CDS=1-807	YPL162C
OG0001736	augustus_masked-AADM01000109.1-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-AADM01000109.1-processed-gene-0.140&CDS=1-2145	YPL164C
OG0001737	snap_masked-AADM01000109.1-processed-gene-0.109-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.109&CDS=1-1959	YOR249C
OG0001738	snap_masked-AADM01000109.1-processed-gene-0.110-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.110&CDS=1-1320	YOR250C
OG0001739	snap_masked-AADM01000109.1-processed-gene-0.111-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.111&CDS=1-906	YOR251C
OG0001740	snap_masked-AADM01000109.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.78&CDS=1-1062	YPL165C
OG0001741	snap_masked-AADM01000109.1-processed-gene-0.112-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.112&CDS=1-513	YPL166W
OG0001742	snap_masked-AADM01000109.1-processed-gene-0.79-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.79&CDS=1-4485	YPL167C
OG0001743	snap_masked-AADM01000109.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.80&CDS=1-567	YOR252W
OG0001744	augustus_masked-AADM01000109.1-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-AADM01000109.1-processed-gene-0.173&CDS=1-1182	YPL168W
OG0001745	augustus_masked-AADM01000109.1-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-AADM01000109.1-processed-gene-0.144&CDS=1-486	YOR253W
OG0001746	snap_masked-AADM01000109.1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.114&CDS=1-1968	YOR254C
OG0001747	augustus_masked-AADM01000109.1-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-AADM01000109.1-processed-gene-0.145&CDS=1-1785	YPL169C
OG0001748	augustus_masked-AADM01000109.1-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-AADM01000109.1-processed-gene-0.146&CDS=1-1008	YOR255W
OG0001749	snap_masked-AADM01000109.1-processed-gene-0.115-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.115&CDS=1-450	YPL170W
OG0001750	augustus_masked-AADM01000109.1-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-AADM01000109.1-processed-gene-0.176&CDS=1-2352	YPL176C
OG0001751	genemark-AADM01000109.1-processed-gene-0.17-mRNA-1_1&gene=genemark-AADM01000109.1-processed-gene-0.17&CDS=1-972	YPL175W
OG0001752	augustus_masked-AADM01000109.1-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-AADM01000109.1-processed-gene-0.177&CDS=1-2445	YPL174C
OG0001753	snap_masked-AADM01000109.1-processed-gene-0.83-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.83&CDS=1-528	YOR257W
OG0001754	snap_masked-AADM01000109.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.84&CDS=1-879	YPL173W
OG0001755	snap_masked-AADM01000109.1-processed-gene-0.118-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.118&CDS=1-1302	YOR259C
OG0001756	snap_masked-AADM01000109.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.85&CDS=1-1500	YOR260W
OG0001757	snap_masked-AADM01000109.1-processed-gene-0.119-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.119&CDS=1-1326	YPL172C
OG0001758	snap_masked-AADM01000109.1-processed-gene-0.120-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.120&CDS=1-999	YOR261C
OG0001759	snap_masked-AADM01000109.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.86&CDS=1-1041	YOR262W
OG0001760	augustus_masked-AADM01000109.1-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-AADM01000109.1-processed-gene-0.152&CDS=1-1212	YOR264W
OG0001761	snap_masked-AADM01000109.1-processed-gene-0.88-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.88&CDS=1-321	YOR265W
OG0001762	augustus_masked-AADM01000109.1-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-AADM01000109.1-processed-gene-0.154&CDS=1-1260	YOR266W
OG0001763	maker-AADM01000109.1-snap-gene-0.67-mRNA-1_1&gene=maker-AADM01000109.1-snap-gene-0.67&CDS=1-1923	YOR267C
OG0001764	snap_masked-AADM01000109.1-processed-gene-0.90-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.90&CDS=1-1374	YOR269W
OG0001765	snap_masked-AADM01000109.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.91&CDS=1-1245	YMR208W
OG0001766	snap_masked-AADM01000109.1-processed-gene-0.123-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.123&CDS=1-981	YOR271C
OG0001767	snap_masked-AADM01000109.1-processed-gene-0.92-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.92&CDS=1-1335	YOR272W
OG0001768	snap_masked-AADM01000109.1-processed-gene-0.124-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.124&CDS=1-1242	YMR209C
OG0001769	snap_masked-AADM01000109.1-processed-gene-0.125-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.125&CDS=1-1740	YOR273C
OG0001770	snap_masked-AADM01000109.1-processed-gene-0.94-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.94&CDS=1-1398	YMR211W
OG0001771	augustus_masked-AADM01000109.1-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-AADM01000109.1-processed-gene-0.159&CDS=1-1278	YOR274W
OG0001772	augustus_masked-AADM01000109.1-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-AADM01000109.1-processed-gene-0.186&CDS=1-4062	YMR212C
OG0001773	snap_masked-AADM01000109.1-processed-gene-0.96-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.96&CDS=1-1641	YMR213W
OG0001774	snap_masked-AADM01000109.1-processed-gene-0.97-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.97&CDS=1-462	YOR276W
OG0001775	snap_masked-AADM01000109.1-processed-gene-0.98-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.98&CDS=1-1125	YMR214W
OG0001776	snap_masked-AADM01000109.1-processed-gene-0.128-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.128&CDS=1-1773	YMR216C
OG0001777	snap_masked-AADM01000109.1-processed-gene-0.101-mRNA-1_1&gene=snap_masked-AADM01000109.1-processed-gene-0.101&CDS=1-1575	YMR217W
OG0001778	genemark-AADM01000110.1-processed-gene-0.14-mRNA-1_1&gene=genemark-AADM01000110.1-processed-gene-0.14&CDS=1-720	YOR278W
OG0001779	augustus_masked-AADM01000110.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-AADM01000110.1-processed-gene-0.2&CDS=1-3306	YMR218C
OG0001780	snap_masked-AADM01000110.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000110.1-processed-gene-0.7&CDS=1-4284	YMR219W
OG0001781	genemark-AADM01000110.1-processed-gene-0.16-mRNA-1_1&gene=genemark-AADM01000110.1-processed-gene-0.16&CDS=1-1377	YMR220W
OG0001782	snap_masked-AADM01000110.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000110.1-processed-gene-0.10&CDS=1-813	YOR279C
OG0001783	snap_masked-AADM01000110.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000110.1-processed-gene-0.11&CDS=1-1593	YMR221C
OG0001784	snap_masked-AADM01000110.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AADM01000110.1-processed-gene-0.12&CDS=1-591	YJL218W
OG0001785	snap_masked-AADM01000110.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AADM01000110.1-processed-gene-0.13&CDS=1-822	YMR222C
OG0001786	maker-AADM01000111.1-augustus-gene-0.39-mRNA-1_1&gene=maker-AADM01000111.1-augustus-gene-0.39&CDS=1-1272	YOR288C
OG0001787	snap_masked-AADM01000111.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.5&CDS=1-960	YOR287C
OG0001788	snap_masked-AADM01000111.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.25&CDS=1-690	YOR283W
OG0001789	snap_masked-AADM01000111.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.6&CDS=1-1977	YMR224C
OG0001790	snap_masked-AADM01000111.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.7&CDS=1-804	YOR281C
OG0001791	genemark-AADM01000111.1-processed-gene-0.64-mRNA-1_1&gene=genemark-AADM01000111.1-processed-gene-0.64&CDS=1-1362	YMR223W
OG0001792	snap_masked-AADM01000111.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.8&CDS=1-696	YOR289W
OG0001793	snap_masked-AADM01000111.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.9&CDS=1-801	YMR226C
OG0001794	snap_masked-AADM01000111.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.28&CDS=1-1653	YMR227C
OG0001795	snap_masked-AADM01000111.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.11&CDS=1-1023	YMR228W
OG0001796	snap_masked-AADM01000111.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.30&CDS=1-5178	YMR229C
OG0001797	snap_masked-AADM01000111.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.13&CDS=1-4407	YOR291W
OG0001798	snap_masked-AADM01000111.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.32&CDS=1-930	YOR292C
OG0001799	augustus_masked-AADM01000111.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-AADM01000111.1-processed-gene-0.89&CDS=1-942	YGR058W
OG0001800	snap_masked-AADM01000111.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.33&CDS=1-675	YLR363C
OG0001801	snap_masked-AADM01000111.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.16&CDS=1-927	YGR060W
OG0001802	snap_masked-AADM01000111.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.34&CDS=1-4044	YGR061C
OG0001803	snap_masked-AADM01000111.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.17&CDS=1-258	YLR363W-A
OG0001804	augustus_masked-AADM01000111.1-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-AADM01000111.1-processed-gene-0.107&CDS=1-1161	YGR063C
OG0001805	snap_masked-AADM01000111.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.18&CDS=1-327	YLR364W
OG0001806	snap_masked-AADM01000111.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.37&CDS=1-1842	YGR065C
OG0001807	snap_masked-AADM01000111.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-AADM01000111.1-processed-gene-0.38&CDS=1-1977	YGR068C
OG0001808	augustus_masked-AADM01000111.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-AADM01000111.1-processed-gene-0.94&CDS=1-1740	YLR368W
OG0001809	augustus_masked-AADM01000111.1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-AADM01000111.1-processed-gene-0.95&CDS=1-1368	YLR369W
OG0001810	snap_masked-AADM01000112.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000112.1-processed-gene-0.11&CDS=1-528	YLR370C
OG0001811	snap_masked-AADM01000112.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AADM01000112.1-processed-gene-0.9&CDS=1-3720	YLR371W
OG0001812	snap_masked-AADM01000112.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000112.1-processed-gene-0.10&CDS=1-1038	YLR372W
OG0001813	snap_masked-AADM01000113.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-AADM01000113.1-processed-gene-0.35&CDS=1-750	YLR375W
OG0001814	snap_masked-AADM01000113.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-AADM01000113.1-processed-gene-0.46&CDS=1-819	YDL051W
OG0001815	snap_masked-AADM01000113.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-AADM01000113.1-processed-gene-0.47&CDS=1-717	YLR376C
OG0001816	snap_masked-AADM01000113.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-AADM01000113.1-processed-gene-0.48&CDS=1-993	YPR127W
OG0001817	snap_masked-AADM01000113.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-AADM01000113.1-processed-gene-0.38&CDS=1-1062	YDL052C
OG0001818	snap_masked-AADM01000113.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-AADM01000113.1-processed-gene-0.49&CDS=1-1062	YLR377C
OG0001819	snap_masked-AADM01000113.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-AADM01000113.1-processed-gene-0.39&CDS=1-633	YDL053C
OG0001820	snap_masked-AADM01000113.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-AADM01000113.1-processed-gene-0.40&CDS=1-1371	YDL054C
OG0001821	snap_masked-AADM01000113.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-AADM01000113.1-processed-gene-0.41&CDS=1-1440	YLR378C
OG0001822	augustus_masked-AADM01000113.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-AADM01000113.1-processed-gene-0.6&CDS=1-1083	YDL055C
OG0001823	augustus_masked-AADM01000113.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-AADM01000113.1-processed-gene-0.13&CDS=1-2226	YDL056W
OG0001824	snap_masked-AADM01000113.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-AADM01000113.1-processed-gene-0.51&CDS=1-1845	YDL057W
OG0001825	snap_masked-AADM01000113.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-AADM01000113.1-processed-gene-0.43&CDS=1-1320	YLR380W
OG0001826	snap_masked-AADM01000113.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-AADM01000113.1-processed-gene-0.52&CDS=1-2652	YLR382C
OG0001827	augustus_masked-AADM01000113.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-AADM01000113.1-processed-gene-0.8&CDS=1-3207	YLR383W
OG0001828	snap_masked-AADM01000114.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-AADM01000114.1-processed-gene-0.60&CDS=1-1278	YDL058W
OG0001829	snap_masked-AADM01000114.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-AADM01000114.1-processed-gene-0.49&CDS=1-618	YDL059C
OG0001830	snap_masked-AADM01000114.1-processed-gene-0.61-mRNA-1_1&gene=snap_masked-AADM01000114.1-processed-gene-0.61&CDS=1-3972	YLR384C
OG0001831	snap_masked-AADM01000114.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-AADM01000114.1-processed-gene-0.62&CDS=1-375	YLR385C
OG0001832	snap_masked-AADM01000114.1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-AADM01000114.1-processed-gene-0.50&CDS=1-2571	YLR386W
OG0001833	snap_masked-AADM01000114.1-processed-gene-0.63-mRNA-1_1&gene=snap_masked-AADM01000114.1-processed-gene-0.63&CDS=1-1242	YLR387C
OG0001834	augustus_masked-AADM01000114.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-AADM01000114.1-processed-gene-0.26&CDS=1-1095	YMR294W
OG0001835	snap_masked-AADM01000114.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-AADM01000114.1-processed-gene-0.64&CDS=1-651	YGR271C-A
