	Eremothecium_cymbalariae	Saccharomyces_cerevisiae
OG0001664	augustus_masked-NC_016451.1-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-NC_016451.1-processed-gene-9.122&CDS=1-2931	YER171W
OG0001665	snap_masked-NC_016451.1-processed-gene-9.64-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-9.64&CDS=1-3699	YDR097C
OG0001666	snap_masked-NC_016451.1-processed-gene-9.83-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-9.83&CDS=1-2457	YER169W
OG0001667	snap_masked-NC_016451.1-processed-gene-9.65-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-9.65&CDS=1-1443	YHR161C
OG0001668	snap_masked-NC_016451.1-processed-gene-10.15-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.15&CDS=1-2049	YOL115W
OG0001669	genemark-NC_016451.1-processed-gene-10.199-mRNA-1_1&gene=genemark-NC_016451.1-processed-gene-10.199&CDS=1-522	YOL114C
OG0001670	snap_masked-NC_016451.1-processed-gene-10.18-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.18&CDS=1-4791	YNL297C
OG0001671	augustus_masked-NC_016451.1-processed-gene-10.114-mRNA-1_1&gene=augustus_masked-NC_016451.1-processed-gene-10.114&CDS=1-1461	YNL295W
OG0001672	snap_masked-NC_016451.1-processed-gene-10.67-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.67&CDS=1-1542	YNL294C
OG0001673	augustus_masked-NC_016451.1-processed-gene-10.115-mRNA-1_1&gene=augustus_masked-NC_016451.1-processed-gene-10.115&CDS=1-1944	YNL293W
OG0001674	snap_masked-NC_016451.1-processed-gene-10.68-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.68&CDS=1-603	YOL111C
OG0001675	genemark-NC_016451.1-processed-gene-10.203-mRNA-1_1&gene=genemark-NC_016451.1-processed-gene-10.203&CDS=1-696	YOL110W
OG0001676	snap_masked-NC_016451.1-processed-gene-10.23-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.23&CDS=1-1209	YNL292W
OG0001677	snap_masked-NC_016451.1-processed-gene-10.69-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.69&CDS=1-1632	YNL291C
OG0001678	snap_masked-NC_016451.1-processed-gene-10.24-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.24&CDS=1-996	YNL290W
OG0001679	genemark-NC_016451.1-processed-gene-10.207-mRNA-1_1&gene=genemark-NC_016451.1-processed-gene-10.207&CDS=1-1086	YNL288W
OG0001680	snap_masked-NC_016451.1-processed-gene-10.27-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.27&CDS=1-2778	YNL287W
OG0001681	snap_masked-NC_016451.1-processed-gene-10.28-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.28&CDS=1-876	YNL284C
OG0001682	augustus_masked-NC_016451.1-processed-gene-10.153-mRNA-1_1&gene=augustus_masked-NC_016451.1-processed-gene-10.153&CDS=1-933	YOL107W
OG0001683	genemark-NC_016451.1-processed-gene-10.210-mRNA-1_1&gene=genemark-NC_016451.1-processed-gene-10.210&CDS=1-264	YOL108C
OG0001684	snap_masked-NC_016451.1-processed-gene-10.72-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.72&CDS=1-1134	YBR026C
OG0001685	snap_masked-NC_016451.1-processed-gene-10.74-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.74&CDS=1-1611	YBR028C
OG0001686	snap_masked-NC_016451.1-processed-gene-10.75-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.75&CDS=1-1305	YBR029C
OG0001687	snap_masked-NC_016451.1-processed-gene-10.76-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.76&CDS=1-1596	YDL030W
OG0001688	maker-NC_016451.1-snap-gene-10.12-mRNA-1_1&gene=maker-NC_016451.1-snap-gene-10.12&CDS=1-2871	YDL031W
OG0001689	snap_masked-NC_016451.1-processed-gene-10.31-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.31&CDS=1-1134	YDL033C
OG0001690	snap_masked-NC_016451.1-processed-gene-10.32-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.32&CDS=1-1080	YOL064C
OG0001691	snap_masked-NC_016451.1-processed-gene-10.33-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.33&CDS=1-2730	YDL035C
OG0001692	snap_masked-NC_016451.1-processed-gene-10.34-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.34&CDS=1-1278	YOL065C
OG0001693	snap_masked-NC_016451.1-processed-gene-10.36-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.36&CDS=1-2529	YDL040C
OG0001694	snap_masked-NC_016451.1-processed-gene-10.80-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.80&CDS=1-1701	YFR021W
OG0001695	augustus_masked-NC_016451.1-processed-gene-10.162-mRNA-1_1&gene=augustus_masked-NC_016451.1-processed-gene-10.162&CDS=1-429	YEL048C
OG0001696	snap_masked-NC_016451.1-processed-gene-10.83-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.83&CDS=1-1149	YEL046C
OG0001697	snap_masked-NC_016451.1-processed-gene-10.38-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.38&CDS=1-399	YEL044W
OG0001698	augustus_masked-NC_016451.1-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-NC_016451.1-processed-gene-10.128&CDS=1-2367	YEL043W
OG0001699	snap_masked-NC_016451.1-processed-gene-10.84-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.84&CDS=1-723	YJR050W
OG0001700	snap_masked-NC_016451.1-processed-gene-10.40-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.40&CDS=1-1569	YEL042W
OG0001701	snap_masked-NC_016451.1-processed-gene-10.41-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.41&CDS=1-1536	YJR049C
OG0001702	snap_masked-NC_016451.1-processed-gene-10.42-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.42&CDS=1-1146	YEL040W
OG0001703	snap_masked-NC_016451.1-processed-gene-10.85-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.85&CDS=1-330	YJR048W
OG0001704	snap_masked-NC_016451.1-processed-gene-10.43-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.43&CDS=1-702	YEL038W
OG0001705	snap_masked-NC_016451.1-processed-gene-10.86-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.86&CDS=1-1329	YEL037C
OG0001706	snap_masked-NC_016451.1-processed-gene-10.44-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.44&CDS=1-471	YJR047C
OG0001707	snap_masked-NC_016451.1-processed-gene-10.45-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.45&CDS=1-2895	YEL032W
OG0001708	snap_masked-NC_016451.1-processed-gene-10.46-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.46&CDS=1-3636	YEL031W
OG0001709	augustus_masked-NC_016451.1-processed-gene-10.169-mRNA-1_1&gene=augustus_masked-NC_016451.1-processed-gene-10.169&CDS=1-1674	YJR046W
OG0001710	augustus_masked-NC_016451.1-processed-gene-10.171-mRNA-1_1&gene=augustus_masked-NC_016451.1-processed-gene-10.171&CDS=1-1902	YDR488C
OG0001711	snap_masked-NC_016451.1-processed-gene-10.49-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.49&CDS=1-870	YDR489W
OG0001712	snap_masked-NC_016451.1-processed-gene-10.50-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.50&CDS=1-3096	YOL098C
OG0001713	augustus_masked-NC_016451.1-processed-gene-10.173-mRNA-1_1&gene=augustus_masked-NC_016451.1-processed-gene-10.173&CDS=1-2700	YDR495C
OG0001714	snap_masked-NC_016451.1-processed-gene-10.93-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.93&CDS=1-1923	YDR496C
OG0001715	genemark-NC_016451.1-processed-gene-10.274-mRNA-1_1&gene=genemark-NC_016451.1-processed-gene-10.274&CDS=1-363	YDR498C
OG0001716	snap_masked-NC_016451.1-processed-gene-10.56-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.56&CDS=1-2376	YNL280C
OG0001717	snap_masked-NC_016451.1-processed-gene-10.95-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.95&CDS=1-447	YNL281W
OG0001718	augustus_masked-NC_016451.1-processed-gene-10.177-mRNA-1_1&gene=augustus_masked-NC_016451.1-processed-gene-10.177&CDS=1-600	YNL282W
OG0001719	snap_masked-NC_016451.1-processed-gene-10.100-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.100&CDS=1-3738	YBR023C
OG0001720	snap_masked-NC_016451.1-processed-gene-10.58-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.58&CDS=1-894	YBR037C
OG0001721	snap_masked-NC_016451.1-processed-gene-10.104-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.104&CDS=1-633	YJR073C
OG0001722	snap_masked-NC_016451.1-processed-gene-10.59-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.59&CDS=1-3897	YKL209C
OG0001723	snap_masked-NC_016451.1-processed-gene-10.105-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.105&CDS=1-3042	YKL210W
OG0001724	snap_masked-NC_016451.1-processed-gene-10.60-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.60&CDS=1-582	YJR074W
OG0001725	snap_masked-NC_016451.1-processed-gene-10.61-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.61&CDS=1-1179	YJR075W
OG0001726	snap_masked-NC_016451.1-processed-gene-10.62-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.62&CDS=1-1443	YKL211C
OG0001727	snap_masked-NC_016451.1-processed-gene-10.107-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.107&CDS=1-1866	YKL212W
OG0001728	augustus_masked-NC_016451.1-processed-gene-10.147-mRNA-1_1&gene=augustus_masked-NC_016451.1-processed-gene-10.147&CDS=1-2718	YKL213C
OG0001729	snap_masked-NC_016451.1-processed-gene-10.108-mRNA-1_1&gene=snap_masked-NC_016451.1-processed-gene-10.108&CDS=1-918	YJR077C
OG0001730	genemark-NC_016452.1-processed-gene-0.78-mRNA-1_1&gene=genemark-NC_016452.1-processed-gene-0.78&CDS=1-888	YER185W
OG0001731	snap_masked-NC_016452.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.12&CDS=1-1209	YIL160C
OG0001732	snap_masked-NC_016452.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.2&CDS=1-1011	YKR100C
OG0001733	snap_masked-NC_016452.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.13&CDS=1-555	YIL157C
OG0001734	snap_masked-NC_016452.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.3&CDS=1-219	YIL156W-B
OG0001735	snap_masked-NC_016452.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.14&CDS=1-2352	YKR099W
OG0001736	snap_masked-NC_016452.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.15&CDS=1-1932	YIL155C
OG0001737	snap_masked-NC_016452.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.16&CDS=1-1209	YIL154C
OG0001738	snap_masked-NC_016452.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.5&CDS=1-1185	YIL153W
OG0001739	snap_masked-NC_016452.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.17&CDS=1-1626	YKR097W
OG0001740	snap_masked-NC_016452.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.18&CDS=1-3771	YKR096W
OG0001741	snap_masked-NC_016452.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.19&CDS=1-270	YKR095W-A
OG0001742	augustus_masked-NC_016452.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-0.53&CDS=1-1770	YIL150C
OG0001743	augustus_masked-NC_016452.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-0.54&CDS=1-5307	YKR095W
OG0001744	augustus_masked-NC_016452.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-0.55&CDS=1-4524	YIL147C
OG0001745	snap_masked-NC_016452.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.24&CDS=1-942	YIL145C
OG0001746	snap_masked-NC_016452.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.6&CDS=1-1986	YIL144W
OG0001747	snap_masked-NC_016452.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.25&CDS=1-2559	YIL143C
OG0001748	snap_masked-NC_016452.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.7&CDS=1-789	YKR092C
OG0001749	augustus_masked-NC_016452.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-0.58&CDS=1-1146	YOR084W
OG0001750	snap_masked-NC_016452.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.27&CDS=1-1167	YOR083W
OG0001751	snap_masked-NC_016452.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.28&CDS=1-2625	YKR090W
OG0001752	snap_masked-NC_016452.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.8&CDS=1-2457	YKR089C
OG0001753	snap_masked-NC_016452.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.29&CDS=1-2064	YOR080W
OG0001754	snap_masked-NC_016452.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.30&CDS=1-723	YOR078W
OG0001755	snap_masked-NC_016452.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.9&CDS=1-921	YKR088C
OG0001756	snap_masked-NC_016452.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.32&CDS=1-735	YOR077W
OG0001757	snap_masked-NC_016452.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-0.10&CDS=1-987	YKR087C
OG0001758	snap_masked-NC_016452.1-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.0&CDS=1-606	YKR085C
OG0001759	maker-NC_016452.1-snap-gene-1.160-mRNA-1_1&gene=maker-NC_016452.1-snap-gene-1.160&CDS=1-1941	YKR084C
OG0001760	snap_masked-NC_016452.1-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.5&CDS=1-990	YOR075W
OG0001761	snap_masked-NC_016452.1-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.2&CDS=1-933	YOR074C
OG0001762	snap_masked-NC_016452.1-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.6&CDS=1-1869	YOR073W
OG0001763	snap_masked-NC_016452.1-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.3&CDS=1-333	YKR083C
OG0001764	snap_masked-NC_016452.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.7&CDS=1-3372	YKR082W
OG0001765	snap_masked-NC_016452.1-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.4&CDS=1-1017	YKR081C
OG0001766	snap_masked-NC_016452.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.32&CDS=1-969	YKR080W
OG0001767	augustus_masked-NC_016452.1-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-1.62&CDS=1-4131	YKR079C
OG0001768	snap_masked-NC_016452.1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.33&CDS=1-1992	YOR069W
OG0001769	snap_masked-NC_016452.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.10&CDS=1-1812	YOR067C
OG0001770	snap_masked-NC_016452.1-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.34&CDS=1-1770	YOR066W
OG0001771	snap_masked-NC_016452.1-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.35&CDS=1-891	YOR065W
OG0001772	augustus_masked-NC_016452.1-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-1.64&CDS=1-588	YOR064C
OG0001773	snap_masked-NC_016452.1-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.36&CDS=1-1161	YOR063W
OG0001774	maker-NC_016452.1-snap-gene-1.161-mRNA-1_1&gene=maker-NC_016452.1-snap-gene-1.161&CDS=1-768	YOR060C
OG0001775	snap_masked-NC_016452.1-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.12&CDS=1-1353	YOR059C
OG0001776	snap_masked-NC_016452.1-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.38&CDS=1-210	YKR074W
OG0001777	snap_masked-NC_016452.1-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.14&CDS=1-1989	YML006C
OG0001778	snap_masked-NC_016452.1-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.39&CDS=1-1143	YML008C
OG0001779	snap_masked-NC_016452.1-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.17&CDS=1-2163	YDR422C
OG0001780	augustus_masked-NC_016452.1-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-1.93&CDS=1-258	YDR424C
OG0001781	snap_masked-NC_016452.1-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.19&CDS=1-1890	YDR425W
OG0001782	snap_masked-NC_016452.1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.20&CDS=1-1176	YDR427W
OG0001783	snap_masked-NC_016452.1-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.41&CDS=1-726	YDR428C
OG0001784	snap_masked-NC_016452.1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.42&CDS=1-810	YDR429C
OG0001785	snap_masked-NC_016452.1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.21&CDS=1-210	YML009C
OG0001786	snap_masked-NC_016452.1-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.43&CDS=1-2940	YML010W
OG0001787	snap_masked-NC_016452.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.22&CDS=1-522	YML011C
OG0001788	augustus_masked-NC_016452.1-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-1.97&CDS=1-627	YML012W
OG0001789	maker-NC_016452.1-snap-gene-1.162-mRNA-1_1&gene=maker-NC_016452.1-snap-gene-1.162&CDS=1-3084	YDR430C
OG0001790	snap_masked-NC_016452.1-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.23&CDS=1-957	YDR432W
OG0001791	snap_masked-NC_016452.1-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.47&CDS=1-1773	YML013W
OG0001792	snap_masked-NC_016452.1-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.48&CDS=1-804	YML014W
OG0001793	snap_masked-NC_016452.1-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.24&CDS=1-1527	YDR434W
OG0001794	snap_masked-NC_016452.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.25&CDS=1-999	YML015C
OG0001795	snap_masked-NC_016452.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.49&CDS=1-966	YDR435C
OG0001796	snap_masked-NC_016452.1-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.27&CDS=1-447	YDR437W
OG0001797	genemark-NC_016452.1-processed-gene-1.156-mRNA-1_1&gene=genemark-NC_016452.1-processed-gene-1.156&CDS=1-1629	YML017W
OG0001798	snap_masked-NC_016452.1-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.28&CDS=1-1242	YML018C
OG0001799	snap_masked-NC_016452.1-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.51&CDS=1-990	YML019W
OG0001800	snap_masked-NC_016452.1-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.52&CDS=1-1986	YML020W
OG0001801	snap_masked-NC_016452.1-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.30&CDS=1-1020	YML021C
OG0001802	snap_masked-NC_016452.1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.31&CDS=1-1776	YDR440W
OG0001803	snap_masked-NC_016452.1-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-1.53&CDS=1-561	YML022W
OG0001804	augustus_masked-NC_016452.1-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-2.42&CDS=1-1578	YML023C
OG0001805	snap_masked-NC_016452.1-processed-gene-2.3-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.3&CDS=1-4077	YDR443C
OG0001806	snap_masked-NC_016452.1-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.4&CDS=1-1701	YDL174C
OG0001807	augustus_masked-NC_016452.1-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-2.44&CDS=1-846	YDR446W
OG0001808	snap_masked-NC_016452.1-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.6&CDS=1-1302	YDR448W
OG0001809	snap_masked-NC_016452.1-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.23&CDS=1-1347	YDR449C
OG0001810	snap_masked-NC_016452.1-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.7&CDS=1-795	YML025C
OG0001811	augustus_masked-NC_016452.1-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-2.67&CDS=1-2727	YML029W
OG0001812	snap_masked-NC_016452.1-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.27&CDS=1-471	YML030W
OG0001813	snap_masked-NC_016452.1-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.28&CDS=1-558	YDR454C
OG0001814	snap_masked-NC_016452.1-processed-gene-2.9-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.9&CDS=1-1848	YDR456W
OG0001815	augustus_masked-NC_016452.1-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-2.70&CDS=1-1773	YML031W
OG0001816	snap_masked-NC_016452.1-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.10&CDS=1-1398	YML032C
OG0001817	snap_masked-NC_016452.1-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.11&CDS=1-9792	YDR457W
OG0001818	augustus_masked-NC_016452.1-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-2.71&CDS=1-2493	YML034W
OG0001819	snap_masked-NC_016452.1-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.12&CDS=1-2388	YML035C
OG0001820	snap_masked-NC_016452.1-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.31&CDS=1-1116	YDR459C
OG0001821	snap_masked-NC_016452.1-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.13&CDS=1-966	YDR460W
OG0001822	maker-NC_016452.1-snap-gene-2.129-mRNA-1_1&gene=maker-NC_016452.1-snap-gene-2.129&CDS=1-531	YML036W
OG0001823	snap_masked-NC_016452.1-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.32&CDS=1-1602	YDL203C
OG0001824	augustus_masked-NC_016452.1-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-2.56&CDS=1-600	YDR231C
OG0001825	augustus_masked-NC_016452.1-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-2.75&CDS=1-1407	YDR229W
OG0001826	snap_masked-NC_016452.1-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.16&CDS=1-726	YDL202W
OG0001827	snap_masked-NC_016452.1-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.17&CDS=1-846	YDL201W
OG0001828	snap_masked-NC_016452.1-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.34&CDS=1-894	YDL198C
OG0001829	snap_masked-NC_016452.1-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.18&CDS=1-1761	YDR228C
OG0001830	snap_masked-NC_016452.1-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-2.37&CDS=1-690	YDR226W
