	Metschnikowia_proteae	Saccharomyces_cerevisiae
OG0001679	snap_masked-proT_s19-processed-gene-0.5-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.5&CDS=1-2394	YJR126C
OG0001680	snap_masked-proT_s19-processed-gene-0.31-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.31&CDS=1-2433	YGR099W
OG0001681	maker-proT_s19-augustus-gene-0.49-mRNA-1_1&gene=maker-proT_s19-augustus-gene-0.49&CDS=1-4980	YKL114C
OG0001682	maker-proT_s19-snap-gene-0.141-mRNA-1_1&gene=maker-proT_s19-snap-gene-0.141&CDS=1-1122	YKL113C
OG0001683	augustus_masked-proT_s19-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-0.125&CDS=1-750	YOL038W
OG0001684	snap_masked-proT_s19-processed-gene-0.11-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.11&CDS=1-387	YIR015W
OG0001685	snap_masked-proT_s19-processed-gene-0.33-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.33&CDS=1-432	YOL026C
OG0001686	snap_masked-proT_s19-processed-gene-0.34-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.34&CDS=1-1449	YGL253W
OG0001687	augustus_masked-proT_s19-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-0.107&CDS=1-3111	YBR198C
OG0001688	snap_masked-proT_s19-processed-gene-0.15-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.15&CDS=1-705	YGR057C
OG0001689	snap_masked-proT_s19-processed-gene-0.37-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.37&CDS=1-522	YMR035W
OG0001690	snap_masked-proT_s19-processed-gene-0.38-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.38&CDS=1-813	YNL155W
OG0001691	snap_masked-proT_s19-processed-gene-0.17-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.17&CDS=1-945	YHR062C
OG0001692	genemark-proT_s19-processed-gene-0.89-mRNA-1_1&gene=genemark-proT_s19-processed-gene-0.89&CDS=1-978	YNL230C
OG0001693	snap_masked-proT_s19-processed-gene-0.19-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.19&CDS=1-996	YER142C
OG0001694	snap_masked-proT_s19-processed-gene-0.21-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.21&CDS=1-1212	YDR083W
OG0001695	snap_masked-proT_s19-processed-gene-0.23-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.23&CDS=1-2328	YER125W
OG0001696	snap_masked-proT_s19-processed-gene-0.25-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-0.25&CDS=1-972	YPR023C
OG0001697	augustus_masked-proT_s19-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-0.119&CDS=1-549	YDL217C
OG0001698	snap_masked-proT_s19-processed-gene-1.103-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.103&CDS=1-1065	YNL141W
OG0001699	snap_masked-proT_s19-processed-gene-1.107-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.107&CDS=1-387	YBL078C
OG0001700	snap_masked-proT_s19-processed-gene-1.105-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.105&CDS=1-1500	YBL080C
OG0001701	snap_masked-proT_s19-processed-gene-1.108-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.108&CDS=1-1083	YKL178C
OG0001702	snap_masked-proT_s19-processed-gene-1.109-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.109&CDS=1-3318	YER110C
OG0001703	snap_masked-proT_s19-processed-gene-1.110-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.110&CDS=1-1191	YDR021W
OG0001704	snap_masked-proT_s19-processed-gene-1.106-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.106&CDS=1-702	YDR020C
OG0001705	snap_masked-proT_s19-processed-gene-1.111-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.111&CDS=1-1200	YDR415C
OG0001706	snap_masked-proT_s19-processed-gene-1.136-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.136&CDS=1-405	YCR028C-A
OG0001707	augustus_masked-proT_s19-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-1.62&CDS=1-744	YPR037C
OG0001708	genemark-proT_s19-processed-gene-1.34-mRNA-1_1&gene=genemark-proT_s19-processed-gene-1.34&CDS=1-891	YHL031C
OG0001709	snap_masked-proT_s19-processed-gene-1.141-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.141&CDS=1-894	YPL131W
OG0001710	snap_masked-proT_s19-processed-gene-1.116-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.116&CDS=1-2268	YAL023C
OG0001711	genemark-proT_s19-processed-gene-1.13-mRNA-1_1&gene=genemark-proT_s19-processed-gene-1.13&CDS=1-606	YPR067W
OG0001712	snap_masked-proT_s19-processed-gene-1.142-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.142&CDS=1-1878	YAL016W
OG0001713	genemark-proT_s19-processed-gene-1.40-mRNA-1_1&gene=genemark-proT_s19-processed-gene-1.40&CDS=1-2109	YMR284W
OG0001714	snap_masked-proT_s19-processed-gene-1.120-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.120&CDS=1-438	YJR058C
OG0001715	genemark-proT_s19-processed-gene-1.41-mRNA-1_1&gene=genemark-proT_s19-processed-gene-1.41&CDS=1-621	YJR057W
OG0001716	snap_masked-proT_s19-processed-gene-1.123-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.123&CDS=1-351	YNL322C
OG0001717	snap_masked-proT_s19-processed-gene-1.124-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.124&CDS=1-627	YOL139C
OG0001718	snap_masked-proT_s19-processed-gene-1.147-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.147&CDS=1-909	YNL320W
OG0001719	snap_masked-proT_s19-processed-gene-1.125-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.125&CDS=1-3480	YOL138C
OG0001720	snap_masked-proT_s19-processed-gene-1.148-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.148&CDS=1-696	YDR489W
OG0001721	snap_masked-proT_s19-processed-gene-1.128-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.128&CDS=1-471	YDL004W
OG0001722	snap_masked-proT_s19-processed-gene-1.129-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.129&CDS=1-471	YGR076C
OG0001723	snap_masked-proT_s19-processed-gene-1.150-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.150&CDS=1-342	YGR074W
OG0001724	snap_masked-proT_s19-processed-gene-1.131-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.131&CDS=1-3000	YNL321W
OG0001725	maker-proT_s19-snap-gene-1.50-mRNA-1_1&gene=maker-proT_s19-snap-gene-1.50&CDS=1-5196	YDL140C
OG0001726	snap_masked-proT_s19-processed-gene-1.133-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.133&CDS=1-762	YNL282W
OG0001727	snap_masked-proT_s19-processed-gene-1.134-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.134&CDS=1-972	YOL094C
OG0001728	snap_masked-proT_s19-processed-gene-1.153-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-1.153&CDS=1-1914	YDR484W
OG0001729	snap_masked-proT_s19-processed-gene-2.3-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.3&CDS=1-2286	YOL095C
OG0001730	genemark-proT_s19-processed-gene-2.52-mRNA-1_1&gene=genemark-proT_s19-processed-gene-2.52&CDS=1-1392	YDR289C
OG0001731	genemark-proT_s19-processed-gene-2.49-mRNA-1_1&gene=genemark-proT_s19-processed-gene-2.49&CDS=1-993	YCR086W
OG0001732	maker-proT_s19-snap-gene-2.135-mRNA-1_1&gene=maker-proT_s19-snap-gene-2.135&CDS=1-957	YJL003W
OG0001733	maker-proT_s19-augustus-gene-2.0-mRNA-1_1&gene=maker-proT_s19-augustus-gene-2.0&CDS=1-3024	YNR043W
OG0001734	maker-proT_s19-augustus-gene-2.1-mRNA-1_1&gene=maker-proT_s19-augustus-gene-2.1&CDS=1-867	YDL142C
OG0001735	augustus_masked-proT_s19-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-2.98&CDS=1-2784	YJL008C
OG0001736	snap_masked-proT_s19-processed-gene-2.32-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.32&CDS=1-747	YDR007W
OG0001737	snap_masked-proT_s19-processed-gene-2.33-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.33&CDS=1-2370	YJL029C
OG0001738	snap_masked-proT_s19-processed-gene-2.34-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.34&CDS=1-2145	YGL045W
OG0001739	snap_masked-proT_s19-processed-gene-2.35-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.35&CDS=1-1221	YGR159C
OG0001740	genemark-proT_s19-processed-gene-2.58-mRNA-1_1&gene=genemark-proT_s19-processed-gene-2.58&CDS=1-1773	YNL104C
OG0001741	snap_masked-proT_s19-processed-gene-2.36-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.36&CDS=1-1092	YDR058C
OG0001742	snap_masked-proT_s19-processed-gene-2.37-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.37&CDS=1-1419	YGR255C
OG0001743	snap_masked-proT_s19-processed-gene-2.15-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.15&CDS=1-768	YNL246W
OG0001744	snap_masked-proT_s19-processed-gene-2.16-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.16&CDS=1-663	YMR090W
OG0001745	maker-proT_s19-snap-gene-2.136-mRNA-1_1&gene=maker-proT_s19-snap-gene-2.136&CDS=1-1380	YNL248C
OG0001746	snap_masked-proT_s19-processed-gene-2.17-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.17&CDS=1-489	YJR097W
OG0001747	snap_masked-proT_s19-processed-gene-2.39-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.39&CDS=1-1986	YJR098C
OG0001748	snap_masked-proT_s19-processed-gene-2.19-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.19&CDS=1-1317	YMR091C
OG0001749	snap_masked-proT_s19-processed-gene-2.41-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.41&CDS=1-1371	YKL140W
OG0001750	snap_masked-proT_s19-processed-gene-2.42-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.42&CDS=1-2679	YPR194C
OG0001751	snap_masked-proT_s19-processed-gene-2.22-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.22&CDS=1-981	YJL208C
OG0001752	snap_masked-proT_s19-processed-gene-2.23-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.23&CDS=1-6183	YKL182W
OG0001753	snap_masked-proT_s19-processed-gene-2.43-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.43&CDS=1-3354	YLR410W
OG0001754	snap_masked-proT_s19-processed-gene-2.44-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.44&CDS=1-1212	YKL181W
OG0001755	snap_masked-proT_s19-processed-gene-2.26-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.26&CDS=1-846	YLR412W
OG0001756	snap_masked-proT_s19-processed-gene-2.46-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.46&CDS=1-1332	YHR206W
OG0001757	snap_masked-proT_s19-processed-gene-2.47-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.47&CDS=1-2736	YBR229C
OG0001758	snap_masked-proT_s19-processed-gene-2.27-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.27&CDS=1-2034	YDL074C
OG0001759	snap_masked-proT_s19-processed-gene-2.28-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.28&CDS=1-1851	YLR399C
OG0001760	snap_masked-proT_s19-processed-gene-2.29-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-2.29&CDS=1-996	YLR405W
OG0001761	snap_masked-proT_s19-processed-gene-3.30-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-3.30&CDS=1-4089	YLR086W
OG0001762	genemark-proT_s19-processed-gene-3.57-mRNA-1_1&gene=genemark-proT_s19-processed-gene-3.57&CDS=1-303	YDR115W
OG0001763	genemark-proT_s19-processed-gene-3.61-mRNA-1_1&gene=genemark-proT_s19-processed-gene-3.61&CDS=1-8832	YLR087C
OG0001764	augustus_masked-proT_s19-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-3.5&CDS=1-426	YLL050C
OG0001765	maker-proT_s19-snap-gene-3.26-mRNA-1_1&gene=maker-proT_s19-snap-gene-3.26&CDS=1-1908	YIR029W
OG0001766	snap_masked-proT_s19-processed-gene-3.39-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-3.39&CDS=1-933	YNL025C
OG0001767	snap_masked-proT_s19-processed-gene-3.45-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-3.45&CDS=1-1203	YGL184C
OG0001768	snap_masked-proT_s19-processed-gene-3.46-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-3.46&CDS=1-1836	YAR007C
OG0001769	snap_masked-proT_s19-processed-gene-3.56-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-3.56&CDS=1-3003	YGL016W
OG0001770	genemark-proT_s19-processed-gene-3.74-mRNA-1_1&gene=genemark-proT_s19-processed-gene-3.74&CDS=1-2094	YLL029W
OG0001771	snap_masked-proT_s19-processed-gene-3.49-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-3.49&CDS=1-822	YLL027W
OG0001772	snap_masked-proT_s19-processed-gene-4.43-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.43&CDS=1-816	YIL106W
OG0001773	snap_masked-proT_s19-processed-gene-4.44-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.44&CDS=1-1629	YDR498C
OG0001774	snap_masked-proT_s19-processed-gene-4.53-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.53&CDS=1-1035	YMR315W
OG0001775	snap_masked-proT_s19-processed-gene-4.45-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.45&CDS=1-1917	YPL190C
OG0001776	snap_masked-proT_s19-processed-gene-4.54-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.54&CDS=1-1713	YDR168W
OG0001777	genemark-proT_s19-processed-gene-4.91-mRNA-1_1&gene=genemark-proT_s19-processed-gene-4.91&CDS=1-9870	YCR042C
OG0001778	snap_masked-proT_s19-processed-gene-4.46-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.46&CDS=1-3240	YBL076C
OG0001779	snap_masked-proT_s19-processed-gene-4.60-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.60&CDS=1-2961	YPL183C
OG0001780	genemark-proT_s19-processed-gene-4.81-mRNA-1_1&gene=genemark-proT_s19-processed-gene-4.81&CDS=1-690	YNL168C
OG0001781	snap_masked-proT_s19-processed-gene-4.64-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.64&CDS=1-975	YHR144C
OG0001782	snap_masked-proT_s19-processed-gene-4.48-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.48&CDS=1-3771	YPL006W
OG0001783	snap_masked-proT_s19-processed-gene-4.65-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.65&CDS=1-219	YHR143W-A
OG0001784	snap_masked-proT_s19-processed-gene-4.67-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.67&CDS=1-1344	YDR449C
OG0001785	maker-proT_s19-augustus-gene-4.37-mRNA-1_1&gene=maker-proT_s19-augustus-gene-4.37&CDS=1-1848	YHR009C
OG0001786	snap_masked-proT_s19-processed-gene-4.72-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-4.72&CDS=1-1443	YHR113W
OG0001787	snap_masked-proT_s19-processed-gene-5.65-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.65&CDS=1-1269	YBL103C
OG0001788	snap_masked-proT_s19-processed-gene-5.66-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.66&CDS=1-1413	YOR119C
OG0001789	snap_masked-proT_s19-processed-gene-5.62-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.62&CDS=1-690	YDR367W
OG0001790	snap_masked-proT_s19-processed-gene-5.63-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.63&CDS=1-2214	YOR118W
OG0001791	snap_masked-proT_s19-processed-gene-5.64-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.64&CDS=1-2025	YDR365C
OG0001792	snap_masked-proT_s19-processed-gene-5.67-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.67&CDS=1-639	YHR110W
OG0001793	snap_masked-proT_s19-processed-gene-5.91-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.91&CDS=1-1314	YDR448W
OG0001794	maker-proT_s19-snap-gene-5.125-mRNA-1_1&gene=maker-proT_s19-snap-gene-5.125&CDS=1-3885	YHR132C
OG0001795	snap_masked-proT_s19-processed-gene-5.69-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.69&CDS=1-1635	YNL189W
OG0001796	maker-proT_s19-augustus-gene-5.58-mRNA-1_1&gene=maker-proT_s19-augustus-gene-5.58&CDS=1-3510	YCR028C
OG0001797	snap_masked-proT_s19-processed-gene-5.97-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.97&CDS=1-2502	YGL163C
OG0001798	snap_masked-proT_s19-processed-gene-5.73-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.73&CDS=1-1326	YGL164C
OG0001799	genemark-proT_s19-processed-gene-5.38-mRNA-1_1&gene=genemark-proT_s19-processed-gene-5.38&CDS=1-1611	YGL166W
OG0001800	snap_masked-proT_s19-processed-gene-5.76-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.76&CDS=1-4641	YOR326W
OG0001801	snap_masked-proT_s19-processed-gene-5.101-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.101&CDS=1-339	YAL044W-A
OG0001802	augustus_masked-proT_s19-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-proT_s19-processed-gene-5.140&CDS=1-2097	YPL072W
OG0001803	maker-proT_s19-augustus-gene-5.61-mRNA-1_1&gene=maker-proT_s19-augustus-gene-5.61&CDS=1-1890	YHR207C
OG0001804	snap_masked-proT_s19-processed-gene-5.106-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.106&CDS=1-1119	YDR005C
OG0001805	snap_masked-proT_s19-processed-gene-5.108-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.108&CDS=1-852	YBR011C
OG0001806	snap_masked-proT_s19-processed-gene-5.109-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.109&CDS=1-729	YHL022C
OG0001807	snap_masked-proT_s19-processed-gene-5.78-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.78&CDS=1-2661	YOL084W
OG0001808	snap_masked-proT_s19-processed-gene-5.110-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.110&CDS=1-1476	YCR098C
OG0001809	snap_masked-proT_s19-processed-gene-5.111-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.111&CDS=1-3069	YIL002C
OG0001810	snap_masked-proT_s19-processed-gene-5.112-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.112&CDS=1-711	YEL001C
OG0001811	snap_masked-proT_s19-processed-gene-5.82-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.82&CDS=1-387	YNR046W
OG0001812	snap_masked-proT_s19-processed-gene-5.83-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.83&CDS=1-945	YEL051W
OG0001813	snap_masked-proT_s19-processed-gene-5.84-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.84&CDS=1-1887	YKL148C
OG0001814	snap_masked-proT_s19-processed-gene-5.113-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.113&CDS=1-2514	YGL083W
OG0001815	genemark-proT_s19-processed-gene-5.23-mRNA-1_1&gene=genemark-proT_s19-processed-gene-5.23&CDS=1-597	YPL178W
OG0001816	snap_masked-proT_s19-processed-gene-5.116-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.116&CDS=1-1746	YAL067C
OG0001817	snap_masked-proT_s19-processed-gene-5.85-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.85&CDS=1-978	YML121W
OG0001818	snap_masked-proT_s19-processed-gene-5.86-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.86&CDS=1-1335	YHR190W
OG0001819	snap_masked-proT_s19-processed-gene-5.117-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.117&CDS=1-1269	YBR279W
OG0001820	snap_masked-proT_s19-processed-gene-5.119-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.119&CDS=1-954	YJR096W
OG0001821	genemark-proT_s19-processed-gene-5.27-mRNA-1_1&gene=genemark-proT_s19-processed-gene-5.27&CDS=1-642	YML001W
OG0001822	snap_masked-proT_s19-processed-gene-5.120-mRNA-1_1&gene=snap_masked-proT_s19-processed-gene-5.120&CDS=1-702	YPL199C
OG0001823	snap_masked-proT_s193-processed-gene-0.78-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.78&CDS=1-1512	YLR004C
OG0001824	snap_masked-proT_s193-processed-gene-0.80-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.80&CDS=1-1770	YAR018C
OG0001825	snap_masked-proT_s193-processed-gene-0.114-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.114&CDS=1-915	YAR015W
OG0001826	genemark-proT_s193-processed-gene-0.157-mRNA-1_1&gene=genemark-proT_s193-processed-gene-0.157&CDS=1-597	YKL001C
OG0001827	augustus_masked-proT_s193-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-proT_s193-processed-gene-0.43&CDS=1-9231	YJL207C
OG0001828	snap_masked-proT_s193-processed-gene-0.81-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.81&CDS=1-2907	YDR166C
OG0001829	snap_masked-proT_s193-processed-gene-0.83-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.83&CDS=1-252	YLR038C
OG0001830	snap_masked-proT_s193-processed-gene-0.119-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.119&CDS=1-696	YMR132C
OG0001831	snap_masked-proT_s193-processed-gene-0.84-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.84&CDS=1-8304	YCR093W
OG0001832	snap_masked-proT_s193-processed-gene-0.85-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.85&CDS=1-660	YDR177W
OG0001833	snap_masked-proT_s193-processed-gene-0.120-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.120&CDS=1-2583	YIL143C
OG0001834	snap_masked-proT_s193-processed-gene-0.121-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.121&CDS=1-1044	YKR092C
OG0001835	augustus_masked-proT_s193-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-proT_s193-processed-gene-0.47&CDS=1-1122	YOR084W
OG0001836	snap_masked-proT_s193-processed-gene-0.89-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.89&CDS=1-924	YIL145C
OG0001837	snap_masked-proT_s193-processed-gene-0.123-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.123&CDS=1-3285	YKR086W
OG0001838	snap_masked-proT_s193-processed-gene-0.124-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.124&CDS=1-1938	YGR119C
OG0001839	augustus_masked-proT_s193-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-proT_s193-processed-gene-0.18&CDS=1-1200	YPR065W
OG0001840	snap_masked-proT_s193-processed-gene-0.127-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.127&CDS=1-1089	YKR071C
OG0001841	snap_masked-proT_s193-processed-gene-0.92-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.92&CDS=1-1908	YIL144W
OG0001842	snap_masked-proT_s193-processed-gene-0.129-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.129&CDS=1-552	YKR085C
OG0001843	snap_masked-proT_s193-processed-gene-0.130-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.130&CDS=1-657	YJL097W
OG0001844	snap_masked-proT_s193-processed-gene-0.131-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.131&CDS=1-1545	YNL152W
OG0001845	snap_masked-proT_s193-processed-gene-0.93-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.93&CDS=1-642	YNL151C
OG0001846	snap_masked-proT_s193-processed-gene-0.132-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.132&CDS=1-1512	YPR137W
OG0001847	snap_masked-proT_s193-processed-gene-0.133-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.133&CDS=1-393	YNL149C
OG0001848	snap_masked-proT_s193-processed-gene-0.134-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.134&CDS=1-717	YNL148C
OG0001849	snap_masked-proT_s193-processed-gene-0.94-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.94&CDS=1-399	YNL147W
OG0001850	snap_masked-proT_s193-processed-gene-0.95-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.95&CDS=1-648	YHR128W
OG0001851	snap_masked-proT_s193-processed-gene-0.136-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.136&CDS=1-468	YPR187W
OG0001852	snap_masked-proT_s193-processed-gene-0.137-mRNA-1_1&gene=snap_masked-proT_s193-processed-gene-0.137&CDS=1-1119	YPR191W
