	Saccharomyces_cerevisiae	yHMPu5000034669_Blastobotrys_raffinofermentans
OG0001816	YIL062C	augustus_masked-flattened_line_4-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.98&CDS=1-462
OG0001817	YIL063C	augustus_masked-flattened_line_4-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.71&CDS=1-1293
OG0001818	YIL064W	augustus_masked-flattened_line_4-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.90&CDS=1-681
OG0001819	YIL065C	augustus_masked-flattened_line_32-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.105&CDS=1-1449
OG0001820	YIL067C	augustus_masked-flattened_line_0-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.97&CDS=1-1884
OG0001821	YIL068C	augustus_masked-flattened_line_0-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.91&CDS=1-2298
OG0001822	YIL070C	augustus_masked-flattened_line_4-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.102&CDS=1-801
OG0001823	YIL074C	augustus_masked-flattened_line_34-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.86&CDS=1-1401
OG0001824	YIL075C	augustus_masked-flattened_line_34-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.85&CDS=1-2967
OG0001825	YIL076W	augustus_masked-flattened_line_10-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.138&CDS=1-888
OG0001826	YIL078W	augustus_masked-flattened_line_21-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.57&CDS=1-2163
OG0001827	YIL083C	augustus_masked-flattened_line_16-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.128&CDS=1-1041
OG0001828	YIL084C	augustus_masked-flattened_line_24-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.16&CDS=1-948
OG0001829	YIL087C	augustus_masked-flattened_line_4-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.88&CDS=1-396
OG0001830	YIL090W	augustus_masked-flattened_line_4-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.61&CDS=1-1416
OG0001831	YIL091C	augustus_masked-flattened_line_4-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.80&CDS=1-2091
OG0001832	YIL093C	augustus_masked-flattened_line_4-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.79&CDS=1-783
OG0001833	YIL094C	maker-flattened_line_21-augustus-gene-2.291-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-2.291&CDS=1-1116
OG0001834	YIL096C	augustus_masked-flattened_line_12-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.89&CDS=1-843
OG0001835	YIL097W	augustus_masked-flattened_line_12-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.114&CDS=1-1347
OG0001836	YIL098C	augustus_masked-flattened_line_12-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.90&CDS=1-453
OG0001837	YIL099W	augustus_masked-flattened_line_12-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.116&CDS=1-1617
OG0001838	YIL103W	augustus_masked-flattened_line_14-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.0&CDS=1-1344
OG0001839	YIL104C	augustus_masked-flattened_line_14-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.152&CDS=1-1386
OG0001840	YIL106W	augustus_masked-flattened_line_0-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.130&CDS=1-654
OG0001841	YIL107C	maker-flattened_line_0-augustus-gene-3.50-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.50&CDS=1-3195
OG0001842	YIL108W	augustus_masked-flattened_line_0-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.132&CDS=1-2031
OG0001843	YIL110W	augustus_masked-flattened_line_28-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.125&CDS=1-993
OG0001844	YIL115C	augustus_masked-flattened_line_8-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.83&CDS=1-4830
OG0001845	YIL116W	augustus_masked-flattened_line_8-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.64&CDS=1-1179
OG0001846	YIL118W	augustus_masked-flattened_line_2-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.83&CDS=1-636
OG0001847	YIL125W	maker-flattened_line_8-snap-gene-2.48-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.48&CDS=1-6009
OG0001848	YIL126W	augustus_masked-flattened_line_8-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.151&CDS=1-4008
OG0001849	YIL128W	augustus_masked-flattened_line_26-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.125&CDS=1-3000
OG0001850	YIL129C	augustus_masked-flattened_line_26-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.98&CDS=1-7491
OG0001851	YIL130W	augustus_masked-flattened_line_34-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.60&CDS=1-2370
OG0001852	YIL134W	augustus_masked-flattened_line_10-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.108&CDS=1-882
OG0001853	YIL139C	snap_masked-flattened_line_4-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.54&CDS=1-684
OG0001854	YIL140W	augustus_masked-flattened_line_0-processed-gene-15.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-15.90&CDS=1-2859
OG0001855	YIL142W	maker-flattened_line_0-augustus-gene-15.7-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-15.7&CDS=1-1578
OG0001856	YIL143C	augustus_masked-flattened_line_0-processed-gene-10.84-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.84&CDS=1-2595
OG0001857	YIL144W	snap_masked-flattened_line_0-processed-gene-10.7-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.7&CDS=1-1941
OG0001858	YIL145C	augustus_masked-flattened_line_0-processed-gene-10.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.83&CDS=1-996
OG0001859	YIL147C	augustus_masked-flattened_line_44-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.133&CDS=1-3615
OG0001860	YIL150C	augustus_masked-flattened_line_0-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.53&CDS=1-1386
OG0001861	YIL153W	augustus_masked-flattened_line_4-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.159&CDS=1-990
OG0001862	YIL155C	augustus_masked-flattened_line_14-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.41&CDS=1-1926
OG0001863	YIL156W-B	augustus_masked-flattened_line_14-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.37&CDS=1-222
OG0001864	YIL157C	augustus_masked-flattened_line_2-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.97&CDS=1-636
OG0001865	YIR001C	augustus_masked-flattened_line_2-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.114&CDS=1-564
OG0001866	YIR002C	augustus_masked-flattened_line_0-processed-gene-17.74-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-17.74&CDS=1-2559
OG0001867	YIR004W	augustus_masked-flattened_line_14-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.87&CDS=1-1482
OG0001868	YIR005W	maker-flattened_line_2-snap-gene-3.2-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.2&CDS=1-927
OG0001869	YIR007W	genemark-flattened_line_19-processed-gene-3.93-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-3.93&CDS=1-2091
OG0001870	YIR008C	augustus_masked-flattened_line_19-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.176&CDS=1-1302
OG0001871	YIR009W	augustus_masked-flattened_line_0-processed-gene-12.101-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.101&CDS=1-468
OG0001872	YIR011C	augustus_masked-flattened_line_46-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.60&CDS=1-1056
OG0001873	YIR012W	augustus_masked-flattened_line_0-processed-gene-19.91-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-19.91&CDS=1-1287
OG0001874	YIR015W	augustus_masked-flattened_line_10-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.9&CDS=1-357
OG0001875	YIR022W	augustus_masked-flattened_line_12-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.138&CDS=1-519
OG0001876	YIR023W	genemark-flattened_line_0-processed-gene-24.72-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-24.72&CDS=1-2298
OG0001877	YIR026C	snap_masked-flattened_line_28-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.114&CDS=1-1128
OG0001878	YIR027C	augustus_masked-flattened_line_12-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.121&CDS=1-1431
OG0001879	YIR029W	augustus_masked-flattened_line_40-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.75&CDS=1-1032
OG0001880	YIR030C	augustus_masked-flattened_line_30-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.63&CDS=1-678
OG0001881	YIR032C	augustus_masked-flattened_line_6-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.10&CDS=1-636
OG0001882	YIR034C	augustus_masked-flattened_line_0-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.9&CDS=1-1077
OG0001883	YIR035C	maker-flattened_line_0-augustus-gene-13.125-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-13.125&CDS=1-744
OG0001884	YIR042C	augustus_masked-flattened_line_10-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.128&CDS=1-612
OG0001885	YJL001W	augustus_masked-flattened_line_14-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.119&CDS=1-645
OG0001886	YJL002C	augustus_masked-flattened_line_14-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.155&CDS=1-1374
OG0001887	YJL003W	augustus_masked-flattened_line_8-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.157&CDS=1-354
OG0001888	YJL005W	augustus_masked-flattened_line_0-processed-gene-14.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.17&CDS=1-6138
OG0001889	YJL006C	augustus_masked-flattened_line_10-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.142&CDS=1-936
OG0001890	YJL008C	snap_masked-flattened_line_10-processed-gene-3.40-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.40&CDS=1-1665
OG0001891	YJL010C	augustus_masked-flattened_line_52-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.59&CDS=1-2094
OG0001892	YJL011C	augustus_masked-flattened_line_6-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.78&CDS=1-414
OG0001893	YJL012C	augustus_masked-flattened_line_6-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.41&CDS=1-2181
OG0001894	YJL014W	augustus_masked-flattened_line_6-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.100&CDS=1-1599
OG0001895	YJL020C	augustus_masked-flattened_line_4-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.76&CDS=1-3786
OG0001896	YJL024C	augustus_masked-flattened_line_2-processed-gene-9.99-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.99&CDS=1-582
OG0001897	YJL025W	snap_masked-flattened_line_0-processed-gene-4.156-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.156&CDS=1-1923
OG0001898	YJL026W	augustus_masked-flattened_line_4-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.69&CDS=1-1203
OG0001899	YJL029C	augustus_masked-flattened_line_10-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.138&CDS=1-2400
OG0001900	YJL030W	augustus_masked-flattened_line_10-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.143&CDS=1-642
OG0001901	YJL031C	augustus_masked-flattened_line_10-processed-gene-3.167-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.167&CDS=1-984
OG0001902	YJL033W	augustus_masked-flattened_line_10-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.139&CDS=1-2334
OG0001903	YJL034W	augustus_masked-flattened_line_10-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.168&CDS=1-1995
OG0001904	YJL035C	augustus_masked-flattened_line_10-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.144&CDS=1-648
OG0001905	YJL036W	augustus_masked-flattened_line_10-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.141&CDS=1-1398
OG0001906	YJL039C	maker-flattened_line_4-augustus-gene-3.60-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.60&CDS=1-4995
OG0001907	YJL041W	augustus_masked-flattened_line_4-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.160&CDS=1-1902
OG0001908	YJL044C	snap_masked-flattened_line_2-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.9&CDS=1-1545
OG0001909	YJL046W	augustus_masked-flattened_line_19-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.16&CDS=1-1137
OG0001910	YJL049W	augustus_masked-flattened_line_56-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.27&CDS=1-1314
OG0001911	YJL050W	augustus_masked-flattened_line_4-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.26&CDS=1-3312
OG0001912	YJL053W	augustus_masked-flattened_line_16-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.66&CDS=1-918
OG0001913	YJL054W	augustus_masked-flattened_line_4-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.25&CDS=1-1353
OG0001914	YJL055W	augustus_masked-flattened_line_16-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.65&CDS=1-615
OG0001915	YJL057C	augustus_masked-flattened_line_30-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.85&CDS=1-1806
OG0001916	YJL059W	augustus_masked-flattened_line_14-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.123&CDS=1-1251
OG0001917	YJL060W	augustus_masked-flattened_line_16-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.69&CDS=1-1293
OG0001918	YJL061W	augustus_masked-flattened_line_16-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.68&CDS=1-2292
OG0001919	YJL062W	augustus_masked-flattened_line_14-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.147&CDS=1-2523
OG0001920	YJL062W-A	augustus_masked-flattened_line_38-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.214&CDS=1-297
OG0001921	YJL063C	augustus_masked-flattened_line_0-processed-gene-27.136-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-27.136&CDS=1-621
OG0001922	YJL066C	augustus_masked-flattened_line_6-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.18&CDS=1-747
OG0001923	YJL068C	augustus_masked-flattened_line_0-processed-gene-27.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-27.109&CDS=1-858
OG0001924	YJL069C	augustus_masked-flattened_line_4-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.61&CDS=1-1653
OG0001925	YJL071W	augustus_masked-flattened_line_19-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.120&CDS=1-1146
OG0001926	YJL072C	augustus_masked-flattened_line_19-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.10&CDS=1-567
OG0001927	YJL074C	augustus_masked-flattened_line_28-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.123&CDS=1-3612
OG0001928	YJL080C	augustus_masked-flattened_line_21-processed-gene-2.222-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.222&CDS=1-3717
OG0001929	YJL081C	augustus_masked-flattened_line_30-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.73&CDS=1-1494
OG0001930	YJL087C	augustus_masked-flattened_line_40-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.87&CDS=1-2442
OG0001931	YJL088W	augustus_masked-flattened_line_40-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.117&CDS=1-969
OG0001932	YJL090C	augustus_masked-flattened_line_26-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.137&CDS=1-1800
OG0001933	YJL091C	snap_masked-flattened_line_21-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.31&CDS=1-1422
OG0001934	YJL092W	augustus_masked-flattened_line_6-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.112&CDS=1-2670
OG0001935	YJL093C	augustus_masked-flattened_line_4-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.139&CDS=1-1797
OG0001936	YJL094C	augustus_masked-flattened_line_32-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.98&CDS=1-2457
OG0001937	YJL095W	augustus_masked-flattened_line_0-processed-gene-28.177-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.177&CDS=1-4536
OG0001938	YJL096W	augustus_masked-flattened_line_0-processed-gene-28.178-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.178&CDS=1-528
OG0001939	YJL097W	augustus_masked-flattened_line_0-processed-gene-15.82-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-15.82&CDS=1-630
OG0001940	YJL100W	augustus_masked-flattened_line_0-processed-gene-26.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-26.18&CDS=1-2097
OG0001941	YJL101C	augustus_masked-flattened_line_0-processed-gene-25.68-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-25.68&CDS=1-1899
OG0001942	YJL102W	augustus_masked-flattened_line_12-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.150&CDS=1-2466
OG0001943	YJL104W	augustus_masked-flattened_line_21-processed-gene-2.269-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.269&CDS=1-363
OG0001944	YJL108C	augustus_masked-flattened_line_21-processed-gene-2.226-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.226&CDS=1-2808
OG0001945	YJL109C	maker-flattened_line_30-augustus-gene-0.137-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.137&CDS=1-5217
OG0001946	YJL111W	snap_masked-flattened_line_10-processed-gene-3.37-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.37&CDS=1-1668
OG0001947	YJL115W	augustus_masked-flattened_line_14-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.151&CDS=1-867
