	Saccharomyces_cerevisiae	yHAB134_Kazachstania_turicensis
OG0002215	YIL162W	augustus_masked-scf7180000049494-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000049494-processed-gene-0.15&CDS=1-1632
OG0002216	YIL164C	genemark-scf7180000049431-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000049431-processed-gene-0.5&CDS=1-966
OG0002217	YIL165C	maker-scf7180000049431-snap-gene-0.45-mRNA-1_1&gene=maker-scf7180000049431-snap-gene-0.45&CDS=1-234
OG0002218	YIL171W	augustus_masked-scf7180000049375-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049375-processed-gene-0.1&CDS=1-255
OG0002219	YIR001C	snap_masked-scf7180000049504-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scf7180000049504-processed-gene-0.44&CDS=1-384
OG0002220	YIR002C	augustus_masked-scf7180000049502-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000049502-processed-gene-0.65&CDS=1-2928
OG0002221	YIR003W	augustus_masked-scf7180000049502-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000049502-processed-gene-0.86&CDS=1-2244
OG0002222	YIR004W	augustus_masked-scf7180000049572-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.98&CDS=1-1287
OG0002223	YIR005W	augustus_masked-scf7180000049502-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000049502-processed-gene-0.85&CDS=1-420
OG0002224	YIR006C	maker-scf7180000049566-snap-gene-2.3-mRNA-1_1&gene=maker-scf7180000049566-snap-gene-2.3&CDS=1-4152
OG0002225	YIR007W	augustus_masked-scf7180000049502-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000049502-processed-gene-0.84&CDS=1-2247
OG0002226	YIR008C	augustus_masked-scf7180000049502-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000049502-processed-gene-0.64&CDS=1-1149
OG0002227	YIR009W	snap_masked-scf7180000049502-processed-gene-0.136-mRNA-1_1&gene=snap_masked-scf7180000049502-processed-gene-0.136&CDS=1-273
OG0002228	YIR010W	snap_masked-scf7180000049587-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000049587-processed-gene-0.11&CDS=1-1863
OG0002229	YIR011C	augustus_masked-scf7180000049465-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000049465-processed-gene-0.50&CDS=1-1146
OG0002230	YIR012W	augustus_masked-scf7180000049587-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scf7180000049587-processed-gene-0.82&CDS=1-1311
OG0002231	YIR022W	snap_masked-scf7180000049530-processed-gene-0.74-mRNA-1_1&gene=snap_masked-scf7180000049530-processed-gene-0.74&CDS=1-507
OG0002232	YIR023W	snap_masked-scf7180000049588-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scf7180000049588-processed-gene-0.104&CDS=1-2874
OG0002233	YIR024C	snap_masked-scf7180000049588-processed-gene-0.83-mRNA-1_1&gene=snap_masked-scf7180000049588-processed-gene-0.83&CDS=1-699
OG0002234	YIR026C	augustus_masked-scf7180000049588-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-0.4&CDS=1-1119
OG0002235	YIR029W	genemark-scf7180000049415-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000049415-processed-gene-0.14&CDS=1-4119
OG0002236	YIR032C	augustus_masked-scf7180000049430-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000049430-processed-gene-0.5&CDS=1-609
OG0002237	YIR034C	augustus_masked-scf7180000049588-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-0.2&CDS=1-1116
OG0002238	YIR035C	augustus_masked-scf7180000049502-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000049502-processed-gene-0.52&CDS=1-759
OG0002239	YJL001W	augustus_masked-scf7180000049561-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000049561-processed-gene-0.34&CDS=1-648
OG0002240	YJL002C	augustus_masked-scf7180000049561-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000049561-processed-gene-0.22&CDS=1-1413
OG0002241	YJL003W	snap_masked-scf7180000049566-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000049566-processed-gene-0.39&CDS=1-354
OG0002242	YJL004C	augustus_masked-scf7180000049566-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-0.95&CDS=1-630
OG0002243	YJL005W	snap_masked-scf7180000049566-processed-gene-1.85-mRNA-1_1&gene=snap_masked-scf7180000049566-processed-gene-1.85&CDS=1-5067
OG0002244	YJL006C	augustus_masked-scf7180000049583-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-scf7180000049583-processed-gene-0.134&CDS=1-984
OG0002245	YJL008C	augustus_masked-scf7180000049539-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000049539-processed-gene-0.75&CDS=1-1689
OG0002246	YJL010C	augustus_masked-scf7180000049539-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000049539-processed-gene-0.76&CDS=1-2049
OG0002247	YJL011C	augustus_masked-scf7180000049566-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-0.84&CDS=1-492
OG0002248	YJL012C	maker-scf7180000049566-augustus-gene-0.111-mRNA-1_1&gene=maker-scf7180000049566-augustus-gene-0.111&CDS=1-4338
OG0002249	YJL014W	augustus_masked-scf7180000049590-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-0.107&CDS=1-1656
OG0002250	YJL016W	augustus_masked-scf7180000049585-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-1.22&CDS=1-1596
OG0002251	YJL019W	augustus_masked-scf7180000049585-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-1.21&CDS=1-2055
OG0002252	YJL020C	augustus_masked-scf7180000049585-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-1.34&CDS=1-2907
OG0002253	YJL023C	snap_masked-scf7180000049585-processed-gene-1.119-mRNA-1_1&gene=snap_masked-scf7180000049585-processed-gene-1.119&CDS=1-840
OG0002254	YJL024C	augustus_masked-scf7180000049563-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000049563-processed-gene-0.30&CDS=1-609
OG0002255	YJL025W	snap_masked-scf7180000049563-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scf7180000049563-processed-gene-0.81&CDS=1-1713
OG0002256	YJL026W	augustus_masked-scf7180000049563-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000049563-processed-gene-0.15&CDS=1-1188
OG0002257	YJL029C	augustus_masked-scf7180000049566-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-0.94&CDS=1-2352
OG0002258	YJL030W	augustus_masked-scf7180000049583-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-scf7180000049583-processed-gene-0.133&CDS=1-624
OG0002259	YJL031C	augustus_masked-scf7180000049583-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scf7180000049583-processed-gene-0.103&CDS=1-912
OG0002260	YJL033W	augustus_masked-scf7180000049566-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-0.106&CDS=1-2295
OG0002261	YJL034W	augustus_masked-scf7180000049566-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-0.107&CDS=1-2046
OG0002262	YJL035C	snap_masked-scf7180000049553-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scf7180000049553-processed-gene-0.56&CDS=1-765
OG0002263	YJL036W	augustus_masked-scf7180000049553-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000049553-processed-gene-0.44&CDS=1-1242
OG0002264	YJL039C	augustus_masked-scf7180000049566-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-0.93&CDS=1-5076
OG0002265	YJL041W	augustus_masked-scf7180000049539-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000049539-processed-gene-0.94&CDS=1-2613
OG0002266	YJL042W	augustus_masked-scf7180000049539-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scf7180000049539-processed-gene-0.95&CDS=1-4293
OG0002267	YJL044C	snap_masked-scf7180000049539-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000049539-processed-gene-0.1&CDS=1-1386
OG0002268	YJL046W	augustus_masked-scf7180000049586-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-2.48&CDS=1-1104
OG0002269	YJL047C	snap_masked-scf7180000049586-processed-gene-2.5-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-2.5&CDS=1-2517
OG0002270	YJL049W	augustus_masked-scf7180000049586-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-2.45&CDS=1-1362
OG0002271	YJL050W	augustus_masked-scf7180000049586-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-2.44&CDS=1-3186
OG0002272	YJL051W	augustus_masked-scf7180000049586-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-1.20&CDS=1-2478
OG0002273	YJL053W	maker-scf7180000049586-augustus-gene-1.31-mRNA-1_1&gene=maker-scf7180000049586-augustus-gene-1.31&CDS=1-2607
OG0002274	YJL055W	augustus_masked-scf7180000049586-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-1.18&CDS=1-717
OG0002275	YJL056C	snap_masked-scf7180000049586-processed-gene-1.103-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-1.103&CDS=1-2634
OG0002276	YJL057C	genemark-scf7180000049448-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000049448-processed-gene-0.65&CDS=1-1821
OG0002277	YJL059W	genemark-scf7180000049448-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000049448-processed-gene-0.47&CDS=1-984
OG0002278	YJL060W	augustus_masked-scf7180000049448-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049448-processed-gene-0.17&CDS=1-1299
OG0002279	YJL061W	snap_masked-scf7180000049448-processed-gene-0.83-mRNA-1_1&gene=snap_masked-scf7180000049448-processed-gene-0.83&CDS=1-2193
OG0002280	YJL062W	augustus_masked-scf7180000049448-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000049448-processed-gene-0.15&CDS=1-2481
OG0002281	YJL062W-A	augustus_masked-scf7180000049493-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.102&CDS=1-267
OG0002282	YJL063C	augustus_masked-scf7180000049493-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.134&CDS=1-759
OG0002283	YJL069C	augustus_masked-scf7180000049448-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000049448-processed-gene-0.30&CDS=1-3666
OG0002284	YJL070C	augustus_masked-scf7180000049579-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-scf7180000049579-processed-gene-1.171&CDS=1-2568
OG0002285	YJL071W	augustus_masked-scf7180000049579-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-scf7180000049579-processed-gene-1.196&CDS=1-1707
OG0002286	YJL072C	augustus_masked-scf7180000049579-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-scf7180000049579-processed-gene-1.172&CDS=1-732
OG0002287	YJL073W	augustus_masked-scf7180000049579-processed-gene-1.197-mRNA-1_1&gene=augustus_masked-scf7180000049579-processed-gene-1.197&CDS=1-1962
OG0002288	YJL074C	augustus_masked-scf7180000049579-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-scf7180000049579-processed-gene-1.173&CDS=1-3663
OG0002289	YJL080C	augustus_masked-scf7180000048957-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000048957-processed-gene-0.2&CDS=1-3642
OG0002290	YJL081C	augustus_masked-scf7180000048983-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000048983-processed-gene-0.2&CDS=1-1485
OG0002291	YJL087C	snap_masked-scf7180000048807-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000048807-processed-gene-0.4&CDS=1-1962
OG0002292	YJL091C	augustus_masked-scf7180000049345-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000049345-processed-gene-0.2&CDS=1-1443
OG0002293	YJL092W	augustus_masked-scf7180000049345-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000049345-processed-gene-0.5&CDS=1-3231
OG0002294	YJL093C	augustus_masked-scf7180000049034-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000049034-processed-gene-0.0&CDS=1-2097
OG0002295	YJL094C	augustus_masked-scf7180000049034-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000049034-processed-gene-0.2&CDS=1-2661
OG0002296	YJL101C	augustus_masked-scf7180000049493-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.123&CDS=1-2013
OG0002297	YJL106W	augustus_masked-scf7180000049472-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.28&CDS=1-2298
OG0002298	YJL108C	augustus_masked-scf7180000049472-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.11&CDS=1-2424
OG0002299	YJL109C	augustus_masked-scf7180000049472-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.12&CDS=1-5259
OG0002300	YJL110C	augustus_masked-scf7180000049472-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000049472-processed-gene-0.13&CDS=1-1371
OG0002301	YJL111W	augustus_masked-scf7180000049493-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.85&CDS=1-1653
OG0002302	YJL115W	augustus_masked-scf7180000049543-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000049543-processed-gene-0.26&CDS=1-885
OG0002303	YJL117W	augustus_masked-scf7180000049543-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000049543-processed-gene-0.27&CDS=1-930
OG0002304	YJL121C	augustus_masked-scf7180000049556-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049556-processed-gene-0.1&CDS=1-2376
OG0002305	YJL122W	augustus_masked-scf7180000049556-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000049556-processed-gene-0.13&CDS=1-531
OG0002306	YJL123C	augustus_masked-scf7180000049556-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000049556-processed-gene-0.2&CDS=1-1347
OG0002307	YJL124C	augustus_masked-scf7180000049556-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000049556-processed-gene-0.3&CDS=1-573
OG0002308	YJL125C	augustus_masked-scf7180000049556-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000049556-processed-gene-0.4&CDS=1-1149
OG0002309	YJL126W	augustus_masked-scf7180000049556-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000049556-processed-gene-0.14&CDS=1-906
OG0002310	YJL127C	snap_masked-scf7180000049556-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scf7180000049556-processed-gene-0.55&CDS=1-1986
OG0002311	YJL128C	augustus_masked-scf7180000049482-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000049482-processed-gene-0.8&CDS=1-2223
OG0002312	YJL130C	augustus_masked-scf7180000049482-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000049482-processed-gene-0.10&CDS=1-6657
OG0002313	YJL131C	augustus_masked-scf7180000049482-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049482-processed-gene-0.11&CDS=1-1062
OG0002314	YJL133C-A	augustus_masked-scf7180000049555-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.12&CDS=1-219
OG0002315	YJL140W	augustus_masked-scf7180000049555-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.30&CDS=1-591
OG0002316	YJL141C	augustus_masked-scf7180000049555-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.14&CDS=1-2178
OG0002317	YJL143W	augustus_masked-scf7180000049555-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.31&CDS=1-486
OG0002318	YJL144W	augustus_masked-scf7180000049555-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.32&CDS=1-282
OG0002319	YJL145W	snap_masked-scf7180000049555-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scf7180000049555-processed-gene-0.104&CDS=1-873
OG0002320	YJL146W	snap_masked-scf7180000049555-processed-gene-0.105-mRNA-1_1&gene=snap_masked-scf7180000049555-processed-gene-0.105&CDS=1-1500
OG0002321	YJL147C	snap_masked-scf7180000049555-processed-gene-0.84-mRNA-1_1&gene=snap_masked-scf7180000049555-processed-gene-0.84&CDS=1-1167
OG0002322	YJL148W	augustus_masked-scf7180000049493-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-0.101&CDS=1-756
OG0002323	YJL149W	augustus_masked-scf7180000049555-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.34&CDS=1-2019
OG0002324	YJL151C	augustus_masked-scf7180000049555-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049555-processed-gene-0.17&CDS=1-408
OG0002325	YJL153C	augustus_masked-scf7180000049579-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-scf7180000049579-processed-gene-1.189&CDS=1-1632
OG0002326	YJL154C	augustus_masked-scf7180000049493-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-0.117&CDS=1-2673
OG0002327	YJL155C	augustus_masked-scf7180000049579-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-scf7180000049579-processed-gene-1.161&CDS=1-1353
OG0002328	YJL157C	snap_masked-scf7180000049579-processed-gene-1.27-mRNA-1_1&gene=snap_masked-scf7180000049579-processed-gene-1.27&CDS=1-2175
OG0002329	YJL158C	snap_masked-scf7180000049579-processed-gene-1.28-mRNA-1_1&gene=snap_masked-scf7180000049579-processed-gene-1.28&CDS=1-660
OG0002330	YJL161W	augustus_masked-scf7180000049579-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-scf7180000049579-processed-gene-1.191&CDS=1-504
OG0002331	YJL163C	augustus_masked-scf7180000049493-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-0.114&CDS=1-1701
OG0002332	YJL166W	augustus_masked-scf7180000049579-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-scf7180000049579-processed-gene-1.192&CDS=1-279
OG0002333	YJL167W	augustus_masked-scf7180000049493-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-0.94&CDS=1-1047
OG0002334	YJL168C	augustus_masked-scf7180000049579-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-scf7180000049579-processed-gene-1.166&CDS=1-2292
OG0002335	YJL171C	augustus_masked-scf7180000049525-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.139&CDS=1-1179
OG0002336	YJL172W	maker-scf7180000049525-augustus-gene-0.196-mRNA-1_1&gene=maker-scf7180000049525-augustus-gene-0.196&CDS=1-1677
OG0002337	YJL173C	augustus_masked-scf7180000049525-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.140&CDS=1-357
OG0002338	YJL176C	maker-scf7180000049525-snap-gene-0.65-mRNA-1_1&gene=maker-scf7180000049525-snap-gene-0.65&CDS=1-3633
OG0002339	YJL178C	augustus_masked-scf7180000049525-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.142&CDS=1-852
OG0002340	YJL179W	augustus_masked-scf7180000049525-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.169&CDS=1-345
OG0002341	YJL180C	augustus_masked-scf7180000049525-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.143&CDS=1-1005
OG0002342	YJL183W	augustus_masked-scf7180000049525-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.171&CDS=1-1254
OG0002343	YJL184W	augustus_masked-scf7180000049525-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.172&CDS=1-396
OG0002344	YJL187C	augustus_masked-scf7180000049525-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.144&CDS=1-2649
OG0002345	YJL189W	augustus_masked-scf7180000048838-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000048838-processed-gene-0.1&CDS=1-147
OG0002346	YJL192C	augustus_masked-scf7180000049525-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.146&CDS=1-678
OG0002347	YJL193W	snap_masked-scf7180000049525-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000049525-processed-gene-0.43&CDS=1-1113
OG0002348	YJL194W	snap_masked-scf7180000049525-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scf7180000049525-processed-gene-0.44&CDS=1-1665
OG0002349	YJL197W	augustus_masked-scf7180000049525-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.177&CDS=1-3684
OG0002350	YJL200C	augustus_masked-scf7180000049525-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.148&CDS=1-2367
