	Candida_carpophila	Saccharomyces_cerevisiae
OG0001286	-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.88&CDS=1-4626	YNR033W
OG0001287	-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.89&CDS=1-1818	YMR258C
OG0001288	-processed-gene-9.90-mRNA-1_1&gene=augustus_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.90&CDS=1-1020	YMR256C
OG0001289	-processed-gene-9.113-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.113&CDS=1-1662	YNL308C
OG0001290	-processed-gene-9.12-mRNA-1_1&gene=snap_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.12&CDS=1-1953	YBR043C
OG0001291	-processed-gene-9.137-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.137&CDS=1-2241	YBR102C
OG0001292	-processed-gene-9.116-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.116&CDS=1-1503	YBR103W
OG0001293	-processed-gene-9.138-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.138&CDS=1-360	YPR063C
OG0001294	-processed-gene-9.117-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.117&CDS=1-1083	YPR056W
OG0001295	-processed-gene-9.141-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.141&CDS=1-4914	YBR097W
OG0001296	-snap-gene-9.59-mRNA-1_1&gene=maker-gi|1002316125|dbj|BCGK01000005.1|-snap-gene-9.59&CDS=1-774	YDR064W
OG0001297	-processed-gene-9.118-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.118&CDS=1-1662	YFR028C
OG0001298	-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.77&CDS=1-1677	YER140W
OG0001299	-processed-gene-9.146-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.146&CDS=1-1485	YER141W
OG0001300	-processed-gene-9.122-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.122&CDS=1-1965	YBR041W
OG0001301	-processed-gene-9.147-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.147&CDS=1-1248	YCR012W
OG0001302	-processed-gene-9.123-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.123&CDS=1-855	YBR101C
OG0001303	-processed-gene-9.124-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-9.124&CDS=1-3279	YPR055W
OG0001304	-processed-gene-10.10-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.10&CDS=1-657	YPR124W
OG0001305	-processed-gene-10.7-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.7&CDS=1-1770	YMR120C
OG0001306	-processed-gene-10.8-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.8&CDS=1-1959	YOR254C
OG0001307	-processed-gene-10.13-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.13&CDS=1-519	YOR253W
OG0001308	-augustus-gene-10.197-mRNA-1_1&gene=maker-gi|1002316125|dbj|BCGK01000005.1|-augustus-gene-10.197&CDS=1-2196	YPL169C
OG0001309	-processed-gene-10.15-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.15&CDS=1-1341	YPL175W
OG0001310	-snap-gene-10.0-mRNA-1_1&gene=maker-gi|1002316125|dbj|BCGK01000005.1|-snap-gene-10.0&CDS=1-477	YOR257W
OG0001311	-processed-gene-10.17-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.17&CDS=1-930	YPL173W
OG0001312	-processed-gene-10.62-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.62&CDS=1-1254	YOR259C
OG0001313	-processed-gene-10.18-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.18&CDS=1-1380	YOR260W
OG0001314	-processed-gene-10.63-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.63&CDS=1-645	YJR056C
OG0001315	-processed-gene-10.222-mRNA-1_1&gene=snap_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.222&CDS=1-645	YLR268W
OG0001316	-processed-gene-10.20-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.20&CDS=1-1656	YGL124C
OG0001317	-processed-gene-10.64-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.64&CDS=1-762	YHR038W
OG0001318	-processed-gene-10.65-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.65&CDS=1-1023	YHR085W
OG0001319	-processed-gene-10.21-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.21&CDS=1-1344	YGL247W
OG0001320	-processed-gene-10.22-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.22&CDS=1-2007	YOR273C
OG0001321	-processed-gene-10.159-mRNA-1_1&gene=augustus_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.159&CDS=1-1440	YDL159W
OG0001322	-processed-gene-10.68-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.68&CDS=1-1236	YOL041C
OG0001323	-processed-gene-10.24-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.24&CDS=1-1476	YAL013W
OG0001324	-processed-gene-10.228-mRNA-1_1&gene=snap_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.228&CDS=1-1542	YLR330W
OG0001325	-processed-gene-10.69-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.69&CDS=1-366	YGR020C
OG0001326	-processed-gene-10.229-mRNA-1_1&gene=snap_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.229&CDS=1-837	YGR021W
OG0001327	-processed-gene-10.272-mRNA-1_1&gene=snap_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.272&CDS=1-234	YPR010C-A
OG0001328	-processed-gene-10.273-mRNA-1_1&gene=snap_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.273&CDS=1-948	YPR011C
OG0001329	-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.128&CDS=1-3168	YOR212W
OG0001330	-augustus-gene-10.203-mRNA-1_1&gene=maker-gi|1002316125|dbj|BCGK01000005.1|-augustus-gene-10.203&CDS=1-1311	YPL129W
OG0001331	-augustus-gene-10.204-mRNA-1_1&gene=maker-gi|1002316125|dbj|BCGK01000005.1|-augustus-gene-10.204&CDS=1-1329	YOR236W
OG0001332	-processed-gene-10.168-mRNA-1_1&gene=augustus_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.168&CDS=1-564	YGR017W
OG0001333	-processed-gene-10.75-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.75&CDS=1-2784	YGL201C
OG0001334	-processed-gene-10.77-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.77&CDS=1-2511	YBL066C
OG0001335	-processed-gene-10.78-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.78&CDS=1-999	YER095W
OG0001336	-processed-gene-10.79-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.79&CDS=1-747	YOR004W
OG0001337	-processed-gene-10.238-mRNA-1_1&gene=snap_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.238&CDS=1-708	YOR232W
OG0001338	-processed-gene-10.36-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.36&CDS=1-1134	YIL094C
OG0001339	-processed-gene-10.288-mRNA-1_1&gene=snap_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.288&CDS=1-1338	YNL022C
OG0001340	-processed-gene-10.81-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.81&CDS=1-2376	YNL021W
OG0001341	-processed-gene-10.82-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.82&CDS=1-1119	YNL035C
OG0001342	-processed-gene-10.39-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.39&CDS=1-1758	YNL039W
OG0001343	-processed-gene-10.40-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.40&CDS=1-699	YNL038W
OG0001344	-processed-gene-10.41-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.41&CDS=1-3918	YDL240W
OG0001345	-processed-gene-10.83-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.83&CDS=1-1467	YOL137W
OG0001346	-processed-gene-10.42-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.42&CDS=1-819	YGL221C
OG0001347	-processed-gene-10.293-mRNA-1_1&gene=snap_masked-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.293&CDS=1-837	YEL019C
OG0001348	-processed-gene-10.89-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.89&CDS=1-1359	YOR375C
OG0001349	-processed-gene-10.90-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.90&CDS=1-1290	YJL054W
OG0001350	-processed-gene-10.91-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.91&CDS=1-1221	YNR029C
OG0001351	-processed-gene-10.43-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.43&CDS=1-1842	YNR030W
OG0001352	-processed-gene-10.44-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.44&CDS=1-4452	YJL095W
OG0001353	-processed-gene-10.93-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.93&CDS=1-462	YJL096W
OG0001354	-processed-gene-10.45-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.45&CDS=1-2535	YKR028W
OG0001355	-processed-gene-10.94-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.94&CDS=1-1029	YNL191W
OG0001356	-processed-gene-10.48-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.48&CDS=1-618	YJL097W
OG0001357	-augustus-gene-10.207-mRNA-1_1&gene=maker-gi|1002316125|dbj|BCGK01000005.1|-augustus-gene-10.207&CDS=1-7731	YJL005W
OG0001358	-processed-gene-10.49-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.49&CDS=1-1980	YLL007C
OG0001359	-processed-gene-10.50-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.50&CDS=1-2070	YLL008W
OG0001360	-processed-gene-10.51-mRNA-1_1&gene=genemark-gi|1002316125|dbj|BCGK01000005.1|-processed-gene-10.51&CDS=1-543	YJL004C
OG0001361	-processed-gene-0.121-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-0.121&CDS=1-1086	YBR087W
OG0001362	-snap-gene-0.0-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-snap-gene-0.0&CDS=1-651	YKL041W
OG0001363	-augustus-gene-0.64-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-0.64&CDS=1-3909	YPR047W
OG0001364	-processed-gene-0.19-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-0.19&CDS=1-1659	YKR008W
OG0001365	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-0.50&CDS=1-1455	YMR023C
OG0001366	-processed-gene-0.21-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-0.21&CDS=1-792	YOR311C
OG0001367	-processed-gene-0.157-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-0.157&CDS=1-627	YOR289W
OG0001368	-processed-gene-0.160-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-0.160&CDS=1-300	YDR377W
OG0001369	-processed-gene-0.161-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-0.161&CDS=1-255	YDR378C
OG0001370	-processed-gene-0.130-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-0.130&CDS=1-1521	YDR376W
OG0001371	-augustus-gene-0.67-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-0.67&CDS=1-1830	YKL053C-A
OG0001372	-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.0&CDS=1-1866	YML042W
OG0001373	-processed-gene-1.49-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.49&CDS=1-3231	YPR049C
OG0001374	-processed-gene-1.50-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.50&CDS=1-510	YBR137W
OG0001375	-processed-gene-1.51-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.51&CDS=1-960	YBR095C
OG0001376	-processed-gene-1.52-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.52&CDS=1-777	YBR088C
OG0001377	-processed-gene-1.136-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.136&CDS=1-522	YPR051W
OG0001378	-processed-gene-1.53-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.53&CDS=1-1080	YKL060C
OG0001379	-processed-gene-1.79-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.79&CDS=1-312	YBR091C
OG0001380	-processed-gene-1.54-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.54&CDS=1-2061	YBR094W
OG0001381	-processed-gene-1.55-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.55&CDS=1-1854	YKL054C
OG0001382	-processed-gene-1.57-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.57&CDS=1-1344	YMR027W
OG0001383	-processed-gene-1.81-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.81&CDS=1-369	YKL058W
OG0001384	-processed-gene-1.58-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.58&CDS=1-1341	YKL059C
OG0001385	-augustus-gene-1.100-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-1.100&CDS=1-2718	YOR303W
OG0001386	-snap-gene-1.153-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-snap-gene-1.153&CDS=1-1539	YMR226C
OG0001387	-processed-gene-1.83-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.83&CDS=1-1107	YGL211W
OG0001388	-processed-gene-1.84-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.84&CDS=1-2508	YMR309C
OG0001389	-processed-gene-1.85-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.85&CDS=1-1329	YLR097C
OG0001390	-processed-gene-1.65-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.65&CDS=1-2982	YLR196W
OG0001391	-processed-gene-1.87-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.87&CDS=1-1827	YER036C
OG0001392	-processed-gene-1.66-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.66&CDS=1-6588	YFL007W
OG0001393	-snap-gene-1.154-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-snap-gene-1.154&CDS=1-1296	YGR058W
OG0001394	-processed-gene-1.127-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.127&CDS=1-1044	YLR363C
OG0001395	-processed-gene-1.71-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.71&CDS=1-1080	YMR228W
OG0001396	-processed-gene-1.92-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.92&CDS=1-2175	YMR061W
OG0001397	-processed-gene-1.72-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.72&CDS=1-975	YMR060C
OG0001398	-processed-gene-1.73-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.73&CDS=1-1314	YKL077W
OG0001399	-processed-gene-1.74-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.74&CDS=1-1404	YKL175W
OG0001400	-processed-gene-1.76-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.76&CDS=1-1203	YMR243C
OG0001401	-processed-gene-1.95-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.95&CDS=1-1269	YHL020C
OG0001402	-processed-gene-1.96-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-1.96&CDS=1-1692	YKR093W
OG0001403	-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.0&CDS=1-9903	YMR229C
OG0001404	-snap-gene-2.136-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-snap-gene-2.136&CDS=1-3087	YML131W
OG0001405	-processed-gene-2.57-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.57&CDS=1-1266	YNL323W
OG0001406	-processed-gene-2.37-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.37&CDS=1-1305	YBR143C
OG0001407	-processed-gene-2.58-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.58&CDS=1-2217	YBR142W
OG0001408	-processed-gene-2.38-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.38&CDS=1-1035	YBR141C
OG0001409	-processed-gene-2.59-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.59&CDS=1-1530	YKR034W
OG0001410	-processed-gene-2.42-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.42&CDS=1-933	YDR337W
OG0001411	-processed-gene-2.60-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.60&CDS=1-576	YJR112W
OG0001412	-processed-gene-2.43-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.43&CDS=1-882	YBL050W
OG0001413	-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.22&CDS=1-3444	YJR109C
OG0001414	-processed-gene-2.45-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.45&CDS=1-462	YDR437W
OG0001415	-processed-gene-2.63-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.63&CDS=1-2772	YBR017C
OG0001416	-processed-gene-2.64-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.64&CDS=1-1848	YAR014C
OG0001417	-processed-gene-2.67-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.67&CDS=1-3030	YGR125W
OG0001418	-processed-gene-2.68-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.68&CDS=1-1671	YDL017W
OG0001419	-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.8&CDS=1-1605	YGR165W
OG0001420	-processed-gene-2.69-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.69&CDS=1-999	YPR110C
OG0001421	-processed-gene-2.71-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.71&CDS=1-3480	YGR090W
OG0001422	-processed-gene-2.49-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.49&CDS=1-2184	YHR072W
OG0001423	-processed-gene-2.72-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.72&CDS=1-1947	YIR027C
OG0001424	-processed-gene-2.76-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.76&CDS=1-1410	YER122C
OG0001425	-augustus-gene-2.133-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-2.133&CDS=1-2631	YBL098W
OG0001426	-processed-gene-2.127-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.127&CDS=1-2166	YIL031W
OG0001427	-augustus-gene-2.130-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-2.130&CDS=1-819	YBL095W
OG0001428	-processed-gene-2.51-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.51&CDS=1-906	YOR074C
OG0001429	-processed-gene-3.4-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.4&CDS=1-1563	YOR073W
OG0001430	-processed-gene-2.52-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.52&CDS=1-312	YKR083C
OG0001431	-augustus-gene-3.60-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-3.60&CDS=1-4350	YKR081C
OG0001432	-processed-gene-2.53-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-2.53&CDS=1-372	YKL086W
OG0001433	-processed-gene-3.120-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.120&CDS=1-1419	YPR161C
OG0001434	-processed-gene-3.13-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.13&CDS=1-864	YOR065W
OG0001435	-processed-gene-3.36-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.36&CDS=1-432	YKR074W
OG0001436	-processed-gene-3.145-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.145&CDS=1-990	YOR061W
OG0001437	-processed-gene-3.39-mRNA-1_1&gene=snap_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.39&CDS=1-840	YNL284C
OG0001438	-processed-gene-3.124-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.124&CDS=1-441	YDR512C
OG0001439	-processed-gene-3.147-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.147&CDS=1-1431	YIL118W
OG0001440	-processed-gene-3.148-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.148&CDS=1-1323	YOR320C
OG0001441	-processed-gene-3.125-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.125&CDS=1-4440	YNL139C
OG0001442	-processed-gene-3.149-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.149&CDS=1-1227	YPR186C
OG0001443	-processed-gene-3.126-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.126&CDS=1-4551	YPR184W
OG0001444	-snap-gene-3.1-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-snap-gene-3.1&CDS=1-2064	YGR194C
OG0001445	-processed-gene-3.131-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.131&CDS=1-1533	YJR003C
OG0001446	-processed-gene-3.132-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.132&CDS=1-1113	YIR034C
OG0001447	-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.98&CDS=1-1167	YKL021C
OG0001448	-processed-gene-3.134-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.134&CDS=1-1908	YKL022C
OG0001449	-processed-gene-3.135-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.135&CDS=1-1197	YGR223C
OG0001450	-processed-gene-3.151-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.151&CDS=1-1053	YGR222W
OG0001451	-processed-gene-3.136-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.136&CDS=1-2286	YLL013C
OG0001452	-processed-gene-3.155-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.155&CDS=1-852	YIL043C
OG0001453	-processed-gene-3.156-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.156&CDS=1-1797	YER049W
OG0001454	-processed-gene-3.137-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.137&CDS=1-1584	YER052C
OG0001455	-processed-gene-3.157-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.157&CDS=1-972	YIL041W
OG0001456	-processed-gene-3.158-mRNA-1_1&gene=genemark-gi|1002316126|dbj|BCGK01000004.1|-processed-gene-3.158&CDS=1-1533	YHR137W
OG0001457	-augustus-gene-3.64-mRNA-1_1&gene=maker-gi|1002316126|dbj|BCGK01000004.1|-augustus-gene-3.64&CDS=1-1386	YLR212C
