	Metschnikowia_drakensbergensis	Saccharomyces_cerevisiae
OG0001607	augustus_masked-draA_s37-processed-gene-1.257-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-1.257&CDS=1-660	YLR075W
OG0001608	snap_masked-draA_s37-processed-gene-1.125-mRNA-1_1&gene=snap_masked-draA_s37-processed-gene-1.125&CDS=1-489	YLR074C
OG0001609	snap_masked-draA_s37-processed-gene-1.126-mRNA-1_1&gene=snap_masked-draA_s37-processed-gene-1.126&CDS=1-1503	YDR299W
OG0001610	augustus_masked-draA_s37-processed-gene-1.258-mRNA-1_1&gene=augustus_masked-draA_s37-processed-gene-1.258&CDS=1-1437	YNL081C
OG0001611	genemark-draA_s37-processed-gene-1.35-mRNA-1_1&gene=genemark-draA_s37-processed-gene-1.35&CDS=1-231	YDR378C
OG0001612	snap_masked-draA_s37-processed-gene-1.128-mRNA-1_1&gene=snap_masked-draA_s37-processed-gene-1.128&CDS=1-300	YDR377W
OG0001613	augustus_masked-draA_s39-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-0.64&CDS=1-849	YKL154W
OG0001614	augustus_masked-draA_s39-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-0.65&CDS=1-1131	YGL148W
OG0001615	augustus_masked-draA_s39-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-0.48&CDS=1-2097	YER130C
OG0001616	augustus_masked-draA_s39-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-0.68&CDS=1-2409	YKR024C
OG0001617	snap_masked-draA_s39-processed-gene-0.30-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-0.30&CDS=1-888	YKR025W
OG0001618	augustus_masked-draA_s39-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-0.53&CDS=1-3606	YGL094C
OG0001619	snap_masked-draA_s39-processed-gene-0.34-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-0.34&CDS=1-222	YPL183W-A
OG0001620	augustus_masked-draA_s39-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-0.72&CDS=1-747	YMR193W
OG0001621	genemark-draA_s39-processed-gene-0.101-mRNA-1_1&gene=genemark-draA_s39-processed-gene-0.101&CDS=1-2142	YHR205W
OG0001622	maker-draA_s39-snap-gene-0.85-mRNA-1_1&gene=maker-draA_s39-snap-gene-0.85&CDS=1-3288	YLL031C
OG0001623	augustus_masked-draA_s39-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-0.58&CDS=1-2766	YGL167C
OG0001624	augustus_masked-draA_s39-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-0.73&CDS=1-828	YLR290C
OG0001625	genemark-draA_s39-processed-gene-0.106-mRNA-1_1&gene=genemark-draA_s39-processed-gene-0.106&CDS=1-900	YJR142W
OG0001626	augustus_masked-draA_s39-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-0.78&CDS=1-303	YDR469W
OG0001627	augustus_masked-draA_s39-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-0.62&CDS=1-705	YDR468C
OG0001628	augustus_masked-draA_s39-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.45&CDS=1-954	YDR392W
OG0001629	augustus_masked-draA_s39-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.46&CDS=1-2592	YOR144C
OG0001630	augustus_masked-draA_s39-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.47&CDS=1-615	YOR148C
OG0001631	augustus_masked-draA_s39-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.48&CDS=1-783	YOR145C
OG0001632	snap_masked-draA_s39-processed-gene-1.101-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-1.101&CDS=1-672	YHR013C
OG0001633	snap_masked-draA_s39-processed-gene-1.102-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-1.102&CDS=1-741	YDR472W
OG0001634	snap_masked-draA_s39-processed-gene-1.81-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-1.81&CDS=1-1353	YOR023C
OG0001635	augustus_masked-draA_s39-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.66&CDS=1-1443	YHR109W
OG0001636	augustus_masked-draA_s39-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.51&CDS=1-810	YLR192C
OG0001637	augustus_masked-draA_s39-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.53&CDS=1-2682	YHR182W
OG0001638	augustus_masked-draA_s39-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.55&CDS=1-528	YOL129W
OG0001639	augustus_masked-draA_s39-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.56&CDS=1-603	YNL306W
OG0001640	augustus_masked-draA_s39-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.57&CDS=1-426	YOL127W
OG0001641	augustus_masked-draA_s39-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.58&CDS=1-2280	YKR090W
OG0001642	augustus_masked-draA_s39-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.70&CDS=1-903	YKR088C
OG0001643	augustus_masked-draA_s39-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.60&CDS=1-864	YJL068C
OG0001644	augustus_masked-draA_s39-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.71&CDS=1-3027	YOR181W
OG0001645	augustus_masked-draA_s39-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.72&CDS=1-735	YJL063C
OG0001646	snap_masked-draA_s39-processed-gene-1.114-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-1.114&CDS=1-192	YLR262C-A
OG0001647	augustus_masked-draA_s39-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.61&CDS=1-1035	YBR265W
OG0001648	augustus_masked-draA_s39-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.74&CDS=1-882	YLR439W
OG0001649	augustus_masked-draA_s39-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-1.62&CDS=1-261	YLR438C-A
OG0001650	snap_masked-draA_s39-processed-gene-2.43-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-2.43&CDS=1-4569	YML059C
OG0001651	augustus_masked-draA_s39-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.81&CDS=1-1962	YLR352W
OG0001652	maker-draA_s39-augustus-gene-2.112-mRNA-1_1&gene=maker-draA_s39-augustus-gene-2.112&CDS=1-1596	YPR017C
OG0001653	augustus_masked-draA_s39-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.84&CDS=1-1362	YGL181W
OG0001654	augustus_masked-draA_s39-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.86&CDS=1-735	YPR016C
OG0001655	augustus_masked-draA_s39-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.87&CDS=1-5910	YLR305C
OG0001656	augustus_masked-draA_s39-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.89&CDS=1-1314	YDR148C
OG0001657	augustus_masked-draA_s39-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.91&CDS=1-3552	YPL012W
OG0001658	augustus_masked-draA_s39-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.92&CDS=1-402	YPL013C
OG0001659	augustus_masked-draA_s39-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.103&CDS=1-927	YLR340W
OG0001660	augustus_masked-draA_s39-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.104&CDS=1-1809	YDR452W
OG0001661	augustus_masked-draA_s39-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.105&CDS=1-1056	YMR146C
OG0001662	augustus_masked-draA_s39-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.106&CDS=1-807	YDL086W
OG0001663	augustus_masked-draA_s39-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.107&CDS=1-1044	YDL100C
OG0001664	augustus_masked-draA_s39-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.95&CDS=1-1548	YPL003W
OG0001665	augustus_masked-draA_s39-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.109&CDS=1-1803	YFL002C
OG0001666	augustus_masked-draA_s39-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.96&CDS=1-1332	YFL001W
OG0001667	augustus_masked-draA_s39-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.97&CDS=1-2682	YDL057W
OG0001668	augustus_masked-draA_s39-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-2.110&CDS=1-453	YHR191C
OG0001669	augustus_masked-draA_s39-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.74&CDS=1-522	YHR193C
OG0001670	genemark-draA_s39-processed-gene-3.7-mRNA-1_1&gene=genemark-draA_s39-processed-gene-3.7&CDS=1-2856	YLR115W
OG0001671	augustus_masked-draA_s39-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.108&CDS=1-2094	YLR002C
OG0001672	augustus_masked-draA_s39-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.76&CDS=1-1566	YMR015C
OG0001673	maker-draA_s39-augustus-gene-3.132-mRNA-1_1&gene=maker-draA_s39-augustus-gene-3.132&CDS=1-2955	YJR010W
OG0001674	maker-draA_s39-augustus-gene-3.133-mRNA-1_1&gene=maker-draA_s39-augustus-gene-3.133&CDS=1-1458	YER134C
OG0001675	augustus_masked-draA_s39-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.80&CDS=1-861	YDL002C
OG0001676	augustus_masked-draA_s39-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.111&CDS=1-7539	YBL004W
OG0001677	augustus_masked-draA_s39-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.81&CDS=1-1224	YDL001W
OG0001678	augustus_masked-draA_s39-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.113&CDS=1-1491	YDR208W
OG0001679	snap_masked-draA_s39-processed-gene-3.161-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-3.161&CDS=1-321	YDR286C
OG0001680	augustus_masked-draA_s39-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.83&CDS=1-861	YIL124W
OG0001681	augustus_masked-draA_s39-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.117&CDS=1-2991	YIL125W
OG0001682	augustus_masked-draA_s39-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.118&CDS=1-522	YKR065C
OG0001683	augustus_masked-draA_s39-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.86&CDS=1-462	YIL065C
OG0001684	augustus_masked-draA_s39-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.87&CDS=1-882	YNL316C
OG0001685	snap_masked-draA_s39-processed-gene-3.204-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-3.204&CDS=1-345	YOL133W
OG0001686	augustus_masked-draA_s39-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.88&CDS=1-690	YOL135C
OG0001687	augustus_masked-draA_s39-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.120&CDS=1-2634	YKL135C
OG0001688	augustus_masked-draA_s39-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.90&CDS=1-1332	YNR050C
OG0001689	augustus_masked-draA_s39-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.121&CDS=1-1470	YMR211W
OG0001690	augustus_masked-draA_s39-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.91&CDS=1-1050	YMR214W
OG0001691	snap_masked-draA_s39-processed-gene-3.171-mRNA-1_1&gene=snap_masked-draA_s39-processed-gene-3.171&CDS=1-612	YJR073C
OG0001692	augustus_masked-draA_s39-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.93&CDS=1-738	YOR352W
OG0001693	augustus_masked-draA_s39-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.97&CDS=1-3783	YKL209C
OG0001694	augustus_masked-draA_s39-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.125&CDS=1-3054	YKL210W
OG0001695	augustus_masked-draA_s39-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.98&CDS=1-2112	YIL005W
OG0001696	augustus_masked-draA_s39-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.99&CDS=1-1320	YER003C
OG0001697	augustus_masked-draA_s39-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.101&CDS=1-624	YER002W
OG0001698	augustus_masked-draA_s39-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.127&CDS=1-963	YIL003W
OG0001699	augustus_masked-draA_s39-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.102&CDS=1-444	YIL004C
OG0001700	augustus_masked-draA_s39-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.129&CDS=1-1440	YCL034W
OG0001701	augustus_masked-draA_s39-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.103&CDS=1-2079	YDR172W
OG0001702	augustus_masked-draA_s39-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.130&CDS=1-1014	YDR173C
OG0001703	genemark-draA_s39-processed-gene-3.40-mRNA-1_1&gene=genemark-draA_s39-processed-gene-3.40&CDS=1-2076	YIL049W
OG0001704	augustus_masked-draA_s39-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-draA_s39-processed-gene-3.107&CDS=1-798	YPL065W
OG0001705	augustus_masked-draA_s44-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.13&CDS=1-819	YPL237W
OG0001706	augustus_masked-draA_s44-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.14&CDS=1-594	YPL239W
OG0001707	augustus_masked-draA_s44-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.0&CDS=1-3006	YMR185W
OG0001708	augustus_masked-draA_s44-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.15&CDS=1-2103	YMR186W
OG0001709	maker-draA_s44-augustus-gene-0.34-mRNA-1_1&gene=maker-draA_s44-augustus-gene-0.34&CDS=1-1059	YMR201C
OG0001710	augustus_masked-draA_s44-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.18&CDS=1-2337	YLR304C
OG0001711	augustus_masked-draA_s44-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.2&CDS=1-1719	YHR166C
OG0001712	augustus_masked-draA_s44-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.20&CDS=1-1698	YMR296C
OG0001713	augustus_masked-draA_s44-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.3&CDS=1-7284	YHR165C
OG0001714	augustus_masked-draA_s44-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.22&CDS=1-2040	YHL023C
OG0001715	snap_masked-draA_s44-processed-gene-0.64-mRNA-1_1&gene=snap_masked-draA_s44-processed-gene-0.64&CDS=1-825	YLR284C
OG0001716	augustus_masked-draA_s44-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.5&CDS=1-2619	YFL047W
OG0001717	snap_masked-draA_s44-processed-gene-0.67-mRNA-1_1&gene=snap_masked-draA_s44-processed-gene-0.67&CDS=1-249	YGL096W
OG0001718	augustus_masked-draA_s44-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.27&CDS=1-1812	YJL085W
OG0001719	augustus_masked-draA_s44-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.6&CDS=1-2496	YJL087C
OG0001720	genemark-draA_s44-processed-gene-0.83-mRNA-1_1&gene=genemark-draA_s44-processed-gene-0.83&CDS=1-2766	YDR531W
OG0001721	augustus_masked-draA_s44-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.28&CDS=1-1161	YGR012W
OG0001722	augustus_masked-draA_s44-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-0.12&CDS=1-687	YEL038W
OG0001723	augustus_masked-draA_s44-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.52&CDS=1-1008	YEL037C
OG0001724	snap_masked-draA_s44-processed-gene-1.101-mRNA-1_1&gene=snap_masked-draA_s44-processed-gene-1.101&CDS=1-3699	YFL008W
OG0001725	augustus_masked-draA_s44-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.72&CDS=1-2859	YLR336C
OG0001726	augustus_masked-draA_s44-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.53&CDS=1-1077	YGR028W
OG0001727	augustus_masked-draA_s44-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.54&CDS=1-2580	YMR302C
OG0001728	augustus_masked-draA_s44-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.73&CDS=1-1371	YPL020C
OG0001729	augustus_masked-draA_s44-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.56&CDS=1-573	YPL010W
OG0001730	augustus_masked-draA_s44-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.57&CDS=1-1677	YPL011C
OG0001731	augustus_masked-draA_s44-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.74&CDS=1-921	YLR226W
OG0001732	augustus_masked-draA_s44-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.59&CDS=1-912	YLR308W
OG0001733	augustus_masked-draA_s44-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.60&CDS=1-600	YDR032C
OG0001734	augustus_masked-draA_s44-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.76&CDS=1-675	YBR035C
OG0001735	augustus_masked-draA_s44-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.78&CDS=1-588	YCR003W
OG0001736	augustus_masked-draA_s44-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.61&CDS=1-1098	YCR002C
OG0001737	augustus_masked-draA_s44-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.62&CDS=1-318	YBL001C
OG0001738	augustus_masked-draA_s44-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.63&CDS=1-915	YER053C
OG0001739	augustus_masked-draA_s44-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.80&CDS=1-1170	YIL044C
OG0001740	augustus_masked-draA_s44-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.64&CDS=1-3045	YOR027W
OG0001741	augustus_masked-draA_s44-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.65&CDS=1-2277	YDL040C
OG0001742	augustus_masked-draA_s44-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.67&CDS=1-1551	YNL294C
OG0001743	snap_masked-draA_s44-processed-gene-1.137-mRNA-1_1&gene=snap_masked-draA_s44-processed-gene-1.137&CDS=1-1731	YOL066C
OG0001744	augustus_masked-draA_s44-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.85&CDS=1-1521	YDL030W
OG0001745	augustus_masked-draA_s44-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.68&CDS=1-1281	YOL065C
OG0001746	maker-draA_s44-augustus-gene-1.96-mRNA-1_1&gene=maker-draA_s44-augustus-gene-1.96&CDS=1-2391	YBR236C
OG0001747	augustus_masked-draA_s44-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.87&CDS=1-1410	YMR283C
OG0001748	augustus_masked-draA_s44-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.89&CDS=1-519	YAL033W
OG0001749	augustus_masked-draA_s44-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.90&CDS=1-2910	YGR047C
OG0001750	snap_masked-draA_s44-processed-gene-1.123-mRNA-1_1&gene=snap_masked-draA_s44-processed-gene-1.123&CDS=1-4284	YOR336W
OG0001751	maker-draA_s44-augustus-gene-1.97-mRNA-1_1&gene=maker-draA_s44-augustus-gene-1.97&CDS=1-1575	YPL196W
OG0001752	augustus_masked-draA_s44-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-1.92&CDS=1-312	YGL080W
OG0001753	genemark-draA_s44-processed-gene-1.46-mRNA-1_1&gene=genemark-draA_s44-processed-gene-1.46&CDS=1-4164	YPL093W
OG0001754	snap_masked-draA_s44-processed-gene-1.150-mRNA-1_1&gene=snap_masked-draA_s44-processed-gene-1.150&CDS=1-1107	YPL050C
OG0001755	maker-draA_s44-augustus-gene-1.98-mRNA-1_1&gene=maker-draA_s44-augustus-gene-1.98&CDS=1-1227	YPL048W
OG0001756	augustus_masked-draA_s44-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-2.101&CDS=1-2703	YGL137W
OG0001757	augustus_masked-draA_s44-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-2.102&CDS=1-1800	YNL048W
OG0001758	augustus_masked-draA_s44-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-2.87&CDS=1-2451	YBL091C
OG0001759	maker-draA_s44-augustus-gene-2.119-mRNA-1_1&gene=maker-draA_s44-augustus-gene-2.119&CDS=1-759	YER120W
OG0001760	augustus_masked-draA_s44-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-2.90&CDS=1-870	YER118C
OG0001761	augustus_masked-draA_s44-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-2.104&CDS=1-1845	YPL222W
OG0001762	augustus_masked-draA_s44-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-2.93&CDS=1-900	YLR351C
OG0001763	augustus_masked-draA_s44-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-2.106&CDS=1-954	YGR031W
OG0001764	augustus_masked-draA_s44-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-2.107&CDS=1-2448	YLL034C
OG0001765	maker-draA_s44-augustus-gene-2.120-mRNA-1_1&gene=maker-draA_s44-augustus-gene-2.120&CDS=1-1380	YNR054C
OG0001766	genemark-draA_s44-processed-gene-2.29-mRNA-1_1&gene=genemark-draA_s44-processed-gene-2.29&CDS=1-5646	YDR141C
OG0001767	augustus_masked-draA_s44-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-draA_s44-processed-gene-2.110&CDS=1-1284	YML080W
OG0001768	snap_masked-draA_s44-processed-gene-2.56-mRNA-1_1&gene=snap_masked-draA_s44-processed-gene-2.56&CDS=1-1071	YGL047W
OG0001769	snap_masked-draA_s44-processed-gene-2.73-mRNA-1_1&gene=snap_masked-draA_s44-processed-gene-2.73&CDS=1-3498	YIL030C
