	Cyberlindnera_jadinii	Saccharomyces_cerevisiae
OG0001770	genemark-scaffold_17-processed-gene-1.28-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.28&CDS=1-1995	YGL236C
OG0001771	genemark-scaffold_17-processed-gene-1.29-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.29&CDS=1-708	YLR003C
OG0001772	genemark-scaffold_17-processed-gene-1.30-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.30&CDS=1-1419	YOL070C
OG0001773	maker-scaffold_17-snap-gene-1.215-mRNA-1_1&gene=maker-scaffold_17-snap-gene-1.215&CDS=1-7131	YDR325W
OG0001774	genemark-scaffold_17-processed-gene-1.31-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.31&CDS=1-2187	YDR324C
OG0001775	snap_masked-scaffold_17-processed-gene-1.137-mRNA-1_1&gene=snap_masked-scaffold_17-processed-gene-1.137&CDS=1-279	YDL045W-A
OG0001776	genemark-scaffold_17-processed-gene-1.63-mRNA-1_1&gene=genemark-scaffold_17-processed-gene-1.63&CDS=1-1680	YMR105C
OG0001777	genemark-scaffold_18-processed-gene-0.82-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.82&CDS=1-1230	YLR027C
OG0001778	genemark-scaffold_18-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.98&CDS=1-3612	YJL074C
OG0001779	genemark-scaffold_18-processed-gene-0.84-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.84&CDS=1-5616	YPL231W
OG0001780	genemark-scaffold_18-processed-gene-0.100-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.100&CDS=1-2364	YPL190C
OG0001781	augustus_masked-scaffold_18-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.57&CDS=1-1878	YMR284W
OG0001782	genemark-scaffold_18-processed-gene-0.104-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.104&CDS=1-1152	YPL112C
OG0001783	genemark-scaffold_18-processed-gene-0.86-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.86&CDS=1-1674	YMR088C
OG0001784	genemark-scaffold_18-processed-gene-0.87-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.87&CDS=1-1755	YOL122C
OG0001785	genemark-scaffold_18-processed-gene-0.88-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.88&CDS=1-1299	YBR166C
OG0001786	genemark-scaffold_18-processed-gene-0.89-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.89&CDS=1-549	YBR164C
OG0001787	genemark-scaffold_18-processed-gene-0.106-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.106&CDS=1-795	YBR146W
OG0001788	genemark-scaffold_18-processed-gene-0.107-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.107&CDS=1-315	YOL086W-A
OG0001789	genemark-scaffold_18-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.90&CDS=1-2274	YOL087C
OG0001790	genemark-scaffold_18-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.91&CDS=1-645	YBR154C
OG0001791	augustus_masked-scaffold_18-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.63&CDS=1-585	YBR153W
OG0001792	genemark-scaffold_18-processed-gene-0.110-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.110&CDS=1-786	YHR062C
OG0001793	genemark-scaffold_18-processed-gene-0.111-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.111&CDS=1-2085	YKL155C
OG0001794	snap_masked-scaffold_18-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scaffold_18-processed-gene-0.14&CDS=1-6723	YNR016C
OG0001795	augustus_masked-scaffold_18-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.67&CDS=1-3486	YHR158C
OG0001796	genemark-scaffold_18-processed-gene-1.9-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.9&CDS=1-1071	YGR257C
OG0001797	genemark-scaffold_18-processed-gene-1.34-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.34&CDS=1-648	YGR235C
OG0001798	genemark-scaffold_18-processed-gene-1.10-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.10&CDS=1-3144	YDR490C
OG0001799	genemark-scaffold_18-processed-gene-1.13-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.13&CDS=1-840	YOL080C
OG0001800	genemark-scaffold_18-processed-gene-1.36-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.36&CDS=1-2832	YOL078W
OG0001801	snap_masked-scaffold_18-processed-gene-1.120-mRNA-1_1&gene=snap_masked-scaffold_18-processed-gene-1.120&CDS=1-210	YOL077W-A
OG0001802	genemark-scaffold_18-processed-gene-1.37-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.37&CDS=1-861	YOL077C
OG0001803	augustus_masked-scaffold_18-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.73&CDS=1-3114	YOL076W
OG0001804	genemark-scaffold_18-processed-gene-1.17-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.17&CDS=1-420	YNL281W
OG0001805	genemark-scaffold_18-processed-gene-1.38-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.38&CDS=1-2328	YDR485C
OG0001806	genemark-scaffold_18-processed-gene-1.18-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.18&CDS=1-906	YOL096C
OG0001807	genemark-scaffold_18-processed-gene-1.21-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.21&CDS=1-417	YDR308C
OG0001808	genemark-scaffold_18-processed-gene-1.42-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.42&CDS=1-1350	YDR306C
OG0001809	genemark-scaffold_18-processed-gene-1.22-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.22&CDS=1-2103	YDL164C
OG0001810	genemark-scaffold_18-processed-gene-1.44-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.44&CDS=1-795	YBR257W
OG0001811	genemark-scaffold_18-processed-gene-1.26-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.26&CDS=1-1257	YJL046W
OG0001812	genemark-scaffold_18-processed-gene-1.45-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.45&CDS=1-1542	YJL071W
OG0001813	genemark-scaffold_18-processed-gene-1.27-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.27&CDS=1-612	YJL072C
OG0001814	genemark-scaffold_18-processed-gene-1.28-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.28&CDS=1-1929	YPR155C
OG0001815	genemark-scaffold_18-processed-gene-1.29-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.29&CDS=1-2055	YPR159W
OG0001816	genemark-scaffold_18-processed-gene-1.50-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.50&CDS=1-756	YGR135W
OG0001817	maker-scaffold_18-snap-gene-1.0-mRNA-1_1&gene=maker-scaffold_18-snap-gene-1.0&CDS=1-1563	YPR152C
OG0001818	genemark-scaffold_18-processed-gene-1.53-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.53&CDS=1-1866	YAR007C
OG0001819	genemark-scaffold_18-processed-gene-1.31-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.31&CDS=1-1161	YGL004C
OG0001820	genemark-scaffold_18-processed-gene-1.54-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-1.54&CDS=1-3030	YGL016W
OG0001821	genemark-scaffold_19-processed-gene-0.266-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.266&CDS=1-1347	YML085C
OG0001822	genemark-scaffold_19-processed-gene-0.215-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.215&CDS=1-1809	YLR299W
OG0001823	genemark-scaffold_19-processed-gene-0.268-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.268&CDS=1-1695	YDR349C
OG0001824	genemark-scaffold_19-processed-gene-0.269-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.269&CDS=1-1224	YOL001W
OG0001825	genemark-scaffold_19-processed-gene-0.270-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.270&CDS=1-615	YML001W
OG0001826	genemark-scaffold_19-processed-gene-0.272-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.272&CDS=1-906	YNR007C
OG0001827	genemark-scaffold_19-processed-gene-0.274-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.274&CDS=1-1896	YNR008W
OG0001828	maker-scaffold_19-snap-gene-0.0-mRNA-1_1&gene=maker-scaffold_19-snap-gene-0.0&CDS=1-1251	YMR202W
OG0001829	genemark-scaffold_19-processed-gene-0.220-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.220&CDS=1-1140	YMR203W
OG0001830	genemark-scaffold_19-processed-gene-0.221-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.221&CDS=1-1068	YBR026C
OG0001831	genemark-scaffold_19-processed-gene-0.276-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.276&CDS=1-552	YDL046W
OG0001832	genemark-scaffold_19-processed-gene-0.223-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.223&CDS=1-2040	YOL057W
OG0001833	genemark-scaffold_19-processed-gene-0.278-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.278&CDS=1-1566	YDL017W
OG0001834	genemark-scaffold_19-processed-gene-0.224-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.224&CDS=1-678	YDL018C
OG0001835	genemark-scaffold_19-processed-gene-0.279-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.279&CDS=1-1710	YIR027C
OG0001836	genemark-scaffold_19-processed-gene-0.226-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.226&CDS=1-462	YMR002W
OG0001837	genemark-scaffold_19-processed-gene-0.228-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.228&CDS=1-513	YOL008W
OG0001838	genemark-scaffold_19-processed-gene-0.229-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.229&CDS=1-1341	YMR004W
OG0001839	genemark-scaffold_19-processed-gene-0.284-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.284&CDS=1-1086	YOL010W
OG0001840	genemark-scaffold_19-processed-gene-0.230-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.230&CDS=1-1188	YMR005W
OG0001841	genemark-scaffold_19-processed-gene-0.232-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.232&CDS=1-972	YDR044W
OG0001842	maker-scaffold_19-augustus-gene-0.328-mRNA-1_1&gene=maker-scaffold_19-augustus-gene-0.328&CDS=1-3807	YML035C
OG0001843	genemark-scaffold_19-processed-gene-0.233-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.233&CDS=1-333	YDR016C
OG0001844	genemark-scaffold_19-processed-gene-0.234-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.234&CDS=1-2100	YKR024C
OG0001845	genemark-scaffold_19-processed-gene-0.290-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.290&CDS=1-549	YDR013W
OG0001846	genemark-scaffold_19-processed-gene-0.291-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.291&CDS=1-663	YBR035C
OG0001847	genemark-scaffold_19-processed-gene-0.236-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.236&CDS=1-531	YMR035W
OG0001848	genemark-scaffold_19-processed-gene-0.237-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.237&CDS=1-516	YHR193C
OG0001849	genemark-scaffold_19-processed-gene-0.238-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.238&CDS=1-1896	YAL048C
OG0001850	genemark-scaffold_19-processed-gene-0.239-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.239&CDS=1-837	YMR274C
OG0001851	genemark-scaffold_19-processed-gene-0.240-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.240&CDS=1-1122	YMR272C
OG0001852	genemark-scaffold_19-processed-gene-0.241-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.241&CDS=1-768	YOR362C
OG0001853	maker-scaffold_19-snap-gene-0.4-mRNA-1_1&gene=maker-scaffold_19-snap-gene-0.4&CDS=1-4995	YML080W
OG0001854	genemark-scaffold_19-processed-gene-0.246-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.246&CDS=1-2274	YJR126C
OG0001855	genemark-scaffold_19-processed-gene-0.298-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.298&CDS=1-1644	YJL057C
OG0001856	genemark-scaffold_19-processed-gene-0.248-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.248&CDS=1-3024	YPL125W
OG0001857	augustus_masked-scaffold_19-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.195&CDS=1-2388	YPL120W
OG0001858	genemark-scaffold_19-processed-gene-0.249-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.249&CDS=1-2109	YOR206W
OG0001859	genemark-scaffold_19-processed-gene-0.301-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.301&CDS=1-1248	YOR209C
OG0001860	genemark-scaffold_19-processed-gene-0.251-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.251&CDS=1-1131	YBR221C
OG0001861	genemark-scaffold_19-processed-gene-0.303-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.303&CDS=1-3696	YOR330C
OG0001862	maker-scaffold_19-augustus-gene-0.324-mRNA-1_1&gene=maker-scaffold_19-augustus-gene-0.324&CDS=1-657	YOR332W
OG0001863	genemark-scaffold_19-processed-gene-0.253-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.253&CDS=1-870	YOR340C
OG0001864	augustus_masked-scaffold_19-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.200&CDS=1-1545	YBL080C
OG0001865	genemark-scaffold_19-processed-gene-0.254-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.254&CDS=1-909	YAL034W-A
OG0001866	genemark-scaffold_19-processed-gene-0.305-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.305&CDS=1-528	YGL127C
OG0001867	genemark-scaffold_19-processed-gene-0.255-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.255&CDS=1-828	YGL126W
OG0001868	snap_masked-scaffold_19-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scaffold_19-processed-gene-0.104&CDS=1-1665	YBR220C
OG0001869	genemark-scaffold_19-processed-gene-0.256-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.256&CDS=1-660	YML106W
OG0001870	genemark-scaffold_19-processed-gene-0.257-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.257&CDS=1-315	YAL046C
OG0001871	genemark-scaffold_19-processed-gene-0.258-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.258&CDS=1-1827	YOR329C
OG0001872	genemark-scaffold_19-processed-gene-0.308-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.308&CDS=1-2808	YAL031C
OG0001873	snap_masked-scaffold_19-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scaffold_19-processed-gene-0.59&CDS=1-1350	YOR334W
OG0001874	genemark-scaffold_19-processed-gene-0.309-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.309&CDS=1-1596	YBR222C
OG0001875	genemark-scaffold_19-processed-gene-0.260-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.260&CDS=1-711	YLR178C
OG0001876	genemark-scaffold_19-processed-gene-0.310-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.310&CDS=1-759	YOR358W
OG0001877	genemark-scaffold_19-processed-gene-0.261-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.261&CDS=1-465	YOR357C
OG0001878	genemark-scaffold_19-processed-gene-0.262-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.262&CDS=1-1530	YOR359W
OG0001879	genemark-scaffold_19-processed-gene-0.313-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.313&CDS=1-1620	YOR360C
OG0001880	genemark-scaffold_19-processed-gene-0.314-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.314&CDS=1-1191	YGR234W
OG0001881	genemark-scaffold_19-processed-gene-0.263-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.263&CDS=1-1290	YMR283C
OG0001882	genemark-scaffold_19-processed-gene-0.315-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.315&CDS=1-1098	YPL050C
OG0001883	maker-scaffold_2-snap-gene-0.142-mRNA-1_1&gene=maker-scaffold_2-snap-gene-0.142&CDS=1-3168	YMR307W
OG0001884	genemark-scaffold_2-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.19&CDS=1-801	YGR280C
OG0001885	genemark-scaffold_2-processed-gene-0.20-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.20&CDS=1-3267	YMR308C
OG0001886	genemark-scaffold_2-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.23&CDS=1-1287	YGR285C
OG0001887	maker-scaffold_2-augustus-gene-0.50-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-0.50&CDS=1-3156	YMR313C
OG0001888	augustus_masked-scaffold_2-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.100&CDS=1-2751	YEL038W
OG0001889	genemark-scaffold_2-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.26&CDS=1-1224	YEL037C
OG0001890	genemark-scaffold_2-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.7&CDS=1-1794	YJR052W
OG0001891	genemark-scaffold_2-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.27&CDS=1-834	YGL224C
OG0001892	genemark-scaffold_2-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.8&CDS=1-1773	YBR238C
OG0001893	genemark-scaffold_2-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.10&CDS=1-618	YMR077C
OG0001894	genemark-scaffold_2-processed-gene-0.29-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.29&CDS=1-1023	YGL040C
OG0001895	genemark-scaffold_2-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.32&CDS=1-327	YLR295C
OG0001896	genemark-scaffold_2-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.12&CDS=1-372	YLR298C
OG0001897	genemark-scaffold_2-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.13&CDS=1-642	YOR185C
OG0001898	genemark-scaffold_2-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.34&CDS=1-2277	YDR001C
OG0001899	genemark-scaffold_2-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.14&CDS=1-627	YDR002W
OG0001900	genemark-scaffold_2-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.15&CDS=1-1398	YBR003W
OG0001901	snap_masked-scaffold_2-processed-gene-0.88-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.88&CDS=1-234	YLR038C
OG0001902	snap_masked-scaffold_2-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.67&CDS=1-2400	YLL034C
OG0001903	genemark-scaffold_2-processed-gene-0.37-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.37&CDS=1-1830	YLL035W
OG0001904	genemark-scaffold_2-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.40&CDS=1-582	YLR292C
OG0001905	genemark-scaffold_2-processed-gene-0.42-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.42&CDS=1-1137	YFL030W
OG0001906	genemark-scaffold_2-processed-gene-0.18-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.18&CDS=1-663	YMR132C
OG0001907	genemark-scaffold_2-processed-gene-1.2-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.2&CDS=1-2142	YDR006C
OG0001908	genemark-scaffold_2-processed-gene-1.6-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.6&CDS=1-381	YGL108C
OG0001909	genemark-scaffold_2-processed-gene-1.18-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.18&CDS=1-2412	YBR237W
OG0001910	genemark-scaffold_2-processed-gene-1.7-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.7&CDS=1-1380	YBR236C
OG0001911	genemark-scaffold_2-processed-gene-1.19-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.19&CDS=1-3381	YBR235W
OG0001912	genemark-scaffold_2-processed-gene-1.10-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.10&CDS=1-1440	YGL113W
OG0001913	augustus_masked-scaffold_2-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.68&CDS=1-3039	YGL112C
OG0001914	snap_masked-scaffold_2-processed-gene-1.104-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.104&CDS=1-801	YBR213W
OG0001915	genemark-scaffold_2-processed-gene-1.12-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.12&CDS=1-240	YMR194C-B
OG0001916	maker-scaffold_2-augustus-gene-1.41-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-1.41&CDS=1-3357	YPL249C
OG0001917	augustus_masked-scaffold_2-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.73&CDS=1-1209	YMR191W
OG0001918	genemark-scaffold_2-processed-gene-1.31-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.31&CDS=1-2487	YPL248C
OG0001919	genemark-scaffold_2-processed-gene-1.13-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.13&CDS=1-1611	YNL291C
OG0001920	genemark-scaffold_2-processed-gene-1.32-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.32&CDS=1-3054	YMR189W
OG0001921	genemark-scaffold_2-processed-gene-1.33-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.33&CDS=1-1194	YPL247C
OG0001922	snap_masked-scaffold_2-processed-gene-1.114-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.114&CDS=1-4062	YMR190C
OG0001923	augustus_masked-scaffold_2-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.60&CDS=1-1545	YNL290W
OG0001924	genemark-scaffold_2-processed-gene-2.9-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.9&CDS=1-1278	YDL035C
OG0001925	genemark-scaffold_2-processed-gene-2.10-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.10&CDS=1-1434	YPL070W
OG0001926	snap_masked-scaffold_2-processed-gene-2.102-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.102&CDS=1-1629	YBR200W
OG0001927	genemark-scaffold_2-processed-gene-2.14-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.14&CDS=1-972	YPL206C
OG0001928	genemark-scaffold_2-processed-gene-2.15-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.15&CDS=1-2778	YOL090W
OG0001929	genemark-scaffold_2-processed-gene-2.31-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.31&CDS=1-1410	YPL204W
OG0001930	genemark-scaffold_2-processed-gene-2.16-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.16&CDS=1-1125	YNL051W
OG0001931	genemark-scaffold_2-processed-gene-2.17-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.17&CDS=1-1374	YGL175C
OG0001932	genemark-scaffold_2-processed-gene-2.33-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.33&CDS=1-2493	YPR021C
OG0001933	genemark-scaffold_2-processed-gene-2.34-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.34&CDS=1-2751	YPR022C
OG0001934	genemark-scaffold_2-processed-gene-2.35-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.35&CDS=1-783	YER126C
OG0001935	genemark-scaffold_2-processed-gene-2.18-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.18&CDS=1-1035	YER127W
OG0001936	genemark-scaffold_2-processed-gene-2.19-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.19&CDS=1-345	YBL001C
OG0001937	genemark-scaffold_2-processed-gene-2.20-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.20&CDS=1-1500	YGL003C
OG0001938	genemark-scaffold_2-processed-gene-2.36-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.36&CDS=1-786	YLR326W
OG0001939	genemark-scaffold_2-processed-gene-2.37-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.37&CDS=1-837	YGL050W
OG0001940	genemark-scaffold_2-processed-gene-2.21-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.21&CDS=1-975	YGR163W
OG0001941	genemark-scaffold_2-processed-gene-2.23-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.23&CDS=1-1941	YLL019C
