	Eremothecium_sinecaudum	Saccharomyces_cerevisiae
OG0001849	augustus_masked-CP014244.1-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.12&CDS=1-525	YAL044C
OG0001850	augustus_masked-CP014244.1-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.35&CDS=1-363	YAL044W-A
OG0001851	snap_masked-CP014244.1-processed-gene-7.61-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-7.61&CDS=1-285	YAL046C
OG0001852	augustus_masked-CP014244.1-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.36&CDS=1-2196	YOR361C
OG0001853	augustus_masked-CP014244.1-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.14&CDS=1-2523	YAL047C
OG0001854	maker-CP014244.1-augustus-gene-7.3-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-7.3&CDS=1-828	YOR362C
OG0001855	augustus_masked-CP014244.1-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.15&CDS=1-1980	YAL048C
OG0001856	augustus_masked-CP014244.1-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.17&CDS=1-621	YOR367W
OG0001857	augustus_masked-CP014244.1-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.40&CDS=1-429	YAL055W
OG0001858	augustus_masked-CP014244.1-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.18&CDS=1-1152	YOR368W
OG0001859	augustus_masked-CP014244.1-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.41&CDS=1-432	YOR369C
OG0001860	genemark-CP014244.1-processed-gene-7.140-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-7.140&CDS=1-1809	YOR370C
OG0001861	augustus_masked-CP014244.1-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.44&CDS=1-1644	YOR372C
OG0001862	augustus_masked-CP014244.1-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.19&CDS=1-2286	YOR373W
OG0001863	augustus_masked-CP014244.1-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.46&CDS=1-549	YAL059W
OG0001864	augustus_masked-CP014244.1-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.21&CDS=1-921	YNR054C
OG0001865	maker-CP014244.1-augustus-gene-7.0-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-7.0&CDS=1-1548	YNR053C
OG0001866	augustus_masked-CP014244.1-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.23&CDS=1-1290	YNR052C
OG0001867	augustus_masked-CP014244.1-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.24&CDS=1-1596	YNR051C
OG0001868	maker-CP014244.1-augustus-gene-7.1-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-7.1&CDS=1-996	YCR095C
OG0001869	augustus_masked-CP014244.1-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.26&CDS=1-1341	YNR050C
OG0001870	augustus_masked-CP014244.1-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.27&CDS=1-591	YNR049C
OG0001871	genemark-CP014244.1-processed-gene-7.125-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-7.125&CDS=1-7545	YCR093W
OG0001872	augustus_masked-CP014244.1-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.29&CDS=1-633	YDR177W
OG0001873	augustus_masked-CP014244.1-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.30&CDS=1-3102	YCR092C
OG0001874	augustus_masked-CP014244.1-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.58&CDS=1-2451	YNR047W
OG0001875	augustus_masked-CP014244.1-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.59&CDS=1-405	YNR046W
OG0001876	augustus_masked-CP014244.1-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.54&CDS=1-1248	YPL028W
OG0001877	augustus_masked-CP014244.1-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.55&CDS=1-552	YDR248C
OG0001878	snap_masked-CP014244.1-processed-gene-8.110-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-8.110&CDS=1-1323	YPL026C
OG0001879	genemark-CP014244.1-processed-gene-8.7-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-8.7&CDS=1-1575	YHR007C
OG0001880	genemark-CP014244.1-processed-gene-8.8-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-8.8&CDS=1-1200	YDR465C
OG0001881	augustus_masked-CP014244.1-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.61&CDS=1-690	YHR008C
OG0001882	augustus_masked-CP014244.1-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.62&CDS=1-966	YEL029C
OG0001883	augustus_masked-CP014244.1-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.56&CDS=1-1095	YJR043C
OG0001884	augustus_masked-CP014244.1-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.57&CDS=1-480	YEL027W
OG0001885	genemark-CP014244.1-processed-gene-8.11-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-8.11&CDS=1-2157	YJR042W
OG0001886	augustus_masked-CP014244.1-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.64&CDS=1-3399	YJR041C
OG0001887	augustus_masked-CP014244.1-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.83&CDS=1-2277	YJR040W
OG0001888	augustus_masked-CP014244.1-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.65&CDS=1-381	YEL026W
OG0001889	augustus_masked-CP014244.1-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.85&CDS=1-3213	YJR039W
OG0001890	augustus_masked-CP014244.1-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.66&CDS=1-2508	YJR036C
OG0001891	augustus_masked-CP014244.1-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.67&CDS=1-639	YEL024W
OG0001892	augustus_masked-CP014244.1-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.86&CDS=1-2037	YEL023C
OG0001893	augustus_masked-CP014244.1-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.87&CDS=1-3093	YJR035W
OG0001894	augustus_masked-CP014244.1-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.88&CDS=1-324	YJR034W
OG0001895	augustus_masked-CP014244.1-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.68&CDS=1-3897	YJR033C
OG0001896	augustus_masked-CP014244.1-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.89&CDS=1-1167	YJR032W
OG0001897	augustus_masked-CP014244.1-processed-gene-8.69-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.69&CDS=1-4191	YEL022W
OG0001898	genemark-CP014244.1-processed-gene-8.18-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-8.18&CDS=1-1083	YEL021W
OG0001899	maker-CP014244.1-augustus-gene-8.53-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-8.53&CDS=1-3021	YEL020C
OG0001900	augustus_masked-CP014244.1-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.92&CDS=1-789	YEL019C
OG0001901	augustus_masked-CP014244.1-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.72&CDS=1-735	YEL018W
OG0001902	augustus_masked-CP014244.1-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.73&CDS=1-906	YEL017W
OG0001903	augustus_masked-CP014244.1-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.74&CDS=1-1704	YEL015W
OG0001904	augustus_masked-CP014244.1-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.75&CDS=1-1704	YEL013W
OG0001905	augustus_masked-CP014244.1-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.94&CDS=1-276	YCR020C-A
OG0001906	snap_masked-CP014244.1-processed-gene-8.129-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-8.129&CDS=1-204	YCR020W-B
OG0001907	augustus_masked-CP014244.1-processed-gene-8.76-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.76&CDS=1-633	YEL012W
OG0001908	augustus_masked-CP014244.1-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.77&CDS=1-2118	YEL011W
OG0001909	augustus_masked-CP014244.1-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.95&CDS=1-411	YIL027C
OG0001910	augustus_masked-CP014244.1-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.96&CDS=1-3372	YIL026C
OG0001911	genemark-CP014244.1-processed-gene-8.45-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-8.45&CDS=1-2004	YIL024C
OG0001912	augustus_masked-CP014244.1-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.98&CDS=1-1377	YIL023C
OG0001913	augustus_masked-CP014244.1-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.99&CDS=1-1698	YFR037C
OG0001914	augustus_masked-CP014244.1-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.79&CDS=1-2421	YFR038W
OG0001915	augustus_masked-CP014244.1-processed-gene-8.80-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.80&CDS=1-1365	YIL033C
OG0001916	augustus_masked-CP014244.1-processed-gene-8.100-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.100&CDS=1-441	YER044C
OG0001917	augustus_masked-CP014244.1-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.81&CDS=1-822	YIL034C
OG0001918	augustus_masked-CP014244.1-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.82&CDS=1-1122	YIL035C
OG0001919	augustus_masked-CP014244.1-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.101&CDS=1-1203	YER044C-A
OG0001920	augustus_masked-CP014244.1-processed-gene-8.102-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.102&CDS=1-1161	YIL036W
OG0001921	genemark-CP014244.1-processed-gene-9.0-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-9.0&CDS=1-1137	YER046W
OG0001922	augustus_masked-CP014244.1-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.121&CDS=1-2427	YIL038C
OG0001923	augustus_masked-CP014244.1-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.123&CDS=1-1479	YIL039W
OG0001924	maker-CP014244.1-snap-gene-9.116-mRNA-1_1&gene=maker-CP014244.1-snap-gene-9.116&CDS=1-1686	YER048C
OG0001925	snap_masked-CP014244.1-processed-gene-9.58-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-9.58&CDS=1-285	YER048W-A
OG0001926	augustus_masked-CP014244.1-processed-gene-9.125-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.125&CDS=1-1884	YER049W
OG0001927	augustus_masked-CP014244.1-processed-gene-9.149-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.149&CDS=1-960	YIL041W
OG0001928	augustus_masked-CP014244.1-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.126&CDS=1-1284	YIL042C
OG0001929	augustus_masked-CP014244.1-processed-gene-9.150-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.150&CDS=1-489	YER050C
OG0001930	augustus_masked-CP014244.1-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.127&CDS=1-1254	YIL022W
OG0001931	augustus_masked-CP014244.1-processed-gene-9.128-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.128&CDS=1-933	YIL021W
OG0001932	augustus_masked-CP014244.1-processed-gene-9.152-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.152&CDS=1-801	YIL020C
OG0001933	genemark-CP014244.1-processed-gene-9.10-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-9.10&CDS=1-1002	YIL019W
OG0001934	genemark-CP014244.1-processed-gene-9.11-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-9.11&CDS=1-1479	YFR034C
OG0001935	maker-CP014244.1-snap-gene-9.112-mRNA-1_1&gene=maker-CP014244.1-snap-gene-9.112&CDS=1-528	YFR032C-A
OG0001936	augustus_masked-CP014244.1-processed-gene-9.130-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.130&CDS=1-1620	YFR032C
OG0001937	augustus_masked-CP014244.1-processed-gene-9.132-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.132&CDS=1-3510	YFR031C
OG0001938	augustus_masked-CP014244.1-processed-gene-9.153-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.153&CDS=1-3099	YFR030W
OG0001939	augustus_masked-CP014244.1-processed-gene-9.154-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.154&CDS=1-2712	YIL017C
OG0001940	augustus_masked-CP014244.1-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.133&CDS=1-546	YIL016W
OG0001941	augustus_masked-CP014244.1-processed-gene-9.135-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.135&CDS=1-702	YBR256C
OG0001942	augustus_masked-CP014244.1-processed-gene-9.155-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.155&CDS=1-1266	YIR012W
OG0001943	augustus_masked-CP014244.1-processed-gene-9.136-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.136&CDS=1-1227	YBR255C-A
OG0001944	augustus_masked-CP014244.1-processed-gene-9.156-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.156&CDS=1-1590	YBR255W
OG0001945	augustus_masked-CP014244.1-processed-gene-9.137-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.137&CDS=1-540	YBR254C
OG0001946	augustus_masked-CP014244.1-processed-gene-9.157-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.157&CDS=1-1476	YIR010W
OG0001947	augustus_masked-CP014244.1-processed-gene-9.158-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.158&CDS=1-372	YBR253W
OG0001948	augustus_masked-CP014244.1-processed-gene-9.159-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.159&CDS=1-3567	YPR122W
OG0001949	augustus_masked-CP014244.1-processed-gene-9.160-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.160&CDS=1-810	YPR143W
OG0001950	augustus_masked-CP014244.1-processed-gene-9.138-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.138&CDS=1-2127	YPR141C
OG0001951	augustus_masked-CP014244.1-processed-gene-9.161-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.161&CDS=1-1161	YPR140W
OG0001952	augustus_masked-CP014244.1-processed-gene-9.139-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.139&CDS=1-855	YPR139C
OG0001953	augustus_masked-CP014244.1-processed-gene-9.162-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.162&CDS=1-1107	YGR122W
OG0001954	augustus_masked-CP014244.1-processed-gene-9.163-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.163&CDS=1-1530	YGR123C
OG0001955	augustus_masked-CP014244.1-processed-gene-9.142-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.142&CDS=1-864	YPR116W
OG0001956	snap_masked-CP014244.1-processed-gene-9.103-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-9.103&CDS=1-4839	YGR098C
OG0001957	augustus_masked-CP014244.1-processed-gene-9.143-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.143&CDS=1-2010	YGR099W
OG0001958	augustus_masked-CP014244.1-processed-gene-9.144-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.144&CDS=1-2814	YGR100W
OG0001959	augustus_masked-CP014244.1-processed-gene-9.145-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.145&CDS=1-1023	YGR101W
OG0001960	augustus_masked-CP014244.1-processed-gene-9.166-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.166&CDS=1-468	YGR102C
OG0001961	augustus_masked-CP014244.1-processed-gene-9.146-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.146&CDS=1-1776	YGR103W
OG0001962	augustus_masked-CP014244.1-processed-gene-9.167-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.167&CDS=1-774	YGR104C
OG0001963	augustus_masked-CP014244.1-processed-gene-9.147-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.147&CDS=1-231	YGR105W
OG0001964	snap_masked-CP014244.1-processed-gene-9.106-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-9.106&CDS=1-804	YGR106C
OG0001965	augustus_masked-CP014244.1-processed-gene-9.148-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.148&CDS=1-1218	YPR118W
OG0001966	augustus_masked-CP014244.1-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.61&CDS=1-1728	YPR119W
OG0001967	augustus_masked-CP014244.1-processed-gene-10.65-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.65&CDS=1-1695	YPR137W
OG0001968	augustus_masked-CP014244.1-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.66&CDS=1-2634	YPR135W
OG0001969	augustus_masked-CP014244.1-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.63&CDS=1-756	YGR120C
OG0001970	augustus_masked-CP014244.1-processed-gene-10.67-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.67&CDS=1-1911	YGR119C
OG0001971	augustus_masked-CP014244.1-processed-gene-10.68-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.68&CDS=1-1089	YPR133C
OG0001972	augustus_masked-CP014244.1-processed-gene-10.69-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.69&CDS=1-1344	YGR117C
OG0001973	augustus_masked-CP014244.1-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.70&CDS=1-582	YPR131C
OG0001974	augustus_masked-CP014244.1-processed-gene-10.93-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.93&CDS=1-1005	YPR129W
OG0001975	augustus_masked-CP014244.1-processed-gene-10.71-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.71&CDS=1-1023	YPR128C
OG0001976	augustus_masked-CP014244.1-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.72&CDS=1-2553	YPR112C
OG0001977	augustus_masked-CP014244.1-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.95&CDS=1-1389	YGR091W
OG0001978	augustus_masked-CP014244.1-processed-gene-10.73-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.73&CDS=1-1002	YPR110C
OG0001979	augustus_masked-CP014244.1-processed-gene-10.96-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.96&CDS=1-858	YPR109W
OG0001980	augustus_masked-CP014244.1-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.97&CDS=1-3618	YGR090W
OG0001981	augustus_masked-CP014244.1-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.74&CDS=1-1416	YOL030W
OG0001982	augustus_masked-CP014244.1-processed-gene-10.75-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.75&CDS=1-1008	YOR008C
OG0001983	augustus_masked-CP014244.1-processed-gene-10.76-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.76&CDS=1-1728	YPL260W
OG0001984	augustus_masked-CP014244.1-processed-gene-10.77-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.77&CDS=1-747	YIL010W
OG0001985	augustus_masked-CP014244.1-processed-gene-10.99-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.99&CDS=1-1332	YPL259C
OG0001986	maker-CP014244.1-snap-gene-10.60-mRNA-1_1&gene=maker-CP014244.1-snap-gene-10.60&CDS=1-558	YIL009C-A
OG0001987	augustus_masked-CP014244.1-processed-gene-10.78-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.78&CDS=1-300	YIL008W
OG0001988	augustus_masked-CP014244.1-processed-gene-10.100-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.100&CDS=1-669	YIL007C
OG0001989	augustus_masked-CP014244.1-processed-gene-10.101-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.101&CDS=1-840	YEL009C
OG0001990	augustus_masked-CP014244.1-processed-gene-10.79-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.79&CDS=1-1548	YEL007W
OG0001991	augustus_masked-CP014244.1-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.81&CDS=1-2073	YIL005W
OG0001992	genemark-CP014244.1-processed-gene-10.158-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-10.158&CDS=1-405	YIL004C
OG0001993	genemark-CP014244.1-processed-gene-10.136-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-10.136&CDS=1-837	YIL003W
OG0001994	augustus_masked-CP014244.1-processed-gene-10.83-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.83&CDS=1-339	YEL003W
OG0001995	augustus_masked-CP014244.1-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.103&CDS=1-1302	YEL002C
OG0001996	augustus_masked-CP014244.1-processed-gene-10.105-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.105&CDS=1-666	YEL001C
OG0001997	augustus_masked-CP014244.1-processed-gene-10.84-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.84&CDS=1-696	YER002W
OG0001998	augustus_masked-CP014244.1-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.106&CDS=1-1287	YER003C
OG0001999	genemark-CP014244.1-processed-gene-10.140-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-10.140&CDS=1-1917	YER005W
OG0002000	augustus_masked-CP014244.1-processed-gene-10.107-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.107&CDS=1-1062	YPR086W
OG0002001	augustus_masked-CP014244.1-processed-gene-10.86-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.86&CDS=1-1566	YER006W
OG0002002	augustus_masked-CP014244.1-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.87&CDS=1-1476	YER007W
OG0002003	augustus_masked-CP014244.1-processed-gene-10.108-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.108&CDS=1-543	YER007C-A
OG0002004	augustus_masked-CP014244.1-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.109&CDS=1-2949	YIR002C
OG0002005	augustus_masked-CP014244.1-processed-gene-10.110-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.110&CDS=1-3765	YER008C
OG0002006	genemark-CP014244.1-processed-gene-10.143-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-10.143&CDS=1-375	YER009W
