	Metschnikowia_kamakouana	Saccharomyces_cerevisiae
OG0001640	snap_masked-kam_s167-processed-gene-10.125-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.125&CDS=1-1665	YPR088C
OG0001641	genemark-kam_s167-processed-gene-10.73-mRNA-1_1&gene=genemark-kam_s167-processed-gene-10.73&CDS=1-1638	YKL100C
OG0001642	augustus_masked-kam_s167-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-10.28&CDS=1-531	YKL069W
OG0001643	snap_masked-kam_s167-processed-gene-10.104-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.104&CDS=1-1821	YOL063C
OG0001644	snap_masked-kam_s167-processed-gene-10.105-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.105&CDS=1-1557	YKL089W
OG0001645	snap_masked-kam_s167-processed-gene-10.129-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.129&CDS=1-693	YKL009W
OG0001646	genemark-kam_s167-processed-gene-10.76-mRNA-1_1&gene=genemark-kam_s167-processed-gene-10.76&CDS=1-1950	YDR129C
OG0001647	snap_masked-kam_s167-processed-gene-10.106-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.106&CDS=1-1707	YLR148W
OG0001648	snap_masked-kam_s167-processed-gene-10.107-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.107&CDS=1-2148	YCL054W
OG0001649	snap_masked-kam_s167-processed-gene-10.108-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.108&CDS=1-1041	YPR086W
OG0001650	genemark-kam_s167-processed-gene-10.56-mRNA-1_1&gene=genemark-kam_s167-processed-gene-10.56&CDS=1-372	YDR529C
OG0001651	genemark-kam_s167-processed-gene-10.77-mRNA-1_1&gene=genemark-kam_s167-processed-gene-10.77&CDS=1-549	YLR348C
OG0001652	snap_masked-kam_s167-processed-gene-10.110-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.110&CDS=1-3072	YNL243W
OG0001653	snap_masked-kam_s167-processed-gene-10.131-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.131&CDS=1-543	YCL001W
OG0001654	augustus_masked-kam_s167-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-10.17&CDS=1-2283	YOR194C
OG0001655	snap_masked-kam_s167-processed-gene-10.132-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.132&CDS=1-2589	YPL115C
OG0001656	maker-kam_s167-augustus-gene-10.92-mRNA-1_1&gene=maker-kam_s167-augustus-gene-10.92&CDS=1-4020	YOR196C
OG0001657	snap_masked-kam_s167-processed-gene-10.114-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.114&CDS=1-1329	YOR198C
OG0001658	snap_masked-kam_s167-processed-gene-10.115-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.115&CDS=1-1104	YMR310C
OG0001659	snap_masked-kam_s167-processed-gene-10.116-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.116&CDS=1-864	YGR282C
OG0001660	snap_masked-kam_s167-processed-gene-10.117-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.117&CDS=1-3075	YPR026W
OG0001661	snap_masked-kam_s167-processed-gene-10.118-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.118&CDS=1-1422	YMR171C
OG0001662	snap_masked-kam_s167-processed-gene-10.138-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.138&CDS=1-2010	YCR088W
OG0001663	snap_masked-kam_s167-processed-gene-10.140-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.140&CDS=1-3156	YEL055C
OG0001664	snap_masked-kam_s167-processed-gene-10.141-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-10.141&CDS=1-1035	YJR105W
OG0001665	snap_masked-kam_s168-processed-gene-0.7-mRNA-1_1&gene=snap_masked-kam_s168-processed-gene-0.7&CDS=1-2292	YLR069C
OG0001666	snap_masked-kam_s17-processed-gene-0.67-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-0.67&CDS=1-825	YDL193W
OG0001667	snap_masked-kam_s17-processed-gene-0.86-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-0.86&CDS=1-3135	YDL190C
OG0001668	snap_masked-kam_s17-processed-gene-0.70-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-0.70&CDS=1-594	YDL135C
OG0001669	maker-kam_s17-augustus-gene-0.62-mRNA-1_1&gene=maker-kam_s17-augustus-gene-0.62&CDS=1-2658	YGR231C
OG0001670	snap_masked-kam_s17-processed-gene-0.73-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-0.73&CDS=1-891	YCL009C
OG0001671	snap_masked-kam_s17-processed-gene-0.75-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-0.75&CDS=1-1689	YBR200W
OG0001672	snap_masked-kam_s17-processed-gene-0.78-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-0.78&CDS=1-1020	YLR105C
OG0001673	snap_masked-kam_s17-processed-gene-0.79-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-0.79&CDS=1-516	YER159C
OG0001674	snap_masked-kam_s17-processed-gene-0.80-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-0.80&CDS=1-2262	YDR109C
OG0001675	snap_masked-kam_s17-processed-gene-0.94-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-0.94&CDS=1-1725	YKR056W
OG0001676	maker-kam_s17-augustus-gene-0.63-mRNA-1_1&gene=maker-kam_s17-augustus-gene-0.63&CDS=1-3117	YBR162C
OG0001677	snap_masked-kam_s17-processed-gene-1.8-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.8&CDS=1-1854	YDL185W
OG0001678	snap_masked-kam_s17-processed-gene-1.11-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.11&CDS=1-1089	YDL183C
OG0001679	snap_masked-kam_s17-processed-gene-1.15-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.15&CDS=1-2790	YPL084W
OG0001680	maker-kam_s17-augustus-gene-1.3-mRNA-1_1&gene=maker-kam_s17-augustus-gene-1.3&CDS=1-4998	YDL145C
OG0001681	genemark-kam_s17-processed-gene-1.62-mRNA-1_1&gene=genemark-kam_s17-processed-gene-1.62&CDS=1-1767	YGR123C
OG0001682	snap_masked-kam_s17-processed-gene-1.21-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.21&CDS=1-1674	YBR170C
OG0001683	snap_masked-kam_s17-processed-gene-1.22-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.22&CDS=1-2082	YPL106C
OG0001684	snap_masked-kam_s17-processed-gene-1.23-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.23&CDS=1-2409	YMR216C
OG0001685	snap_masked-kam_s17-processed-gene-1.39-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.39&CDS=1-1647	YPL086C
OG0001686	snap_masked-kam_s17-processed-gene-1.24-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.24&CDS=1-876	YBR185C
OG0001687	snap_masked-kam_s17-processed-gene-1.40-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.40&CDS=1-1188	YPL054W
OG0001688	snap_masked-kam_s17-processed-gene-1.41-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.41&CDS=1-1779	YMR013C
OG0001689	snap_masked-kam_s17-processed-gene-1.42-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.42&CDS=1-3201	YPL195W
OG0001690	snap_masked-kam_s17-processed-gene-1.27-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.27&CDS=1-828	YGL079W
OG0001691	snap_masked-kam_s17-processed-gene-1.43-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.43&CDS=1-2040	YIL108W
OG0001692	snap_masked-kam_s17-processed-gene-1.28-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.28&CDS=1-2493	YBR223C
OG0001693	snap_masked-kam_s17-processed-gene-1.29-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.29&CDS=1-3579	YJL074C
OG0001694	snap_masked-kam_s17-processed-gene-1.45-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.45&CDS=1-1374	YDR023W
OG0001695	snap_masked-kam_s17-processed-gene-1.31-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.31&CDS=1-1437	YDR030C
OG0001696	snap_masked-kam_s17-processed-gene-1.48-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-1.48&CDS=1-1506	YGL160W
OG0001697	genemark-kam_s17-processed-gene-2.136-mRNA-1_1&gene=genemark-kam_s17-processed-gene-2.136&CDS=1-513	YJL024C
OG0001698	snap_masked-kam_s17-processed-gene-2.8-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.8&CDS=1-435	YGR174C
OG0001699	snap_masked-kam_s17-processed-gene-2.5-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.5&CDS=1-1764	YDR213W
OG0001700	snap_masked-kam_s17-processed-gene-2.6-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.6&CDS=1-573	YLR229C
OG0001701	snap_masked-kam_s17-processed-gene-2.10-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.10&CDS=1-558	YBL093C
OG0001702	genemark-kam_s17-processed-gene-2.143-mRNA-1_1&gene=genemark-kam_s17-processed-gene-2.143&CDS=1-420	YBL092W
OG0001703	snap_masked-kam_s17-processed-gene-2.38-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.38&CDS=1-825	YML052W
OG0001704	maker-kam_s17-snap-gene-2.74-mRNA-1_1&gene=maker-kam_s17-snap-gene-2.74&CDS=1-1677	YCR068W
OG0001705	snap_masked-kam_s17-processed-gene-2.13-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.13&CDS=1-1383	YCR066W
OG0001706	snap_masked-kam_s17-processed-gene-2.14-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.14&CDS=1-1470	YHL008C
OG0001707	snap_masked-kam_s17-processed-gene-2.15-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.15&CDS=1-1848	YLR276C
OG0001708	snap_masked-kam_s17-processed-gene-2.42-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.42&CDS=1-2328	YDR485C
OG0001709	snap_masked-kam_s17-processed-gene-2.17-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.17&CDS=1-942	YOL096C
OG0001710	snap_masked-kam_s17-processed-gene-2.44-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.44&CDS=1-1590	YNL138W
OG0001711	snap_masked-kam_s17-processed-gene-2.18-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.18&CDS=1-2322	YNL059C
OG0001712	snap_masked-kam_s17-processed-gene-2.45-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.45&CDS=1-1788	YNL061W
OG0001713	snap_masked-kam_s17-processed-gene-2.20-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.20&CDS=1-1446	YNL062C
OG0001714	snap_masked-kam_s17-processed-gene-2.46-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.46&CDS=1-873	YNL063W
OG0001715	snap_masked-kam_s17-processed-gene-2.47-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.47&CDS=1-1407	YNL137C
OG0001716	augustus_masked-kam_s17-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-kam_s17-processed-gene-2.91&CDS=1-792	YNL136W
OG0001717	snap_masked-kam_s17-processed-gene-2.49-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.49&CDS=1-1644	YEL063C
OG0001718	augustus_masked-kam_s17-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-kam_s17-processed-gene-2.92&CDS=1-1878	YNL124W
OG0001719	snap_masked-kam_s17-processed-gene-2.51-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.51&CDS=1-2811	YHR120W
OG0001720	snap_masked-kam_s17-processed-gene-2.52-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.52&CDS=1-2982	YHR119W
OG0001721	snap_masked-kam_s17-processed-gene-2.24-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.24&CDS=1-2928	YNL123W
OG0001722	genemark-kam_s17-processed-gene-2.184-mRNA-1_1&gene=genemark-kam_s17-processed-gene-2.184&CDS=1-3087	YCR017C
OG0001723	snap_masked-kam_s17-processed-gene-2.26-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.26&CDS=1-825	YBR039W
OG0001724	snap_masked-kam_s17-processed-gene-2.57-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.57&CDS=1-2088	YBL084C
OG0001725	snap_masked-kam_s17-processed-gene-2.58-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.58&CDS=1-2667	YER114C
OG0001726	snap_masked-kam_s17-processed-gene-2.60-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.60&CDS=1-339	YHR116W
OG0001727	snap_masked-kam_s17-processed-gene-2.61-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.61&CDS=1-441	YNL208W
OG0001728	snap_masked-kam_s17-processed-gene-2.28-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.28&CDS=1-1272	YNL119W
OG0001729	maker-kam_s17-augustus-gene-2.2-mRNA-1_1&gene=maker-kam_s17-augustus-gene-2.2&CDS=1-2658	YIR026C
OG0001730	snap_masked-kam_s17-processed-gene-2.64-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.64&CDS=1-723	YOR258W
OG0001731	snap_masked-kam_s17-processed-gene-2.65-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.65&CDS=1-354	YMR123W
OG0001732	augustus_masked-kam_s17-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-kam_s17-processed-gene-2.100&CDS=1-1860	YER068W
OG0001733	snap_masked-kam_s17-processed-gene-2.67-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.67&CDS=1-2895	YPL040C
OG0001734	maker-kam_s17-augustus-gene-2.4-mRNA-1_1&gene=maker-kam_s17-augustus-gene-2.4&CDS=1-1386	YNR001C
OG0001735	snap_masked-kam_s17-processed-gene-2.69-mRNA-1_1&gene=snap_masked-kam_s17-processed-gene-2.69&CDS=1-1662	YBR163W
OG0001736	snap_masked-kam_s170-processed-gene-0.7-mRNA-1_1&gene=snap_masked-kam_s170-processed-gene-0.7&CDS=1-1449	YGL055W
OG0001737	genemark-kam_s170-processed-gene-0.13-mRNA-1_1&gene=genemark-kam_s170-processed-gene-0.13&CDS=1-468	YOR357C
OG0001738	snap_masked-kam_s172-processed-gene-0.32-mRNA-1_1&gene=snap_masked-kam_s172-processed-gene-0.32&CDS=1-3405	YBR023C
OG0001739	snap_masked-kam_s172-processed-gene-0.33-mRNA-1_1&gene=snap_masked-kam_s172-processed-gene-0.33&CDS=1-4563	YNL297C
OG0001740	snap_masked-kam_s172-processed-gene-0.27-mRNA-1_1&gene=snap_masked-kam_s172-processed-gene-0.27&CDS=1-2592	YGR157W
OG0001741	snap_masked-kam_s172-processed-gene-0.35-mRNA-1_1&gene=snap_masked-kam_s172-processed-gene-0.35&CDS=1-843	YGR158C
OG0001742	snap_masked-kam_s175-processed-gene-0.28-mRNA-1_1&gene=snap_masked-kam_s175-processed-gene-0.28&CDS=1-1194	YML048W
OG0001743	snap_masked-kam_s175-processed-gene-0.29-mRNA-1_1&gene=snap_masked-kam_s175-processed-gene-0.29&CDS=1-2301	YER091C
OG0001744	snap_masked-kam_s175-processed-gene-0.30-mRNA-1_1&gene=snap_masked-kam_s175-processed-gene-0.30&CDS=1-1104	YBL058W
OG0001745	snap_masked-kam_s175-processed-gene-0.32-mRNA-1_1&gene=snap_masked-kam_s175-processed-gene-0.32&CDS=1-1581	YER090W
OG0001746	genemark-kam_s175-processed-gene-0.7-mRNA-1_1&gene=genemark-kam_s175-processed-gene-0.7&CDS=1-1587	YBL054W
OG0001747	snap_masked-kam_s175-processed-gene-0.39-mRNA-1_1&gene=snap_masked-kam_s175-processed-gene-0.39&CDS=1-606	YBL057C
OG0001748	snap_masked-kam_s175-processed-gene-0.35-mRNA-1_1&gene=snap_masked-kam_s175-processed-gene-0.35&CDS=1-1434	YGR229C
OG0001749	snap_masked-kam_s175-processed-gene-0.41-mRNA-1_1&gene=snap_masked-kam_s175-processed-gene-0.41&CDS=1-1410	YGR227W
OG0001750	genemark-kam_s175-processed-gene-0.10-mRNA-1_1&gene=genemark-kam_s175-processed-gene-0.10&CDS=1-1638	YGR225W
OG0001751	snap_masked-kam_s18-processed-gene-0.176-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.176&CDS=1-2055	YEL065W
OG0001752	snap_masked-kam_s18-processed-gene-0.142-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.142&CDS=1-1734	YOR329C
OG0001753	genemark-kam_s18-processed-gene-0.4-mRNA-1_1&gene=genemark-kam_s18-processed-gene-0.4&CDS=1-246	YCL057C-A
OG0001754	snap_masked-kam_s18-processed-gene-0.144-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.144&CDS=1-1122	YCL055W
OG0001755	snap_masked-kam_s18-processed-gene-0.147-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.147&CDS=1-1479	YPL228W
OG0001756	snap_masked-kam_s18-processed-gene-0.148-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.148&CDS=1-978	YPL227C
OG0001757	snap_masked-kam_s18-processed-gene-0.150-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.150&CDS=1-1452	YFL018C
OG0001758	snap_masked-kam_s18-processed-gene-0.151-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.151&CDS=1-1488	YFL022C
OG0001759	snap_masked-kam_s18-processed-gene-0.153-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.153&CDS=1-690	YLR051C
OG0001760	snap_masked-kam_s18-processed-gene-0.154-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.154&CDS=1-3603	YIL115C
OG0001761	snap_masked-kam_s18-processed-gene-0.155-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.155&CDS=1-1887	YCL029C
OG0001762	snap_masked-kam_s18-processed-gene-0.180-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.180&CDS=1-240	YNL138W-A
OG0001763	genemark-kam_s18-processed-gene-0.19-mRNA-1_1&gene=genemark-kam_s18-processed-gene-0.19&CDS=1-1797	YGR054W
OG0001764	snap_masked-kam_s18-processed-gene-0.182-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.182&CDS=1-1257	YJL183W
OG0001765	snap_masked-kam_s18-processed-gene-0.183-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.183&CDS=1-981	YOL107W
OG0001766	snap_masked-kam_s18-processed-gene-0.184-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.184&CDS=1-2082	YMR137C
OG0001767	snap_masked-kam_s18-processed-gene-0.185-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.185&CDS=1-756	YGR033C
OG0001768	snap_masked-kam_s18-processed-gene-0.164-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.164&CDS=1-1620	YLR345W
OG0001769	snap_masked-kam_s18-processed-gene-0.165-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.165&CDS=1-315	YJL184W
OG0001770	snap_masked-kam_s18-processed-gene-0.186-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.186&CDS=1-360	YJL179W
OG0001771	snap_masked-kam_s18-processed-gene-0.166-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.166&CDS=1-1044	YJL180C
OG0001772	snap_masked-kam_s18-processed-gene-0.167-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.167&CDS=1-2508	YNL201C
OG0001773	snap_masked-kam_s18-processed-gene-0.169-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.169&CDS=1-1038	YDL226C
OG0001774	snap_masked-kam_s18-processed-gene-0.187-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.187&CDS=1-669	YGR036C
OG0001775	snap_masked-kam_s18-processed-gene-0.188-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.188&CDS=1-2598	YLR347C
OG0001776	genemark-kam_s18-processed-gene-0.50-mRNA-1_1&gene=genemark-kam_s18-processed-gene-0.50&CDS=1-1791	YDL225W
OG0001777	snap_masked-kam_s18-processed-gene-0.170-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.170&CDS=1-747	YNL200C
OG0001778	augustus_masked-kam_s18-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-kam_s18-processed-gene-0.97&CDS=1-534	YPL149W
OG0001779	snap_masked-kam_s18-processed-gene-0.191-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.191&CDS=1-948	YOR239W
OG0001780	snap_masked-kam_s18-processed-gene-0.192-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.192&CDS=1-543	YDR246W
OG0001781	genemark-kam_s18-processed-gene-0.54-mRNA-1_1&gene=genemark-kam_s18-processed-gene-0.54&CDS=1-3696	YOR274W
OG0001782	snap_masked-kam_s18-processed-gene-0.195-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.195&CDS=1-1860	YMR213W
OG0001783	snap_masked-kam_s18-processed-gene-0.172-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.172&CDS=1-4995	YGL206C
OG0001784	snap_masked-kam_s18-processed-gene-0.173-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.173&CDS=1-1302	YHL028W
OG0001785	snap_masked-kam_s18-processed-gene-0.174-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.174&CDS=1-1755	YHL027W
OG0001786	snap_masked-kam_s18-processed-gene-0.199-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.199&CDS=1-1218	YDL033C
OG0001787	snap_masked-kam_s18-processed-gene-0.200-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.200&CDS=1-1710	YFR037C
OG0001788	snap_masked-kam_s18-processed-gene-0.175-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.175&CDS=1-3321	YIL026C
OG0001789	snap_masked-kam_s18-processed-gene-0.202-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.202&CDS=1-780	YDR429C
OG0001790	snap_masked-kam_s18-processed-gene-0.203-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.203&CDS=1-792	YDR428C
OG0001791	snap_masked-kam_s18-processed-gene-0.204-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.204&CDS=1-885	YDR432W
OG0001792	snap_masked-kam_s18-processed-gene-0.205-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.205&CDS=1-2490	YMR165C
OG0001793	snap_masked-kam_s19-processed-gene-0.4-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.4&CDS=1-1728	YKR016W
OG0001794	snap_masked-kam_s19-processed-gene-0.6-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.6&CDS=1-1830	YMR092C
OG0001795	snap_masked-kam_s19-processed-gene-0.7-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.7&CDS=1-2091	YEL011W
OG0001796	snap_masked-kam_s19-processed-gene-0.8-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.8&CDS=1-1938	YMR106C
OG0001797	snap_masked-kam_s19-processed-gene-0.29-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.29&CDS=1-1101	YMR097C
OG0001798	snap_masked-kam_s19-processed-gene-0.9-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.9&CDS=1-864	YKL110C
OG0001799	snap_masked-kam_s19-processed-gene-0.30-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.30&CDS=1-738	YKL099C
OG0001800	snap_masked-kam_s19-processed-gene-0.10-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.10&CDS=1-1806	YMR098C
OG0001801	snap_masked-kam_s19-processed-gene-0.31-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.31&CDS=1-1509	YKR023W
OG0001802	snap_masked-kam_s19-processed-gene-0.13-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.13&CDS=1-1440	YJL106W
OG0001803	snap_masked-kam_s19-processed-gene-0.14-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.14&CDS=1-909	YGR127W
OG0001804	snap_masked-kam_s19-processed-gene-0.15-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.15&CDS=1-996	YPR147C
OG0001805	maker-kam_s19-augustus-gene-0.2-mRNA-1_1&gene=maker-kam_s19-augustus-gene-0.2&CDS=1-2484	YBR034C
OG0001806	genemark-kam_s19-processed-gene-0.59-mRNA-1_1&gene=genemark-kam_s19-processed-gene-0.59&CDS=1-519	YCL033C
OG0001807	snap_masked-kam_s19-processed-gene-0.32-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.32&CDS=1-945	YDL015C
OG0001808	snap_masked-kam_s19-processed-gene-0.19-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.19&CDS=1-450	YOR298C-A
OG0001809	genemark-kam_s19-processed-gene-0.74-mRNA-1_1&gene=genemark-kam_s19-processed-gene-0.74&CDS=1-6021	YJL109C
OG0001810	snap_masked-kam_s19-processed-gene-0.21-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.21&CDS=1-210	YBL071W-A
OG0001811	snap_masked-kam_s19-processed-gene-0.23-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.23&CDS=1-690	YAR008W
OG0001812	snap_masked-kam_s19-processed-gene-0.38-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.38&CDS=1-2757	YJL154C
OG0001813	snap_masked-kam_s19-processed-gene-0.40-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.40&CDS=1-5511	YNL242W
OG0001814	augustus_masked-kam_s19-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-kam_s19-processed-gene-0.111&CDS=1-1260	YKR063C
OG0001815	maker-kam_s19-augustus-gene-1.87-mRNA-1_1&gene=maker-kam_s19-augustus-gene-1.87&CDS=1-2535	YAL010C
OG0001816	snap_masked-kam_s19-processed-gene-1.93-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-1.93&CDS=1-2499	YAL011W
OG0001817	maker-kam_s19-augustus-gene-1.88-mRNA-1_1&gene=maker-kam_s19-augustus-gene-1.88&CDS=1-1944	YOR202W
OG0001818	genemark-kam_s19-processed-gene-1.28-mRNA-1_1&gene=genemark-kam_s19-processed-gene-1.28&CDS=1-1251	YHR016C
