	Candida_orthopsilosis	Saccharomyces_cerevisiae
OG0001739	genemark-NC_018296.1-processed-gene-2.26-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-2.26&CDS=1-1479	YML115C
OG0001740	genemark-NC_018296.1-processed-gene-2.27-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-2.27&CDS=1-1086	YDL055C
OG0001741	genemark-NC_018296.1-processed-gene-2.39-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-2.39&CDS=1-915	YHR198C
OG0001742	snap_masked-NC_018296.1-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-2.86&CDS=1-264	YJR135W-A
OG0001743	genemark-NC_018296.1-processed-gene-2.41-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-2.41&CDS=1-1368	YDL054C
OG0001744	genemark-NC_018296.1-processed-gene-2.43-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-2.43&CDS=1-897	YBR061C
OG0001745	genemark-NC_018296.1-processed-gene-2.32-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-2.32&CDS=1-732	YDR041W
OG0001746	genemark-NC_018296.1-processed-gene-2.44-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-2.44&CDS=1-1590	YBR062C
OG0001747	snap_masked-NC_018296.1-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-3.73&CDS=1-246	YOR045W
OG0001748	genemark-NC_018296.1-processed-gene-3.26-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-3.26&CDS=1-1236	YMR235C
OG0001749	genemark-NC_018296.1-processed-gene-3.27-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-3.27&CDS=1-3906	YNL250W
OG0001750	genemark-NC_018296.1-processed-gene-3.41-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-3.41&CDS=1-777	YOR298W
OG0001751	maker-NC_018296.1-snap-gene-3.59-mRNA-1_1&gene=maker-NC_018296.1-snap-gene-3.59&CDS=1-3408	YPR112C
OG0001752	genemark-NC_018296.1-processed-gene-3.42-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-3.42&CDS=1-606	YFR001W
OG0001753	genemark-NC_018296.1-processed-gene-3.45-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-3.45&CDS=1-336	YDR382W
OG0001754	genemark-NC_018296.1-processed-gene-3.35-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-3.35&CDS=1-426	YOL040C
OG0001755	genemark-NC_018296.1-processed-gene-3.36-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-3.36&CDS=1-1476	YOR046C
OG0001756	genemark-NC_018296.1-processed-gene-3.47-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-3.47&CDS=1-780	YLR242C
OG0001757	augustus_masked-NC_018296.1-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-3.20&CDS=1-1851	YLR234W
OG0001758	snap_masked-NC_018296.1-processed-gene-3.93-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-3.93&CDS=1-5838	YLR430W
OG0001759	snap_masked-NC_018296.1-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-3.94&CDS=1-1056	YML067C
OG0001760	genemark-NC_018296.1-processed-gene-3.38-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-3.38&CDS=1-1437	YML068W
OG0001761	genemark-NC_018296.1-processed-gene-3.51-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-3.51&CDS=1-1806	YHR150W
OG0001762	genemark-NC_018296.1-processed-gene-3.52-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-3.52&CDS=1-11787	YPL231W
OG0001763	genemark-NC_018296.1-processed-gene-3.39-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-3.39&CDS=1-1335	YLR403W
OG0001764	genemark-NC_018296.1-processed-gene-4.48-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.48&CDS=1-1665	YLR133W
OG0001765	genemark-NC_018296.1-processed-gene-4.49-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.49&CDS=1-1128	YDR142C
OG0001766	genemark-NC_018296.1-processed-gene-4.50-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.50&CDS=1-2613	YLL032C
OG0001767	genemark-NC_018296.1-processed-gene-4.78-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.78&CDS=1-330	YPL047W
OG0001768	genemark-NC_018296.1-processed-gene-4.56-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.56&CDS=1-1281	YPL083C
OG0001769	snap_masked-NC_018296.1-processed-gene-4.17-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-4.17&CDS=1-1464	YIL097W
OG0001770	augustus_masked-NC_018296.1-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-4.123&CDS=1-4161	YDL122W
OG0001771	genemark-NC_018296.1-processed-gene-4.63-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.63&CDS=1-1179	YML005W
OG0001772	genemark-NC_018296.1-processed-gene-4.65-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.65&CDS=1-1506	YNL026W
OG0001773	genemark-NC_018296.1-processed-gene-4.83-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.83&CDS=1-1032	YIL083C
OG0001774	genemark-NC_018296.1-processed-gene-4.67-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.67&CDS=1-1227	YNL025C
OG0001775	genemark-NC_018296.1-processed-gene-4.69-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.69&CDS=1-2814	YGL216W
OG0001776	genemark-NC_018296.1-processed-gene-4.85-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.85&CDS=1-2289	YBL061C
OG0001777	genemark-NC_018296.1-processed-gene-4.86-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.86&CDS=1-786	YER100W
OG0001778	genemark-NC_018296.1-processed-gene-4.93-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-4.93&CDS=1-1389	YOR056C
OG0001779	maker-NC_018296.1-snap-gene-4.1-mRNA-1_1&gene=maker-NC_018296.1-snap-gene-4.1&CDS=1-2733	YIR038C
OG0001780	genemark-NC_018296.1-processed-gene-5.77-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.77&CDS=1-1752	YDR294C
OG0001781	genemark-NC_018296.1-processed-gene-5.78-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.78&CDS=1-933	YDR352W
OG0001782	augustus_masked-NC_018296.1-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-5.2&CDS=1-2640	YOR058C
OG0001783	genemark-NC_018296.1-processed-gene-5.85-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.85&CDS=1-1113	YPL050C
OG0001784	genemark-NC_018296.1-processed-gene-5.87-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.87&CDS=1-1950	YPL093W
OG0001785	genemark-NC_018296.1-processed-gene-5.88-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.88&CDS=1-1701	YPL054W
OG0001786	genemark-NC_018296.1-processed-gene-5.102-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.102&CDS=1-900	YBR185C
OG0001787	genemark-NC_018296.1-processed-gene-5.89-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.89&CDS=1-1647	YPL086C
OG0001788	genemark-NC_018296.1-processed-gene-5.103-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.103&CDS=1-2349	YJL128C
OG0001789	genemark-NC_018296.1-processed-gene-5.90-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.90&CDS=1-1506	YMR093W
OG0001790	augustus_masked-NC_018296.1-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-5.26&CDS=1-3543	YMR287C
OG0001791	genemark-NC_018296.1-processed-gene-5.93-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.93&CDS=1-3513	YFR031C
OG0001792	genemark-NC_018296.1-processed-gene-5.94-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.94&CDS=1-1389	YEL036C
OG0001793	genemark-NC_018296.1-processed-gene-5.107-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.107&CDS=1-711	YEL001C
OG0001794	genemark-NC_018296.1-processed-gene-5.109-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.109&CDS=1-1059	YEL009C
OG0001795	genemark-NC_018296.1-processed-gene-5.110-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.110&CDS=1-1482	YMR067C
OG0001796	genemark-NC_018296.1-processed-gene-5.99-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.99&CDS=1-450	YDR525W-A
OG0001797	genemark-NC_018296.1-processed-gene-5.111-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.111&CDS=1-3033	YCR092C
OG0001798	genemark-NC_018296.1-processed-gene-5.112-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.112&CDS=1-1854	YMR068W
OG0001799	genemark-NC_018296.1-processed-gene-5.114-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.114&CDS=1-2373	YCR091W
OG0001800	genemark-NC_018296.1-processed-gene-5.115-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-5.115&CDS=1-390	YNR046W
OG0001801	genemark-NC_018296.1-processed-gene-6.80-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.80&CDS=1-831	YFR052W
OG0001802	snap_masked-NC_018296.1-processed-gene-6.41-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-6.41&CDS=1-759	YPL065W
OG0001803	maker-NC_018296.1-snap-gene-6.120-mRNA-1_1&gene=maker-NC_018296.1-snap-gene-6.120&CDS=1-2175	YIL049W
OG0001804	genemark-NC_018296.1-processed-gene-6.99-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.99&CDS=1-3315	YFR030W
OG0001805	augustus_masked-NC_018296.1-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-6.23&CDS=1-2349	YNL213C
OG0001806	genemark-NC_018296.1-processed-gene-6.86-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.86&CDS=1-1578	YIL142W
OG0001807	genemark-NC_018296.1-processed-gene-6.87-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.87&CDS=1-1668	YNL083W
OG0001808	augustus_masked-NC_018296.1-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-6.26&CDS=1-699	YIL139C
OG0001809	augustus_masked-NC_018296.1-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-6.12&CDS=1-3984	YML080W
OG0001810	genemark-NC_018296.1-processed-gene-6.107-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.107&CDS=1-984	YBR149W
OG0001811	augustus_masked-NC_018296.1-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-6.28&CDS=1-3813	YDR005C
OG0001812	maker-NC_018296.1-augustus-gene-6.3-mRNA-1_1&gene=maker-NC_018296.1-augustus-gene-6.3&CDS=1-981	YHL022C
OG0001813	genemark-NC_018296.1-processed-gene-6.112-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.112&CDS=1-4347	YNL102W
OG0001814	genemark-NC_018296.1-processed-gene-6.91-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.91&CDS=1-870	YOR036W
OG0001815	genemark-NC_018296.1-processed-gene-6.93-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.93&CDS=1-2295	YJR040W
OG0001816	augustus_masked-NC_018296.1-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-6.33&CDS=1-3411	YJR041C
OG0001817	genemark-NC_018296.1-processed-gene-6.116-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.116&CDS=1-378	YEL026W
OG0001818	genemark-NC_018296.1-processed-gene-6.94-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.94&CDS=1-480	YEL027W
OG0001819	genemark-NC_018296.1-processed-gene-6.117-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.117&CDS=1-2346	YJR042W
OG0001820	genemark-NC_018296.1-processed-gene-6.95-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.95&CDS=1-2706	YJR036C
OG0001821	genemark-NC_018296.1-processed-gene-6.96-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-6.96&CDS=1-639	YEL024W
OG0001822	snap_masked-NC_018296.1-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-6.79&CDS=1-858	YMR244W
OG0001823	augustus_masked-NC_018296.1-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-7.76&CDS=1-5190	YBL104C
OG0001824	genemark-NC_018296.1-processed-gene-7.46-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.46&CDS=1-2451	YPR031W
OG0001825	genemark-NC_018296.1-processed-gene-7.44-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.44&CDS=1-3405	YDR060W
OG0001826	genemark-NC_018296.1-processed-gene-7.48-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.48&CDS=1-1734	YOR301W
OG0001827	genemark-NC_018296.1-processed-gene-7.49-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.49&CDS=1-315	YBL028C
OG0001828	genemark-NC_018296.1-processed-gene-7.63-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.63&CDS=1-1707	YOR128C
OG0001829	genemark-NC_018296.1-processed-gene-7.64-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.64&CDS=1-2472	YBR083W
OG0001830	genemark-NC_018296.1-processed-gene-7.53-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.53&CDS=1-1722	YGR124W
OG0001831	genemark-NC_018296.1-processed-gene-7.66-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.66&CDS=1-1104	YDR282C
OG0001832	genemark-NC_018296.1-processed-gene-7.54-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.54&CDS=1-3279	YBR291C
OG0001833	genemark-NC_018296.1-processed-gene-7.67-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.67&CDS=1-1140	YBR290W
OG0001834	augustus_masked-NC_018296.1-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-7.102&CDS=1-942	YOR352W
OG0001835	genemark-NC_018296.1-processed-gene-7.70-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.70&CDS=1-633	YJR073C
OG0001836	genemark-NC_018296.1-processed-gene-7.72-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.72&CDS=1-1137	YKL080W
OG0001837	genemark-NC_018296.1-processed-gene-7.58-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.58&CDS=1-1347	YKL082C
OG0001838	genemark-NC_018296.1-processed-gene-7.59-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.59&CDS=1-531	YPR028W
OG0001839	genemark-NC_018296.1-processed-gene-7.74-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.74&CDS=1-1707	YDR049W
OG0001840	genemark-NC_018296.1-processed-gene-7.75-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-7.75&CDS=1-1080	YDR047W
OG0001841	genemark-NC_018296.1-processed-gene-8.0-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.0&CDS=1-2721	YBR074W
OG0001842	augustus_masked-NC_018296.1-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-8.63&CDS=1-1560	YLR089C
OG0001843	genemark-NC_018296.1-processed-gene-8.23-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.23&CDS=1-1845	YNR012W
OG0001844	genemark-NC_018296.1-processed-gene-8.6-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.6&CDS=1-1845	YPL023C
OG0001845	genemark-NC_018296.1-processed-gene-8.25-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.25&CDS=1-531	YPL024W
OG0001846	genemark-NC_018296.1-processed-gene-8.7-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.7&CDS=1-3030	YPL022W
OG0001847	maker-NC_018296.1-snap-gene-8.85-mRNA-1_1&gene=maker-NC_018296.1-snap-gene-8.85&CDS=1-321	YBL001C
OG0001848	genemark-NC_018296.1-processed-gene-8.9-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.9&CDS=1-762	YJL218W
OG0001849	genemark-NC_018296.1-processed-gene-8.10-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.10&CDS=1-3036	YKL210W
OG0001850	genemark-NC_018296.1-processed-gene-8.27-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.27&CDS=1-3537	YKL209C
OG0001851	genemark-NC_018296.1-processed-gene-8.29-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.29&CDS=1-1689	YBR286W
OG0001852	genemark-NC_018296.1-processed-gene-8.32-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.32&CDS=1-1203	YGL048C
OG0001853	genemark-NC_018296.1-processed-gene-8.33-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.33&CDS=1-960	YPR023C
OG0001854	genemark-NC_018296.1-processed-gene-8.13-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.13&CDS=1-825	YJL178C
OG0001855	genemark-NC_018296.1-processed-gene-8.15-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.15&CDS=1-1905	YPR155C
OG0001856	genemark-NC_018296.1-processed-gene-8.16-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.16&CDS=1-1527	YER078C
OG0001857	genemark-NC_018296.1-processed-gene-8.36-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.36&CDS=1-852	YGR132C
OG0001858	genemark-NC_018296.1-processed-gene-8.17-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.17&CDS=1-672	YDR381W
OG0001859	genemark-NC_018296.1-processed-gene-8.18-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.18&CDS=1-1935	YOR129C
OG0001860	genemark-NC_018296.1-processed-gene-8.39-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.39&CDS=1-2367	YMR100W
OG0001861	genemark-NC_018296.1-processed-gene-8.40-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.40&CDS=1-1026	YKL120W
OG0001862	genemark-NC_018296.1-processed-gene-8.19-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.19&CDS=1-3084	YDR430C
OG0001863	snap_masked-NC_018296.1-processed-gene-8.129-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-8.129&CDS=1-210	YML009C
OG0001864	genemark-NC_018296.1-processed-gene-8.20-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-8.20&CDS=1-651	YML012W
OG0001865	genemark-NC_018296.1-processed-gene-9.0-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.0&CDS=1-756	YGR135W
OG0001866	genemark-NC_018296.1-processed-gene-9.1-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.1&CDS=1-909	YOR130C
OG0001867	genemark-NC_018296.1-processed-gene-9.3-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.3&CDS=1-1080	YDL237W
OG0001868	genemark-NC_018296.1-processed-gene-9.6-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.6&CDS=1-1032	YDL205C
OG0001869	genemark-NC_018296.1-processed-gene-9.7-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.7&CDS=1-4404	YDR440W
OG0001870	genemark-NC_018296.1-processed-gene-9.22-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.22&CDS=1-996	YML021C
OG0001871	genemark-NC_018296.1-processed-gene-9.23-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.23&CDS=1-1095	YML019W
OG0001872	snap_masked-NC_018296.1-processed-gene-9.106-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-9.106&CDS=1-1257	YML018C
OG0001873	genemark-NC_018296.1-processed-gene-9.8-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.8&CDS=1-1098	YKL114C
OG0001874	genemark-NC_018296.1-processed-gene-9.10-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.10&CDS=1-2307	YDR169C
OG0001875	genemark-NC_018296.1-processed-gene-9.11-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.11&CDS=1-2484	YBR202W
OG0001876	genemark-NC_018296.1-processed-gene-9.13-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.13&CDS=1-603	YER063W
OG0001877	augustus_masked-NC_018296.1-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-9.67&CDS=1-2934	YML020W
OG0001878	snap_masked-NC_018296.1-processed-gene-9.95-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-9.95&CDS=1-837	YEL019C
OG0001879	genemark-NC_018296.1-processed-gene-9.17-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.17&CDS=1-648	YDR304C
OG0001880	snap_masked-NC_018296.1-processed-gene-9.113-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-9.113&CDS=1-774	YHR058C
OG0001881	genemark-NC_018296.1-processed-gene-9.32-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.32&CDS=1-552	YDR305C
OG0001882	genemark-NC_018296.1-processed-gene-9.34-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.34&CDS=1-984	YER127W
OG0001883	genemark-NC_018296.1-processed-gene-9.19-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.19&CDS=1-783	YER126C
OG0001884	genemark-NC_018296.1-processed-gene-9.37-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-9.37&CDS=1-1362	YCL032W
OG0001885	genemark-NC_018296.1-processed-gene-10.45-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-10.45&CDS=1-1647	YEL042W
OG0001886	maker-NC_018296.1-augustus-gene-10.119-mRNA-1_1&gene=maker-NC_018296.1-augustus-gene-10.119&CDS=1-4626	YDR324C
OG0001887	genemark-NC_018296.1-processed-gene-10.59-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-10.59&CDS=1-1128	YML008C
OG0001888	genemark-NC_018296.1-processed-gene-10.47-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-10.47&CDS=1-3876	YDR325W
OG0001889	genemark-NC_018296.1-processed-gene-10.60-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-10.60&CDS=1-1488	YML007W
OG0001890	genemark-NC_018296.1-processed-gene-10.48-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-10.48&CDS=1-2349	YEL053C
OG0001891	snap_masked-NC_018296.1-processed-gene-10.10-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-10.10&CDS=1-1149	YHR068W
OG0001892	snap_masked-NC_018296.1-processed-gene-10.11-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-10.11&CDS=1-2361	YML017W
OG0001893	genemark-NC_018296.1-processed-gene-10.61-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-10.61&CDS=1-1446	YER020W
OG0001894	genemark-NC_018296.1-processed-gene-10.63-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-10.63&CDS=1-1578	YKL139W
OG0001895	snap_masked-NC_018296.1-processed-gene-10.12-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-10.12&CDS=1-213	YIL156W-B
OG0001896	genemark-NC_018296.1-processed-gene-10.64-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-10.64&CDS=1-2157	YKL104C
OG0001897	genemark-NC_018296.1-processed-gene-10.67-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-10.67&CDS=1-996	YOR251C
OG0001898	genemark-NC_018296.1-processed-gene-10.68-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-10.68&CDS=1-987	YDR280W
OG0001899	genemark-NC_018296.1-processed-gene-10.71-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-10.71&CDS=1-948	YLR220W
OG0001900	snap_masked-NC_018296.1-processed-gene-10.17-mRNA-1_1&gene=snap_masked-NC_018296.1-processed-gene-10.17&CDS=1-687	YIR009W
OG0001901	augustus_masked-NC_018296.1-processed-gene-10.101-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-10.101&CDS=1-12393	YKR054C
OG0001902	genemark-NC_018296.1-processed-gene-10.58-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-10.58&CDS=1-996	YOL073C
OG0001903	augustus_masked-NC_018296.1-processed-gene-10.118-mRNA-1_1&gene=augustus_masked-NC_018296.1-processed-gene-10.118&CDS=1-2940	YOL124C
OG0001904	genemark-NC_018296.1-processed-gene-11.38-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-11.38&CDS=1-1464	YOL123W
OG0001905	genemark-NC_018296.1-processed-gene-11.39-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-11.39&CDS=1-2736	YDL031W
OG0001906	genemark-NC_018296.1-processed-gene-11.41-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-11.41&CDS=1-552	YCR027C
OG0001907	genemark-NC_018296.1-processed-gene-11.56-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-11.56&CDS=1-1284	YOR197W
OG0001908	genemark-NC_018296.1-processed-gene-11.58-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-11.58&CDS=1-1311	YER061C
OG0001909	genemark-NC_018296.1-processed-gene-11.43-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-11.43&CDS=1-2799	YDL149W
OG0001910	genemark-NC_018296.1-processed-gene-11.44-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-11.44&CDS=1-2400	YDL148C
OG0001911	genemark-NC_018296.1-processed-gene-11.63-mRNA-1_1&gene=genemark-NC_018296.1-processed-gene-11.63&CDS=1-708	YGR232W
