	Metschnikowia_matae	Saccharomyces_cerevisiae
OG0001302	genemark-mat-_s223-processed-gene-0.21-mRNA-1_1&gene=genemark-mat-_s223-processed-gene-0.21&CDS=1-1344	YDR306C
OG0001303	augustus_masked-mat-_s223-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s223-processed-gene-0.2&CDS=1-1011	YDR313C
OG0001304	snap_masked-mat-_s223-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mat-_s223-processed-gene-0.17&CDS=1-1413	YHR065C
OG0001305	augustus_masked-mat-_s223-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-mat-_s223-processed-gene-0.8&CDS=1-1155	YLR151C
OG0001306	maker-mat-_s23-snap-gene-0.5-mRNA-1_1&gene=maker-mat-_s23-snap-gene-0.5&CDS=1-1347	YPL066W
OG0001307	augustus_masked-mat-_s23-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s23-processed-gene-0.2&CDS=1-813	YPL065W
OG0001308	augustus_masked-mat-_s23-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mat-_s23-processed-gene-0.3&CDS=1-828	YFR052W
OG0001309	augustus_masked-mat-_s231-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-mat-_s231-processed-gene-0.45&CDS=1-294	YDR469W
OG0001310	genemark-mat-_s231-processed-gene-0.2-mRNA-1_1&gene=genemark-mat-_s231-processed-gene-0.2&CDS=1-1131	YDR468C
OG0001311	augustus_masked-mat-_s231-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-mat-_s231-processed-gene-0.38&CDS=1-963	YDR392W
OG0001312	snap_masked-mat-_s231-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mat-_s231-processed-gene-0.30&CDS=1-3564	YOR144C
OG0001313	snap_masked-mat-_s231-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mat-_s231-processed-gene-0.25&CDS=1-795	YOR145C
OG0001314	genemark-mat-_s231-processed-gene-0.15-mRNA-1_1&gene=genemark-mat-_s231-processed-gene-0.15&CDS=1-747	YHR013C
OG0001315	snap_masked-mat-_s231-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mat-_s231-processed-gene-0.34&CDS=1-741	YDR472W
OG0001316	genemark-mat-_s231-processed-gene-0.9-mRNA-1_1&gene=genemark-mat-_s231-processed-gene-0.9&CDS=1-1491	YOR023C
OG0001317	snap_masked-mat-_s233-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s233-processed-gene-0.1&CDS=1-2232	YLR117C
OG0001318	snap_masked-mat-_s233-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s233-processed-gene-0.2&CDS=1-312	YGL102C
OG0001319	genemark-mat-_s233-processed-gene-0.33-mRNA-1_1&gene=genemark-mat-_s233-processed-gene-0.33&CDS=1-645	YDR140W
OG0001320	maker-mat-_s233-augustus-gene-0.44-mRNA-1_1&gene=maker-mat-_s233-augustus-gene-0.44&CDS=1-2946	YPR033C
OG0001321	snap_masked-mat-_s24-processed-gene-0.84-mRNA-1_1&gene=snap_masked-mat-_s24-processed-gene-0.84&CDS=1-444	YOR224C
OG0001322	snap_masked-mat-_s24-processed-gene-0.66-mRNA-1_1&gene=snap_masked-mat-_s24-processed-gene-0.66&CDS=1-4047	YGR061C
OG0001323	snap_masked-mat-_s24-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mat-_s24-processed-gene-0.67&CDS=1-741	YNL178W
OG0001324	snap_masked-mat-_s24-processed-gene-0.87-mRNA-1_1&gene=snap_masked-mat-_s24-processed-gene-0.87&CDS=1-321	YJR085C
OG0001325	snap_masked-mat-_s24-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mat-_s24-processed-gene-0.69&CDS=1-3990	YGL150C
OG0001326	maker-mat-_s24-augustus-gene-0.0-mRNA-1_1&gene=maker-mat-_s24-augustus-gene-0.0&CDS=1-2061	YGL155W
OG0001327	snap_masked-mat-_s24-processed-gene-0.72-mRNA-1_1&gene=snap_masked-mat-_s24-processed-gene-0.72&CDS=1-948	YDL119C
OG0001328	snap_masked-mat-_s24-processed-gene-0.73-mRNA-1_1&gene=snap_masked-mat-_s24-processed-gene-0.73&CDS=1-1140	YGL153W
OG0001329	snap_masked-mat-_s24-processed-gene-0.75-mRNA-1_1&gene=snap_masked-mat-_s24-processed-gene-0.75&CDS=1-3297	YDL102W
OG0001330	snap_masked-mat-_s24-processed-gene-0.76-mRNA-1_1&gene=snap_masked-mat-_s24-processed-gene-0.76&CDS=1-945	YMR161W
OG0001331	snap_masked-mat-_s24-processed-gene-0.78-mRNA-1_1&gene=snap_masked-mat-_s24-processed-gene-0.78&CDS=1-1341	YOR197W
OG0001332	snap_masked-mat-_s240-processed-gene-0.26-mRNA-1_1&gene=snap_masked-mat-_s240-processed-gene-0.26&CDS=1-1863	YLR234W
OG0001333	snap_masked-mat-_s240-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mat-_s240-processed-gene-0.16&CDS=1-1329	YDR198C
OG0001334	snap_masked-mat-_s240-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mat-_s240-processed-gene-0.27&CDS=1-1032	YHR063C
OG0001335	snap_masked-mat-_s240-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mat-_s240-processed-gene-0.17&CDS=1-717	YDR196C
OG0001336	augustus_masked-mat-_s240-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-mat-_s240-processed-gene-0.40&CDS=1-3297	YLR240W
OG0001337	snap_masked-mat-_s240-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mat-_s240-processed-gene-0.22&CDS=1-372	YLR245C
OG0001338	snap_masked-mat-_s240-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mat-_s240-processed-gene-0.23&CDS=1-1122	YLR244C
OG0001339	augustus_masked-mat-_s242-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_s242-processed-gene-0.0&CDS=1-888	YDR432W
OG0001340	snap_masked-mat-_s243-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s243-processed-gene-0.1&CDS=1-1494	YKL035W
OG0001341	snap_masked-mat-_s247-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_s247-processed-gene-0.18&CDS=1-1311	YHR009C
OG0001342	maker-mat-_s247-augustus-gene-0.0-mRNA-1_1&gene=maker-mat-_s247-augustus-gene-0.0&CDS=1-549	YHR175W
OG0001343	snap_masked-mat-_s247-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mat-_s247-processed-gene-0.20&CDS=1-1371	YDR449C
OG0001344	snap_masked-mat-_s252-processed-gene-0.51-mRNA-1_1&gene=snap_masked-mat-_s252-processed-gene-0.51&CDS=1-372	YMR286W
OG0001345	snap_masked-mat-_s252-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mat-_s252-processed-gene-0.32&CDS=1-3426	YOR349W
OG0001346	snap_masked-mat-_s252-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mat-_s252-processed-gene-0.53&CDS=1-1551	YJL153C
OG0001347	snap_masked-mat-_s252-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mat-_s252-processed-gene-0.37&CDS=1-1374	YLR286C
OG0001348	augustus_masked-mat-_s252-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-mat-_s252-processed-gene-0.22&CDS=1-711	YOR305W
OG0001349	snap_masked-mat-_s252-processed-gene-0.57-mRNA-1_1&gene=snap_masked-mat-_s252-processed-gene-0.57&CDS=1-1851	YMR240C
OG0001350	snap_masked-mat-_s252-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mat-_s252-processed-gene-0.41&CDS=1-2238	YDR057W
OG0001351	snap_masked-mat-_s252-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mat-_s252-processed-gene-0.42&CDS=1-1278	YLR203C
OG0001352	snap_masked-mat-_s252-processed-gene-0.61-mRNA-1_1&gene=snap_masked-mat-_s252-processed-gene-0.61&CDS=1-1788	YDR266C
OG0001353	augustus_masked-mat-_s252-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-mat-_s252-processed-gene-0.15&CDS=1-639	YHR100C
OG0001354	snap_masked-mat-_s252-processed-gene-0.64-mRNA-1_1&gene=snap_masked-mat-_s252-processed-gene-0.64&CDS=1-11433	YHR099W
OG0001355	genemark-mat-_s253-processed-gene-0.8-mRNA-1_1&gene=genemark-mat-_s253-processed-gene-0.8&CDS=1-1797	YGR276C
OG0001356	snap_masked-mat-_s253-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-0.59&CDS=1-3126	YNL163C
OG0001357	augustus_masked-mat-_s253-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-1.52&CDS=1-1770	YDL160C
OG0001358	augustus_masked-mat-_s253-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-1.53&CDS=1-1611	YMR300C
OG0001359	snap_masked-mat-_s253-processed-gene-1.100-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.100&CDS=1-444	YPL037C
OG0001360	augustus_masked-mat-_s253-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-1.55&CDS=1-1686	YDR243C
OG0001361	snap_masked-mat-_s253-processed-gene-1.101-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.101&CDS=1-1044	YDL209C
OG0001362	snap_masked-mat-_s253-processed-gene-1.125-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.125&CDS=1-1455	YDR256C
OG0001363	snap_masked-mat-_s253-processed-gene-1.126-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.126&CDS=1-1167	YGL246C
OG0001364	snap_masked-mat-_s253-processed-gene-1.104-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.104&CDS=1-1914	YOR154W
OG0001365	snap_masked-mat-_s253-processed-gene-1.127-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.127&CDS=1-2103	YDR194C
OG0001366	snap_masked-mat-_s253-processed-gene-1.128-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.128&CDS=1-1368	YCR095C
OG0001367	snap_masked-mat-_s253-processed-gene-1.129-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.129&CDS=1-2574	YER069W
OG0001368	snap_masked-mat-_s253-processed-gene-1.131-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.131&CDS=1-519	YOR252W
OG0001369	snap_masked-mat-_s253-processed-gene-1.107-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.107&CDS=1-504	YOR276W
OG0001370	maker-mat-_s253-augustus-gene-1.2-mRNA-1_1&gene=maker-mat-_s253-augustus-gene-1.2&CDS=1-981	YOL102C
OG0001371	snap_masked-mat-_s253-processed-gene-1.108-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.108&CDS=1-2997	YMR231W
OG0001372	snap_masked-mat-_s253-processed-gene-1.110-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.110&CDS=1-939	YDR233C
OG0001373	augustus_masked-mat-_s253-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-1.88&CDS=1-897	YDL201W
OG0001374	snap_masked-mat-_s253-processed-gene-1.136-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.136&CDS=1-759	YDL202W
OG0001375	snap_masked-mat-_s253-processed-gene-1.111-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.111&CDS=1-1536	YMR239C
OG0001376	snap_masked-mat-_s253-processed-gene-1.112-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.112&CDS=1-1683	YDR101C
OG0001377	maker-mat-_s253-augustus-gene-1.1-mRNA-1_1&gene=maker-mat-_s253-augustus-gene-1.1&CDS=1-3663	YHR107C
OG0001378	snap_masked-mat-_s253-processed-gene-1.115-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.115&CDS=1-330	YMR059W
OG0001379	snap_masked-mat-_s253-processed-gene-1.142-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.142&CDS=1-3279	YDR359C
OG0001380	snap_masked-mat-_s253-processed-gene-1.143-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.143&CDS=1-1857	YDR091C
OG0001381	snap_masked-mat-_s253-processed-gene-1.116-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.116&CDS=1-4080	YER164W
OG0001382	snap_masked-mat-_s253-processed-gene-1.117-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.117&CDS=1-1851	YER165W
OG0001383	augustus_masked-mat-_s253-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-1.74&CDS=1-2625	YDR074W
OG0001384	augustus_masked-mat-_s253-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-1.77&CDS=1-1404	YDR036C
OG0001385	snap_masked-mat-_s253-processed-gene-1.144-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-1.144&CDS=1-1980	YLR214W
OG0001386	snap_masked-mat-_s253-processed-gene-2.79-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.79&CDS=1-1659	YCL043C
OG0001387	snap_masked-mat-_s253-processed-gene-2.83-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.83&CDS=1-1392	YNL277W
OG0001388	snap_masked-mat-_s253-processed-gene-2.84-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.84&CDS=1-4947	YLR189C
OG0001389	augustus_masked-mat-_s253-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-2.7&CDS=1-999	YOR075W
OG0001390	snap_masked-mat-_s253-processed-gene-2.86-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.86&CDS=1-1431	YPR036W
OG0001391	snap_masked-mat-_s253-processed-gene-2.87-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.87&CDS=1-3714	YJR089W
OG0001392	snap_masked-mat-_s253-processed-gene-2.131-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.131&CDS=1-930	YFR041C
OG0001393	snap_masked-mat-_s253-processed-gene-2.89-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.89&CDS=1-693	YFR042W
OG0001394	snap_masked-mat-_s253-processed-gene-2.91-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.91&CDS=1-684	YCR020C
OG0001395	snap_masked-mat-_s253-processed-gene-2.92-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.92&CDS=1-285	YMR225C
OG0001396	snap_masked-mat-_s253-processed-gene-2.93-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.93&CDS=1-1074	YJR149W
OG0001397	snap_masked-mat-_s253-processed-gene-2.94-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.94&CDS=1-1161	YGR234W
OG0001398	snap_masked-mat-_s253-processed-gene-2.96-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.96&CDS=1-780	YLL041C
OG0001399	augustus_masked-mat-_s253-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-2.16&CDS=1-1128	YOR388C
OG0001400	snap_masked-mat-_s253-processed-gene-2.135-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.135&CDS=1-837	YLR407W
OG0001401	snap_masked-mat-_s253-processed-gene-2.136-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.136&CDS=1-1467	YDL076C
OG0001402	snap_masked-mat-_s253-processed-gene-2.137-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.137&CDS=1-3165	YDL077C
OG0001403	snap_masked-mat-_s253-processed-gene-2.138-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.138&CDS=1-2808	YLR409C
OG0001404	augustus_masked-mat-_s253-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-2.18&CDS=1-1905	YLR401C
OG0001405	snap_masked-mat-_s253-processed-gene-2.140-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.140&CDS=1-1749	YLR152C
OG0001406	snap_masked-mat-_s253-processed-gene-2.142-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.142&CDS=1-1626	YML069W
OG0001407	snap_masked-mat-_s253-processed-gene-2.99-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.99&CDS=1-1095	YDR158W
OG0001408	snap_masked-mat-_s253-processed-gene-2.144-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.144&CDS=1-675	YDL098C
OG0001409	augustus_masked-mat-_s253-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-2.61&CDS=1-786	YMR157C
OG0001410	augustus_masked-mat-_s253-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-2.23&CDS=1-468	YMR158W
OG0001411	genemark-mat-_s253-processed-gene-2.195-mRNA-1_1&gene=genemark-mat-_s253-processed-gene-2.195&CDS=1-1095	YLR130C
OG0001412	snap_masked-mat-_s253-processed-gene-2.106-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.106&CDS=1-1011	YGL115W
OG0001413	snap_masked-mat-_s253-processed-gene-2.107-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.107&CDS=1-2097	YGL114W
OG0001414	snap_masked-mat-_s253-processed-gene-2.147-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.147&CDS=1-1452	YBR233W
OG0001415	snap_masked-mat-_s253-processed-gene-2.148-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.148&CDS=1-927	YBR231C
OG0001416	snap_masked-mat-_s253-processed-gene-2.149-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.149&CDS=1-345	YLL014W
OG0001417	snap_masked-mat-_s253-processed-gene-2.109-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.109&CDS=1-1197	YGR185C
OG0001418	snap_masked-mat-_s253-processed-gene-2.110-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.110&CDS=1-195	YGR183C
OG0001419	maker-mat-_s253-snap-gene-2.259-mRNA-1_1&gene=maker-mat-_s253-snap-gene-2.259&CDS=1-4809	YDR301W
OG0001420	snap_masked-mat-_s253-processed-gene-2.112-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.112&CDS=1-636	YBL040C
OG0001421	snap_masked-mat-_s253-processed-gene-2.155-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.155&CDS=1-723	YBL041W
OG0001422	snap_masked-mat-_s253-processed-gene-2.156-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.156&CDS=1-294	YGR181W
OG0001423	maker-mat-_s253-snap-gene-2.257-mRNA-1_1&gene=maker-mat-_s253-snap-gene-2.257&CDS=1-2259	YPL109C
OG0001424	snap_masked-mat-_s253-processed-gene-2.117-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.117&CDS=1-1098	YGR187C
OG0001425	snap_masked-mat-_s253-processed-gene-2.157-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.157&CDS=1-1707	YGR186W
OG0001426	snap_masked-mat-_s253-processed-gene-2.119-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.119&CDS=1-1230	YJR013W
OG0001427	snap_masked-mat-_s253-processed-gene-2.120-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.120&CDS=1-732	YGR195W
OG0001428	snap_masked-mat-_s253-processed-gene-2.121-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.121&CDS=1-999	YGR284C
OG0001429	augustus_masked-mat-_s253-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-mat-_s253-processed-gene-2.38&CDS=1-753	YKL087C
OG0001430	snap_masked-mat-_s253-processed-gene-2.162-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.162&CDS=1-1305	YMR220W
OG0001431	snap_masked-mat-_s253-processed-gene-2.122-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.122&CDS=1-1347	YBR166C
OG0001432	snap_masked-mat-_s253-processed-gene-2.163-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.163&CDS=1-555	YBR164C
OG0001433	snap_masked-mat-_s253-processed-gene-2.164-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.164&CDS=1-1275	YGR285C
OG0001434	snap_masked-mat-_s253-processed-gene-2.165-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.165&CDS=1-2172	YOR018W
OG0001435	snap_masked-mat-_s253-processed-gene-2.124-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.124&CDS=1-1779	YBR158W
OG0001436	snap_masked-mat-_s256-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mat-_s256-processed-gene-0.5&CDS=1-645	YNL151C
OG0001437	snap_masked-mat-_s256-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s256-processed-gene-0.2&CDS=1-552	YKR085C
OG0001438	snap_masked-mat-_s256-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mat-_s256-processed-gene-0.6&CDS=1-1911	YIL144W
OG0001439	snap_masked-mat-_s258-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mat-_s258-processed-gene-0.10&CDS=1-822	YPR143W
OG0001440	snap_masked-mat-_s259-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mat-_s259-processed-gene-0.12&CDS=1-2034	YDR234W
OG0001441	snap_masked-mat-_s259-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s259-processed-gene-0.8&CDS=1-810	YMR274C
OG0001442	snap_masked-mat-_s259-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mat-_s259-processed-gene-0.10&CDS=1-1131	YMR272C
OG0001443	snap_masked-mat-_s259-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mat-_s259-processed-gene-0.14&CDS=1-789	YML105C
OG0001444	snap_masked-mat-_s264-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mat-_s264-processed-gene-0.22&CDS=1-1851	YAR007C
OG0001445	snap_masked-mat-_s264-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mat-_s264-processed-gene-0.23&CDS=1-1203	YGL184C
OG0001446	augustus_masked-mat-_s265-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-mat-_s265-processed-gene-0.87&CDS=1-2289	YOR080W
OG0001447	snap_masked-mat-_s265-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mat-_s265-processed-gene-0.48&CDS=1-2049	YML096W
OG0001448	snap_masked-mat-_s265-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mat-_s265-processed-gene-0.50&CDS=1-1704	YBR203W
OG0001449	snap_masked-mat-_s265-processed-gene-0.51-mRNA-1_1&gene=snap_masked-mat-_s265-processed-gene-0.51&CDS=1-834	YKR062W
OG0001450	genemark-mat-_s265-processed-gene-0.9-mRNA-1_1&gene=genemark-mat-_s265-processed-gene-0.9&CDS=1-378	YER009W
OG0001451	snap_masked-mat-_s265-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mat-_s265-processed-gene-0.69&CDS=1-1140	YPL203W
OG0001452	snap_masked-mat-_s265-processed-gene-0.71-mRNA-1_1&gene=snap_masked-mat-_s265-processed-gene-0.71&CDS=1-738	YER010C
OG0001453	augustus_masked-mat-_s265-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-mat-_s265-processed-gene-0.113&CDS=1-690	YJL148W
OG0001454	snap_masked-mat-_s265-processed-gene-0.75-mRNA-1_1&gene=snap_masked-mat-_s265-processed-gene-0.75&CDS=1-909	YJR077C
OG0001455	snap_masked-mat-_s265-processed-gene-0.78-mRNA-1_1&gene=snap_masked-mat-_s265-processed-gene-0.78&CDS=1-1833	YKL212W
OG0001456	snap_masked-mat-_s265-processed-gene-0.80-mRNA-1_1&gene=snap_masked-mat-_s265-processed-gene-0.80&CDS=1-1506	YKL211C
OG0001457	snap_masked-mat-_s265-processed-gene-0.81-mRNA-1_1&gene=snap_masked-mat-_s265-processed-gene-0.81&CDS=1-2910	YKL165C
OG0001458	snap_masked-mat-_s265-processed-gene-0.83-mRNA-1_1&gene=snap_masked-mat-_s265-processed-gene-0.83&CDS=1-1056	YJL145W
OG0001459	snap_masked-mat-_s265-processed-gene-0.84-mRNA-1_1&gene=snap_masked-mat-_s265-processed-gene-0.84&CDS=1-1233	YGR210C
OG0001460	augustus_masked-mat-_s265-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-mat-_s265-processed-gene-0.101&CDS=1-516	YMR071C
OG0001461	snap_masked-mat-_s265-processed-gene-0.63-mRNA-1_1&gene=snap_masked-mat-_s265-processed-gene-0.63&CDS=1-2181	YLR047C
OG0001462	snap_masked-mat-_s266-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s266-processed-gene-0.11&CDS=1-1440	YLR142W
OG0001463	snap_masked-mat-_s267-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mat-_s267-processed-gene-0.20&CDS=1-4491	YLR419W
OG0001464	snap_masked-mat-_s267-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mat-_s267-processed-gene-0.22&CDS=1-1767	YDR145W
OG0001465	maker-mat-_s267-snap-gene-0.0-mRNA-1_1&gene=maker-mat-_s267-snap-gene-0.0&CDS=1-1809	YLR127C
OG0001466	augustus_masked-mat-_s267-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-mat-_s267-processed-gene-0.44&CDS=1-846	YLR128W
OG0001467	snap_masked-mat-_s267-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mat-_s267-processed-gene-0.25&CDS=1-807	YOL142W
OG0001468	augustus_masked-mat-_s267-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-mat-_s267-processed-gene-0.46&CDS=1-1980	YOL141W
OG0001469	augustus_masked-mat-_s267-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-mat-_s267-processed-gene-0.55&CDS=1-1998	YIL046W
OG0001470	snap_masked-mat-_s267-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mat-_s267-processed-gene-0.28&CDS=1-1497	YGR211W
OG0001471	snap_masked-mat-_s267-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mat-_s267-processed-gene-0.40&CDS=1-6600	YGR217W
OG0001472	augustus_masked-mat-_s267-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-mat-_s267-processed-gene-0.49&CDS=1-300	YGR215W
OG0001473	snap_masked-mat-_s27-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mat-_s27-processed-gene-0.22&CDS=1-1470	YMR211W
OG0001474	snap_masked-mat-_s27-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mat-_s27-processed-gene-0.16&CDS=1-1059	YMR214W
OG0001475	snap_masked-mat-_s27-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mat-_s27-processed-gene-0.17&CDS=1-612	YJR073C
OG0001476	augustus_masked-mat-_s27-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-mat-_s27-processed-gene-0.37&CDS=1-756	YOR352W
