	Nakazawaea_peltata	Saccharomyces_cerevisiae
OG0001485	-processed-gene-3.104-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-3.104&CDS=1-2244	YGL022W
OG0001486	-processed-gene-3.107-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-3.107&CDS=1-168	YML081C-A
OG0001487	-augustus-gene-3.163-mRNA-1_1&gene=maker-gi|1002316196|dbj|BCGQ01000005.1|-augustus-gene-3.163&CDS=1-1911	YIR029W
OG0001488	-processed-gene-4.59-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.59&CDS=1-3519	YDR216W
OG0001489	-processed-gene-4.85-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.85&CDS=1-1755	YBR170C
OG0001490	-processed-gene-4.63-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.63&CDS=1-651	YPL107W
OG0001491	-processed-gene-4.64-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.64&CDS=1-804	YNL305C
OG0001492	-processed-gene-4.88-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.88&CDS=1-1617	YPR088C
OG0001493	-processed-gene-4.65-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.65&CDS=1-1791	YHL002W
OG0001494	-processed-gene-4.66-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.66&CDS=1-1251	YHL004W
OG0001495	-processed-gene-4.89-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.89&CDS=1-222	YNL259C
OG0001496	-processed-gene-4.35-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.35&CDS=1-2100	YNL258C
OG0001497	-processed-gene-4.92-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.92&CDS=1-1377	YKL004W
OG0001498	-processed-gene-4.68-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.68&CDS=1-1977	YKL005C
OG0001499	-processed-gene-4.69-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.69&CDS=1-291	YKL006C-A
OG0001500	-processed-gene-4.94-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.94&CDS=1-783	YKL007W
OG0001501	-processed-gene-4.41-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.41&CDS=1-675	YEL072W
OG0001502	-processed-gene-4.98-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.98&CDS=1-486	YNL260C
OG0001503	-processed-gene-4.15-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.15&CDS=1-1158	YHR156C
OG0001504	-processed-gene-4.16-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.16&CDS=1-615	YIR030C
OG0001505	-processed-gene-4.74-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.74&CDS=1-921	YNL263C
OG0001506	-processed-gene-4.76-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.76&CDS=1-1464	YEL052W
OG0001507	-processed-gene-4.102-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.102&CDS=1-945	YEL029C
OG0001508	-processed-gene-4.105-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.105&CDS=1-2373	YDR416W
OG0001509	-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.132&CDS=1-774	YEL051W
OG0001510	-processed-gene-4.78-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.78&CDS=1-1578	YDR415C
OG0001511	-processed-gene-4.106-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.106&CDS=1-1170	YEL050C
OG0001512	-processed-gene-4.80-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.80&CDS=1-615	YDR298C
OG0001513	-processed-gene-4.81-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.81&CDS=1-699	YOR125C
OG0001514	-processed-gene-4.107-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.107&CDS=1-570	YDR373W
OG0001515	-processed-gene-4.110-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.110&CDS=1-1815	YKL139W
OG0001516	-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.138&CDS=1-222	YIL156W-B
OG0001517	-processed-gene-4.111-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-4.111&CDS=1-2157	YKR099W
OG0001518	-processed-gene-5.43-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.43&CDS=1-1428	YIL154C
OG0001519	-processed-gene-5.44-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.44&CDS=1-5598	YPL231W
OG0001520	-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.3&CDS=1-1044	YLR151C
OG0001521	-processed-gene-5.68-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.68&CDS=1-1959	YIL155C
OG0001522	-processed-gene-5.69-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.69&CDS=1-1476	YHR065C
OG0001523	-processed-gene-5.47-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.47&CDS=1-1143	YDR313C
OG0001524	-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.9&CDS=1-6483	YNL262W
OG0001525	-processed-gene-5.52-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.52&CDS=1-981	YKL151C
OG0001526	-processed-gene-5.53-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.53&CDS=1-1575	YER052C
OG0001527	-processed-gene-5.54-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.54&CDS=1-834	YIL043C
OG0001528	-processed-gene-5.72-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.72&CDS=1-1542	YOR306C
OG0001529	-processed-gene-5.55-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.55&CDS=1-1347	YLR212C
OG0001530	-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.15&CDS=1-1017	YPR086W
OG0001531	-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.16&CDS=1-273	YER048W-A
OG0001532	-processed-gene-5.58-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.58&CDS=1-537	YLR221C
OG0001533	-processed-gene-5.74-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.74&CDS=1-1212	YDR171W
OG0001534	-processed-gene-5.61-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.61&CDS=1-903	YLR220W
OG0001535	-processed-gene-5.77-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.77&CDS=1-3294	YOL034W
OG0001536	-processed-gene-5.62-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.62&CDS=1-2520	YAL011W
OG0001537	-processed-gene-5.78-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.78&CDS=1-1338	YAL010C
OG0001538	-processed-gene-5.63-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.63&CDS=1-1164	YGL111W
OG0001539	-processed-gene-5.123-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.123&CDS=1-1905	YGL110C
OG0001540	-processed-gene-5.81-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.81&CDS=1-1275	YJL059W
OG0001541	-processed-gene-5.82-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.82&CDS=1-450	YNL281W
OG0001542	-processed-gene-5.65-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.65&CDS=1-1764	YHL008C
OG0001543	-processed-gene-5.66-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.66&CDS=1-2052	YOL057W
OG0001544	-processed-gene-5.67-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-5.67&CDS=1-1293	YJL060W
OG0001545	-snap-gene-6.47-mRNA-1_1&gene=maker-gi|1002316196|dbj|BCGQ01000005.1|-snap-gene-6.47&CDS=1-2205	YDR485C
OG0001546	-processed-gene-6.100-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.100&CDS=1-954	YOL096C
OG0001547	-processed-gene-6.105-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.105&CDS=1-639	YDR486C
OG0001548	-processed-gene-6.101-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.101&CDS=1-621	YDR487C
OG0001549	-processed-gene-6.124-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.124&CDS=1-1101	YAL036C
OG0001550	-processed-gene-6.107-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.107&CDS=1-3087	YAL035W
OG0001551	-processed-gene-6.77-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.77&CDS=1-4914	YOR341W
OG0001552	-processed-gene-6.108-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.108&CDS=1-2442	YPR105C
OG0001553	-processed-gene-6.127-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.127&CDS=1-630	YPR107C
OG0001554	-processed-gene-6.129-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.129&CDS=1-1095	YAL009W
OG0001555	-processed-gene-6.111-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.111&CDS=1-600	YBL021C
OG0001556	-processed-gene-6.112-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.112&CDS=1-3543	YBL022C
OG0001557	-processed-gene-6.131-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.131&CDS=1-1407	YIL039W
OG0001558	-processed-gene-6.132-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.132&CDS=1-4215	YGR116W
OG0001559	-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.16&CDS=1-975	YPR147C
OG0001560	-processed-gene-6.67-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.67&CDS=1-1362	YOL072W
OG0001561	-processed-gene-6.68-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.68&CDS=1-3234	YDR495C
OG0001562	-processed-gene-6.118-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.118&CDS=1-1053	YNR041C
OG0001563	-processed-gene-6.119-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.119&CDS=1-708	YOL142W
OG0001564	-processed-gene-6.137-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.137&CDS=1-3537	YNL325C
OG0001565	-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.20&CDS=1-828	YER026C
OG0001566	-processed-gene-6.138-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.138&CDS=1-1095	YNL175C
OG0001567	-processed-gene-6.140-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.140&CDS=1-2190	YHL029C
OG0001568	-processed-gene-6.142-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.142&CDS=1-735	YBL049W
OG0001569	-processed-gene-6.122-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.122&CDS=1-930	YNL177C
OG0001570	-processed-gene-6.144-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.144&CDS=1-693	YDL212W
OG0001571	-processed-gene-6.145-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.145&CDS=1-699	YNL178W
OG0001572	-processed-gene-6.146-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-6.146&CDS=1-684	YDL213C
OG0001573	-processed-gene-7.79-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.79&CDS=1-1335	YPL164C
OG0001574	-augustus-gene-7.122-mRNA-1_1&gene=maker-gi|1002316196|dbj|BCGQ01000005.1|-augustus-gene-7.122&CDS=1-2157	YDR034C
OG0001575	-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.4&CDS=1-534	YML101C
OG0001576	-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.16&CDS=1-585	YMR263W
OG0001577	-processed-gene-7.58-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.58&CDS=1-1731	YGR124W
OG0001578	-processed-gene-7.59-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.59&CDS=1-1650	YPL260W
OG0001579	-processed-gene-7.46-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.46&CDS=1-1434	YFR006W
OG0001580	-processed-gene-7.47-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.47&CDS=1-912	YGL247W
OG0001581	-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.22&CDS=1-1236	YGL246C
OG0001582	-processed-gene-7.63-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.63&CDS=1-2337	YJL029C
OG0001583	-processed-gene-7.49-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.49&CDS=1-1137	YGR112W
OG0001584	-processed-gene-7.64-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.64&CDS=1-1353	YDR148C
OG0001585	-processed-gene-7.65-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.65&CDS=1-1815	YLR133W
OG0001586	-processed-gene-7.66-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.66&CDS=1-1083	YDR142C
OG0001587	-processed-gene-7.67-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.67&CDS=1-1068	YIR011C
OG0001588	-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.28&CDS=1-2439	YLL032C
OG0001589	-processed-gene-7.50-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.50&CDS=1-471	YBR255C-A
OG0001590	-processed-gene-7.53-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.53&CDS=1-381	YFR033C
OG0001591	-processed-gene-7.73-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.73&CDS=1-2412	YGL027C
OG0001592	-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.34&CDS=1-2361	YBL014C
OG0001593	-processed-gene-7.75-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.75&CDS=1-2109	YGL026C
OG0001594	-processed-gene-7.54-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-7.54&CDS=1-1065	YBL013W
OG0001595	-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.94&CDS=1-9783	YLL040C
OG0001596	-processed-gene-8.46-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.46&CDS=1-645	YLR268W
OG0001597	-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.93&CDS=1-873	YOR174W
OG0001598	-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.98&CDS=1-2331	YMR004W
OG0001599	-processed-gene-8.53-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.53&CDS=1-1824	YOR175C
OG0001600	-processed-gene-8.75-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.75&CDS=1-1101	YOL010W
OG0001601	-processed-gene-8.54-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.54&CDS=1-1350	YMR005W
OG0001602	-processed-gene-8.55-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.55&CDS=1-3489	YLR272C
OG0001603	-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.103&CDS=1-2481	YOR353C
OG0001604	-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.121&CDS=1-1140	YOR176W
OG0001605	-processed-gene-8.104-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.104&CDS=1-1755	YOL009C
OG0001606	-processed-gene-8.60-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.60&CDS=1-1434	YOR166C
OG0001607	-processed-gene-8.78-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.78&CDS=1-2325	YOR165W
OG0001608	-processed-gene-8.61-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.61&CDS=1-927	YOR164C
OG0001609	-processed-gene-8.79-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.79&CDS=1-459	YOR163W
OG0001610	-processed-gene-8.63-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.63&CDS=1-2406	YOR168W
OG0001611	-processed-gene-8.65-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.65&CDS=1-354	YBL001C
OG0001612	-processed-gene-8.66-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.66&CDS=1-1722	YLR276C
OG0001613	-augustus-gene-8.139-mRNA-1_1&gene=maker-gi|1002316196|dbj|BCGQ01000005.1|-augustus-gene-8.139&CDS=1-804	YLR290C
OG0001614	-processed-gene-8.68-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.68&CDS=1-750	YLR285W
OG0001615	-processed-gene-8.82-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.82&CDS=1-1689	YLR286C
OG0001616	-processed-gene-8.69-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.69&CDS=1-1491	YLL036C
OG0001617	-processed-gene-8.70-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.70&CDS=1-921	YLL038C
OG0001618	-snap-gene-8.145-mRNA-1_1&gene=maker-gi|1002316196|dbj|BCGQ01000005.1|-snap-gene-8.145&CDS=1-2862	YCR053W
OG0001619	-processed-gene-8.85-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.85&CDS=1-1437	YCR054C
OG0001620	-processed-gene-8.86-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.86&CDS=1-2742	YCR057C
OG0001621	-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.133&CDS=1-1863	YCR061W
OG0001622	-processed-gene-8.90-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.90&CDS=1-687	YNR018W
OG0001623	-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.135&CDS=1-864	YOL054W
OG0001624	-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-8.118&CDS=1-12426	YKR054C
OG0001625	-processed-gene-9.1-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.1&CDS=1-1791	YMR258C
OG0001626	-processed-gene-9.0-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.0&CDS=1-228	YMR256C
OG0001627	-processed-gene-9.83-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.83&CDS=1-5472	YHL030W
OG0001628	-processed-gene-9.166-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.166&CDS=1-1944	YLR289W
OG0001629	-processed-gene-9.168-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.168&CDS=1-2283	YOR322C
OG0001630	-processed-gene-9.169-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.169&CDS=1-1479	YBR236C
OG0001631	-processed-gene-9.208-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.208&CDS=1-1473	YPL262W
OG0001632	-processed-gene-9.89-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.89&CDS=1-1047	YMR283C
OG0001633	-processed-gene-9.209-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.209&CDS=1-774	YMR281W
OG0001634	-processed-gene-9.47-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.47&CDS=1-1395	YFL016C
OG0001635	-processed-gene-9.173-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.173&CDS=1-993	YKL128C
OG0001636	-processed-gene-9.130-mRNA-1_1&gene=snap_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.130&CDS=1-1881	YAL016W
OG0001637	-processed-gene-9.175-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.175&CDS=1-606	YDL072C
OG0001638	-processed-gene-9.212-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.212&CDS=1-1851	YLR401C
OG0001639	-processed-gene-9.176-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.176&CDS=1-1029	YLR405W
OG0001640	-processed-gene-9.177-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.177&CDS=1-2823	YDL076C
OG0001641	-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.55&CDS=1-1161	YPR070W
OG0001642	-processed-gene-9.178-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.178&CDS=1-840	YML110C
OG0001643	-processed-gene-9.179-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.179&CDS=1-2721	YBR112C
OG0001644	-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.57&CDS=1-1419	YLR403W
OG0001645	-processed-gene-9.182-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.182&CDS=1-3687	YAL026C
OG0001646	-processed-gene-9.220-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.220&CDS=1-399	YLR281C
OG0001647	-processed-gene-9.184-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.184&CDS=1-858	YLR439W
OG0001648	-processed-gene-9.186-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.186&CDS=1-1092	YML131W
OG0001649	-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.25&CDS=1-1107	YPR106W
OG0001650	-processed-gene-9.188-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.188&CDS=1-2820	YPR104C
OG0001651	-processed-gene-9.223-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.223&CDS=1-849	YPR103W
OG0001652	-processed-gene-9.226-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.226&CDS=1-4038	YAL024C
OG0001653	-processed-gene-9.190-mRNA-1_1&gene=genemark-gi|1002316196|dbj|BCGQ01000005.1|-processed-gene-9.190&CDS=1-963	YGR080W
