	Candida_apicola	Saccharomyces_cerevisiae
OG0001646	augustus_masked-LBNK01000005.1-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-1.98&CDS=1-2667	YOR014W
OG0001647	augustus_masked-LBNK01000005.1-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-1.99&CDS=1-4884	YOR326W
OG0001648	augustus_masked-LBNK01000005.1-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-1.75&CDS=1-258	YJL166W
OG0001649	augustus_masked-LBNK01000005.1-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-1.78&CDS=1-1476	YKL179C
OG0001650	augustus_masked-LBNK01000005.1-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-1.79&CDS=1-903	YDL014W
OG0001651	snap_masked-LBNK01000005.1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-1.20&CDS=1-816	YJL178C
OG0001652	augustus_masked-LBNK01000005.1-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-1.81&CDS=1-873	YJR008W
OG0001653	maker-LBNK01000005.1-snap-gene-1.60-mRNA-1_1&gene=maker-LBNK01000005.1-snap-gene-1.60&CDS=1-1269	YFR021W
OG0001654	augustus_masked-LBNK01000005.1-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-1.106&CDS=1-303	YPL098C
OG0001655	augustus_masked-LBNK01000005.1-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-1.107&CDS=1-2775	YNL267W
OG0001656	augustus_masked-LBNK01000005.1-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-1.108&CDS=1-1119	YGL246C
OG0001657	augustus_masked-LBNK01000005.1-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-1.83&CDS=1-396	YMR074C
OG0001658	augustus_masked-LBNK01000005.1-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-1.111&CDS=1-1347	YER043C
OG0001659	augustus_masked-LBNK01000005.1-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-1.89&CDS=1-432	YHR051W
OG0001660	maker-LBNK01000005.1-augustus-gene-2.151-mRNA-1_1&gene=maker-LBNK01000005.1-augustus-gene-2.151&CDS=1-1971	YBR287W
OG0001661	augustus_masked-LBNK01000005.1-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.82&CDS=1-1338	YDR023W
OG0001662	augustus_masked-LBNK01000005.1-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.83&CDS=1-1680	YHR020W
OG0001663	augustus_masked-LBNK01000005.1-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.58&CDS=1-1677	YHR019C
OG0001664	augustus_masked-LBNK01000005.1-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.59&CDS=1-1332	YCR024C
OG0001665	augustus_masked-LBNK01000005.1-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.61&CDS=1-1671	YEL020C
OG0001666	augustus_masked-LBNK01000005.1-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.63&CDS=1-3546	YGL150C
OG0001667	augustus_masked-LBNK01000005.1-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.64&CDS=1-1371	YDR101C
OG0001668	augustus_masked-LBNK01000005.1-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.66&CDS=1-1464	YGL055W
OG0001669	augustus_masked-LBNK01000005.1-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.67&CDS=1-1413	YPL094C
OG0001670	augustus_masked-LBNK01000005.1-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.68&CDS=1-321	YHR039C-A
OG0001671	augustus_masked-LBNK01000005.1-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.69&CDS=1-1878	YHR039C
OG0001672	genemark-LBNK01000005.1-processed-gene-2.119-mRNA-1_1&gene=genemark-LBNK01000005.1-processed-gene-2.119&CDS=1-2364	YNL027W
OG0001673	genemark-LBNK01000005.1-processed-gene-2.141-mRNA-1_1&gene=genemark-LBNK01000005.1-processed-gene-2.141&CDS=1-1131	YML005W
OG0001674	snap_masked-LBNK01000005.1-processed-gene-2.19-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-2.19&CDS=1-1059	YHR150W
OG0001675	snap_masked-LBNK01000005.1-processed-gene-2.20-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-2.20&CDS=1-846	YML067C
OG0001676	augustus_masked-LBNK01000005.1-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.74&CDS=1-1083	YBR155W
OG0001677	augustus_masked-LBNK01000005.1-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.75&CDS=1-1257	YER173W
OG0001678	augustus_masked-LBNK01000005.1-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.94&CDS=1-705	YER174C
OG0001679	augustus_masked-LBNK01000005.1-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.96&CDS=1-1713	YLR259C
OG0001680	augustus_masked-LBNK01000005.1-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.97&CDS=1-1671, genemark-LBNK01000012.1-processed-gene-1.62-mRNA-1_1&gene=genemark-LBNK01000012.1-processed-gene-1.62&CDS=1-1542	
OG0001681	augustus_masked-LBNK01000005.1-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.98&CDS=1-1752	YKL116C
OG0001682	augustus_masked-LBNK01000005.1-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.78&CDS=1-2646	YLR071C
OG0001683	augustus_masked-LBNK01000005.1-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.79&CDS=1-1956	YMR058W
OG0001684	augustus_masked-LBNK01000005.1-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-2.100&CDS=1-1383	YJL091C
OG0001685	augustus_masked-LBNK01000005.1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.81&CDS=1-1440	YML086C
OG0001686	augustus_masked-LBNK01000005.1-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.82&CDS=1-4194	YGL173C
OG0001687	snap_masked-LBNK01000005.1-processed-gene-3.1-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-3.1&CDS=1-1086	YLL004W
OG0001688	augustus_masked-LBNK01000005.1-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.83&CDS=1-1341	YJL002C
OG0001689	augustus_masked-LBNK01000005.1-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.85&CDS=1-654	YJL001W
OG0001690	augustus_masked-LBNK01000005.1-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.103&CDS=1-504	YCR054C
OG0001691	augustus_masked-LBNK01000005.1-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.104&CDS=1-759	YCR059C
OG0001692	augustus_masked-LBNK01000005.1-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.88&CDS=1-2271	YLL001W
OG0001693	augustus_masked-LBNK01000005.1-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.89&CDS=1-1149	YHL022C
OG0001694	augustus_masked-LBNK01000005.1-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.105&CDS=1-807	YLL002W
OG0001695	genemark-LBNK01000005.1-processed-gene-3.51-mRNA-1_1&gene=genemark-LBNK01000005.1-processed-gene-3.51&CDS=1-519	YLR281C
OG0001696	genemark-LBNK01000005.1-processed-gene-3.67-mRNA-1_1&gene=genemark-LBNK01000005.1-processed-gene-3.67&CDS=1-2562	YCR057C
OG0001697	maker-LBNK01000005.1-snap-gene-3.0-mRNA-1_1&gene=maker-LBNK01000005.1-snap-gene-3.0&CDS=1-2673	YMR266W
OG0001698	snap_masked-LBNK01000005.1-processed-gene-3.11-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-3.11&CDS=1-927	YLR283W
OG0001699	augustus_masked-LBNK01000005.1-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.108&CDS=1-2703	YBL066C
OG0001700	snap_masked-LBNK01000005.1-processed-gene-3.12-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-3.12&CDS=1-5703	YJL207C
OG0001701	augustus_masked-LBNK01000005.1-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.92&CDS=1-942	YJL208C
OG0001702	augustus_masked-LBNK01000005.1-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.109&CDS=1-1068	YER095W
OG0001703	augustus_masked-LBNK01000005.1-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.93&CDS=1-2265	YLR274W
OG0001704	augustus_masked-LBNK01000005.1-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.95&CDS=1-1521	YCR053W
OG0001705	augustus_masked-LBNK01000005.1-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.110&CDS=1-2268	YLR277C
OG0001706	augustus_masked-LBNK01000005.1-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.111&CDS=1-624	YJL097W
OG0001707	augustus_masked-LBNK01000005.1-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.97&CDS=1-2838	YJL204C
OG0001708	augustus_masked-LBNK01000005.1-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.98&CDS=1-2691	YCR065W
OG0001709	augustus_masked-LBNK01000005.1-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.112&CDS=1-972	YPL227C
OG0001710	snap_masked-LBNK01000005.1-processed-gene-3.34-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-3.34&CDS=1-993	YMR024W
OG0001711	augustus_masked-LBNK01000005.1-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.114&CDS=1-1737	YNL293W
OG0001712	augustus_masked-LBNK01000005.1-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.99&CDS=1-4251	YNL297C
OG0001713	snap_masked-LBNK01000005.1-processed-gene-3.38-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-3.38&CDS=1-1158	YDL165W
OG0001714	augustus_masked-LBNK01000005.1-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-3.101&CDS=1-4053	YNL088W
OG0001715	snap_masked-LBNK01000005.1-processed-gene-4.3-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-4.3&CDS=1-7755	YIL129C
OG0001716	snap_masked-LBNK01000005.1-processed-gene-4.4-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-4.4&CDS=1-1953	YMR078C
OG0001717	augustus_masked-LBNK01000005.1-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.114&CDS=1-621	YKL206C
OG0001718	augustus_masked-LBNK01000005.1-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.111&CDS=1-3567	YIL128W
OG0001719	augustus_masked-LBNK01000005.1-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.112&CDS=1-2100	YPR074C
OG0001720	augustus_masked-LBNK01000005.1-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.137&CDS=1-4092	YBR115C
OG0001721	augustus_masked-LBNK01000005.1-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.116&CDS=1-2052	YIL038C
OG0001722	augustus_masked-LBNK01000005.1-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.138&CDS=1-477	YPR073C
OG0001723	augustus_masked-LBNK01000005.1-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.139&CDS=1-1419	YER087W
OG0001724	augustus_masked-LBNK01000005.1-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.140&CDS=1-1677	YDL122W
OG0001725	augustus_masked-LBNK01000005.1-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.118&CDS=1-984	YIL083C
OG0001726	snap_masked-LBNK01000005.1-processed-gene-4.32-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-4.32&CDS=1-1284	YNL026W
OG0001727	augustus_masked-LBNK01000005.1-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.119&CDS=1-2415	YGL014W
OG0001728	augustus_masked-LBNK01000005.1-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.142&CDS=1-1404	YDR120C
OG0001729	genemark-LBNK01000005.1-processed-gene-4.64-mRNA-1_1&gene=genemark-LBNK01000005.1-processed-gene-4.64&CDS=1-321	YLR099W-A
OG0001730	augustus_masked-LBNK01000005.1-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.143&CDS=1-1572	YBL051C
OG0001731	augustus_masked-LBNK01000005.1-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.121&CDS=1-1452	YDR036C
OG0001732	augustus_masked-LBNK01000005.1-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.122&CDS=1-2211	YBR058C
OG0001733	augustus_masked-LBNK01000005.1-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.123&CDS=1-723	YGR280C
OG0001734	augustus_masked-LBNK01000005.1-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.146&CDS=1-1110	YDR035W
OG0001735	augustus_masked-LBNK01000005.1-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.124&CDS=1-2259	YFR009W
OG0001736	augustus_masked-LBNK01000005.1-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.148&CDS=1-2928	YOL021C
OG0001737	augustus_masked-LBNK01000005.1-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.149&CDS=1-372	YIL027C
OG0001738	augustus_masked-LBNK01000005.1-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.127&CDS=1-657	YKL117W
OG0001739	augustus_masked-LBNK01000005.1-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.152&CDS=1-963	YOR091W
OG0001740	augustus_masked-LBNK01000005.1-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.128&CDS=1-1692	YOR090C
OG0001741	augustus_masked-LBNK01000005.1-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.154&CDS=1-675	YOR089C
OG0001742	augustus_masked-LBNK01000005.1-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.129&CDS=1-417	YBR062C
OG0001743	augustus_masked-LBNK01000005.1-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.130&CDS=1-648	YNL036W
OG0001744	augustus_masked-LBNK01000005.1-processed-gene-4.157-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.157&CDS=1-2604	YNL163C
OG0001745	genemark-LBNK01000005.1-processed-gene-4.79-mRNA-1_1&gene=genemark-LBNK01000005.1-processed-gene-4.79&CDS=1-1314	YML080W
OG0001746	genemark-LBNK01000005.1-processed-gene-4.106-mRNA-1_1&gene=genemark-LBNK01000005.1-processed-gene-4.106&CDS=1-429	YML077W
OG0001747	augustus_masked-LBNK01000005.1-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.135&CDS=1-453	YDR162C
OG0001748	augustus_masked-LBNK01000005.1-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.159&CDS=1-984	YDR161W
OG0001749	augustus_masked-LBNK01000005.1-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.136&CDS=1-651	YDR152W
OG0001750	augustus_masked-LBNK01000005.1-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-4.161&CDS=1-1011	YGL153W
OG0001751	snap_masked-LBNK01000005.1-processed-gene-5.1-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-5.1&CDS=1-1977	YBL020W
OG0001752	augustus_masked-LBNK01000005.1-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.85&CDS=1-2049	YNL279W
OG0001753	augustus_masked-LBNK01000005.1-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.87&CDS=1-3675	YDL112W
OG0001754	augustus_masked-LBNK01000005.1-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.103&CDS=1-834	YDL111C
OG0001755	maker-LBNK01000005.1-augustus-gene-5.40-mRNA-1_1&gene=maker-LBNK01000005.1-augustus-gene-5.40&CDS=1-1674	YGL169W
OG0001756	genemark-LBNK01000005.1-processed-gene-5.49-mRNA-1_1&gene=genemark-LBNK01000005.1-processed-gene-5.49&CDS=1-534	YDR155C
OG0001757	augustus_masked-LBNK01000005.1-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.104&CDS=1-2916	YPR141C
OG0001758	augustus_masked-LBNK01000005.1-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.90&CDS=1-1857	YFL013C
OG0001759	augustus_masked-LBNK01000005.1-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.106&CDS=1-1212	YJR125C
OG0001760	augustus_masked-LBNK01000005.1-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.107&CDS=1-2697	YGL167C
OG0001761	augustus_masked-LBNK01000005.1-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.92&CDS=1-4272	YPR184W
OG0001762	augustus_masked-LBNK01000005.1-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.108&CDS=1-1233	YDR299W
OG0001763	augustus_masked-LBNK01000005.1-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.109&CDS=1-1140	YKL143W
OG0001764	augustus_masked-LBNK01000005.1-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.110&CDS=1-975	YIR011C
OG0001765	augustus_masked-LBNK01000005.1-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.112&CDS=1-1446	YLR359W
OG0001766	augustus_masked-LBNK01000005.1-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.97&CDS=1-876	YDR435C
OG0001767	augustus_masked-LBNK01000005.1-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.114&CDS=1-957	YLR411W
OG0001768	augustus_masked-LBNK01000005.1-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.98&CDS=1-1356	YNR050C
OG0001769	augustus_masked-LBNK01000005.1-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.115&CDS=1-5127	YDL140C
OG0001770	augustus_masked-LBNK01000005.1-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.116&CDS=1-3276	YDR159W
OG0001771	augustus_masked-LBNK01000005.1-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-5.100&CDS=1-876	YGR031W
OG0001772	snap_masked-LBNK01000005.1-processed-gene-5.20-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-5.20&CDS=1-747	YDR489W
OG0001773	genemark-LBNK01000005.1-processed-gene-5.64-mRNA-1_1&gene=genemark-LBNK01000005.1-processed-gene-5.64&CDS=1-630	YML095C
OG0001774	snap_masked-LBNK01000005.1-processed-gene-5.22-mRNA-1_1&gene=snap_masked-LBNK01000005.1-processed-gene-5.22&CDS=1-3204	YOL138C
OG0001775	augustus_masked-LBNK01000005.1-processed-gene-6.217-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.217&CDS=1-2178	YPR024W
OG0001776	augustus_masked-LBNK01000005.1-processed-gene-6.214-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.214&CDS=1-939	YGL043W
OG0001777	augustus_masked-LBNK01000005.1-processed-gene-6.215-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.215&CDS=1-1461	YBL080C
OG0001778	augustus_masked-LBNK01000005.1-processed-gene-6.221-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.221&CDS=1-1611	YER086W
OG0001779	augustus_masked-LBNK01000005.1-processed-gene-6.271-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.271&CDS=1-1044	YHR068W
OG0001780	augustus_masked-LBNK01000005.1-processed-gene-6.272-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.272&CDS=1-840	YJR113C
OG0001781	augustus_masked-LBNK01000005.1-processed-gene-6.225-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.225&CDS=1-897	YDR175C
OG0001782	augustus_masked-LBNK01000005.1-processed-gene-6.274-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.274&CDS=1-1308	YKL145W
OG0001783	augustus_masked-LBNK01000005.1-processed-gene-6.227-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.227&CDS=1-681	YJL121C
OG0001784	maker-LBNK01000005.1-augustus-gene-6.209-mRNA-1_1&gene=maker-LBNK01000005.1-augustus-gene-6.209&CDS=1-1737	YKL150W
OG0001785	augustus_masked-LBNK01000005.1-processed-gene-6.229-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.229&CDS=1-936	YKL151C
OG0001786	augustus_masked-LBNK01000005.1-processed-gene-6.277-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.277&CDS=1-2826	YOR335C
OG0001787	augustus_masked-LBNK01000005.1-processed-gene-6.280-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.280&CDS=1-1803	YER036C
OG0001788	augustus_masked-LBNK01000005.1-processed-gene-6.281-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.281&CDS=1-1026	YGL211W
OG0001789	augustus_masked-LBNK01000005.1-processed-gene-6.231-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.231&CDS=1-2496	YMR309C
OG0001790	augustus_masked-LBNK01000005.1-processed-gene-6.232-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.232&CDS=1-336	YHR191C
OG0001791	maker-LBNK01000005.1-augustus-gene-6.210-mRNA-1_1&gene=maker-LBNK01000005.1-augustus-gene-6.210&CDS=1-2301	YEL021W
OG0001792	augustus_masked-LBNK01000005.1-processed-gene-6.233-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.233&CDS=1-978	YDR090C
OG0001793	augustus_masked-LBNK01000005.1-processed-gene-6.234-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.234&CDS=1-891	YLR209C
OG0001794	augustus_masked-LBNK01000005.1-processed-gene-6.289-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.289&CDS=1-972	YLR208W
OG0001795	augustus_masked-LBNK01000005.1-processed-gene-6.236-mRNA-1_1&gene=augustus_masked-LBNK01000005.1-processed-gene-6.236&CDS=1-1398	YPL122C
