	Saccharomyces_cerevisiae	yHMPu5000035018_Candida_canberraensis
OG0001464	YGL103W	maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-1.60-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-1.60&CDS=1-447
OG0001465	YGL106W	genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-1.146&CDS=1-429
OG0001466	YGL110C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.40&CDS=1-1929
OG0001467	YGL111W	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-7.76-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-7.76&CDS=1-1281
OG0001468	YGL112C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.61&CDS=1-1449
OG0001469	YGL113W	augustus_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.79&CDS=1-2409
OG0001470	YGL114W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.29&CDS=1-2124
OG0001471	YGL115W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.30&CDS=1-1011
OG0001472	YGL116W	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-4.63-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-4.63&CDS=1-1842
OG0001473	YGL119W	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-4.69&CDS=1-1719
OG0001474	YGL120C	augustus_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-0.46&CDS=1-2253
OG0001475	YGL122C	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-4.71-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-4.71&CDS=1-1350
OG0001476	YGL123W	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.155-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.155&CDS=1-759
OG0001477	YGL124C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-4.64&CDS=1-2034
OG0001478	YGL125W	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-1.103&CDS=1-1839
OG0001479	YGL127C	maker-NODE_1_length_1418990_cov_15.6188_ID_1-augustus-gene-5.48-mRNA-1_1&gene=maker-NODE_1_length_1418990_cov_15.6188_ID_1-augustus-gene-5.48&CDS=1-1269
OG0001480	YGL129C	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-1.9&CDS=1-1449
OG0001481	YGL130W	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-4.141-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-4.141&CDS=1-1305
OG0001482	YGL131C	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-4.122&CDS=1-4494
OG0001483	YGL136C	augustus_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.92&CDS=1-2019
OG0001484	YGL137W	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-6.30-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-6.30&CDS=1-2718
OG0001485	YGL138C	augustus_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-2.50&CDS=1-1107
OG0001486	YGL141W	snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.184-mRNA-1_1&gene=snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.184&CDS=1-3000
OG0001487	YGL142C	snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-0.48&CDS=1-1566
OG0001488	YGL143C	genemark-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-2.17&CDS=1-1233
OG0001489	YGL148W	maker-NODE_12_length_500968_cov_12.9947_ID_23-augustus-gene-1.50-mRNA-1_1&gene=maker-NODE_12_length_500968_cov_12.9947_ID_23-augustus-gene-1.50&CDS=1-2289
OG0001490	YGL150C	augustus_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.72&CDS=1-3798
OG0001491	YGL151W	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.1-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.1&CDS=1-3102
OG0001492	YGL153W	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.3-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.3&CDS=1-1131
OG0001493	YGL154C	snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-2.58&CDS=1-909
OG0001494	YGL155W	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.5-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.5&CDS=1-1104
OG0001495	YGL156W	maker-NODE_18_length_338643_cov_13.2849_ID_35-snap-gene-2.111-mRNA-1_1&gene=maker-NODE_18_length_338643_cov_13.2849_ID_35-snap-gene-2.111&CDS=1-3537
OG0001496	YGL159W	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-4.53&CDS=1-1047
OG0001497	YGL160W	snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-2.92&CDS=1-1470
OG0001498	YGL161C	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.18&CDS=1-885
OG0001499	YGL163C	maker-NODE_13_length_496732_cov_18.5747_ID_25-snap-gene-2.93-mRNA-1_1&gene=maker-NODE_13_length_496732_cov_18.5747_ID_25-snap-gene-2.93&CDS=1-2415
OG0001500	YGL164C	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-2.67&CDS=1-1233
OG0001501	YGL166W	maker-NODE_13_length_496732_cov_18.5747_ID_25-snap-gene-2.94-mRNA-1_1&gene=maker-NODE_13_length_496732_cov_18.5747_ID_25-snap-gene-2.94&CDS=1-1977
OG0001502	YGL167C	maker-NODE_6_length_695809_cov_13.1576_ID_11-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_6_length_695809_cov_13.1576_ID_11-augustus-gene-1.2&CDS=1-3891
OG0001503	YGL171W	snap_masked-NODE_28_length_115578_cov_13.6458_ID_55-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_28_length_115578_cov_13.6458_ID_55-processed-gene-0.58&CDS=1-1674
OG0001504	YGL172W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.78-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.78&CDS=1-1458
OG0001505	YGL173C	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.112-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.112&CDS=1-4413
OG0001506	YGL178W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.108&CDS=1-2787
OG0001507	YGL179C	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.109-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.109&CDS=1-3609
OG0001508	YGL180W	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.117-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.117&CDS=1-2601
OG0001509	YGL181W	augustus_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-0.68&CDS=1-1983
OG0001510	YGL184C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.72&CDS=1-1212
OG0001511	YGL187C	genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.48-mRNA-1_1&gene=genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.48&CDS=1-465
OG0001512	YGL190C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.88-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.88&CDS=1-1479
OG0001513	YGL191W	genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.49-mRNA-1_1&gene=genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.49&CDS=1-402
OG0001514	YGL192W	genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.44-mRNA-1_1&gene=genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.44&CDS=1-1461
OG0001515	YGL194C	snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-0.35&CDS=1-1293
OG0001516	YGL195W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.86-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.86&CDS=1-8046
OG0001517	YGL196W	snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.194-mRNA-1_1&gene=snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.194&CDS=1-1269
OG0001518	YGL198W	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.112&CDS=1-942
OG0001519	YGL200C	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-1.13&CDS=1-600
OG0001520	YGL201C	snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.177-mRNA-1_1&gene=snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.177&CDS=1-2730
OG0001521	YGL202W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.51&CDS=1-1464
OG0001522	YGL203C	snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-0.21&CDS=1-2001
OG0001523	YGL206C	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-0.94&CDS=1-4986
OG0001524	YGL207W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-0.5&CDS=1-3072
OG0001525	YGL211W	genemark-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.21-mRNA-1_1&gene=genemark-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.21&CDS=1-1119
OG0001526	YGL213C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.12-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.12&CDS=1-1152
OG0001527	YGL215W	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.29&CDS=1-1155
OG0001528	YGL216W	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-4.39-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-4.39&CDS=1-2796
OG0001529	YGL221C	maker-NODE_13_length_496732_cov_18.5747_ID_25-snap-gene-3.100-mRNA-1_1&gene=maker-NODE_13_length_496732_cov_18.5747_ID_25-snap-gene-3.100&CDS=1-822
OG0001530	YGL225W	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.161-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.161&CDS=1-984
OG0001531	YGL227W	snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-1.67&CDS=1-2469
OG0001532	YGL231C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.19-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.19&CDS=1-501
OG0001533	YGL232W	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.45&CDS=1-927
OG0001534	YGL233W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-2.77&CDS=1-2508
OG0001535	YGL234W	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.122-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.122&CDS=1-2370
OG0001536	YGL236C	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.158-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.158&CDS=1-2052
OG0001537	YGL237C	genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.8-mRNA-1_1&gene=genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.8&CDS=1-513
OG0001538	YGL238W	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.160-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.160&CDS=1-2904
OG0001539	YGL240W	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.125-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.125&CDS=1-1038
OG0001540	YGL241W	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.42&CDS=1-3084
OG0001541	YGL242C	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.43&CDS=1-534
OG0001542	YGL243W	augustus_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.62&CDS=1-1476
OG0001543	YGL244W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.104&CDS=1-1671
OG0001544	YGL245W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.112&CDS=1-2178
OG0001545	YGL246C	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-0.13&CDS=1-1146
OG0001546	YGL247W	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.56&CDS=1-1011
OG0001547	YGL248W	snap_masked-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-1.83&CDS=1-1152
OG0001548	YGL251C	maker-NODE_6_length_695809_cov_13.1576_ID_11-snap-gene-2.78-mRNA-1_1&gene=maker-NODE_6_length_695809_cov_13.1576_ID_11-snap-gene-2.78&CDS=1-3087
OG0001549	YGL253W	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-5.109-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-5.109&CDS=1-1446
OG0001550	YGR002C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-7.86-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-7.86&CDS=1-1701
OG0001551	YGR003W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-7.87-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-7.87&CDS=1-2562
OG0001552	YGR005C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.143-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.143&CDS=1-1161
OG0001553	YGR006W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.124-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.124&CDS=1-888
OG0001554	YGR007W	maker-NODE_7_length_663911_cov_18.1544_ID_13-snap-gene-3.151-mRNA-1_1&gene=maker-NODE_7_length_663911_cov_18.1544_ID_13-snap-gene-3.151&CDS=1-1167
OG0001555	YGR009C	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-1.49&CDS=1-1671
OG0001556	YGR012W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.93-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.93&CDS=1-1188
OG0001557	YGR013W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.79&CDS=1-1680
OG0001558	YGR014W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.99-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.99&CDS=1-3156
OG0001559	YGR017W	augustus_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-2.99&CDS=1-789
OG0001560	YGR019W	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.125&CDS=1-1413
OG0001561	YGR020C	genemark-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.29-mRNA-1_1&gene=genemark-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.29&CDS=1-375
OG0001562	YGR021W	augustus_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.236-mRNA-1_1&gene=augustus_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.236&CDS=1-828
OG0001563	YGR024C	genemark-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.16-mRNA-1_1&gene=genemark-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.16&CDS=1-804
OG0001564	YGR026W	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.35&CDS=1-819
OG0001565	YGR028W	genemark-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-4.67-mRNA-1_1&gene=genemark-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-4.67&CDS=1-1077
OG0001566	YGR029W	maker-NODE_2_length_957285_cov_16.5771_ID_3-augustus-gene-1.3-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-augustus-gene-1.3&CDS=1-1017
OG0001567	YGR031W	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.43-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.43&CDS=1-996
OG0001568	YGR032W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.31&CDS=1-5658
OG0001569	YGR033C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.13&CDS=1-777
OG0001570	YGR036C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.11&CDS=1-699
OG0001571	YGR037C	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.105&CDS=1-258
OG0001572	YGR044C	snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-5.38&CDS=1-1644
OG0001573	YGR046W	genemark-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-5.14-mRNA-1_1&gene=genemark-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-5.14&CDS=1-1308
OG0001574	YGR047C	augustus_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-1.53&CDS=1-3543
OG0001575	YGR048W	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-3.75&CDS=1-1065
OG0001576	YGR052W	snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.51&CDS=1-1503
OG0001577	YGR053C	augustus_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-0.39&CDS=1-804
OG0001578	YGR054W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.32&CDS=1-1893
OG0001579	YGR055W	genemark-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-0.93&CDS=1-1656
OG0001580	YGR057C	genemark-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.4-mRNA-1_1&gene=genemark-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-2.4&CDS=1-669
OG0001581	YGR058W	genemark-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.89&CDS=1-1170
OG0001582	YGR060W	genemark-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.36-mRNA-1_1&gene=genemark-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.36&CDS=1-957
OG0001583	YGR061C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.30-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.30&CDS=1-4002
