	Saccharomyces_cerevisiae	yHMPu5000035650_Trigonopsis_variabilis
OG0001624	YHR165C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-4.133-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-4.133&CDS=1-7065
OG0001625	YHR166C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-14.7-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-14.7&CDS=1-1650
OG0001626	YHR168W	genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.133-mRNA-1_1&gene=genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.133&CDS=1-1335
OG0001627	YHR170W	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-3.39&CDS=1-1560
OG0001628	YHR171W	maker-NODE_10_length_526852_cov_45.8755_ID_2249-augustus-gene-4.99-mRNA-1_1&gene=maker-NODE_10_length_526852_cov_45.8755_ID_2249-augustus-gene-4.99&CDS=1-1926
OG0001629	YHR175W	snap_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-2.114&CDS=1-276
OG0001630	YHR178W	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-0.22&CDS=1-1644
OG0001631	YHR183W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-1.19&CDS=1-1485
OG0001632	YHR186C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-9.173-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-9.173&CDS=1-3912
OG0001633	YHR187W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-8.79&CDS=1-948
OG0001634	YHR188C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-5.11&CDS=1-1722
OG0001635	YHR189W	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-5.141&CDS=1-618
OG0001636	YHR190W	snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-2.166-mRNA-1_1&gene=snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-2.166&CDS=1-1434
OG0001637	YHR193C	maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-4.92-mRNA-1_1&gene=maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-4.92&CDS=1-582
OG0001638	YHR194W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-10.27&CDS=1-1782
OG0001639	YHR197W	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.123&CDS=1-2133
OG0001640	YHR200W	maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-1.116-mRNA-1_1&gene=maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-1.116&CDS=1-795
OG0001641	YHR201C	snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-7.35-mRNA-1_1&gene=snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-7.35&CDS=1-1077
OG0001642	YHR202W	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.118-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.118&CDS=1-2049
OG0001643	YHR204W	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-9.131-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-9.131&CDS=1-2154
OG0001644	YHR208W	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-4.77&CDS=1-1167
OG0001645	YIL001W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-12.157-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-12.157&CDS=1-1941
OG0001646	YIL003W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-4.125&CDS=1-837
OG0001647	YIL004C	genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-13.131-mRNA-1_1&gene=genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-13.131&CDS=1-561
OG0001648	YIL007C	genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.118-mRNA-1_1&gene=genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.118&CDS=1-594
OG0001649	YIL008W	genemark-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-0.58&CDS=1-309
OG0001650	YIL010W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-11.162-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-11.162&CDS=1-681
OG0001651	YIL019W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-14.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-14.115&CDS=1-930
OG0001652	YIL020C	genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-14.67-mRNA-1_1&gene=genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-14.67&CDS=1-783
OG0001653	YIL021W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-0.41&CDS=1-900
OG0001654	YIL022W	augustus_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.170&CDS=1-1305
OG0001655	YIL023C	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-7.136-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-7.136&CDS=1-984
OG0001656	YIL026C	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.61-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.61&CDS=1-2904
OG0001657	YIL030C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-3.87&CDS=1-3339
OG0001658	YIL031W	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-0.0&CDS=1-897
OG0001659	YIL033C	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-2.99&CDS=1-960
OG0001660	YIL034C	maker-NODE_12_length_373926_cov_49.4772_ID_2910-augustus-gene-2.99-mRNA-1_1&gene=maker-NODE_12_length_373926_cov_49.4772_ID_2910-augustus-gene-2.99&CDS=1-807
OG0001661	YIL038C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-5.1-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-5.1&CDS=1-1902
OG0001662	YIL039W	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.31&CDS=1-1134
OG0001663	YIL041W	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-2.32&CDS=1-888
OG0001664	YIL042C	maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-1.141-mRNA-1_1&gene=maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-1.141&CDS=1-1188
OG0001665	YIL043C	maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-0.100-mRNA-1_1&gene=maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-0.100&CDS=1-918
OG0001666	YIL046W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.91&CDS=1-1917
OG0001667	YIL047C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-4.137-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-4.137&CDS=1-3093
OG0001668	YIL048W	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.219-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.219&CDS=1-3027
OG0001669	YIL061C	maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-1.18-mRNA-1_1&gene=maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-1.18&CDS=1-1026
OG0001670	YIL062C	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-3.13&CDS=1-474
OG0001671	YIL063C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-11.145-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-11.145&CDS=1-1299
OG0001672	YIL064W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-11.140-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-11.140&CDS=1-696
OG0001673	YIL065C	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-9.161-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-9.161&CDS=1-450
OG0001674	YIL067C	augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-4.115&CDS=1-1722
OG0001675	YIL068C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.73&CDS=1-2235
OG0001676	YIL070C	snap_masked-NODE_14_length_137352_cov_57.6414_ID_4559-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_14_length_137352_cov_57.6414_ID_4559-processed-gene-0.114&CDS=1-972
OG0001677	YIL075C	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.89&CDS=1-3063
OG0001678	YIL083C	genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-2.117&CDS=1-1020
OG0001679	YIL084C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-7.29&CDS=1-825
OG0001680	YIL087C	maker-NODE_10_length_526852_cov_45.8755_ID_2249-snap-gene-0.79-mRNA-1_1&gene=maker-NODE_10_length_526852_cov_45.8755_ID_2249-snap-gene-0.79&CDS=1-408
OG0001681	YIL090W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-snap-gene-3.4-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-snap-gene-3.4&CDS=1-1431
OG0001682	YIL091C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-3.49&CDS=1-1884
OG0001683	YIL093C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-3.47&CDS=1-966
OG0001684	YIL094C	maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-1.12-mRNA-1_1&gene=maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-1.12&CDS=1-1125
OG0001685	YIL096C	maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-3.5-mRNA-1_1&gene=maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-3.5&CDS=1-789
OG0001686	YIL097W	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-3.125&CDS=1-1176
OG0001687	YIL098C	augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.115&CDS=1-402
OG0001688	YIL099W	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-8.101-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-8.101&CDS=1-1479
OG0001689	YIL101C	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-3.7&CDS=1-1608
OG0001690	YIL103W	maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-3.59-mRNA-1_1&gene=maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-3.59&CDS=1-1284
OG0001691	YIL104C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-snap-gene-12.109-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-snap-gene-12.109&CDS=1-1395
OG0001692	YIL107C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.242-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.242&CDS=1-2223
OG0001693	YIL108W	genemark-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-3.35-mRNA-1_1&gene=genemark-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-3.35&CDS=1-1998
OG0001694	YIL110W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.193-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.193&CDS=1-1206
OG0001695	YIL112W	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-1.182-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-1.182&CDS=1-2451
OG0001696	YIL113W	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-3.30&CDS=1-1251
OG0001697	YIL115C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.22&CDS=1-3972
OG0001698	YIL116W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-7.8&CDS=1-1167
OG0001699	YIL118W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-16.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-16.34&CDS=1-639
OG0001700	YIL125W	maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-6.148-mRNA-1_1&gene=maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-6.148&CDS=1-3042
OG0001701	YIL126W	genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-3.67-mRNA-1_1&gene=genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-3.67&CDS=1-3930
OG0001702	YIL128W	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.46-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.46&CDS=1-3078
OG0001703	YIL129C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.240-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.240&CDS=1-7146
OG0001704	YIL133C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-12.77-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-12.77&CDS=1-603
OG0001705	YIL134W	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.166-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.166&CDS=1-870
OG0001706	YIL140W	genemark-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-0.62&CDS=1-2487
OG0001707	YIL142W	maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-0.14-mRNA-1_1&gene=maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-0.14&CDS=1-4533
OG0001708	YIL143C	augustus_masked-NODE_15_length_86975_cov_46.1423_ID_2791-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_15_length_86975_cov_46.1423_ID_2791-processed-gene-0.9&CDS=1-2478
OG0001709	YIL144W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-8.93&CDS=1-1995
OG0001710	YIL145C	snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-0.109&CDS=1-1011
OG0001711	YIL147C	maker-NODE_6_length_632832_cov_45.1034_ID_1682-snap-gene-3.115-mRNA-1_1&gene=maker-NODE_6_length_632832_cov_45.1034_ID_1682-snap-gene-3.115&CDS=1-2976
OG0001712	YIL150C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.155-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.155&CDS=1-1650
OG0001713	YIL153W	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.56&CDS=1-1125
OG0001714	YIL155C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.76-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.76&CDS=1-1899
OG0001715	YIL156W-B	maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-2.180-mRNA-1_1&gene=maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-2.180&CDS=1-216
OG0001716	YIL157C	genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-16.88-mRNA-1_1&gene=genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-16.88&CDS=1-546
OG0001717	YIL160C	maker-NODE_12_length_373926_cov_49.4772_ID_2910-augustus-gene-2.103-mRNA-1_1&gene=maker-NODE_12_length_373926_cov_49.4772_ID_2910-augustus-gene-2.103&CDS=1-1242
OG0001718	YIR001C	snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-2.122&CDS=1-573
OG0001719	YIR002C	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-4.21-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-4.21&CDS=1-2847
OG0001720	YIR004W	maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-1.104-mRNA-1_1&gene=maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-1.104&CDS=1-1245
OG0001721	YIR005W	genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-4.67-mRNA-1_1&gene=genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-4.67&CDS=1-990
OG0001722	YIR006C	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-0.75&CDS=1-4215
OG0001723	YIR007W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-7.12-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-7.12&CDS=1-2259
OG0001724	YIR008C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-2.80&CDS=1-1371
OG0001725	YIR009W	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-7.163-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-7.163&CDS=1-714
OG0001726	YIR011C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-0.30&CDS=1-876
OG0001727	YIR012W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-6.109&CDS=1-1290
OG0001728	YIR022W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-1.49&CDS=1-531
OG0001729	YIR026C	genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-3.89-mRNA-1_1&gene=genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-3.89&CDS=1-927
OG0001730	YIR027C	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-5.106&CDS=1-1749
OG0001731	YIR029W	maker-NODE_5_length_1057822_cov_57.0665_ID_1593-snap-gene-7.75-mRNA-1_1&gene=maker-NODE_5_length_1057822_cov_57.0665_ID_1593-snap-gene-7.75&CDS=1-1056
OG0001732	YIR030C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-4.90&CDS=1-672
OG0001733	YIR032C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-0.84&CDS=1-669
OG0001734	YIR034C	maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-4.16-mRNA-1_1&gene=maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-4.16&CDS=1-1119
OG0001735	YIR037W	maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-3.1-mRNA-1_1&gene=maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-3.1&CDS=1-483
OG0001736	YIR038C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-10.20&CDS=1-690
OG0001737	YJL001W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-16.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-16.33&CDS=1-663
OG0001738	YJL002C	snap_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-1.114&CDS=1-1395
