	Saccharomyces_cerevisiae	yHMPu5000035297_Priceomyces_castillae
OG0002084	YKL139W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.36-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.36&CDS=1-1773
OG0002085	YKL140W	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.67&CDS=1-1512
OG0002086	YKL142W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.172-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.172&CDS=1-660
OG0002087	YKL143W	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.169-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.169&CDS=1-1278
OG0002088	YKL144C	genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.145&CDS=1-579
OG0002089	YKL145W	maker-NODE_26_length_135252_cov_12.1826_ID_9264-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_26_length_135252_cov_12.1826_ID_9264-augustus-gene-0.8&CDS=1-3276
OG0002090	YKL150W	augustus_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.62&CDS=1-2139
OG0002091	YKL151C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.147-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.147&CDS=1-1080
OG0002092	YKL152C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.67-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.67&CDS=1-744
OG0002093	YKL154W	genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.40&CDS=1-849
OG0002094	YKL155C	genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.138&CDS=1-2376
OG0002095	YKL159C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.86-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.86&CDS=1-729
OG0002096	YKL160W	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-1.61&CDS=1-360
OG0002097	YKL165C	snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.99-mRNA-1_1&gene=snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.99&CDS=1-2994
OG0002098	YKL167C	genemark-NODE_47_length_39056_cov_8.8359_ID_7545-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_47_length_39056_cov_8.8359_ID_7545-processed-gene-0.57&CDS=1-450
OG0002099	YKL170W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.245-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.245&CDS=1-396
OG0002100	YKL171W	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.29-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.29&CDS=1-2361
OG0002101	YKL174C	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.119-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.119&CDS=1-1992
OG0002102	YKL175W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.112&CDS=1-1536
OG0002103	YKL176C	augustus_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.225-mRNA-1_1&gene=augustus_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.225&CDS=1-2763
OG0002104	YKL178C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.34-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.34&CDS=1-1287
OG0002105	YKL179C	augustus_masked-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.101&CDS=1-2049
OG0002106	YKL181W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.195-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.195&CDS=1-1215
OG0002107	YKL182W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.238-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.238&CDS=1-6201
OG0002108	YKL183W	maker-NODE_44_length_45677_cov_9.73802_ID_5421-augustus-gene-0.50-mRNA-1_1&gene=maker-NODE_44_length_45677_cov_9.73802_ID_5421-augustus-gene-0.50&CDS=1-3849
OG0002109	YKL184W	genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.11&CDS=1-1395
OG0002110	YKL185W	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.156-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.156&CDS=1-1506
OG0002111	YKL186C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.116&CDS=1-540
OG0002112	YKL189W	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-0.85&CDS=1-1011
OG0002113	YKL190W	genemark-NODE_40_length_64572_cov_9.57306_ID_6688-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_40_length_64572_cov_9.57306_ID_6688-processed-gene-0.88&CDS=1-522
OG0002114	YKL191W	maker-NODE_4_length_509622_cov_11.013_ID_3510-augustus-gene-0.82-mRNA-1_1&gene=maker-NODE_4_length_509622_cov_11.013_ID_3510-augustus-gene-0.82&CDS=1-5043
OG0002115	YKL192C	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-0.91&CDS=1-345
OG0002116	YKL193C	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-0.92&CDS=1-1125
OG0002117	YKL194C	maker-NODE_39_length_72485_cov_9.55926_ID_4256-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_39_length_72485_cov_9.55926_ID_4256-snap-gene-0.1&CDS=1-1863
OG0002118	YKL195W	genemark-NODE_39_length_72485_cov_9.55926_ID_4256-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_39_length_72485_cov_9.55926_ID_4256-processed-gene-0.55&CDS=1-660
OG0002119	YKL196C	genemark-NODE_39_length_72485_cov_9.55926_ID_4256-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_39_length_72485_cov_9.55926_ID_4256-processed-gene-0.56&CDS=1-600
OG0002120	YKL197C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.99-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.99&CDS=1-3162
OG0002121	YKL203C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-2.42&CDS=1-7269
OG0002122	YKL205W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.86-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.86&CDS=1-2982
OG0002123	YKL206C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-2.46-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-2.46&CDS=1-768
OG0002124	YKL207W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.137-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.137&CDS=1-765
OG0002125	YKL209C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.109&CDS=1-3750
OG0002126	YKL210W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.132&CDS=1-3063
OG0002127	YKL211C	snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.100-mRNA-1_1&gene=snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.100&CDS=1-1854
OG0002128	YKL212W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.54-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.54&CDS=1-1830
OG0002129	YKL213C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.77-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.77&CDS=1-2310
OG0002130	YKL215C	augustus_masked-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.104&CDS=1-8454
OG0002131	YKL216W	genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-0.145&CDS=1-1338
OG0002132	YKR001C	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.105&CDS=1-2070
OG0002133	YKR002W	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-0.112&CDS=1-1680
OG0002134	YKR004C	augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.3&CDS=1-1125
OG0002135	YKR006C	augustus_masked-NODE_32_length_96676_cov_9.40922_ID_3887-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_32_length_96676_cov_9.40922_ID_3887-processed-gene-0.70&CDS=1-2388
OG0002136	YKR008W	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.71&CDS=1-1917
OG0002137	YKR009C	genemark-NODE_37_length_82542_cov_9.14391_ID_4479-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_37_length_82542_cov_9.14391_ID_4479-processed-gene-0.24&CDS=1-2709
OG0002138	YKR014C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.79-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.79&CDS=1-675
OG0002139	YKR016W	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.97-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.97&CDS=1-1677
OG0002140	YKR017C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.49-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.49&CDS=1-1563
OG0002141	YKR023W	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.54&CDS=1-1503
OG0002142	YKR024C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.105&CDS=1-2223
OG0002143	YKR025W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.104-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.104&CDS=1-810
OG0002144	YKR026C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.140-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.140&CDS=1-927
OG0002145	YKR030W	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.51-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.51&CDS=1-945
OG0002146	YKR031C	augustus_masked-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-1.35&CDS=1-5349
OG0002147	YKR034W	snap_masked-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-2.152-mRNA-1_1&gene=snap_masked-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-2.152&CDS=1-831
OG0002148	YKR035W-A	genemark-NODE_46_length_41125_cov_9.77224_ID_5765-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_46_length_41125_cov_9.77224_ID_5765-processed-gene-0.42&CDS=1-600
OG0002149	YKR038C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-5.10-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-5.10&CDS=1-1116
OG0002150	YKR043C	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.152-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.152&CDS=1-723
OG0002151	YKR048C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.72-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.72&CDS=1-1212
OG0002152	YKR050W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.149-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.149&CDS=1-3012
OG0002153	YKR054C	augustus_masked-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.88&CDS=1-12657
OG0002154	YKR056W	augustus_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.118&CDS=1-1863
OG0002155	YKR063C	genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.50&CDS=1-1353
OG0002156	YKR065C	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.33&CDS=1-540
OG0002157	YKR066C	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.13&CDS=1-1077
OG0002158	YKR068C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.89&CDS=1-576
OG0002159	YKR069W	maker-NODE_3_length_584268_cov_10.4991_ID_7482-snap-gene-0.111-mRNA-1_1&gene=maker-NODE_3_length_584268_cov_10.4991_ID_7482-snap-gene-0.111&CDS=1-2847
OG0002160	YKR071C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.89&CDS=1-930
OG0002161	YKR072C	genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-1.134&CDS=1-1554
OG0002162	YKR074W	genemark-NODE_36_length_87334_cov_9.16754_ID_6507-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_36_length_87334_cov_9.16754_ID_6507-processed-gene-0.19&CDS=1-438
OG0002163	YKR079C	maker-NODE_3_length_584268_cov_10.4991_ID_7482-snap-gene-2.153-mRNA-1_1&gene=maker-NODE_3_length_584268_cov_10.4991_ID_7482-snap-gene-2.153&CDS=1-3207
OG0002164	YKR080W	genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.46&CDS=1-987
OG0002165	YKR081C	augustus_masked-NODE_56_length_12118_cov_9.42319_ID_11467-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_56_length_12118_cov_9.42319_ID_11467-processed-gene-0.13&CDS=1-966
OG0002166	YKR082W	augustus_masked-NODE_56_length_12118_cov_9.42319_ID_11467-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_56_length_12118_cov_9.42319_ID_11467-processed-gene-0.14&CDS=1-2856
OG0002167	YKR083C	genemark-NODE_50_length_28705_cov_9.29264_ID_6137-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_50_length_28705_cov_9.29264_ID_6137-processed-gene-0.8&CDS=1-408
OG0002168	YKR084C	maker-NODE_16_length_303169_cov_10.538_ID_8213-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_16_length_303169_cov_10.538_ID_8213-snap-gene-0.2&CDS=1-2088
OG0002169	YKR085C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.92&CDS=1-540
OG0002170	YKR087C	augustus_masked-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.138&CDS=1-1062
OG0002171	YKR088C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.144-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.144&CDS=1-1065
OG0002172	YKR090W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.112&CDS=1-2673
OG0002173	YKR092C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.83&CDS=1-1215
OG0002174	YKR093W	genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-0.108&CDS=1-1938
OG0002175	YKR095W-A	augustus_masked-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.139&CDS=1-2085
OG0002176	YKR097W	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.55-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.55&CDS=1-1656
OG0002177	YLL001W	genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.35&CDS=1-2415
OG0002178	YLL002W	augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.8&CDS=1-1311
OG0002179	YLL004W	genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.40&CDS=1-2136
OG0002180	YLL006W	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.120&CDS=1-1209
OG0002181	YLL007C	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.137&CDS=1-1950
OG0002182	YLL008W	maker-NODE_20_length_193470_cov_12.0149_ID_10779-augustus-gene-0.275-mRNA-1_1&gene=maker-NODE_20_length_193470_cov_12.0149_ID_10779-augustus-gene-0.275&CDS=1-2727
OG0002183	YLL009C	snap_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-0.19&CDS=1-186
OG0002184	YLL011W	genemark-NODE_58_length_10029_cov_10.8694_ID_11447-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_58_length_10029_cov_10.8694_ID_11447-processed-gene-0.11&CDS=1-1374
OG0002185	YLL013C	genemark-NODE_36_length_87334_cov_9.16754_ID_6507-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_36_length_87334_cov_9.16754_ID_6507-processed-gene-0.25&CDS=1-2400
OG0002186	YLL014W	genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.61&CDS=1-312
OG0002187	YLL018C	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.196-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.196&CDS=1-1686
OG0002188	YLL018C-A	genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.3-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.3&CDS=1-294
OG0002189	YLL019C	genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.6-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.6&CDS=1-2055
OG0002190	YLL021W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.79&CDS=1-3492
OG0002191	YLL026W	genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.96&CDS=1-2700
OG0002192	YLL027W	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-0.120&CDS=1-810
OG0002193	YLL029W	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-0.121&CDS=1-2094
OG0002194	YLL032C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-3.55&CDS=1-2580
OG0002195	YLL034C	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.234-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.234&CDS=1-2493
OG0002196	YLL035W	genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.117&CDS=1-1908
OG0002197	YLL036C	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.29&CDS=1-1491
OG0002198	YLL038C	snap_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.113&CDS=1-663
OG0002199	YLL040C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-3.80-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-3.80&CDS=1-9342
OG0002200	YLL041C	genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.272-mRNA-1_1&gene=genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.272&CDS=1-792
OG0002201	YLL048C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-3.62-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-3.62&CDS=1-4968
