	Candida_arabinofermentans	Saccharomyces_cerevisiae
OG0002012	genemark-scaffold_26-processed-gene-0.97-mRNA-1_1&gene=genemark-scaffold_26-processed-gene-0.97&CDS=1-1299	YOL125W
OG0002013	augustus_masked-scaffold_26-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.142&CDS=1-1206	YLR340W
OG0002014	augustus_masked-scaffold_26-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.143&CDS=1-3456	YLR336C
OG0002015	augustus_masked-scaffold_26-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.126&CDS=1-1053	YGR028W
OG0002016	snap_masked-scaffold_26-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scaffold_26-processed-gene-0.32&CDS=1-2682	YDR479C
OG0002017	augustus_masked-scaffold_26-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-scaffold_26-processed-gene-0.128&CDS=1-1629	YDR257C
OG0002018	snap_masked-scaffold_26-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scaffold_26-processed-gene-0.39&CDS=1-3423	YGR233C
OG0002019	genemark-scaffold_26-processed-gene-0.111-mRNA-1_1&gene=genemark-scaffold_26-processed-gene-0.111&CDS=1-1218	YOR025W
OG0002020	augustus_masked-scaffold_27-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.42&CDS=1-4689	YDR108W
OG0002021	augustus_masked-scaffold_27-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.69&CDS=1-4002	YMR012W
OG0002022	maker-scaffold_27-augustus-gene-0.83-mRNA-1_1&gene=maker-scaffold_27-augustus-gene-0.83&CDS=1-2751	YDR265W
OG0002023	augustus_masked-scaffold_27-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.71&CDS=1-2841	YJR036C
OG0002024	augustus_masked-scaffold_27-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.45&CDS=1-1236	YFR024C-A
OG0002025	augustus_masked-scaffold_27-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.48&CDS=1-1188	YPL118W
OG0002026	augustus_masked-scaffold_27-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.75&CDS=1-1284	YOR201C
OG0002027	augustus_masked-scaffold_27-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.49&CDS=1-1650	YNL275W
OG0002028	augustus_masked-scaffold_27-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.53&CDS=1-411	YPR094W
OG0002029	augustus_masked-scaffold_27-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.77&CDS=1-3237	YPR095C
OG0002030	genemark-scaffold_27-processed-gene-0.102-mRNA-1_1&gene=genemark-scaffold_27-processed-gene-0.102&CDS=1-2946	YPR097W
OG0002031	augustus_masked-scaffold_27-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.78&CDS=1-510	YGR082W
OG0002032	augustus_masked-scaffold_27-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.55&CDS=1-642	YGR081C
OG0002033	augustus_masked-scaffold_27-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.60&CDS=1-1155	YMR139W
OG0002034	augustus_masked-scaffold_27-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.61&CDS=1-1698	YDR323C
OG0002035	augustus_masked-scaffold_27-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.80&CDS=1-2091	YKR001C
OG0002036	genemark-scaffold_27-processed-gene-0.112-mRNA-1_1&gene=genemark-scaffold_27-processed-gene-0.112&CDS=1-3819	YIL147C
OG0002037	snap_masked-scaffold_27-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scaffold_27-processed-gene-0.36&CDS=1-1659	YIL150C
OG0002038	augustus_masked-scaffold_27-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.66&CDS=1-1701	YDR232W
OG0002039	augustus_masked-scaffold_28-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.15&CDS=1-1413	YDL001W
OG0002040	augustus_masked-scaffold_28-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.1&CDS=1-7596	YBL004W
OG0002041	augustus_masked-scaffold_28-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.2&CDS=1-1422	YLR142W
OG0002042	augustus_masked-scaffold_28-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.3&CDS=1-894	YDR162C
OG0002043	augustus_masked-scaffold_28-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.23&CDS=1-1251	YDR161W
OG0002044	augustus_masked-scaffold_28-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.4&CDS=1-795	YDR152W
OG0002045	augustus_masked-scaffold_28-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.24&CDS=1-2226	YLR141W
OG0002046	augustus_masked-scaffold_28-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.5&CDS=1-2640	YLR139C
OG0002047	maker-scaffold_28-augustus-gene-0.80-mRNA-1_1&gene=maker-scaffold_28-augustus-gene-0.80&CDS=1-483	YDR155C
OG0002048	maker-scaffold_28-snap-gene-0.71-mRNA-1_1&gene=maker-scaffold_28-snap-gene-0.71&CDS=1-1482	YDR153C
OG0002049	augustus_masked-scaffold_28-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.27&CDS=1-3414	YLL021W
OG0002050	augustus_masked-scaffold_28-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.28&CDS=1-720	YLR312W-A
OG0002051	augustus_masked-scaffold_28-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.8&CDS=1-1671	YGL171W
OG0002052	maker-scaffold_28-augustus-gene-0.86-mRNA-1_1&gene=maker-scaffold_28-augustus-gene-0.86&CDS=1-420	YPR020W
OG0002053	augustus_masked-scaffold_28-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.30&CDS=1-2826	YPR019W
OG0002054	augustus_masked-scaffold_28-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.31&CDS=1-2001	YPR018W
OG0002055	genemark-scaffold_28-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_28-processed-gene-0.98&CDS=1-3795	YDR216W
OG0002056	augustus_masked-scaffold_28-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scaffold_28-processed-gene-0.11&CDS=1-1521	YBR280C
OG0002057	augustus_masked-scaffold_29-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.55&CDS=1-780	YOR039W
OG0002058	augustus_masked-scaffold_29-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.40&CDS=1-3000	YOR038C
OG0002059	augustus_masked-scaffold_29-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.56&CDS=1-1185	YDR268W
OG0002060	augustus_masked-scaffold_29-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.41&CDS=1-1527	YDR363W
OG0002061	augustus_masked-scaffold_29-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.57&CDS=1-1632	YOR037W
OG0002062	augustus_masked-scaffold_29-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.42&CDS=1-1083	YDR267C
OG0002063	genemark-scaffold_29-processed-gene-0.24-mRNA-1_1&gene=genemark-scaffold_29-processed-gene-0.24&CDS=1-876	YLR059C
OG0002064	maker-scaffold_29-snap-gene-0.85-mRNA-1_1&gene=maker-scaffold_29-snap-gene-0.85&CDS=1-1161	YHR058C
OG0002065	augustus_masked-scaffold_29-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.47&CDS=1-519	YHR059W
OG0002066	augustus_masked-scaffold_29-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.63&CDS=1-504	YDR305C
OG0002067	augustus_masked-scaffold_29-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.64&CDS=1-2577	YLR207W
OG0002068	maker-scaffold_29-snap-gene-0.84-mRNA-1_1&gene=maker-scaffold_29-snap-gene-0.84&CDS=1-456	YBR173C
OG0002069	augustus_masked-scaffold_29-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.67&CDS=1-639	YBR171W
OG0002070	augustus_masked-scaffold_29-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.68&CDS=1-909	YPR139C
OG0002071	augustus_masked-scaffold_29-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.52&CDS=1-3018	YPL268W
OG0002072	augustus_masked-scaffold_29-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.71&CDS=1-1419	YBR247C
OG0002073	augustus_masked-scaffold_29-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.53&CDS=1-1500	YGL097W
OG0002074	augustus_masked-scaffold_29-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.72&CDS=1-1701	YBR248C
OG0002075	augustus_masked-scaffold_29-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scaffold_29-processed-gene-0.54&CDS=1-2148	YIL067C
OG0002076	augustus_masked-scaffold_3-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.81&CDS=1-1026	YOR143C
OG0002077	augustus_masked-scaffold_3-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.100&CDS=1-1344	YML085C
OG0002078	augustus_masked-scaffold_3-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.82&CDS=1-2982	YPR026W
OG0002079	augustus_masked-scaffold_3-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.101&CDS=1-1446	YMR285C
OG0002080	genemark-scaffold_3-processed-gene-0.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.43&CDS=1-654	YLR281C
OG0002081	augustus_masked-scaffold_3-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.104&CDS=1-1125	YGL213C
OG0002082	augustus_masked-scaffold_3-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.87&CDS=1-1002	YGL212W
OG0002083	augustus_masked-scaffold_3-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.105&CDS=1-1821	YMR250W
OG0002084	augustus_masked-scaffold_3-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.106&CDS=1-2241	YDR109C
OG0002085	augustus_masked-scaffold_3-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.107&CDS=1-342	YER159C
OG0002086	augustus_masked-scaffold_3-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.108&CDS=1-1476	YDR105C
OG0002087	maker-scaffold_3-augustus-gene-0.120-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-0.120&CDS=1-1008	YER179W
OG0002088	augustus_masked-scaffold_3-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.88&CDS=1-921	YLR439W
OG0002089	augustus_masked-scaffold_3-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.111&CDS=1-990	YNL290W
OG0002090	augustus_masked-scaffold_3-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.112&CDS=1-1644	YKL116C
OG0002091	augustus_masked-scaffold_3-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.92&CDS=1-3777	YLR071C
OG0002092	augustus_masked-scaffold_3-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.113&CDS=1-717	YPR183W
OG0002093	augustus_masked-scaffold_3-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.93&CDS=1-1842	YDR390C
OG0002094	augustus_masked-scaffold_3-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.94&CDS=1-687	YFL010C
OG0002095	augustus_masked-scaffold_3-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.95&CDS=1-888	YDL119C
OG0002096	augustus_masked-scaffold_3-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.115&CDS=1-1149	YGL155W
OG0002097	augustus_masked-scaffold_3-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.116&CDS=1-3423	YGL156W
OG0002098	augustus_masked-scaffold_3-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.97&CDS=1-1845	YLL028W
OG0002099	augustus_masked-scaffold_3-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.119&CDS=1-1449	YNR012W
OG0002100	augustus_masked-scaffold_3-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.1&CDS=1-588	YJL011C
OG0002101	augustus_masked-scaffold_3-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.15&CDS=1-1623	YDL159W
OG0002102	maker-scaffold_3-snap-gene-1.74-mRNA-1_1&gene=maker-scaffold_3-snap-gene-1.74&CDS=1-1524	YGR229C
OG0002103	augustus_masked-scaffold_3-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.17&CDS=1-3615	YMR224C
OG0002104	augustus_masked-scaffold_3-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.18&CDS=1-414	YNL147W
OG0002105	augustus_masked-scaffold_3-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.19&CDS=1-2013	YMR108W
OG0002106	augustus_masked-scaffold_3-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.5&CDS=1-2421	YGL144C
OG0002107	genemark-scaffold_3-processed-gene-1.111-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.111&CDS=1-1626	YFR021W
OG0002108	augustus_masked-scaffold_3-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.21&CDS=1-2463	YPR089W
OG0002109	augustus_masked-scaffold_3-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.6&CDS=1-4371	YAL002W
OG0002110	augustus_masked-scaffold_3-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.22&CDS=1-1047	YGL001C
OG0002111	augustus_masked-scaffold_3-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.7&CDS=1-1392	YHR018C
OG0002112	augustus_masked-scaffold_3-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.24&CDS=1-2211	YOR022C
OG0002113	augustus_masked-scaffold_3-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.8&CDS=1-2310	YLR424W
OG0002114	augustus_masked-scaffold_3-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.25&CDS=1-801	YKL195W
OG0002115	augustus_masked-scaffold_3-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.26&CDS=1-606	YKL196C
OG0002116	genemark-scaffold_3-processed-gene-1.95-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.95&CDS=1-1473	YDL160C
OG0002117	augustus_masked-scaffold_3-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.27&CDS=1-1299	YBR110W
OG0002118	augustus_masked-scaffold_3-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.10&CDS=1-7002	YDR127W
OG0002119	augustus_masked-scaffold_3-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.28&CDS=1-2442	YLR396C
OG0002120	genemark-scaffold_3-processed-gene-1.120-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.120&CDS=1-183	YDL067C
OG0002121	maker-scaffold_3-augustus-gene-1.79-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-1.79&CDS=1-240	YLR395C
OG0002122	genemark-scaffold_3-processed-gene-1.121-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.121&CDS=1-1023	YLR394W
OG0002123	genemark-scaffold_3-processed-gene-1.102-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.102&CDS=1-1470	YOL137W
OG0002124	genemark-scaffold_3-processed-gene-1.123-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.123&CDS=1-1062	YGR165W
OG0002125	augustus_masked-scaffold_3-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.2&CDS=1-2091	YGL205W
OG0002126	augustus_masked-scaffold_3-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.0&CDS=1-1860	YGR194C
OG0002127	augustus_masked-scaffold_3-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.1&CDS=1-891	YPL134C
OG0002128	augustus_masked-scaffold_3-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.19&CDS=1-855	YPL132W
OG0002129	augustus_masked-scaffold_3-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.6&CDS=1-3549	YGL045W
OG0002130	augustus_masked-scaffold_3-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.8&CDS=1-984	YIL041W
OG0002131	augustus_masked-scaffold_3-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.21&CDS=1-666	YPR124W
OG0002132	genemark-scaffold_3-processed-gene-2.65-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.65&CDS=1-645	YPL051W
OG0002133	maker-scaffold_3-augustus-gene-2.34-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.34&CDS=1-273	YNR037C
OG0002134	genemark-scaffold_3-processed-gene-2.66-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.66&CDS=1-1485	YCR079W
OG0002135	augustus_masked-scaffold_3-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.11&CDS=1-1254	YCR035C
OG0002136	genemark-scaffold_3-processed-gene-2.56-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.56&CDS=1-762	YER148W
OG0002137	augustus_masked-scaffold_3-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.15&CDS=1-1410	YPL103C
OG0002138	augustus_masked-scaffold_3-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.27&CDS=1-708	YBR176W
OG0002139	augustus_masked-scaffold_3-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.28&CDS=1-3909	YJL197W
OG0002140	augustus_masked-scaffold_3-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.16&CDS=1-6723	YCR032W
OG0002141	maker-scaffold_3-augustus-gene-2.37-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.37&CDS=1-1389	YLR149C
OG0002142	augustus_masked-scaffold_3-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.32&CDS=1-1203	YDR167W
OG0002143	augustus_masked-scaffold_3-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.18&CDS=1-1401	YPL091W
OG0002144	genemark-scaffold_3-processed-gene-2.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.80&CDS=1-1509	YPR162C
OG0002145	augustus_masked-scaffold_3-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.93&CDS=1-1326	YPR173C
OG0002146	augustus_masked-scaffold_3-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.96&CDS=1-1977	YCR084C
OG0002147	maker-scaffold_3-augustus-gene-3.46-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.46&CDS=1-1173	YNR043W
OG0002148	augustus_masked-scaffold_3-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.98&CDS=1-843	YJR096W
OG0002149	maker-scaffold_3-snap-gene-3.40-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.40&CDS=1-1608	YLR285W
OG0002150	maker-scaffold_3-snap-gene-3.41-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.41&CDS=1-4773	YJR013W
OG0002151	genemark-scaffold_3-processed-gene-3.60-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.60&CDS=1-222	YJL189W
OG0002152	augustus_masked-scaffold_3-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.100&CDS=1-2022	YNL045W
OG0002153	augustus_masked-scaffold_3-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.114&CDS=1-2454	YBR202W
OG0002154	augustus_masked-scaffold_3-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.102&CDS=1-2691	YPR176C
OG0002155	augustus_masked-scaffold_3-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.115&CDS=1-1968	YPR175W
OG0002156	genemark-scaffold_3-processed-gene-3.83-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.83&CDS=1-2850	YOR217W
OG0002157	augustus_masked-scaffold_3-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.105&CDS=1-687	YOL032W
OG0002158	genemark-scaffold_3-processed-gene-3.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.84&CDS=1-1689	YOL033W
OG0002159	augustus_masked-scaffold_3-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.121&CDS=1-3285	YOL034W
OG0002160	augustus_masked-scaffold_3-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.107&CDS=1-2910	YAL011W
OG0002161	maker-scaffold_3-snap-gene-3.43-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.43&CDS=1-2382	YLL057C
OG0002162	augustus_masked-scaffold_3-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.0&CDS=1-1983	YLL011W
OG0002163	augustus_masked-scaffold_3-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.1&CDS=1-2577	YJL092W
OG0002164	maker-scaffold_3-snap-gene-4.91-mRNA-1_1&gene=maker-scaffold_3-snap-gene-4.91&CDS=1-2730	YCR072C
OG0002165	augustus_masked-scaffold_3-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.21&CDS=1-2790	YOR233W
OG0002166	augustus_masked-scaffold_3-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.6&CDS=1-2661	YEL032W
OG0002167	maker-scaffold_3-augustus-gene-4.82-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.82&CDS=1-627	YGR029W
OG0002168	maker-scaffold_3-snap-gene-4.98-mRNA-1_1&gene=maker-scaffold_3-snap-gene-4.98&CDS=1-2064	YLR337C
OG0002169	augustus_masked-scaffold_3-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.23&CDS=1-684	YOR232W
OG0002170	genemark-scaffold_3-processed-gene-4.50-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.50&CDS=1-1902	YDR228C
