	Ambrosiozyma_monospora	Saccharomyces_cerevisiae
OG0001504	-processed-gene-2.4-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.4&CDS=1-462	YIL065C
OG0001505	-processed-gene-2.17-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.17&CDS=1-4833	YOR291W
OG0001506	-processed-gene-2.7-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.7&CDS=1-3591	YPL217C
OG0001507	-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.50&CDS=1-567	YPL218W
OG0001508	-processed-gene-2.8-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.8&CDS=1-2589	YGL137W
OG0001509	-processed-gene-2.20-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.20&CDS=1-1032	YGL136C
OG0001510	-processed-gene-2.10-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.10&CDS=1-2088	YBR223C
OG0001511	-processed-gene-2.12-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.12&CDS=1-2193	YGL099W
OG0001512	-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.53&CDS=1-2763	YDR323C
OG0001513	-processed-gene-2.24-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.24&CDS=1-1197	YMR139W
OG0001514	-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.56&CDS=1-1491	YFL018C
OG0001515	-processed-gene-2.26-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.26&CDS=1-1059	YGR031W
OG0001516	-processed-gene-2.14-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.14&CDS=1-1143	YCL059C
OG0001517	-processed-gene-2.30-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.30&CDS=1-2835	YNL279W
OG0001518	-processed-gene-2.31-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.31&CDS=1-312	YLR295C
OG0001519	-processed-gene-2.32-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.32&CDS=1-645	YLR293C
OG0001520	-processed-gene-2.33-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.33&CDS=1-492	YLR298C
OG0001521	-processed-gene-3.65-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.65&CDS=1-621	YLR292C
OG0001522	-processed-gene-3.67-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.67&CDS=1-3453	YOR191W
OG0001523	-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.35&CDS=1-732	YLR078C
OG0001524	-processed-gene-3.91-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.91&CDS=1-1410	YOR274W
OG0001525	-processed-gene-3.73-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.73&CDS=1-1773	YPL030W
OG0001526	-processed-gene-3.92-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.92&CDS=1-2235	YPL043W
OG0001527	-processed-gene-3.74-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.74&CDS=1-1386	YDR254W
OG0001528	-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.58&CDS=1-2376	YPL045W
OG0001529	-processed-gene-3.75-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.75&CDS=1-318	YPL046C
OG0001530	-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.59&CDS=1-2577	YPL084W
OG0001531	-processed-gene-3.76-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.76&CDS=1-1161	YDR255C
OG0001532	-processed-gene-3.86-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.86&CDS=1-1194	YML008C
OG0001533	-processed-gene-3.99-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.99&CDS=1-1014	YLR220W
OG0001534	-processed-gene-3.100-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.100&CDS=1-5433	YDR283C
OG0001535	-processed-gene-3.88-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-3.88&CDS=1-1641	YJL091C
OG0001536	-processed-gene-4.114-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.114&CDS=1-2619	YDR258C
OG0001537	-processed-gene-4.111-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.111&CDS=1-669	YOR052C
OG0001538	-processed-gene-4.136-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.136&CDS=1-1146	YKR070W
OG0001539	-processed-gene-4.138-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.138&CDS=1-927	YOR074C
OG0001540	-processed-gene-4.116-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.116&CDS=1-825	YOR065W
OG0001541	-processed-gene-4.117-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.117&CDS=1-1938	YJR045C
OG0001542	-processed-gene-4.66-mRNA-1_1&gene=snap_masked-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.66&CDS=1-915	YMR130W
OG0001543	-processed-gene-4.124-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.124&CDS=1-1146	YGL211W
OG0001544	-snap-gene-4.6-mRNA-1_1&gene=maker-gi|1002318541|dbj|BCIP01000020.1|-snap-gene-4.6&CDS=1-6225	YFL007W
OG0001545	-processed-gene-4.145-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.145&CDS=1-2427	YLR144C
OG0001546	-processed-gene-4.126-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.126&CDS=1-756	YDR007W
OG0001547	-processed-gene-4.147-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.147&CDS=1-855	YBR011C
OG0001548	-processed-gene-4.70-mRNA-1_1&gene=snap_masked-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.70&CDS=1-1701	YOL122C
OG0001549	-processed-gene-4.71-mRNA-1_1&gene=snap_masked-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.71&CDS=1-1149	YNR015W
OG0001550	-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.44&CDS=1-4500	YCL061C
OG0001551	-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.45&CDS=1-1488	YML015C
OG0001552	-processed-gene-4.131-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.131&CDS=1-2730	YOL084W
OG0001553	-processed-gene-4.158-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.158&CDS=1-1320	YNL323W
OG0001554	-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-4.55&CDS=1-1368	YGL254W
OG0001555	-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-0.36&CDS=1-2976	YNL221C
OG0001556	-processed-gene-0.59-mRNA-1_1&gene=snap_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-0.59&CDS=1-4518	YIL130W
OG0001557	-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-0.25&CDS=1-1341	YKL059C
OG0001558	-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-0.29&CDS=1-915	YBR085W
OG0001559	-processed-gene-0.7-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-0.7&CDS=1-708	YOR095C
OG0001560	-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-0.41&CDS=1-1971	YDL020C
OG0001561	-processed-gene-0.10-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-0.10&CDS=1-2211	YDR172W
OG0001562	-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-0.44&CDS=1-1860	YAL016W
OG0001563	-processed-gene-1.62-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-1.62&CDS=1-246	YBR162W-A
OG0001564	-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-1.47&CDS=1-2418	YOR322C
OG0001565	-processed-gene-1.78-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-1.78&CDS=1-1086	YCR016W
OG0001566	-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-1.49&CDS=1-1383	YBR243C
OG0001567	-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-1.35&CDS=1-1980	YGL110C
OG0001568	-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-1.50&CDS=1-1197	YGL111W
OG0001569	-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-1.36&CDS=1-594	YJR112W
OG0001570	-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-1.51&CDS=1-1110	YGL100W
OG0001571	-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-1.53&CDS=1-426	YDR397C
OG0001572	-processed-gene-1.71-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-1.71&CDS=1-1785	YDR349C
OG0001573	-processed-gene-1.88-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-1.88&CDS=1-1743	YBR236C
OG0001574	-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-1.46&CDS=1-1686	YPL181W
OG0001575	-processed-gene-2.67-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.67&CDS=1-1815	YGL095C
OG0001576	-augustus-gene-2.64-mRNA-1_1&gene=maker-gi|1002318542|dbj|BCIP01000019.1|-augustus-gene-2.64&CDS=1-3294	YGL094C
OG0001577	-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.32&CDS=1-213	YPL183W-A
OG0001578	-processed-gene-2.69-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.69&CDS=1-3078	YPL183C
OG0001579	-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.36&CDS=1-1920	YNL317W
OG0001580	-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.49&CDS=1-1428	YOL136C
OG0001581	-processed-gene-2.87-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.87&CDS=1-1059	YHL022C
OG0001582	-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.51&CDS=1-1593	YDR221W
OG0001583	-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.41&CDS=1-570	YKR068C
OG0001584	-processed-gene-2.95-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.95&CDS=1-759	YGR195W
OG0001585	-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.43&CDS=1-1131	YOR042W
OG0001586	-processed-gene-2.80-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.80&CDS=1-849	YGR132C
OG0001587	-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.59&CDS=1-4539	YJR033C
OG0001588	-processed-gene-2.82-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.82&CDS=1-324	YJR034W
OG0001589	-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.47&CDS=1-3849	YJR035W
OG0001590	-processed-gene-2.99-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.99&CDS=1-777	YPL107W
OG0001591	-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-2.62&CDS=1-1503	YMR215W
OG0001592	-processed-gene-3.71-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-3.71&CDS=1-753	YGR135W
OG0001593	-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-3.5&CDS=1-1638	YMR297W
OG0001594	-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-3.11&CDS=1-1614	YFL055W
OG0001595	-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-3.12&CDS=1-882	YPR079W
OG0001596	-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-3.13&CDS=1-1359	YDR165W
OG0001597	-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-3.26&CDS=1-288	YDR424C
OG0001598	-augustus-gene-3.106-mRNA-1_1&gene=maker-gi|1002318542|dbj|BCIP01000019.1|-augustus-gene-3.106&CDS=1-666	YDR296W
OG0001599	-processed-gene-3.97-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-3.97&CDS=1-1065	YDR297W
OG0001600	-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-3.16&CDS=1-1425	YDR005C
OG0001601	-processed-gene-3.50-mRNA-1_1&gene=snap_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-3.50&CDS=1-1923	YDR004W
OG0001602	-processed-gene-3.62-mRNA-1_1&gene=snap_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-3.62&CDS=1-2991	YMR080C
OG0001603	-processed-gene-3.63-mRNA-1_1&gene=snap_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-3.63&CDS=1-834	YCR014C
OG0001604	-snap-gene-3.113-mRNA-1_1&gene=maker-gi|1002318542|dbj|BCIP01000019.1|-snap-gene-3.113&CDS=1-441	YPR153W
OG0001605	-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-3.36&CDS=1-447	YGL041W-A
OG0001606	-snap-gene-4.148-mRNA-1_1&gene=maker-gi|1002318542|dbj|BCIP01000019.1|-snap-gene-4.148&CDS=1-2730	YBR073W
OG0001607	-snap-gene-4.149-mRNA-1_1&gene=maker-gi|1002318542|dbj|BCIP01000019.1|-snap-gene-4.149&CDS=1-3594	YKL134C
OG0001608	-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.55&CDS=1-2796	YIL107C
OG0001609	-processed-gene-4.5-mRNA-1_1&gene=snap_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.5&CDS=1-2610	YMR216C
OG0001610	-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.57&CDS=1-768	YIL106W
OG0001611	-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.78&CDS=1-924	YHR062C
OG0001612	-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.60&CDS=1-972	YNL155W
OG0001613	-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.80&CDS=1-681	YGR036C
OG0001614	-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.81&CDS=1-1602	YLL055W
OG0001615	-processed-gene-4.108-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.108&CDS=1-1368	YLR212C
OG0001616	-processed-gene-4.109-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.109&CDS=1-1887	YDR049W
OG0001617	-snap-gene-4.154-mRNA-1_1&gene=maker-gi|1002318542|dbj|BCIP01000019.1|-snap-gene-4.154&CDS=1-2391	YHR178W
OG0001618	-processed-gene-4.34-mRNA-1_1&gene=snap_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.34&CDS=1-1737	YAL048C
OG0001619	-processed-gene-4.111-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.111&CDS=1-978	YOR362C
OG0001620	-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.68&CDS=1-1053	YHR025W
OG0001621	-processed-gene-4.131-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.131&CDS=1-534	YHR026W
OG0001622	-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.89&CDS=1-816	YMR274C
OG0001623	-processed-gene-4.135-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.135&CDS=1-2841	YHR027C
OG0001624	-processed-gene-4.137-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.137&CDS=1-1464	YPL254W
OG0001625	-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.72&CDS=1-2988	YHR030C
OG0001626	-processed-gene-4.44-mRNA-1_1&gene=snap_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.44&CDS=1-3732	YHR028C
OG0001627	-processed-gene-4.121-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.121&CDS=1-810	YIL093C
OG0001628	-processed-gene-4.140-mRNA-1_1&gene=genemark-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.140&CDS=1-495	YGR076C
OG0001629	-processed-gene-0.12-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-0.12&CDS=1-1338	YPL203W
OG0001630	-processed-gene-0.1-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-0.1&CDS=1-372	YBR047W
OG0001631	-processed-gene-0.32-mRNA-1_1&gene=snap_masked-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-0.32&CDS=1-279	YER048W-A
OG0001632	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-0.15&CDS=1-1515	YHR137W
OG0001633	-processed-gene-0.16-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-0.16&CDS=1-3687	YJL020C
OG0001634	-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-0.60&CDS=1-6000	YHR164C
OG0001635	-processed-gene-0.10-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-0.10&CDS=1-885	YIL043C
OG0001636	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-0.39&CDS=1-810	YPL065W
OG0001637	-processed-gene-0.18-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-0.18&CDS=1-1650	YER052C
OG0001638	-processed-gene-0.23-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-0.23&CDS=1-2847	YNL049C
OG0001639	-snap-gene-1.104-mRNA-1_1&gene=maker-gi|1002318543|dbj|BCIP01000018.1|-snap-gene-1.104&CDS=1-2559	YBR289W
OG0001640	-processed-gene-1.72-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-1.72&CDS=1-1323	YBR290W
OG0001641	-processed-gene-1.88-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-1.88&CDS=1-915	YBR291C
OG0001642	-processed-gene-1.89-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-1.89&CDS=1-1530	YKL028W
OG0001643	-processed-gene-1.79-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-1.79&CDS=1-1650	YHR009C
OG0001644	-processed-gene-1.80-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-1.80&CDS=1-1206	YDR346C
OG0001645	-processed-gene-2.8-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-2.8&CDS=1-360	YKR095W-A
OG0001646	-processed-gene-2.14-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-2.14&CDS=1-1578	YJL153C
OG0001647	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-2.21&CDS=1-1308	YMR062C
OG0001648	-processed-gene-2.12-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-2.12&CDS=1-1662	YOR306C
OG0001649	-processed-gene-2.27-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-2.27&CDS=1-753	YFL045C
OG0001650	-processed-gene-3.56-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-3.56&CDS=1-5424	YFL033C
OG0001651	-processed-gene-3.60-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-3.60&CDS=1-1470	YGL065C
OG0001652	-processed-gene-3.57-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-3.57&CDS=1-1485	YCR095C
OG0001653	-processed-gene-3.65-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-3.65&CDS=1-1341	YNR050C
OG0001654	-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-3.38&CDS=1-615	YNR049C
OG0001655	-snap-gene-3.86-mRNA-1_1&gene=maker-gi|1002318543|dbj|BCIP01000018.1|-snap-gene-3.86&CDS=1-2817	YMR075W
OG0001656	-processed-gene-3.25-mRNA-1_1&gene=snap_masked-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-3.25&CDS=1-3846	YMR076C
OG0001657	-processed-gene-3.73-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-3.73&CDS=1-507	YJL004C
OG0001658	-processed-gene-3.83-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-3.83&CDS=1-1494	YOR250C
OG0001659	-processed-gene-3.74-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-3.74&CDS=1-678	YKR020W
OG0001660	-processed-gene-3.18-mRNA-1_1&gene=snap_masked-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-3.18&CDS=1-1833	YBR102C
OG0001661	-processed-gene-4.29-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-4.29&CDS=1-1101	YDR158W
OG0001662	-processed-gene-4.33-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-4.33&CDS=1-1533	YDR256C
OG0001663	-processed-gene-4.63-mRNA-1_1&gene=snap_masked-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-4.63&CDS=1-1812	YBR186W
OG0001664	-processed-gene-4.24-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-4.24&CDS=1-996	YBR187W
OG0001665	-processed-gene-4.25-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-4.25&CDS=1-663	YFL046W
OG0001666	-processed-gene-5.27-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-5.27&CDS=1-2148	YLR077W
OG0001667	-processed-gene-5.28-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-5.28&CDS=1-1767	YGL160W
OG0001668	-processed-gene-0.10-mRNA-1_1&gene=genemark-gi|1002318544|dbj|BCIP01000017.1|-processed-gene-0.10&CDS=1-3276	YMR125W
OG0001669	-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-gi|1002318544|dbj|BCIP01000017.1|-processed-gene-0.41&CDS=1-5721	YLR342W
OG0001670	-processed-gene-0.28-mRNA-1_1&gene=genemark-gi|1002318544|dbj|BCIP01000017.1|-processed-gene-0.28&CDS=1-1770	YMR120C
OG0001671	-processed-gene-0.30-mRNA-1_1&gene=genemark-gi|1002318544|dbj|BCIP01000017.1|-processed-gene-0.30&CDS=1-5082	YMR162C
OG0001672	-augustus-gene-0.33-mRNA-1_1&gene=maker-gi|1002318544|dbj|BCIP01000017.1|-augustus-gene-0.33&CDS=1-1830	YER141W
OG0001673	-processed-gene-0.17-mRNA-1_1&gene=genemark-gi|1002318544|dbj|BCIP01000017.1|-processed-gene-0.17&CDS=1-2112	YBL024W
