	Metschnikowia_hawaiiensis	Saccharomyces_cerevisiae
OG0001663	snap_masked-haw-_s284-processed-gene-0.141-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.141&CDS=1-1233	YGR210C
OG0001664	snap_masked-haw-_s284-processed-gene-0.142-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.142&CDS=1-1065	YJL145W
OG0001665	snap_masked-haw-_s284-processed-gene-0.144-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.144&CDS=1-2910	YKL165C
OG0001666	snap_masked-haw-_s284-processed-gene-0.145-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.145&CDS=1-1506	YKL211C
OG0001667	snap_masked-haw-_s284-processed-gene-0.147-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.147&CDS=1-1833	YKL212W
OG0001668	snap_masked-haw-_s284-processed-gene-0.150-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.150&CDS=1-909	YJR077C
OG0001669	snap_masked-haw-_s284-processed-gene-0.152-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.152&CDS=1-681	YJL148W
OG0001670	snap_masked-haw-_s284-processed-gene-0.154-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.154&CDS=1-738	YER010C
OG0001671	snap_masked-haw-_s284-processed-gene-0.156-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.156&CDS=1-1140	YPL203W
OG0001672	snap_masked-haw-_s284-processed-gene-0.157-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.157&CDS=1-2409	YNL298W
OG0001673	snap_masked-haw-_s295-processed-gene-0.23-mRNA-1_1&gene=snap_masked-haw-_s295-processed-gene-0.23&CDS=1-1479	YJL123C
OG0001674	snap_masked-haw-_s295-processed-gene-0.35-mRNA-1_1&gene=snap_masked-haw-_s295-processed-gene-0.35&CDS=1-993	YJL126W
OG0001675	augustus_masked-haw-_s295-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-haw-_s295-processed-gene-0.54&CDS=1-1263	YLR191W
OG0001676	augustus_masked-haw-_s295-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-haw-_s295-processed-gene-0.64&CDS=1-1377	YLL002W
OG0001677	genemark-haw-_s295-processed-gene-0.6-mRNA-1_1&gene=genemark-haw-_s295-processed-gene-0.6&CDS=1-945	YGR017W
OG0001678	snap_masked-haw-_s295-processed-gene-0.30-mRNA-1_1&gene=snap_masked-haw-_s295-processed-gene-0.30&CDS=1-4509	YDL195W
OG0001679	augustus_masked-haw-_s295-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-haw-_s295-processed-gene-0.72&CDS=1-861	YLR128W
OG0001680	maker-haw-_s295-snap-gene-0.49-mRNA-1_1&gene=maker-haw-_s295-snap-gene-0.49&CDS=1-1761	YLR127C
OG0001681	snap_masked-haw-_s298-processed-gene-0.35-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.35&CDS=1-2961	YOR058C
OG0001682	snap_masked-haw-_s298-processed-gene-0.54-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.54&CDS=1-1956	YGL099W
OG0001683	maker-haw-_s298-snap-gene-0.112-mRNA-1_1&gene=maker-haw-_s298-snap-gene-0.112&CDS=1-570	YPL218W
OG0001684	snap_masked-haw-_s298-processed-gene-0.37-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.37&CDS=1-1815	YER080W
OG0001685	snap_masked-haw-_s298-processed-gene-0.57-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.57&CDS=1-492	YBR254C
OG0001686	snap_masked-haw-_s298-processed-gene-0.40-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.40&CDS=1-1398	YOL027C
OG0001687	snap_masked-haw-_s298-processed-gene-0.41-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.41&CDS=1-2184	YPR018W
OG0001688	maker-haw-_s298-augustus-gene-0.113-mRNA-1_1&gene=maker-haw-_s298-augustus-gene-0.113&CDS=1-4428	YER169W
OG0001689	maker-haw-_s298-augustus-gene-0.114-mRNA-1_1&gene=maker-haw-_s298-augustus-gene-0.114&CDS=1-3885	YDR216W
OG0001690	augustus_masked-haw-_s298-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-haw-_s298-processed-gene-0.27&CDS=1-4008	YDR097C
OG0001691	snap_masked-haw-_s298-processed-gene-0.66-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.66&CDS=1-1596	YLR107W
OG0001692	maker-haw-_s298-snap-gene-0.111-mRNA-1_1&gene=maker-haw-_s298-snap-gene-0.111&CDS=1-396	YDR519W
OG0001693	snap_masked-haw-_s298-processed-gene-0.51-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.51&CDS=1-780	YCL047C
OG0001694	snap_masked-haw-_s298-processed-gene-0.52-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.52&CDS=1-14895	YLR106C
OG0001695	genemark-haw-_s298-processed-gene-1.47-mRNA-1_1&gene=genemark-haw-_s298-processed-gene-1.47&CDS=1-6297	YDR127W
OG0001696	snap_masked-haw-_s298-processed-gene-1.91-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.91&CDS=1-1005	YDR460W
OG0001697	snap_masked-haw-_s298-processed-gene-1.93-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.93&CDS=1-1341	YDR527W
OG0001698	augustus_masked-haw-_s298-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-haw-_s298-processed-gene-1.26&CDS=1-237	YDR525W-A
OG0001699	augustus_masked-haw-_s298-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-haw-_s298-processed-gene-1.9&CDS=1-2529	YCL045C
OG0001700	snap_masked-haw-_s298-processed-gene-1.114-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.114&CDS=1-1401	YOR025W
OG0001701	snap_masked-haw-_s298-processed-gene-1.96-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.96&CDS=1-912	YDR374C
OG0001702	snap_masked-haw-_s298-processed-gene-1.97-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.97&CDS=1-729	YOR125C
OG0001703	snap_masked-haw-_s298-processed-gene-1.98-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.98&CDS=1-1464	YOL069W
OG0001704	snap_masked-haw-_s298-processed-gene-1.118-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.118&CDS=1-1923	YDL035C
OG0001705	snap_masked-haw-_s298-processed-gene-1.99-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.99&CDS=1-1077	YFL026W
OG0001706	snap_masked-haw-_s298-processed-gene-1.100-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.100&CDS=1-831	YNL032W
OG0001707	snap_masked-haw-_s298-processed-gene-1.121-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.121&CDS=1-426	YIL087C
OG0001708	maker-haw-_s298-snap-gene-1.46-mRNA-1_1&gene=maker-haw-_s298-snap-gene-1.46&CDS=1-981	YIL084C
OG0001709	snap_masked-haw-_s298-processed-gene-1.125-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.125&CDS=1-6624	YJL130C
OG0001710	snap_masked-haw-_s298-processed-gene-1.104-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.104&CDS=1-2976	YKR050W
OG0001711	snap_masked-haw-_s298-processed-gene-1.105-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.105&CDS=1-855	YNL075W
OG0001712	snap_masked-haw-_s298-processed-gene-1.107-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-1.107&CDS=1-762	YJL115W
OG0001713	maker-haw-_s298-snap-gene-2.0-mRNA-1_1&gene=maker-haw-_s298-snap-gene-2.0&CDS=1-1935	YBR287W
OG0001714	augustus_masked-haw-_s298-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-haw-_s298-processed-gene-2.119&CDS=1-858	YGR053C
OG0001715	snap_masked-haw-_s298-processed-gene-2.65-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.65&CDS=1-1197	YLR355C
OG0001716	snap_masked-haw-_s298-processed-gene-2.88-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.88&CDS=1-483	YIR037W
OG0001717	snap_masked-haw-_s298-processed-gene-2.90-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.90&CDS=1-594	YNL099C
OG0001718	snap_masked-haw-_s298-processed-gene-2.66-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.66&CDS=1-501	YOR103C
OG0001719	snap_masked-haw-_s298-processed-gene-2.91-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.91&CDS=1-744	YOR101W
OG0001720	snap_masked-haw-_s298-processed-gene-2.93-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.93&CDS=1-990	YNL097C
OG0001721	snap_masked-haw-_s298-processed-gene-2.94-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.94&CDS=1-2175	YJL168C
OG0001722	augustus_masked-haw-_s298-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-haw-_s298-processed-gene-2.126&CDS=1-1221	YOL016C
OG0001723	snap_masked-haw-_s298-processed-gene-2.71-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.71&CDS=1-1389	YLR231C
OG0001724	snap_masked-haw-_s298-processed-gene-2.98-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.98&CDS=1-1317	YGR254W
OG0001725	augustus_masked-haw-_s298-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-haw-_s298-processed-gene-2.128&CDS=1-408	YJR082C
OG0001726	augustus_masked-haw-_s298-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-haw-_s298-processed-gene-2.152&CDS=1-408	YDR462W
OG0001727	snap_masked-haw-_s298-processed-gene-2.99-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.99&CDS=1-675	YLR025W
OG0001728	snap_masked-haw-_s298-processed-gene-2.100-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.100&CDS=1-933	YLR026C
OG0001729	snap_masked-haw-_s298-processed-gene-2.75-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.75&CDS=1-1350	YFL037W
OG0001730	snap_masked-haw-_s298-processed-gene-2.79-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.79&CDS=1-1812	YHR194W
OG0001731	snap_masked-haw-_s298-processed-gene-2.81-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.81&CDS=1-1404	YKL194C
OG0001732	snap_masked-haw-_s298-processed-gene-2.108-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.108&CDS=1-1068	YLR418C
OG0001733	snap_masked-haw-_s298-processed-gene-2.83-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.83&CDS=1-2235	YLR424W
OG0001734	snap_masked-haw-_s298-processed-gene-2.85-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.85&CDS=1-819	YKL195W
OG0001735	snap_masked-haw-_s298-processed-gene-2.86-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.86&CDS=1-597	YKL196C
OG0001736	snap_masked-haw-_s298-processed-gene-2.110-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.110&CDS=1-1602	YOR359W
OG0001737	snap_masked-haw-_s298-processed-gene-2.111-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.111&CDS=1-1740	YOR360C
OG0001738	snap_masked-haw-_s298-processed-gene-2.114-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.114&CDS=1-4167	YBR115C
OG0001739	augustus_masked-haw-_s298-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-haw-_s298-processed-gene-2.168&CDS=1-2814	YBR114W
OG0001740	snap_masked-haw-_s298-processed-gene-2.117-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.117&CDS=1-711	YML025C
OG0001741	snap_masked-haw-_s3-processed-gene-0.58-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.58&CDS=1-474	YGL058W
OG0001742	snap_masked-haw-_s3-processed-gene-0.59-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.59&CDS=1-1398	YGL059W
OG0001743	snap_masked-haw-_s3-processed-gene-0.61-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.61&CDS=1-531	YBR217W
OG0001744	snap_masked-haw-_s3-processed-gene-0.88-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.88&CDS=1-1896	YLL019C
OG0001745	snap_masked-haw-_s3-processed-gene-0.64-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.64&CDS=1-4389	YGL173C
OG0001746	snap_masked-haw-_s3-processed-gene-0.89-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.89&CDS=1-288	YLL018C-A
OG0001747	snap_masked-haw-_s3-processed-gene-0.65-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.65&CDS=1-2151	YPR021C
OG0001748	snap_masked-haw-_s3-processed-gene-0.91-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.91&CDS=1-846	YGL174W
OG0001749	snap_masked-haw-_s3-processed-gene-0.92-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.92&CDS=1-1401	YGL172W
OG0001750	snap_masked-haw-_s3-processed-gene-0.66-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.66&CDS=1-1347	YGL175C
OG0001751	snap_masked-haw-_s3-processed-gene-0.93-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.93&CDS=1-1038	YER127W
OG0001752	snap_masked-haw-_s3-processed-gene-0.68-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.68&CDS=1-783	YER126C
OG0001753	snap_masked-haw-_s3-processed-gene-0.94-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.94&CDS=1-3231	YPR022C
OG0001754	snap_masked-haw-_s3-processed-gene-0.98-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.98&CDS=1-714	YGL044C
OG0001755	augustus_masked-haw-_s3-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-haw-_s3-processed-gene-0.125&CDS=1-867	YGL043W
OG0001756	snap_masked-haw-_s3-processed-gene-0.100-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.100&CDS=1-1479	YGR155W
OG0001757	genemark-haw-_s3-processed-gene-0.47-mRNA-1_1&gene=genemark-haw-_s3-processed-gene-0.47&CDS=1-2112	YFR029W
OG0001758	snap_masked-haw-_s3-processed-gene-0.70-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.70&CDS=1-1458	YEL015W
OG0001759	snap_masked-haw-_s3-processed-gene-0.72-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.72&CDS=1-975	YGL091C
OG0001760	snap_masked-haw-_s3-processed-gene-0.73-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.73&CDS=1-1347	YJL049W
OG0001761	snap_masked-haw-_s3-processed-gene-0.103-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.103&CDS=1-1671	YEL013W
OG0001762	snap_masked-haw-_s3-processed-gene-0.74-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.74&CDS=1-1254	YHR016C
OG0001763	maker-haw-_s3-augustus-gene-0.3-mRNA-1_1&gene=maker-haw-_s3-augustus-gene-0.3&CDS=1-1950	YOR202W
OG0001764	snap_masked-haw-_s3-processed-gene-0.76-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.76&CDS=1-2499	YAL011W
OG0001765	snap_masked-haw-_s3-processed-gene-0.78-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.78&CDS=1-1260	YKR063C
OG0001766	snap_masked-haw-_s3-processed-gene-0.79-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.79&CDS=1-5532	YNL242W
OG0001767	snap_masked-haw-_s3-processed-gene-0.81-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.81&CDS=1-2784	YJL154C
OG0001768	snap_masked-haw-_s3-processed-gene-0.110-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.110&CDS=1-690	YAR008W
OG0001769	snap_masked-haw-_s3-processed-gene-0.112-mRNA-1_1&gene=snap_masked-haw-_s3-processed-gene-0.112&CDS=1-210	YBL071W-A
OG0001770	snap_masked-haw-_s30-processed-gene-0.77-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.77&CDS=1-1203	YPR118W
OG0001771	snap_masked-haw-_s30-processed-gene-0.78-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.78&CDS=1-1362	YMR026C
OG0001772	snap_masked-haw-_s30-processed-gene-0.55-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.55&CDS=1-1308	YIL033C
OG0001773	snap_masked-haw-_s30-processed-gene-0.83-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.83&CDS=1-3144	YNL014W
OG0001774	snap_masked-haw-_s30-processed-gene-0.86-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.86&CDS=1-534	YCR046C
OG0001775	augustus_masked-haw-_s30-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-haw-_s30-processed-gene-0.27&CDS=1-2178	YCR047C
OG0001776	snap_masked-haw-_s30-processed-gene-0.89-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.89&CDS=1-687	YNR020C
OG0001777	snap_masked-haw-_s30-processed-gene-0.59-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.59&CDS=1-657	YCR051W
OG0001778	snap_masked-haw-_s30-processed-gene-0.63-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.63&CDS=1-1425	YNR023W
OG0001779	maker-haw-_s30-augustus-gene-0.45-mRNA-1_1&gene=maker-haw-_s30-augustus-gene-0.45&CDS=1-2553	YLL028W
OG0001780	snap_masked-haw-_s30-processed-gene-0.94-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.94&CDS=1-5061	YLR247C
OG0001781	snap_masked-haw-_s30-processed-gene-0.66-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.66&CDS=1-723	YNL010W
OG0001782	snap_masked-haw-_s30-processed-gene-0.96-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.96&CDS=1-300	YGL070C
OG0001783	snap_masked-haw-_s30-processed-gene-0.68-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.68&CDS=1-513	YGL068W
OG0001784	snap_masked-haw-_s30-processed-gene-0.98-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.98&CDS=1-1569	YDL178W
OG0001785	snap_masked-haw-_s30-processed-gene-0.99-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.99&CDS=1-444	YDL177C
OG0001786	maker-haw-_s30-augustus-gene-0.46-mRNA-1_1&gene=maker-haw-_s30-augustus-gene-0.46&CDS=1-2607	YIL078W
OG0001787	snap_masked-haw-_s30-processed-gene-0.75-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.75&CDS=1-2160	YOR022C
OG0001788	snap_masked-haw-_s30-processed-gene-0.100-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.100&CDS=1-618	YOR021C
OG0001789	snap_masked-haw-_s30-processed-gene-0.76-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.76&CDS=1-681	YDR408C
OG0001790	snap_masked-haw-_s30-processed-gene-0.104-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.104&CDS=1-1095	YOR136W
OG0001791	snap_masked-haw-_s30-processed-gene-1.102-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.102&CDS=1-1134	YDL168W
OG0001792	snap_masked-haw-_s30-processed-gene-1.103-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.103&CDS=1-1011	YDR214W
OG0001793	snap_masked-haw-_s30-processed-gene-1.100-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.100&CDS=1-3960	YDR407C
OG0001794	snap_masked-haw-_s30-processed-gene-1.105-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.105&CDS=1-315	YMR244C-A
OG0001795	snap_masked-haw-_s30-processed-gene-1.101-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.101&CDS=1-1137	YDR321W
OG0001796	snap_masked-haw-_s30-processed-gene-1.106-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.106&CDS=1-2094	YOR317W
OG0001797	snap_masked-haw-_s30-processed-gene-1.126-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.126&CDS=1-2028	YMR108W
OG0001798	snap_masked-haw-_s30-processed-gene-1.128-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.128&CDS=1-1128	YDR282C
OG0001799	augustus_masked-haw-_s30-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-haw-_s30-processed-gene-1.17&CDS=1-2049	YKL104C
OG0001800	maker-haw-_s30-augustus-gene-1.1-mRNA-1_1&gene=maker-haw-_s30-augustus-gene-1.1&CDS=1-219	YIL156W-B
OG0001801	augustus_masked-haw-_s30-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-haw-_s30-processed-gene-1.19&CDS=1-1266	YER020W
OG0001802	snap_masked-haw-_s30-processed-gene-1.129-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.129&CDS=1-1401	YML017W
OG0001803	snap_masked-haw-_s30-processed-gene-1.131-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.131&CDS=1-1137	YHR068W
OG0001804	snap_masked-haw-_s30-processed-gene-1.134-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.134&CDS=1-2322	YEL053C
OG0001805	snap_masked-haw-_s30-processed-gene-1.110-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.110&CDS=1-3468	YDR325W
OG0001806	snap_masked-haw-_s30-processed-gene-1.111-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.111&CDS=1-1125	YML008C
OG0001807	maker-haw-_s30-augustus-gene-1.2-mRNA-1_1&gene=maker-haw-_s30-augustus-gene-1.2&CDS=1-3219	YDR324C
OG0001808	snap_masked-haw-_s30-processed-gene-1.138-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.138&CDS=1-1365	YCL032W
OG0001809	snap_masked-haw-_s30-processed-gene-1.114-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.114&CDS=1-2040	YLR361C
OG0001810	maker-haw-_s30-snap-gene-1.144-mRNA-1_1&gene=maker-haw-_s30-snap-gene-1.144&CDS=1-4293	YLR362W
OG0001811	snap_masked-haw-_s30-processed-gene-1.117-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.117&CDS=1-447	YFL017C
OG0001812	snap_masked-haw-_s30-processed-gene-1.139-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.139&CDS=1-222	YFL017W-A
OG0001813	snap_masked-haw-_s30-processed-gene-1.140-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.140&CDS=1-2529	YFL013C
OG0001814	snap_masked-haw-_s30-processed-gene-1.119-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.119&CDS=1-1719	YJL163C
OG0001815	augustus_masked-haw-_s30-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-haw-_s30-processed-gene-1.31&CDS=1-1872	YGR216C
OG0001816	snap_masked-haw-_s30-processed-gene-1.142-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.142&CDS=1-1155	YLR328W
OG0001817	snap_masked-haw-_s30-processed-gene-1.123-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.123&CDS=1-909	YMR099C
OG0001818	snap_masked-haw-_s30-processed-gene-1.124-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.124&CDS=1-1425	YKL004W
OG0001819	snap_masked-haw-_s30-processed-gene-1.143-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-1.143&CDS=1-360	YKL003C
OG0001820	snap_masked-haw-_s30-processed-gene-2.171-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.171&CDS=1-2970	YOL090W
OG0001821	maker-haw-_s30-snap-gene-2.91-mRNA-1_1&gene=maker-haw-_s30-snap-gene-2.91&CDS=1-2418	YPR167C
OG0001822	snap_masked-haw-_s30-processed-gene-2.173-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.173&CDS=1-669	YIL007C
OG0001823	snap_masked-haw-_s30-processed-gene-2.179-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.179&CDS=1-300	YIL008W
OG0001824	snap_masked-haw-_s30-processed-gene-2.174-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.174&CDS=1-1305	YEL002C
OG0001825	snap_masked-haw-_s30-processed-gene-2.175-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.175&CDS=1-366	YEL003W
OG0001826	snap_masked-haw-_s30-processed-gene-2.209-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.209&CDS=1-537	YMR009W
OG0001827	snap_masked-haw-_s30-processed-gene-2.180-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.180&CDS=1-1419	YNL317W
OG0001828	snap_masked-haw-_s30-processed-gene-2.210-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.210&CDS=1-882	YOL136C
OG0001829	augustus_masked-haw-_s30-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-haw-_s30-processed-gene-2.53&CDS=1-2205	YOR017W
OG0001830	snap_masked-haw-_s30-processed-gene-2.213-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.213&CDS=1-1422	YPL063W
OG0001831	snap_masked-haw-_s30-processed-gene-2.214-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.214&CDS=1-798	YER026C
OG0001832	snap_masked-haw-_s30-processed-gene-2.216-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.216&CDS=1-555	YDL200C
OG0001833	snap_masked-haw-_s30-processed-gene-2.218-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.218&CDS=1-1119	YKL080W
OG0001834	maker-haw-_s30-snap-gene-2.88-mRNA-1_1&gene=maker-haw-_s30-snap-gene-2.88&CDS=1-525	YPR028W
OG0001835	snap_masked-haw-_s30-processed-gene-2.219-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.219&CDS=1-2442	YPR029C
OG0001836	snap_masked-haw-_s30-processed-gene-2.184-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.184&CDS=1-828	YPL064C
OG0001837	snap_masked-haw-_s30-processed-gene-2.221-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.221&CDS=1-345	YPR166C
OG0001838	snap_masked-haw-_s30-processed-gene-2.186-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.186&CDS=1-300	YOL108C
OG0001839	snap_masked-haw-_s30-processed-gene-2.187-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.187&CDS=1-4524	YOR093C
OG0001840	snap_masked-haw-_s30-processed-gene-2.190-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.190&CDS=1-1341	YML126C
