	Metschnikowia_santaceciliae	Saccharomyces_cerevisiae
OG0002016	genemark-sce_s43-processed-gene-2.115-mRNA-1_1&gene=genemark-sce_s43-processed-gene-2.115&CDS=1-1728	YMR227C
OG0002017	genemark-sce_s43-processed-gene-2.117-mRNA-1_1&gene=genemark-sce_s43-processed-gene-2.117&CDS=1-687	YKL033W-A
OG0002018	genemark-sce_s43-processed-gene-2.118-mRNA-1_1&gene=genemark-sce_s43-processed-gene-2.118&CDS=1-1689	YHL010C
OG0002019	genemark-sce_s43-processed-gene-2.119-mRNA-1_1&gene=genemark-sce_s43-processed-gene-2.119&CDS=1-5001	YMR229C
OG0002020	augustus_masked-sce_s43-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-sce_s43-processed-gene-2.91&CDS=1-3801	YMR269W
OG0002021	genemark-sce_s43-processed-gene-2.120-mRNA-1_1&gene=genemark-sce_s43-processed-gene-2.120&CDS=1-2643	YMR268C
OG0002022	genemark-sce_s43-processed-gene-2.121-mRNA-1_1&gene=genemark-sce_s43-processed-gene-2.121&CDS=1-3258	YPL160W
OG0002023	genemark-sce_s43-processed-gene-2.123-mRNA-1_1&gene=genemark-sce_s43-processed-gene-2.123&CDS=1-789	YML105C
OG0002024	genemark-sce_s43-processed-gene-3.110-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.110&CDS=1-1131	YMR272C
OG0002025	snap_masked-sce_s43-processed-gene-3.5-mRNA-1_1&gene=snap_masked-sce_s43-processed-gene-3.5&CDS=1-810	YMR274C
OG0002026	genemark-sce_s43-processed-gene-3.109-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.109&CDS=1-2034	YDR234W
OG0002027	genemark-sce_s43-processed-gene-3.112-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.112&CDS=1-765	YCR015C
OG0002028	genemark-sce_s43-processed-gene-3.113-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.113&CDS=1-1680	YOR205C
OG0002029	genemark-sce_s43-processed-gene-3.115-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.115&CDS=1-1557	YOR046C
OG0002030	genemark-sce_s43-processed-gene-3.135-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.135&CDS=1-1035	YDR347W
OG0002031	snap_masked-sce_s43-processed-gene-3.39-mRNA-1_1&gene=snap_masked-sce_s43-processed-gene-3.39&CDS=1-180	YOR045W
OG0002032	genemark-sce_s43-processed-gene-3.117-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.117&CDS=1-1239	YMR235C
OG0002033	genemark-sce_s43-processed-gene-3.142-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.142&CDS=1-1623	YGL186C
OG0002034	genemark-sce_s43-processed-gene-3.143-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.143&CDS=1-522	YLR221C
OG0002035	augustus_masked-sce_s43-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-sce_s43-processed-gene-3.72&CDS=1-5769	YKL190W
OG0002036	genemark-sce_s43-processed-gene-3.145-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.145&CDS=1-5862	YLR430W
OG0002037	augustus_masked-sce_s43-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-sce_s43-processed-gene-3.100&CDS=1-3183	YML067C
OG0002038	augustus_masked-sce_s43-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-sce_s43-processed-gene-3.76&CDS=1-669	YHR189W
OG0002039	genemark-sce_s43-processed-gene-3.125-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.125&CDS=1-1530	YNR012W
OG0002040	genemark-sce_s43-processed-gene-3.126-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.126&CDS=1-1512	YDR111C
OG0002041	genemark-sce_s43-processed-gene-3.153-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.153&CDS=1-1794	YLR088W
OG0002042	augustus_masked-sce_s43-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-sce_s43-processed-gene-3.82&CDS=1-831	YDR116C
OG0002043	genemark-sce_s43-processed-gene-3.156-mRNA-1_1&gene=genemark-sce_s43-processed-gene-3.156&CDS=1-1743	YDR117C
OG0002044	genemark-sce_s432-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s432-processed-gene-0.16&CDS=1-1020	YKR025W
OG0002045	genemark-sce_s432-processed-gene-0.18-mRNA-1_1&gene=genemark-sce_s432-processed-gene-0.18&CDS=1-2646	YKR024C
OG0002046	genemark-sce_s435-processed-gene-0.0-mRNA-1_1&gene=genemark-sce_s435-processed-gene-0.0&CDS=1-2301	YER091C
OG0002047	genemark-sce_s435-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s435-processed-gene-0.1&CDS=1-1125	YBL058W
OG0002048	snap_masked-sce_s436-processed-gene-0.42-mRNA-1_1&gene=snap_masked-sce_s436-processed-gene-0.42&CDS=1-4473	YMR190C
OG0002049	snap_masked-sce_s436-processed-gene-0.43-mRNA-1_1&gene=snap_masked-sce_s436-processed-gene-0.43&CDS=1-684	YML041C
OG0002050	augustus_masked-sce_s436-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-sce_s436-processed-gene-0.65&CDS=1-8196	YGL195W
OG0002051	genemark-sce_s436-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s436-processed-gene-0.3&CDS=1-1194	YHL024W
OG0002052	maker-sce_s436-snap-gene-0.60-mRNA-1_1&gene=maker-sce_s436-snap-gene-0.60&CDS=1-2238	YNL186W
OG0002053	genemark-sce_s436-processed-gene-0.15-mRNA-1_1&gene=genemark-sce_s436-processed-gene-0.15&CDS=1-633	YBL049W
OG0002054	maker-sce_s436-snap-gene-0.61-mRNA-1_1&gene=maker-sce_s436-snap-gene-0.61&CDS=1-963	YNL177C
OG0002055	genemark-sce_s436-processed-gene-0.18-mRNA-1_1&gene=genemark-sce_s436-processed-gene-0.18&CDS=1-627	YDL212W
OG0002056	snap_masked-sce_s436-processed-gene-0.50-mRNA-1_1&gene=snap_masked-sce_s436-processed-gene-0.50&CDS=1-828	YDL213C
OG0002057	genemark-sce_s436-processed-gene-0.21-mRNA-1_1&gene=genemark-sce_s436-processed-gene-0.21&CDS=1-1380	YNL182C
OG0002058	genemark-sce_s436-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s436-processed-gene-0.9&CDS=1-1344	YNL181W
OG0002059	genemark-sce_s436-processed-gene-0.23-mRNA-1_1&gene=genemark-sce_s436-processed-gene-0.23&CDS=1-429	YNL185C
OG0002060	genemark-sce_s436-processed-gene-0.25-mRNA-1_1&gene=genemark-sce_s436-processed-gene-0.25&CDS=1-1377	YPL247C
OG0002061	genemark-sce_s438-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s438-processed-gene-0.9&CDS=1-1332	YDR449C
OG0002062	augustus_masked-sce_s438-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sce_s438-processed-gene-0.3&CDS=1-453	YHR175W
OG0002063	genemark-sce_s438-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s438-processed-gene-0.11&CDS=1-1311	YHR009C
OG0002064	genemark-sce_s44-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s44-processed-gene-0.8&CDS=1-606	YBL057C
OG0002065	genemark-sce_s44-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s44-processed-gene-0.1&CDS=1-1398	YGR229C
OG0002066	genemark-sce_s44-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s44-processed-gene-0.10&CDS=1-1413	YGR227W
OG0002067	genemark-sce_s44-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s44-processed-gene-0.2&CDS=1-1722	YGR225W
OG0002068	genemark-sce_s44-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s44-processed-gene-0.3&CDS=1-969	YGR163W
OG0002069	maker-sce_s44-augustus-gene-0.46-mRNA-1_1&gene=maker-sce_s44-augustus-gene-0.46&CDS=1-1920	YIL099W
OG0002070	snap_masked-sce_s44-processed-gene-0.44-mRNA-1_1&gene=snap_masked-sce_s44-processed-gene-0.44&CDS=1-1131	YJR032W
OG0002071	genemark-sce_s44-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s44-processed-gene-0.7&CDS=1-2829	YDR238C
OG0002072	genemark-sce_s440-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s440-processed-gene-0.8&CDS=1-993	YJL088W
OG0002073	genemark-sce_s440-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s440-processed-gene-0.6&CDS=1-960	YNR003C
OG0002074	genemark-sce_s442-processed-gene-0.26-mRNA-1_1&gene=genemark-sce_s442-processed-gene-0.26&CDS=1-2160	YDR017C
OG0002075	snap_masked-sce_s442-processed-gene-0.49-mRNA-1_1&gene=snap_masked-sce_s442-processed-gene-0.49&CDS=1-1434	YJL025W
OG0002076	genemark-sce_s442-processed-gene-0.38-mRNA-1_1&gene=genemark-sce_s442-processed-gene-0.38&CDS=1-861	YCL031C
OG0002077	genemark-sce_s442-processed-gene-0.31-mRNA-1_1&gene=genemark-sce_s442-processed-gene-0.31&CDS=1-888	YMR055C
OG0002078	genemark-sce_s442-processed-gene-0.39-mRNA-1_1&gene=genemark-sce_s442-processed-gene-0.39&CDS=1-1767	YKL074C
OG0002079	genemark-sce_s442-processed-gene-0.40-mRNA-1_1&gene=genemark-sce_s442-processed-gene-0.40&CDS=1-2700	YKL073W
OG0002080	genemark-sce_s442-processed-gene-0.32-mRNA-1_1&gene=genemark-sce_s442-processed-gene-0.32&CDS=1-651	YDR399W
OG0002081	genemark-sce_s442-processed-gene-0.41-mRNA-1_1&gene=genemark-sce_s442-processed-gene-0.41&CDS=1-1065	YGR048W
OG0002082	genemark-sce_s442-processed-gene-0.42-mRNA-1_1&gene=genemark-sce_s442-processed-gene-0.42&CDS=1-3003	YDR395W
OG0002083	augustus_masked-sce_s442-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-sce_s442-processed-gene-0.7&CDS=1-276	YER074W-A
OG0002084	genemark-sce_s442-processed-gene-0.43-mRNA-1_1&gene=genemark-sce_s442-processed-gene-0.43&CDS=1-453	YDR397C
OG0002085	genemark-sce_s442-processed-gene-0.34-mRNA-1_1&gene=genemark-sce_s442-processed-gene-0.34&CDS=1-1197	YPR186C
OG0002086	genemark-sce_s442-processed-gene-0.47-mRNA-1_1&gene=genemark-sce_s442-processed-gene-0.47&CDS=1-4848	YNL139C
OG0002087	genemark-sce_s443-processed-gene-0.18-mRNA-1_1&gene=genemark-sce_s443-processed-gene-0.18&CDS=1-5535	YER155C
OG0002088	genemark-sce_s443-processed-gene-0.24-mRNA-1_1&gene=genemark-sce_s443-processed-gene-0.24&CDS=1-1188	YER154W
OG0002089	augustus_masked-sce_s446-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-sce_s446-processed-gene-0.8&CDS=1-1254	YCR079W
OG0002090	genemark-sce_s447-processed-gene-0.107-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.107&CDS=1-1278	YPR066W
OG0002091	genemark-sce_s447-processed-gene-0.137-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.137&CDS=1-1296	YGR110W
OG0002092	genemark-sce_s447-processed-gene-0.109-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.109&CDS=1-1524	YBR288C
OG0002093	genemark-sce_s447-processed-gene-0.139-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.139&CDS=1-1356	YHR011W
OG0002094	genemark-sce_s447-processed-gene-0.140-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.140&CDS=1-2313	YKL134C
OG0002095	genemark-sce_s447-processed-gene-0.115-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.115&CDS=1-597	YKR035W-A
OG0002096	genemark-sce_s447-processed-gene-0.116-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.116&CDS=1-675	YHR008C
OG0002097	genemark-sce_s447-processed-gene-0.142-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.142&CDS=1-1581	YOR132W
OG0002098	genemark-sce_s447-processed-gene-0.143-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.143&CDS=1-1479	YDR470C
OG0002099	genemark-sce_s447-processed-gene-0.117-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.117&CDS=1-2382	YNL161W
OG0002100	genemark-sce_s447-processed-gene-0.118-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.118&CDS=1-1803	YCR061W
OG0002101	genemark-sce_s447-processed-gene-0.119-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.119&CDS=1-2940	YMR125W
OG0002102	genemark-sce_s447-processed-gene-0.120-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.120&CDS=1-951	YFL028C
OG0002103	genemark-sce_s447-processed-gene-0.121-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.121&CDS=1-459	YKL067W
OG0002104	genemark-sce_s447-processed-gene-0.122-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.122&CDS=1-1887	YLR055C
OG0002105	augustus_masked-sce_s447-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-sce_s447-processed-gene-0.39&CDS=1-1980	YFL027C
OG0002106	genemark-sce_s447-processed-gene-0.147-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.147&CDS=1-954	YHR104W
OG0002107	genemark-sce_s447-processed-gene-0.148-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.148&CDS=1-465	YIL062C
OG0002108	genemark-sce_s447-processed-gene-0.149-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.149&CDS=1-417	YML108W
OG0002109	genemark-sce_s447-processed-gene-0.150-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.150&CDS=1-1659	YBR196C
OG0002110	snap_masked-sce_s447-processed-gene-0.74-mRNA-1_1&gene=snap_masked-sce_s447-processed-gene-0.74&CDS=1-735	YOL053W
OG0002111	genemark-sce_s447-processed-gene-0.152-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.152&CDS=1-1134	YBR234C
OG0002112	genemark-sce_s447-processed-gene-0.130-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.130&CDS=1-201	YDR086C
OG0002113	genemark-sce_s447-processed-gene-0.131-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.131&CDS=1-897	YDR087C
OG0002114	genemark-sce_s447-processed-gene-0.153-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.153&CDS=1-1146	YLR181C
OG0002115	genemark-sce_s447-processed-gene-0.154-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.154&CDS=1-417	YOL071W
OG0002116	genemark-sce_s447-processed-gene-0.133-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.133&CDS=1-573	YDR373W
OG0002117	genemark-sce_s447-processed-gene-0.134-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.134&CDS=1-729	YDL043C
OG0002118	genemark-sce_s447-processed-gene-0.135-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.135&CDS=1-834	YDL045C
OG0002119	genemark-sce_s447-processed-gene-0.156-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.156&CDS=1-774	YOL067C
OG0002120	genemark-sce_s448-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s448-processed-gene-0.2&CDS=1-2520	YJL102W
OG0002121	snap_masked-sce_s448-processed-gene-0.7-mRNA-1_1&gene=snap_masked-sce_s448-processed-gene-0.7&CDS=1-1017	YEL004W
OG0002122	genemark-sce_s45-processed-gene-0.44-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.44&CDS=1-1668	YLL018C
OG0002123	genemark-sce_s45-processed-gene-0.77-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.77&CDS=1-1578	YIL142W
OG0002124	genemark-sce_s45-processed-gene-0.45-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.45&CDS=1-1386	YGL122C
OG0002125	genemark-sce_s45-processed-gene-0.78-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.78&CDS=1-753	YGL123W
OG0002126	genemark-sce_s45-processed-gene-0.49-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.49&CDS=1-1056	YNL234W
OG0002127	genemark-sce_s45-processed-gene-0.51-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.51&CDS=1-897	YNL232W
OG0002128	genemark-sce_s45-processed-gene-0.80-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.80&CDS=1-1041	YNL231C
OG0002129	maker-sce_s45-augustus-gene-0.0-mRNA-1_1&gene=maker-sce_s45-augustus-gene-0.0&CDS=1-3207	YDR265W
OG0002130	genemark-sce_s45-processed-gene-0.54-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.54&CDS=1-1074	YDR245W
OG0002131	genemark-sce_s45-processed-gene-0.55-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.55&CDS=1-3408	YPL016W
OG0002132	genemark-sce_s45-processed-gene-0.57-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.57&CDS=1-1770	YDR244W
OG0002133	genemark-sce_s45-processed-gene-0.58-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.58&CDS=1-2559	YCL030C
OG0002134	genemark-sce_s45-processed-gene-0.60-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.60&CDS=1-1893	YPL023C
OG0002135	genemark-sce_s45-processed-gene-0.61-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.61&CDS=1-3204	YPL022W
OG0002136	maker-sce_s45-augustus-gene-0.2-mRNA-1_1&gene=maker-sce_s45-augustus-gene-0.2&CDS=1-2475	YLR056W
OG0002137	genemark-sce_s45-processed-gene-0.67-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.67&CDS=1-936	YFL029C
OG0002138	genemark-sce_s45-processed-gene-0.69-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.69&CDS=1-1224	YMR139W
OG0002139	genemark-sce_s45-processed-gene-0.83-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.83&CDS=1-666	YPL041C
OG0002140	augustus_masked-sce_s45-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-0.26&CDS=1-1203	YPL028W
OG0002141	genemark-sce_s45-processed-gene-0.85-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.85&CDS=1-543	YDR248C
OG0002142	genemark-sce_s45-processed-gene-0.86-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.86&CDS=1-1926	YPL029W
OG0002143	genemark-sce_s45-processed-gene-0.87-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.87&CDS=1-1584	YOR241W
OG0002144	genemark-sce_s45-processed-gene-1.112-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.112&CDS=1-5709	YPL082C
OG0002145	genemark-sce_s45-processed-gene-1.113-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.113&CDS=1-1083	YBR192W
OG0002146	genemark-sce_s45-processed-gene-1.114-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.114&CDS=1-618	YBR193C
OG0002147	genemark-sce_s45-processed-gene-1.118-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.118&CDS=1-903	YBR187W
OG0002148	genemark-sce_s45-processed-gene-1.119-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.119&CDS=1-1380	YGL065C
OG0002149	genemark-sce_s45-processed-gene-1.120-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.120&CDS=1-2193	YPL207W
OG0002150	genemark-sce_s45-processed-gene-1.122-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.122&CDS=1-1455	YGL066W
OG0002151	augustus_masked-sce_s45-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-1.91&CDS=1-960	YPL209C
OG0002152	genemark-sce_s45-processed-gene-1.123-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.123&CDS=1-1716	YDR389W
OG0002153	genemark-sce_s45-processed-gene-1.124-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.124&CDS=1-1116	YOR123C
OG0002154	genemark-sce_s45-processed-gene-1.125-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.125&CDS=1-678	YER170W
OG0002155	maker-sce_s45-augustus-gene-1.108-mRNA-1_1&gene=maker-sce_s45-augustus-gene-1.108&CDS=1-3480	YER171W
OG0002156	genemark-sce_s45-processed-gene-1.128-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.128&CDS=1-792	YCR009C
OG0002157	genemark-sce_s45-processed-gene-1.133-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.133&CDS=1-705	YER148W
OG0002158	genemark-sce_s45-processed-gene-1.152-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.152&CDS=1-1674	YBL019W
OG0002159	genemark-sce_s45-processed-gene-1.153-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.153&CDS=1-1410	YLR175W
OG0002160	genemark-sce_s45-processed-gene-1.154-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.154&CDS=1-1443	YCL008C
OG0002161	snap_masked-sce_s45-processed-gene-1.24-mRNA-1_1&gene=snap_masked-sce_s45-processed-gene-1.24&CDS=1-207	YCL005W-A
OG0002162	maker-sce_s45-snap-gene-1.111-mRNA-1_1&gene=maker-sce_s45-snap-gene-1.111&CDS=1-1608	YFL055W
OG0002163	genemark-sce_s45-processed-gene-1.137-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.137&CDS=1-1659	YGL078C
OG0002164	genemark-sce_s45-processed-gene-1.138-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.138&CDS=1-1608	YML130C
OG0002165	genemark-sce_s45-processed-gene-1.156-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.156&CDS=1-2502	YML099C
OG0002166	genemark-sce_s45-processed-gene-1.139-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.139&CDS=1-1767	YFL053W
OG0002167	genemark-sce_s45-processed-gene-1.157-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.157&CDS=1-2109	YDR034C
OG0002168	snap_masked-sce_s45-processed-gene-1.46-mRNA-1_1&gene=snap_masked-sce_s45-processed-gene-1.46&CDS=1-2649	YNL054W
OG0002169	augustus_masked-sce_s45-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-1.100&CDS=1-2865	YIL107C
OG0002170	genemark-sce_s45-processed-gene-1.142-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.142&CDS=1-1044	YIL110W
OG0002171	genemark-sce_s45-processed-gene-1.160-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.160&CDS=1-3693	YDR335W
OG0002172	snap_masked-sce_s45-processed-gene-1.49-mRNA-1_1&gene=snap_masked-sce_s45-processed-gene-1.49&CDS=1-909	YHR088W
OG0002173	genemark-sce_s45-processed-gene-1.162-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.162&CDS=1-1938	YDR311W
OG0002174	augustus_masked-sce_s45-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-1.104&CDS=1-462	YJR104C
OG0002175	genemark-sce_s45-processed-gene-1.164-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.164&CDS=1-1173	YDR267C
OG0002176	genemark-sce_s45-processed-gene-1.165-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.165&CDS=1-2958	YOR038C
OG0002177	maker-sce_s45-augustus-gene-1.109-mRNA-1_1&gene=maker-sce_s45-augustus-gene-1.109&CDS=1-1815	YDR268W
OG0002178	genemark-sce_s45-processed-gene-1.149-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.149&CDS=1-927	YLR209C
OG0002179	genemark-sce_s45-processed-gene-1.166-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.166&CDS=1-903	YLR208W
OG0002180	augustus_masked-sce_s45-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-2.106&CDS=1-702	YGR152C
OG0002181	genemark-sce_s45-processed-gene-2.5-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.5&CDS=1-2799	YGL201C
OG0002182	genemark-sce_s45-processed-gene-2.26-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.26&CDS=1-2712	YBL066C
OG0002183	genemark-sce_s45-processed-gene-2.27-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.27&CDS=1-1011	YER095W
OG0002184	genemark-sce_s45-processed-gene-2.6-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.6&CDS=1-2580	YPR135W
OG0002185	genemark-sce_s45-processed-gene-2.7-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.7&CDS=1-576	YPR131C
OG0002186	genemark-sce_s45-processed-gene-2.28-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.28&CDS=1-1944	YIL155C
OG0002187	augustus_masked-sce_s45-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-2.130&CDS=1-1752	YDL014W
OG0002188	maker-sce_s45-augustus-gene-2.99-mRNA-1_1&gene=maker-sce_s45-augustus-gene-2.99&CDS=1-1527	YBR173C
OG0002189	augustus_masked-sce_s45-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-2.131&CDS=1-3216	YOR069W
OG0002190	snap_masked-sce_s45-processed-gene-2.82-mRNA-1_1&gene=snap_masked-sce_s45-processed-gene-2.82&CDS=1-576	YNL090W
OG0002191	genemark-sce_s45-processed-gene-2.35-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.35&CDS=1-2994	YOR087W
OG0002192	maker-sce_s45-augustus-gene-2.100-mRNA-1_1&gene=maker-sce_s45-augustus-gene-2.100&CDS=1-2781	YHR142W
OG0002193	snap_masked-sce_s45-processed-gene-2.88-mRNA-1_1&gene=snap_masked-sce_s45-processed-gene-2.88&CDS=1-216	YHR001W-A
OG0002194	genemark-sce_s45-processed-gene-2.17-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.17&CDS=1-516	YNR036C
OG0002195	genemark-sce_s45-processed-gene-2.39-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.39&CDS=1-1023	YNR035C
OG0002196	genemark-sce_s45-processed-gene-2.40-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.40&CDS=1-1761	YJL128C
OG0002197	genemark-sce_s45-processed-gene-2.18-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.18&CDS=1-4659	YPL167C
OG0002198	snap_masked-sce_s45-processed-gene-2.92-mRNA-1_1&gene=snap_masked-sce_s45-processed-gene-2.92&CDS=1-708	YFL031W
OG0002199	genemark-sce_s45-processed-gene-2.42-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.42&CDS=1-1836	YJL100W
OG0002200	genemark-sce_s45-processed-gene-2.22-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.22&CDS=1-2925	YBR281C
