	Candida_versatilis	Saccharomyces_cerevisiae
OG0001272	-processed-gene-12.40-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.40&CDS=1-1215	YJR065C
OG0001273	-processed-gene-12.14-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.14&CDS=1-1578	YMR075W
OG0001274	-processed-gene-12.17-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.17&CDS=1-1383	YHR018C
OG0001275	-processed-gene-12.46-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.46&CDS=1-2016	YBL097W
OG0001276	-processed-gene-12.19-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.19&CDS=1-501	YOR115C
OG0001277	-processed-gene-12.47-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.47&CDS=1-591	YNL099C
OG0001278	-processed-gene-12.48-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.48&CDS=1-2136	YGR003W
OG0001279	-processed-gene-12.49-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.49&CDS=1-1290	YGL192W
OG0001280	-processed-gene-12.86-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.86&CDS=1-684	YDR410C
OG0001281	-processed-gene-12.50-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.50&CDS=1-1569	YML069W
OG0001282	-processed-gene-12.51-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.51&CDS=1-1044	YNL051W
OG0001283	-processed-gene-12.22-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.22&CDS=1-909	YIL110W
OG0001284	-processed-gene-12.25-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.25&CDS=1-741	YDR050C
OG0001285	-processed-gene-12.26-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.26&CDS=1-363	YER072W
OG0001286	-processed-gene-12.52-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.52&CDS=1-1143	YML007W
OG0001287	-processed-gene-12.27-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.27&CDS=1-4293	YPR184W
OG0001288	-processed-gene-12.54-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.54&CDS=1-432	YPR187W
OG0001289	-processed-gene-12.56-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.56&CDS=1-4407	YMR229C
OG0001290	-processed-gene-12.57-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.57&CDS=1-213	YOR210W
OG0001291	-processed-gene-12.30-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.30&CDS=1-852	YGR101W
OG0001292	-processed-gene-12.58-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.58&CDS=1-456	YGR102C
OG0001293	-processed-gene-12.187-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.187&CDS=1-2457	YKL146W
OG0001294	-processed-gene-12.61-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.61&CDS=1-2997	YBR079C
OG0001295	-processed-gene-12.62-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.62&CDS=1-1560	YHR166C
OG0001296	-processed-gene-12.64-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.64&CDS=1-519	YPL041C
OG0001297	-processed-gene-12.65-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.65&CDS=1-1290	YPL259C
OG0001298	-processed-gene-12.66-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.66&CDS=1-750	YOR095C
OG0001299	-augustus-gene-12.129-mRNA-1_1&gene=maker-gi|1002316100|dbj|BCJV01000002.1|-augustus-gene-12.129&CDS=1-2193	YGR123C
OG0001300	-processed-gene-12.67-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-12.67&CDS=1-1482	YDL113C
OG0001301	-processed-gene-13.126-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.126&CDS=1-807	YER016W
OG0001302	-processed-gene-13.130-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.130&CDS=1-1029	YBR018C
OG0001303	-processed-gene-13.127-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.127&CDS=1-3321	YDL112W
OG0001304	-processed-gene-13.131-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.131&CDS=1-798	YDL111C
OG0001305	-processed-gene-13.132-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.132&CDS=1-618	YML012W
OG0001306	-processed-gene-13.128-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.128&CDS=1-2973	YML010W
OG0001307	-processed-gene-13.159-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.159&CDS=1-234	YML009C
OG0001308	-processed-gene-13.160-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.160&CDS=1-1782	YGL144C
OG0001309	-processed-gene-13.163-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.163&CDS=1-432	YHR051W
OG0001310	-processed-gene-13.102-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.102&CDS=1-1806	YDR440W
OG0001311	-processed-gene-13.104-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.104&CDS=1-936	YMR065W
OG0001312	-processed-gene-13.74-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.74&CDS=1-2220	YER162C
OG0001313	-processed-gene-13.75-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.75&CDS=1-939	YGL159W
OG0001314	-processed-gene-13.168-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.168&CDS=1-1719	YNR055C
OG0001315	-processed-gene-13.169-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.169&CDS=1-1059	YMR026C
OG0001316	-processed-gene-13.79-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.79&CDS=1-1068	YAL010C
OG0001317	-processed-gene-13.172-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.172&CDS=1-2193	YAL011W
OG0001318	-processed-gene-13.173-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.173&CDS=1-1497	YOL033W
OG0001319	-processed-gene-13.80-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.80&CDS=1-1740	YJL085W
OG0001320	-processed-gene-13.114-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.114&CDS=1-1650	YLR440C
OG0001321	-processed-gene-13.176-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.176&CDS=1-924	YMR036C
OG0001322	-processed-gene-13.177-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.177&CDS=1-2205	YLR222C
OG0001323	-processed-gene-13.144-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.144&CDS=1-663	YMR202W
OG0001324	-processed-gene-13.145-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.145&CDS=1-2985	YBR081C
OG0001325	-processed-gene-13.146-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.146&CDS=1-2235	YER171W
OG0001326	-processed-gene-13.179-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.179&CDS=1-783	YEL021W
OG0001327	-processed-gene-13.147-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.147&CDS=1-1344	YKL046C
OG0001328	-processed-gene-13.148-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.148&CDS=1-3207	YDR097C
OG0001329	-processed-gene-13.149-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.149&CDS=1-666	YER170W
OG0001330	-processed-gene-13.150-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.150&CDS=1-924	YIL041W
OG0001331	-processed-gene-13.180-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.180&CDS=1-528	YIR037W
OG0001332	-processed-gene-13.181-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.181&CDS=1-1542	YER049W
OG0001333	-processed-gene-13.182-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.182&CDS=1-2130	YER047C
OG0001334	-processed-gene-13.152-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.152&CDS=1-1320	YPL063W
OG0001335	-processed-gene-13.91-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.91&CDS=1-693	YPL246C
OG0001336	-processed-gene-13.154-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.154&CDS=1-600	YDR121W
OG0001337	-processed-gene-13.155-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.155&CDS=1-1632	YLR248W
OG0001338	-processed-gene-13.156-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.156&CDS=1-1839	YLR362W
OG0001339	-processed-gene-13.158-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.158&CDS=1-1233	YDL054C
OG0001340	-processed-gene-13.186-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-13.186&CDS=1-1251	YHR065C
OG0001341	-processed-gene-14.70-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.70&CDS=1-906	YDL209C
OG0001342	-processed-gene-14.138-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.138&CDS=1-1161	YMR211W
OG0001343	-processed-gene-14.133-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.133&CDS=1-1080	YMR214W
OG0001344	-processed-gene-14.134-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.134&CDS=1-1911	YDR496C
OG0001345	-processed-gene-14.139-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.139&CDS=1-468	YBL021C
OG0001346	-processed-gene-14.135-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.135&CDS=1-321	YDL008W
OG0001347	-processed-gene-14.141-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.141&CDS=1-1671	YPR145W
OG0001348	-processed-gene-14.171-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.171&CDS=1-1797	YKR034W
OG0001349	-processed-gene-14.142-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.142&CDS=1-915	YLR097C
OG0001350	-processed-gene-14.145-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.145&CDS=1-585	YHR122W
OG0001351	-processed-gene-14.178-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.178&CDS=1-828	YDL052C
OG0001352	-processed-gene-14.179-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.179&CDS=1-3009	YNL132W
OG0001353	-processed-gene-14.146-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.146&CDS=1-1431	YKR056W
OG0001354	-processed-gene-14.180-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.180&CDS=1-1017	YPR086W
OG0001355	-processed-gene-14.149-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.149&CDS=1-732	YGR195W
OG0001356	-processed-gene-14.181-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.181&CDS=1-771	YHR062C
OG0001357	-processed-gene-14.151-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.151&CDS=1-1296	YHR135C
OG0001358	-processed-gene-14.152-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.152&CDS=1-618	YER094C
OG0001359	-processed-gene-14.153-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.153&CDS=1-819	YDR337W
OG0001360	-processed-gene-14.24-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.24&CDS=1-705	YDR319C
OG0001361	-processed-gene-14.93-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.93&CDS=1-2112	YBR220C
OG0001362	-processed-gene-14.184-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.184&CDS=1-1053	YBR221C
OG0001363	-processed-gene-14.185-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.185&CDS=1-1446	YGL171W
OG0001364	-processed-gene-14.158-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.158&CDS=1-2262	YDL117W
OG0001365	-processed-gene-14.161-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.161&CDS=1-588	YER002W
OG0001366	-processed-gene-14.189-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.189&CDS=1-1218	YER003C
OG0001367	-processed-gene-14.190-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.190&CDS=1-546	YOR094W
OG0001368	-processed-gene-14.191-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.191&CDS=1-1707	YHR114W
OG0001369	-processed-gene-14.162-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.162&CDS=1-372	YER009W
OG0001370	-processed-gene-14.164-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.164&CDS=1-1386	YOL030W
OG0001371	-processed-gene-14.197-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-14.197&CDS=1-2418	YNL094W
OG0001372	-processed-gene-15.4-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.4&CDS=1-1449	YKL043W
OG0001373	-processed-gene-15.56-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.56&CDS=1-1068	YDR527W
OG0001374	-processed-gene-15.53-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.53&CDS=1-4389	YMR162C
OG0001375	-processed-gene-15.57-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.57&CDS=1-1254	YKR051W
OG0001376	-processed-gene-15.86-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.86&CDS=1-1143	YEL056W
OG0001377	-processed-gene-15.87-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.87&CDS=1-681	YIL049W
OG0001378	-processed-gene-15.60-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.60&CDS=1-1206	YDR257C
OG0001379	-processed-gene-15.88-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.88&CDS=1-1635	YKR002W
OG0001380	-processed-gene-15.61-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.61&CDS=1-2028	YKR001C
OG0001381	-processed-gene-15.63-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.63&CDS=1-1644	YDR477W
OG0001382	-processed-gene-15.64-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.64&CDS=1-1185	YOR025W
OG0001383	-processed-gene-15.68-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.68&CDS=1-636	YLR312W-A
OG0001384	-processed-gene-15.40-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.40&CDS=1-648	YHR181W
OG0001385	-processed-gene-15.69-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.69&CDS=1-2439	YJL042W
OG0001386	-processed-gene-15.94-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.94&CDS=1-363	YDR424C
OG0001387	-processed-gene-15.95-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.95&CDS=1-885	YPL131W
OG0001388	-processed-gene-15.96-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.96&CDS=1-708	YLR126C
OG0001389	-processed-gene-15.97-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.97&CDS=1-750	YPL132W
OG0001390	-processed-gene-15.122-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.122&CDS=1-873	YPL133C
OG0001391	-processed-gene-15.72-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.72&CDS=1-303	YKL160W
OG0001392	-processed-gene-15.21-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.21&CDS=1-1782	YHR031C
OG0001393	-processed-gene-15.75-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.75&CDS=1-957	YPL134C
OG0001394	-processed-gene-15.99-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.99&CDS=1-3150	YJL080C
OG0001395	-processed-gene-15.79-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.79&CDS=1-1185	YDR052C
OG0001396	-processed-gene-15.28-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.28&CDS=1-1932	YOL023W
OG0001397	-processed-gene-15.100-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.100&CDS=1-1029	YOL022C
OG0001398	-processed-gene-15.101-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.101&CDS=1-1206	YFR016C
OG0001399	-processed-gene-15.102-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.102&CDS=1-618	YDR020C
OG0001400	-processed-gene-15.82-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.82&CDS=1-1176	YDR021W
OG0001401	-processed-gene-15.85-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.85&CDS=1-1908	YBL020W
OG0001402	-processed-gene-15.50-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-15.50&CDS=1-489	YNL032W
OG0001403	-processed-gene-16.110-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.110&CDS=1-1923	YBL024W
OG0001404	-processed-gene-16.111-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.111&CDS=1-1740	YLL051C
OG0001405	-processed-gene-16.112-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.112&CDS=1-4143	YGL173C
OG0001406	-processed-gene-16.113-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.113&CDS=1-1512	YML086C
OG0001407	-processed-gene-16.114-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.114&CDS=1-1368	YJL091C
OG0001408	-processed-gene-16.136-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.136&CDS=1-5478	YBR136W
OG0001409	-processed-gene-16.115-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.115&CDS=1-1770	YAL043C
OG0001410	-processed-gene-16.30-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.30&CDS=1-1254	YMR283C
OG0001411	-processed-gene-16.116-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.116&CDS=1-1086	YBR279W
OG0001412	-processed-gene-16.118-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.118&CDS=1-5202	YDL140C
OG0001413	-processed-gene-16.141-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.141&CDS=1-855	YMR281W
OG0001414	-processed-gene-16.120-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.120&CDS=1-1044	YLR113W
OG0001415	-processed-gene-16.143-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.143&CDS=1-4365	YDR135C
OG0001416	-processed-gene-16.123-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.123&CDS=1-2187	YLR114C
OG0001417	-processed-gene-16.124-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.124&CDS=1-561	YDL217C
OG0001418	-processed-gene-16.148-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.148&CDS=1-1296	YML126C
OG0001419	-processed-gene-16.125-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.125&CDS=1-1968	YKL034W
OG0001420	-processed-gene-16.126-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.126&CDS=1-237	YBL071W-A
OG0001421	-processed-gene-16.43-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.43&CDS=1-1164	YPL042C
OG0001422	-processed-gene-16.151-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.151&CDS=1-651	YDL202W
OG0001423	-processed-gene-16.128-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.128&CDS=1-2625	YPL040C
OG0001424	-processed-gene-16.129-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.129&CDS=1-1839	YOR017W
OG0001425	-processed-gene-16.152-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.152&CDS=1-4035	YJL039C
OG0001426	-augustus-gene-16.54-mRNA-1_1&gene=maker-gi|1002316100|dbj|BCJV01000002.1|-augustus-gene-16.54&CDS=1-2811	YMR290C
OG0001427	-processed-gene-16.153-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.153&CDS=1-1002	YDR459C
OG0001428	-processed-gene-16.131-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.131&CDS=1-954	YDR460W
OG0001429	-processed-gene-16.154-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.154&CDS=1-657	YGR267C
OG0001430	-processed-gene-16.48-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.48&CDS=1-741	YGR268C
OG0001431	-processed-gene-16.132-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.132&CDS=1-804	YMR226C
OG0001432	-processed-gene-16.133-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.133&CDS=1-2295	YLR319C
OG0001433	-processed-gene-16.157-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-16.157&CDS=1-2298	YLR318W
OG0001434	-processed-gene-17.1-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-17.1&CDS=1-1008	YLR321C
OG0001435	-processed-gene-17.7-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-17.7&CDS=1-324	YOL039W
OG0001436	-processed-gene-17.3-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-17.3&CDS=1-813	YOL048C
OG0001437	-processed-gene-17.8-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-17.8&CDS=1-1497	YOL049W
OG0001438	-processed-gene-17.9-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-17.9&CDS=1-1443	YPR033C
OG0001439	-processed-gene-17.10-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-17.10&CDS=1-1059	YKL028W
OG0001440	-processed-gene-17.38-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-17.38&CDS=1-1167	YMR014W
