	Metschnikowia_matae_maris	Saccharomyces_cerevisiae
OG0001286	snap_masked-mar-_s189-processed-gene-0.161-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.161&CDS=1-1656	YPL030W
OG0001287	snap_masked-mar-_s189-processed-gene-0.162-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.162&CDS=1-1728	YDR255C
OG0001288	snap_masked-mar-_s189-processed-gene-0.163-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.163&CDS=1-282	YPL046C
OG0001289	augustus_masked-mar-_s189-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-mar-_s189-processed-gene-0.41&CDS=1-1380	YDR254W
OG0001290	snap_masked-mar-_s189-processed-gene-0.124-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.124&CDS=1-2181	YPL043W
OG0001291	snap_masked-mar-_s189-processed-gene-0.125-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.125&CDS=1-612	YER050C
OG0001292	snap_masked-mar-_s189-processed-gene-0.128-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.128&CDS=1-933	YER016W
OG0001293	snap_masked-mar-_s189-processed-gene-0.165-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.165&CDS=1-255	YER058W
OG0001294	maker-mar-_s189-snap-gene-0.119-mRNA-1_1&gene=maker-mar-_s189-snap-gene-0.119&CDS=1-723	YPL127C
OG0001295	augustus_masked-mar-_s189-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mar-_s189-processed-gene-0.14&CDS=1-1089	YOR236W
OG0001296	snap_masked-mar-_s189-processed-gene-0.137-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.137&CDS=1-720	YPL129W
OG0001297	augustus_masked-mar-_s189-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-mar-_s189-processed-gene-0.44&CDS=1-1167	YOR212W
OG0001298	snap_masked-mar-_s189-processed-gene-0.167-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.167&CDS=1-2304	YPL128C
OG0001299	snap_masked-mar-_s189-processed-gene-0.139-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.139&CDS=1-954	YPR011C
OG0001300	snap_masked-mar-_s189-processed-gene-0.140-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.140&CDS=1-246	YPR010C-A
OG0001301	snap_masked-mar-_s189-processed-gene-0.169-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.169&CDS=1-831	YGR021W
OG0001302	snap_masked-mar-_s189-processed-gene-0.141-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.141&CDS=1-372	YGR020C
OG0001303	snap_masked-mar-_s189-processed-gene-0.170-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.170&CDS=1-1485	YLR330W
OG0001304	snap_masked-mar-_s189-processed-gene-0.171-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.171&CDS=1-1797	YAL013W
OG0001305	snap_masked-mar-_s189-processed-gene-0.142-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.142&CDS=1-1356	YOL041C
OG0001306	augustus_masked-mar-_s189-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-mar-_s189-processed-gene-0.22&CDS=1-1530	YNL239W
OG0001307	snap_masked-mar-_s189-processed-gene-0.147-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.147&CDS=1-2583	YPR105C
OG0001308	snap_masked-mar-_s189-processed-gene-0.172-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.172&CDS=1-624	YPR107C
OG0001309	snap_masked-mar-_s189-processed-gene-0.173-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.173&CDS=1-1302	YAL009W
OG0001310	snap_masked-mar-_s189-processed-gene-0.148-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.148&CDS=1-1431	YJL091C
OG0001311	snap_masked-mar-_s189-processed-gene-0.151-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.151&CDS=1-2562	YOR216C
OG0001312	snap_masked-mar-_s189-processed-gene-0.152-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.152&CDS=1-2844	YOR217W
OG0001313	snap_masked-mar-_s189-processed-gene-0.174-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.174&CDS=1-1155	YPL146C
OG0001314	augustus_masked-mar-_s189-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-mar-_s189-processed-gene-0.55&CDS=1-3108	YAL019W
OG0001315	augustus_masked-mar-_s189-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-mar-_s189-processed-gene-0.32&CDS=1-1089	YAL020C
OG0001316	snap_masked-mar-_s189-processed-gene-0.156-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.156&CDS=1-636	YOL032W
OG0001317	snap_masked-mar-_s189-processed-gene-0.179-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.179&CDS=1-696	YJL121C
OG0001318	snap_masked-mar-_s189-processed-gene-0.158-mRNA-1_1&gene=snap_masked-mar-_s189-processed-gene-0.158&CDS=1-504	YGL242C
OG0001319	augustus_masked-mar-_s189-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-mar-_s189-processed-gene-0.58&CDS=1-1272	YGL243W
OG0001320	augustus_masked-mar-_s189-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-mar-_s189-processed-gene-0.36&CDS=1-1650	YOR067C
OG0001321	snap_masked-mar-_s19-processed-gene-0.71-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.71&CDS=1-1383	YHR111W
OG0001322	maker-mar-_s19-augustus-gene-0.154-mRNA-1_1&gene=maker-mar-_s19-augustus-gene-0.154&CDS=1-1095	YDL125C
OG0001323	snap_masked-mar-_s19-processed-gene-0.73-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.73&CDS=1-2478	YDL126C
OG0001324	snap_masked-mar-_s19-processed-gene-0.107-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.107&CDS=1-378	YOR122C
OG0001325	snap_masked-mar-_s19-processed-gene-0.108-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.108&CDS=1-1752	YDR390C
OG0001326	snap_masked-mar-_s19-processed-gene-0.109-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.109&CDS=1-714	YPR183W
OG0001327	snap_masked-mar-_s19-processed-gene-0.110-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.110&CDS=1-1983	YDL167C
OG0001328	augustus_masked-mar-_s19-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-mar-_s19-processed-gene-0.173&CDS=1-708	YJR099W
OG0001329	genemark-mar-_s19-processed-gene-0.42-mRNA-1_1&gene=genemark-mar-_s19-processed-gene-0.42&CDS=1-1482	YPR045C
OG0001330	snap_masked-mar-_s19-processed-gene-0.114-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.114&CDS=1-1638	YBR007C
OG0001331	snap_masked-mar-_s19-processed-gene-0.80-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.80&CDS=1-1857	YNL045W
OG0001332	maker-mar-_s19-snap-gene-0.144-mRNA-1_1&gene=maker-mar-_s19-snap-gene-0.144&CDS=1-525	YNL044W
OG0001333	maker-mar-_s19-snap-gene-0.145-mRNA-1_1&gene=maker-mar-_s19-snap-gene-0.145&CDS=1-555	YJL189W
OG0001334	snap_masked-mar-_s19-processed-gene-0.82-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.82&CDS=1-396	YCR031C
OG0001335	augustus_masked-mar-_s19-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-mar-_s19-processed-gene-0.213&CDS=1-1056	YCR035C
OG0001336	snap_masked-mar-_s19-processed-gene-0.84-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.84&CDS=1-6363	YDL171C
OG0001337	snap_masked-mar-_s19-processed-gene-0.87-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.87&CDS=1-324	YDR357C
OG0001338	augustus_masked-mar-_s19-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-mar-_s19-processed-gene-0.215&CDS=1-3141	YDR204W
OG0001339	snap_masked-mar-_s19-processed-gene-0.88-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.88&CDS=1-495	YDR201W
OG0001340	snap_masked-mar-_s19-processed-gene-0.124-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.124&CDS=1-909	YLR239C
OG0001341	snap_masked-mar-_s19-processed-gene-0.91-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.91&CDS=1-1074	YLR246W
OG0001342	maker-mar-_s19-snap-gene-0.149-mRNA-1_1&gene=maker-mar-_s19-snap-gene-0.149&CDS=1-2604	YLR166C
OG0001343	snap_masked-mar-_s19-processed-gene-0.129-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.129&CDS=1-654	YDR183W
OG0001344	snap_masked-mar-_s19-processed-gene-0.94-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.94&CDS=1-1413	YLR163C
OG0001345	snap_masked-mar-_s19-processed-gene-0.133-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.133&CDS=1-1875	YDR176W
OG0001346	snap_masked-mar-_s19-processed-gene-0.134-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.134&CDS=1-918	YDR175C
OG0001347	snap_masked-mar-_s19-processed-gene-0.137-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.137&CDS=1-1086	YBL029W
OG0001348	snap_masked-mar-_s19-processed-gene-0.138-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.138&CDS=1-2349	YBR080C
OG0001349	snap_masked-mar-_s19-processed-gene-0.96-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.96&CDS=1-540	YDR305C
OG0001350	snap_masked-mar-_s19-processed-gene-0.97-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.97&CDS=1-801	YHR058C
OG0001351	maker-mar-_s19-augustus-gene-0.161-mRNA-1_1&gene=maker-mar-_s19-augustus-gene-0.161&CDS=1-1455	YOR142W
OG0001352	maker-mar-_s19-snap-gene-0.151-mRNA-1_1&gene=maker-mar-_s19-snap-gene-0.151&CDS=1-2478	YOR141C
OG0001353	snap_masked-mar-_s19-processed-gene-0.98-mRNA-1_1&gene=snap_masked-mar-_s19-processed-gene-0.98&CDS=1-1128	YDR346C
OG0001354	augustus_masked-mar-_s190-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-mar-_s190-processed-gene-0.47&CDS=1-3060	YDR127W
OG0001355	snap_masked-mar-_s190-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.21&CDS=1-14907	YLR106C
OG0001356	snap_masked-mar-_s190-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.5&CDS=1-1596	YLR107W
OG0001357	snap_masked-mar-_s190-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.6&CDS=1-3612	YDR097C
OG0001358	snap_masked-mar-_s190-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.7&CDS=1-483	YPR098C
OG0001359	augustus_masked-mar-_s190-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-mar-_s190-processed-gene-0.73&CDS=1-3942	YDR216W
OG0001360	snap_masked-mar-_s190-processed-gene-0.29-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.29&CDS=1-1854	YER173W
OG0001361	snap_masked-mar-_s190-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.30&CDS=1-2763	YER169W
OG0001362	maker-mar-_s190-augustus-gene-0.140-mRNA-1_1&gene=maker-mar-_s190-augustus-gene-0.140&CDS=1-2064	YPR018W
OG0001363	augustus_masked-mar-_s190-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-mar-_s190-processed-gene-0.78&CDS=1-1404	YOL027C
OG0001364	augustus_masked-mar-_s190-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-mar-_s190-processed-gene-0.59&CDS=1-2142	YBR255W
OG0001365	snap_masked-mar-_s190-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.13&CDS=1-492	YBR254C
OG0001366	snap_masked-mar-_s190-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.36&CDS=1-1815	YER080W
OG0001367	snap_masked-mar-_s190-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.15&CDS=1-564	YPL218W
OG0001368	snap_masked-mar-_s190-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.16&CDS=1-1968	YGL099W
OG0001369	augustus_masked-mar-_s190-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-mar-_s190-processed-gene-0.83&CDS=1-2949	YOR058C
OG0001370	snap_masked-mar-_s190-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.40&CDS=1-1767	YDR294C
OG0001371	snap_masked-mar-_s190-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.41&CDS=1-2079	YDR295C
OG0001372	snap_masked-mar-_s190-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.43&CDS=1-1371	YOR056C
OG0001373	snap_masked-mar-_s190-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.18&CDS=1-2130	YJL010C
OG0001374	snap_masked-mar-_s190-processed-gene-0.44-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.44&CDS=1-1995	YPL104W
OG0001375	snap_masked-mar-_s190-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.19&CDS=1-1350	YBR199W
OG0001376	snap_masked-mar-_s190-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mar-_s190-processed-gene-0.46&CDS=1-1092	YJL031C
OG0001377	snap_masked-mar-_s191-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-0.24&CDS=1-2550	YBR251W
OG0001378	augustus_masked-mar-_s191-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mar-_s191-processed-gene-0.3&CDS=1-1581	YIR004W
OG0001379	augustus_masked-mar-_s191-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mar-_s191-processed-gene-0.4&CDS=1-453	YEL048C
OG0001380	snap_masked-mar-_s191-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-0.37&CDS=1-378	YEL044W
OG0001381	snap_masked-mar-_s191-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-0.27&CDS=1-3342	YFR030W
OG0001382	snap_masked-mar-_s191-processed-gene-0.29-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-0.29&CDS=1-435	YCR063W
OG0001383	snap_masked-mar-_s191-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-0.30&CDS=1-1098	YKL028W
OG0001384	augustus_masked-mar-_s191-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-mar-_s191-processed-gene-0.20&CDS=1-1152	YBR290W
OG0001385	snap_masked-mar-_s191-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-0.47&CDS=1-1293	YOR368W
OG0001386	snap_masked-mar-_s191-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-0.48&CDS=1-1047	YLR447C
OG0001387	snap_masked-mar-_s191-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-0.34&CDS=1-1233	YML071C
OG0001388	augustus_masked-mar-_s191-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-mar-_s191-processed-gene-1.66&CDS=1-3615	YOR191W
OG0001389	snap_masked-mar-_s191-processed-gene-1.16-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-1.16&CDS=1-603	YLR292C
OG0001390	snap_masked-mar-_s191-processed-gene-1.3-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-1.3&CDS=1-1191	YIL116W
OG0001391	augustus_masked-mar-_s191-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-mar-_s191-processed-gene-1.69&CDS=1-741	YMR188C
OG0001392	snap_masked-mar-_s191-processed-gene-1.4-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-1.4&CDS=1-2082	YJL093C
OG0001393	augustus_masked-mar-_s191-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-mar-_s191-processed-gene-1.71&CDS=1-1371	YAL022C
OG0001394	snap_masked-mar-_s191-processed-gene-1.7-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-1.7&CDS=1-1779	YKL191W
OG0001395	genemark-mar-_s191-processed-gene-1.43-mRNA-1_1&gene=genemark-mar-_s191-processed-gene-1.43&CDS=1-621	YLR426W
OG0001396	snap_masked-mar-_s191-processed-gene-1.19-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-1.19&CDS=1-498	YML055W
OG0001397	snap_masked-mar-_s191-processed-gene-1.20-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-1.20&CDS=1-1647	YLR427W
OG0001398	snap_masked-mar-_s191-processed-gene-1.13-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-1.13&CDS=1-675	YJL218W
OG0001399	snap_masked-mar-_s191-processed-gene-1.14-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-1.14&CDS=1-960	YGL198W
OG0001400	snap_masked-mar-_s191-processed-gene-1.22-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-1.22&CDS=1-1368	YML115C
OG0001401	snap_masked-mar-_s191-processed-gene-1.23-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-1.23&CDS=1-1845	YMR278W
OG0001402	augustus_masked-mar-_s191-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-mar-_s191-processed-gene-1.86&CDS=1-1515	YLL036C
OG0001403	maker-mar-_s191-snap-gene-1.33-mRNA-1_1&gene=maker-mar-_s191-snap-gene-1.33&CDS=1-1065	YLR414C
OG0001404	augustus_masked-mar-_s191-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-mar-_s191-processed-gene-1.89&CDS=1-1989	YML114C
OG0001405	snap_masked-mar-_s191-processed-gene-1.28-mRNA-1_1&gene=snap_masked-mar-_s191-processed-gene-1.28&CDS=1-1029	YMR276W
OG0001406	augustus_masked-mar-_s191-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-mar-_s191-processed-gene-1.91&CDS=1-1557	YKL185W
OG0001407	snap_masked-mar-_s192-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s192-processed-gene-0.14&CDS=1-774	YJR101W
OG0001408	snap_masked-mar-_s192-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mar-_s192-processed-gene-0.17&CDS=1-3846	YPL110C
OG0001409	snap_masked-mar-_s192-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s192-processed-gene-0.19&CDS=1-945	YPL111W
OG0001410	snap_masked-mar-_s192-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mar-_s192-processed-gene-0.3&CDS=1-2277	YML035C
OG0001411	snap_masked-mar-_s192-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_s192-processed-gene-0.6&CDS=1-4641	YIR006C
OG0001412	augustus_masked-mar-_s192-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-mar-_s192-processed-gene-0.56&CDS=1-2223	YDR258C
OG0001413	snap_masked-mar-_s194-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mar-_s194-processed-gene-0.38&CDS=1-1635	YNL189W
OG0001414	snap_masked-mar-_s194-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mar-_s194-processed-gene-0.40&CDS=1-2133	YLR144C
OG0001415	snap_masked-mar-_s194-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mar-_s194-processed-gene-0.41&CDS=1-1335	YCR028C
OG0001416	snap_masked-mar-_s194-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mar-_s194-processed-gene-0.42&CDS=1-1326	YGL164C
OG0001417	genemark-mar-_s194-processed-gene-0.13-mRNA-1_1&gene=genemark-mar-_s194-processed-gene-0.13&CDS=1-1788	YGL166W
OG0001418	snap_masked-mar-_s194-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mar-_s194-processed-gene-0.53&CDS=1-192	YAL044W-A
OG0001419	snap_masked-mar-_s194-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mar-_s194-processed-gene-0.45&CDS=1-2094	YPL072W
OG0001420	snap_masked-mar-_s194-processed-gene-0.58-mRNA-1_1&gene=snap_masked-mar-_s194-processed-gene-0.58&CDS=1-327	YER183C
OG0001421	augustus_masked-mar-_s200-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-mar-_s200-processed-gene-0.112&CDS=1-876	YLR205C
OG0001422	augustus_masked-mar-_s200-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-mar-_s200-processed-gene-0.90&CDS=1-513	YLR193C
OG0001423	snap_masked-mar-_s200-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s200-processed-gene-0.5&CDS=1-351	YLR200W
OG0001424	snap_masked-mar-_s200-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mar-_s200-processed-gene-0.37&CDS=1-780	YLR201C
OG0001425	augustus_masked-mar-_s200-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-mar-_s200-processed-gene-0.117&CDS=1-1008	YOR292C
OG0001426	snap_masked-mar-_s200-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mar-_s200-processed-gene-0.9&CDS=1-2460	YLR045C
OG0001427	snap_masked-mar-_s200-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mar-_s200-processed-gene-0.10&CDS=1-765	YGR207C
OG0001428	snap_masked-mar-_s200-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s200-processed-gene-0.15&CDS=1-852	YGR205W
OG0001429	snap_masked-mar-_s200-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mar-_s200-processed-gene-0.39&CDS=1-651	YJL001W
OG0001430	snap_masked-mar-_s200-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s200-processed-gene-0.18&CDS=1-2475	YLL001W
OG0001431	snap_masked-mar-_s200-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s200-processed-gene-0.20&CDS=1-246	YBR162W-A
OG0001432	snap_masked-mar-_s200-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s200-processed-gene-0.22&CDS=1-5655	YPL231W
OG0001433	snap_masked-mar-_s200-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mar-_s200-processed-gene-0.23&CDS=1-5769	YDR170C
OG0001434	augustus_masked-mar-_s200-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-mar-_s200-processed-gene-0.107&CDS=1-732	YLR150W
OG0001435	augustus_masked-mar-_s200-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-mar-_s200-processed-gene-0.108&CDS=1-1572	YDR169C
OG0001436	snap_masked-mar-_s200-processed-gene-0.26-mRNA-1_1&gene=snap_masked-mar-_s200-processed-gene-0.26&CDS=1-2346	YBR202W
OG0001437	snap_masked-mar-_s201-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s201-processed-gene-0.5&CDS=1-861	YLL027W
OG0001438	snap_masked-mar-_s214-processed-gene-0.178-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.178&CDS=1-2574	YKR079C
OG0001439	snap_masked-mar-_s214-processed-gene-0.222-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.222&CDS=1-1089	YEL050C
OG0001440	genemark-mar-_s214-processed-gene-0.90-mRNA-1_1&gene=genemark-mar-_s214-processed-gene-0.90&CDS=1-612	YDR298C
OG0001441	snap_masked-mar-_s214-processed-gene-0.182-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.182&CDS=1-1437	YIL039W
OG0001442	snap_masked-mar-_s214-processed-gene-0.223-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.223&CDS=1-615	YIL010W
OG0001443	snap_masked-mar-_s214-processed-gene-0.185-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.185&CDS=1-810	YOR278W
OG0001444	snap_masked-mar-_s214-processed-gene-0.226-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.226&CDS=1-399	YOL012C
OG0001445	snap_masked-mar-_s214-processed-gene-0.227-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.227&CDS=1-1986	YEL062W
OG0001446	snap_masked-mar-_s214-processed-gene-0.189-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.189&CDS=1-1701	YLR259C
OG0001447	snap_masked-mar-_s214-processed-gene-0.228-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.228&CDS=1-1563	YOL013C
OG0001448	snap_masked-mar-_s214-processed-gene-0.230-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.230&CDS=1-354	YMR074C
OG0001449	maker-mar-_s214-snap-gene-0.272-mRNA-1_1&gene=maker-mar-_s214-snap-gene-0.272&CDS=1-612	YLR262C
OG0001450	snap_masked-mar-_s214-processed-gene-0.194-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.194&CDS=1-387	YBR269C
OG0001451	snap_masked-mar-_s214-processed-gene-0.195-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.195&CDS=1-1251	YBR271W
OG0001452	snap_masked-mar-_s214-processed-gene-0.236-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.236&CDS=1-1305	YJL060W
OG0001453	augustus_masked-mar-_s214-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-mar-_s214-processed-gene-0.23&CDS=1-747	YJR113C
OG0001454	snap_masked-mar-_s214-processed-gene-0.199-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.199&CDS=1-1323	YBL045C
OG0001455	snap_masked-mar-_s214-processed-gene-0.238-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.238&CDS=1-1227	YHR005C
OG0001456	snap_masked-mar-_s214-processed-gene-0.200-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.200&CDS=1-1461	YHR045W
OG0001457	snap_masked-mar-_s214-processed-gene-0.240-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.240&CDS=1-291	YDR016C
OG0001458	snap_masked-mar-_s214-processed-gene-0.201-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.201&CDS=1-1011	YKL095W
OG0001459	snap_masked-mar-_s214-processed-gene-0.242-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.242&CDS=1-2502	YIL068C
OG0001460	snap_masked-mar-_s214-processed-gene-0.243-mRNA-1_1&gene=snap_masked-mar-_s214-processed-gene-0.243&CDS=1-2370	YGR178C
