	Saccharomyces_cerevisiae	yHMPu5000035684_Kloeckera_hatyaiensis
OG0001701	YJL039C	augustus_masked-flattened_line_82-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.77&CDS=1-5547
OG0001702	YJL041W	augustus_masked-flattened_line_82-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.64&CDS=1-2337
OG0001703	YJL046W	genemark-flattened_line_52-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.43&CDS=1-1443
OG0001704	YJL050W	augustus_masked-flattened_line_14-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.59&CDS=1-3195
OG0001705	YJL053W	genemark-flattened_line_16-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.102&CDS=1-909
OG0001706	YJL054W	genemark-flattened_line_16-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.103&CDS=1-1317
OG0001707	YJL056C	augustus_masked-flattened_line_16-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.17&CDS=1-1656
OG0001708	YJL059W	augustus_masked-flattened_line_16-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.36&CDS=1-1149
OG0001709	YJL060W	augustus_masked-flattened_line_16-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.14&CDS=1-1329
OG0001710	YJL062W	snap_masked-flattened_line_16-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.48&CDS=1-2322
OG0001711	YJL062W-A	augustus_masked-flattened_line_16-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.9&CDS=1-294
OG0001712	YJL068C	augustus_masked-flattened_line_190-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_190-processed-gene-0.11&CDS=1-888
OG0001713	YJL069C	augustus_masked-flattened_line_16-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.62&CDS=1-1944
OG0001714	YJL071W	snap_masked-flattened_line_16-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.67&CDS=1-1782
OG0001715	YJL072C	augustus_masked-flattened_line_108-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.40&CDS=1-948
OG0001716	YJL073W	augustus_masked-flattened_line_16-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.37&CDS=1-1755
OG0001717	YJL074C	augustus_masked-flattened_line_108-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.28&CDS=1-3654
OG0001718	YJL080C	augustus_masked-flattened_line_162-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.21&CDS=1-3918
OG0001719	YJL081C	augustus_masked-flattened_line_24-processed-gene-0.229-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.229&CDS=1-1578
OG0001720	YJL085W	augustus_masked-flattened_line_24-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.220&CDS=1-1992
OG0001721	YJL087C	augustus_masked-flattened_line_104-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.8&CDS=1-2382
OG0001722	YJL088W	augustus_masked-flattened_line_40-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.54&CDS=1-969
OG0001723	YJL090C	augustus_masked-flattened_line_16-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.60&CDS=1-2541
OG0001724	YJL091C	augustus_masked-flattened_line_24-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.218&CDS=1-1344
OG0001725	YJL092W	augustus_masked-flattened_line_24-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.176&CDS=1-3246
OG0001726	YJL093C	augustus_masked-flattened_line_40-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.57&CDS=1-2241
OG0001727	YJL095W	augustus_masked-flattened_line_40-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.78&CDS=1-4860
OG0001728	YJL096W	augustus_masked-flattened_line_40-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.79&CDS=1-594
OG0001729	YJL097W	augustus_masked-flattened_line_40-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.80&CDS=1-666
OG0001730	YJL100W	augustus_masked-flattened_line_142-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.49&CDS=1-2376
OG0001731	YJL101C	augustus_masked-flattened_line_142-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.42&CDS=1-2106
OG0001732	YJL102W	augustus_masked-flattened_line_142-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.50&CDS=1-2637
OG0001733	YJL104W	augustus_masked-flattened_line_108-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.36&CDS=1-429
OG0001734	YJL106W	augustus_masked-flattened_line_202-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.2&CDS=1-1935
OG0001735	YJL108C	augustus_masked-flattened_line_16-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.22&CDS=1-2403
OG0001736	YJL109C	augustus_masked-flattened_line_202-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.3&CDS=1-5472
OG0001737	YJL111W	snap_masked-flattened_line_170-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_170-processed-gene-0.6&CDS=1-1662
OG0001738	YJL115W	snap_masked-flattened_line_48-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.32&CDS=1-591
OG0001739	YJL117W	augustus_masked-flattened_line_48-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.88&CDS=1-1008
OG0001740	YJL121C	augustus_masked-flattened_line_18-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.75&CDS=1-690
OG0001741	YJL122W	augustus_masked-flattened_line_18-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.55&CDS=1-528
OG0001742	YJL123C	augustus_masked-flattened_line_18-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.74&CDS=1-1194
OG0001743	YJL124C	augustus_masked-flattened_line_18-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.79&CDS=1-555
OG0001744	YJL126W	augustus_masked-flattened_line_14-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.61&CDS=1-840
OG0001745	YJL127C	augustus_masked-flattened_line_18-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.57&CDS=1-2925
OG0001746	YJL128C	augustus_masked-flattened_line_26-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.174&CDS=1-2676
OG0001747	YJL140W	augustus_masked-flattened_line_26-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.216&CDS=1-966
OG0001748	YJL141C	augustus_masked-flattened_line_26-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.184&CDS=1-2682
OG0001749	YJL143W	augustus_masked-flattened_line_26-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.217&CDS=1-462
OG0001750	YJL148W	augustus_masked-flattened_line_26-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.220&CDS=1-645
OG0001751	YJL149W	augustus_masked-flattened_line_100-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.19&CDS=1-2895
OG0001752	YJL154C	augustus_masked-flattened_line_100-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.24&CDS=1-2628
OG0001753	YJL155C	augustus_masked-flattened_line_100-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.23&CDS=1-1368
OG0001754	YJL156C	augustus_masked-flattened_line_100-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.22&CDS=1-2154
OG0001755	YJL163C	augustus_masked-flattened_line_18-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.63&CDS=1-1929
OG0001756	YJL167W	augustus_masked-flattened_line_64-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.50&CDS=1-1278
OG0001757	YJL171C	augustus_masked-flattened_line_64-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.72&CDS=1-1209
OG0001758	YJL180C	augustus_masked-flattened_line_64-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.66&CDS=1-981
OG0001759	YJL183W	genemark-flattened_line_64-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.0&CDS=1-1323
OG0001760	YJL184W	augustus_masked-flattened_line_242-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_242-processed-gene-0.4&CDS=1-351
OG0001761	YJL187C	augustus_masked-flattened_line_64-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.57&CDS=1-3345
OG0001762	YJL189W	snap_masked-flattened_line_64-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.120&CDS=1-237
OG0001763	YJL190C	augustus_masked-flattened_line_64-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.58&CDS=1-390
OG0001764	YJL192C	augustus_masked-flattened_line_64-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.59&CDS=1-720
OG0001765	YJL193W	augustus_masked-flattened_line_64-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.79&CDS=1-1098
OG0001766	YJL194W	augustus_masked-flattened_line_64-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.80&CDS=1-2502
OG0001767	YJL197W	augustus_masked-flattened_line_64-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.82&CDS=1-3387
OG0001768	YJL201W	augustus_masked-flattened_line_174-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_174-processed-gene-0.26&CDS=1-2364
OG0001769	YJL204C	genemark-flattened_line_64-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.43&CDS=1-2601
OG0001770	YJL207C	augustus_masked-flattened_line_174-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_174-processed-gene-0.24&CDS=1-5766
OG0001771	YJL208C	augustus_masked-flattened_line_174-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_174-processed-gene-0.23&CDS=1-1008
OG0001772	YJL212C	augustus_masked-flattened_line_118-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.37&CDS=1-2388
OG0001773	YJR001W	augustus_masked-flattened_line_8-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.76&CDS=1-1941
OG0001774	YJR002W	augustus_masked-flattened_line_8-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.77&CDS=1-1875
OG0001775	YJR006W	genemark-flattened_line_20-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.91&CDS=1-1398
OG0001776	YJR007W	augustus_masked-flattened_line_134-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.39&CDS=1-969
OG0001777	YJR008W	snap_masked-flattened_line_134-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.13&CDS=1-1086
OG0001778	YJR010W	augustus_masked-flattened_line_94-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.46&CDS=1-1530
OG0001779	YJR013W	genemark-flattened_line_94-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.13&CDS=1-1272
OG0001780	YJR014W	augustus_masked-flattened_line_94-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.41&CDS=1-609
OG0001781	YJR016C	augustus_masked-flattened_line_8-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.71&CDS=1-1791
OG0001782	YJR032W	augustus_masked-flattened_line_68-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.114&CDS=1-1173
OG0001783	YJR033C	augustus_masked-flattened_line_68-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.94&CDS=1-3324
OG0001784	YJR034W	augustus_masked-flattened_line_24-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.182&CDS=1-324
OG0001785	YJR035W	augustus_masked-flattened_line_24-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.183&CDS=1-3099
OG0001786	YJR040W	maker-flattened_line_52-snap-gene-0.151-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.151&CDS=1-2412
OG0001787	YJR041C	augustus_masked-flattened_line_52-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.69&CDS=1-3327
OG0001788	YJR042W	augustus_masked-flattened_line_52-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.94&CDS=1-1914
OG0001789	YJR044C	augustus_masked-flattened_line_52-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.57&CDS=1-531
OG0001790	YJR045C	augustus_masked-flattened_line_108-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.29&CDS=1-1905
OG0001791	YJR055W	augustus_masked-flattened_line_110-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.46&CDS=1-567
OG0001792	YJR057W	augustus_masked-flattened_line_2-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.69&CDS=1-645
OG0001793	YJR060W	augustus_masked-flattened_line_2-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.87&CDS=1-774
OG0001794	YJR062C	augustus_masked-flattened_line_46-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.19&CDS=1-1020
OG0001795	YJR063W	augustus_masked-flattened_line_24-processed-gene-0.238-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.238&CDS=1-408
OG0001796	YJR064W	augustus_masked-flattened_line_24-processed-gene-0.237-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.237&CDS=1-1632
OG0001797	YJR065C	augustus_masked-flattened_line_24-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.199&CDS=1-1389
OG0001798	YJR068W	augustus_masked-flattened_line_24-processed-gene-0.235-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.235&CDS=1-1101
OG0001799	YJR069C	augustus_masked-flattened_line_24-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.195&CDS=1-588
OG0001800	YJR070C	augustus_masked-flattened_line_24-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.194&CDS=1-978
OG0001801	YJR072C	augustus_masked-flattened_line_24-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.193&CDS=1-1161
OG0001802	YJR073C	augustus_masked-flattened_line_24-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.191&CDS=1-702
OG0001803	YJR074W	augustus_masked-flattened_line_36-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.74&CDS=1-489
OG0001804	YJR075W	augustus_masked-flattened_line_36-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.75&CDS=1-1176
OG0001805	YJR076C	augustus_masked-flattened_line_72-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.13&CDS=1-1302
OG0001806	YJR077C	augustus_masked-flattened_line_120-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.8&CDS=1-930
OG0001807	YJR085C	augustus_masked-flattened_line_40-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.53&CDS=1-333
OG0001808	YJR086W	genemark-flattened_line_16-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.137&CDS=1-387
OG0001809	YJR088C	augustus_masked-flattened_line_16-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.104&CDS=1-840
OG0001810	YJR090C	augustus_masked-flattened_line_166-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.20&CDS=1-3552
OG0001811	YJR092W	augustus_masked-flattened_line_40-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.62&CDS=1-3183
OG0001812	YJR093C	augustus_masked-flattened_line_40-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.85&CDS=1-1065
OG0001813	YJR096W	augustus_masked-flattened_line_16-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.106&CDS=1-876
OG0001814	YJR097W	augustus_masked-flattened_line_178-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_178-processed-gene-0.27&CDS=1-459
OG0001815	YJR098C	augustus_masked-flattened_line_12-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.94&CDS=1-2040
OG0001816	YJR100C	augustus_masked-flattened_line_48-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.62&CDS=1-969
OG0001817	YJR101W	augustus_masked-flattened_line_12-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.23&CDS=1-810
OG0001818	YJR103W	augustus_masked-flattened_line_12-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.24&CDS=1-1737
OG0001819	YJR104C	augustus_masked-flattened_line_12-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.58&CDS=1-468
OG0001820	YJR105W	genemark-flattened_line_126-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.65&CDS=1-1005
OG0001821	YJR106W	augustus_masked-flattened_line_46-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.44&CDS=1-2406
OG0001822	YJR110W	maker-flattened_line_40-snap-gene-0.100-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.100&CDS=1-1710
OG0001823	YJR113C	genemark-flattened_line_40-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.8&CDS=1-930
OG0001824	YJR116W	augustus_masked-flattened_line_126-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.29&CDS=1-894
OG0001825	YJR117W	augustus_masked-flattened_line_126-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.30&CDS=1-1413
OG0001826	YJR118C	augustus_masked-flattened_line_126-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.33&CDS=1-501
OG0001827	YJR119C	augustus_masked-flattened_line_126-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.32&CDS=1-2490
OG0001828	YJR121W	augustus_masked-flattened_line_126-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.35&CDS=1-1491
OG0001829	YJR122W	augustus_masked-flattened_line_126-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.36&CDS=1-1584
OG0001830	YJR123W	augustus_masked-flattened_line_126-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.37&CDS=1-648
