	Saccharomyces_cerevisiae	yHMPu5000034892_Ogataea_pilisensis
OG0001837	YIL031W	genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-1.136&CDS=1-4773
OG0001838	YIL033C	genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.148&CDS=1-1422
OG0001839	YIL034C	genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.149&CDS=1-843
OG0001840	YIL039W	genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.107&CDS=1-1416
OG0001841	YIL041W	genemark-NODE_64_length_73419_cov_15.8669_ID_127-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_64_length_73419_cov_15.8669_ID_127-processed-gene-0.8&CDS=1-1002
OG0001842	YIL042C	genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-1.9&CDS=1-1428
OG0001843	YIL043C	genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-1.62&CDS=1-840
OG0001844	YIL044C	genemark-NODE_57_length_87379_cov_14.2283_ID_113-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_57_length_87379_cov_14.2283_ID_113-processed-gene-0.8&CDS=1-1113
OG0001845	YIL046W	genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-0.10&CDS=1-2199
OG0001846	YIL047C	snap_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-0.76&CDS=1-3495
OG0001847	YIL048W	genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-0.24&CDS=1-3480
OG0001848	YIL049W	genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.115&CDS=1-1011
OG0001849	YIL061C	genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.173-mRNA-1_1&gene=genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.173&CDS=1-1005
OG0001850	YIL062C	maker-NODE_46_length_114098_cov_14.6674_ID_91-snap-gene-0.43-mRNA-1_1&gene=maker-NODE_46_length_114098_cov_14.6674_ID_91-snap-gene-0.43&CDS=1-927
OG0001851	YIL063C	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.31&CDS=1-1176
OG0001852	YIL064W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.18&CDS=1-738
OG0001853	YIL065C	genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.153&CDS=1-468
OG0001854	YIL067C	genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.159-mRNA-1_1&gene=genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.159&CDS=1-2139
OG0001855	YIL072W	genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.6&CDS=1-1905
OG0001856	YIL073C	snap_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-0.74&CDS=1-3066
OG0001857	YIL075C	genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.8&CDS=1-2934
OG0001858	YIL078W	genemark-NODE_126_length_14635_cov_15.2281_ID_251-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_126_length_14635_cov_15.2281_ID_251-processed-gene-0.16&CDS=1-2172
OG0001859	YIL083C	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-0.82&CDS=1-1053
OG0001860	YIL084C	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.54&CDS=1-1227
OG0001861	YIL087C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.71&CDS=1-477
OG0001862	YIL088C	genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.83&CDS=1-1536
OG0001863	YIL090W	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.70&CDS=1-1944
OG0001864	YIL091C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.54&CDS=1-2490
OG0001865	YIL093C	genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.75&CDS=1-840
OG0001866	YIL094C	genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.52&CDS=1-1119
OG0001867	YIL096C	genemark-NODE_91_length_41462_cov_14.0858_ID_181-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_91_length_41462_cov_14.0858_ID_181-processed-gene-0.45&CDS=1-1086
OG0001868	YIL097W	genemark-NODE_91_length_41462_cov_14.0858_ID_181-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_91_length_41462_cov_14.0858_ID_181-processed-gene-0.44&CDS=1-1695
OG0001869	YIL098C	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.70-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.70&CDS=1-429
OG0001870	YIL099W	genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.56&CDS=1-1839
OG0001871	YIL101C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.67&CDS=1-2019
OG0001872	YIL102C-A	augustus_masked-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-1.139&CDS=1-249
OG0001873	YIL103W	genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.149&CDS=1-1323
OG0001874	YIL104C	genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.120&CDS=1-1560
OG0001875	YIL106W	genemark-NODE_109_length_25653_cov_14.9973_ID_217-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_109_length_25653_cov_14.9973_ID_217-processed-gene-0.26&CDS=1-765
OG0001876	YIL108W	genemark-NODE_54_length_94023_cov_13.9242_ID_107-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_54_length_94023_cov_13.9242_ID_107-processed-gene-0.84&CDS=1-2040
OG0001877	YIL110W	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.169-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.169&CDS=1-1188
OG0001878	YIL112W	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.167-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.167&CDS=1-4050
OG0001879	YIL116W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.70-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.70&CDS=1-1203
OG0001880	YIL118W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.149-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.149&CDS=1-705
OG0001881	YIL124W	snap_masked-NODE_43_length_121444_cov_14.538_ID_85-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_43_length_121444_cov_14.538_ID_85-processed-gene-0.116&CDS=1-915
OG0001882	YIL125W	genemark-NODE_43_length_121444_cov_14.538_ID_85-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_43_length_121444_cov_14.538_ID_85-processed-gene-0.29&CDS=1-3015
OG0001883	YIL126W	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.113&CDS=1-3894
OG0001884	YIL128W	genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.113&CDS=1-3180
OG0001885	YIL129C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.60&CDS=1-7797
OG0001886	YIL130W	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.161&CDS=1-3465
OG0001887	YIL131C	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.169-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.169&CDS=1-2088
OG0001888	YIL137C	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-0.31&CDS=1-2844
OG0001889	YIL140W	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.74&CDS=1-2550
OG0001890	YIL142W	genemark-NODE_74_length_56317_cov_14.3643_ID_147-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_74_length_56317_cov_14.3643_ID_147-processed-gene-0.54&CDS=1-1578
OG0001891	YIL143C	genemark-NODE_137_length_9867_cov_14.0225_ID_273-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_137_length_9867_cov_14.0225_ID_273-processed-gene-0.5&CDS=1-2622
OG0001892	YIL144W	genemark-NODE_137_length_9867_cov_14.0225_ID_273-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_137_length_9867_cov_14.0225_ID_273-processed-gene-0.7&CDS=1-2214
OG0001893	YIL145C	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-0.61&CDS=1-954
OG0001894	YIL147C	genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.86&CDS=1-4008
OG0001895	YIL150C	snap_masked-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.12&CDS=1-1719
OG0001896	YIL153W	genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.145&CDS=1-1566
OG0001897	YIL154C	genemark-NODE_60_length_78788_cov_14.4425_ID_119-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_60_length_78788_cov_14.4425_ID_119-processed-gene-0.62&CDS=1-1488
OG0001898	YIL155C	genemark-NODE_60_length_78788_cov_14.4425_ID_119-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_60_length_78788_cov_14.4425_ID_119-processed-gene-0.82&CDS=1-2001
OG0001899	YIL156W-B	genemark-NODE_60_length_78788_cov_14.4425_ID_119-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_60_length_78788_cov_14.4425_ID_119-processed-gene-0.85&CDS=1-219
OG0001900	YIL157C	genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.104&CDS=1-543
OG0001901	YIL160C	genemark-NODE_50_length_98245_cov_14.8318_ID_99-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_50_length_98245_cov_14.8318_ID_99-processed-gene-0.97&CDS=1-1299
OG0001902	YIR001C	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.76&CDS=1-711
OG0001903	YIR002C	augustus_masked-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.115&CDS=1-8394
OG0001904	YIR005W	genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-1.62&CDS=1-951
OG0001905	YIR006C	genemark-NODE_45_length_118229_cov_13.9598_ID_89-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_45_length_118229_cov_13.9598_ID_89-processed-gene-0.46&CDS=1-4641
OG0001906	YIR007W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.90&CDS=1-2472
OG0001907	YIR008C	genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.139&CDS=1-1467
OG0001908	YIR009W	genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.45&CDS=1-747
OG0001909	YIR011C	genemark-NODE_88_length_43415_cov_16.9044_ID_175-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_88_length_43415_cov_16.9044_ID_175-processed-gene-0.20&CDS=1-1044
OG0001910	YIR012W	genemark-NODE_43_length_121444_cov_14.538_ID_85-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_43_length_121444_cov_14.538_ID_85-processed-gene-0.3&CDS=1-1284
OG0001911	YIR015W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-4.6-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-4.6&CDS=1-555
OG0001912	YIR022W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.69&CDS=1-582
OG0001913	YIR023W	augustus_masked-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.117&CDS=1-2871
OG0001914	YIR026C	genemark-NODE_102_length_32242_cov_13.7176_ID_203-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_102_length_32242_cov_13.7176_ID_203-processed-gene-0.21&CDS=1-1068
OG0001915	YIR027C	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.100-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.100&CDS=1-1464
OG0001916	YIR029W	maker-NODE_42_length_123432_cov_14.0942_ID_83-snap-gene-0.51-mRNA-1_1&gene=maker-NODE_42_length_123432_cov_14.0942_ID_83-snap-gene-0.51&CDS=1-1017
OG0001917	YIR030C	genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-1.75&CDS=1-822
OG0001918	YIR032C	genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.208-mRNA-1_1&gene=genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.208&CDS=1-636
OG0001919	YIR034C	genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.36&CDS=1-1107
OG0001920	YIR035C	genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.117&CDS=1-765
OG0001921	YJL001W	genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.197-mRNA-1_1&gene=genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.197&CDS=1-648
OG0001922	YJL002C	genemark-NODE_50_length_98245_cov_14.8318_ID_99-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_50_length_98245_cov_14.8318_ID_99-processed-gene-0.78&CDS=1-1431
OG0001923	YJL003W	maker-NODE_20_length_203651_cov_14.1089_ID_39-snap-gene-0.70-mRNA-1_1&gene=maker-NODE_20_length_203651_cov_14.1089_ID_39-snap-gene-0.70&CDS=1-837
OG0001924	YJL004C	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.64&CDS=1-633
OG0001925	YJL005W	genemark-NODE_60_length_78788_cov_14.4425_ID_119-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_60_length_78788_cov_14.4425_ID_119-processed-gene-0.72&CDS=1-5796
OG0001926	YJL006C	genemark-NODE_52_length_95611_cov_21.4966_ID_103-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_52_length_95611_cov_21.4966_ID_103-processed-gene-0.5&CDS=1-1488
OG0001927	YJL008C	genemark-NODE_104_length_31253_cov_15.1031_ID_207-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_104_length_31253_cov_15.1031_ID_207-processed-gene-0.29&CDS=1-1665
OG0001928	YJL010C	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.47&CDS=1-2133
OG0001929	YJL011C	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.87&CDS=1-600
OG0001930	YJL012C	genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.199-mRNA-1_1&gene=genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.199&CDS=1-2127
OG0001931	YJL014W	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.29&CDS=1-1584
OG0001932	YJL019W	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-0.102&CDS=1-2409
OG0001933	YJL020C	genemark-NODE_89_length_43145_cov_17.7825_ID_177-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_89_length_43145_cov_17.7825_ID_177-processed-gene-0.29&CDS=1-3285
OG0001934	YJL024C	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.92&CDS=1-573
OG0001935	YJL025W	augustus_masked-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.46&CDS=1-1575
OG0001936	YJL026W	genemark-NODE_107_length_28632_cov_14.8144_ID_213-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_107_length_28632_cov_14.8144_ID_213-processed-gene-0.1&CDS=1-1233
OG0001937	YJL029C	snap_masked-NODE_104_length_31253_cov_15.1031_ID_207-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_104_length_31253_cov_15.1031_ID_207-processed-gene-0.9&CDS=1-2751
OG0001938	YJL030W	genemark-NODE_52_length_95611_cov_21.4966_ID_103-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_52_length_95611_cov_21.4966_ID_103-processed-gene-0.6&CDS=1-666
OG0001939	YJL031C	augustus_masked-NODE_52_length_95611_cov_21.4966_ID_103-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_52_length_95611_cov_21.4966_ID_103-processed-gene-0.68&CDS=1-1116
OG0001940	YJL033W	genemark-NODE_67_length_72192_cov_22.8398_ID_133-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_67_length_72192_cov_22.8398_ID_133-processed-gene-0.14&CDS=1-2340
OG0001941	YJL034W	genemark-NODE_59_length_84501_cov_15.2233_ID_117-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_59_length_84501_cov_15.2233_ID_117-processed-gene-0.44&CDS=1-1998
OG0001942	YJL035C	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.114&CDS=1-720
OG0001943	YJL036W	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.137-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.137&CDS=1-2025
OG0001944	YJL039C	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.79&CDS=1-5469
OG0001945	YJL041W	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.88&CDS=1-1557
OG0001946	YJL042W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.75&CDS=1-4098
OG0001947	YJL044C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.85&CDS=1-2172
OG0001948	YJL046W	genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.141-mRNA-1_1&gene=genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.141&CDS=1-1749
OG0001949	YJL049W	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.35&CDS=1-1401
OG0001950	YJL050W	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.34&CDS=1-3246
OG0001951	YJL053W	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-0.56&CDS=1-927
OG0001952	YJL054W	genemark-NODE_42_length_123432_cov_14.0942_ID_83-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_42_length_123432_cov_14.0942_ID_83-processed-gene-0.48&CDS=1-1464
OG0001953	YJL055W	maker-NODE_91_length_41462_cov_14.0858_ID_181-augustus-gene-0.39-mRNA-1_1&gene=maker-NODE_91_length_41462_cov_14.0858_ID_181-augustus-gene-0.39&CDS=1-2124
OG0001954	YJL057C	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.146&CDS=1-2013
OG0001955	YJL059W	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.188-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.188&CDS=1-1326
OG0001956	YJL060W	genemark-NODE_52_length_95611_cov_21.4966_ID_103-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_52_length_95611_cov_21.4966_ID_103-processed-gene-0.16&CDS=1-1377
OG0001957	YJL062W	augustus_masked-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.14&CDS=1-2505
