	Saccharomyces_cerevisiae	yHMPu5000035681_Candida_gotoi
OG0001953	YJL049W	augustus_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-0.69&CDS=1-1380
OG0001954	YJL050W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-0.56&CDS=1-3171
OG0001955	YJL053W	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.108&CDS=1-957
OG0001956	YJL055W	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.85&CDS=1-675
OG0001957	YJL057C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.78-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.78&CDS=1-2106
OG0001958	YJL059W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.54&CDS=1-1254
OG0001959	YJL060W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.55&CDS=1-1359
OG0001960	YJL062W	genemark-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.84&CDS=1-3402
OG0001961	YJL062W-A	maker-NODE_4_length_767683_cov_66.5034_ID_7-augustus-gene-1.40-mRNA-1_1&gene=maker-NODE_4_length_767683_cov_66.5034_ID_7-augustus-gene-1.40&CDS=1-270
OG0001962	YJL063C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.122&CDS=1-747
OG0001963	YJL068C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.120&CDS=1-879
OG0001964	YJL069C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.77&CDS=1-1686
OG0001965	YJL071W	genemark-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.92&CDS=1-1737
OG0001966	YJL072C	maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-0.0&CDS=1-612
OG0001967	YJL074C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.3&CDS=1-3603
OG0001968	YJL080C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-2.53&CDS=1-3663
OG0001969	YJL081C	snap_masked-NODE_34_length_71488_cov_106.453_ID_67-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_34_length_71488_cov_106.453_ID_67-processed-gene-0.30&CDS=1-1434
OG0001970	YJL085W	genemark-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.28-mRNA-1_1&gene=genemark-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.28&CDS=1-1890
OG0001971	YJL087C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.123&CDS=1-2367
OG0001972	YJL088W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-2.97&CDS=1-999
OG0001973	YJL090C	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.106&CDS=1-1899
OG0001974	YJL091C	snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.188-mRNA-1_1&gene=snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.188&CDS=1-1464
OG0001975	YJL092W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.98&CDS=1-2634
OG0001976	YJL093C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.191-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.191&CDS=1-1980
OG0001977	YJL094C	snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.62&CDS=1-2448
OG0001978	YJL095W	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.117&CDS=1-5088
OG0001979	YJL096W	augustus_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.255-mRNA-1_1&gene=augustus_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.255&CDS=1-474
OG0001980	YJL097W	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.121&CDS=1-651
OG0001981	YJL100W	maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-5.48-mRNA-1_1&gene=maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-5.48&CDS=1-2199
OG0001982	YJL101C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.44&CDS=1-2328
OG0001983	YJL102W	genemark-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.139-mRNA-1_1&gene=genemark-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.139&CDS=1-2580
OG0001984	YJL104W	snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-1.15&CDS=1-375
OG0001985	YJL106W	snap_masked-NODE_34_length_71488_cov_106.453_ID_67-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_34_length_71488_cov_106.453_ID_67-processed-gene-0.23&CDS=1-1632
OG0001986	YJL109C	snap_masked-NODE_34_length_71488_cov_106.453_ID_67-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_34_length_71488_cov_106.453_ID_67-processed-gene-0.1&CDS=1-5616
OG0001987	YJL111W	snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.9&CDS=1-1629
OG0001988	YJL115W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.81-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.81&CDS=1-708
OG0001989	YJL117W	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-8.140-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-8.140&CDS=1-1053
OG0001990	YJL121C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-1.114&CDS=1-696
OG0001991	YJL122W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-1.137&CDS=1-489
OG0001992	YJL123C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-0.74&CDS=1-1236
OG0001993	YJL124C	snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.69&CDS=1-474
OG0001994	YJL125C	snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.33&CDS=1-1059
OG0001995	YJL126W	augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-0.6&CDS=1-1191
OG0001996	YJL127C	maker-NODE_9_length_561754_cov_72.6593_ID_17-snap-gene-3.118-mRNA-1_1&gene=maker-NODE_9_length_561754_cov_72.6593_ID_17-snap-gene-3.118&CDS=1-2928
OG0001997	YJL128C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.105-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.105&CDS=1-2112
OG0001998	YJL130C	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-3.77-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-3.77&CDS=1-6639
OG0001999	YJL140W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.125&CDS=1-570
OG0002000	YJL141C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.124-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.124&CDS=1-2034
OG0002001	YJL143W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.123&CDS=1-456
OG0002002	YJL145W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.88&CDS=1-951
OG0002003	YJL148W	maker-NODE_8_length_567454_cov_77.2373_ID_15-snap-gene-0.48-mRNA-1_1&gene=maker-NODE_8_length_567454_cov_77.2373_ID_15-snap-gene-0.48&CDS=1-630
OG0002004	YJL153C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.102-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.102&CDS=1-1566
OG0002005	YJL154C	maker-NODE_18_length_296463_cov_85.1512_ID_35-augustus-gene-1.163-mRNA-1_1&gene=maker-NODE_18_length_296463_cov_85.1512_ID_35-augustus-gene-1.163&CDS=1-4554
OG0002006	YJL155C	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.152-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.152&CDS=1-1368
OG0002007	YJL156C	augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.26&CDS=1-2454
OG0002008	YJL163C	maker-NODE_10_length_547273_cov_74.2464_ID_19-snap-gene-4.3-mRNA-1_1&gene=maker-NODE_10_length_547273_cov_74.2464_ID_19-snap-gene-4.3&CDS=1-4176
OG0002009	YJL167W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.147-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.147&CDS=1-1050
OG0002010	YJL168C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.47&CDS=1-2253
OG0002011	YJL171C	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-5.24&CDS=1-1269
OG0002012	YJL176C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.146-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.146&CDS=1-2946
OG0002013	YJL179W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.77&CDS=1-360
OG0002014	YJL180C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.53&CDS=1-1071
OG0002015	YJL183W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-4.124-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-4.124&CDS=1-1305
OG0002016	YJL184W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.52&CDS=1-318
OG0002017	YJL187C	maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-3.42-mRNA-1_1&gene=maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-3.42&CDS=1-3621
OG0002018	YJL194W	genemark-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-7.110-mRNA-1_1&gene=genemark-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-7.110&CDS=1-1764
OG0002019	YJL197W	snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.87&CDS=1-4080
OG0002020	YJL200C	snap_masked-NODE_38_length_39037_cov_78.4773_ID_75-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_38_length_39037_cov_78.4773_ID_75-processed-gene-0.11&CDS=1-2430
OG0002021	YJL201W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.87&CDS=1-1881
OG0002022	YJL203W	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.145-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.145&CDS=1-1197
OG0002023	YJL204C	snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.7&CDS=1-2436
OG0002024	YJL207C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.93-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.93&CDS=1-6564
OG0002025	YJL208C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.194-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.194&CDS=1-969
OG0002026	YJL212C	augustus_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-2.36&CDS=1-2337
OG0002027	YJR001W	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-0.31&CDS=1-1890
OG0002028	YJR002W	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-8.157-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-8.157&CDS=1-1872
OG0002029	YJR003C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.72-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.72&CDS=1-1491
OG0002030	YJR005W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.10&CDS=1-2109
OG0002031	YJR006W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.55&CDS=1-1470
OG0002032	YJR007W	augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.191-mRNA-1_1&gene=augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.191&CDS=1-894
OG0002033	YJR008W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.9&CDS=1-1026
OG0002034	YJR010W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.114-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.114&CDS=1-1590
OG0002035	YJR013W	snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.75&CDS=1-1236
OG0002036	YJR014W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-2.133&CDS=1-600
OG0002037	YJR016C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-0.90&CDS=1-1800
OG0002038	YJR017C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-0.76&CDS=1-525
OG0002039	YJR022W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.176-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.176&CDS=1-285
OG0002040	YJR024C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.204-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.204&CDS=1-777
OG0002041	YJR025C	snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.42&CDS=1-510
OG0002042	YJR032W	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.110&CDS=1-1131
OG0002043	YJR033C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.78-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.78&CDS=1-4230
OG0002044	YJR034W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.75-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.75&CDS=1-399
OG0002045	YJR035W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.3-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.3&CDS=1-3369
OG0002046	YJR040W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.88&CDS=1-2274
OG0002047	YJR041C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.67&CDS=1-3510
OG0002048	YJR042W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.65&CDS=1-2319
OG0002049	YJR044C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.84&CDS=1-420
OG0002050	YJR045C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.84&CDS=1-1947
OG0002051	YJR052W	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.99&CDS=1-1833
OG0002052	YJR055W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.15&CDS=1-459
OG0002053	YJR057W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.5&CDS=1-645
OG0002054	YJR058C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.1-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.1&CDS=1-435
OG0002055	YJR060W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.8&CDS=1-756
OG0002056	YJR062C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.71&CDS=1-1038
OG0002057	YJR063W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.78-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.78&CDS=1-369
OG0002058	YJR064W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.77&CDS=1-1644
OG0002059	YJR065C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.76&CDS=1-1266
OG0002060	YJR068W	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.102&CDS=1-1089
OG0002061	YJR069C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.79-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.79&CDS=1-570
OG0002062	YJR070C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.57-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.57&CDS=1-954
OG0002063	YJR072C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-0.62&CDS=1-1146
OG0002064	YJR073C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.158-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.158&CDS=1-660
OG0002065	YJR074W	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.123-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.123&CDS=1-468
OG0002066	YJR075W	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.161-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.161&CDS=1-1224
OG0002067	YJR076C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.209-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.209&CDS=1-1197
OG0002068	YJR077C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.81&CDS=1-918
OG0002069	YJR078W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.46&CDS=1-1347
OG0002070	YJR080C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.134&CDS=1-1269
OG0002071	YJR084W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.229-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.229&CDS=1-1311
