	Saccharomyces_cerevisiae	yHMPu5000035261_Candida_ponderosae
OG0001305	YDR353W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.118&CDS=1-957
OG0001306	YDR354W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.101&CDS=1-1107
OG0001307	YDR357C	augustus_masked-NODE_96_length_37695_cov_80.7401_ID_16132-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_96_length_37695_cov_80.7401_ID_16132-processed-gene-0.45&CDS=1-456
OG0001308	YDR359C	augustus_masked-NODE_96_length_37695_cov_80.7401_ID_16132-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_96_length_37695_cov_80.7401_ID_16132-processed-gene-0.46&CDS=1-3768
OG0001309	YDR361C	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.112&CDS=1-753
OG0001310	YDR362C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.49&CDS=1-1914
OG0001311	YDR363W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.47&CDS=1-1881
OG0001312	YDR363W-A	maker-NODE_3_length_446620_cov_44.3711_ID_10314-augustus-gene-3.145-mRNA-1_1&gene=maker-NODE_3_length_446620_cov_44.3711_ID_10314-augustus-gene-3.145&CDS=1-213
OG0001313	YDR364C	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-0.90&CDS=1-1488
OG0001314	YDR365C	augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.52&CDS=1-2013
OG0001315	YDR367W	augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.17&CDS=1-624
OG0001316	YDR371W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-0.87&CDS=1-1248
OG0001317	YDR372C	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.72&CDS=1-1002
OG0001318	YDR373W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.147&CDS=1-570
OG0001319	YDR374C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.21&CDS=1-1026
OG0001320	YDR375C	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.69&CDS=1-1458
OG0001321	YDR376W	augustus_masked-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.24&CDS=1-1743
OG0001322	YDR377W	augustus_masked-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.22&CDS=1-300
OG0001323	YDR378C	genemark-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.78&CDS=1-261
OG0001324	YDR379C-A	genemark-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.77&CDS=1-252
OG0001325	YDR381W	maker-NODE_37_length_126107_cov_67.1728_ID_12489-augustus-gene-0.61-mRNA-1_1&gene=maker-NODE_37_length_126107_cov_67.1728_ID_12489-augustus-gene-0.61&CDS=1-663
OG0001326	YDR386W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.122&CDS=1-1779
OG0001327	YDR387C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.147&CDS=1-1683
OG0001328	YDR388W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.59&CDS=1-1347
OG0001329	YDR390C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.146&CDS=1-1824
OG0001330	YDR392W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-0.94&CDS=1-981
OG0001331	YDR393W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-0.110&CDS=1-1410
OG0001332	YDR394W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.62&CDS=1-1257
OG0001333	YDR395W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.110&CDS=1-2991
OG0001334	YDR397C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.130&CDS=1-441
OG0001335	YDR398W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.68&CDS=1-2250
OG0001336	YDR399W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.66&CDS=1-627
OG0001337	YDR400W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-2.65&CDS=1-984
OG0001338	YDR402C	augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.156&CDS=1-1479
OG0001339	YDR404C	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.110&CDS=1-513
OG0001340	YDR405W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.102&CDS=1-774
OG0001341	YDR407C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.144&CDS=1-3708
OG0001342	YDR408C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.117&CDS=1-693
OG0001343	YDR410C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.37&CDS=1-1002
OG0001344	YDR412W	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.70&CDS=1-735
OG0001345	YDR414C	snap_masked-NODE_92_length_39780_cov_39.4778_ID_15674-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_92_length_39780_cov_39.4778_ID_15674-processed-gene-0.25&CDS=1-825
OG0001346	YDR415C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.140&CDS=1-1221
OG0001347	YDR416W	augustus_masked-NODE_1293_length_405_cov_0.85_ID_26866-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1293_length_405_cov_0.85_ID_26866-processed-gene-0.0&CDS=1-294
OG0001348	YDR419W	genemark-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.153-mRNA-1_1&gene=genemark-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.153&CDS=1-2202
OG0001349	YDR421W	genemark-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.85&CDS=1-2517
OG0001350	YDR424C	augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.206&CDS=1-273
OG0001351	YDR427W	augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.203&CDS=1-1866
OG0001352	YDR429C	augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.167&CDS=1-834
OG0001353	YDR430C	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.13&CDS=1-2976
OG0001354	YDR432W	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.28&CDS=1-786
OG0001355	YDR434W	augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.6&CDS=1-1596
OG0001356	YDR435C	augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.22&CDS=1-1056
OG0001357	YDR437W	augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.25&CDS=1-606
OG0001358	YDR440W	augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.10&CDS=1-1971
OG0001359	YDR443C	snap_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.82&CDS=1-4698
OG0001360	YDR444W	genemark-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_61_length_71616_cov_39.8751_ID_12901-processed-gene-0.98&CDS=1-1941
OG0001361	YDR446W	snap_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.42&CDS=1-1119
OG0001362	YDR448W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.136&CDS=1-1275
OG0001363	YDR452W	genemark-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-1.1-mRNA-1_1&gene=genemark-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-1.1&CDS=1-2298
OG0001364	YDR454C	snap_masked-NODE_73_length_53886_cov_44.0594_ID_17057-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_73_length_53886_cov_44.0594_ID_17057-processed-gene-0.18&CDS=1-579
OG0001365	YDR456W	augustus_masked-NODE_88_length_43575_cov_46.3931_ID_15135-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_88_length_43575_cov_46.3931_ID_15135-processed-gene-0.7&CDS=1-1911
OG0001366	YDR457W	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.235-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.235&CDS=1-10146
OG0001367	YDR460W	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.115&CDS=1-1005
OG0001368	YDR462W	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.111&CDS=1-495
OG0001369	YDR464W	snap_masked-NODE_20_length_189396_cov_46.4716_ID_9660-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_20_length_189396_cov_46.4716_ID_9660-processed-gene-0.88&CDS=1-4302
OG0001370	YDR465C	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-0.93&CDS=1-1365
OG0001371	YDR468C	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.140&CDS=1-732
OG0001372	YDR469W	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.169&CDS=1-456
OG0001373	YDR470C	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.133&CDS=1-1572
OG0001374	YDR472W	augustus_masked-NODE_73_length_53886_cov_44.0594_ID_17057-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_73_length_53886_cov_44.0594_ID_17057-processed-gene-0.32&CDS=1-732
OG0001375	YDR475C, YOR019W	
OG0001376	YDR476C	augustus_masked-NODE_48_length_96610_cov_87.2662_ID_19200-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_48_length_96610_cov_87.2662_ID_19200-processed-gene-0.78&CDS=1-630
OG0001377	YDR477W	augustus_masked-NODE_32_length_147469_cov_47.5155_ID_13746-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_32_length_147469_cov_47.5155_ID_13746-processed-gene-0.47&CDS=1-1782
OG0001378	YDR479C	augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-0.119&CDS=1-2046
OG0001379	YDR481C	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.34&CDS=1-1674
OG0001380	YDR484W	augustus_masked-NODE_79_length_51446_cov_54.8179_ID_14482-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_79_length_51446_cov_54.8179_ID_14482-processed-gene-0.21&CDS=1-1737
OG0001381	YDR485C	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.35&CDS=1-2472
OG0001382	YDR486C	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.36&CDS=1-648
OG0001383	YDR487C	augustus_masked-NODE_68_length_60784_cov_43.6748_ID_13690-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_68_length_60784_cov_43.6748_ID_13690-processed-gene-0.38&CDS=1-621
OG0001384	YDR489W	augustus_masked-NODE_71_length_54778_cov_43.7663_ID_14280-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_71_length_54778_cov_43.7663_ID_14280-processed-gene-0.50&CDS=1-690
OG0001385	YDR493W	genemark-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.87&CDS=1-351
OG0001386	YDR495C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.15&CDS=1-3291
OG0001387	YDR496C	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.110&CDS=1-2019
OG0001388	YDR497C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.46&CDS=1-1755
OG0001389	YDR499W	augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.16&CDS=1-2235
OG0001390	YDR502C	augustus_masked-NODE_96_length_37695_cov_80.7401_ID_16132-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_96_length_37695_cov_80.7401_ID_16132-processed-gene-0.38&CDS=1-1149
OG0001391	YDR510W	genemark-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.21&CDS=1-303
OG0001392	YDR511W	maker-NODE_3_length_446620_cov_44.3711_ID_10314-augustus-gene-3.143-mRNA-1_1&gene=maker-NODE_3_length_446620_cov_44.3711_ID_10314-augustus-gene-3.143&CDS=1-417
OG0001393	YDR512C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.188-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.188&CDS=1-282
OG0001394	YDR517W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.153&CDS=1-1206
OG0001395	YDR520C	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.107&CDS=1-2127
OG0001396	YDR523C	maker-NODE_9_length_307025_cov_42.2536_ID_9480-snap-gene-1.136-mRNA-1_1&gene=maker-NODE_9_length_307025_cov_42.2536_ID_9480-snap-gene-1.136&CDS=1-1617
OG0001397	YDR524C	snap_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.15&CDS=1-3255
OG0001398	YDR525W-A	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.103&CDS=1-234
OG0001399	YDR527W	genemark-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.105&CDS=1-1389
OG0001400	YDR529C	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.97&CDS=1-429
OG0001401	YDR531W	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.99&CDS=1-1497
OG0001402	YEL001C	augustus_masked-NODE_60_length_72141_cov_66.147_ID_13569-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_60_length_72141_cov_66.147_ID_13569-processed-gene-0.54&CDS=1-750
OG0001403	YEL002C	augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.182&CDS=1-1335
OG0001404	YEL003W	augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.152&CDS=1-369
OG0001405	YEL004W	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.127&CDS=1-1023
OG0001406	YEL009C	augustus_masked-NODE_52_length_83865_cov_49.229_ID_12049-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_52_length_83865_cov_49.229_ID_12049-processed-gene-0.12&CDS=1-822
OG0001407	YEL011W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.36&CDS=1-2130
OG0001408	YEL012W	genemark-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-0.84&CDS=1-630
OG0001409	YEL013W	augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.205&CDS=1-1644
OG0001410	YEL015W	snap_masked-NODE_53_length_80360_cov_85.37_ID_12399-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_53_length_80360_cov_85.37_ID_12399-processed-gene-0.50&CDS=1-1407
OG0001411	YEL017W	augustus_masked-NODE_39_length_117894_cov_46.3234_ID_18803-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_39_length_117894_cov_46.3234_ID_18803-processed-gene-0.85&CDS=1-1143
OG0001412	YEL019C	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.177&CDS=1-861
OG0001413	YEL020C	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.142&CDS=1-1713
