	Saccharomyces_cerevisiae	yHMPu5000035296_Priceomyces_carsonii
OG0001581	YGR165W	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-0.73&CDS=1-960
OG0001582	YGR167W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.158-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.158&CDS=1-648
OG0001583	YGR170W	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.114&CDS=1-4992
OG0001584	YGR171C	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.113&CDS=1-1764
OG0001585	YGR172C	snap_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.88&CDS=1-762
OG0001586	YGR173W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.19-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.19&CDS=1-1101
OG0001587	YGR174C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.46-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.46&CDS=1-429
OG0001588	YGR175C	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.149&CDS=1-3654
OG0001589	YGR178C	maker-NODE_1_length_1816623_cov_20.064_ID_2006-augustus-gene-17.9-mRNA-1_1&gene=maker-NODE_1_length_1816623_cov_20.064_ID_2006-augustus-gene-17.9&CDS=1-4824
OG0001590	YGR181W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.44-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.44&CDS=1-300
OG0001591	YGR185C	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-6.2&CDS=1-1191
OG0001592	YGR186W	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.138&CDS=1-1749
OG0001593	YGR188C	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.109&CDS=1-3903
OG0001594	YGR189C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-6.107-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-6.107&CDS=1-1290
OG0001595	YGR193C	genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-0.77&CDS=1-1260
OG0001596	YGR194C	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-0.112&CDS=1-2889
OG0001597	YGR195W	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.159-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.159&CDS=1-1776
OG0001598	YGR200C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.159-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.159&CDS=1-2406
OG0001599	YGR202C	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.132&CDS=1-2493
OG0001600	YGR203W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.65-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.65&CDS=1-444
OG0001601	YGR207C	maker-NODE_1_length_1816623_cov_20.064_ID_2006-augustus-gene-12.18-mRNA-1_1&gene=maker-NODE_1_length_1816623_cov_20.064_ID_2006-augustus-gene-12.18&CDS=1-1656
OG0001602	YGR208W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-17.103-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-17.103&CDS=1-960
OG0001603	YGR210C	maker-NODE_28_length_47606_cov_23.4251_ID_3170-augustus-gene-0.82-mRNA-1_1&gene=maker-NODE_28_length_47606_cov_23.4251_ID_3170-augustus-gene-0.82&CDS=1-2253
OG0001604	YGR211W	augustus_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.153&CDS=1-1566
OG0001605	YGR215W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.45-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.45&CDS=1-318
OG0001606	YGR216C	augustus_masked-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.59&CDS=1-5376
OG0001607	YGR217W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.65&CDS=1-6780
OG0001608	YGR218W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-1.157&CDS=1-3237
OG0001609	YGR220C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.117&CDS=1-789
OG0001610	YGR222W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-0.94&CDS=1-1062
OG0001611	YGR223C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-0.69&CDS=1-1290
OG0001612	YGR225W	genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.106&CDS=1-1599
OG0001613	YGR227W	genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.151&CDS=1-1353
OG0001614	YGR229C	genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.105&CDS=1-1305
OG0001615	YGR231C	genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.152-mRNA-1_1&gene=genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.152&CDS=1-909
OG0001616	YGR232W	genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.111&CDS=1-663
OG0001617	YGR233C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-1.156-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-1.156&CDS=1-4428
OG0001618	YGR235C	genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-1.134&CDS=1-735
OG0001619	YGR244C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.80-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.80&CDS=1-1248
OG0001620	YGR245C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.76-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.76&CDS=1-2241
OG0001621	YGR246C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.75-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.75&CDS=1-1701
OG0001622	YGR247W	maker-NODE_1_length_1816623_cov_20.064_ID_2006-augustus-gene-4.175-mRNA-1_1&gene=maker-NODE_1_length_1816623_cov_20.064_ID_2006-augustus-gene-4.175&CDS=1-789
OG0001623	YGR252W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.82-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.82&CDS=1-1383
OG0001624	YGR253C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.81-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.81&CDS=1-756
OG0001625	YGR255C	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-0.67&CDS=1-1482
OG0001626	YGR257C	genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-1.157&CDS=1-1176
OG0001627	YGR258C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.59-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.59&CDS=1-2931
OG0001628	YGR260W	genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-0.77&CDS=1-1491
OG0001629	YGR261C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.64-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.64&CDS=1-2535
OG0001630	YGR264C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.38-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.38&CDS=1-2253
OG0001631	YGR266W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.25&CDS=1-2067
OG0001632	YGR268C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.44&CDS=1-855
OG0001633	YGR270W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.13-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.13&CDS=1-3894
OG0001634	YGR271C-A	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.43-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.43&CDS=1-690
OG0001635	YGR271W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.18&CDS=1-5778
OG0001636	YGR274C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.256-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.256&CDS=1-3336
OG0001637	YGR276C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.299-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.299&CDS=1-1596
OG0001638	YGR277C	genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.169-mRNA-1_1&gene=genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.169&CDS=1-900
OG0001639	YGR279C	genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.168-mRNA-1_1&gene=genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.168&CDS=1-1050
OG0001640	YGR280C	maker-NODE_4_length_685946_cov_20.3066_ID_2302-snap-gene-5.3-mRNA-1_1&gene=maker-NODE_4_length_685946_cov_20.3066_ID_2302-snap-gene-5.3&CDS=1-1032
OG0001641	YGR282C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-6.131-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-6.131&CDS=1-921
OG0001642	YGR285C	maker-NODE_1_length_1816623_cov_20.064_ID_2006-augustus-gene-6.152-mRNA-1_1&gene=maker-NODE_1_length_1816623_cov_20.064_ID_2006-augustus-gene-6.152&CDS=1-2091
OG0001643	YGR286C	augustus_masked-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-1.111&CDS=1-1203
OG0001644	YHL002W	maker-NODE_27_length_53047_cov_25.3891_ID_3076-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_27_length_53047_cov_25.3891_ID_3076-augustus-gene-0.5&CDS=1-1860
OG0001645	YHL004W	genemark-NODE_27_length_53047_cov_25.3891_ID_3076-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_27_length_53047_cov_25.3891_ID_3076-processed-gene-0.42&CDS=1-1395
OG0001646	YHL008C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.100&CDS=1-1329
OG0001647	YHL009C	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.81-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.81&CDS=1-972
OG0001648	YHL010C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-17.122-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-17.122&CDS=1-1815
OG0001649	YHL011C	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-17.177-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-17.177&CDS=1-1674
OG0001650	YHL013C	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.53-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.53&CDS=1-855
OG0001651	YHL015W	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.90&CDS=1-354
OG0001652	YHL018W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-13.60-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-13.60&CDS=1-549
OG0001653	YHL024W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.38-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.38&CDS=1-1794
OG0001654	YHL027W	genemark-NODE_25_length_136868_cov_20.0533_ID_2683-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_25_length_136868_cov_20.0533_ID_2683-processed-gene-0.119&CDS=1-1686
OG0001655	YHL029C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-3.53-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-3.53&CDS=1-1668
OG0001656	YHL031C	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-6.38&CDS=1-924
OG0001657	YHL032C	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.112-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.112&CDS=1-1884
OG0001658	YHL036W	augustus_masked-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-3.115&CDS=1-1656
OG0001659	YHR001W-A	genemark-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-1.113&CDS=1-234
OG0001660	YHR002W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.124-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.124&CDS=1-1125
OG0001661	YHR004C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.125-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.125&CDS=1-1155
OG0001662	YHR005C	maker-NODE_6_length_672321_cov_21.8377_ID_1603-augustus-gene-3.3-mRNA-1_1&gene=maker-NODE_6_length_672321_cov_21.8377_ID_1603-augustus-gene-3.3&CDS=1-2778
OG0001663	YHR005C-A	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.136&CDS=1-270
OG0001664	YHR007C	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.93&CDS=1-1572
OG0001665	YHR008C	maker-NODE_1_length_1816623_cov_20.064_ID_2006-augustus-gene-12.17-mRNA-1_1&gene=maker-NODE_1_length_1816623_cov_20.064_ID_2006-augustus-gene-12.17&CDS=1-1191
OG0001666	YHR009C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.37-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.37&CDS=1-1248
OG0001667	YHR012W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-12.64-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-12.64&CDS=1-1098
OG0001668	YHR013C	maker-NODE_1_length_1816623_cov_20.064_ID_2006-augustus-gene-15.171-mRNA-1_1&gene=maker-NODE_1_length_1816623_cov_20.064_ID_2006-augustus-gene-15.171&CDS=1-1404
OG0001669	YHR018C	genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.94&CDS=1-1395
OG0001670	YHR019C	genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.93-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.93&CDS=1-1653
OG0001671	YHR020W	genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.124&CDS=1-2043
OG0001672	YHR023W	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.92&CDS=1-5598
OG0001673	YHR024C	maker-NODE_15_length_360542_cov_26.2381_ID_2597-snap-gene-0.141-mRNA-1_1&gene=maker-NODE_15_length_360542_cov_26.2381_ID_2597-snap-gene-0.141&CDS=1-2757
OG0001674	YHR025W	augustus_masked-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.9&CDS=1-2502
OG0001675	YHR026W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.18-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.18&CDS=1-588
OG0001676	YHR027C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.42-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.42&CDS=1-2859
OG0001677	YHR028C	genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-1.72&CDS=1-2502
OG0001678	YHR030C	genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-0.33&CDS=1-1485
OG0001679	YHR034C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.135-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.135&CDS=1-975
OG0001680	YHR037W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.21&CDS=1-1776
OG0001681	YHR038W	genemark-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.226-mRNA-1_1&gene=genemark-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.226&CDS=1-774
OG0001682	YHR039C	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-0.105&CDS=1-3993
OG0001683	YHR040W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-4.59-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-4.59&CDS=1-1110
OG0001684	YHR042W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.15-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.15&CDS=1-2034
OG0001685	YHR045W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-3.113-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-3.113&CDS=1-1503
OG0001686	YHR047C	genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.86&CDS=1-2616
OG0001687	YHR048W	genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-0.66&CDS=1-1524
OG0001688	YHR049W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-4.131-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-4.131&CDS=1-795
OG0001689	YHR051W	genemark-NODE_22_length_170781_cov_22.2696_ID_2250-processed-gene-0.196-mRNA-1_1&gene=genemark-NODE_22_length_170781_cov_22.2696_ID_2250-processed-gene-0.196&CDS=1-465
OG0001690	YHR052W	augustus_masked-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-1.104&CDS=1-3912
OG0001691	YHR058C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-11.48-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-11.48&CDS=1-735
OG0001692	YHR062C	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.24-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.24&CDS=1-945
OG0001693	YHR063C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-9.14-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-9.14&CDS=1-1098
OG0001694	YHR064C	genemark-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-2.169-mRNA-1_1&gene=genemark-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-2.169&CDS=1-1635
OG0001695	YHR065C	genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-1.132&CDS=1-1440
OG0001696	YHR067W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.16-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.16&CDS=1-894
OG0001697	YHR068W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-0.28&CDS=1-1137
