	Alloascoidea_hylecoeti	Saccharomyces_cerevisiae
OG0001995	-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.48&CDS=1-1548	YGL067W
OG0001996	-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.63&CDS=1-2469	YCR077C
OG0001997	-augustus-gene-5.5-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-5.5&CDS=1-6687	YDL215C
OG0001998	-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.66&CDS=1-1734	YCR095C
OG0001999	-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.51&CDS=1-870	YLL027W
OG0002000	-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.53&CDS=1-831	YDL099W
OG0002001	-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.70&CDS=1-2307	YER091C
OG0002002	-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.71&CDS=1-1644	YPR033C
OG0002003	-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.73&CDS=1-948	YCR060W
OG0002004	-snap-gene-5.119-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-snap-gene-5.119&CDS=1-2769	YBR248C
OG0002005	-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.57&CDS=1-1380	YBR247C
OG0002006	-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.78&CDS=1-2523	YNR013C
OG0002007	-augustus-gene-5.3-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-5.3&CDS=1-1389	YBR228W
OG0002008	-augustus-gene-5.4-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-5.4&CDS=1-612	YJL063C
OG0002009	-processed-gene-5.26-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.26&CDS=1-867	YBR039W
OG0002010	-processed-gene-6.17-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.17&CDS=1-1083	YLR287C
OG0002011	-processed-gene-6.15-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.15&CDS=1-1284	YML043C
OG0002012	-processed-gene-6.18-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.18&CDS=1-990	YBR185C
OG0002013	-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.87&CDS=1-1653	YPL086C
OG0002014	-augustus-gene-6.7-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-6.7&CDS=1-450	YML094W
OG0002015	-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.89&CDS=1-885	YML095C
OG0002016	-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.90&CDS=1-2730	YML093W
OG0002017	-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.116&CDS=1-1326	YML092C
OG0002018	-processed-gene-6.50-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.50&CDS=1-204	YML129C
OG0002019	-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.92&CDS=1-1647	YML127W
OG0002020	-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.95&CDS=1-3240	YNL321W
OG0002021	-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.122&CDS=1-1395	YOL140W
OG0002022	-augustus-gene-6.3-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-6.3&CDS=1-540	YGR076C
OG0002023	-augustus-gene-6.12-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-augustus-gene-6.12&CDS=1-408	YGR074W
OG0002024	-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.98&CDS=1-954	YDL015C
OG0002025	-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.99&CDS=1-642	YBR154C
OG0002026	-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.125&CDS=1-762	YBR153W
OG0002027	-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.102&CDS=1-2850	YOR048C
OG0002028	-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.127&CDS=1-2055	YJL094C
OG0002029	-snap-gene-6.74-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-snap-gene-6.74&CDS=1-3402	YOL138C
OG0002030	-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.128&CDS=1-543	YNL320W
OG0002031	-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.129&CDS=1-495	YDL004W
OG0002032	-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.130&CDS=1-945	YDL006W
OG0002033	-snap-gene-6.75-mRNA-1_1&gene=maker-gi|1002318371|dbj|BCKZ01000012.1|-snap-gene-6.75&CDS=1-2274	YBR142W
OG0002034	-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.131&CDS=1-1305	YBR143C
OG0002035	-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.109&CDS=1-1212	YNL323W
OG0002036	-augustus-gene-0.53-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-0.53&CDS=1-1473	YEL002C
OG0002037	-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.16&CDS=1-1137	YJL145W
OG0002038	-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.17&CDS=1-993	YGR144W
OG0002039	-processed-gene-0.71-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.71&CDS=1-801	YPL178W
OG0002040	-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.21&CDS=1-849	YDL052C
OG0002041	-processed-gene-0.86-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.86&CDS=1-756	YOL147C
OG0002042	-processed-gene-0.72-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.72&CDS=1-3357	YPL183C
OG0002043	-augustus-gene-0.54-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-0.54&CDS=1-273	YPL183W-A
OG0002044	-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-1.92&CDS=1-705	YBR261C
OG0002045	-processed-gene-1.82-mRNA-1_1&gene=genemark-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-1.82&CDS=1-1926	YJL057C
OG0002046	-augustus-gene-1.46-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-1.46&CDS=1-618	YOL114C
OG0002047	-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-1.103&CDS=1-717	YPR183W
OG0002048	-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-1.104&CDS=1-1494	YKL211C
OG0002049	-processed-gene-2.11-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.11&CDS=1-2403	YNL027W
OG0002050	-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.51&CDS=1-477	YDL120W
OG0002051	-augustus-gene-2.3-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.3&CDS=1-4560	YGL131C
OG0002052	-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.56&CDS=1-1425	YGL130W
OG0002053	-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.61&CDS=1-1002	YNL316C
OG0002054	-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.76&CDS=1-381	YOL133W
OG0002055	-processed-gene-2.115-mRNA-1_1&gene=genemark-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.115&CDS=1-729	YNL310C
OG0002056	-augustus-gene-2.6-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.6&CDS=1-2514	YGL137W
OG0002057	-augustus-gene-2.0-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.0&CDS=1-570	YPL218W
OG0002058	-augustus-gene-2.7-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.7&CDS=1-3519	YPL217C
OG0002059	-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-2.82&CDS=1-2178	YKL213C
OG0002060	-augustus-gene-2.1-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.1&CDS=1-1827	YKL212W
OG0002061	-augustus-gene-2.2-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-2.2&CDS=1-2187	YGR245C
OG0002062	-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.7&CDS=1-1761	YGR194C
OG0002063	-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.5&CDS=1-669	YEL024W
OG0002064	-processed-gene-3.99-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.99&CDS=1-1683	YDL122W
OG0002065	-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.10&CDS=1-1029	YIL083C
OG0002066	-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.22&CDS=1-1599	YNL026W
OG0002067	-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.11&CDS=1-861	YMR178W
OG0002068	-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.12&CDS=1-903	YOL135C
OG0002069	-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.25&CDS=1-765	YPL199C
OG0002070	-processed-gene-3.67-mRNA-1_1&gene=genemark-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.67&CDS=1-1827	YPL222W
OG0002071	-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.13&CDS=1-2049	YOL057W
OG0002072	-processed-gene-3.95-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.95&CDS=1-1326	YOL031C
OG0002073	-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.36&CDS=1-3090	YAL019W
OG0002074	-augustus-gene-3.74-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-3.74&CDS=1-636	YOL032W
OG0002075	-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-4.39&CDS=1-2067	YGL073W
OG0002076	-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-4.48&CDS=1-2997	YLR410W
OG0002077	-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-4.50&CDS=1-1032	YOR292C
OG0002078	-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-4.42&CDS=1-1326	YBR029C
OG0002079	-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-4.59&CDS=1-1896	YPL093W
OG0002080	-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-5.30&CDS=1-441	YPL225W
OG0002081	-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-5.33&CDS=1-3066	YKL210W
OG0002082	-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-5.35&CDS=1-720	YJR074W
OG0002083	-processed-gene-6.154-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.154&CDS=1-1515	YPL054W
OG0002084	-processed-gene-6.157-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.157&CDS=1-216	YBL071W-A
OG0002085	-processed-gene-6.189-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.189&CDS=1-861	YDR429C
OG0002086	-augustus-gene-6.81-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-6.81&CDS=1-1083	YKL120W
OG0002087	-processed-gene-6.166-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.166&CDS=1-4179	YDR104C
OG0002088	-processed-gene-6.167-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.167&CDS=1-1632	YBR280C
OG0002089	-snap-gene-6.76-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-snap-gene-6.76&CDS=1-2991	YHR169W
OG0002090	-processed-gene-6.170-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.170&CDS=1-2160	YDR108W
OG0002091	-processed-gene-6.196-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.196&CDS=1-4155	YLR084C
OG0002092	-augustus-gene-6.86-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-augustus-gene-6.86&CDS=1-783	YER126C
OG0002093	-processed-gene-6.171-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.171&CDS=1-1359	YGR009C
OG0002094	-processed-gene-6.200-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.200&CDS=1-534	YOR357C
OG0002095	-processed-gene-6.53-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.53&CDS=1-2829	YLR424W
OG0002096	-processed-gene-6.23-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.23&CDS=1-1410	YLR423C
OG0002097	-processed-gene-6.138-mRNA-1_1&gene=genemark-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.138&CDS=1-1428	YKL194C
OG0002098	-processed-gene-6.177-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.177&CDS=1-2961	YHR194W
OG0002099	-processed-gene-6.207-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.207&CDS=1-939	YKL195W
OG0002100	-processed-gene-6.144-mRNA-1_1&gene=genemark-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.144&CDS=1-1980	YIL046W
OG0002101	-processed-gene-6.184-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.184&CDS=1-594	YNL151C
OG0002102	-processed-gene-6.152-mRNA-1_1&gene=genemark-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.152&CDS=1-5100	YNL139C
OG0002103	-processed-gene-6.185-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.185&CDS=1-618	YIL118W
OG0002104	-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.85&CDS=1-3285	YKL205W
OG0002105	-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.102&CDS=1-1281	YNL220W
OG0002106	-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.88&CDS=1-1479	YDL238C
OG0002107	-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.103&CDS=1-645	YNL222W
OG0002108	-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.89&CDS=1-1725	YNL227C
OG0002109	-processed-gene-0.23-mRNA-1_1&gene=snap_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.23&CDS=1-2817	YNL224C
OG0002110	-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.90&CDS=1-2100	YNL223W
OG0002111	-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.106&CDS=1-687	YPL213W
OG0002112	-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.111&CDS=1-1629	YPL214C
OG0002113	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.36&CDS=1-2364	YGR128C
OG0002114	-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-0.97&CDS=1-1023	YER127W
OG0002115	-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.57&CDS=1-1650	YKL178C
OG0002116	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.115&CDS=1-402	YCR028C-A
OG0002117	-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.80&CDS=1-3015	YCR030C
OG0002118	-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.83&CDS=1-816	YMR226C
OG0002119	-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.65&CDS=1-942	YCR016W
OG0002120	-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.68&CDS=1-3693	YDR217C
OG0002121	-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.72&CDS=1-2091	YNL054W
OG0002122	-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.88&CDS=1-1659	YGL171W
OG0002123	-augustus-gene-1.1-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-augustus-gene-1.1&CDS=1-690	YLR312W-A
OG0002124	-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.91&CDS=1-2958	YBR084W
OG0002125	-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-2.37&CDS=1-1794	YKL162C
OG0002126	-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-2.38&CDS=1-1914	YIL150C
OG0002127	-processed-gene-2.95-mRNA-1_1&gene=snap_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-2.95&CDS=1-228	YLR262C-A
OG0002128	-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-2.42&CDS=1-792	YGL085W
OG0002129	-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-2.56&CDS=1-2184	YIL078W
OG0002130	-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-2.44&CDS=1-2496	YNR012W
OG0002131	-snap-gene-2.105-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-snap-gene-2.105&CDS=1-882	YBR231C
OG0002132	-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-2.59&CDS=1-1938	YGL114W
OG0002133	-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-2.47&CDS=1-1005	YGL115W
OG0002134	-augustus-gene-2.4-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-augustus-gene-2.4&CDS=1-1284	YOR209C
OG0002135	-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-2.62&CDS=1-2739	YNL218W
OG0002136	-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-3.70&CDS=1-3540	YNL044W
OG0002137	-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-3.73&CDS=1-1899	YGR216C
OG0002138	-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-3.74&CDS=1-1425	YGR211W
OG0002139	-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-3.78&CDS=1-1245	YIL160C
OG0002140	-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-3.64&CDS=1-2814	YML076C
OG0002141	-snap-gene-4.8-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-snap-gene-4.8&CDS=1-999	YOL009C
OG0002142	-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-4.90&CDS=1-375	YNL149C
OG0002143	-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-4.97&CDS=1-966	YDR353W
OG0002144	-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-4.113&CDS=1-1548	YJL041W
OG0002145	-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-4.99&CDS=1-2274	YJL100W
OG0002146	-processed-gene-4.64-mRNA-1_1&gene=genemark-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-4.64&CDS=1-1488	YER130C
OG0002147	-processed-gene-4.30-mRNA-1_1&gene=snap_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-4.30&CDS=1-3030	YIL073C
OG0002148	-augustus-gene-4.126-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-augustus-gene-4.126&CDS=1-1998	YIL072W
OG0002149	-augustus-gene-4.127-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-augustus-gene-4.127&CDS=1-1611	YER078C
OG0002150	-processed-gene-4.34-mRNA-1_1&gene=snap_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-4.34&CDS=1-1866	YER077C
OG0002151	-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-5.36&CDS=1-615	YJR133W
OG0002152	-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-5.58&CDS=1-1113	YDR459C
OG0002153	-processed-gene-5.4-mRNA-1_1&gene=genemark-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-5.4&CDS=1-960	YDR460W
OG0002154	-augustus-gene-5.123-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-augustus-gene-5.123&CDS=1-579	YML036W
OG0002155	-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-5.43&CDS=1-1074	YOL018C
OG0002156	-processed-gene-5.25-mRNA-1_1&gene=genemark-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-5.25&CDS=1-2829	YCR011C
OG0002157	-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-5.63&CDS=1-1323	YDR282C
OG0002158	-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-5.49&CDS=1-2121	YKL104C
OG0002159	-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-5.64&CDS=1-2181	YHR072W
OG0002160	-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-5.53&CDS=1-2118	YHR150W
