	Saccharomyces_cerevisiae	yHMPu5000034883_Peterozyma_xylosa
OG0001807	YHR038W	snap_masked-flattened_line_12-processed-gene-2.117-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.117&CDS=1-780
OG0001808	YHR039C	snap_masked-flattened_line_12-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.114&CDS=1-1914
OG0001809	YHR039C-A	genemark-flattened_line_12-processed-gene-2.65-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.65&CDS=1-330
OG0001810	YHR040W	snap_masked-flattened_line_12-processed-gene-2.138-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.138&CDS=1-1218
OG0001811	YHR041C	snap_masked-flattened_line_44-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.131&CDS=1-789
OG0001812	YHR042W	snap_masked-flattened_line_20-processed-gene-2.65-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.65&CDS=1-2043
OG0001813	YHR045W	snap_masked-flattened_line_22-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.17&CDS=1-1635
OG0001814	YHR048W	snap_masked-flattened_line_62-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.17&CDS=1-1476
OG0001815	YHR049W	snap_masked-flattened_line_8-processed-gene-5.71-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.71&CDS=1-678
OG0001816	YHR051W	maker-flattened_line_32-snap-gene-2.3-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-2.3&CDS=1-429
OG0001817	YHR052W	augustus_masked-flattened_line_16-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.89&CDS=1-1938
OG0001818	YHR058C	snap_masked-flattened_line_16-processed-gene-4.37-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.37&CDS=1-669
OG0001819	YHR059W	snap_masked-flattened_line_16-processed-gene-4.91-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.91&CDS=1-447
OG0001820	YHR062C	maker-flattened_line_22-augustus-gene-1.3-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.3&CDS=1-2208
OG0001821	YHR063C	snap_masked-flattened_line_12-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.82&CDS=1-1104
OG0001822	YHR064C	snap_masked-flattened_line_32-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.108&CDS=1-1584
OG0001823	YHR065C	snap_masked-flattened_line_6-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.13&CDS=1-1467
OG0001824	YHR067W	snap_masked-flattened_line_2-processed-gene-4.19-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.19&CDS=1-936
OG0001825	YHR068W	snap_masked-flattened_line_16-processed-gene-2.140-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.140&CDS=1-1137
OG0001826	YHR069C	snap_masked-flattened_line_10-processed-gene-2.76-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.76&CDS=1-1056
OG0001827	YHR070W	snap_masked-flattened_line_2-processed-gene-4.42-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.42&CDS=1-1443
OG0001828	YHR071W	snap_masked-flattened_line_22-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.45&CDS=1-780
OG0001829	YHR072W	augustus_masked-flattened_line_42-processed-gene-0.250-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.250&CDS=1-2247
OG0001830	YHR072W-A	snap_masked-flattened_line_14-processed-gene-2.69-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.69&CDS=1-192
OG0001831	YHR073W	snap_masked-flattened_line_4-processed-gene-5.118-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.118&CDS=1-2868
OG0001832	YHR074W	snap_masked-flattened_line_6-processed-gene-3.107-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.107&CDS=1-2151
OG0001833	YHR075C	snap_masked-flattened_line_6-processed-gene-3.103-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.103&CDS=1-1278
OG0001834	YHR077C	snap_masked-flattened_line_14-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.46&CDS=1-3147
OG0001835	YHR079C	snap_masked-flattened_line_14-processed-gene-5.188-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-5.188&CDS=1-3216
OG0001836	YHR079C-A	snap_masked-flattened_line_60-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.4&CDS=1-288
OG0001837	YHR081W	snap_masked-flattened_line_4-processed-gene-4.76-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.76&CDS=1-618
OG0001838	YHR083W	snap_masked-flattened_line_4-processed-gene-4.70-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.70&CDS=1-1074
OG0001839	YHR084W	snap_masked-flattened_line_4-processed-gene-4.72-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.72&CDS=1-2022
OG0001840	YHR085W	maker-flattened_line_12-snap-gene-2.0-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.0&CDS=1-1089
OG0001841	YHR087W	snap_masked-flattened_line_4-processed-gene-4.85-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.85&CDS=1-336
OG0001842	YHR088W	snap_masked-flattened_line_12-processed-gene-3.75-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.75&CDS=1-885
OG0001843	YHR089C	snap_masked-flattened_line_22-processed-gene-4.94-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-4.94&CDS=1-669
OG0001844	YHR090C	snap_masked-flattened_line_6-processed-gene-6.8-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.8&CDS=1-903
OG0001845	YHR098C	snap_masked-flattened_line_14-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.67&CDS=1-2961
OG0001846	YHR099W	snap_masked-flattened_line_4-processed-gene-7.6-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.6&CDS=1-11448
OG0001847	YHR100C	maker-flattened_line_12-snap-gene-3.100-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-3.100&CDS=1-567
OG0001848	YHR102W	snap_masked-flattened_line_34-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.127&CDS=1-2643
OG0001849	YHR104W	maker-flattened_line_48-augustus-gene-0.156-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.156&CDS=1-1200
OG0001850	YHR109W	snap_masked-flattened_line_4-processed-gene-8.107-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-8.107&CDS=1-1692
OG0001851	YHR111W	maker-flattened_line_20-augustus-gene-4.216-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-4.216&CDS=1-2568
OG0001852	YHR112C	snap_masked-flattened_line_2-processed-gene-5.65-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.65&CDS=1-1128
OG0001853	YHR113W	snap_masked-flattened_line_2-processed-gene-5.92-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.92&CDS=1-1449
OG0001854	YHR114W	snap_masked-flattened_line_18-processed-gene-4.93-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-4.93&CDS=1-1875
OG0001855	YHR116W	snap_masked-flattened_line_24-processed-gene-3.96-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.96&CDS=1-330
OG0001856	YHR119W	snap_masked-flattened_line_24-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.38&CDS=1-3453
OG0001857	YHR120W	snap_masked-flattened_line_60-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.6&CDS=1-2865
OG0001858	YHR121W	genemark-flattened_line_24-processed-gene-2.143-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.143&CDS=1-633
OG0001859	YHR122W	genemark-flattened_line_24-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.88&CDS=1-654
OG0001860	YHR123W	snap_masked-flattened_line_24-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.34&CDS=1-1149
OG0001861	YHR124W	snap_masked-flattened_line_24-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.37&CDS=1-1677
OG0001862	YHR128W	snap_masked-flattened_line_8-processed-gene-4.115-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.115&CDS=1-642
OG0001863	YHR132C	snap_masked-flattened_line_14-processed-gene-5.183-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-5.183&CDS=1-1551
OG0001864	YHR134W	snap_masked-flattened_line_0-processed-gene-5.65-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.65&CDS=1-972
OG0001865	YHR135C	snap_masked-flattened_line_28-processed-gene-2.18-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.18&CDS=1-1395
OG0001866	YHR142W	snap_masked-flattened_line_6-processed-gene-6.50-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.50&CDS=1-888
OG0001867	YHR143W-A	snap_masked-flattened_line_44-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.139&CDS=1-213
OG0001868	YHR144C	snap_masked-flattened_line_0-processed-gene-9.84-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.84&CDS=1-978
OG0001869	YHR147C	genemark-flattened_line_38-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.56&CDS=1-654
OG0001870	YHR148W	snap_masked-flattened_line_38-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.37&CDS=1-549
OG0001871	YHR150W	snap_masked-flattened_line_38-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.33&CDS=1-1809
OG0001872	YHR151C	snap_masked-flattened_line_10-processed-gene-2.49-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.49&CDS=1-1641
OG0001873	YHR154W	snap_masked-flattened_line_6-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.72&CDS=1-2436
OG0001874	YHR156C	augustus_masked-flattened_line_20-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.36&CDS=1-1254
OG0001875	YHR164C	snap_masked-flattened_line_4-processed-gene-6.83-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.83&CDS=1-4728
OG0001876	YHR165C	maker-flattened_line_22-snap-gene-2.148-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-2.148&CDS=1-8910
OG0001877	YHR168W	snap_masked-flattened_line_22-processed-gene-3.83-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-3.83&CDS=1-1605
OG0001878	YHR169W	snap_masked-flattened_line_22-processed-gene-3.56-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-3.56&CDS=1-1356
OG0001879	YHR170W	snap_masked-flattened_line_6-processed-gene-7.167-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.167&CDS=1-1551
OG0001880	YHR171W	maker-flattened_line_6-snap-gene-7.100-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-7.100&CDS=1-1944
OG0001881	YHR172W	snap_masked-flattened_line_22-processed-gene-3.57-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-3.57&CDS=1-2346
OG0001882	YHR175W	snap_masked-flattened_line_12-processed-gene-5.128-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.128&CDS=1-486
OG0001883	YHR176W	augustus_masked-flattened_line_32-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.13&CDS=1-1374
OG0001884	YHR181W	snap_masked-flattened_line_6-processed-gene-3.106-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.106&CDS=1-678
OG0001885	YHR183W	snap_masked-flattened_line_6-processed-gene-2.73-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.73&CDS=1-1473
OG0001886	YHR185C	maker-flattened_line_14-snap-gene-5.205-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-5.205&CDS=1-843
OG0001887	YHR186C	augustus_masked-flattened_line_6-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.102&CDS=1-4338
OG0001888	YHR187W	snap_masked-flattened_line_14-processed-gene-5.169-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-5.169&CDS=1-900
OG0001889	YHR188C	augustus_masked-flattened_line_14-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.12&CDS=1-1860
OG0001890	YHR190W	genemark-flattened_line_14-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.102&CDS=1-1338
OG0001891	YHR191C	snap_masked-flattened_line_10-processed-gene-5.229-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.229&CDS=1-441
OG0001892	YHR192W	snap_masked-flattened_line_10-processed-gene-5.181-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.181&CDS=1-933
OG0001893	YHR193C	snap_masked-flattened_line_10-processed-gene-5.148-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.148&CDS=1-543
OG0001894	YHR194W	augustus_masked-flattened_line_24-processed-gene-3.200-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-3.200&CDS=1-4398
OG0001895	YHR196W	snap_masked-flattened_line_0-processed-gene-9.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.66&CDS=1-1812
OG0001896	YHR197W	snap_masked-flattened_line_48-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.106&CDS=1-2181
OG0001897	YHR200W	snap_masked-flattened_line_10-processed-gene-3.83-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.83&CDS=1-891
OG0001898	YHR201C	genemark-flattened_line_16-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.8&CDS=1-1122
OG0001899	YHR202W	snap_masked-flattened_line_28-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.111&CDS=1-1959
OG0001900	YHR204W	genemark-flattened_line_28-processed-gene-2.136-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-2.136&CDS=1-2862
OG0001901	YHR205W	genemark-flattened_line_28-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.57&CDS=1-2136
OG0001902	YHR207C	snap_masked-flattened_line_22-processed-gene-2.126-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.126&CDS=1-1437
OG0001903	YHR208W	snap_masked-flattened_line_22-processed-gene-2.132-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.132&CDS=1-1122
OG0001904	YIL001W	snap_masked-flattened_line_4-processed-gene-1.96-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.96&CDS=1-1662
OG0001905	YIL003W	snap_masked-flattened_line_4-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.98&CDS=1-840
OG0001906	YIL004C	snap_masked-flattened_line_40-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.82&CDS=1-495
OG0001907	YIL005W	snap_masked-flattened_line_0-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.90&CDS=1-2202
OG0001908	YIL007C	maker-flattened_line_26-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.0&CDS=1-645
OG0001909	YIL008W	snap_masked-flattened_line_26-processed-gene-1.35-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.35&CDS=1-309
OG0001910	YIL010W	snap_masked-flattened_line_24-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.25&CDS=1-633
OG0001911	YIL017C	snap_masked-flattened_line_8-processed-gene-6.13-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-6.13&CDS=1-2379
OG0001912	YIL019W	snap_masked-flattened_line_20-processed-gene-3.103-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-3.103&CDS=1-1023
OG0001913	YIL020C	snap_masked-flattened_line_20-processed-gene-3.82-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-3.82&CDS=1-810
OG0001914	YIL021W	snap_masked-flattened_line_20-processed-gene-3.83-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-3.83&CDS=1-987
OG0001915	YIL022W	snap_masked-flattened_line_0-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.66&CDS=1-1245
OG0001916	YIL023C	snap_masked-flattened_line_26-processed-gene-3.90-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-3.90&CDS=1-1305
OG0001917	YIL026C	snap_masked-flattened_line_26-processed-gene-3.118-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-3.118&CDS=1-3366
OG0001918	YIL030C	snap_masked-flattened_line_26-processed-gene-3.91-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-3.91&CDS=1-3513
OG0001919	YIL031W	snap_masked-flattened_line_10-processed-gene-2.56-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.56&CDS=1-4725
OG0001920	YIL033C	snap_masked-flattened_line_26-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.22&CDS=1-1368
OG0001921	YIL034C	genemark-flattened_line_26-processed-gene-2.79-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.79&CDS=1-813
OG0001922	YIL039W	snap_masked-flattened_line_2-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.80&CDS=1-1404
OG0001923	YIL041W	snap_masked-flattened_line_20-processed-gene-4.117-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.117&CDS=1-1020
OG0001924	YIL042C	snap_masked-flattened_line_20-processed-gene-4.121-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.121&CDS=1-1494
OG0001925	YIL043C	snap_masked-flattened_line_20-processed-gene-2.55-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.55&CDS=1-837
OG0001926	YIL044C	snap_masked-flattened_line_48-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.111&CDS=1-999
OG0001927	YIL046W	snap_masked-flattened_line_34-processed-gene-1.158-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.158&CDS=1-1962
OG0001928	YIL047C	maker-flattened_line_20-snap-gene-2.131-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-2.131&CDS=1-3294
OG0001929	YIL048W	maker-flattened_line_28-augustus-gene-2.168-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-2.168&CDS=1-4386
OG0001930	YIL049W	snap_masked-flattened_line_2-processed-gene-2.35-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.35&CDS=1-825
OG0001931	YIL061C	genemark-flattened_line_6-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.114&CDS=1-1041
OG0001932	YIL062C	snap_masked-flattened_line_6-processed-gene-2.90-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.90&CDS=1-453
OG0001933	YIL063C	snap_masked-flattened_line_0-processed-gene-8.78-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.78&CDS=1-1173
OG0001934	YIL064W	genemark-flattened_line_0-processed-gene-8.106-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.106&CDS=1-705
OG0001935	YIL065C	snap_masked-flattened_line_0-processed-gene-8.58-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.58&CDS=1-465
OG0001936	YIL067C	snap_masked-flattened_line_10-processed-gene-5.167-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.167&CDS=1-2016
OG0001937	YIL068C	snap_masked-flattened_line_8-processed-gene-2.120-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.120&CDS=1-2373
OG0001938	YIL070C	snap_masked-flattened_line_14-processed-gene-2.58-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.58&CDS=1-786
OG0001939	YIL072W	augustus_masked-flattened_line_10-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.145&CDS=1-1896
OG0001940	YIL073C	snap_masked-flattened_line_30-processed-gene-2.111-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.111&CDS=1-2781
OG0001941	YIL074C	snap_masked-flattened_line_6-processed-gene-3.104-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.104&CDS=1-1422
OG0001942	YIL075C	snap_masked-flattened_line_10-processed-gene-5.225-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.225&CDS=1-2877
OG0001943	YIL076W	maker-flattened_line_30-snap-gene-2.2-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-2.2&CDS=1-873
OG0001944	YIL078W	snap_masked-flattened_line_38-processed-gene-1.107-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.107&CDS=1-2163
OG0001945	YIL083C	snap_masked-flattened_line_0-processed-gene-4.26-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.26&CDS=1-1050
OG0001946	YIL084C	snap_masked-flattened_line_0-processed-gene-5.86-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.86&CDS=1-1314
OG0001947	YIL087C	snap_masked-flattened_line_24-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.79&CDS=1-495
OG0001948	YIL090W	snap_masked-flattened_line_6-processed-gene-7.149-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.149&CDS=1-1671
OG0001949	YIL091C	snap_masked-flattened_line_6-processed-gene-7.191-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.191&CDS=1-2388
