	Metschnikowia_mauinuiana	Saccharomyces_cerevisiae
OG0001256	augustus_masked-mau_s158-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.49&CDS=1-5532	YNL242W
OG0001257	augustus_masked-mau_s158-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.50&CDS=1-1260	YKR063C
OG0001258	augustus_masked-mau_s158-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.47&CDS=1-1410	YAL010C
OG0001259	augustus_masked-mau_s158-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.48&CDS=1-1089	YPL118W
OG0001260	augustus_masked-mau_s158-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.52&CDS=1-2499	YAL011W
OG0001261	maker-mau_s158-augustus-gene-1.92-mRNA-1_1&gene=maker-mau_s158-augustus-gene-1.92&CDS=1-1950	YOR202W
OG0001262	augustus_masked-mau_s158-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.74&CDS=1-1254	YHR016C
OG0001263	augustus_masked-mau_s158-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.55&CDS=1-1671	YEL013W
OG0001264	augustus_masked-mau_s158-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.75&CDS=1-1347	YJL049W
OG0001265	augustus_masked-mau_s158-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.76&CDS=1-975	YGL091C
OG0001266	augustus_masked-mau_s158-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.77&CDS=1-4218	YGL092W
OG0001267	augustus_masked-mau_s158-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.57&CDS=1-2112	YFR029W
OG0001268	augustus_masked-mau_s158-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.58&CDS=1-1479	YGR155W
OG0001269	augustus_masked-mau_s158-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.80&CDS=1-867	YGL043W
OG0001270	augustus_masked-mau_s158-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.59&CDS=1-714	YGL044C
OG0001271	genemark-mau_s158-processed-gene-1.17-mRNA-1_1&gene=genemark-mau_s158-processed-gene-1.17&CDS=1-3480	YPR022C
OG0001272	augustus_masked-mau_s158-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.81&CDS=1-783	YER126C
OG0001273	augustus_masked-mau_s158-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.64&CDS=1-1038	YER127W
OG0001274	augustus_masked-mau_s158-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.83&CDS=1-1347	YGL175C
OG0001275	augustus_masked-mau_s158-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.65&CDS=1-1401	YGL172W
OG0001276	augustus_masked-mau_s158-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.66&CDS=1-846	YGL174W
OG0001277	augustus_masked-mau_s158-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.84&CDS=1-2151	YPR021C
OG0001278	augustus_masked-mau_s158-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.67&CDS=1-288	YLL018C-A
OG0001279	snap_masked-mau_s158-processed-gene-1.134-mRNA-1_1&gene=snap_masked-mau_s158-processed-gene-1.134&CDS=1-4365	YGL173C
OG0001280	genemark-mau_s158-processed-gene-1.23-mRNA-1_1&gene=genemark-mau_s158-processed-gene-1.23&CDS=1-1896	YLL019C
OG0001281	augustus_masked-mau_s158-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.87&CDS=1-531	YBR217W
OG0001282	augustus_masked-mau_s158-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.88&CDS=1-1134	YBR215W
OG0001283	augustus_masked-mau_s158-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-1.89&CDS=1-1398	YGL059W
OG0001284	augustus_masked-mau_s158-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.41&CDS=1-501	YGL058W
OG0001285	augustus_masked-mau_s158-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.44&CDS=1-3177	YOL098C
OG0001286	augustus_masked-mau_s158-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.45&CDS=1-2352	YDL028C
OG0001287	maker-mau_s158-augustus-gene-2.84-mRNA-1_1&gene=maker-mau_s158-augustus-gene-2.84&CDS=1-1176	YDL029W
OG0001288	augustus_masked-mau_s158-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.60&CDS=1-1110	YJL125C
OG0001289	augustus_masked-mau_s158-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.46&CDS=1-549	YJL124C
OG0001290	maker-mau_s158-augustus-gene-2.83-mRNA-1_1&gene=maker-mau_s158-augustus-gene-2.83&CDS=1-1782	YPR108W
OG0001291	augustus_masked-mau_s158-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.49&CDS=1-1761	YJR001W
OG0001292	augustus_masked-mau_s158-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.65&CDS=1-1653	YKL116C
OG0001293	augustus_masked-mau_s158-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.66&CDS=1-1779	YOL070C
OG0001294	augustus_masked-mau_s158-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.52&CDS=1-1467	YDR257C
OG0001295	maker-mau_s158-augustus-gene-2.86-mRNA-1_1&gene=maker-mau_s158-augustus-gene-2.86&CDS=1-1698	YDL045W-A
OG0001296	augustus_masked-mau_s158-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.53&CDS=1-3663	YNL273W
OG0001297	augustus_masked-mau_s158-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.72&CDS=1-1473	YEL064C
OG0001298	augustus_masked-mau_s158-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.54&CDS=1-567	YLR068W
OG0001299	augustus_masked-mau_s158-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.73&CDS=1-1797	YLR253W
OG0001300	augustus_masked-mau_s158-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.55&CDS=1-309	YLR147C
OG0001301	augustus_masked-mau_s158-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-2.75&CDS=1-1464	YPL091W
OG0001302	augustus_masked-mau_s158-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.115&CDS=1-777	YOL067C
OG0001303	augustus_masked-mau_s158-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.119&CDS=1-819	YDL045C
OG0001304	augustus_masked-mau_s158-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.120&CDS=1-729	YDL043C
OG0001305	augustus_masked-mau_s158-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.121&CDS=1-573	YDR373W
OG0001306	augustus_masked-mau_s158-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.117&CDS=1-417	YOL071W
OG0001307	augustus_masked-mau_s158-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.118&CDS=1-1146	YLR181C
OG0001308	augustus_masked-mau_s158-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.140&CDS=1-882	YDR087C
OG0001309	maker-mau_s158-augustus-gene-3.0-mRNA-1_1&gene=maker-mau_s158-augustus-gene-3.0&CDS=1-201	YDR086C
OG0001310	augustus_masked-mau_s158-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.123&CDS=1-1137	YBR234C
OG0001311	augustus_masked-mau_s158-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.125&CDS=1-1659	YBR196C
OG0001312	augustus_masked-mau_s158-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.126&CDS=1-417	YML108W
OG0001313	augustus_masked-mau_s158-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.127&CDS=1-465	YIL062C
OG0001314	augustus_masked-mau_s158-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.128&CDS=1-954	YHR104W
OG0001315	augustus_masked-mau_s158-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.129&CDS=1-1968	YFL027C
OG0001316	augustus_masked-mau_s158-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.149&CDS=1-1908	YLR055C
OG0001317	augustus_masked-mau_s158-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.150&CDS=1-456	YKL067W
OG0001318	augustus_masked-mau_s158-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.151&CDS=1-963	YFL028C
OG0001319	augustus_masked-mau_s158-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.152&CDS=1-2946	YMR125W
OG0001320	augustus_masked-mau_s158-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.153&CDS=1-1803	YCR061W
OG0001321	augustus_masked-mau_s158-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.154&CDS=1-2484	YNL161W
OG0001322	augustus_masked-mau_s158-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.132&CDS=1-1467	YDR470C
OG0001323	augustus_masked-mau_s158-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.133&CDS=1-1581	YOR132W
OG0001324	augustus_masked-mau_s158-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.155&CDS=1-675	YHR008C
OG0001325	augustus_masked-mau_s158-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.156&CDS=1-597	YKR035W-A
OG0001326	augustus_masked-mau_s158-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.135&CDS=1-2313	YKL134C
OG0001327	augustus_masked-mau_s158-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.136&CDS=1-1356	YHR011W
OG0001328	augustus_masked-mau_s158-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.163&CDS=1-1524	YBR288C
OG0001329	augustus_masked-mau_s158-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.138&CDS=1-1305	YGR110W
OG0001330	maker-mau_s158-snap-gene-3.114-mRNA-1_1&gene=maker-mau_s158-snap-gene-3.114&CDS=1-2634	YPR066W
OG0001331	augustus_masked-mau_s158-processed-gene-3.167-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.167&CDS=1-264	YOR159C
OG0001332	augustus_masked-mau_s158-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.139&CDS=1-9696	YDR457W
OG0001333	augustus_masked-mau_s158-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-mau_s158-processed-gene-3.168&CDS=1-717	YBR096W
OG0001334	augustus_masked-mau_s159-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.2&CDS=1-675	YJL218W
OG0001335	augustus_masked-mau_s159-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.3&CDS=1-966	YGL198W
OG0001336	augustus_masked-mau_s159-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.13&CDS=1-1875	YMR278W
OG0001337	augustus_masked-mau_s159-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.14&CDS=1-1479	YLL036C
OG0001338	maker-mau_s159-snap-gene-0.41-mRNA-1_1&gene=maker-mau_s159-snap-gene-0.41&CDS=1-1002	YLR414C
OG0001339	augustus_masked-mau_s159-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.17&CDS=1-2451	YMR277W
OG0001340	augustus_masked-mau_s159-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.18&CDS=1-1989	YML114C
OG0001341	augustus_masked-mau_s159-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.19&CDS=1-1053	YMR276W
OG0001342	augustus_masked-mau_s159-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.21&CDS=1-1527	YKL185W
OG0001343	snap_masked-mau_s159-processed-gene-0.92-mRNA-1_1&gene=snap_masked-mau_s159-processed-gene-0.92&CDS=1-540	YKL186C
OG0001344	augustus_masked-mau_s159-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.24&CDS=1-2721	YPL249C
OG0001345	augustus_masked-mau_s159-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.28&CDS=1-1251	YPL248C
OG0001346	genemark-mau_s159-processed-gene-0.77-mRNA-1_1&gene=genemark-mau_s159-processed-gene-0.77&CDS=1-4452	YMR190C
OG0001347	augustus_masked-mau_s159-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.6&CDS=1-8175	YGL195W
OG0001348	augustus_masked-mau_s159-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.7&CDS=1-1194	YHL024W
OG0001349	augustus_masked-mau_s159-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.9&CDS=1-2493	YNL186W
OG0001350	augustus_masked-mau_s159-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.35&CDS=1-621	YBL049W
OG0001351	maker-mau_s159-snap-gene-0.43-mRNA-1_1&gene=maker-mau_s159-snap-gene-0.43&CDS=1-1017	YNL177C
OG0001352	augustus_masked-mau_s159-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-mau_s159-processed-gene-0.38&CDS=1-630	YDL212W
OG0001353	genemark-mau_s159-processed-gene-0.85-mRNA-1_1&gene=genemark-mau_s159-processed-gene-0.85&CDS=1-732	YDL213C
OG0001354	augustus_masked-mau_s16-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-mau_s16-processed-gene-0.27&CDS=1-4743	YPL242C
OG0001355	augustus_masked-mau_s16-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-mau_s16-processed-gene-0.39&CDS=1-1962	YLR429W
OG0001356	augustus_masked-mau_s16-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-mau_s16-processed-gene-0.43&CDS=1-2223	YNR008W
OG0001357	augustus_masked-mau_s16-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-mau_s16-processed-gene-0.44&CDS=1-1011	YNR007C
OG0001358	augustus_masked-mau_s16-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-mau_s16-processed-gene-0.31&CDS=1-648	YMR202W
OG0001359	augustus_masked-mau_s16-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-mau_s16-processed-gene-0.34&CDS=1-732	YMR200W
OG0001360	augustus_masked-mau_s165-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.83&CDS=1-1674	YFR028C
OG0001361	augustus_masked-mau_s165-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.62&CDS=1-813	YDR064W
OG0001362	augustus_masked-mau_s165-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.84&CDS=1-456	YMR260C
OG0001363	augustus_masked-mau_s165-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.63&CDS=1-930	YML112W
OG0001364	augustus_masked-mau_s165-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.64&CDS=1-990	YMR262W
OG0001365	augustus_masked-mau_s165-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.86&CDS=1-744	YDR050C
OG0001366	maker-mau_s165-snap-gene-0.58-mRNA-1_1&gene=maker-mau_s165-snap-gene-0.58&CDS=1-969	YDR051C
OG0001367	augustus_masked-mau_s165-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.89&CDS=1-906	YBR061C
OG0001368	augustus_masked-mau_s165-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.66&CDS=1-777	YDR041W
OG0001369	genemark-mau_s165-processed-gene-0.135-mRNA-1_1&gene=genemark-mau_s165-processed-gene-0.135&CDS=1-1092	YGR286C
OG0001370	augustus_masked-mau_s165-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.68&CDS=1-1698	YDR232W
OG0001371	augustus_masked-mau_s165-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.69&CDS=1-2499	YNL126W
OG0001372	augustus_masked-mau_s165-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.70&CDS=1-846	YOR100C
OG0001373	maker-mau_s165-augustus-gene-0.47-mRNA-1_1&gene=maker-mau_s165-augustus-gene-0.47&CDS=1-678	YOR332W
OG0001374	augustus_masked-mau_s165-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.73&CDS=1-1089	YAL034W-A
OG0001375	augustus_masked-mau_s165-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.74&CDS=1-1071	YNR015W
OG0001376	augustus_masked-mau_s165-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.97&CDS=1-621	YNR017W
OG0001377	maker-mau_s165-augustus-gene-0.49-mRNA-1_1&gene=maker-mau_s165-augustus-gene-0.49&CDS=1-840	YCR059C
OG0001378	augustus_masked-mau_s165-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.77&CDS=1-2775	YCR057C
OG0001379	augustus_masked-mau_s165-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.78&CDS=1-2085	YFR015C
OG0001380	maker-mau_s165-augustus-gene-0.50-mRNA-1_1&gene=maker-mau_s165-augustus-gene-0.50&CDS=1-435	YER112W
OG0001381	genemark-mau_s165-processed-gene-0.144-mRNA-1_1&gene=genemark-mau_s165-processed-gene-0.144&CDS=1-1161	YBL086C
OG0001382	augustus_masked-mau_s165-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.102&CDS=1-636	YHR122W
OG0001383	augustus_masked-mau_s165-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-0.103&CDS=1-336	YNL135C
OG0001384	augustus_masked-mau_s165-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.215&CDS=1-1668	YLR392C
OG0001385	augustus_masked-mau_s165-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.217&CDS=1-1080	YNL128W
OG0001386	augustus_masked-mau_s165-processed-gene-1.220-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.220&CDS=1-618	YHR121W
OG0001387	augustus_masked-mau_s165-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.218&CDS=1-1185	YHR123W
OG0001388	augustus_masked-mau_s165-processed-gene-1.221-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.221&CDS=1-435	YNL131W
OG0001389	augustus_masked-mau_s165-processed-gene-1.222-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.222&CDS=1-2583	YNL127W
OG0001390	augustus_masked-mau_s165-processed-gene-1.225-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.225&CDS=1-2247	YNL258C
OG0001391	augustus_masked-mau_s165-processed-gene-1.276-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.276&CDS=1-219	YNL259C
OG0001392	augustus_masked-mau_s165-processed-gene-1.277-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.277&CDS=1-858	YDR405W
OG0001393	augustus_masked-mau_s165-processed-gene-1.227-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.227&CDS=1-3705	YOR151C
OG0001394	augustus_masked-mau_s165-processed-gene-1.278-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.278&CDS=1-519	YOR150W
OG0001395	augustus_masked-mau_s165-processed-gene-1.228-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.228&CDS=1-519	YDR404C
OG0001396	augustus_masked-mau_s165-processed-gene-1.280-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.280&CDS=1-1812	YDR341C
OG0001397	augustus_masked-mau_s165-processed-gene-1.231-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.231&CDS=1-558	YDR339C
OG0001398	augustus_masked-mau_s165-processed-gene-1.281-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.281&CDS=1-576	YJR069C
OG0001399	augustus_masked-mau_s165-processed-gene-1.282-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.282&CDS=1-1053	YOR143C
OG0001400	augustus_masked-mau_s165-processed-gene-1.283-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.283&CDS=1-486	YML030W
OG0001401	augustus_masked-mau_s165-processed-gene-1.284-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.284&CDS=1-2232	YDR006C
OG0001402	augustus_masked-mau_s165-processed-gene-1.285-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.285&CDS=1-1338	YDR375C
OG0001403	genemark-mau_s165-processed-gene-1.139-mRNA-1_1&gene=genemark-mau_s165-processed-gene-1.139&CDS=1-3045	YCR011C
OG0001404	augustus_masked-mau_s165-processed-gene-1.287-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.287&CDS=1-1128	YDR346C
OG0001405	augustus_masked-mau_s165-processed-gene-1.242-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.242&CDS=1-2451	YOR141C
OG0001406	augustus_masked-mau_s165-processed-gene-1.243-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.243&CDS=1-972	YOR142W
OG0001407	augustus_masked-mau_s165-processed-gene-1.244-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.244&CDS=1-471	YHR059W
OG0001408	augustus_masked-mau_s165-processed-gene-1.288-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.288&CDS=1-801	YHR058C
OG0001409	augustus_masked-mau_s165-processed-gene-1.289-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.289&CDS=1-531	YDR305C
OG0001410	augustus_masked-mau_s165-processed-gene-1.246-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.246&CDS=1-2349	YBR080C
OG0001411	augustus_masked-mau_s165-processed-gene-1.249-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.249&CDS=1-918	YDR175C
OG0001412	augustus_masked-mau_s165-processed-gene-1.250-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.250&CDS=1-1875	YDR176W
OG0001413	augustus_masked-mau_s165-processed-gene-1.291-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.291&CDS=1-1413	YLR163C
OG0001414	augustus_masked-mau_s165-processed-gene-1.253-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.253&CDS=1-654	YDR183W
OG0001415	augustus_masked-mau_s165-processed-gene-1.254-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.254&CDS=1-2481	YLR166C
OG0001416	augustus_masked-mau_s165-processed-gene-1.292-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.292&CDS=1-1314	YDR182W
OG0001417	augustus_masked-mau_s165-processed-gene-1.255-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.255&CDS=1-804	YDR181C
OG0001418	augustus_masked-mau_s165-processed-gene-1.293-mRNA-1_1&gene=augustus_masked-mau_s165-processed-gene-1.293&CDS=1-4491	YDR180W
