	Saccharomyces_cerevisiae	yHMPu5000034615_Saturnispora_zaruensis
OG0001898	YJR057W	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.144-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.144&CDS=1-618
OG0001899	YJR060W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.147-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.147&CDS=1-894
OG0001900	YJR062C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.123-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.123&CDS=1-1023
OG0001901	YJR063W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.296-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.296&CDS=1-369
OG0001902	YJR064W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.249-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.249&CDS=1-1692
OG0001903	YJR065C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.196-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.196&CDS=1-1305
OG0001904	YJR068W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.292-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.292&CDS=1-1011
OG0001905	YJR069C	snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.19&CDS=1-564
OG0001906	YJR070C	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.248-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.248&CDS=1-948
OG0001907	YJR072C	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.54&CDS=1-1191
OG0001908	YJR073C	maker-NODE_6_length_515559_cov_44.7286_ID_11-snap-gene-3.60-mRNA-1_1&gene=maker-NODE_6_length_515559_cov_44.7286_ID_11-snap-gene-3.60&CDS=1-618
OG0001909	YJR074W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.159-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.159&CDS=1-489
OG0001910	YJR076C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.19-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.19&CDS=1-1245
OG0001911	YJR077C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.143-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.143&CDS=1-930
OG0001912	YJR078W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.22-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.22&CDS=1-1389
OG0001913	YJR080C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-4.2-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-4.2&CDS=1-1026
OG0001914	YJR084W	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.23&CDS=1-1125
OG0001915	YJR086W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.109-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.109&CDS=1-390
OG0001916	YJR088C	augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.84&CDS=1-1059
OG0001917	YJR090C	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.25&CDS=1-2511
OG0001918	YJR092W	augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.54&CDS=1-4176
OG0001919	YJR093C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.114-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.114&CDS=1-975
OG0001920	YJR095W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.112&CDS=1-960
OG0001921	YJR096W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.41-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.41&CDS=1-834
OG0001922	YJR098C	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.27&CDS=1-1908
OG0001923	YJR100C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.52-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.52&CDS=1-876
OG0001924	YJR101W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.50&CDS=1-738
OG0001925	YJR102C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.111-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.111&CDS=1-543
OG0001926	YJR104C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.112-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.112&CDS=1-459
OG0001927	YJR105W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.34-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.34&CDS=1-1035
OG0001928	YJR107W	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.117-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.117&CDS=1-1014
OG0001929	YJR109C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.137-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.137&CDS=1-3411
OG0001930	YJR110W	snap_masked-NODE_155_length_406_cov_0.673684_ID_309-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_155_length_406_cov_0.673684_ID_309-processed-gene-0.1&CDS=1-288
OG0001931	YJR112W	augustus_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.165&CDS=1-579
OG0001932	YJR113C	maker-NODE_4_length_1115028_cov_40.7497_ID_7-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_4_length_1115028_cov_40.7497_ID_7-augustus-gene-0.0&CDS=1-2736
OG0001933	YJR117W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.35-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.35&CDS=1-1365
OG0001934	YJR118C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.34-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.34&CDS=1-558
OG0001935	YJR119C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.17-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.17&CDS=1-3246
OG0001936	YJR121W	maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-6.4-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-6.4&CDS=1-1506
OG0001937	YJR122W	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.275-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.275&CDS=1-1320
OG0001938	YJR123W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.27-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.27&CDS=1-663
OG0001939	YJR124C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.26&CDS=1-1374
OG0001940	YJR125C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.32-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.32&CDS=1-1128
OG0001941	YJR131W	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.43-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.43&CDS=1-2232
OG0001942	YJR132W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.20&CDS=1-3075
OG0001943	YJR133W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.102-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.102&CDS=1-618
OG0001944	YJR137C	augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.40&CDS=1-4116
OG0001945	YJR138W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.117&CDS=1-4581
OG0001946	YJR139C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.144-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.144&CDS=1-1083
OG0001947	YJR140C	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.10&CDS=1-6966
OG0001948	YJR141W	augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.46&CDS=1-1011
OG0001949	YJR143C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.124&CDS=1-2238
OG0001950	YJR144W	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.98&CDS=1-825
OG0001951	YJR154W	snap_masked-NODE_21_length_25121_cov_42.3391_ID_41-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_21_length_25121_cov_42.3391_ID_41-processed-gene-0.0&CDS=1-1074
OG0001952	YKL001C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.37&CDS=1-594
OG0001953	YKL002W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.5&CDS=1-675
OG0001954	YKL003C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.3-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.3&CDS=1-363
OG0001955	YKL004W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.268-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.268&CDS=1-1287
OG0001956	YKL006C-A	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.155&CDS=1-267
OG0001957	YKL007W	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.127&CDS=1-825
OG0001958	YKL009W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.174-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.174&CDS=1-711
OG0001959	YKL010C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.146-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.146&CDS=1-4785
OG0001960	YKL011C	augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.72&CDS=1-1020
OG0001961	YKL012W	augustus_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.26&CDS=1-1434
OG0001962	YKL013C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.147&CDS=1-507
OG0001963	YKL014C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.4-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.4&CDS=1-5334
OG0001964	YKL015W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.110-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.110&CDS=1-2328
OG0001965	YKL016C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.122&CDS=1-522
OG0001966	YKL017C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.145-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.145&CDS=1-2304
OG0001967	YKL018W	augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.65&CDS=1-864
OG0001968	YKL019W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.22-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.22&CDS=1-909
OG0001969	YKL021C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.30-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.30&CDS=1-1257
OG0001970	YKL022C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.31-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.31&CDS=1-1995
OG0001971	YKL024C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.150-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.150&CDS=1-822
OG0001972	YKL025C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.135-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.135&CDS=1-2052
OG0001973	YKL027W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.110&CDS=1-1419
OG0001974	YKL028W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-1.18&CDS=1-1383
OG0001975	YKL033W	augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-5.58&CDS=1-3243
OG0001976	YKL034W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.22-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.22&CDS=1-3027
OG0001977	YKL035W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-2.126&CDS=1-1482
OG0001978	YKL040C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.105-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.105&CDS=1-741
OG0001979	YKL041W	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.316-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.316&CDS=1-687
OG0001980	YKL043W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.128-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.128&CDS=1-2007
OG0001981	YKL045W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.144-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.144&CDS=1-1569
OG0001982	YKL046C	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.347-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.347&CDS=1-1350
OG0001983	YKL047W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.121&CDS=1-1389
OG0001984	YKL051W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.39&CDS=1-990
OG0001985	YKL053C-A	genemark-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.32-mRNA-1_1&gene=genemark-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.32&CDS=1-957
OG0001986	YKL054C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.129-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.129&CDS=1-1890
OG0001987	YKL056C	maker-NODE_6_length_515559_cov_44.7286_ID_11-augustus-gene-3.4-mRNA-1_1&gene=maker-NODE_6_length_515559_cov_44.7286_ID_11-augustus-gene-3.4&CDS=1-1221
OG0001988	YKL058W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.37-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.37&CDS=1-330
OG0001989	YKL059C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.50-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.50&CDS=1-1353
OG0001990	YKL060C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.128-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.128&CDS=1-1074
OG0001991	YKL067W	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.370-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.370&CDS=1-456
OG0001992	YKL069W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.39-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.39&CDS=1-549
OG0001993	YKL070W	snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.196-mRNA-1_1&gene=snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.196&CDS=1-633
OG0001994	YKL073W	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.198-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.198&CDS=1-2577
OG0001995	YKL077W	maker-NODE_2_length_1328254_cov_42.4867_ID_3-augustus-gene-11.173-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-augustus-gene-11.173&CDS=1-2037
OG0001996	YKL078W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.42-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.42&CDS=1-2199
OG0001997	YKL080W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.41-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.41&CDS=1-1098
OG0001998	YKL085W	genemark-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.90&CDS=1-1002
OG0001999	YKL086W	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.266-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.266&CDS=1-363
OG0002000	YKL087C	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.9&CDS=1-879
OG0002001	YKL089W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.142&CDS=1-2541
OG0002002	YKL090W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.33&CDS=1-1719
OG0002003	YKL092C	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.73&CDS=1-2982
OG0002004	YKL095W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.107-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.107&CDS=1-873
OG0002005	YKL099C	snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.159-mRNA-1_1&gene=snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.159&CDS=1-735
OG0002006	YKL104C	genemark-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.245-mRNA-1_1&gene=genemark-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.245&CDS=1-3318
OG0002007	YKL110C	augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-4.127&CDS=1-720
OG0002008	YKL113C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-3.15&CDS=1-1116
OG0002009	YKL114C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.119-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.119&CDS=1-1089
OG0002010	YKL116C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.115-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.115&CDS=1-1680
OG0002011	YKL117W	genemark-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-0.84&CDS=1-3402
OG0002012	YKL119C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-7.94-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-7.94&CDS=1-714
OG0002013	YKL120W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.157-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.157&CDS=1-939
OG0002014	YKL122C	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.89&CDS=1-417
OG0002015	YKL125W	augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.68&CDS=1-2010
OG0002016	YKL128C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.95&CDS=1-969
