	Ambrosiozyma_kashinagacola	Saccharomyces_cerevisiae
OG0001384	-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-5.121&CDS=1-1167	YOR063W
OG0001385	-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-5.104&CDS=1-1251	YOR303W
OG0001386	-augustus-gene-5.1-mRNA-1_1&gene=maker-gi|1002316250|dbj|BCGA01000007.1|-augustus-gene-5.1&CDS=1-2169	YBR094W
OG0001387	-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-5.122&CDS=1-1125	YBR095C
OG0001388	-augustus-gene-5.2-mRNA-1_1&gene=maker-gi|1002316250|dbj|BCGA01000007.1|-augustus-gene-5.2&CDS=1-1656	YMR027W
OG0001389	-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-5.123&CDS=1-2895	YNR026C
OG0001390	-processed-gene-5.38-mRNA-1_1&gene=genemark-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-5.38&CDS=1-2076	YHL019C
OG0001391	-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-5.107&CDS=1-321	YHL018W
OG0001392	-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-5.125&CDS=1-735	YKL040C
OG0001393	-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-5.126&CDS=1-1650	YER014W
OG0001394	-processed-gene-6.58-mRNA-1_1&gene=snap_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.58&CDS=1-177	YMR256C
OG0001395	-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.7&CDS=1-1302	YCR066W
OG0001396	-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.32&CDS=1-1935	YFR016C
OG0001397	-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.33&CDS=1-3147	YJL080C
OG0001398	-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.12&CDS=1-1263	YOL022C
OG0001399	-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.35&CDS=1-2325	YDR052C
OG0001400	-augustus-gene-6.161-mRNA-1_1&gene=maker-gi|1002316250|dbj|BCGA01000007.1|-augustus-gene-6.161&CDS=1-372	YER009W
OG0001401	-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.17&CDS=1-1365	YOL030W
OG0001402	-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.18&CDS=1-804	YNL246W
OG0001403	-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.19&CDS=1-747	YKL152C
OG0001404	-processed-gene-6.124-mRNA-1_1&gene=genemark-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.124&CDS=1-717	YKR043C
OG0001405	-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.21&CDS=1-2013	YDR452W
OG0001406	-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.40&CDS=1-2334	YLR006C
OG0001407	-snap-gene-6.3-mRNA-1_1&gene=maker-gi|1002316250|dbj|BCGA01000007.1|-snap-gene-6.3&CDS=1-2535	YPL227C
OG0001408	-processed-gene-6.150-mRNA-1_1&gene=genemark-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.150&CDS=1-1212	YPL060W
OG0001409	-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.45&CDS=1-1434	YHR024C
OG0001410	-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.25&CDS=1-1146	YMR272C
OG0001411	-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.47&CDS=1-840	YML105C
OG0001412	-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.28&CDS=1-1164	YGL248W
OG0001413	-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.48&CDS=1-840	YFR050C
OG0001414	-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.51&CDS=1-660	YER002W
OG0001415	-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.52&CDS=1-471	YIL004C
OG0001416	-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.31&CDS=1-567	YIR022W
OG0001417	-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.53&CDS=1-1503	YKL012W
OG0001418	-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.138&CDS=1-507	YKL013C
OG0001419	-processed-gene-7.142-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.142&CDS=1-2373	YIR007W
OG0001420	-processed-gene-7.141-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.141&CDS=1-2562	YGL163C
OG0001421	-processed-gene-7.176-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.176&CDS=1-765	YPL002C
OG0001422	-augustus-gene-7.66-mRNA-1_1&gene=maker-gi|1002316250|dbj|BCGA01000007.1|-augustus-gene-7.66&CDS=1-1452	YER021W
OG0001423	-processed-gene-7.144-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.144&CDS=1-861	YPL132W
OG0001424	-processed-gene-7.178-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.178&CDS=1-891	YPL134C
OG0001425	-augustus-gene-7.67-mRNA-1_1&gene=maker-gi|1002316250|dbj|BCGA01000007.1|-augustus-gene-7.67&CDS=1-2007	YGR194C
OG0001426	-processed-gene-7.147-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.147&CDS=1-1614	YBR180W
OG0001427	-processed-gene-7.148-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.148&CDS=1-2097	YGL205W
OG0001428	-processed-gene-7.150-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.150&CDS=1-996	YGR165W
OG0001429	-processed-gene-7.84-mRNA-1_1&gene=genemark-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.84&CDS=1-3426	YGL179C
OG0001430	-processed-gene-7.154-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.154&CDS=1-2109	YKL179C
OG0001431	-processed-gene-7.188-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.188&CDS=1-1062	YDL115C
OG0001432	-processed-gene-7.157-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.157&CDS=1-996	YDL114W
OG0001433	-processed-gene-7.51-mRNA-1_1&gene=snap_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.51&CDS=1-1323	YKL113C
OG0001434	-processed-gene-7.158-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.158&CDS=1-945	YKL094W
OG0001435	-processed-gene-7.159-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.159&CDS=1-522	YDR248C
OG0001436	-processed-gene-7.190-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.190&CDS=1-1632	YPL042C
OG0001437	-processed-gene-7.191-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.191&CDS=1-717	YPL041C
OG0001438	-processed-gene-7.192-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.192&CDS=1-528	YMR009W
OG0001439	-processed-gene-7.55-mRNA-1_1&gene=snap_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.55&CDS=1-1812	YBR163W
OG0001440	-processed-gene-7.194-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.194&CDS=1-5325	YDR443C
OG0001441	-processed-gene-7.163-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.163&CDS=1-579	YJR069C
OG0001442	-processed-gene-7.164-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.164&CDS=1-933	YGR017W
OG0001443	-processed-gene-7.165-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.165&CDS=1-1413	YGR019W
OG0001444	-processed-gene-7.167-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.167&CDS=1-4170	YFL036W
OG0001445	-processed-gene-7.132-mRNA-1_1&gene=genemark-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.132&CDS=1-927	YFL034C-B
OG0001446	-processed-gene-7.168-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.168&CDS=1-4800	YNL172W
OG0001447	-processed-gene-7.199-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.199&CDS=1-1857	YNL169C
OG0001448	-processed-gene-7.169-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.169&CDS=1-1041	YOR261C
OG0001449	-processed-gene-7.170-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.170&CDS=1-1494	YPL172C
OG0001450	-processed-gene-7.200-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.200&CDS=1-1119	YIR026C
OG0001451	-processed-gene-7.201-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.201&CDS=1-2484	YGR178C
OG0001452	-processed-gene-7.172-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.172&CDS=1-216	YPR010C-A
OG0001453	-processed-gene-7.64-mRNA-1_1&gene=snap_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.64&CDS=1-816	YGR021W
OG0001454	-processed-gene-7.173-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.173&CDS=1-366	YGR020C
OG0001455	-processed-gene-7.65-mRNA-1_1&gene=snap_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.65&CDS=1-1638	YLR330W
OG0001456	-processed-gene-7.174-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.174&CDS=1-2307	YDL116W
OG0001457	-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.24&CDS=1-444	YDL110C
OG0001458	-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.3&CDS=1-1236	YGL143C
OG0001459	-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.4&CDS=1-1254	YLR191W
OG0001460	-processed-gene-0.74-mRNA-1_1&gene=genemark-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.74&CDS=1-1266	YML005W
OG0001461	-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.5&CDS=1-1011	YIL084C
OG0001462	-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.6&CDS=1-678	YOL032W
OG0001463	-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.28&CDS=1-1593	YOL033W
OG0001464	-processed-gene-0.118-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.118&CDS=1-1005	YFR041C
OG0001465	-processed-gene-0.120-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.120&CDS=1-648	YDR476C
OG0001466	-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.33&CDS=1-1248	YAR018C
OG0001467	-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.34&CDS=1-912	YAR015W
OG0001468	-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.35&CDS=1-2085	YGR145W
OG0001469	-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.37&CDS=1-513	YLR109W
OG0001470	-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.14&CDS=1-2139	YDR211W
OG0001471	-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.16&CDS=1-582	YLR229C
OG0001472	-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.17&CDS=1-1665	YDR212W
OG0001473	-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.40&CDS=1-1380	YDR388W
OG0001474	-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.19&CDS=1-1845	YOR014W
OG0001475	-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.41&CDS=1-1506	YGR083C
OG0001476	-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.20&CDS=1-1293	YBR143C
OG0001477	-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.42&CDS=1-2463	YBR142W
OG0001478	-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.21&CDS=1-1005	YBR141C
OG0001479	-processed-gene-0.131-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.131&CDS=1-762	YLR412W
OG0001480	-augustus-gene-0.93-mRNA-1_1&gene=maker-gi|1002316251|dbj|BCGA01000006.1|-augustus-gene-0.93&CDS=1-1215	YDL205C
OG0001481	-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.5&CDS=1-393	YMR074C
OG0001482	-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.9&CDS=1-597	YMR073C
OG0001483	-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.11&CDS=1-3297	YNL329C
OG0001484	-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.13&CDS=1-1773	YPL243W
OG0001485	-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.36&CDS=1-846	YPL237W
OG0001486	-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.39&CDS=1-588	YPL239W
OG0001487	-processed-gene-1.122-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.122&CDS=1-2856	YMR185W
OG0001488	-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.40&CDS=1-573	YAL059W
OG0001489	-processed-gene-1.71-mRNA-1_1&gene=genemark-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.71&CDS=1-1908	YHL008C
OG0001490	-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.42&CDS=1-1110	YBL021C
OG0001491	-processed-gene-1.125-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.125&CDS=1-1356	YBL020W
OG0001492	-processed-gene-1.73-mRNA-1_1&gene=genemark-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.73&CDS=1-1476	YER078C
OG0001493	-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.24&CDS=1-1704	YER086W
OG0001494	-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.48&CDS=1-756	YLR022C
OG0001495	-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.49&CDS=1-591	YNR018W
OG0001496	-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.51&CDS=1-909	YJR154W
OG0001497	-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.52&CDS=1-963	YPR176C
OG0001498	-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.31&CDS=1-1296	YBR162C
OG0001499	-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.114&CDS=1-348	YDR286C
OG0001500	-augustus-gene-2.52-mRNA-1_1&gene=maker-gi|1002316251|dbj|BCGA01000006.1|-augustus-gene-2.52&CDS=1-441	YGL103W
OG0001501	-snap-gene-2.57-mRNA-1_1&gene=maker-gi|1002316251|dbj|BCGA01000006.1|-snap-gene-2.57&CDS=1-2244	YNL001W
OG0001502	-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.112&CDS=1-1773	YBR239C
OG0001503	-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.119&CDS=1-432	YGL106W
OG0001504	-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.120&CDS=1-870	YPR107C
OG0001505	-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.142&CDS=1-2652	YPR105C
OG0001506	-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.121&CDS=1-1101	YAL036C
OG0001507	-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.122&CDS=1-2949	YAL035W
OG0001508	-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.123&CDS=1-4932	YOR341W
OG0001509	-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.124&CDS=1-3828	YGL092W
OG0001510	-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.145&CDS=1-984	YGL091C
OG0001511	-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.126&CDS=1-483	YIR037W
OG0001512	-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.146&CDS=1-1053	YBL033C
OG0001513	-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.147&CDS=1-1044	YBR246W
OG0001514	-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.148&CDS=1-1326	YAL009W
OG0001515	-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.128&CDS=1-1296	YAL010C
OG0001516	-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.149&CDS=1-3882	YAL019W
OG0001517	-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.129&CDS=1-1137	YAL020C
OG0001518	-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.151&CDS=1-300	YPR182W
OG0001519	-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.152&CDS=1-1068	YPR191W
OG0001520	-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.130&CDS=1-1899	YPR190C
OG0001521	-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.153&CDS=1-2490	YPR185W
OG0001522	-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.154&CDS=1-4308	YPR189W
OG0001523	-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.131&CDS=1-489	YPR188C
OG0001524	-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.155&CDS=1-456	YPR187W
OG0001525	-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.132&CDS=1-1290	YPR186C
OG0001526	-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.133&CDS=1-687	YGR129W
OG0001527	-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.134&CDS=1-4272	YGR116W
OG0001528	-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.135&CDS=1-1404	YIL039W
OG0001529	-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.137&CDS=1-2136	YER047C
OG0001530	-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.157&CDS=1-1359	YER048C
OG0001531	-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.158&CDS=1-936	YBR146W
OG0001532	-augustus-gene-2.53-mRNA-1_1&gene=maker-gi|1002316251|dbj|BCGA01000006.1|-augustus-gene-2.53&CDS=1-504	YOL086W-A
OG0001533	-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.160&CDS=1-2787	YOL078W
OG0001534	-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.140&CDS=1-207	YOL077W-A
OG0001535	-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.161&CDS=1-888	YOL077C
OG0001536	-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.111&CDS=1-954	YHR104W
OG0001537	-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.112&CDS=1-870	YLR351C
OG0001538	-processed-gene-3.2-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.2&CDS=1-1113	YNR074C
OG0001539	-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.115&CDS=1-4170	YBR115C
OG0001540	-augustus-gene-3.107-mRNA-1_1&gene=maker-gi|1002316251|dbj|BCGA01000006.1|-augustus-gene-3.107&CDS=1-1488	YPR073C
OG0001541	-processed-gene-3.60-mRNA-1_1&gene=genemark-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.60&CDS=1-825	YBR213W
OG0001542	-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.137&CDS=1-1665	YBR212W
OG0001543	-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.138&CDS=1-411	YGL054C
OG0001544	-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.119&CDS=1-816	YLR192C
OG0001545	-processed-gene-3.65-mRNA-1_1&gene=genemark-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.65&CDS=1-3540	YLR207W
OG0001546	-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.124&CDS=1-510	YDR305C
OG0001547	-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.143&CDS=1-489	YHR059W
OG0001548	-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.125&CDS=1-696	YHR058C
OG0001549	-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.144&CDS=1-1083	YKR071C
OG0001550	-processed-gene-3.18-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.18&CDS=1-2640	YOR058C
