	Saccharomyces_cerevisiae	Saccharomyces_uvarum
OG0002593	YKL138C	augustus_masked-Sbay_11-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-1.129&CDS=1-576
OG0002594	YKL139W	genemark-Sbay_11-processed-gene-1.70-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.70&CDS=1-1587
OG0002595	YKL140W	genemark-Sbay_11-processed-gene-1.69-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.69&CDS=1-1647
OG0002596	YKL141W	genemark-Sbay_11-processed-gene-1.68-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.68&CDS=1-594
OG0002597	YKL143W	augustus_masked-Sbay_11-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-1.113&CDS=1-2043
OG0002598	YKL144C	genemark-Sbay_11-processed-gene-1.87-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.87&CDS=1-636
OG0002599	YKL145W	genemark-Sbay_11-processed-gene-1.65-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.65&CDS=1-1413
OG0002600	YKL146W	genemark-Sbay_11-processed-gene-1.64-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.64&CDS=1-2082
OG0002601	YKL150W	genemark-Sbay_11-processed-gene-1.63-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.63&CDS=1-906
OG0002602	YKL151C	genemark-Sbay_11-processed-gene-1.85-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.85&CDS=1-1011
OG0002603	YKL152C	genemark-Sbay_11-processed-gene-1.84-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.84&CDS=1-741
OG0002604	YKL154W	genemark-Sbay_11-processed-gene-1.62-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.62&CDS=1-735
OG0002605	YKL155C	genemark-Sbay_11-processed-gene-1.83-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.83&CDS=1-1887
OG0002606	YKL159C	genemark-Sbay_11-processed-gene-1.82-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.82&CDS=1-645
OG0002607	YKL160W	genemark-Sbay_11-processed-gene-1.60-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.60&CDS=1-438
OG0002608	YKL162C	genemark-Sbay_11-processed-gene-1.80-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.80&CDS=1-1005
OG0002609	YKL165C	genemark-Sbay_11-processed-gene-1.77-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.77&CDS=1-2757
OG0002610	YKL167C	genemark-Sbay_11-processed-gene-1.75-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.75&CDS=1-405
OG0002611	YKL168C	genemark-Sbay_11-processed-gene-1.74-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.74&CDS=1-2178
OG0002612	YKL170W	genemark-Sbay_11-processed-gene-1.58-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.58&CDS=1-414
OG0002613	YKL171W	genemark-Sbay_11-processed-gene-1.57-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.57&CDS=1-2799
OG0002614	YKL172W	genemark-Sbay_11-processed-gene-1.56-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.56&CDS=1-1266
OG0002615	YKL173W	genemark-Sbay_11-processed-gene-1.55-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.55&CDS=1-3027
OG0002616	YKL174C	genemark-Sbay_11-processed-gene-1.73-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.73&CDS=1-1857
OG0002617	YKL175W	genemark-Sbay_11-processed-gene-1.54-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.54&CDS=1-1515
OG0002618	YKL176C	genemark-Sbay_11-processed-gene-1.72-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.72&CDS=1-2487
OG0002619	YKL178C	genemark-Sbay_11-processed-gene-1.53-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.53&CDS=1-1410
OG0002620	YKL179C	genemark-Sbay_11-processed-gene-1.52-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.52&CDS=1-2043
OG0002621	YKL181W	genemark-Sbay_11-processed-gene-1.50-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.50&CDS=1-1281
OG0002622	YKL182W	genemark-Sbay_11-processed-gene-1.49-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-1.49&CDS=1-6153
OG0002623	YKL183W	augustus_masked-Sbay_11-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-0.92&CDS=1-930
OG0002624	YKL184W	genemark-Sbay_11-processed-gene-0.61-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.61&CDS=1-1401
OG0002625	YKL185W	genemark-Sbay_11-processed-gene-0.60-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.60&CDS=1-1794
OG0002626	YKL186C	genemark-Sbay_11-processed-gene-0.78-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.78&CDS=1-564
OG0002627	YKL187C	genemark-Sbay_11-processed-gene-0.77-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.77&CDS=1-2244
OG0002628	YKL188C	genemark-Sbay_11-processed-gene-0.76-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.76&CDS=1-2559
OG0002629	YKL189W	genemark-Sbay_11-processed-gene-0.59-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.59&CDS=1-1188
OG0002630	YKL191W	augustus_masked-Sbay_11-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-0.88&CDS=1-2052
OG0002631	YKL192C	augustus_masked-Sbay_11-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-0.104&CDS=1-375
OG0002632	YKL194C	maker-Sbay_11-augustus-gene-0.8-mRNA-1_1&gene=maker-Sbay_11-augustus-gene-0.8&CDS=1-2421
OG0002633	YKL195W	genemark-Sbay_11-processed-gene-0.57-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.57&CDS=1-1170
OG0002634	YKL196C	genemark-Sbay_11-processed-gene-0.72-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.72&CDS=1-600
OG0002635	YKL197C	augustus_masked-Sbay_11-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-0.101&CDS=1-3138
OG0002636	YKL198C	maker-Sbay_11-snap-gene-0.2-mRNA-1_1&gene=maker-Sbay_11-snap-gene-0.2&CDS=1-1830
OG0002637	YKL201C	snap_masked-Sbay_11-processed-gene-0.38-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-0.38&CDS=1-3681
OG0002638	YKL204W	genemark-Sbay_11-processed-gene-0.56-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.56&CDS=1-1905
OG0002639	YKL205W	genemark-Sbay_11-processed-gene-0.55-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.55&CDS=1-3159
OG0002640	YKL206C	genemark-Sbay_11-processed-gene-0.69-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.69&CDS=1-801
OG0002641	YKL207W	genemark-Sbay_11-processed-gene-0.54-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.54&CDS=1-759
OG0002642	YKL208W	genemark-Sbay_11-processed-gene-0.53-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.53&CDS=1-810
OG0002643	YKL209C	genemark-Sbay_11-processed-gene-0.68-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.68&CDS=1-3870
OG0002644	YKL210W	genemark-Sbay_11-processed-gene-0.52-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.52&CDS=1-3072
OG0002645	YKL211C	genemark-Sbay_11-processed-gene-0.67-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.67&CDS=1-1452
OG0002646	YKL212W	genemark-Sbay_11-processed-gene-0.51-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.51&CDS=1-1869
OG0002647	YKL213C	genemark-Sbay_11-processed-gene-0.66-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.66&CDS=1-2157
OG0002648	YKL215C	genemark-Sbay_11-processed-gene-0.65-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.65&CDS=1-4512
OG0002649	YKL216W	genemark-Sbay_11-processed-gene-0.50-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.50&CDS=1-942
OG0002650	YKL217W	genemark-Sbay_11-processed-gene-0.49-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.49&CDS=1-1845
OG0002651	YKL221W	genemark-Sbay_15-processed-gene-0.56-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-0.56&CDS=1-1419
OG0002652	YKL222C	snap_masked-Sbay_15-processed-gene-0.36-mRNA-1_1&gene=snap_masked-Sbay_15-processed-gene-0.36&CDS=1-2010
OG0002653	YKR001C	genemark-Sbay_11-processed-gene-4.84-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.84&CDS=1-2103
OG0002654	YKR002W	genemark-Sbay_11-processed-gene-4.65-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.65&CDS=1-1707
OG0002655	YKR004C	genemark-Sbay_11-processed-gene-4.85-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.85&CDS=1-2466
OG0002656	YKR006C	genemark-Sbay_11-processed-gene-4.86-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.86&CDS=1-786
OG0002657	YKR008W	maker-Sbay_11-snap-gene-4.8-mRNA-1_1&gene=maker-Sbay_11-snap-gene-4.8&CDS=1-2451
OG0002658	YKR009C	genemark-Sbay_11-processed-gene-4.87-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.87&CDS=1-2700
OG0002659	YKR010C	genemark-Sbay_11-processed-gene-4.88-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.88&CDS=1-2304
OG0002660	YKR011C	genemark-Sbay_11-processed-gene-4.89-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.89&CDS=1-1068
OG0002661	YKR013W	genemark-Sbay_11-processed-gene-4.69-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.69&CDS=1-1080
OG0002662	YKR014C	genemark-Sbay_11-processed-gene-4.90-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.90&CDS=1-708
OG0002663	YKR015C	genemark-Sbay_11-processed-gene-4.91-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.91&CDS=1-1707
OG0002664	YKR016W	genemark-Sbay_11-processed-gene-4.70-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.70&CDS=1-1617
OG0002665	YKR017C	genemark-Sbay_11-processed-gene-4.92-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.92&CDS=1-1653
OG0002666	YKR019C	genemark-Sbay_11-processed-gene-4.94-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.94&CDS=1-1845
OG0002667	YKR020W	genemark-Sbay_11-processed-gene-4.71-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.71&CDS=1-492
OG0002668	YKR021W	genemark-Sbay_11-processed-gene-4.72-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.72&CDS=1-2814
OG0002669	YKR022C	genemark-Sbay_11-processed-gene-4.95-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.95&CDS=1-960
OG0002670	YKR023W	genemark-Sbay_11-processed-gene-4.73-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.73&CDS=1-1593
OG0002671	YKR024C	genemark-Sbay_11-processed-gene-4.96-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.96&CDS=1-2226
OG0002672	YKR025W	genemark-Sbay_11-processed-gene-4.74-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.74&CDS=1-840
OG0002673	YKR026C	genemark-Sbay_11-processed-gene-4.97-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.97&CDS=1-915
OG0002674	YKR027W	genemark-Sbay_11-processed-gene-4.75-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.75&CDS=1-2295
OG0002675	YKR029C	genemark-Sbay_11-processed-gene-4.98-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-4.98&CDS=1-2235
OG0002676	YKR031C	maker-Sbay_11-snap-gene-5.5-mRNA-1_1&gene=maker-Sbay_11-snap-gene-5.5&CDS=1-4953
OG0002677	YKR034W	maker-Sbay_11-augustus-gene-5.12-mRNA-1_1&gene=maker-Sbay_11-augustus-gene-5.12&CDS=1-1449
OG0002678	YKR036C	genemark-Sbay_11-processed-gene-5.70-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.70&CDS=1-1935
OG0002679	YKR038C	augustus_masked-Sbay_11-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.24&CDS=1-2046
OG0002680	YKR041W	snap_masked-Sbay_11-processed-gene-5.135-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-5.135&CDS=1-582
OG0002681	YKR042W	genemark-Sbay_11-processed-gene-5.72-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.72&CDS=1-1107
OG0002682	YKR043C	genemark-Sbay_11-processed-gene-5.102-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.102&CDS=1-819
OG0002683	YKR044W	genemark-Sbay_11-processed-gene-5.73-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.73&CDS=1-1320
OG0002684	YKR045C	maker-Sbay_11-snap-gene-5.8-mRNA-1_1&gene=maker-Sbay_11-snap-gene-5.8&CDS=1-507
OG0002685	YKR048C	augustus_masked-Sbay_11-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.47&CDS=1-2457
OG0002686	YKR050W	snap_masked-Sbay_11-processed-gene-5.138-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-5.138&CDS=1-2784
OG0002687	YKR051W	snap_masked-Sbay_11-processed-gene-5.139-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-5.139&CDS=1-1254
OG0002688	YKR052C	genemark-Sbay_11-processed-gene-5.107-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.107&CDS=1-912
OG0002689	YKR053C	genemark-Sbay_11-processed-gene-5.108-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.108&CDS=1-1221
OG0002690	YKR054C	augustus_masked-Sbay_11-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.50&CDS=1-12279
OG0002691	YKR055W	genemark-Sbay_11-processed-gene-5.75-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.75&CDS=1-873
OG0002692	YKR060W	genemark-Sbay_11-processed-gene-5.79-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.79&CDS=1-822
OG0002693	YKR062W	genemark-Sbay_11-processed-gene-5.81-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.81&CDS=1-999
OG0002694	YKR063C	genemark-Sbay_11-processed-gene-5.110-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.110&CDS=1-1503
OG0002695	YKR064W	genemark-Sbay_11-processed-gene-5.82-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.82&CDS=1-2592
OG0002696	YKR065C	genemark-Sbay_11-processed-gene-5.111-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.111&CDS=1-585
OG0002697	YKR066C	genemark-Sbay_11-processed-gene-5.112-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.112&CDS=1-1092
OG0002698	YKR067W	genemark-Sbay_11-processed-gene-5.83-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.83&CDS=1-2211
OG0002699	YKR068C	genemark-Sbay_11-processed-gene-5.113-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.113&CDS=1-579
OG0002700	YKR069W	maker-Sbay_11-augustus-gene-5.15-mRNA-1_1&gene=maker-Sbay_11-augustus-gene-5.15&CDS=1-2871
OG0002701	YKR071C	genemark-Sbay_11-processed-gene-5.114-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.114&CDS=1-996
OG0002702	YKR072C	genemark-Sbay_11-processed-gene-5.115-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.115&CDS=1-1686
OG0002703	YKR074W	genemark-Sbay_11-processed-gene-5.86-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.86&CDS=1-444
OG0002704	YKR075C	genemark-Sbay_11-processed-gene-5.116-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.116&CDS=1-927
OG0002705	YKR075W-A	snap_masked-Sbay_11-processed-gene-5.153-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-5.153&CDS=1-267
OG0002706	YKR079C	genemark-Sbay_11-processed-gene-5.117-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.117&CDS=1-2514
OG0002707	YKR080W	genemark-Sbay_11-processed-gene-5.90-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.90&CDS=1-960
OG0002708	YKR081C	genemark-Sbay_11-processed-gene-5.118-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.118&CDS=1-1032
OG0002709	YKR082W	genemark-Sbay_11-processed-gene-5.91-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.91&CDS=1-3471
OG0002710	YKR083C	genemark-Sbay_11-processed-gene-5.119-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.119&CDS=1-399
OG0002711	YKR084C	augustus_masked-Sbay_11-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.60&CDS=1-2409
OG0002712	YKR086W	genemark-Sbay_11-processed-gene-5.92-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.92&CDS=1-3225
OG0002713	YKR087C	augustus_masked-Sbay_11-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.61&CDS=1-1959
OG0002714	YKR089C	genemark-Sbay_11-processed-gene-5.124-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.124&CDS=1-2787
OG0002715	YKR090W	genemark-Sbay_11-processed-gene-5.93-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.93&CDS=1-2190
OG0002716	YKR091W	genemark-Sbay_11-processed-gene-5.94-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.94&CDS=1-786
OG0002717	YKR092C	genemark-Sbay_11-processed-gene-5.125-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.125&CDS=1-1206
OG0002718	YKR093W	genemark-Sbay_11-processed-gene-5.95-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.95&CDS=1-1803
OG0002719	YKR095W	snap_masked-Sbay_11-processed-gene-5.162-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-5.162&CDS=1-5694
OG0002720	YKR095W-A	snap_masked-Sbay_11-processed-gene-5.163-mRNA-1_1&gene=snap_masked-Sbay_11-processed-gene-5.163&CDS=1-243
OG0002721	YKR097W	genemark-Sbay_11-processed-gene-5.98-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.98&CDS=1-1644
OG0002722	YKR098C	genemark-Sbay_11-processed-gene-5.127-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.127&CDS=1-2172
OG0002723	YKR099W	augustus_masked-Sbay_11-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-Sbay_11-processed-gene-5.42&CDS=1-2289
OG0002724	YKR100C	genemark-Sbay_11-processed-gene-5.128-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.128&CDS=1-1071
OG0002725	YKR101W	genemark-Sbay_11-processed-gene-5.100-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-5.100&CDS=1-1989
OG0002726	YLL001W	augustus_masked-Sbay_10-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.101&CDS=1-8142
OG0002727	YLL005C	snap_masked-Sbay_10-processed-gene-1.76-mRNA-1_1&gene=snap_masked-Sbay_10-processed-gene-1.76&CDS=1-2520
OG0002728	YLL006W	genemark-Sbay_10-processed-gene-1.11-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.11&CDS=1-1278
OG0002729	YLL007C	genemark-Sbay_10-processed-gene-1.30-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.30&CDS=1-2001
OG0002730	YLL008W	genemark-Sbay_10-processed-gene-1.10-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.10&CDS=1-2232
OG0002731	YLL009C	augustus_masked-Sbay_10-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.115&CDS=1-216
OG0002732	YLL011W	genemark-Sbay_10-processed-gene-1.9-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.9&CDS=1-1470
OG0002733	YLL012W	genemark-Sbay_10-processed-gene-1.8-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.8&CDS=1-1728
OG0002734	YLL013C	genemark-Sbay_10-processed-gene-1.28-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.28&CDS=1-2622
OG0002735	YLL015W	augustus_masked-Sbay_10-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.96&CDS=1-4977
OG0002736	YLL016W	genemark-Sbay_10-processed-gene-1.5-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.5&CDS=1-3777
OG0002737	YLL018C	genemark-Sbay_10-processed-gene-1.27-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.27&CDS=1-1671
OG0002738	YLL018C-A	augustus_masked-Sbay_10-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.111&CDS=1-291
OG0002739	YLL019C	augustus_masked-Sbay_10-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.110&CDS=1-2232
OG0002740	YLL021W	maker-Sbay_10-augustus-gene-1.130-mRNA-1_1&gene=maker-Sbay_10-augustus-gene-1.130&CDS=1-5241
OG0002741	YLL023C	augustus_masked-Sbay_10-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.109&CDS=1-1929
OG0002742	YLL026W	genemark-Sbay_10-processed-gene-1.2-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.2&CDS=1-2724
OG0002743	YLL027W	augustus_masked-Sbay_10-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.90&CDS=1-747
OG0002744	YLL028W	genemark-Sbay_10-processed-gene-1.0-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.0&CDS=1-1761
OG0002745	YLL029W	genemark-Sbay_10-processed-gene-0.49-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.49&CDS=1-2250
OG0002746	YLL031C	genemark-Sbay_10-processed-gene-0.70-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.70&CDS=1-3051
OG0002747	YLL032C	augustus_masked-Sbay_10-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-0.96&CDS=1-2511
OG0002748	YLL033W	genemark-Sbay_10-processed-gene-0.48-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.48&CDS=1-693
OG0002749	YLL034C	genemark-Sbay_10-processed-gene-0.68-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.68&CDS=1-2511
OG0002750	YLL035W	genemark-Sbay_10-processed-gene-0.47-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.47&CDS=1-1890
OG0002751	YLL036C	maker-Sbay_10-snap-gene-0.5-mRNA-1_1&gene=maker-Sbay_10-snap-gene-0.5&CDS=1-2301
OG0002752	YLL040C	augustus_masked-Sbay_10-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-0.93&CDS=1-9423
OG0002753	YLL041C	augustus_masked-Sbay_10-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-0.92&CDS=1-795
OG0002754	YLL042C	genemark-Sbay_10-processed-gene-0.64-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.64&CDS=1-501
OG0002755	YLL043W	genemark-Sbay_10-processed-gene-0.46-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.46&CDS=1-1983
OG0002756	YLL046C	genemark-Sbay_10-processed-gene-0.62-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.62&CDS=1-759
OG0002757	YLL049W	genemark-Sbay_10-processed-gene-0.45-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.45&CDS=1-534
OG0002758	YLL051C	augustus_masked-Sbay_10-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-0.87&CDS=1-2466
OG0002759	YLL055W	genemark-Sbay_10-processed-gene-0.44-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.44&CDS=1-1593
OG0002760	YLL057C	genemark-Sbay_10-processed-gene-0.54-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.54&CDS=1-1236
OG0002761	YLL058W	genemark-Sbay_10-processed-gene-0.42-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-0.42&CDS=1-1716
OG0002762	YLL063C	maker-Sbay_10-snap-gene-0.4-mRNA-1_1&gene=maker-Sbay_10-snap-gene-0.4&CDS=1-1248
OG0002763	YLR001C	genemark-Sbay_10-processed-gene-1.32-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.32&CDS=1-4476
OG0002764	YLR004C	maker-Sbay_10-augustus-gene-1.134-mRNA-1_1&gene=maker-Sbay_10-augustus-gene-1.134&CDS=1-2415
OG0002765	YLR005W	genemark-Sbay_10-processed-gene-1.16-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.16&CDS=1-1398
OG0002766	YLR006C	genemark-Sbay_10-processed-gene-1.35-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.35&CDS=1-2085
OG0002767	YLR007W	genemark-Sbay_10-processed-gene-1.17-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.17&CDS=1-1008
OG0002768	YLR008C	genemark-Sbay_10-processed-gene-1.36-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.36&CDS=1-504
OG0002769	YLR009W	augustus_masked-Sbay_10-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.104&CDS=1-597
OG0002770	YLR010C	genemark-Sbay_10-processed-gene-1.37-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.37&CDS=1-477
OG0002771	YLR011W	genemark-Sbay_10-processed-gene-1.19-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.19&CDS=1-576
OG0002772	YLR012C	augustus_masked-Sbay_10-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-Sbay_10-processed-gene-1.122&CDS=1-297
OG0002773	YLR014C	genemark-Sbay_10-processed-gene-1.38-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.38&CDS=1-2457
OG0002774	YLR015W	genemark-Sbay_10-processed-gene-1.20-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.20&CDS=1-1491
OG0002775	YLR016C	genemark-Sbay_10-processed-gene-1.39-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.39&CDS=1-612
OG0002776	YLR017W	genemark-Sbay_10-processed-gene-1.21-mRNA-1_1&gene=genemark-Sbay_10-processed-gene-1.21&CDS=1-1011
